"Step","110-dynamic","110-dynamic - dead-1__MIN","110-dynamic - dead-1__MAX","110-ofb","110-ofbt - dead-1__MIN","110-ofbt - dead-1__MAX","110-static-1","110-static-1 - dead-1__MIN","110-static-1 - dead-1__MAX","110-every-100","110-every-100 - dead-1__MIN","110-every-100 - dead-1__MAX","110-every-10","110-every-10 - dead-1__MIN","110-every-10 - dead-1__MAX"
"42843","","","","","","","7","7","7","","","","","",""
"42844","","","","","","","","","","","","","2","2","2"
"42847","","","","0","0","0","","","","","","","","",""
"42853","","","","","","","3","3","3","","","","","",""
"42859","","","","","","","","","","0","0","0","","",""
"42860","","","","","","","","","","","","","1","1","1"
"42861","","","","0","0","0","7","7","7","","","","","",""
"42867","","","","0","0","0","","","","","","","","",""
"42869","","","","","","","7","7","7","","","","","",""
"42873","","","","","","","","","","","","","2","2","2"
"42876","","","","","","","","","","","","","6","6","6"
"42885","","","","0","0","0","","","","","","","","",""
"42891","","","","","","","","","","0","0","0","","",""
"42893","","","","","","","10","10","10","0","0","0","","",""
"42896","0","0","0","","","","","","","","","","","",""
"42899","","","","","","","","","","0","0","0","","",""
"42901","","","","","","","","","","","","","0","0","0"
"42906","0","0","0","","","","","","","","","","","",""
"42907","","","","","","","","","","0","0","0","","",""
"42913","","","","","","","","","","0","0","0","","",""
"42915","0","0","0","","","","","","","","","","","",""
"42917","","","","","","","6","6","6","","","","","",""
"42921","","","","","","","","","","","","","3","3","3"
"42922","","","","","","","5","5","5","","","","","",""
"42924","0","0","0","","","","","","","","","","","",""
"42930","","","","","","","","","","","","","0","0","0"
"42931","","","","","","","","","","0","0","0","","",""
"42937","","","","","","","","","","0","0","0","","",""
"42940","","","","","","","","","","0","0","0","","",""
"42943","","","","","","","8","8","8","","","","","",""
"42944","","","","0","0","0","","","","","","","9","9","9"
"42947","","","","","","","","","","","","","11","11","11"
"42948","","","","","","","","","","","","","8","8","8"
"42950","0","0","0","","","","","","","","","","","",""
"42951","","","","","","","8","8","8","","","","","",""
"42956","","","","","","","9","9","9","","","","5","5","5"
"42958","","","","0","0","0","","","","","","","","",""
"42970","","","","0","0","0","","","","","","","","",""
"42971","","","","","","","","","","","","","6","6","6"
"42972","0","0","0","","","","","","","","","","","",""
"42987","","","","","","","6","6","6","","","","","",""
"42990","0","0","0","","","","","","","","","","","",""
"42993","","","","0","0","0","","","","","","","","",""
"42997","","","","","","","","","","","","","9","9","9"
"43002","","","","0","0","0","","","","","","","","",""
"43008","","","","","","","","","","0","0","0","","",""
"43013","","","","","","","8","8","8","","","","","",""
"43015","0","0","0","","","","","","","","","","","",""
"43016","0","0","0","","","","","","","","","","","",""
"43017","","","","0","0","0","","","","","","","","",""
"43020","","","","","","","10","10","10","","","","","",""
"43024","","","","0","0","0","","","","","","","","",""
"43025","","","","","","","","","","","","","11","11","11"
"43026","","","","0","0","0","","","","","","","","",""
"43030","0","0","0","","","","","","","","","","","",""
"43031","","","","","","","","","","","","","10","10","10"
"43041","","","","","","","6","6","6","","","","","",""
"43047","","","","","","","","","","0","0","0","","",""
"43050","","","","","","","9","9","9","","","","","",""
"43051","0","0","0","","","","","","","","","","","",""
"43053","","","","0","0","0","","","","","","","","",""
"43060","0","0","0","","","","","","","","","","","",""
"43066","","","","","","","7","7","7","","","","","",""
"43067","","","","","","","","","","","","","4","4","4"
"43068","","","","","","","","","","0","0","0","","",""
"43073","","","","","","","9","9","9","","","","","",""
"43083","0","0","0","","","","","","","","","","","",""
"43088","0","0","0","","","","","","","","","","","",""
"43090","","","","","","","","","","0","0","0","","",""
"43092","","","","","","","6","6","6","","","","","",""
"43094","","","","0","0","0","","","","","","","","",""
"43096","","","","","","","","","","0","0","0","","",""
"43103","","","","0","0","0","","","","","","","","",""
"43104","","","","","","","13","13","13","","","","","",""
"43108","","","","","","","","","","","","","5","5","5"
"43117","","","","","","","","","","0","0","0","","",""
"43120","0","0","0","","","","","","","","","","","",""
"43121","","","","","","","5","5","5","","","","","",""
"43122","0","0","0","","","","","","","0","0","0","","",""
"43124","","","","0","0","0","7","7","7","","","","","",""
"43126","","","","0","0","0","","","","","","","","",""
"43127","","","","0","0","0","","","","","","","","",""
"43129","","","","","","","","","","","","","12","12","12"
"43131","0","0","0","","","","","","","","","","","",""
"43132","","","","","","","","","","0","0","0","","",""
"43145","","","","","","","","","","0","0","0","","",""
"43147","","","","","","","6","6","6","","","","","",""
"43148","","","","","","","","","","","","","1","1","1"
"43149","","","","","","","","","","0","0","0","","",""
"43153","","","","0","0","0","9","9","9","","","","","",""
"43154","0","0","0","","","","","","","","","","","",""
"43155","","","","","","","","","","","","","2","2","2"
"43161","","","","","","","0","0","0","","","","","",""
"43162","","","","","","","3","3","3","","","","","",""
"43163","","","","0","0","0","","","","","","","","",""
"43167","0","0","0","","","","5","5","5","","","","","",""
"43171","","","","0","0","0","","","","","","","","",""
"43172","0","0","0","","","","","","","","","","8","8","8"
"43178","","","","0","0","0","","","","","","","","",""
"43180","0","0","0","","","","","","","","","","","",""
"43182","","","","","","","","","","","","","0","0","0"
"43186","","","","","","","6","6","6","","","","","",""
"43191","","","","","","","7","7","7","","","","","",""
"43192","","","","","","","9","9","9","","","","","",""
"43194","0","0","0","","","","","","","","","","","",""
"43196","","","","","","","","","","0","0","0","","",""
"43197","","","","","","","","","","","","","2","2","2"
"43198","0","0","0","","","","","","","","","","","",""
"43200","","","","","","","","","","0","0","0","","",""
"43205","","","","0","0","0","","","","0","0","0","","",""
"43210","","","","","","","","","","","","","3","3","3"
"43212","","","","","","","","","","0","0","0","","",""
"43218","0","0","0","","","","9","9","9","","","","","",""
"43224","","","","","","","","","","","","","0","0","0"
"43230","","","","","","","","","","0","0","0","","",""
"43237","","","","","","","11","11","11","","","","","",""
"43238","","","","","","","","","","0","0","0","","",""
"43247","","","","","","","11","11","11","","","","","",""
"43249","","","","","","","","","","0","0","0","","",""
"43251","0","0","0","","","","","","","","","","","",""
"43253","","","","","","","","","","0","0","0","","",""
"43254","0","0","0","","","","","","","","","","","",""
"43257","","","","0","0","0","","","","","","","","",""
"43261","","","","0","0","0","","","","","","","0","0","0"
"43267","","","","0","0","0","","","","0","0","0","","",""
"43268","","","","","","","","","","0","0","0","","",""
"43276","","","","","","","","","","0","0","0","","",""
"43282","","","","","","","","","","0","0","0","","",""
"43285","","","","","","","","","","","","","0","0","0"
"43286","","","","","","","","","","0","0","0","","",""
"43287","","","","","","","7","7","7","","","","","",""
"43303","","","","0","0","0","","","","0","0","0","6","6","6"
"43304","","","","","","","","","","","","","7","7","7"
"43305","","","","","","","","","","0","0","0","","",""
"43306","","","","","","","7","7","7","","","","","",""
"43311","0","0","0","","","","","","","","","","","",""
"43312","0","0","0","","","","","","","","","","","",""
"43313","","","","0","0","0","","","","","","","","",""
"43314","0","0","0","","","","","","","","","","","",""
"43319","","","","","","","12","12","12","0","0","0","","",""
"43320","","","","0","0","0","","","","","","","","",""
"43327","","","","","","","2","2","2","","","","","",""
"43328","","","","","","","","","","","","","0","0","0"
"43330","","","","","","","8","8","8","","","","","",""
"43332","","","","","","","","","","","","","6","6","6"
"43348","","","","","","","","","","0","0","0","","",""
"43349","0","0","0","","","","","","","","","","","",""
"43360","","","","","","","","","","0","0","0","","",""
"43361","","","","","","","5","5","5","","","","","",""
"43364","","","","","","","7","7","7","","","","","",""
"43365","","","","0","0","0","","","","","","","","",""
"43369","","","","","","","","","","0","0","0","","",""
"43370","","","","","","","","","","","","","2","2","2"
"43372","","","","","","","7","7","7","","","","","",""
"43375","","","","0","0","0","","","","","","","","",""
"43377","0","0","0","","","","","","","","","","","",""
"43378","","","","0","0","0","","","","","","","3","3","3"
"43387","","","","","","","","","","0","0","0","","",""
"43389","0","0","0","","","","5","5","5","","","","","",""
"43398","","","","","","","","","","0","0","0","","",""
"43402","","","","","","","","","","0","0","0","","",""
"43404","0","0","0","","","","","","","","","","","",""
"43407","","","","","","","","","","0","0","0","","",""
"43412","","","","0","0","0","","","","","","","","",""
"43415","","","","","","","","","","0","0","0","1","1","1"
"43420","","","","","","","","","","","","","0","0","0"
"43421","","","","","","","","","","0","0","0","","",""
"43422","","","","","","","2","2","2","","","","","",""
"43427","0","0","0","","","","","","","","","","","",""
"43428","0","0","0","","","","","","","","","","","",""
"43433","","","","","","","","","","","","","3","3","3"
"43439","","","","","","","6","6","6","","","","","",""
"43441","","","","","","","5","5","5","","","","","",""
"43442","","","","","","","","","","0","0","0","","",""
"43443","","","","0","0","0","","","","","","","","",""
"43444","","","","0","0","0","","","","0","0","0","","",""
"43445","0","0","0","","","","","","","","","","","",""
"43447","0","0","0","","","","","","","","","","","",""
"43451","","","","","","","10","10","10","","","","0","0","0"
"43453","","","","0","0","0","","","","","","","","",""
"43465","","","","0","0","0","","","","","","","","",""
"43469","","","","","","","10","10","10","","","","","",""
"43471","","","","0","0","0","","","","","","","","",""
"43472","","","","","","","","","","","","","4","4","4"
"43474","0","0","0","","","","","","","","","","4","4","4"
"43479","","","","","","","","","","","","","12","12","12"
"43482","","","","","","","","","","0","0","0","","",""
"43484","0","0","0","","","","","","","","","","","",""
"43485","0","0","0","","","","","","","","","","","",""
"43488","","","","","","","9","9","9","","","","","",""
"43492","","","","0","0","0","6","6","6","","","","12","12","12"
"43500","","","","","","","6","6","6","","","","","",""
"43506","0","0","0","","","","","","","","","","","",""
"43508","","","","0","0","0","","","","","","","","",""
"43510","","","","","","","3","3","3","","","","","",""
"43517","","","","","","","","","","","","","2","2","2"
"43518","","","","0","0","0","","","","","","","","",""
"43522","0","0","0","","","","","","","","","","","",""
"43529","","","","0","0","0","","","","","","","","",""
"43532","","","","","","","","","","0","0","0","","",""
"43535","","","","","","","","","","","","","0","0","0"
"43556","0","0","0","","","","","","","","","","","",""
"43557","","","","","","","11","11","11","","","","7","7","7"
"43558","","","","","","","","","","0","0","0","","",""
"43559","0","0","0","","","","","","","","","","","",""
"43560","","","","0","0","0","","","","","","","","",""
"43562","","","","","","","","","","","","","0","0","0"
"43567","","","","0","0","0","9","9","9","","","","","",""
