"Step","110-dynamic","110-dynamic - drop-0__MIN","110-dynamic - drop-0__MAX","110-ofb","110-ofbt - drop-0__MIN","110-ofbt - drop-0__MAX","110-static-1","110-static-1 - drop-0__MIN","110-static-1 - drop-0__MAX","110-every-100","110-every-100 - drop-0__MIN","110-every-100 - drop-0__MAX","110-every-10","110-every-10 - drop-0__MIN","110-every-10 - drop-0__MAX"
"114273","","","","","","","0","0","0","","","","","",""
"114274","","","","","","","","","","","","","0","0","0"
"114284","","","","","","","0","0","0","","","","","",""
"114291","0","0","0","","","","","","","","","","","",""
"114295","0","0","0","","","","","","","","","","","",""
"114304","","","","","","","","","","0","0","0","","",""
"114306","","","","","","","","","","0","0","0","","",""
"114317","","","","","","","","","","","","","0","0","0"
"114318","","","","","","","","","","","","","0","0","0"
"114320","","","","","","","","","","0","0","0","","",""
"114323","","","","0","0","0","","","","","","","","",""
"114331","0","0","0","","","","","","","","","","","",""
"114332","","","","0","0","0","","","","","","","","",""
"114334","","","","","","","","","","0","0","0","","",""
"114335","","","","0","0","0","","","","","","","","",""
"114336","","","","","","","","","","0","0","0","","",""
"114340","","","","","","","","","","0","0","0","","",""
"114342","","","","","","","0","0","0","","","","","",""
"114345","","","","0","0","0","","","","","","","","",""
"114346","","","","0","0","0","","","","","","","","",""
"114351","","","","","","","0","0","0","","","","","",""
"114359","","","","","","","0","0","0","","","","","",""
"114361","","","","","","","","","","","","","0","0","0"
"114363","","","","","","","0","0","0","","","","","",""
"114366","","","","","","","0","0","0","","","","","",""
"114367","","","","0","0","0","","","","","","","","",""
"114368","0","0","0","","","","","","","","","","","",""
"114371","","","","","","","","","","","","","0","0","0"
"114373","","","","","","","0","0","0","","","","","",""
"114375","","","","","","","","","","0","0","0","","",""
"114377","0","0","0","","","","","","","0","0","0","","",""
"114380","","","","","","","","","","","","","0","0","0"
"114381","","","","0","0","0","","","","","","","","",""
"114385","","","","","","","","","","","","","0","0","0"
"114394","","","","","","","0","0","0","","","","","",""
"114399","","","","","","","","","","","","","0","0","0"
"114400","","","","","","","0","0","0","","","","0","0","0"
"114401","","","","0","0","0","","","","","","","","",""
"114403","0","0","0","","","","0","0","0","","","","","",""
"114405","","","","","","","0","0","0","","","","","",""
"114410","0","0","0","","","","0","0","0","","","","","",""
"114411","0","0","0","","","","","","","","","","","",""
"114418","","","","","","","0","0","0","","","","","",""
"114421","","","","","","","","","","","","","0","0","0"
"114425","0","0","0","","","","0","0","0","","","","","",""
"114432","","","","","","","","","","0","0","0","","",""
"114443","0","0","0","","","","","","","","","","","",""
"114445","","","","","","","","","","","","","0","0","0"
"114447","","","","","","","","","","0","0","0","0","0","0"
"114448","0","0","0","","","","","","","","","","0","0","0"
"114450","","","","","","","","","","0","0","0","","",""
"114452","","","","","","","","","","0","0","0","","",""
"114454","0","0","0","","","","","","","","","","","",""
"114462","","","","","","","","","","0","0","0","","",""
"114474","0","0","0","","","","0","0","0","","","","0","0","0"
"114475","","","","0","0","0","","","","","","","","",""
"114480","","","","","","","","","","","","","0","0","0"
"114484","0","0","0","","","","","","","","","","","",""
"114487","","","","0","0","0","","","","","","","","",""
"114489","","","","","","","0","0","0","","","","","",""
"114491","","","","0","0","0","","","","","","","","",""
"114495","0","0","0","","","","","","","","","","","",""
"114513","","","","","","","0","0","0","","","","","",""
"114514","","","","","","","0","0","0","","","","","",""
"114520","","","","0","0","0","","","","","","","","",""
"114524","","","","","","","0","0","0","","","","","",""
"114527","","","","","","","","","","","","","0","0","0"
"114530","","","","","","","0","0","0","","","","","",""
"114536","","","","","","","","","","","","","0","0","0"
"114538","","","","","","","0","0","0","0","0","0","","",""
"114539","","","","0","0","0","","","","","","","","",""
"114545","","","","","","","0","0","0","","","","","",""
"114547","0","0","0","","","","","","","","","","","",""
"114550","","","","","","","","","","","","","0","0","0"
"114554","","","","","","","","","","0","0","0","","",""
"114556","","","","0","0","0","","","","","","","","",""
"114557","","","","","","","","","","0","0","0","","",""
"114559","","","","","","","","","","","","","0","0","0"
"114567","","","","","","","0","0","0","","","","","",""
"114568","","","","","","","0","0","0","","","","","",""
"114572","","","","","","","","","","0","0","0","","",""
"114580","","","","0","0","0","","","","","","","","",""
"114581","","","","","","","0","0","0","","","","","",""
"114582","","","","","","","0","0","0","","","","","",""
"114584","","","","","","","","","","0","0","0","","",""
"114591","","","","","","","","","","0","0","0","","",""
"114593","0","0","0","","","","","","","","","","","",""
"114596","","","","","","","0","0","0","","","","","",""
"114616","","","","","","","","","","","","","0","0","0"
"114617","","","","","","","","","","0","0","0","","",""
"114623","","","","","","","","","","0","0","0","","",""
"114627","","","","","","","","","","","","","0","0","0"
"114631","0","0","0","","","","","","","","","","","",""
"114634","","","","0","0","0","","","","","","","","",""
"114646","","","","","","","0","0","0","","","","","",""
"114650","","","","0","0","0","","","","","","","","",""
"114653","","","","","","","","","","0","0","0","","",""
"114654","","","","0","0","0","","","","","","","","",""
"114656","0","0","0","","","","","","","","","","","",""
"114657","","","","","","","0","0","0","","","","","",""
"114659","0","0","0","","","","","","","","","","","",""
"114660","","","","","","","","","","","","","0","0","0"
"114661","","","","","","","","","","","","","0","0","0"
"114662","","","","","","","","","","","","","0","0","0"
"114669","0","0","0","","","","","","","","","","","",""
"114670","","","","","","","","","","","","","0","0","0"
"114677","","","","0","0","0","","","","","","","","",""
"114681","","","","","","","","","","0","0","0","","",""
"114684","","","","","","","0","0","0","","","","","",""
"114686","","","","","","","","","","","","","0","0","0"
"114689","0","0","0","","","","","","","","","","","",""
"114690","","","","","","","0","0","0","","","","","",""
"114692","","","","0","0","0","","","","","","","","",""
"114695","","","","","","","0","0","0","","","","","",""
"114701","","","","","","","0","0","0","","","","","",""
"114707","0","0","0","","","","","","","","","","","",""
"114708","","","","","","","","","","","","","0","0","0"
"114709","","","","","","","","","","0","0","0","0","0","0"
"114714","","","","","","","","","","0","0","0","","",""
"114719","0","0","0","","","","","","","","","","","",""
"114720","","","","0","0","0","","","","","","","","",""
"114724","","","","","","","","","","","","","0","0","0"
"114733","","","","0","0","0","","","","","","","","",""
"114737","","","","0","0","0","","","","0","0","0","","",""
"114750","","","","0","0","0","","","","","","","","",""
"114755","","","","","","","0","0","0","","","","","",""
"114758","0","0","0","0","0","0","0","0","0","","","","","",""
"114777","0","0","0","","","","","","","","","","","",""
"114780","0","0","0","","","","","","","","","","","",""
"114783","","","","","","","0","0","0","","","","","",""
"114784","0","0","0","","","","","","","","","","","",""
"114791","0","0","0","","","","","","","","","","","",""
"114797","","","","0","0","0","","","","","","","","",""
"114798","","","","","","","","","","","","","0","0","0"
"114800","0","0","0","","","","","","","","","","","",""
"114804","","","","0","0","0","","","","","","","","",""
"114806","","","","0","0","0","","","","","","","","",""
"114810","","","","","","","","","","0","0","0","","",""
"114812","0","0","0","","","","","","","","","","","",""
"114814","0","0","0","","","","","","","","","","","",""
"114815","","","","","","","","","","0","0","0","","",""
"114818","","","","","","","","","","","","","0","0","0"
"114821","","","","","","","","","","0","0","0","","",""
"114826","","","","0","0","0","","","","","","","","",""
"114832","","","","","","","","","","","","","0","0","0"
"114833","","","","","","","","","","","","","0","0","0"
"114834","0","0","0","","","","","","","","","","","",""
"114835","","","","0","0","0","0","0","0","","","","","",""
"114836","","","","","","","","","","","","","0","0","0"
"114850","","","","","","","0","0","0","","","","","",""
"114853","","","","","","","","","","","","","0","0","0"
"114860","","","","0","0","0","","","","","","","","",""
"114863","","","","0","0","0","","","","","","","","",""
"114865","","","","","","","","","","0","0","0","","",""
"114867","","","","","","","","","","0","0","0","","",""
"114869","0","0","0","","","","","","","","","","","",""
"114873","","","","","","","","","","0","0","0","","",""
"114878","","","","","","","0","0","0","","","","","",""
"114879","","","","","","","0","0","0","","","","","",""
"114884","","","","","","","0","0","0","","","","","",""
"114891","","","","0","0","0","","","","","","","","",""
"114893","","","","","","","0","0","0","","","","","",""
"114895","","","","0","0","0","","","","","","","","",""
"114899","0","0","0","","","","","","","","","","","",""
"114912","","","","0","0","0","","","","","","","","",""
"114915","","","","0","0","0","","","","","","","","",""
"114916","","","","","","","","","","","","","0","0","0"
"114920","","","","","","","","","","","","","0","0","0"
"114921","","","","0","0","0","","","","","","","","",""
"114922","0","0","0","","","","","","","","","","","",""
"114924","","","","","","","","","","","","","0","0","0"
"114927","","","","","","","","","","0","0","0","","",""
"114931","","","","","","","0","0","0","","","","","",""
"114932","0","0","0","","","","","","","","","","","",""
"114933","","","","","","","","","","0","0","0","","",""
"114941","","","","","","","0","0","0","","","","","",""
"114946","","","","","","","","","","0","0","0","","",""
"114947","0","0","0","","","","","","","","","","","",""
"114948","","","","0","0","0","","","","","","","","",""
"114949","0","0","0","","","","","","","","","","","",""
"114951","","","","","","","0","0","0","","","","","",""
"114962","","","","","","","","","","","","","0","0","0"
"114963","","","","","","","0","0","0","","","","","",""
"114964","","","","","","","0","0","0","","","","","",""
"114965","0","0","0","","","","","","","","","","","",""
"114968","","","","","","","0","0","0","","","","","",""
"114976","","","","","","","","","","0","0","0","","",""
"114988","","","","","","","0","0","0","","","","","",""
"114991","","","","","","","","","","0","0","0","","",""
"114996","","","","0","0","0","","","","","","","","",""
"114997","","","","0","0","0","","","","","","","","",""
"115002","","","","","","","","","","","","","0","0","0"
"115003","0","0","0","","","","","","","","","","","",""
"115004","0","0","0","","","","","","","","","","","",""
"115017","","","","","","","","","","0","0","0","","",""
"115021","0","0","0","","","","0","0","0","","","","","",""
"115022","","","","","","","","","","0","0","0","0","0","0"
"115024","","","","","","","","","","0","0","0","","",""
"115027","","","","","","","0","0","0","","","","","",""
"115032","0","0","0","","","","","","","0","0","0","","",""
"115033","","","","","","","0","0","0","","","","","",""
"115037","0","0","0","","","","","","","0","0","0","","",""
"115038","0","0","0","","","","","","","","","","","",""
"115039","","","","","","","","","","","","","0","0","0"
"115043","","","","","","","0","0","0","","","","","",""
"115049","","","","0","0","0","","","","","","","0","0","0"
"115050","","","","0","0","0","","","","","","","","",""
"115058","","","","0","0","0","","","","","","","","",""
"115059","","","","0","0","0","","","","","","","","",""
"115061","0","0","0","","","","","","","","","","","",""
"115062","","","","0","0","0","","","","","","","","",""
"115067","","","","","","","","","","","","","0","0","0"
"115068","","","","0","0","0","","","","","","","","",""
"115072","","","","0","0","0","","","","","","","","",""
"115079","","","","","","","0","0","0","","","","","",""
"115080","0","0","0","","","","0","0","0","","","","","",""
"115085","","","","","","","","","","0","0","0","","",""
"115086","0","0","0","","","","","","","","","","","",""
"115098","","","","","","","0","0","0","","","","","",""
"115100","","","","0","0","0","","","","","","","","",""
"115101","0","0","0","","","","0","0","0","","","","","",""
"115103","","","","0","0","0","","","","","","","","",""
"115114","0","0","0","","","","","","","","","","","",""
"115116","","","","","","","","","","0","0","0","","",""
"115122","","","","0","0","0","","","","","","","","",""
"115134","","","","0","0","0","","","","","","","","",""
"115138","0","0","0","","","","","","","","","","","",""
"115143","","","","0","0","0","","","","","","","","",""
"115150","","","","","","","0","0","0","","","","","",""
"115151","","","","","","","","","","0","0","0","","",""
"115154","","","","0","0","0","","","","","","","","",""
"115161","","","","","","","0","0","0","","","","","",""
"115171","0","0","0","","","","","","","","","","","",""
"115172","","","","","","","0","0","0","","","","","",""
"115176","","","","","","","","","","0","0","0","","",""
"115177","","","","","","","","","","","","","0","0","0"
"115180","0","0","0","","","","0","0","0","","","","","",""
"115182","","","","","","","","","","0","0","0","","",""
"115187","","","","","","","","","","0","0","0","","",""
"115192","","","","","","","","","","","","","0","0","0"
"115200","","","","","","","","","","0","0","0","","",""
"115205","","","","","","","","","","0","0","0","","",""
"115223","0","0","0","","","","","","","","","","","",""
"115228","","","","","","","0","0","0","","","","0","0","0"
"115231","","","","","","","0","0","0","","","","","",""
"115233","","","","","","","0","0","0","","","","0","0","0"
"115239","","","","","","","","","","0","0","0","","",""
"115241","","","","0","0","0","0","0","0","","","","","",""
"115243","","","","","","","","","","","","","0","0","0"
"115254","","","","0","0","0","","","","","","","","",""
"115258","","","","","","","0","0","0","0","0","0","","",""
"115263","0","0","0","","","","","","","","","","","",""
"115266","0","0","0","","","","","","","","","","","",""
"115277","","","","","","","","","","0","0","0","","",""
"115279","","","","","","","","","","","","","0","0","0"
"115280","0","0","0","","","","","","","","","","","",""
"115294","","","","0","0","0","","","","","","","","",""
"115298","","","","0","0","0","","","","","","","","",""
"115299","","","","","","","","","","0","0","0","","",""
"115303","","","","0","0","0","0","0","0","","","","","",""
"115304","","","","0","0","0","","","","","","","","",""
"115311","","","","","","","","","","","","","0","0","0"
"115312","0","0","0","","","","","","","","","","","",""
"115319","0","0","0","","","","","","","","","","","",""
"115332","","","","","","","0","0","0","","","","","",""
"115335","","","","0","0","0","","","","","","","","",""
"115336","","","","","","","","","","0","0","0","","",""
"115340","0","0","0","","","","0","0","0","","","","","",""
"115346","","","","","","","0","0","0","","","","","",""
"115352","","","","","","","","","","","","","0","0","0"
"115355","","","","","","","","","","0","0","0","","",""
"115357","","","","","","","","","","0","0","0","","",""
"115358","","","","","","","","","","0","0","0","","",""
"115361","","","","","","","","","","0","0","0","","",""
"115364","0","0","0","","","","","","","","","","","",""
"115367","0","0","0","","","","","","","","","","","",""
"115374","","","","0","0","0","","","","","","","","",""
"115375","0","0","0","","","","","","","","","","0","0","0"
"115377","","","","","","","","","","0","0","0","","",""
"115379","","","","0","0","0","","","","","","","","",""
"115384","","","","","","","","","","","","","0","0","0"
"115389","","","","","","","0","0","0","","","","","",""
"115392","","","","","","","","","","0","0","0","","",""
"115395","","","","","","","","","","0","0","0","","",""
"115402","","","","","","","","","","0","0","0","","",""
"115403","","","","","","","","","","0","0","0","","",""
"115404","","","","0","0","0","","","","","","","","",""
"115406","","","","","","","","","","0","0","0","","",""
"115409","","","","","","","0","0","0","","","","","",""
"115412","","","","0","0","0","","","","","","","","",""
"115419","","","","","","","0","0","0","","","","","",""
"115428","","","","0","0","0","","","","","","","","",""
"115433","0","0","0","","","","","","","","","","","",""
"115438","","","","0","0","0","","","","","","","","",""
"115445","","","","","","","","","","","","","0","0","0"
"115447","","","","","","","","","","","","","0","0","0"
"115451","0","0","0","","","","","","","","","","","",""
"115457","","","","","","","0","0","0","","","","","",""
"115458","","","","0","0","0","","","","","","","","",""
"115464","","","","","","","","","","","","","0","0","0"
"115468","","","","","","","0","0","0","","","","","",""
"115475","","","","","","","","","","0","0","0","","",""
"115478","","","","","","","","","","","","","0","0","0"
"115483","","","","","","","","","","0","0","0","","",""
"115486","","","","","","","","","","0","0","0","","",""
"115488","","","","0","0","0","","","","","","","","",""
"115489","0","0","0","","","","","","","","","","","",""
"115491","0","0","0","","","","","","","","","","","",""
"115493","","","","","","","0","0","0","","","","","",""
"115496","","","","","","","","","","","","","0","0","0"
"115497","","","","","","","0","0","0","0","0","0","","",""
"115498","","","","0","0","0","","","","0","0","0","0","0","0"
"115500","","","","","","","","","","","","","0","0","0"
"115501","","","","0","0","0","","","","","","","","",""
"115502","","","","","","","0","0","0","","","","","",""
"115510","","","","","","","0","0","0","","","","","",""
"115511","","","","","","","","","","0","0","0","","",""
"115514","","","","","","","0","0","0","","","","","",""
"115519","","","","","","","0","0","0","0","0","0","","",""
"115524","0","0","0","","","","","","","","","","","",""
"115535","","","","","","","","","","","","","0","0","0"
"115539","","","","0","0","0","","","","","","","","",""
"115541","","","","","","","0","0","0","","","","","",""
"115546","","","","0","0","0","","","","","","","","",""
"115549","","","","","","","","","","0","0","0","0","0","0"
"115551","","","","","","","","","","0","0","0","","",""
"115556","","","","","","","","","","0","0","0","","",""
"115565","","","","","","","","","","","","","0","0","0"
"115566","","","","0","0","0","","","","","","","","",""
"115569","","","","0","0","0","","","","","","","","",""
"115575","","","","","","","","","","0","0","0","","",""
"115577","","","","0","0","0","","","","","","","0","0","0"
"115578","","","","0","0","0","","","","","","","","",""
"115601","","","","","","","0","0","0","","","","","",""
"115604","","","","","","","0","0","0","","","","","",""
"115607","0","0","0","","","","","","","","","","","",""
"115616","","","","0","0","0","","","","","","","","",""
"115617","","","","0","0","0","","","","","","","","",""
"115618","","","","0","0","0","","","","","","","","",""
"115623","","","","0","0","0","","","","","","","","",""
"115626","","","","0","0","0","","","","","","","","",""
"115630","","","","","","","0","0","0","","","","","",""
"115637","","","","0","0","0","","","","","","","","",""
"115641","","","","","","","","","","0","0","0","","",""
"115646","0","0","0","","","","0","0","0","","","","","",""
"115649","","","","","","","0","0","0","","","","","",""
"115650","","","","","","","","","","","","","0","0","0"
"115653","","","","0","0","0","","","","","","","","",""
"115656","0","0","0","","","","","","","","","","","",""
"115658","","","","","","","","","","0","0","0","","",""
"115661","0","0","0","","","","0","0","0","","","","","",""
"115662","","","","","","","","","","","","","0","0","0"
"115665","0","0","0","","","","","","","","","","","",""
"115669","","","","","","","0","0","0","","","","","",""
"115671","","","","","","","0","0","0","","","","","",""
"115675","","","","","","","0","0","0","","","","","",""
"115676","0","0","0","","","","","","","","","","","",""
"115685","","","","","","","0","0","0","","","","","",""
"115690","","","","","","","","","","","","","0","0","0"
"115692","","","","","","","0","0","0","","","","","",""
"115693","0","0","0","","","","","","","","","","","",""
"115695","","","","","","","","","","","","","0","0","0"
"115697","","","","0","0","0","0","0","0","","","","","",""
"115702","","","","","","","0","0","0","","","","","",""
"115703","","","","0","0","0","","","","","","","0","0","0"
"115707","","","","","","","0","0","0","","","","","",""
"115712","","","","","","","","","","","","","0","0","0"
"115713","","","","","","","0","0","0","","","","","",""
"115714","0","0","0","","","","0","0","0","","","","","",""
"115716","","","","","","","","","","","","","0","0","0"
"115717","","","","","","","0","0","0","","","","","",""
"115731","","","","","","","","","","","","","0","0","0"
"115733","","","","","","","","","","0","0","0","","",""
"115736","0","0","0","","","","","","","","","","","",""
"115741","","","","","","","","","","0","0","0","","",""
"115747","","","","","","","","","","","","","0","0","0"
"115750","0","0","0","","","","","","","0","0","0","","",""
"115752","0","0","0","","","","","","","","","","","",""
"115755","","","","0","0","0","","","","","","","","",""
"115761","","","","","","","0","0","0","","","","","",""
"115762","","","","","","","0","0","0","","","","","",""
"115763","","","","","","","","","","0","0","0","","",""
"115765","","","","","","","","","","","","","0","0","0"
"115767","0","0","0","","","","","","","","","","0","0","0"
"115770","","","","","","","0","0","0","","","","","",""
"115776","","","","","","","","","","0","0","0","","",""
"115777","","","","","","","0","0","0","","","","","",""
"115778","","","","","","","0","0","0","","","","","",""
"115781","","","","","","","","","","","","","0","0","0"
"115783","","","","","","","0","0","0","","","","","",""
"115788","","","","","","","","","","0","0","0","0","0","0"
"115789","","","","0","0","0","","","","","","","","",""
"115792","","","","","","","0","0","0","","","","","",""
"115803","","","","","","","0","0","0","","","","","",""
"115810","","","","","","","","","","","","","0","0","0"
"115819","","","","0","0","0","0","0","0","","","","","",""
"115822","","","","","","","","","","0","0","0","","",""
"115823","0","0","0","","","","","","","","","","","",""
"115828","","","","","","","","","","0","0","0","","",""
"115835","","","","0","0","0","","","","","","","","",""
"115840","0","0","0","","","","","","","","","","","",""
"115845","0","0","0","0","0","0","","","","","","","","",""
"115846","","","","","","","","","","0","0","0","","",""
"115848","","","","0","0","0","","","","","","","","",""
"115851","","","","0","0","0","","","","","","","","",""
"115853","","","","","","","","","","","","","0","0","0"
"115856","","","","","","","","","","0","0","0","","",""
"115857","0","0","0","","","","","","","","","","","",""
"115858","0","0","0","","","","","","","","","","","",""
"115859","0","0","0","","","","","","","","","","","",""
"115860","0","0","0","","","","","","","0","0","0","","",""
"115861","","","","0","0","0","0","0","0","","","","","",""
"115865","","","","","","","","","","0","0","0","","",""
"115866","","","","0","0","0","","","","","","","","",""
"115870","","","","0","0","0","","","","","","","","",""
"115873","0","0","0","","","","0","0","0","","","","","",""
"115874","","","","","","","","","","0","0","0","","",""
"115876","0","0","0","","","","","","","","","","","",""
"115882","0","0","0","","","","","","","","","","","",""
"115883","0","0","0","","","","","","","","","","","",""
"115884","","","","","","","","","","","","","0","0","0"
"115886","","","","","","","","","","","","","0","0","0"
"115889","0","0","0","","","","","","","","","","","",""
"115893","","","","","","","0","0","0","","","","","",""
"115895","0","0","0","","","","","","","","","","","",""
"115897","","","","","","","","","","","","","0","0","0"
"115902","","","","","","","","","","","","","0","0","0"
"115904","0","0","0","","","","","","","","","","","",""
"115907","","","","","","","","","","0","0","0","","",""
"115919","","","","","","","0","0","0","","","","","",""
"115923","0","0","0","","","","","","","","","","","",""
"115931","","","","","","","","","","0","0","0","","",""
"115934","","","","","","","","","","0","0","0","","",""
"115945","","","","","","","","","","0","0","0","","",""
"115953","","","","0","0","0","","","","","","","","",""
"115955","","","","","","","","","","0","0","0","","",""
"115960","","","","","","","","","","0","0","0","","",""
"115964","","","","","","","","","","0","0","0","","",""
"115973","","","","","","","","","","0","0","0","","",""
"115977","","","","","","","","","","","","","0","0","0"
"115982","0","0","0","","","","","","","","","","","",""
"115984","","","","","","","","","","0","0","0","","",""
"115985","","","","","","","0","0","0","","","","","",""
"115989","","","","","","","0","0","0","","","","","",""
"116011","0","0","0","","","","","","","","","","","",""
"116012","","","","","","","","","","","","","0","0","0"
"116015","","","","","","","","","","0","0","0","","",""
"116016","0","0","0","","","","","","","","","","","",""
"116019","0","0","0","","","","","","","","","","","",""
"116024","0","0","0","","","","","","","","","","","",""
"116031","","","","","","","0","0","0","","","","","",""
"116032","","","","","","","0","0","0","","","","","",""
"116034","","","","","","","","","","0","0","0","","",""
"116040","","","","","","","","","","0","0","0","","",""
"116043","","","","0","0","0","","","","","","","","",""
"116051","","","","","","","0","0","0","","","","","",""
"116052","0","0","0","","","","","","","","","","","",""
"116053","","","","","","","","","","0","0","0","","",""
"116061","0","0","0","","","","","","","","","","","",""
"116064","","","","0","0","0","","","","","","","","",""
"116073","0","0","0","","","","","","","","","","","",""
"116082","","","","0","0","0","","","","","","","","",""
"116092","","","","","","","","","","0","0","0","","",""
"116093","","","","","","","","","","0","0","0","","",""
"116095","0","0","0","","","","","","","","","","","",""
"116097","","","","0","0","0","0","0","0","","","","","",""
"116098","","","","0","0","0","","","","","","","","",""
"116102","","","","0","0","0","","","","","","","","",""
"116106","","","","","","","","","","","","","0","0","0"
"116110","0","0","0","","","","","","","","","","","",""
"116111","","","","","","","0","0","0","","","","","",""
"116112","","","","","","","","","","0","0","0","","",""
"116113","","","","","","","","","","","","","0","0","0"
"116115","","","","","","","0","0","0","","","","0","0","0"
"116120","0","0","0","","","","","","","","","","","",""
"116123","","","","0","0","0","","","","","","","","",""
"116124","","","","","","","","","","","","","0","0","0"
"116131","","","","0","0","0","","","","","","","","",""
"116132","","","","","","","","","","","","","0","0","0"
"116136","","","","","","","","","","0","0","0","","",""
"116141","","","","","","","0","0","0","","","","","",""
"116143","","","","0","0","0","","","","","","","","",""
"116144","","","","","","","","","","","","","0","0","0"
"116145","","","","0","0","0","","","","","","","","",""
"116150","","","","","","","","","","","","","0","0","0"
"116151","","","","0","0","0","","","","","","","","",""
"116154","","","","","","","0","0","0","","","","","",""
"116158","","","","","","","","","","0","0","0","","",""
"116163","","","","","","","","","","0","0","0","","",""
"116165","","","","","","","","","","","","","0","0","0"
"116166","0","0","0","","","","","","","","","","","",""
"116167","","","","","","","","","","0","0","0","","",""
"116169","","","","0","0","0","","","","","","","","",""
"116176","","","","0","0","0","","","","0","0","0","","",""
"116178","","","","0","0","0","","","","","","","","",""
"116179","","","","","","","0","0","0","","","","","",""
"116183","0","0","0","0","0","0","","","","","","","","",""
"116185","0","0","0","","","","","","","","","","0","0","0"
"116190","","","","0","0","0","","","","","","","","",""
"116193","","","","","","","","","","0","0","0","","",""
"116195","","","","","","","","","","","","","0","0","0"
"116199","","","","","","","0","0","0","0","0","0","","",""
"116205","","","","0","0","0","","","","","","","0","0","0"
"116214","","","","","","","","","","0","0","0","","",""
"116217","","","","","","","0","0","0","","","","","",""
"116222","0","0","0","","","","","","","","","","","",""
"116226","","","","","","","","","","0","0","0","","",""
"116227","","","","","","","","","","","","","0","0","0"
"116234","","","","","","","0","0","0","","","","","",""
"116237","","","","","","","","","","0","0","0","","",""
"116238","","","","0","0","0","","","","","","","","",""
"116240","","","","","","","","","","","","","0","0","0"
"116241","","","","","","","","","","0","0","0","","",""
"116247","","","","0","0","0","","","","","","","0","0","0"
"116250","0","0","0","","","","","","","","","","0","0","0"
"116251","0","0","0","","","","","","","","","","","",""
"116252","0","0","0","","","","","","","","","","","",""
"116254","","","","0","0","0","","","","0","0","0","","",""
"116255","0","0","0","","","","","","","","","","","",""
"116256","0","0","0","","","","","","","0","0","0","","",""
"116259","0","0","0","","","","","","","","","","","",""
"116261","0","0","0","","","","","","","","","","","",""
"116268","","","","","","","","","","0","0","0","","",""
"116272","","","","","","","0","0","0","","","","","",""
"116273","","","","","","","0","0","0","","","","","",""
"116275","","","","","","","","","","0","0","0","","",""
"116278","0","0","0","","","","","","","","","","","",""
"116280","","","","","","","","","","","","","0","0","0"
"116282","","","","","","","","","","0","0","0","","",""
"116288","","","","","","","","","","","","","0","0","0"
"116293","0","0","0","","","","","","","0","0","0","","",""
"116295","0","0","0","","","","","","","","","","0","0","0"
"116297","","","","","","","","","","0","0","0","","",""
"116301","","","","0","0","0","","","","","","","","",""
"116305","","","","","","","","","","0","0","0","","",""
"116307","","","","","","","0","0","0","","","","","",""
"116309","0","0","0","","","","","","","","","","0","0","0"
"116313","0","0","0","","","","","","","","","","","",""
"116315","","","","","","","","","","0","0","0","","",""
"116318","","","","","","","","","","","","","0","0","0"
"116319","0","0","0","","","","","","","0","0","0","","",""
"116320","","","","","","","","","","0","0","0","","",""
"116323","","","","","","","0","0","0","","","","","",""
"116331","","","","","","","0","0","0","","","","","",""
"116332","","","","","","","","","","","","","0","0","0"
"116337","","","","","","","","","","","","","0","0","0"
"116339","","","","0","0","0","","","","","","","","",""
"116343","","","","0","0","0","","","","","","","","",""
"116344","","","","","","","0","0","0","","","","","",""
"116345","0","0","0","","","","0","0","0","0","0","0","","",""
"116346","","","","","","","","","","","","","0","0","0"
"116347","0","0","0","","","","","","","","","","","",""
"116349","0","0","0","","","","","","","","","","","",""
"116350","0","0","0","","","","","","","","","","","",""
"116356","","","","","","","","","","","","","0","0","0"
"116357","","","","","","","0","0","0","","","","","",""
"116360","","","","","","","0","0","0","","","","0","0","0"
"116362","0","0","0","","","","","","","0","0","0","","",""
"116366","0","0","0","","","","","","","","","","","",""
"116367","0","0","0","","","","","","","","","","0","0","0"
"116368","","","","","","","","","","0","0","0","","",""
"116370","","","","0","0","0","","","","","","","0","0","0"
"116371","0","0","0","","","","","","","","","","","",""
"116380","","","","0","0","0","","","","","","","","",""
"116383","","","","","","","","","","0","0","0","","",""
"116384","","","","","","","0","0","0","","","","","",""
"116395","","","","","","","","","","","","","0","0","0"
"116397","0","0","0","","","","","","","","","","","",""
"116404","","","","0","0","0","","","","","","","","",""
"116413","","","","","","","0","0","0","","","","","",""
"116417","","","","","","","","","","0","0","0","","",""
"116419","0","0","0","","","","","","","","","","","",""
"116421","","","","","","","0","0","0","","","","","",""
"116426","","","","","","","","","","0","0","0","","",""
"116429","","","","","","","","","","","","","0","0","0"
"116435","0","0","0","","","","","","","","","","","",""
"116436","","","","0","0","0","","","","","","","","",""
"116441","","","","","","","0","0","0","","","","","",""
"116442","","","","","","","","","","0","0","0","","",""
"116452","","","","0","0","0","","","","0","0","0","","",""
"116457","","","","","","","","","","0","0","0","","",""
"116459","","","","0","0","0","","","","","","","","",""
"116464","0","0","0","","","","0","0","0","","","","","",""
"116465","","","","","","","0","0","0","","","","","",""
"116468","","","","","","","","","","","","","0","0","0"
"116471","","","","","","","","","","0","0","0","","",""
"116477","","","","","","","","","","0","0","0","","",""
"116479","0","0","0","","","","","","","","","","","",""
"116484","","","","0","0","0","","","","","","","","",""
"116486","0","0","0","","","","","","","","","","","",""
