"Step","110-dynamic","110-dynamic - drop-0__MIN","110-dynamic - drop-0__MAX","110-ofb","110-ofbt - drop-0__MIN","110-ofbt - drop-0__MAX","110-static-1","110-static-1 - drop-0__MIN","110-static-1 - drop-0__MAX","110-every-100","110-every-100 - drop-0__MIN","110-every-100 - drop-0__MAX","110-every-10","110-every-10 - drop-0__MIN","110-every-10 - drop-0__MAX"
"21090","0","0","0","","","","","","","","","","","",""
"21094","","","","","","","","","","","","","0","0","0"
"21096","","","","0","0","0","","","","","","","","",""
"21098","","","","","","","","","","","","","0","0","0"
"21102","","","","0","0","0","","","","0","0","0","","",""
"21104","","","","0","0","0","","","","","","","","",""
"21108","","","","","","","0","0","0","","","","","",""
"21109","","","","","","","0","0","0","","","","","",""
"21111","","","","0","0","0","","","","","","","","",""
"21115","","","","","","","","","","0","0","0","","",""
"21118","0","0","0","","","","","","","","","","","",""
"21126","","","","","","","","","","0","0","0","","",""
"21130","","","","","","","","","","","","","0","0","0"
"21131","","","","","","","","","","0","0","0","0","0","0"
"21132","","","","","","","0","0","0","","","","","",""
"21135","","","","","","","","","","","","","0","0","0"
"21136","","","","","","","0","0","0","","","","","",""
"21144","","","","","","","","","","","","","0","0","0"
"21147","0","0","0","0","0","0","","","","","","","0","0","0"
"21154","","","","","","","","","","0","0","0","","",""
"21156","0","0","0","","","","","","","","","","","",""
"21162","0","0","0","","","","","","","","","","","",""
"21168","","","","","","","","","","0","0","0","0","0","0"
"21171","","","","","","","","","","0","0","0","","",""
"21177","","","","0","0","0","","","","","","","","",""
"21180","","","","","","","","","","0","0","0","","",""
"21181","","","","0","0","0","","","","","","","0","0","0"
"21184","","","","","","","","","","","","","0","0","0"
"21187","0","0","0","","","","","","","","","","","",""
"21188","","","","","","","","","","","","","0","0","0"
"21190","0","0","0","","","","","","","","","","0","0","0"
"21192","","","","","","","","","","","","","0","0","0"
"21196","","","","","","","","","","0","0","0","","",""
"21199","","","","0","0","0","","","","","","","","",""
"21200","0","0","0","","","","","","","","","","","",""
"21202","","","","","","","0","0","0","","","","","",""
"21204","","","","","","","0","0","0","0","0","0","","",""
"21205","","","","0","0","0","","","","","","","","",""
"21208","","","","","","","0","0","0","","","","","",""
"21216","","","","","","","0","0","0","","","","","",""
"21222","","","","0","0","0","","","","0","0","0","","",""
"21227","","","","","","","","","","0","0","0","","",""
"21230","","","","","","","0","0","0","","","","","",""
"21235","0","0","0","","","","","","","","","","","",""
"21241","","","","","","","","","","","","","0","0","0"
"21248","","","","0","0","0","","","","","","","","",""
"21251","","","","0","0","0","","","","","","","","",""
"21267","","","","","","","","","","0","0","0","","",""
"21268","","","","","","","","","","0","0","0","","",""
"21270","","","","0","0","0","","","","0","0","0","","",""
"21271","0","0","0","","","","0","0","0","","","","","",""
"21276","0","0","0","0","0","0","","","","","","","","",""
"21278","","","","","","","0","0","0","","","","","",""
"21283","","","","0","0","0","","","","","","","","",""
"21291","","","","","","","","","","","","","0","0","0"
"21297","","","","","","","","","","0","0","0","","",""
"21299","0","0","0","","","","","","","","","","","",""
"21300","","","","","","","0","0","0","","","","","",""
"21302","","","","0","0","0","","","","","","","","",""
"21308","0","0","0","","","","","","","","","","0","0","0"
"21310","","","","","","","","","","0","0","0","","",""
"21311","","","","","","","","","","0","0","0","","",""
"21313","","","","","","","","","","","","","0","0","0"
"21315","","","","0","0","0","","","","","","","0","0","0"
"21319","","","","","","","","","","0","0","0","","",""
"21320","","","","","","","0","0","0","","","","","",""
"21327","","","","","","","0","0","0","","","","","",""
"21332","0","0","0","","","","","","","","","","","",""
"21334","","","","","","","","","","0","0","0","","",""
"21350","","","","","","","0","0","0","0","0","0","","",""
"21352","","","","0","0","0","","","","","","","","",""
"21358","","","","","","","0","0","0","","","","","",""
"21362","0","0","0","","","","","","","","","","","",""
"21367","","","","","","","","","","0","0","0","","",""
"21368","","","","0","0","0","","","","","","","","",""
"21369","","","","0","0","0","","","","","","","","",""
"21379","0","0","0","","","","","","","","","","","",""
"21383","","","","0","0","0","","","","","","","","",""
"21384","","","","","","","","","","","","","0","0","0"
"21391","","","","","","","0","0","0","","","","","",""
"21392","","","","0","0","0","","","","","","","","",""
"21395","","","","","","","","","","0","0","0","","",""
"21399","","","","","","","0","0","0","","","","","",""
"21403","","","","","","","0","0","0","","","","","",""
"21407","0","0","0","","","","","","","","","","0","0","0"
"21408","","","","0","0","0","","","","0","0","0","","",""
"21424","","","","","","","","","","","","","0","0","0"
"21434","","","","0","0","0","","","","","","","","",""
"21438","","","","0","0","0","","","","","","","","",""
"21439","","","","","","","","","","0","0","0","","",""
"21441","","","","0","0","0","","","","","","","","",""
"21445","","","","","","","0","0","0","","","","","",""
"21454","","","","","","","","","","0","0","0","0","0","0"
"21457","","","","","","","","","","","","","0","0","0"
"21464","","","","","","","","","","0","0","0","","",""
"21465","","","","","","","","","","0","0","0","","",""
"21467","","","","","","","","","","0","0","0","","",""
"21473","0","0","0","","","","","","","","","","","",""
"21481","","","","","","","","","","","","","0","0","0"
"21492","","","","0","0","0","","","","","","","","",""
"21500","","","","","","","0","0","0","","","","","",""
"21501","","","","","","","0","0","0","","","","","",""
"21502","","","","0","0","0","","","","","","","","",""
"21508","0","0","0","0","0","0","","","","0","0","0","","",""
"21510","","","","0","0","0","","","","","","","","",""
"21511","0","0","0","","","","","","","","","","","",""
"21512","","","","","","","","","","0","0","0","","",""
"21513","","","","","","","","","","","","","0","0","0"
"21515","0","0","0","","","","","","","","","","","",""
"21519","","","","","","","","","","","","","0","0","0"
"21520","","","","","","","0","0","0","","","","","",""
"21529","","","","","","","","","","","","","0","0","0"
"21536","","","","","","","","","","","","","0","0","0"
"21537","","","","0","0","0","","","","0","0","0","","",""
"21539","","","","","","","","","","","","","0","0","0"
"21540","0","0","0","","","","","","","","","","0","0","0"
"21543","","","","0","0","0","","","","","","","","",""
"21549","","","","0","0","0","","","","","","","","",""
"21552","0","0","0","","","","","","","","","","","",""
"21553","","","","","","","","","","0","0","0","","",""
"21558","","","","","","","","","","","","","0","0","0"
"21562","","","","","","","0","0","0","","","","","",""
"21567","","","","0","0","0","","","","","","","","",""
"21569","","","","","","","0","0","0","","","","","",""
"21571","","","","","","","","","","","","","0","0","0"
"21576","","","","","","","0","0","0","","","","0","0","0"
"21586","","","","0","0","0","","","","","","","","",""
"21588","","","","","","","","","","0","0","0","","",""
"21595","0","0","0","0","0","0","","","","","","","0","0","0"
"21600","","","","","","","","","","0","0","0","","",""
"21608","","","","","","","0","0","0","","","","","",""
"21609","","","","0","0","0","","","","","","","","",""
"21613","","","","","","","0","0","0","0","0","0","","",""
"21614","0","0","0","","","","","","","","","","","",""
"21616","","","","","","","","","","0","0","0","","",""
"21618","0","0","0","","","","0","0","0","","","","","",""
"21620","","","","0","0","0","","","","","","","","",""
"21622","0","0","0","","","","","","","","","","","",""
"21626","0","0","0","","","","0","0","0","","","","","",""
"21627","","","","","","","0","0","0","0","0","0","","",""
"21631","","","","","","","0","0","0","","","","","",""
"21633","","","","","","","","","","0","0","0","","",""
"21634","","","","0","0","0","","","","","","","","",""
"21635","","","","","","","0","0","0","","","","","",""
"21639","","","","0","0","0","","","","","","","","",""
"21641","","","","0","0","0","","","","","","","","",""
"21644","0","0","0","","","","0","0","0","","","","","",""
"21645","0","0","0","","","","","","","","","","","",""
"21661","","","","","","","","","","","","","0","0","0"
"21663","0","0","0","","","","","","","0","0","0","","",""
"21672","","","","0","0","0","","","","","","","0","0","0"
"21674","0","0","0","","","","0","0","0","","","","","",""
"21676","","","","","","","0","0","0","","","","","",""
"21679","0","0","0","","","","","","","","","","","",""
"21681","","","","","","","","","","","","","0","0","0"
"21695","","","","0","0","0","","","","0","0","0","","",""
"21701","","","","","","","","","","","","","0","0","0"
"21702","","","","0","0","0","","","","0","0","0","","",""
"21704","0","0","0","","","","","","","","","","","",""
"21708","","","","","","","0","0","0","","","","","",""
"21709","","","","0","0","0","","","","","","","","",""
"21711","","","","","","","","","","0","0","0","0","0","0"
"21714","","","","0","0","0","","","","","","","","",""
"21719","","","","","","","","","","0","0","0","","",""
"21726","","","","0","0","0","0","0","0","","","","","",""
"21728","","","","","","","","","","","","","0","0","0"
"21729","","","","","","","0","0","0","","","","","",""
"21731","","","","","","","","","","0","0","0","","",""
"21740","","","","","","","","","","0","0","0","","",""
"21741","","","","","","","0","0","0","","","","","",""
"21743","0","0","0","","","","","","","","","","","",""
"21745","","","","0","0","0","","","","0","0","0","","",""
"21748","0","0","0","","","","","","","","","","","",""
"21749","","","","","","","","","","","","","0","0","0"
"21751","","","","","","","0","0","0","","","","","",""
"21753","","","","","","","0","0","0","","","","","",""
"21757","","","","","","","","","","0","0","0","","",""
"21759","","","","0","0","0","","","","","","","","",""
"21760","","","","0","0","0","","","","0","0","0","","",""
"21764","","","","","","","","","","0","0","0","0","0","0"
"21766","","","","0","0","0","","","","","","","","",""
"21774","","","","","","","0","0","0","","","","","",""
"21777","0","0","0","","","","","","","0","0","0","","",""
"21779","","","","","","","","","","","","","0","0","0"
"21782","","","","","","","","","","","","","0","0","0"
"21783","","","","","","","0","0","0","","","","0","0","0"
"21784","","","","","","","0","0","0","","","","","",""
"21786","","","","0","0","0","","","","","","","","",""
"21787","","","","","","","","","","0","0","0","","",""
"21790","","","","","","","0","0","0","","","","","",""
"21796","","","","","","","0","0","0","","","","","",""
"21803","","","","","","","","","","0","0","0","","",""
"21804","","","","","","","","","","","","","0","0","0"
"21809","","","","0","0","0","","","","","","","","",""
"21815","","","","","","","0","0","0","","","","","",""
"21819","","","","","","","0","0","0","","","","","",""
"21823","","","","","","","0","0","0","","","","","",""
"21826","","","","0","0","0","","","","","","","","",""
"21827","","","","","","","","","","","","","0","0","0"
"21828","0","0","0","","","","0","0","0","","","","","",""
"21829","0","0","0","","","","","","","","","","","",""
"21831","","","","","","","0","0","0","","","","","",""
"21833","","","","0","0","0","","","","","","","","",""
"21834","","","","","","","0","0","0","","","","","",""
"21835","0","0","0","","","","","","","","","","","",""
"21841","","","","0","0","0","","","","","","","","",""
"21844","0","0","0","","","","","","","","","","0","0","0"
"21845","","","","","","","","","","","","","0","0","0"
"21853","0","0","0","","","","","","","","","","","",""
"21856","","","","0","0","0","","","","","","","","",""
"21857","","","","","","","","","","","","","0","0","0"
"21858","","","","","","","0","0","0","","","","","",""
"21860","0","0","0","","","","","","","","","","","",""
"21866","","","","","","","0","0","0","","","","","",""
"21875","0","0","0","","","","","","","","","","","",""
"21889","","","","0","0","0","0","0","0","","","","","",""
"21895","","","","","","","0","0","0","","","","","",""
"21896","","","","","","","0","0","0","","","","","",""
"21902","","","","","","","0","0","0","","","","","",""
"21903","","","","","","","","","","","","","0","0","0"
"21906","","","","","","","","","","0","0","0","","",""
"21910","","","","","","","0","0","0","","","","","",""
"21927","","","","","","","","","","0","0","0","","",""
"21933","","","","","","","","","","0","0","0","","",""
"21935","0","0","0","","","","","","","","","","","",""
"21939","0","0","0","","","","","","","","","","","",""
"21942","","","","","","","","","","","","","0","0","0"
"21944","","","","","","","0","0","0","","","","","",""
"21946","0","0","0","","","","","","","","","","","",""
"21951","0","0","0","","","","","","","0","0","0","","",""
"21955","","","","0","0","0","","","","0","0","0","","",""
"21959","","","","","","","","","","","","","0","0","0"
"21965","","","","","","","0","0","0","","","","0","0","0"
"21968","","","","0","0","0","","","","","","","","",""
"21971","","","","0","0","0","","","","","","","","",""
"21973","","","","","","","0","0","0","","","","","",""
"21978","","","","0","0","0","","","","","","","","",""
"21981","","","","0","0","0","","","","","","","","",""
"21985","","","","","","","","","","0","0","0","","",""
"21987","0","0","0","","","","","","","","","","","",""
"21992","0","0","0","","","","","","","","","","","",""
"21993","","","","","","","","","","","","","0","0","0"
"21996","0","0","0","","","","","","","","","","","",""
"21997","0","0","0","","","","","","","","","","","",""
"22001","","","","","","","","","","0","0","0","","",""
"22008","","","","","","","","","","0","0","0","","",""
"22013","","","","","","","","","","0","0","0","","",""
"22014","","","","","","","","","","0","0","0","","",""
"22015","","","","","","","0","0","0","","","","","",""
"22016","0","0","0","","","","","","","","","","","",""
"22017","","","","","","","0","0","0","","","","","",""
"22018","0","0","0","","","","","","","","","","","",""
"22019","0","0","0","","","","","","","","","","","",""
"22020","","","","","","","","","","0","0","0","","",""
"22021","0","0","0","","","","","","","","","","","",""
"22023","0","0","0","","","","","","","","","","","",""
"22025","","","","","","","0","0","0","","","","","",""
"22029","","","","","","","0","0","0","","","","","",""
"22032","","","","","","","","","","0","0","0","","",""
"22034","","","","","","","","","","","","","0","0","0"
"22036","0","0","0","","","","","","","","","","","",""
"22037","","","","","","","","","","0","0","0","","",""
"22046","","","","","","","0","0","0","","","","","",""
"22048","0","0","0","","","","","","","","","","","",""
"22049","","","","","","","0","0","0","","","","","",""
"22050","","","","","","","","","","","","","0","0","0"
"22053","","","","","","","","","","0","0","0","","",""
"22054","","","","","","","","","","0","0","0","","",""
"22055","","","","","","","","","","0","0","0","0","0","0"
"22056","","","","","","","","","","","","","0","0","0"
"22068","","","","","","","","","","","","","0","0","0"
"22069","","","","","","","","","","","","","0","0","0"
"22071","","","","0","0","0","","","","0","0","0","","",""
"22072","0","0","0","","","","","","","","","","","",""
"22074","0","0","0","","","","","","","","","","","",""
"22077","","","","","","","0","0","0","","","","","",""
"22079","0","0","0","","","","","","","","","","","",""
"22085","0","0","0","","","","","","","","","","","",""
"22104","0","0","0","","","","","","","","","","","",""
"22105","0","0","0","","","","","","","","","","","",""
"22111","0","0","0","","","","","","","","","","","",""
"22113","0","0","0","","","","","","","","","","","",""
"22114","0","0","0","","","","","","","","","","","",""
"22116","","","","","","","","","","0","0","0","","",""
"22117","0","0","0","","","","","","","","","","","",""
"22121","0","0","0","","","","","","","","","","","",""
"22123","0","0","0","","","","","","","","","","","",""
"22124","0","0","0","","","","","","","","","","","",""
"22125","","","","","","","0","0","0","","","","","",""
"22130","","","","0","0","0","","","","","","","","",""
"22131","","","","0","0","0","0","0","0","","","","","",""
"22133","","","","","","","","","","0","0","0","","",""
"22136","0","0","0","","","","","","","","","","","",""
"22138","","","","","","","","","","","","","0","0","0"
"22140","","","","","","","0","0","0","","","","","",""
"22144","","","","","","","0","0","0","","","","","",""
"22145","0","0","0","","","","","","","","","","","",""
"22159","","","","","","","","","","0","0","0","","",""
"22164","","","","0","0","0","","","","","","","","",""
"22168","0","0","0","","","","","","","","","","","",""
"22169","0","0","0","","","","","","","","","","","",""
"22173","","","","","","","","","","0","0","0","","",""
"22176","","","","0","0","0","","","","","","","","",""
"22182","","","","0","0","0","","","","","","","","",""
"22185","","","","","","","","","","","","","0","0","0"
"22194","","","","","","","0","0","0","","","","","",""
"22197","","","","","","","0","0","0","","","","","",""
"22211","0","0","0","","","","","","","","","","","",""
"22212","","","","","","","","","","0","0","0","","",""
"22220","0","0","0","","","","","","","","","","","",""
"22223","","","","","","","","","","","","","0","0","0"
"22224","","","","","","","","","","0","0","0","","",""
"22229","","","","","","","","","","0","0","0","","",""
"22237","","","","","","","","","","","","","0","0","0"
"22239","","","","0","0","0","","","","","","","","",""
"22247","","","","","","","0","0","0","","","","","",""
"22250","","","","0","0","0","","","","","","","","",""
"22251","","","","0","0","0","","","","","","","","",""
"22252","","","","0","0","0","","","","","","","","",""
"22253","","","","","","","0","0","0","","","","","",""
"22257","","","","0","0","0","","","","","","","","",""
"22269","","","","0","0","0","","","","","","","","",""
"22279","","","","","","","","","","","","","0","0","0"
"22281","","","","0","0","0","","","","","","","","",""
"22282","","","","","","","","","","0","0","0","","",""
"22284","","","","","","","","","","","","","0","0","0"
"22285","0","0","0","","","","","","","","","","","",""
"22286","","","","0","0","0","","","","","","","","",""
"22295","","","","0","0","0","","","","0","0","0","","",""
"22298","","","","","","","0","0","0","","","","","",""
"22300","","","","","","","","","","0","0","0","","",""
"22304","","","","0","0","0","","","","","","","","",""
"22310","","","","0","0","0","","","","","","","","",""
"22311","0","0","0","","","","","","","","","","","",""
"22318","","","","","","","","","","","","","0","0","0"
"22322","","","","","","","0","0","0","","","","","",""
"22329","","","","0","0","0","","","","","","","0","0","0"
"22330","","","","","","","","","","","","","0","0","0"
"22336","0","0","0","","","","","","","","","","0","0","0"
"22337","","","","0","0","0","","","","","","","","",""
"22340","","","","","","","","","","0","0","0","","",""
"22344","","","","0","0","0","","","","","","","","",""
"22348","","","","","","","","","","","","","0","0","0"
"22349","","","","0","0","0","","","","","","","","",""
"22350","","","","","","","","","","0","0","0","","",""
"22351","","","","","","","","","","","","","0","0","0"
"22353","","","","","","","0","0","0","","","","","",""
"22355","","","","","","","0","0","0","","","","","",""
"22358","","","","","","","","","","0","0","0","","",""
"22361","","","","","","","","","","0","0","0","","",""
"22362","","","","","","","0","0","0","","","","","",""
"22364","0","0","0","","","","","","","","","","","",""
"22366","","","","0","0","0","","","","","","","","",""
"22369","","","","","","","0","0","0","","","","","",""
"22370","","","","0","0","0","","","","","","","","",""
"22371","","","","","","","0","0","0","","","","","",""
"22372","","","","","","","","","","","","","0","0","0"
"22377","0","0","0","","","","","","","0","0","0","0","0","0"
"22378","","","","","","","","","","","","","0","0","0"
"22379","","","","","","","0","0","0","","","","","",""
"22380","","","","","","","","","","0","0","0","","",""
"22382","","","","","","","0","0","0","","","","","",""
"22385","","","","","","","0","0","0","","","","","",""
"22386","","","","0","0","0","","","","0","0","0","","",""
"22387","","","","","","","","","","","","","0","0","0"
"22390","0","0","0","","","","","","","","","","","",""
"22391","","","","0","0","0","0","0","0","","","","","",""
"22394","0","0","0","","","","","","","","","","","",""
"22395","","","","","","","","","","","","","0","0","0"
"22404","","","","","","","","","","","","","0","0","0"
"22405","","","","","","","","","","","","","0","0","0"
"22406","","","","","","","0","0","0","","","","","",""
"22409","","","","","","","0","0","0","","","","","",""
"22416","","","","","","","","","","","","","0","0","0"
"22422","","","","","","","","","","","","","0","0","0"
"22423","","","","","","","0","0","0","","","","","",""
"22432","","","","","","","","","","0","0","0","0","0","0"
"22439","","","","","","","","","","0","0","0","","",""
"22449","","","","","","","0","0","0","0","0","0","","",""
"22454","","","","","","","","","","0","0","0","","",""
"22455","","","","0","0","0","","","","","","","","",""
"22457","","","","","","","","","","0","0","0","","",""
"22459","","","","","","","","","","0","0","0","","",""
"22467","0","0","0","","","","","","","","","","","",""
"22471","","","","","","","","","","0","0","0","","",""
"22472","0","0","0","","","","","","","","","","0","0","0"
"22474","","","","","","","","","","0","0","0","","",""
"22477","","","","0","0","0","","","","","","","","",""
"22481","","","","0","0","0","","","","","","","","",""
"22482","0","0","0","","","","","","","","","","","",""
"22483","","","","0","0","0","","","","","","","","",""
"22488","","","","0","0","0","","","","","","","","",""
"22491","","","","","","","","","","0","0","0","","",""
"22493","","","","","","","","","","","","","0","0","0"
"22504","","","","","","","","","","0","0","0","","",""
"22507","0","0","0","","","","","","","","","","","",""
"22510","","","","0","0","0","","","","","","","","",""
"22511","0","0","0","","","","","","","","","","","",""
"22512","","","","","","","","","","","","","0","0","0"
"22521","","","","0","0","0","","","","0","0","0","","",""
"22522","","","","","","","","","","0","0","0","","",""
"22529","0","0","0","","","","","","","","","","","",""
"22540","","","","","","","0","0","0","","","","","",""
"22541","0","0","0","","","","","","","","","","","",""
"22542","0","0","0","","","","","","","","","","","",""
"22554","","","","0","0","0","","","","","","","","",""
"22561","","","","0","0","0","","","","","","","","",""
"22562","0","0","0","0","0","0","","","","","","","","",""
"22564","0","0","0","0","0","0","","","","","","","","",""
"22571","0","0","0","","","","","","","","","","","",""
"22572","","","","","","","","","","","","","0","0","0"
"22573","","","","","","","0","0","0","","","","","",""
"22576","","","","0","0","0","0","0","0","","","","","",""
"22578","","","","","","","","","","0","0","0","","",""
"22579","","","","","","","0","0","0","","","","","",""
"22581","","","","","","","","","","0","0","0","","",""
"22586","","","","","","","0","0","0","","","","0","0","0"
"22592","0","0","0","","","","","","","","","","","",""
"22593","","","","","","","","","","0","0","0","","",""
"22594","0","0","0","","","","","","","","","","","",""
"22598","0","0","0","","","","","","","","","","0","0","0"
"22599","","","","","","","0","0","0","","","","","",""
"22602","","","","","","","","","","0","0","0","","",""
"22605","","","","","","","0","0","0","","","","","",""
"22609","","","","","","","","","","0","0","0","0","0","0"
"22611","","","","","","","0","0","0","","","","","",""
"22619","","","","0","0","0","","","","","","","0","0","0"
"22620","0","0","0","","","","","","","","","","","",""
"22621","","","","","","","","","","0","0","0","","",""
"22624","","","","0","0","0","0","0","0","","","","","",""
"22628","","","","","","","0","0","0","","","","","",""
"22634","","","","","","","","","","0","0","0","0","0","0"
"22637","","","","","","","0","0","0","","","","","",""
"22638","0","0","0","","","","","","","","","","","",""
"22639","","","","","","","","","","","","","0","0","0"
"22642","","","","","","","0","0","0","","","","","",""
"22646","","","","0","0","0","","","","","","","","",""
"22649","","","","","","","","","","0","0","0","","",""
"22654","","","","","","","0","0","0","","","","","",""
"22656","","","","0","0","0","","","","","","","","",""
"22657","","","","","","","","","","","","","0","0","0"
"22659","0","0","0","0","0","0","","","","","","","","",""
"22661","","","","","","","0","0","0","","","","","",""
"22663","","","","","","","","","","0","0","0","","",""
"22665","","","","","","","","","","","","","0","0","0"
"22667","","","","","","","","","","","","","0","0","0"
"22672","","","","0","0","0","","","","","","","","",""
"22673","","","","","","","","","","","","","0","0","0"
"22687","","","","","","","0","0","0","","","","","",""
"22692","0","0","0","","","","","","","","","","","",""
"22697","","","","","","","","","","0","0","0","","",""
"22701","","","","0","0","0","","","","","","","","",""
"22703","","","","0","0","0","","","","","","","","",""
"22705","0","0","0","","","","0","0","0","","","","","",""
"22706","0","0","0","0","0","0","","","","","","","","",""
"22707","","","","","","","","","","","","","0","0","0"
"22708","","","","0","0","0","","","","","","","","",""
"22717","","","","","","","","","","","","","0","0","0"
"22722","","","","","","","","","","","","","0","0","0"
"22725","0","0","0","","","","","","","","","","","",""
"22727","0","0","0","","","","","","","0","0","0","","",""
"22728","","","","","","","","","","0","0","0","","",""
"22731","","","","","","","","","","","","","0","0","0"
"22732","","","","","","","","","","","","","0","0","0"
"22735","","","","","","","","","","","","","0","0","0"
"22737","","","","0","0","0","","","","","","","0","0","0"
"22749","","","","","","","0","0","0","","","","","",""
"22753","","","","0","0","0","","","","","","","","",""
"22754","","","","","","","0","0","0","","","","","",""
"22758","0","0","0","","","","","","","","","","","",""
"22765","","","","","","","","","","0","0","0","","",""
"22772","","","","0","0","0","","","","","","","","",""
"22773","","","","","","","0","0","0","0","0","0","","",""
"22774","","","","","","","","","","","","","0","0","0"
"22776","","","","","","","0","0","0","","","","","",""
"22778","0","0","0","","","","","","","","","","","",""
"22783","","","","","","","0","0","0","","","","","",""
"22784","","","","","","","","","","","","","0","0","0"
"22786","0","0","0","","","","","","","","","","","",""
"22789","0","0","0","","","","","","","","","","","",""
"22791","","","","","","","0","0","0","","","","","",""
"22794","","","","","","","","","","0","0","0","","",""
"22795","","","","0","0","0","","","","","","","","",""
"22796","0","0","0","","","","","","","","","","","",""
"22797","","","","0","0","0","","","","","","","","",""
"22802","","","","0","0","0","","","","","","","0","0","0"
"22803","","","","","","","0","0","0","0","0","0","","",""
"22805","","","","","","","0","0","0","","","","","",""
"22809","0","0","0","","","","","","","0","0","0","0","0","0"
"22820","0","0","0","","","","","","","0","0","0","","",""
"22823","","","","","","","","","","","","","0","0","0"
"22831","0","0","0","","","","","","","","","","","",""
"22835","","","","0","0","0","","","","","","","","",""
"22839","","","","","","","","","","","","","0","0","0"
"22844","","","","","","","","","","0","0","0","","",""
"22849","","","","","","","","","","0","0","0","","",""
"22851","","","","0","0","0","","","","","","","0","0","0"
"22852","","","","0","0","0","","","","","","","","",""
"22854","","","","","","","","","","","","","0","0","0"
"22858","","","","","","","","","","0","0","0","","",""
"22863","0","0","0","","","","","","","","","","","",""
"22865","","","","","","","","","","0","0","0","","",""
"22866","","","","","","","","","","0","0","0","","",""
"22879","","","","0","0","0","0","0","0","","","","","",""
"22881","","","","","","","","","","","","","0","0","0"
"22883","","","","0","0","0","","","","","","","0","0","0"
"22885","0","0","0","","","","","","","","","","","",""
"22888","","","","","","","0","0","0","","","","","",""
"22895","","","","","","","0","0","0","","","","","",""
"22897","","","","0","0","0","","","","0","0","0","","",""
"22899","","","","0","0","0","","","","","","","","",""
"22904","","","","","","","","","","","","","0","0","0"
"22910","0","0","0","","","","","","","","","","","",""
"22913","","","","0","0","0","","","","","","","0","0","0"
"22918","0","0","0","","","","","","","","","","0","0","0"
"22921","","","","","","","","","","0","0","0","","",""
"22923","0","0","0","","","","","","","","","","","",""
"22924","","","","","","","","","","","","","0","0","0"
"22939","","","","0","0","0","","","","","","","","",""
"22948","","","","","","","","","","","","","0","0","0"
"22950","","","","","","","0","0","0","","","","","",""
"22955","","","","","","","","","","0","0","0","","",""
"22956","","","","","","","0","0","0","","","","","",""
"22958","","","","","","","","","","0","0","0","","",""
"22960","","","","","","","0","0","0","","","","","",""
"22965","","","","","","","0","0","0","","","","","",""
"22966","0","0","0","","","","","","","","","","","",""
"22971","","","","0","0","0","","","","","","","","",""
"22977","","","","","","","","","","","","","0","0","0"
"22978","","","","","","","","","","","","","0","0","0"
"22981","0","0","0","","","","","","","","","","","",""
"22982","","","","","","","","","","","","","0","0","0"
"22983","0","0","0","","","","","","","","","","","",""
"22992","0","0","0","","","","","","","","","","","",""
"22993","","","","","","","","","","","","","0","0","0"
"22994","","","","","","","","","","0","0","0","","",""
"22995","","","","","","","0","0","0","","","","","",""
"22996","","","","0","0","0","0","0","0","","","","","",""
"22997","","","","0","0","0","","","","","","","0","0","0"
"23000","","","","0","0","0","","","","","","","","",""
"23001","","","","","","","","","","0","0","0","0","0","0"
"23005","","","","0","0","0","","","","","","","","",""
"23011","","","","0","0","0","","","","","","","","",""
"23017","","","","0","0","0","0","0","0","","","","","",""
"23019","","","","0","0","0","","","","","","","","",""
"23033","0","0","0","","","","","","","","","","","",""
"23034","","","","","","","","","","0","0","0","","",""
"23035","","","","0","0","0","","","","","","","","",""
"23042","","","","0","0","0","","","","","","","","",""
"23047","","","","","","","0","0","0","","","","","",""
"23055","","","","","","","","","","","","","0","0","0"
"23056","","","","","","","2","2","2","","","","","",""
"23059","0","0","0","","","","","","","","","","","",""
"23060","","","","","","","","","","0","0","0","","",""
"23067","0","0","0","","","","","","","","","","","",""
"23068","","","","","","","2","2","2","","","","","",""
"23069","0","0","0","","","","","","","","","","","",""
"23071","0","0","0","","","","","","","","","","","",""
"23077","","","","","","","1","1","1","","","","","",""
"23078","","","","0","0","0","","","","","","","","",""
"23080","0","0","0","","","","","","","","","","","",""
"23086","","","","","","","","","","","","","0","0","0"
"23102","","","","","","","","","","0","0","0","","",""
"23107","","","","","","","","","","","","","0","0","0"
"23116","0","0","0","","","","","","","","","","","",""
"23119","","","","","","","","","","","","","0","0","0"
"23128","","","","","","","","","","","","","0","0","0"
"23130","","","","0","0","0","5","5","5","","","","","",""
"23131","","","","0","0","0","","","","0","0","0","","",""
"23135","0","0","0","","","","","","","","","","","",""
"23138","","","","","","","","","","","","","0","0","0"
"23155","","","","","","","","","","","","","0","0","0"
"23158","","","","0","0","0","","","","","","","","",""
"23160","","","","","","","1","1","1","","","","","",""
"23161","","","","","","","","","","","","","0","0","0"
"23163","0","0","0","","","","","","","","","","","",""
"23166","","","","0","0","0","","","","","","","","",""
"23168","","","","0","0","0","","","","","","","","",""
"23170","","","","","","","8","8","8","","","","","",""
"23171","0","0","0","","","","","","","","","","","",""
"23172","","","","","","","","","","","","","0","0","0"
"23190","","","","","","","3","3","3","","","","","",""
"23192","0","0","0","","","","","","","","","","","",""
"23194","0","0","0","","","","","","","","","","","",""
"23195","0","0","0","","","","","","","","","","","",""
"23197","","","","","","","","","","","","","0","0","0"
"23201","","","","","","","","","","","","","0","0","0"
