"Step","110-dynamic","110-dynamic - latency-1__MIN","110-dynamic - latency-1__MAX","110-ofb","110-ofbt - latency-1__MIN","110-ofbt - latency-1__MAX","110-static-1","110-static-1 - latency-1__MIN","110-static-1 - latency-1__MAX","110-every-100","110-every-100 - latency-1__MIN","110-every-100 - latency-1__MAX","110-every-10","110-every-10 - latency-1__MIN","110-every-10 - latency-1__MAX"
"196737","","","","2.7777777777777777","2.7777777777777777","2.7777777777777777","","","","","","","","",""
"196738","","","","2.7777777777777777","2.7777777777777777","2.7777777777777777","","","","","","","","",""
"196742","","","","","","","70","70","70","","","","","",""
"196747","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","","","","",""
"196751","0.4","0.4","0.4","3.25","3.25","3.25","","","","","","","","",""
"196753","","","","3.888888888888889","3.888888888888889","3.888888888888889","","","","","","","","",""
"196757","","","","","","","70","70","70","","","","","",""
"196758","1.2222222222222223","1.2222222222222223","1.2222222222222223","","","","","","","","","","","",""
"196760","","","","4.444444444444445","4.444444444444445","4.444444444444445","","","","","","","","",""
"196766","","","","4.222222222222222","4.222222222222222","4.222222222222222","","","","","","","","",""
"196767","","","","","","","","","","","","","70","70","70"
"196776","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","","","","",""
"196778","","","","","","","","","","14.222222222222221","14.222222222222221","14.222222222222221","","",""
"196779","1","1","1","","","","","","","","","","","",""
"196784","","","","3.4444444444444446","3.4444444444444446","3.4444444444444446","","","","","","","70","70","70"
"196788","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","","","","",""
"196789","0","0","0","","","","70","70","70","","","","","",""
"196796","","","","","","","","","","","","","70","70","70"
"196801","","","","","","","","","","","","","70","70","70"
"196803","","","","","","","","","","","","","70","70","70"
"196806","0.5","0.5","0.5","","","","","","","","","","","",""
"196812","","","","","","","70","70","70","","","","","",""
"196816","0","0","0","","","","","","","","","","","",""
"196820","","","","","","","","","","14.11111111111111","14.11111111111111","14.11111111111111","","",""
"196821","","","","","","","70","70","70","","","","","",""
"196824","","","","3.7777777777777777","3.7777777777777777","3.7777777777777777","","","","","","","","",""
"196826","","","","","","","70","70","70","","","","","",""
"196828","","","","2.5555555555555554","2.5555555555555554","2.5555555555555554","","","","","","","","",""
"196835","","","","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666","","",""
"196838","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","","","","",""
"196843","0","0","0","","","","","","","","","","","",""
"196844","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","70","70","70"
"196846","","","","","","","","","","13.555555555555555","13.555555555555555","13.555555555555555","","",""
"196847","","","","1","1","1","","","","","","","","",""
"196849","","","","","","","70","70","70","","","","","",""
"196861","","","","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666","","",""
"196864","","","","","","","","","","13","13","13","","",""
"196865","0","0","0","","","","","","","","","","","",""
"196866","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"196868","","","","","","","70","70","70","","","","","",""
"196870","","","","","","","70","70","70","","","","","",""
"196872","","","","","","","","","","13","13","13","","",""
"196874","","","","","","","","","","13.11111111111111","13.11111111111111","13.11111111111111","","",""
"196878","","","","0","0","0","","","","","","","","",""
"196888","1.75","1.75","1.75","","","","","","","","","","","",""
"196889","","","","","","","","","","","","","0","0","0"
"196891","","","","","","","70","70","70","","","","","",""
"196893","","","","","","","70","70","70","","","","","",""
"196895","2.111111111111111","2.111111111111111","2.111111111111111","","","","","","","","","","","",""
"196897","","","","","","","70","70","70","","","","","",""
"196899","","","","","","","","","","","","","0","0","0"
"196903","0","0","0","","","","","","","","","","","",""
"196904","","","","","","","","","","","","","70","70","70"
"196907","0","0","0","","","","","","","","","","","",""
"196915","0.375","0.375","0.375","","","","","","","","","","","",""
"196919","","","","2","2","2","","","","","","","","",""
"196923","1.7","1.7","1.7","3","3","3","","","","","","","70","70","70"
"196933","1.3","1.3","1.3","3.4444444444444446","3.4444444444444446","3.4444444444444446","","","","","","","","",""
"196934","0.7777777777777778","0.7777777777777778","0.7777777777777778","","","","","","","","","","","",""
"196939","","","","","","","70","70","70","","","","","",""
"196940","","","","","","","70","70","70","","","","","",""
"196944","","","","","","","70","70","70","","","","","",""
"196945","","","","2.7777777777777777","2.7777777777777777","2.7777777777777777","","","","","","","","",""
"196947","","","","","","","","","","14.222222222222221","14.222222222222221","14.222222222222221","","",""
"196957","","","","","","","","","","","","","70","70","70"
"196959","","","","","","","","","","14.625","14.625","14.625","","",""
"196960","","","","","","","","","","","","","70","70","70"
"196961","","","","","","","","","","14.75","14.75","14.75","","",""
"196964","","","","1.5","1.5","1.5","","","","","","","","",""
"196966","","","","","","","","","","13.11111111111111","13.11111111111111","13.11111111111111","","",""
"196974","","","","2","2","2","","","","","","","","",""
"196977","","","","2.7777777777777777","2.7777777777777777","2.7777777777777777","","","","","","","","",""
"196979","","","","2","2","2","","","","","","","0","0","0"
"196980","","","","","","","","","","","","","70","70","70"
"196985","","","","","","","","","","","","","70","70","70"
"196990","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"196992","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"196999","","","","","","","70","70","70","","","","","",""
"197007","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667","","","","","",""
"197023","5","5","5","","","","","","","","","","","",""
"197026","","","","","","","","","","14","14","14","","",""
"197029","","","","","","","","","","12.625","12.625","12.625","","",""
"197030","5.1","5.1","5.1","","","","","","","","","","","",""
"197034","5.5","5.5","5.5","","","","69.375","69.375","69.375","","","","","",""
"197061","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","10.11111111111111","10.11111111111111","10.11111111111111","","",""
"197062","3.8","3.8","3.8","","","","","","","","","","","",""
"197063","","","","","","","","","","9.625","9.625","9.625","70","70","70"
"197064","","","","","","","70","70","70","","","","70","70","70"
"197068","","","","","","","70","70","70","","","","","",""
"197071","","","","","","","","","","10","10","10","","",""
"197072","","","","","","","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286"
"197074","","","","","","","","","","","","","70","70","70"
"197077","","","","","","","","","","","","","70","70","70"
"197078","4.3","4.3","4.3","","","","","","","","","","","",""
"197085","6.111111111111111","6.111111111111111","6.111111111111111","","","","","","","","","","","",""
"197092","","","","","","","","","","","","","70","70","70"
"197097","","","","","","","","","","","","","70","70","70"
"197098","","","","","","","","","","8","8","8","","",""
"197099","6.666666666666667","6.666666666666667","6.666666666666667","","","","","","","","","","","",""
"197102","","","","1","1","1","70","70","70","","","","","",""
"197106","","","","","","","70","70","70","","","","","",""
"197107","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","","","","",""
"197109","","","","1.5","1.5","1.5","","","","","","","","",""
"197113","","","","","","","","","","10.75","10.75","10.75","","",""
"197116","","","","","","","70","70","70","","","","","",""
"197127","","","","","","","70","70","70","","","","","",""
"197128","","","","","","","70","70","70","","","","","",""
"197130","6.222222222222222","6.222222222222222","6.222222222222222","","","","","","","","","","","",""
"197134","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","","","","","",""
"197135","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","","","","","",""
"197136","","","","","","","70","70","70","","","","","",""
"197139","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333","","","","","",""
"197157","","","","","","","","","","","","","70","70","70"
"197158","","","","","","","69.28571428571429","69.28571428571429","69.28571428571429","10.625","10.625","10.625","","",""
"197164","","","","","","","","","","9.444444444444445","9.444444444444445","9.444444444444445","","",""
"197165","","","","","","","","","","9.2","9.2","9.2","","",""
"197173","","","","","","","","","","","","","70","70","70"
"197181","","","","","","","70","70","70","","","","","",""
"197183","","","","","","","","","","","","","70","70","70"
"197184","","","","","","","","","","","","","70","70","70"
"197187","","","","","","","","","","5.25","5.25","5.25","","",""
"197193","","","","","","","68.875","68.875","68.875","","","","","",""
"197194","10.5","10.5","10.5","","","","","","","","","","","",""
"197197","10.444444444444445","10.444444444444445","10.444444444444445","","","","","","","","","","","",""
"197199","11.142857142857142","11.142857142857142","11.142857142857142","","","","","","","0","0","0","0","0","0"
"197202","","","","","","","","","","6.5","6.5","6.5","","",""
"197206","","","","","","","70","70","70","","","","","",""
"197210","","","","","","","69.5","69.5","69.5","","","","","",""
"197211","","","","","","","","","","","","","70","70","70"
"197213","","","","","","","","","","7.666666666666667","7.666666666666667","7.666666666666667","","",""
"197214","","","","","","","","","","","","","70","70","70"
"197218","12.222222222222221","12.222222222222221","12.222222222222221","","","","","","","","","","","",""
"197222","","","","","","","","","","7.75","7.75","7.75","","",""
"197229","","","","","","","","","","","","","0","0","0"
"197245","","","","4.222222222222222","4.222222222222222","4.222222222222222","","","","","","","","",""
"197249","","","","","","","","","","","","","0","0","0"
"197251","","","","","","","","","","7","7","7","","",""
"197254","8.3","8.3","8.3","","","","","","","","","","","",""
"197256","","","","3.7","3.7","3.7","","","","","","","","",""
"197262","","","","","","","","","","","","","70","70","70"
"197263","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667","","","","","",""
"197270","5.875","5.875","5.875","","","","","","","","","","","",""
"197274","","","","","","","70","70","70","","","","","",""
