"Step","110-dynamic","110-dynamic - reward__MIN","110-dynamic - reward__MAX","110-ofb","110-ofbt - reward__MIN","110-ofbt - reward__MAX","110-static-1","110-static-1 - reward__MIN","110-static-1 - reward__MAX","110-every-100","110-every-100 - reward__MIN","110-every-100 - reward__MAX","110-every-10","110-every-10 - reward__MIN","110-every-10 - reward__MAX"
"20000","0.619824967824967","0.619824967824967","0.619824967824967","0.8162940797940798","0.8162940797940798","0.8162940797940798","0.6372168597168595","0.6372168597168595","0.6372168597168595","1","1","1","0.6080958815958811","0.6080958815958811","0.6080958815958811"
"21000","0.6085849420849422","0.6085849420849422","0.6085849420849422","0.9232471042471043","0.9232471042471043","0.9232471042471043","0.6206068211068212","0.6206068211068212","0.6206068211068212","1","1","1","0.5953185328185322","0.5953185328185322","0.5953185328185322"
"22000","0.6072812097812097","0.6072812097812097","0.6072812097812097","1","1","1","0.6398745173745177","0.6398745173745177","0.6398745173745177","1","1","1","0.5977091377091373","0.5977091377091373","0.5977091377091373"
"23000","0.6313745173745174","0.6313745173745174","0.6313745173745174","0.8585849420849418","0.8585849420849418","0.8585849420849418","0.8282857142857142","0.8282857142857142","0.8282857142857142","1","1","1","0.6088178893178887","0.6088178893178887","0.6088178893178887"
"24000","0.6089620334620329","0.6089620334620329","0.6089620334620329","0.728373230373231","0.728373230373231","0.728373230373231","0.5585185185185154","0.5585185185185154","0.5585185185185154","1","1","1","0.6014227799227787","0.6014227799227787","0.6014227799227787"
"25000","0.6133770913770905","0.6133770913770905","0.6133770913770905","0.9471203346203346","0.9471203346203346","0.9471203346203346","0.7609116974116976","0.7609116974116976","0.7609116974116976","1","1","1","0.6006808236808228","0.6006808236808228","0.6006808236808228"
"26000","0.6105894465894461","0.6105894465894461","0.6105894465894461","0.977962962962963","0.977962962962963","0.977962962962963","0.8079478764478767","0.8079478764478767","0.8079478764478767","1","1","1","0.597953667953667","0.597953667953667","0.597953667953667"
"27000","0.6203256113256107","0.6203256113256107","0.6203256113256107","0.8469132704132705","0.8469132704132705","0.8469132704132705","0.5997277992277988","0.5997277992277988","0.5997277992277988","1","1","1","0.5993616473616465","0.5993616473616465","0.5993616473616465"
"28000","0.6084047619047612","0.6084047619047612","0.6084047619047612","0.9261956241956242","0.9261956241956242","0.9261956241956242","0.6054021879021874","0.6054021879021874","0.6054021879021874","1","1","1","0.605757400257399","0.605757400257399","0.605757400257399"
"29000","0.6158133848133848","0.6158133848133848","0.6158133848133848","1","1","1","0.6014028314028315","0.6014028314028315","0.6014028314028315","0.9940740740740741","0.9940740740740741","0.9940740740740741","0.5979877734877724","0.5979877734877724","0.5979877734877724"
"30000","0.6242696267696268","0.6242696267696268","0.6242696267696268","1","1","1","0.6145508365508366","0.6145508365508366","0.6145508365508366","0.9831481481481482","0.9831481481481482","0.9831481481481482","0.6004909909909902","0.6004909909909902","0.6004909909909902"
"31000","0.598469755469755","0.598469755469755","0.598469755469755","1","1","1","0.9293925353925353","0.9293925353925353","0.9293925353925353","0.9812962962962963","0.9812962962962963","0.9812962962962963","0.5919884169884159","0.5919884169884159","0.5919884169884159"
"32000","0.5993275418275413","0.5993275418275413","0.5993275418275413","1","1","1","0.5933018018018014","0.5933018018018014","0.5933018018018014","0.9983333333333333","0.9983333333333333","0.9983333333333333","0.60659395109395","0.60659395109395","0.60659395109395"
"33000","0.6090238095238085","0.6090238095238085","0.6090238095238085","1","1","1","0.6181402831402831","0.6181402831402831","0.6181402831402831","0.9827777777777778","0.9827777777777778","0.9827777777777778","0.6066563706563702","0.6066563706563702","0.6066563706563702"
"34000","0.606005791505791","0.606005791505791","0.606005791505791","1","1","1","0.6212561132561129","0.6212561132561129","0.6212561132561129","0.9716666666666667","0.9716666666666667","0.9716666666666667","0.6061229086229076","0.6061229086229076","0.6061229086229076"
"35000","0.6056267696267692","0.6056267696267692","0.6056267696267692","1","1","1","0.6113976833976826","0.6113976833976826","0.6113976833976826","0.9961111111111111","0.9961111111111111","0.9961111111111111","0.603655727155726","0.603655727155726","0.603655727155726"
"36000","0.6047181467181463","0.6047181467181463","0.6047181467181463","1","1","1","0.6135888030888031","0.6135888030888031","0.6135888030888031","0.9892592592592593","0.9892592592592593","0.9892592592592593","0.6061821106821099","0.6061821106821099","0.6061821106821099"
"37000","0.6543783783783783","0.6543783783783783","0.6543783783783783","1","1","1","0.6032220077220067","0.6032220077220067","0.6032220077220067","0.9724074074074074","0.9724074074074074","0.9724074074074074","0.5933462033462017","0.5933462033462017","0.5933462033462017"
"38000","0.8804407979407978","0.8804407979407978","0.8804407979407978","1","1","1","0.6013552123552119","0.6013552123552119","0.6013552123552119","0.981111111111111","0.981111111111111","0.981111111111111","0.5971879021879014","0.5971879021879014","0.5971879021879014"
"39000","1","1","1","1","1","1","0.6007451737451729","0.6007451737451729","0.6007451737451729","0.9742592592592593","0.9742592592592593","0.9742592592592593","0.6074395109395101","0.6074395109395101","0.6074395109395101"
"40000","1","1","1","1","1","1","0.600662162162162","0.600662162162162","0.600662162162162","0.97","0.97","0.97","0.6074034749034742","0.6074034749034742","0.6074034749034742"
"41000","1","1","1","1","1","1","0.600488416988416","0.600488416988416","0.600488416988416","0.9688888888888889","0.9688888888888889","0.9688888888888889","0.611036036036035","0.611036036036035","0.611036036036035"
"42000","1","1","1","0.9321921206921208","0.9321921206921208","0.9321921206921208","0.6033803088803086","0.6033803088803086","0.6033803088803086","0.9585185185185187","0.9585185185185187","0.9585185185185187","0.5995682110682103","0.5995682110682103","0.5995682110682103"
"43000","1","1","1","0.8887014157014157","0.8887014157014157","0.8887014157014157","0.6057683397683394","0.6057683397683394","0.6057683397683394","0.951851851851852","0.951851851851852","0.951851851851852","0.6008648648648645","0.6008648648648645","0.6008648648648645"
"44000","1","1","1","1","1","1","0.6060855855855846","0.6060855855855846","0.6060855855855846","0.9620370370370371","0.9620370370370371","0.9620370370370371","0.6097097812097804","0.6097097812097804","0.6097097812097804"
"45000","0.7083391248391244","0.7083391248391244","0.7083391248391244","1","1","1","0.6005244530244519","0.6005244530244519","0.6005244530244519","0.9564814814814815","0.9564814814814815","0.9564814814814815","0.5992162162162153","0.5992162162162153","0.5992162162162153"
"46000","0.627393822393822","0.627393822393822","0.627393822393822","1","1","1","0.6013571428571425","0.6013571428571425","0.6013571428571425","0.9640740740740741","0.9640740740740741","0.9640740740740741","0.6031016731016723","0.6031016731016723","0.6031016731016723"
"47000","0.9120585585585586","0.9120585585585586","0.9120585585585586","1","1","1","0.6068371943371944","0.6068371943371944","0.6068371943371944","0.9709259259259259","0.9709259259259259","0.9709259259259259","0.6035057915057901","0.6035057915057901","0.6035057915057901"
"48000","1","1","1","1","1","1","0.6076447876447872","0.6076447876447872","0.6076447876447872","0.926111111111111","0.926111111111111","0.926111111111111","0.599054054054053","0.599054054054053","0.599054054054053"
"49000","1","1","1","1","1","1","0.610965894465895","0.610965894465895","0.610965894465895","0.9348148148148149","0.9348148148148149","0.9348148148148149","0.6038687258687254","0.6038687258687254","0.6038687258687254"
"50000","1","1","1","1","1","1","0.8144530244530245","0.8144530244530245","0.8144530244530245","0.9588888888888889","0.9588888888888889","0.9588888888888889","0.5948931788931777","0.5948931788931777","0.5948931788931777"
"51000","1","1","1","1","1","1","0.7053703703703671","0.7053703703703671","0.7053703703703671","0.9718518518518519","0.9718518518518519","0.9718518518518519","0.5922606177606167","0.5922606177606167","0.5922606177606167"
"52000","1","1","1","1","1","1","0.7137037037037007","0.7137037037037007","0.7137037037037007","0.9622222222222223","0.9622222222222223","0.9622222222222223","0.604036679536678","0.604036679536678","0.604036679536678"
"53000","1","1","1","1","1","1","0.7203703703703674","0.7203703703703674","0.7203703703703674","0.9768518518518519","0.9768518518518519","0.9768518518518519","0.5972323037323031","0.5972323037323031","0.5972323037323031"
"54000","1","1","1","1","1","1","0.7390740740740716","0.7390740740740716","0.7390740740740716","0.9896296296296297","0.9896296296296297","0.9896296296296297","0.5987084942084931","0.5987084942084931","0.5987084942084931"
"55000","1","1","1","1","1","1","0.7453703703703684","0.7453703703703684","0.7453703703703684","0.96","0.96","0.96","0.5971145431145417","0.5971145431145417","0.5971145431145417"
"56000","1","1","1","1","1","1","0.6311111111111068","0.6311111111111068","0.6311111111111068","0.9864814814814815","0.9864814814814815","0.9864814814814815","0.6000997425997419","0.6000997425997419","0.6000997425997419"
"57000","1","1","1","1","1","1","0.6637037037036999","0.6637037037036999","0.6637037037036999","0.9785185185185185","0.9785185185185185","0.9785185185185185","0.5986428571428569","0.5986428571428569","0.5986428571428569"
"58000","1","1","1","1","1","1","0.7311111111111086","0.7311111111111086","0.7311111111111086","1","1","1","0.6077651222651216","0.6077651222651216","0.6077651222651216"
"59000","1","1","1","1","1","1","0.912037037037037","0.912037037037037","0.912037037037037","0.992962962962963","0.992962962962963","0.992962962962963","0.6048249678249665","0.6048249678249665","0.6048249678249665"
"60000","1","1","1","1","1","1","0.6239517374517369","0.6239517374517369","0.6239517374517369","0.9875925925925926","0.9875925925925926","0.9875925925925926","0.6040900900900892","0.6040900900900892","0.6040900900900892"
"61000","1","1","1","1","1","1","0.6054755469755465","0.6054755469755465","0.6054755469755465","1","1","1","0.6037934362934351","0.6037934362934351","0.6037934362934351"
"62000","1","1","1","1","1","1","0.5970592020592012","0.5970592020592012","0.5970592020592012","1","1","1","0.60304247104247","0.60304247104247","0.60304247104247"
"63000","1","1","1","1","1","1","0.6047979407979404","0.6047979407979404","0.6047979407979404","1","1","1","0.606364221364221","0.606364221364221","0.606364221364221"
"64000","1","1","1","1","1","1","0.5986454311454302","0.5986454311454302","0.5986454311454302","1","1","1","0.5969922779922774","0.5969922779922774","0.5969922779922774"
"65000","1","1","1","1","1","1","0.6093783783783784","0.6093783783783784","0.6093783783783784","1","1","1","0.59772072072072","0.59772072072072","0.59772072072072"
"66000","1","1","1","1","1","1","0.6032528957528955","0.6032528957528955","0.6032528957528955","1","1","1","0.5961061776061761","0.5961061776061761","0.5961061776061761"
"67000","1","1","1","1","1","1","0.6049362934362932","0.6049362934362932","0.6049362934362932","1","1","1","0.6070559845559834","0.6070559845559834","0.6070559845559834"
"68000","1","1","1","1","1","1","0.6077979407979397","0.6077979407979397","0.6077979407979397","1","1","1","0.5935353925353911","0.5935353925353911","0.5935353925353911"
"69000","1","1","1","1","1","1","0.6021036036036028","0.6021036036036028","0.6021036036036028","1","1","1","0.602077220077219","0.602077220077219","0.602077220077219"
"70000","1","1","1","1","1","1","0.5997213642213631","0.5997213642213631","0.5997213642213631","0.9809646074646075","0.9809646074646075","0.9809646074646075","0.599455598455597","0.599455598455597","0.599455598455597"
"71000","1","1","1","1","1","1","0.6068481338481335","0.6068481338481335","0.6068481338481335","0.8679691119691118","0.8679691119691118","0.8679691119691118","0.5916287001286994","0.5916287001286994","0.5916287001286994"
"72000","1","1","1","1","1","1","0.60796332046332","0.60796332046332","0.60796332046332","0.9335694980694981","0.9335694980694981","0.9335694980694981","0.5991467181467172","0.5991467181467172","0.5991467181467172"
"73000","1","1","1","1","1","1","0.592833333333333","0.592833333333333","0.592833333333333","0.7192548262548263","0.7192548262548263","0.7192548262548263","0.59811776061776","0.59811776061776","0.59811776061776"
"74000","1","1","1","1","1","1","0.6130514800514796","0.6130514800514796","0.6130514800514796","0.8597232947232946","0.8597232947232946","0.8597232947232946","0.6045669240669228","0.6045669240669228","0.6045669240669228"
"75000","1","1","1","1","1","1","0.6145057915057905","0.6145057915057905","0.6145057915057905","1","1","1","0.5974317889317876","0.5974317889317876","0.5974317889317876"
"76000","1","1","1","1","1","1","0.6043564993564986","0.6043564993564986","0.6043564993564986","1","1","1","0.5906833976833966","0.5906833976833966","0.5906833976833966"
"77000","1","1","1","1","1","1","0.604205920205919","0.604205920205919","0.604205920205919","1","1","1","0.6004459459459449","0.6004459459459449","0.6004459459459449"
"78000","1","1","1","1","1","1","0.6307773487773488","0.6307773487773488","0.6307773487773488","1","1","1","0.5960270270270259","0.5960270270270259","0.5960270270270259"
"79000","1","1","1","1","1","1","0.5991763191763179","0.5991763191763179","0.5991763191763179","1","1","1","0.6053185328185323","0.6053185328185323","0.6053185328185323"
"80000","1","1","1","1","1","1","0.6083674388674387","0.6083674388674387","0.6083674388674387","1","1","1","0.5966640926640917","0.5966640926640917","0.5966640926640917"
"81000","1","1","1","1","1","1","0.605826254826254","0.605826254826254","0.605826254826254","1","1","1","0.5959897039897024","0.5959897039897024","0.5959897039897024"
"82000","1","1","1","1","1","1","0.5983359073359066","0.5983359073359066","0.5983359073359066","1","1","1","0.5968597168597154","0.5968597168597154","0.5968597168597154"
"83000","1","1","1","1","1","1","0.5859877734877728","0.5859877734877728","0.5859877734877728","1","1","1","0.600247747747747","0.600247747747747","0.600247747747747"
"84000","1","1","1","1","1","1","0.5947927927927914","0.5947927927927914","0.5947927927927914","1","1","1","0.6034176319176306","0.6034176319176306","0.6034176319176306"
"85000","1","1","1","1","1","1","0.6015450450450436","0.6015450450450436","0.6015450450450436","1","1","1","0.5985456885456877","0.5985456885456877","0.5985456885456877"
"86000","1","1","1","1","1","1","0.6008828828828817","0.6008828828828817","0.6008828828828817","1","1","1","0.6003790218790209","0.6003790218790209","0.6003790218790209"
"87000","1","1","1","1","1","1","0.6012097812097806","0.6012097812097806","0.6012097812097806","0.993560489060489","0.993560489060489","0.993560489060489","0.6043101673101661","0.6043101673101661","0.6043101673101661"
"88000","1","1","1","1","1","1","0.6052387387387373","0.6052387387387373","0.6052387387387373","0.700881595881596","0.700881595881596","0.700881595881596","0.6008835263835249","0.6008835263835249","0.6008835263835249"
"89000","1","1","1","1","1","1","0.6036415701415693","0.6036415701415693","0.6036415701415693","0.6286074646074644","0.6286074646074644","0.6286074646074644","0.5976525096525086","0.5976525096525086","0.5976525096525086"
"90000","1","1","1","1","1","1","0.5979646074646068","0.5979646074646068","0.5979646074646068","0.6791454311454308","0.6791454311454308","0.6791454311454308","0.6059517374517369","0.6059517374517369","0.6059517374517369"
"91000","1","1","1","1","1","1","0.5975373230373222","0.5975373230373222","0.5975373230373222","0.7289021879021876","0.7289021879021876","0.7289021879021876","0.6059562419562406","0.6059562419562406","0.6059562419562406"
"92000","1","1","1","1","1","1","0.5888507078507074","0.5888507078507074","0.5888507078507074","0.7468809523809525","0.7468809523809525","0.7468809523809525","0.6000302445302435","0.6000302445302435","0.6000302445302435"
"93000","1","1","1","1","1","1","0.6067786357786349","0.6067786357786349","0.6067786357786349","0.6946866151866151","0.6946866151866151","0.6946866151866151","0.5965514800514788","0.5965514800514788","0.5965514800514788"
"94000","1","1","1","1","1","1","0.6016319176319166","0.6016319176319166","0.6016319176319166","0.6182509652509649","0.6182509652509649","0.6182509652509649","0.5958462033462026","0.5958462033462026","0.5958462033462026"
"95000","1","1","1","1","1","1","0.6011949806949796","0.6011949806949796","0.6011949806949796","0.6420250965250963","0.6420250965250963","0.6420250965250963","0.5951480051480037","0.5951480051480037","0.5951480051480037"
"96000","1","1","1","1","1","1","0.6084826254826241","0.6084826254826241","0.6084826254826241","0.9400598455598457","0.9400598455598457","0.9400598455598457","0.6026184041184023","0.6026184041184023","0.6026184041184023"
"97000","1","1","1","1","1","1","0.6046454311454301","0.6046454311454301","0.6046454311454301","1","1","1","0.600821106821106","0.600821106821106","0.600821106821106"
"98000","1","1","1","1","1","1","0.6012464607464597","0.6012464607464597","0.6012464607464597","1","1","1","0.597481338481337","0.597481338481337","0.597481338481337"
"99000","1","1","1","1","1","1","0.5921595881595872","0.5921595881595872","0.5921595881595872","1","1","1","0.6048127413127403","0.6048127413127403","0.6048127413127403"
"100000","1","1","1","1","1","1","0.6078841698841694","0.6078841698841694","0.6078841698841694","1","1","1","0.5968082368082351","0.5968082368082351","0.5968082368082351"
"101000","1","1","1","1","1","1","0.6043371943371934","0.6043371943371934","0.6043371943371934","1","1","1","0.5972528957528949","0.5972528957528949","0.5972528957528949"
"102000","1","1","1","1","1","1","0.6104504504504493","0.6104504504504493","0.6104504504504493","1","1","1","0.5945257400257389","0.5945257400257389","0.5945257400257389"
"103000","1","1","1","1","1","1","0.5985624195624185","0.5985624195624185","0.5985624195624185","0.8447355212355213","0.8447355212355213","0.8447355212355213","0.6001074646074638","0.6001074646074638","0.6001074646074638"
"104000","1","1","1","1","1","1","0.6034157014157006","0.6034157014157006","0.6034157014157006","0.6127142857142852","0.6127142857142852","0.6127142857142852","0.5947033462033452","0.5947033462033452","0.5947033462033452"
"105000","1","1","1","1","1","1","0.6059491634491624","0.6059491634491624","0.6059491634491624","0.8154047619047621","0.8154047619047621","0.8154047619047621","0.6023301158301148","0.6023301158301148","0.6023301158301148"
"106000","1","1","1","1","1","1","0.5962799227799218","0.5962799227799218","0.5962799227799218","0.758337837837838","0.758337837837838","0.758337837837838","0.5973951093951083","0.5973951093951083","0.5973951093951083"
"107000","1","1","1","1","1","1","0.607451093951093","0.607451093951093","0.607451093951093","0.8414877734877736","0.8414877734877736","0.8414877734877736","0.5978326898326888","0.5978326898326888","0.5978326898326888"
"108000","1","1","1","1","1","1","0.6081100386100373","0.6081100386100373","0.6081100386100373","1","1","1","0.6051821106821103","0.6051821106821103","0.6051821106821103"
"109000","1","1","1","1","1","1","0.6001441441441435","0.6001441441441435","0.6001441441441435","1","1","1","0.5993873873873862","0.5993873873873862","0.5993873873873862"
"110000","1","1","1","1","1","1","0.6038397683397666","0.6038397683397666","0.6038397683397666","1","1","1","0.6054478764478756","0.6054478764478756","0.6054478764478756"
"111000","1","1","1","1","1","1","0.6010830115830108","0.6010830115830108","0.6010830115830108","1","1","1","0.5991184041184031","0.5991184041184031","0.5991184041184031"
"112000","1","1","1","1","1","1","0.6059118404118395","0.6059118404118395","0.6059118404118395","1","1","1","0.6013867438867425","0.6013867438867425","0.6013867438867425"
"113000","1","1","1","1","1","1","0.5980373230373217","0.5980373230373217","0.5980373230373217","0.9311383526383528","0.9311383526383528","0.9311383526383528","0.5999453024453019","0.5999453024453019","0.5999453024453019"
"114000","1","1","1","1","1","1","0.5967393822393812","0.5967393822393812","0.5967393822393812","0.6260920205920201","0.6260920205920201","0.6260920205920201","0.5992908622908615","0.5992908622908615","0.5992908622908615"
"115000","1","1","1","1","1","1","0.6022850707850695","0.6022850707850695","0.6022850707850695","0.7288996138996139","0.7288996138996139","0.7288996138996139","0.6095199485199475","0.6095199485199475","0.6095199485199475"
"116000","1","1","1","1","1","1","0.6048610038610029","0.6048610038610029","0.6048610038610029","0.696442728442728","0.696442728442728","0.696442728442728","0.6039877734877723","0.6039877734877723","0.6039877734877723"
"117000","1","1","1","1","1","1","0.5983236808236796","0.5983236808236796","0.5983236808236796","0.6074935649935657","0.6074935649935657","0.6074935649935657","0.5993088803088789","0.5993088803088789","0.5993088803088789"
"118000","1","1","1","1","1","1","0.5984768339768334","0.5984768339768334","0.5984768339768334","0.6516930501930498","0.6516930501930498","0.6516930501930498","0.6051274131274123","0.6051274131274123","0.6051274131274123"
"119000","1","1","1","1","1","1","0.5947464607464599","0.5947464607464599","0.5947464607464599","0.6500920205920205","0.6500920205920205","0.6500920205920205","0.601213642213641","0.601213642213641","0.601213642213641"
"120000","1","1","1","1","1","1","0.6061100386100374","0.6061100386100374","0.6061100386100374","0.9735186615186615","0.9735186615186615","0.9735186615186615","0.6038288288288278","0.6038288288288278","0.6038288288288278"
"121000","1","1","1","1","1","1","0.6069124839124833","0.6069124839124833","0.6069124839124833","1","1","1","0.5995958815958801","0.5995958815958801","0.5995958815958801"
"122000","1","1","1","1","1","1","0.6045405405405392","0.6045405405405392","0.6045405405405392","1","1","1","0.6030392535392525","0.6030392535392525","0.6030392535392525"
"123000","1","1","1","1","1","1","0.6017335907335896","0.6017335907335896","0.6017335907335896","1","1","1","0.5970006435006422","0.5970006435006422","0.5970006435006422"
"124000","1","1","1","1","1","1","0.5982702702702699","0.5982702702702699","0.5982702702702699","1","1","1","0.6047792792792783","0.6047792792792783","0.6047792792792783"
"125000","1","1","1","1","1","1","0.6000418275418269","0.6000418275418269","0.6000418275418269","1","1","1","0.6016068211068198","0.6016068211068198","0.6016068211068198"
"126000","1","1","1","1","1","1","0.5976737451737444","0.5976737451737444","0.5976737451737444","1","1","1","0.6018088803088788","0.6018088803088788","0.6018088803088788"
"127000","1","1","1","1","1","1","0.6005785070785062","0.6005785070785062","0.6005785070785062","1","1","1","0.6009922779922772","0.6009922779922772","0.6009922779922772"
"128000","1","1","1","1","1","1","0.6011525096525092","0.6011525096525092","0.6011525096525092","1","1","1","0.603535392535391","0.603535392535391","0.603535392535391"
"129000","1","1","1","1","1","1","0.6002567567567555","0.6002567567567555","0.6002567567567555","1","1","1","0.6008841698841688","0.6008841698841688","0.6008841698841688"
"130000","1","1","1","1","1","1","0.5984009009008999","0.5984009009008999","0.5984009009008999","0.995385456885457","0.995385456885457","0.995385456885457","0.6034729729729721","0.6034729729729721","0.6034729729729721"
"131000","1","1","1","1","1","1","0.596227799227798","0.596227799227798","0.596227799227798","0.9454066924066924","0.9454066924066924","0.9454066924066924","0.5986344916344906","0.5986344916344906","0.5986344916344906"
"132000","1","1","1","1","1","1","0.5928352638352624","0.5928352638352624","0.5928352638352624","1","1","1","0.6018191763191756","0.6018191763191756","0.6018191763191756"
"133000","1","1","1","1","1","1","0.6030373230373225","0.6030373230373225","0.6030373230373225","1","1","1","0.6023906048906038","0.6023906048906038","0.6023906048906038"
"134000","1","1","1","1","1","1","0.6048468468468464","0.6048468468468464","0.6048468468468464","1","1","1","0.6021608751608742","0.6021608751608742","0.6021608751608742"
"135000","1","1","1","1","1","1","0.5963674388674385","0.5963674388674385","0.5963674388674385","1","1","1","0.6049800514800501","0.6049800514800501","0.6049800514800501"
"136000","1","1","1","1","1","1","0.606786357786357","0.606786357786357","0.606786357786357","0.7734987129987131","0.7734987129987131","0.7734987129987131","0.6033024453024443","0.6033024453024443","0.6033024453024443"
"137000","1","1","1","1","1","1","0.5979832689832675","0.5979832689832675","0.5979832689832675","0.6291435006435008","0.6291435006435008","0.6291435006435008","0.5927226512226502","0.5927226512226502","0.5927226512226502"
"138000","1","1","1","1","1","1","0.6006801801801798","0.6006801801801798","0.6006801801801798","0.8707670527670528","0.8707670527670528","0.8707670527670528","0.6059311454311446","0.6059311454311446","0.6059311454311446"
"139000","1","1","1","1","1","1","0.5974362934362925","0.5974362934362925","0.5974362934362925","1","1","1","0.5918815958815948","0.5918815958815948","0.5918815958815948"
"140000","1","1","1","1","1","1","0.6005392535392525","0.6005392535392525","0.6005392535392525","1","1","1","0.5983378378378368","0.5983378378378368","0.5983378378378368"
