"Step","110-dynamic","110-dynamic - reward__MIN","110-dynamic - reward__MAX","110-ofb","110-ofbt - reward__MIN","110-ofbt - reward__MAX","110-static-1","110-static-1 - reward__MIN","110-static-1 - reward__MAX","110-every-100","110-every-100 - reward__MIN","110-every-100 - reward__MAX","110-every-10","110-every-10 - reward__MIN","110-every-10 - reward__MAX"
"141000","1","1","1","1","1","1","0.6036164736164723","0.6036164736164723","0.6036164736164723","1","1","1","0.6124626769626762","0.6124626769626762","0.6124626769626762"
"142000","1","1","1","1","1","1","0.6035463320463305","0.6035463320463305","0.6035463320463305","1","1","1","0.6081788931788922","0.6081788931788922","0.6081788931788922"
"143000","1","1","1","1","1","1","0.594168597168596","0.594168597168596","0.594168597168596","1","1","1","0.6019163449163432","0.6019163449163432","0.6019163449163432"
"144000","1","1","1","1","1","1","0.5925656370656364","0.5925656370656364","0.5925656370656364","1","1","1","0.592778635778635","0.592778635778635","0.592778635778635"
"145000","1","1","1","1","1","1","0.6038539253539238","0.6038539253539238","0.6038539253539238","0.8494774774774773","0.8494774774774773","0.8494774774774773","0.5960154440154428","0.5960154440154428","0.5960154440154428"
"146000","1","1","1","1","1","1","0.6020649935649929","0.6020649935649929","0.6020649935649929","0.6452844272844268","0.6452844272844268","0.6452844272844268","0.5999427284427271","0.5999427284427271","0.5999427284427271"
"147000","1","1","1","1","1","1","0.6069948519948505","0.6069948519948505","0.6069948519948505","0.9971898326898326","0.9971898326898326","0.9971898326898326","0.5917020592020585","0.5917020592020585","0.5917020592020585"
"148000","1","1","1","1","1","1","0.6019337194337172","0.6019337194337172","0.6019337194337172","1","1","1","0.6026338481338469","0.6026338481338469","0.6026338481338469"
"149000","1","1","1","1","1","1","0.6098944658944652","0.6098944658944652","0.6098944658944652","1","1","1","0.5945308880308866","0.5945308880308866","0.5945308880308866"
"150000","1","1","1","1","1","1","0.6032027027027015","0.6032027027027015","0.6032027027027015","1","1","1","0.5959375804375793","0.5959375804375793","0.5959375804375793"
"151000","1","1","1","1","1","1","0.6027027027027017","0.6027027027027017","0.6027027027027017","1","1","1","0.6007921492921479","0.6007921492921479","0.6007921492921479"
"152000","1","1","1","1","1","1","0.6024163449163431","0.6024163449163431","0.6024163449163431","1","1","1","0.6054942084942077","0.6054942084942077","0.6054942084942077"
"153000","1","1","1","1","1","1","0.5988597168597161","0.5988597168597161","0.5988597168597161","0.8865019305019306","0.8865019305019306","0.8865019305019306","0.6039356499356493","0.6039356499356493","0.6039356499356493"
"154000","1","1","1","1","1","1","0.5996081081081069","0.5996081081081069","0.5996081081081069","0.5963873873873876","0.5963873873873876","0.5963873873873876","0.5966229086229078","0.5966229086229078","0.5966229086229078"
"155000","1","1","1","1","1","1","0.5996833976833968","0.5996833976833968","0.5996833976833968","0.6679626769626769","0.6679626769626769","0.6679626769626769","0.6062953667953653","0.6062953667953653","0.6062953667953653"
"156000","1","1","1","1","1","1","0.5999897039897031","0.5999897039897031","0.5999897039897031","0.9013359073359072","0.9013359073359072","0.9013359073359072","0.6070379665379658","0.6070379665379658","0.6070379665379658"
"157000","1","1","1","1","1","1","0.6066866151866142","0.6066866151866142","0.6066866151866142","0.6530109395109398","0.6530109395109398","0.6530109395109398","0.6036872586872577","0.6036872586872577","0.6036872586872577"
"158000","1","1","1","1","1","1","0.6026113256113238","0.6026113256113238","0.6026113256113238","0.9922091377091378","0.9922091377091378","0.9922091377091378","0.5923590733590725","0.5923590733590725","0.5923590733590725"
"159000","1","1","1","1","1","1","0.5995508365508357","0.5995508365508357","0.5995508365508357","1","1","1","0.5924665379665374","0.5924665379665374","0.5924665379665374"
"160000","1","1","1","1","1","1","0.5986840411840405","0.5986840411840405","0.5986840411840405","1","1","1","0.5964839124839117","0.5964839124839117","0.5964839124839117"
"161000","1","1","1","1","1","1","0.6010135135135123","0.6010135135135123","0.6010135135135123","1","1","1","0.6001936936936934","0.6001936936936934","0.6001936936936934"
"162000","1","1","1","1","1","1","0.6041184041184028","0.6041184041184028","0.6041184041184028","1","1","1","0.6039639639639631","0.6039639639639631","0.6039639639639631"
"163000","1","1","1","1","1","1","0.608448519948519","0.608448519948519","0.608448519948519","1","1","1","0.5941808236808225","0.5941808236808225","0.5941808236808225"
"164000","1","1","1","1","1","1","0.60398005148005","0.60398005148005","0.60398005148005","1","1","1","0.6113462033462022","0.6113462033462022","0.6113462033462022"
"165000","1","1","1","1","1","1","0.605435006435005","0.605435006435005","0.605435006435005","0.714749034749035","0.714749034749035","0.714749034749035","0.6009543114543099","0.6009543114543099","0.6009543114543099"
"166000","1","1","1","1","1","1","0.6040250965250952","0.6040250965250952","0.6040250965250952","0.6115868725868723","0.6115868725868723","0.6115868725868723","0.6035495495495481","0.6035495495495481","0.6035495495495481"
"167000","1","1","1","1","1","1","0.5958204633204618","0.5958204633204618","0.5958204633204618","0.6412368082368081","0.6412368082368081","0.6412368082368081","0.5912651222651211","0.5912651222651211","0.5912651222651211"
"168000","1","1","1","1","1","1","0.600938867438866","0.600938867438866","0.600938867438866","0.988503861003861","0.988503861003861","0.988503861003861","0.6000527670527661","0.6000527670527661","0.6000527670527661"
"169000","1","1","1","1","1","1","0.5984272844272829","0.5984272844272829","0.5984272844272829","1","1","1","0.5932612612612606","0.5932612612612606","0.5932612612612606"
"170000","1","1","1","1","1","1","0.6070527670527659","0.6070527670527659","0.6070527670527659","0.7506666666666665","0.7506666666666665","0.7506666666666665","0.5969851994851982","0.5969851994851982","0.5969851994851982"
"171000","1","1","1","1","1","1","0.6023867438867431","0.6023867438867431","0.6023867438867431","0.6237342342342345","0.6237342342342345","0.6237342342342345","0.603727155727155","0.603727155727155","0.603727155727155"
"172000","1","1","1","1","1","1","0.596034749034748","0.596034749034748","0.596034749034748","0.6415862290862291","0.6415862290862291","0.6415862290862291","0.6019227799227789","0.6019227799227789","0.6019227799227789"
"173000","1","1","1","1","1","1","0.6056621621621613","0.6056621621621613","0.6056621621621613","0.638759974259974","0.638759974259974","0.638759974259974","0.6002760617760607","0.6002760617760607","0.6002760617760607"
"174000","1","1","1","1","1","1","0.6000772200772194","0.6000772200772194","0.6000772200772194","0.8922979407979407","0.8922979407979407","0.8922979407979407","0.6001808236808228","0.6001808236808228","0.6001808236808228"
"175000","1","1","1","1","1","1","0.6039948519948505","0.6039948519948505","0.6039948519948505","1","1","1","0.6007123552123539","0.6007123552123539","0.6007123552123539"
"176000","1","1","1","1","1","1","0.5966743886743878","0.5966743886743878","0.5966743886743878","1","1","1","0.6039768339768322","0.6039768339768322","0.6039768339768322"
"177000","1","1","1","1","1","1","0.6052406692406681","0.6052406692406681","0.6052406692406681","1","1","1","0.6050109395109389","0.6050109395109389","0.6050109395109389"
"178000","1","1","1","1","1","1","0.6056389961389949","0.6056389961389949","0.6056389961389949","1","1","1","0.5902046332046319","0.5902046332046319","0.5902046332046319"
"179000","1","1","1","1","1","1","0.6066647361647353","0.6066647361647353","0.6066647361647353","1","1","1","0.5961325611325601","0.5961325611325601","0.5961325611325601"
"180000","1","1","1","1","1","1","0.6035836550836539","0.6035836550836539","0.6035836550836539","1","1","1","0.6061679536679526","0.6061679536679526","0.6061679536679526"
"181000","1","1","1","1","1","1","0.5938101673101664","0.5938101673101664","0.5938101673101664","1","1","1","0.6006370656370646","0.6006370656370646","0.6006370656370646"
"182000","1","1","1","1","1","1","0.6038970398970392","0.6038970398970392","0.6038970398970392","1","1","1","0.592930501930501","0.592930501930501","0.592930501930501"
"183000","1","1","1","1","1","1","0.6003378378378372","0.6003378378378372","0.6003378378378372","1","1","1","0.6019826254826247","0.6019826254826247","0.6019826254826247"
"184000","1","1","1","1","1","1","0.6013655083655073","0.6013655083655073","0.6013655083655073","1","1","1","0.590736808236807","0.590736808236807","0.590736808236807"
"185000","1","1","1","1","1","1","0.5969549549549548","0.5969549549549548","0.5969549549549548","1","1","1","0.6019588159588151","0.6019588159588151","0.6019588159588151"
"186000","1","1","1","1","1","1","0.6004948519948506","0.6004948519948506","0.6004948519948506","1","1","1","0.6042574002573989","0.6042574002573989","0.6042574002573989"
"187000","1","1","1","1","1","1","0.6017129987129973","0.6017129987129973","0.6017129987129973","1","1","1","0.598520592020591","0.598520592020591","0.598520592020591"
"188000","1","1","1","1","1","1","0.5957567567567549","0.5957567567567549","0.5957567567567549","1","1","1","0.5971943371943361","0.5971943371943361","0.5971943371943361"
"189000","1","1","1","1","1","1","0.6014086229086217","0.6014086229086217","0.6014086229086217","1","1","1","0.5956711711711703","0.5956711711711703","0.5956711711711703"
"190000","1","1","1","1","1","1","0.5998307593307586","0.5998307593307586","0.5998307593307586","1","1","1","0.6000077220077216","0.6000077220077216","0.6000077220077216"
"191000","1","1","1","1","1","1","0.6008558558558551","0.6008558558558551","0.6008558558558551","1","1","1","0.5930810810810802","0.5930810810810802","0.5930810810810802"
"192000","1","1","1","1","1","1","0.5953931788931782","0.5953931788931782","0.5953931788931782","1","1","1","0.6043114543114534","0.6043114543114534","0.6043114543114534"
"193000","1","1","1","1","1","1","0.6060482625482614","0.6060482625482614","0.6060482625482614","1","1","1","0.5988693693693684","0.5988693693693684","0.5988693693693684"
"194000","1","1","1","1","1","1","0.6013320463320448","0.6013320463320448","0.6013320463320448","1","1","1","0.5986981981981973","0.5986981981981973","0.5986981981981973"
"195000","1","1","1","1","1","1","0.5979491634491628","0.5979491634491628","0.5979491634491628","1","1","1","0.6017271557271547","0.6017271557271547","0.6017271557271547"
"196000","1","1","1","1","1","1","0.5855238095238086","0.5855238095238086","0.5855238095238086","1","1","1","0.6013552123552112","0.6013552123552112","0.6013552123552112"
"197000","1","1","1","1","1","1","0.6059987129987123","0.6059987129987123","0.6059987129987123","1","1","1","0.6034157014156999","0.6034157014156999","0.6034157014156999"
"198000","1","1","1","1","1","1","0.6035019305019299","0.6035019305019299","0.6035019305019299","1","1","1","0.6047773487773476","0.6047773487773476","0.6047773487773476"
"199000","1","1","1","1","1","1","0.5975077220077204","0.5975077220077204","0.5975077220077204","1","1","1","0.6040849420849411","0.6040849420849411","0.6040849420849411"
"200000","1","1","1","1","1","1","0.5995045045045028","0.5995045045045028","0.5995045045045028","1","1","1","0.5994543114543108","0.5994543114543108","0.5994543114543108"
