,_step,learner:resources,_runtime,_timestamp,slice0:packet-drop,slice1:queue-size,slice1:incoming-traffic,slice1:urgent-packet-count,learner:greedySelectionEPS,slice0:incoming-traffic,slice1:packet-dead,slice1:packet-drop,slice0:urgent-packet-count,slice0:queue-size,slice1:resources,learner:forwarded-experiences,slice0:resources,slice0:packet-dead,learner:queue-size
113,423503,0,1361.05859541893,1667810373.5986574,,,,,,,,,,,,,,,
114,431326,0,1374.2063105106354,1667810386.7463725,,,,,,,,,,,,,,,
115,439389,0,1388.9821407794952,1667810401.5222027,,,,,,,,,,,,,,,
116,441108,0,1392.6136593818665,1667810405.1537213,,,,,,,,,,,,,,,
117,446619,0,1402.4679043293,1667810415.0079663,,,,,,,,,,,,,,,
118,449962,0,1408.2039346694946,1667810420.7439966,,,,,,,,,,,,,,,
119,458828,0,1424.0829706192017,1667810436.6230326,,,,,,,,,,,,,,,
120,460654,0,1427.4050152301788,1667810439.9450772,,,,,,,,,,,,,,,
121,460965,0,1428.0246441364288,1667810440.564706,,,,,,,,,,,,,,,
122,465141,0,1436.532282590866,1667810449.0723445,,,,,,,,,,,,,,,
123,466311,0,1438.5225820541382,1667810451.062644,,,,,,,,,,,,,,,
124,470588,0,1446.7185635566711,1667810459.2586255,,,,,,,,,,,,,,,
125,470911,0,1447.3861582279205,1667810459.9262202,,,,,,,,,,,,,,,
126,471346,0,1448.2635805606842,1667810460.8036425,,,,,,,,,,,,,,,
127,476355,0,1458.0163488388062,1667810470.5564108,,,,,,,,,,,,,,,
128,481901,0,1468.887137889862,1667810481.4271998,,,,,,,,,,,,,,,
129,488503,0,1481.5038442611694,1667810494.0439062,,,,,,,,,,,,,,,
130,493270,0,1490.4848325252533,1667810503.0248945,0.0,0.002,11.0,0.0,0.01,9.0,0.0,0.0,0.0,0.6953333333333334,0.6,120882.0,0.4,0.0,1408.0
131,494627,0,1493.0315730571747,1667810505.571635,,,,,,,,,,,,,,,
132,495119,0,1493.8561024665833,1667810506.3961644,,,,,,,,,,,,,,,
133,498515,0,1501.0492482185364,1667810513.5893102,,,,,,,,,,,,,,,
134,501485,0,1506.934970855713,1667810519.4750328,,,,,,,,,,,,,,,
135,518234,0,1539.3950536251068,1667810551.9351156,,,,,,,,,,,,,,,
136,520321,0,1543.48983168602,1667810556.0298936,,,,,,,,,,,,,,,
137,524059,0,1550.7635333538055,1667810563.3035953,,,,,,,,,,,,,,,
138,526735,0,1555.7154877185822,1667810568.2555497,,,,,,,,,,,,,,,
139,532910,0,1566.9598212242126,1667810579.4998832,0.0,0.008,9.0,0.0,0.01,9.0,0.0,0.0,0.0,0.7406666666666667,0.6,122801.0,0.4,0.0,1425.0
140,540473,0,1581.4423191547394,1667810593.982381,,,,,,,,,,,,,,,
141,541013,0,1582.5587048530579,1667810595.0987668,,,,,,,,,,,,,,,
142,545243,0,1590.5503017902374,1667810603.0903637,,,,,,,,,,,,,,,
143,555239,0,1609.6112008094788,1667810622.1512628,,,,,,,,,,,,,,,
144,560608,0,1619.6764223575592,1667810632.2164843,,,,,,,,,,,,,,,
145,573090,0,1644.0537493228912,1667810656.5938113,0.0,0.002,11.0,0.0,0.01,6.0,0.0,0.0,0.0,0.7726666666666666,0.5333333333333333,124776.0,0.4666666666666667,0.0,1415.0
146,580172,0,1657.9565794467926,1667810670.4966414,,,,,,,,,,,,,,,
147,584187,0,1665.9440143108368,1667810678.4840763,,,,,,,,,,,,,,,
148,585167,0,1667.9804828166962,1667810680.5205448,,,,,,,,,,,,,,,
149,585647,0,1668.8217058181763,1667810681.3617678,,,,,,,,,,,,,,,
150,587892,0,1673.2230150699615,1667810685.763077,,,,,,,,,,,,,,,
151,591246,0,1679.7351303100586,1667810692.2751923,,,,,,,,,,,,,,,
152,593032,0,1683.386254310608,1667810695.9263163,,,,,,,,,,,,,,,
153,599446,0,1696.2106885910034,1667810708.7507505,,,,,,,,,,,,,,,
154,601681,0,1700.4921357631683,1667810713.0321977,,,,,,,,,,,,,,,
155,603660,15,1704.206530570984,1667810716.7465925,0.0,0.01,11.0,0.0,0.01,6.0,0.0,0.0,0.0,0.8013333333333333,0.0,126330.0,0.0,0.0,1422.0
156,604625,0,1706.123949766159,1667810718.6640117,,,,,,,,,,,,,,,
157,605111,0,1706.969391822815,1667810719.5094538,,,,,,,,,,,,,,,
158,620516,0,1738.467845916748,1667810751.0079079,,,,,,,,,,,,,,,
159,622513,0,1742.8152799606323,1667810755.355342,,,,,,,,,,,,,,,
160,628652,0,1756.0549352169037,1667810768.5949972,,,,,,,,,,,,,,,
161,629814,0,1758.2274854183197,1667810770.7675474,,,,,,,,,,,,,,,
162,634962,0,1769.3834822177887,1667810781.9235442,,,,,,,,,,,,,,,
163,640271,0,1781.1386404037476,1667810793.6787024,,,,,,,,,,,,,,,
164,642279,0,1785.3510632514954,1667810797.8911252,,,,,,,,,,,,,,,
165,642561,0,1785.9271202087402,1667810798.4671822,,,,,,,,,,,,,,,
166,647467,0,1796.120139837265,1667810808.6602018,,,,,,,,,,,,,,,
167,647768,0,1796.6930809020996,1667810809.2331429,,,,,,,,,,,,,,,
168,650414,0,1802.2212176322937,1667810814.7612796,,,,,,,,,,,,,,,
169,654764,0,1811.730626821518,1667810824.2706888,,,,,,,,,,,,,,,
170,656899,0,1815.988022327423,1667810828.5280843,,,,,,,,,,,,,,,
171,666594,0,1836.932122707367,1667810849.4721847,,,,,,,,,,,,,,,
172,673113,0,1851.12677693367,1667810863.666839,,,,,,,,,,,,,,,
173,675467,0,1856.3460955619812,1667810868.8861575,,,,,,,,,,,,,,,
174,676352,0,1858.370597600937,1667810870.9106596,,,,,,,,,,,,,,,
175,677196,0,1860.204094171524,1667810872.7441561,,,,,,,,,,,,,,,
176,678930,0,1863.7989745140076,1667810876.3390365,0.0,0.008666666666666666,6.0,0.0,0.01,6.0,0.0,0.0,0.0,0.8406666666666667,0.5333333333333333,130352.0,0.4666666666666667,0.0,1401.0
177,680973,0,1867.7775559425354,1667810880.317618,,,,,,,,,,,,,,,
178,689703,0,1887.3499171733856,1667810899.8899791,,,,,,,,,,,,,,,
179,696379,0,1902.6551132202148,1667810915.1951752,,,,,,,,,,,,,,,
180,698686,0,1907.4002306461334,1667810919.9402926,,,,,,,,,,,,,,,
181,701666,0,1913.6887729167938,1667810926.2288349,,,,,,,,,,,,,,,
182,702149,0,1914.8005990982056,1667810927.340661,,,,,,,,,,,,,,,
183,703875,0,1918.259933233261,1667810930.7999952,,,,,,,,,,,,,,,
184,704244,0,1919.1929104328156,1667810931.7329724,,,,,,,,,,,,,,,
185,708489,0,1928.5850784778595,1667810941.1251404,,,,,,,,,,,,,,,
186,709556,0,1930.8334641456604,1667810943.373526,,,,,,,,,,,,,,,
187,716654,0,1946.279298067093,1667810958.81936,,,,,,,,,,,,,,,
188,716926,0,1946.842575788498,1667810959.3826377,,,,,,,,,,,,,,,
189,726973,0,1969.1125495433807,1667810981.6526115,,,,,,,,,,,,,,,
190,729249,0,1974.5075042247772,1667810987.0475662,,,,,,,,,,,,,,,
191,729904,0,1976.0503842830658,1667810988.5904462,,,,,,,,,,,,,,,
192,733903,0,1984.5513710975647,1667810997.091433,,,,,,,,,,,,,,,
193,735253,0,1987.339185476303,1667810999.8792474,,,,,,,,,,,,,,,
194,736197,0,1989.489145040512,1667811002.029207,,,,,,,,,,,,,,,
195,737226,0,1991.753125667572,1667811004.2931876,,,,,,,,,,,,,,,
196,737435,0,1992.1830270290375,1667811004.723089,,,,,,,,,,,,,,,
197,738574,0,1994.6736521720886,1667811007.2137141,,,,,,,,,,,,,,,
198,739154,0,1996.0095241069794,1667811008.549586,,,,,,,,,,,,,,,
199,740283,0,1998.4716901779175,1667811011.0117521,,,,,,,,,,,,,,,
200,743329,0,2004.9696745872498,1667811017.5097365,,,,,,,,,,,,,,,
201,745339,0,2009.116751909256,1667811021.6568139,,,,,,,,,,,,,,,
202,746974,0,2012.8281383514404,1667811025.3682003,,,,,,,,,,,,,,,
203,750167,0,2020.2653799057007,1667811032.8054419,,,,,,,,,,,,,,,
204,757248,0,2036.415453672409,1667811048.9555156,,,,,,,,,,,,,,,
205,757534,0,2036.9952466487885,1667811049.5353086,,,,,,,,,,,,,,,
206,760513,0,2043.8751921653748,1667811056.415254,,,,,,,,,,,,,,,
207,763274,0,2049.4964027404785,1667811062.0364647,,,,,,,,,,,,,,,
208,767649,0,2058.519350528717,1667811071.0594125,,,,,,,,,,,,,,,
209,771301,0,2066.70210814476,1667811079.24217,,,,,,,,,,,,,,,
210,772085,0,2068.664326429367,1667811081.2043884,,,,,,,,,,,,,,,
211,777233,0,2080.706125974655,1667811093.246188,,,,,,,,,,,,,,,
212,783583,0,2095.5034630298615,1667811108.043525,,,,,,,,,,,,,,,
213,785073,15,2098.8752479553223,1667811111.41531,,,,,,,,,,,,,,,
214,785357,0,2099.595141887665,1667811112.1352038,,,,,,,,,,,,,,,
215,785675,0,2100.2935326099396,1667811112.8335946,,,,,,,,,,,,,,,
216,788261,0,2105.9199028015137,1667811118.4599648,,,,,,,,,,,,,,,
217,794439,0,2119.148702144623,1667811131.688764,,,,,,,,,,,,,,,
218,803055,0,2137.8812925815582,1667811150.4213545,,,,,,,,,,,,,,,
219,803852,0,2139.7633833885193,1667811152.3034453,,,,,,,,,,,,,,,
220,809928,0,2154.299406528473,1667811166.8394685,,,,,,,,,,,,,,,
221,817760,0,2173.260363340378,1667811185.8004253,0.0,0.0006666666666666666,10.0,0.0,0.01,7.0,0.0,0.0,0.0,0.8866666666666667,0.5333333333333333,137524.0,0.4666666666666667,0.0,1446.0
222,822538,0,2184.4126110076904,1667811196.952673,,,,,,,,,,,,,,,
223,825149,0,2190.9563250541687,1667811203.496387,,,,,,,,,,,,,,,
224,826803,0,2194.787787437439,1667811207.3278494,,,,,,,,,,,,,,,
225,827034,0,2195.308140516281,1667811207.8482025,,,,,,,,,,,,,,,
226,830875,0,2203.825711965561,1667811216.365774,,,,,,,,,,,,,,,
227,833662,0,2210.158534049988,1667811222.698596,,,,,,,,,,,,,,,
228,835426,0,2214.548011779785,1667811227.0880737,,,,,,,,,,,,,,,
229,837359,0,2219.154488801956,1667811231.6945508,,,,,,,,,,,,,,,
230,839560,0,2224.5213820934296,1667811237.061444,0.0,0.0006666666666666666,9.0,0.0,0.01,6.0,0.0,0.0,0.0,0.9873333333333333,0.4666666666666667,138714.0,0.5333333333333333,0.0,1406.0
231,842545,0,2231.4442451000214,1667811243.984307,,,,,,,,,,,,,,,
232,851806,0,2253.67471075058,1667811266.2147727,,,,,,,,,,,,,,,
233,862129,0,2275.36589717865,1667811287.9059591,,,,,,,,,,,,,,,
234,862864,15,2276.92986702919,1667811289.469929,,,,,,,,,,,,,,,
235,872689,0,2298.8563499450684,1667811311.396412,,,,,,,,,,,,,,,
236,875696,0,2305.626471757889,1667811318.1665337,,,,,,,,,,,,,,,
237,878892,0,2312.24880194664,1667811324.788864,,,,,,,,,,,,,,,
238,886156,0,2327.482479095459,1667811340.022541,,,,,,,,,,,,,,,
239,886368,0,2327.9190266132355,1667811340.4590886,,,,,,,,,,,,,,,
240,887034,0,2329.2565305233,1667811341.7965925,,,,,,,,,,,,,,,
241,888406,0,2332.0938119888306,1667811344.633874,,,,,,,,,,,,,,,
242,892172,0,2340.2066493034363,1667811352.7467113,,,,,,,,,,,,,,,
243,896725,0,2349.6944255828857,1667811362.2344875,,,,,,,,,,,,,,,
244,898637,0,2354.00053358078,1667811366.5405955,,,,,,,,,,,,,,,
245,900154,0,2357.469481945038,1667811370.009544,,,,,,,,,,,,,,,
246,910697,0,2382.057388782501,1667811394.5974507,,,,,,,,,,,,,,,
247,910698,0,2382.0592098236084,1667811394.5992718,,,,,,,,,,,,,,,
248,910993,0,2382.720096349716,1667811395.2601583,,,,,,,,,,,,,,,
249,911261,0,2383.4277205467224,1667811395.9677825,,,,,,,,,,,,,,,
250,914360,0,2390.6492552757263,1667811403.1893172,0.0,0.002,9.0,0.0,0.01,8.0,0.0,0.0,0.0,0.966,0.4666666666666667,142562.0,0.5333333333333333,0.0,1429.0
251,931209,0,2426.832051515579,1667811439.3721135,,,,,,,,,,,,,,,
252,934323,0,2433.7087144851685,1667811446.2487764,,,,,,,,,,,,,,,
253,937618,0,2440.8597688674927,1667811453.3998308,,,,,,,,,,,,,,,
254,938683,0,2443.359000682831,1667811455.8990626,,,,,,,,,,,,,,,
255,939785,0,2446.147007703781,1667811458.6870697,,,,,,,,,,,,,,,
256,939841,0,2446.230888605118,1667811458.7709506,,,,,,,,,,,,,,,
257,953930,0,2476.9061460494995,1667811489.446208,0.0,0.0,8.0,0.0,0.01,11.0,0.0,0.0,0.0,0.8466666666666667,0.5333333333333333,144624.0,0.4666666666666667,0.0,1424.0
258,955535,0,2481.130097389221,1667811493.6701593,,,,,,,,,,,,,,,
259,956496,0,2483.192719221115,1667811495.7327812,,,,,,,,,,,,,,,
260,962282,0,2495.759219646454,1667811508.2992816,,,,,,,,,,,,,,,
261,967275,0,2505.9649846553802,1667811518.5050466,,,,,,,,,,,,,,,
262,968324,0,2508.0460147857666,1667811520.5860767,,,,,,,,,,,,,,,
263,972350,0,2516.776708126068,1667811529.31677,0.0,0.005333333333333333,8.0,0.0,0.01,9.0,0.0,0.0,0.0,0.8713333333333333,0.4666666666666667,145624.0,0.5333333333333333,0.0,1416.0
264,974166,0,2520.4387164115906,1667811532.9787784,,,,,,,,,,,,,,,
265,985816,0,2544.8742830753326,1667811557.414345,,,,,,,,,,,,,,,
266,991036,0,2556.4727075099945,1667811569.0127695,,,,,,,,,,,,,,,
267,991501,0,2557.4556889533997,1667811569.995751,,,,,,,,,,,,,,,
268,996802,0,2569.2027049064636,1667811581.7427669,,,,,,,,,,,,,,,
269,1000581,0,2577.111832857132,1667811589.6518948,,,,,,,,,,,,,,,
270,1001864,0,2579.6290154457092,1667811592.1690774,,,,,,,,,,,,,,,
271,1002787,0,2581.346476316452,1667811593.8865383,,,,,,,,,,,,,,,
272,1003054,0,2581.880171060562,1667811594.420233,,,,,,,,,,,,,,,
273,1009472,0,2593.6757669448853,1667811606.215829,,,,,,,,,,,,,,,
274,1011191,0,2596.898638010025,1667811609.4387,,,,,,,,,,,,,,,
275,1013909,0,2601.8821365833282,1667811614.4221985,,,,,,,,,,,,,,,
276,1020928,0,2615.077215909958,1667811627.6172779,,,,,,,,,,,,,,,
277,1026541,0,2625.843067407608,1667811638.3831294,,,,,,,,,,,,,,,
278,1026920,0,2626.491106033325,1667811639.031168,0.0,0.008666666666666666,12.0,0.0,0.01,10.0,0.0,0.0,0.0,0.7553333333333333,0.5333333333333333,148533.0,0.4666666666666667,0.0,1418.0
279,1028997,0,2630.2912726402283,1667811642.8313346,,,,,,,,,,,,,,,
280,1036748,0,2645.5935685634613,1667811658.1336305,,,,,,,,,,,,,,,
281,1037528,0,2647.0011463165283,1667811659.5412083,,,,,,,,,,,,,,,
282,1039844,0,2651.6643013954163,1667811664.2043633,,,,,,,,,,,,,,,
283,1055866,0,2686.106226205826,1667811698.6462882,,,,,,,,,,,,,,,
284,1058007,0,2690.2664012908936,1667811702.8064632,,,,,,,,,,,,,,,
285,1059341,0,2692.606001853943,1667811705.1460638,,,,,,,,,,,,,,,
286,1062745,0,2699.088188648224,1667811711.6282506,,,,,,,,,,,,,,,
287,1066872,0,2706.947201490402,1667811719.4872634,,,,,,,,,,,,,,,
288,1069414,0,2711.7586200237274,1667811724.298682,,,,,,,,,,,,,,,
289,1069874,0,2712.679461956024,1667811725.219524,,,,,,,,,,,,,,,
290,1070910,0,2714.6448261737823,1667811727.1848881,0.0,0.0026666666666666666,9.0,0.0,0.01,7.0,0.0,0.0,0.0,0.7633333333333333,0.4666666666666667,150985.0,0.5333333333333333,0.0,1422.0
291,1074411,0,2721.299300432205,1667811733.8393624,,,,,,,,,,,,,,,
292,1077212,0,2726.6271526813507,1667811739.1672146,,,,,,,,,,,,,,,
293,1080495,0,2732.803876876831,1667811745.3439388,,,,,,,,,,,,,,,
294,1086979,0,2745.1365077495575,1667811757.6765697,,,,,,,,,,,,,,,
295,1087452,0,2745.9844210147858,1667811758.524483,,,,,,,,,,,,,,,
296,1087503,0,2746.0593242645264,1667811758.5993862,,,,,,,,,,,,,,,
297,1091549,0,2753.8301622867584,1667811766.3702242,,,,,,,,,,,,,,,
298,1092747,0,2755.739060163498,1667811768.279122,,,,,,,,,,,,,,,
299,1096266,0,2762.1625814437866,1667811774.7026434,,,,,,,,,,,,,,,
300,1097553,0,2764.5075721740723,1667811777.0476341,,,,,,,,,,,,,,,
301,1105980,0,2781.129053592682,1667811793.6691155,0.0,0.0006666666666666666,9.0,0.0,0.01,9.0,0.0,0.0,0.0,0.9826666666666667,0.6,152847.0,0.4,0.0,1408.0
302,1107585,0,2784.795731782913,1667811797.3357937,,,,,,,,,,,,,,,
303,1110388,0,2790.7503654956818,1667811803.2904274,,,,,,,,,,,,,,,
304,1120523,0,2813.149402618408,1667811825.6894646,,,,,,,,,,,,,,,
305,1133493,0,2838.5591716766357,1667811851.0992336,,,,,,,,,,,,,,,
306,1149452,0,2866.0518243312836,1667811878.5918863,,,,,,,,,,,,,,,
307,1153346,0,2872.9579837322235,1667811885.4980457,,,,,,,,,,,,,,,
308,1155154,0,2875.949822664261,1667811888.4898846,,,,,,,,,,,,,,,
309,1157139,0,2879.08873128891,1667811891.6287932,,,,,,,,,,,,,,,
310,1160888,0,2885.736451148987,1667811898.276513,,,,,,,,,,,,,,,
311,1163495,0,2890.186873435974,1667811902.7269354,,,,,,,,,,,,,,,
312,1164649,0,2892.299059152603,1667811904.839121,,,,,,,,,,,,,,,
313,1165726,0,2894.193537712097,1667811906.7335997,,,,,,,,,,,,,,,
