j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= -368.52793168934045 -- cost1= 0.0 6341 --cost2= -5212.742857142873 8477 epsilon= 0.015
step= 1 -- reward= -648.2962593537351 -- cost1= 0.0 6311 --cost2= -9447.357142857187 8558 epsilon= 0.013554030054147672
step= 2 -- reward= -648.0153812358225 -- cost1= 0.0 6326 --cost2= -9442.70000000005 8538 epsilon= 0.01224744871391589
step= 3 -- reward= -648.2610620748238 -- cost1= 0.0 6297 --cost2= -9383.97142857147 8540 epsilon= 0.011066819197003216
step= 4 -- reward= -648.2243650793589 -- cost1= 0.0 6320 --cost2= -9380.485714285747 8525 epsilon= 0.01
step= 5 -- reward= -647.8299985827622 -- cost1= 0.0 6373 --cost2= -9358.11428571432 8567 epsilon= 0.01
step= 6 -- reward= -648.3325510204015 -- cost1= 0.0 6360 --cost2= -9430.800000000045 8556 epsilon= 0.01
step= 7 -- reward= -648.5785119047575 -- cost1= 0.0 6309 --cost2= -9494.171428571477 8521 epsilon= 0.01
step= 8 -- reward= -648.5706595804926 -- cost1= 0.0 6362 --cost2= -9512.88571428575 8590 epsilon= 0.01
step= 9 -- reward= -648.2587074829873 -- cost1= 0.0 6370 --cost2= -9465.757142857175 8526 epsilon= 0.01
step= 10 -- reward= -648.3644982993128 -- cost1= 0.0 6308 --cost2= -9402.385714285761 8546 epsilon= 0.01
step= 11 -- reward= -648.4743534580433 -- cost1= 0.0 6313 --cost2= -9529.742857142906 8540 epsilon= 0.01
step= 12 -- reward= -648.2546836734632 -- cost1= 0.0 6319 --cost2= -9575.757142857181 8576 epsilon= 0.01
step= 13 -- reward= -647.9384719387692 -- cost1= 0.0 6394 --cost2= -9471.485714285749 8549 epsilon= 0.01
step= 14 -- reward= -647.7288543083845 -- cost1= 0.0 6402 --cost2= -9315.871428571454 8528 epsilon= 0.01
step= 15 -- reward= -648.4679676870685 -- cost1= 0.0 6342 --cost2= -9531.65714285719 8581 epsilon= 0.01
step= 16 -- reward= -648.1616091269779 -- cost1= 0.0 6404 --cost2= -9477.61428571432 8515 epsilon= 0.01
step= 17 -- reward= -648.5408015872948 -- cost1= 0.0 6346 --cost2= -9579.728571428614 8527 epsilon= 0.01
step= 18 -- reward= -648.1557392290193 -- cost1= 0.0 6337 --cost2= -9498.528571428615 8548 epsilon= 0.01
step= 19 -- reward= -648.2559549319664 -- cost1= 0.0 6321 --cost2= -9414.600000000033 8566 epsilon= 0.01
step= 20 -- reward= -648.369564909291 -- cost1= 0.0 6342 --cost2= -9448.457142857178 8545 epsilon= 0.01
step= 21 -- reward= -648.3121003401305 -- cost1= 0.0 6398 --cost2= -9551.47142857147 8602 epsilon= 0.01
step= 22 -- reward= -648.1290943877495 -- cost1= 0.0 6332 --cost2= -9460.15714285718 8577 epsilon= 0.01
step= 23 -- reward= -648.4955632086095 -- cost1= 0.0 6279 --cost2= -9532.900000000034 8556 epsilon= 0.01
step= 24 -- reward= -648.2006275510142 -- cost1= 0.0 6329 --cost2= -9417.128571428611 8510 epsilon= 0.01
step= 25 -- reward= -648.1853908730101 -- cost1= 0.0 6301 --cost2= -9369.900000000045 8522 epsilon= 0.01
step= 26 -- reward= -648.5219501133731 -- cost1= 0.0 6338 --cost2= -9513.242857142903 8568 epsilon= 0.01
step= 27 -- reward= -648.4961969954572 -- cost1= 0.0 6409 --cost2= -9545.028571428613 8549 epsilon= 0.01
step= 28 -- reward= -648.147780045346 -- cost1= 0.0 6310 --cost2= -9545.214285714319 8568 epsilon= 0.01
step= 29 -- reward= -648.0088886054374 -- cost1= 0.0 6364 --cost2= -9380.51428571432 8577 epsilon= 0.01
step= 30 -- reward= -647.9861938775449 -- cost1= 0.0 6346 --cost2= -9449.257142857175 8527 epsilon= 0.01
step= 31 -- reward= -648.1123911564573 -- cost1= 0.0 6324 --cost2= -9416.914285714329 8549 epsilon= 0.01
step= 32 -- reward= -648.4746040249363 -- cost1= 0.0 6354 --cost2= -9495.628571428604 8503 epsilon= 0.01
step= 33 -- reward= -647.6184906462536 -- cost1= 0.0 6410 --cost2= -9344.40000000005 8555 epsilon= 0.01
step= 34 -- reward= -648.4096740362751 -- cost1= 0.0 6240 --cost2= -9573.957142857178 8507 epsilon= 0.01
step= 35 -- reward= -648.6227553854816 -- cost1= 0.0 6382 --cost2= -9587.700000000044 8511 epsilon= 0.01
step= 36 -- reward= -648.3319725056617 -- cost1= 0.0 6341 --cost2= -9494.78571428575 8549 epsilon= 0.01
step= 37 -- reward= -648.3750552721029 -- cost1= 0.0 6310 --cost2= -9463.45714285718 8540 epsilon= 0.01
step= 38 -- reward= -648.507155612239 -- cost1= 0.0 6312 --cost2= -9491.257142857181 8531 epsilon= 0.01
step= 39 -- reward= -648.4580445011273 -- cost1= 0.0 6305 --cost2= -9562.542857142913 8579 epsilon= 0.01
step= 40 -- reward= -648.3403812358224 -- cost1= 0.0 6362 --cost2= -9362.971428571469 8543 epsilon= 0.01
step= 41 -- reward= -647.9397026643925 -- cost1= 0.0 6371 --cost2= -9451.814285714341 8538 epsilon= 0.01
step= 42 -- reward= -648.0749314058901 -- cost1= 0.0 6413 --cost2= -9298.500000000045 8534 epsilon= 0.01
step= 43 -- reward= -648.3662080498802 -- cost1= 0.0 6311 --cost2= -9383.257142857185 8540 epsilon= 0.01
step= 44 -- reward= -648.2549821428502 -- cost1= 0.0 6333 --cost2= -9472.842857142901 8551 epsilon= 0.01
step= 45 -- reward= -648.5873112244835 -- cost1= 0.0 6340 --cost2= -9487.257142857175 8543 epsilon= 0.01
step= 46 -- reward= -647.6943239795869 -- cost1= 0.0 6323 --cost2= -9408.442857142902 8549 epsilon= 0.01
step= 47 -- reward= -648.0929648526018 -- cost1= 0.0 6260 --cost2= -9443.742857142883 8527 epsilon= 0.01
step= 48 -- reward= -648.5306609977255 -- cost1= 0.0 6316 --cost2= -9530.42857142862 8576 epsilon= 0.01
step= 49 -- reward= -648.5441142290183 -- cost1= 0.0 6375 --cost2= -9553.714285714328 8567 epsilon= 0.01
step= 50 -- reward= -647.8231448412645 -- cost1= 0.0 6333 --cost2= -9280.071428571457 8531 epsilon= 0.01
step= 51 -- reward= -648.2613236961391 -- cost1= 0.0 6335 --cost2= -9432.92857142861 8601 epsilon= 0.01
step= 52 -- reward= -648.5441510770926 -- cost1= 0.0 6293 --cost2= -9518.771428571474 8517 epsilon= 0.01
step= 53 -- reward= -648.6292332766373 -- cost1= 0.0 6401 --cost2= -9558.74285714289 8553 epsilon= 0.01
step= 54 -- reward= -648.2728129251628 -- cost1= 0.0 6330 --cost2= -9414.08571428576 8540 epsilon= 0.01
step= 55 -- reward= -648.4117117346879 -- cost1= 0.0 6257 --cost2= -9428.971428571465 8515 epsilon= 0.01
step= 56 -- reward= -648.5623429705153 -- cost1= 0.0 6320 --cost2= -9552.814285714318 8544 epsilon= 0.01
step= 57 -- reward= -647.8722633219897 -- cost1= 0.0 6333 --cost2= -9479.657142857177 8571 epsilon= 0.01
step= 58 -- reward= -647.5708608276592 -- cost1= 0.0 6376 --cost2= -9300.942857142893 8572 epsilon= 0.01
step= 59 -- reward= -648.2932120181349 -- cost1= 0.0 6299 --cost2= -9472.200000000059 8573 epsilon= 0.01
step= 60 -- reward= -648.3301411564568 -- cost1= 0.0 6370 --cost2= -9415.9428571429 8536 epsilon= 0.01
step= 61 -- reward= -648.6135323129193 -- cost1= 0.0 6315 --cost2= -9499.557142857188 8543 epsilon= 0.01
step= 62 -- reward= -648.1439404761851 -- cost1= 0.0 6351 --cost2= -9484.27142857147 8536 epsilon= 0.01
step= 63 -- reward= -648.2819512471582 -- cost1= 0.0 6338 --cost2= -9517.15714285717 8566 epsilon= 0.01
step= 64 -- reward= -648.1376136621243 -- cost1= 0.0 6318 --cost2= -9492.357142857185 8519 epsilon= 0.01
step= 65 -- reward= -648.1693214285652 -- cost1= 0.0 6350 --cost2= -9483.700000000046 8553 epsilon= 0.01
step= 66 -- reward= -648.3053608276573 -- cost1= 0.0 6298 --cost2= -9424.442857142894 8528 epsilon= 0.01
step= 67 -- reward= -648.3077080498807 -- cost1= 0.0 6360 --cost2= -9517.471428571462 8574 epsilon= 0.01
step= 68 -- reward= -648.1595051020361 -- cost1= 0.0 6370 --cost2= -9401.585714285759 8545 epsilon= 0.01
step= 69 -- reward= -648.2168996598575 -- cost1= 0.0 6387 --cost2= -9536.32857142861 8531 epsilon= 0.01
step= 70 -- reward= -647.7841927437591 -- cost1= 0.0 6310 --cost2= -9374.542857142902 8576 epsilon= 0.01
step= 71 -- reward= -647.9121660997666 -- cost1= 0.0 6309 --cost2= -9326.328571428605 8552 epsilon= 0.01
step= 72 -- reward= -648.0531615646203 -- cost1= 0.0 6385 --cost2= -9372.10000000004 8585 epsilon= 0.01
step= 73 -- reward= -648.8178696145055 -- cost1= 0.0 6366 --cost2= -9531.257142857185 8525 epsilon= 0.01
step= 74 -- reward= -648.5314532312867 -- cost1= 0.0 6330 --cost2= -9446.600000000046 8549 epsilon= 0.01
step= 75 -- reward= -648.4252718253897 -- cost1= 0.0 6333 --cost2= -9464.00000000005 8545 epsilon= 0.01
