j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= 0.0 -- cost1= 0.0 6588 --cost2= 0.0 8388 epsilon= 0.015
step= 1 -- reward= 0.0 -- cost1= 0.0 6536 --cost2= 0.0 8464 epsilon= 0.013554030054147672
step= 2 -- reward= 0.0 -- cost1= 0.0 6514 --cost2= 0.0 8486 epsilon= 0.01224744871391589
step= 3 -- reward= 0.0 -- cost1= 0.0 6534 --cost2= 0.0 8466 epsilon= 0.011066819197003216
step= 4 -- reward= 0.0 -- cost1= 0.0 6534 --cost2= 0.0 8466 epsilon= 0.01
step= 5 -- reward= 0.0 -- cost1= 0.0 6473 --cost2= 0.0 8409 epsilon= 0.01
step= 6 -- reward= 0.0 -- cost1= 0.0 6416 --cost2= 0.0 8491 epsilon= 0.01
step= 7 -- reward= -2.7717297979797975 -- cost1= -65.0 6295 --cost2= 0.0 8519 epsilon= 0.01
step= 8 -- reward= -19.331399572649595 -- cost1= -455.0 6270 --cost2= 0.0 8504 epsilon= 0.01
step= 9 -- reward= -20.028295454545482 -- cost1= -466.0 6240 --cost2= 0.0 8490 epsilon= 0.01
step= 10 -- reward= -18.504898989899008 -- cost1= -430.0 6251 --cost2= 0.0 8443 epsilon= 0.01
step= 11 -- reward= -17.159507575757587 -- cost1= -395.0 6259 --cost2= 0.0 8551 epsilon= 0.01
step= 12 -- reward= -16.081412198912215 -- cost1= -380.0 6279 --cost2= 0.0 8587 epsilon= 0.01
step= 13 -- reward= -22.098825757575774 -- cost1= -533.0 6244 --cost2= 0.0 8488 epsilon= 0.01
step= 14 -- reward= -19.60671717171719 -- cost1= -457.0 6269 --cost2= 0.0 8362 epsilon= 0.01
step= 15 -- reward= -19.62761363636365 -- cost1= -457.0 6260 --cost2= 0.0 8569 epsilon= 0.01
step= 16 -- reward= -20.80092365967368 -- cost1= -486.0 6259 --cost2= 0.0 8523 epsilon= 0.01
step= 17 -- reward= -17.54336926961929 -- cost1= -414.0 6283 --cost2= 0.0 8570 epsilon= 0.01
step= 18 -- reward= -19.399888306138333 -- cost1= -456.0 6231 --cost2= 0.0 8526 epsilon= 0.01
step= 19 -- reward= -15.44132575757577 -- cost1= -367.0 6289 --cost2= 0.0 8452 epsilon= 0.01
step= 20 -- reward= -19.737664141414168 -- cost1= -464.0 6254 --cost2= 0.0 8463 epsilon= 0.01
step= 21 -- reward= -19.15866744366747 -- cost1= -450.0 6273 --cost2= 0.0 8568 epsilon= 0.01
