j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= -427.9606964285676 -- cost1= 0.0 6346 --cost2= -6422.728571428585 8650 epsilon= 0.015
step= 1 -- reward= -687.0983769563738 -- cost1= -976.0 5922 --cost2= -9948.814285714338 9078 epsilon= 0.013554030054147672
step= 2 -- reward= -707.5897669076932 -- cost1= -1496.0 5885 --cost2= -9964.142857142902 9115 epsilon= 0.01224744871391589
step= 3 -- reward= -707.5725707209438 -- cost1= -1484.0 5866 --cost2= -9876.314285714334 9134 epsilon= 0.011066819197003216
step= 4 -- reward= -707.6603249666979 -- cost1= -1488.0 5901 --cost2= -9909.45714285717 9099 epsilon= 0.01
step= 5 -- reward= -709.7263870990108 -- cost1= -1537.0 5868 --cost2= -9844.285714285768 9132 epsilon= 0.01
step= 6 -- reward= -712.1798371212091 -- cost1= -1580.0 5860 --cost2= -9959.942857142894 9140 epsilon= 0.01
step= 7 -- reward= -706.6032297563522 -- cost1= -1461.0 5908 --cost2= -9986.400000000049 9092 epsilon= 0.01
step= 8 -- reward= -711.625277222775 -- cost1= -1584.0 5856 --cost2= -10034.857142857192 9144 epsilon= 0.01
step= 9 -- reward= -708.7617665112632 -- cost1= -1521.0 5877 --cost2= -9934.585714285757 9123 epsilon= 0.01
step= 10 -- reward= -706.9054332056796 -- cost1= -1490.0 5882 --cost2= -9892.414285714316 9118 epsilon= 0.01
step= 11 -- reward= -707.6084646742107 -- cost1= -1491.0 5872 --cost2= -10054.557142857182 9128 epsilon= 0.01
step= 12 -- reward= -707.9103251054463 -- cost1= -1500.0 5857 --cost2= -10067.90000000005 9143 epsilon= 0.01
step= 13 -- reward= -711.6168491785975 -- cost1= -1617.0 5865 --cost2= -9969.55714285719 9135 epsilon= 0.01
step= 14 -- reward= -708.6720640371514 -- cost1= -1540.0 5903 --cost2= -9782.657142857186 9097 epsilon= 0.01
step= 15 -- reward= -712.4105203407679 -- cost1= -1594.0 5824 --cost2= -10044.700000000046 9176 epsilon= 0.01
step= 16 -- reward= -709.9444881229853 -- cost1= -1556.0 5880 --cost2= -9960.542857142895 9120 epsilon= 0.01
step= 17 -- reward= -709.388015318013 -- cost1= -1554.0 5858 --cost2= -10061.314285714328 9142 epsilon= 0.01
step= 18 -- reward= -709.5480217143939 -- cost1= -1542.0 5855 --cost2= -9982.385714285749 9145 epsilon= 0.01
step= 19 -- reward= -707.2044168054136 -- cost1= -1475.0 5886 --cost2= -9901.528571428606 9114 epsilon= 0.01
step= 20 -- reward= -710.3746608669084 -- cost1= -1559.0 5865 --cost2= -9941.52857142861 9135 epsilon= 0.01
step= 21 -- reward= -714.1387062659534 -- cost1= -1626.0 5805 --cost2= -10067.971428571482 9195 epsilon= 0.01
step= 22 -- reward= -709.3794985986202 -- cost1= -1535.0 5864 --cost2= -9953.342857142898 9136 epsilon= 0.01
