j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= 0.0 -- cost1= 0.0 6509 --cost2= 0.0 7511 epsilon= 0.015
step= 1 -- reward= -53.802809829059804 -- cost1= -1390.0 6089 --cost2= 0.0 7499 epsilon= 0.013554030054147672
step= 2 -- reward= -62.706633158508026 -- cost1= -1620.0 6110 --cost2= 0.0 7470 epsilon= 0.01224744871391589
step= 3 -- reward= -64.02487276612264 -- cost1= -1646.0 6064 --cost2= 0.0 7451 epsilon= 0.011066819197003216
step= 4 -- reward= -66.03803661616149 -- cost1= -1700.0 6044 --cost2= 0.0 7414 epsilon= 0.01
step= 5 -- reward= -66.68686091686084 -- cost1= -1705.0 6054 --cost2= 0.0 7372 epsilon= 0.01
step= 6 -- reward= -68.86821192696179 -- cost1= -1751.0 6030 --cost2= 0.0 7522 epsilon= 0.01
step= 7 -- reward= -63.0078447940947 -- cost1= -1643.0 6089 --cost2= 0.0 7479 epsilon= 0.01
step= 8 -- reward= -66.47691045066034 -- cost1= -1716.0 6075 --cost2= 0.0 7508 epsilon= 0.01
step= 9 -- reward= -64.84066919191913 -- cost1= -1678.0 6077 --cost2= 0.0 7493 epsilon= 0.01
step= 10 -- reward= -62.24957167832162 -- cost1= -1638.0 6091 --cost2= 0.0 7438 epsilon= 0.01
step= 11 -- reward= -63.59309149184137 -- cost1= -1645.0 6072 --cost2= 0.0 7545 epsilon= 0.01
step= 12 -- reward= -62.695288461538325 -- cost1= -1622.0 6088 --cost2= 0.0 7583 epsilon= 0.01
step= 13 -- reward= -67.80100570181439 -- cost1= -1781.0 6070 --cost2= 0.0 7486 epsilon= 0.01
step= 14 -- reward= -66.21435217560216 -- cost1= -1709.0 6077 --cost2= 0.0 7371 epsilon= 0.01
step= 15 -- reward= -65.99631993006986 -- cost1= -1707.0 6064 --cost2= 0.0 7565 epsilon= 0.01
step= 16 -- reward= -64.96972707847695 -- cost1= -1685.0 6107 --cost2= 0.0 7500 epsilon= 0.01
step= 17 -- reward= -63.128741258741144 -- cost1= -1655.0 6102 --cost2= 0.0 7557 epsilon= 0.01
step= 18 -- reward= -65.28078574203566 -- cost1= -1686.0 6063 --cost2= 0.0 7512 epsilon= 0.01
