j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= 0.0 -- cost1= 0.0 6614 --cost2= 0.0 7511 epsilon= 0.015
step= 1 -- reward= 0.0 -- cost1= 0.0 6506 --cost2= 0.0 7498 epsilon= 0.013554030054147672
step= 2 -- reward= -6.001782245532241 -- cost1= -153.0 6312 --cost2= 0.0 7471 epsilon= 0.01224744871391589
step= 3 -- reward= -33.96061674436678 -- cost1= -824.0 6178 --cost2= 0.0 7451 epsilon= 0.011066819197003216
step= 4 -- reward= -37.41434537684544 -- cost1= -912.0 6122 --cost2= 0.0 7414 epsilon= 0.01
step= 5 -- reward= -38.40503593628591 -- cost1= -924.0 6132 --cost2= 0.0 7372 epsilon= 0.01
step= 6 -- reward= -40.40059343434342 -- cost1= -951.0 6123 --cost2= 0.0 7522 epsilon= 0.01
step= 7 -- reward= -37.950715811965864 -- cost1= -922.0 6102 --cost2= 0.0 7479 epsilon= 0.01
step= 8 -- reward= -38.006513209013185 -- cost1= -922.0 6160 --cost2= 0.0 7508 epsilon= 0.01
step= 9 -- reward= -38.00915598290603 -- cost1= -917.0 6137 --cost2= 0.0 7493 epsilon= 0.01
step= 10 -- reward= -34.38060217560219 -- cost1= -841.0 6165 --cost2= 0.0 7438 epsilon= 0.01
step= 11 -- reward= -36.45137626262631 -- cost1= -880.0 6135 --cost2= 0.0 7545 epsilon= 0.01
step= 12 -- reward= -34.5142948717949 -- cost1= -843.0 6175 --cost2= 0.0 7583 epsilon= 0.01
step= 13 -- reward= -38.31612373737377 -- cost1= -945.0 6168 --cost2= 0.0 7486 epsilon= 0.01
step= 14 -- reward= -37.36087121212124 -- cost1= -905.0 6184 --cost2= 0.0 7371 epsilon= 0.01
step= 15 -- reward= -38.42895396270398 -- cost1= -924.0 6133 --cost2= 0.0 7565 epsilon= 0.01
step= 16 -- reward= -36.717588383838404 -- cost1= -895.0 6180 --cost2= 0.0 7500 epsilon= 0.01
step= 17 -- reward= -35.43578477078481 -- cost1= -865.0 6180 --cost2= 0.0 7557 epsilon= 0.01
step= 18 -- reward= -36.46708333333332 -- cost1= -876.0 6161 --cost2= 0.0 7512 epsilon= 0.01
step= 19 -- reward= -35.84074689199693 -- cost1= -862.0 6137 --cost2= 0.0 7491 epsilon= 0.01
step= 20 -- reward= -37.89178515928518 -- cost1= -914.0 6163 --cost2= 0.0 7448 epsilon= 0.01
step= 21 -- reward= -38.04351010101012 -- cost1= -923.0 6155 --cost2= 0.0 7557 epsilon= 0.01
step= 22 -- reward= -35.81375874125878 -- cost1= -873.0 6166 --cost2= 0.0 7513 epsilon= 0.01
step= 23 -- reward= -35.67488442113445 -- cost1= -856.0 6129 --cost2= 0.0 7519 epsilon= 0.01
step= 24 -- reward= -34.38978146853149 -- cost1= -840.0 6181 --cost2= 0.0 7410 epsilon= 0.01
step= 25 -- reward= -34.407521367521404 -- cost1= -833.0 6169 --cost2= 0.0 7457 epsilon= 0.01
step= 26 -- reward= -37.337253302253316 -- cost1= -907.0 6161 --cost2= 0.0 7523 epsilon= 0.01
step= 27 -- reward= -39.01138888888885 -- cost1= -952.0 6137 --cost2= 0.0 7559 epsilon= 0.01
step= 28 -- reward= -36.88795454545454 -- cost1= -883.0 6149 --cost2= 0.0 7545 epsilon= 0.01
step= 29 -- reward= -39.28317987567989 -- cost1= -948.0 6112 --cost2= 0.0 7419 epsilon= 0.01
step= 30 -- reward= -35.9816394716395 -- cost1= -870.0 6180 --cost2= 0.0 7490 epsilon= 0.01
step= 31 -- reward= -35.83753399378399 -- cost1= -875.0 6169 --cost2= 0.0 7430 epsilon= 0.01
step= 32 -- reward= -36.09274572649578 -- cost1= -870.0 6195 --cost2= 0.0 7516 epsilon= 0.01
step= 33 -- reward= -40.09716977466974 -- cost1= -974.0 6151 --cost2= 0.0 7444 epsilon= 0.01
step= 34 -- reward= -30.97228535353539 -- cost1= -734.0 6194 --cost2= 0.0 7594 epsilon= 0.01
step= 35 -- reward= -37.471260683760704 -- cost1= -911.0 6178 --cost2= 0.0 7529 epsilon= 0.01
step= 36 -- reward= -37.509722222222244 -- cost1= -903.0 6144 --cost2= 0.0 7565 epsilon= 0.01
step= 37 -- reward= -33.909745532245566 -- cost1= -820.0 6210 --cost2= 0.0 7456 epsilon= 0.01
step= 38 -- reward= -35.659444444444446 -- cost1= -863.0 6138 --cost2= 0.0 7497 epsilon= 0.01
step= 39 -- reward= -37.78420843045842 -- cost1= -910.0 6115 --cost2= 0.0 7600 epsilon= 0.01
step= 40 -- reward= -38.191921134421165 -- cost1= -925.0 6150 --cost2= 0.0 7403 epsilon= 0.01
