j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= -344.0848401360529 -- cost1= 0.0 6454 --cost2= -4865.571428571442 8534 epsilon= 0.015
step= 1 -- reward= -648.1948092403568 -- cost1= 0.0 6387 --cost2= -9446.814285714325 8613 epsilon= 0.013554030054147672
step= 2 -- reward= -647.4830518707425 -- cost1= 0.0 6301 --cost2= -9433.985714285769 8699 epsilon= 0.01224744871391589
step= 3 -- reward= -646.5659552669513 -- cost1= 0.0 6116 --cost2= -9358.457142857173 8884 epsilon= 0.011066819197003216
step= 4 -- reward= -671.1638194028156 -- cost1= -596.0 6023 --cost2= -9351.300000000027 8977 epsilon= 0.01
step= 5 -- reward= -676.2490446914165 -- cost1= -737.0 5963 --cost2= -9330.857142857174 9037 epsilon= 0.01
step= 6 -- reward= -676.5154384920604 -- cost1= -719.0 6002 --cost2= -9373.300000000034 8998 epsilon= 0.01
step= 7 -- reward= -673.9841097652326 -- cost1= -634.0 6023 --cost2= -9471.74285714289 8977 epsilon= 0.01
step= 8 -- reward= -677.664893398266 -- cost1= -721.0 6002 --cost2= -9486.300000000045 8998 epsilon= 0.01
step= 9 -- reward= -674.1190767981998 -- cost1= -688.0 6020 --cost2= -9413.957142857174 8980 epsilon= 0.01
step= 10 -- reward= -672.0178735312264 -- cost1= -656.0 6023 --cost2= -9342.642857142891 8977 epsilon= 0.01
step= 11 -- reward= -673.2594119769077 -- cost1= -628.0 6028 --cost2= -9501.557142857175 8972 epsilon= 0.01
step= 12 -- reward= -675.7216838439316 -- cost1= -691.0 5968 --cost2= -9547.700000000043 9032 epsilon= 0.01
step= 13 -- reward= -678.3425586219319 -- cost1= -794.0 5983 --cost2= -9425.014285714316 9017 epsilon= 0.01
step= 14 -- reward= -675.0596224747467 -- cost1= -729.0 5997 --cost2= -9257.500000000018 9003 epsilon= 0.01
step= 15 -- reward= -677.6528228715713 -- cost1= -713.0 6004 --cost2= -9509.957142857193 8996 epsilon= 0.01
step= 16 -- reward= -676.89941197691 -- cost1= -751.0 5988 --cost2= -9434.728571428599 9012 epsilon= 0.01
step= 17 -- reward= -675.8103236802839 -- cost1= -687.0 6015 --cost2= -9552.200000000024 8985 epsilon= 0.01
step= 18 -- reward= -676.7927350288577 -- cost1= -718.0 5969 --cost2= -9466.914285714323 9031 epsilon= 0.01
step= 19 -- reward= -673.9924531024491 -- cost1= -656.0 5998 --cost2= -9382.314285714328 9002 epsilon= 0.01
step= 20 -- reward= -676.1426325598976 -- cost1= -711.0 6010 --cost2= -9414.92857142861 8990 epsilon= 0.01
step= 21 -- reward= -678.7687212529495 -- cost1= -757.0 5966 --cost2= -9523.800000000041 9034 epsilon= 0.01
step= 22 -- reward= -674.136217584 -- cost1= -678.0 6014 --cost2= -9427.242857142877 8986 epsilon= 0.01
step= 23 -- reward= -673.325924062046 -- cost1= -640.0 5995 --cost2= -9497.58571428574 9005 epsilon= 0.01
step= 24 -- reward= -673.2633234701798 -- cost1= -639.0 6031 --cost2= -9384.928571428609 8969 epsilon= 0.01
step= 25 -- reward= -672.3038566790319 -- cost1= -626.0 6041 --cost2= -9333.771428571468 8959 epsilon= 0.01
step= 26 -- reward= -676.9196936277996 -- cost1= -723.0 6014 --cost2= -9487.100000000042 8986 epsilon= 0.01
step= 27 -- reward= -675.4593771387302 -- cost1= -723.0 6009 --cost2= -9496.085714285748 8991 epsilon= 0.01
step= 28 -- reward= -675.3256426767647 -- cost1= -679.0 6012 --cost2= -9517.614285714315 8988 epsilon= 0.01
step= 29 -- reward= -675.1284764679748 -- cost1= -698.0 5995 --cost2= -9341.485714285744 9005 epsilon= 0.01
step= 30 -- reward= -672.8006193568319 -- cost1= -689.0 5995 --cost2= -9388.51428571431 9005 epsilon= 0.01
step= 31 -- reward= -677.000521825396 -- cost1= -735.0 5966 --cost2= -9378.871428571469 9034 epsilon= 0.01
step= 32 -- reward= -676.7385646000791 -- cost1= -698.0 6024 --cost2= -9485.414285714322 8976 epsilon= 0.01
step= 33 -- reward= -677.3510613275594 -- cost1= -772.0 5977 --cost2= -9300.78571428574 9023 epsilon= 0.01
step= 34 -- reward= -670.0243715728693 -- cost1= -540.0 6044 --cost2= -9536.257142857175 8956 epsilon= 0.01
step= 35 -- reward= -677.3355104617583 -- cost1= -728.0 6023 --cost2= -9553.414285714327 8977 epsilon= 0.01
step= 36 -- reward= -676.3247539682513 -- cost1= -703.0 5991 --cost2= -9462.028571428607 9009 epsilon= 0.01
step= 37 -- reward= -673.3566915584396 -- cost1= -654.0 6016 --cost2= -9428.828571428605 8984 epsilon= 0.01
step= 38 -- reward= -674.7968010600479 -- cost1= -682.0 5970 --cost2= -9451.900000000054 9030 epsilon= 0.01
step= 39 -- reward= -674.8067177128395 -- cost1= -670.0 5990 --cost2= -9529.814285714327 9010 epsilon= 0.01
step= 40 -- reward= -674.6755379560904 -- cost1= -720.0 5974 --cost2= -9304.700000000024 9026 epsilon= 0.01
step= 41 -- reward= -675.6007375798778 -- cost1= -723.0 6033 --cost2= -9407.757142857181 8967 epsilon= 0.01
step= 42 -- reward= -676.4167921661661 -- cost1= -728.0 6006 --cost2= -9254.357142857172 8994 epsilon= 0.01
step= 43 -- reward= -674.2306156204891 -- cost1= -667.0 6002 --cost2= -9348.44285714289 8998 epsilon= 0.01
step= 44 -- reward= -674.8899747474715 -- cost1= -681.0 6010 --cost2= -9437.571428571466 8990 epsilon= 0.01
step= 45 -- reward= -676.0516388472611 -- cost1= -700.0 5997 --cost2= -9457.328571428598 9003 epsilon= 0.01
step= 46 -- reward= -673.3839983766203 -- cost1= -652.0 5998 --cost2= -9364.442857142883 9002 epsilon= 0.01
step= 47 -- reward= -669.4697332607836 -- cost1= -588.0 6018 --cost2= -9385.757142857181 8982 epsilon= 0.01
step= 48 -- reward= -675.3202326423552 -- cost1= -678.0 6006 --cost2= -9495.38571428575 8994 epsilon= 0.01
step= 49 -- reward= -675.5386309523768 -- cost1= -677.0 6038 --cost2= -9530.214285714335 8962 epsilon= 0.01
step= 50 -- reward= -672.7527121212115 -- cost1= -689.0 5977 --cost2= -9210.700000000037 9023 epsilon= 0.01
step= 51 -- reward= -673.6231651820375 -- cost1= -707.0 5984 --cost2= -9369.24285714288 9016 epsilon= 0.01
step= 52 -- reward= -671.7184330808053 -- cost1= -588.0 6057 --cost2= -9491.51428571433 8943 epsilon= 0.01
step= 53 -- reward= -679.1007588383795 -- cost1= -754.0 6013 --cost2= -9532.514285714326 8987 epsilon= 0.01
step= 54 -- reward= -672.7735900072112 -- cost1= -649.0 6023 --cost2= -9371.928571428607 8977 epsilon= 0.01
step= 55 -- reward= -669.9805073953793 -- cost1= -546.0 6067 --cost2= -9403.028571428598 8933 epsilon= 0.01
step= 56 -- reward= -674.2572925685399 -- cost1= -635.0 6031 --cost2= -9530.900000000029 8969 epsilon= 0.01
