j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= -137.05390022675738 -- cost1= 0.0 6341 --cost2= -1792.699999999999 8414 epsilon= 0.015
step= 1 -- reward= -644.4311692176833 -- cost1= 0.0 6313 --cost2= -8866.300000000028 8565 epsilon= 0.013554030054147672
step= 2 -- reward= -645.2441261337829 -- cost1= 0.0 6324 --cost2= -8930.128571428595 8530 epsilon= 0.01224744871391589
step= 3 -- reward= -644.9779872448946 -- cost1= 0.0 6302 --cost2= -8839.68571428575 8542 epsilon= 0.011066819197003216
step= 4 -- reward= -645.5897536848025 -- cost1= 0.0 6321 --cost2= -8870.728571428594 8535 epsilon= 0.01
step= 5 -- reward= -643.2721720521514 -- cost1= 0.0 6367 --cost2= -8809.400000000021 8565 epsilon= 0.01
step= 6 -- reward= -644.5597026643965 -- cost1= 0.0 6359 --cost2= -8890.028571428604 8573 epsilon= 0.01
step= 7 -- reward= -646.4899557823103 -- cost1= 0.0 6311 --cost2= -8946.714285714326 8509 epsilon= 0.01
step= 8 -- reward= -646.6623458049868 -- cost1= 0.0 6371 --cost2= -8994.714285714317 8562 epsilon= 0.01
step= 9 -- reward= -644.029322562356 -- cost1= 0.0 6359 --cost2= -8892.67142857145 8521 epsilon= 0.01
step= 10 -- reward= -643.887081632647 -- cost1= 0.0 6310 --cost2= -8838.71428571431 8540 epsilon= 0.01
step= 11 -- reward= -646.5393837868431 -- cost1= 0.0 6314 --cost2= -9024.1285714286 8527 epsilon= 0.01
step= 12 -- reward= -646.1419552154158 -- cost1= 0.0 6318 --cost2= -9046.042857142898 8531 epsilon= 0.01
step= 13 -- reward= -644.8800708616745 -- cost1= 0.0 6394 --cost2= -8944.514285714304 8521 epsilon= 0.01
step= 14 -- reward= -640.344563208614 -- cost1= 0.0 6398 --cost2= -8706.2142857143 8537 epsilon= 0.01
step= 15 -- reward= -646.1452310090655 -- cost1= 0.0 6357 --cost2= -9024.800000000037 8574 epsilon= 0.01
step= 16 -- reward= -644.8717137188169 -- cost1= 0.0 6390 --cost2= -8927.357142857161 8537 epsilon= 0.01
step= 17 -- reward= -646.0208319160959 -- cost1= 0.0 6352 --cost2= -9033.785714285737 8503 epsilon= 0.01
step= 18 -- reward= -645.40518168934 -- cost1= 0.0 6333 --cost2= -8955.042857142886 8551 epsilon= 0.01
step= 19 -- reward= -644.8514804421743 -- cost1= 0.0 6321 --cost2= -8856.914285714314 8552 epsilon= 0.01
step= 20 -- reward= -645.7918211451203 -- cost1= 0.0 6354 --cost2= -8907.528571428584 8522 epsilon= 0.01
step= 21 -- reward= -646.1570629251659 -- cost1= 0.0 6388 --cost2= -9033.957142857162 8605 epsilon= 0.01
step= 22 -- reward= -644.6720634920605 -- cost1= 0.0 6330 --cost2= -8920.871428571458 8551 epsilon= 0.01
step= 23 -- reward= -645.5127559523768 -- cost1= 0.0 6285 --cost2= -8964.52857142861 8541 epsilon= 0.01
step= 24 -- reward= -644.9006394557797 -- cost1= 0.0 6321 --cost2= -8879.65714285716 8527 epsilon= 0.01
step= 25 -- reward= -643.4529155328761 -- cost1= 0.0 6303 --cost2= -8808.000000000035 8505 epsilon= 0.01
step= 26 -- reward= -646.3833616780026 -- cost1= 0.0 6334 --cost2= -8986.985714285755 8566 epsilon= 0.01
step= 27 -- reward= -645.9363724489745 -- cost1= 0.0 6413 --cost2= -9002.414285714322 8527 epsilon= 0.01
step= 28 -- reward= -645.2272276077067 -- cost1= 0.0 6318 --cost2= -8986.428571428598 8557 epsilon= 0.01
step= 29 -- reward= -644.8392431972748 -- cost1= 0.0 6354 --cost2= -8848.7285714286 8577 epsilon= 0.01
step= 30 -- reward= -644.3574583333304 -- cost1= 0.0 6345 --cost2= -8938.800000000027 8506 epsilon= 0.01
step= 31 -- reward= -644.4598370181377 -- cost1= 0.0 6334 --cost2= -8861.27142857146 8516 epsilon= 0.01
step= 32 -- reward= -646.9744010770937 -- cost1= 0.0 6352 --cost2= -8957.214285714308 8493 epsilon= 0.01
step= 33 -- reward= -644.6570847505649 -- cost1= 0.0 6405 --cost2= -8849.371428571445 8540 epsilon= 0.01
step= 34 -- reward= -645.4983336167753 -- cost1= 0.0 6240 --cost2= -8991.28571428575 8560 epsilon= 0.01
step= 35 -- reward= -646.6348571428542 -- cost1= 0.0 6382 --cost2= -9061.55714285719 8543 epsilon= 0.01
step= 36 -- reward= -645.7343013038516 -- cost1= 0.0 6341 --cost2= -8964.571428571464 8527 epsilon= 0.01
step= 37 -- reward= -646.72758163265 -- cost1= 0.0 6310 --cost2= -8957.871428571463 8521 epsilon= 0.01
step= 38 -- reward= -645.9497409297021 -- cost1= 0.0 6312 --cost2= -8967.614285714328 8547 epsilon= 0.01
step= 39 -- reward= -646.4509631519242 -- cost1= 0.0 6307 --cost2= -9048.085714285746 8546 epsilon= 0.01
step= 40 -- reward= -645.6896561791363 -- cost1= 0.0 6359 --cost2= -8814.200000000024 8534 epsilon= 0.01
step= 41 -- reward= -644.0590626417215 -- cost1= 0.0 6360 --cost2= -8902.528571428598 8561 epsilon= 0.01
step= 42 -- reward= -644.0096751700656 -- cost1= 0.0 6425 --cost2= -8776.628571428591 8564 epsilon= 0.01
step= 43 -- reward= -644.4827307256202 -- cost1= 0.0 6311 --cost2= -8838.14285714288 8555 epsilon= 0.01
step= 44 -- reward= -645.4422361111066 -- cost1= 0.0 6333 --cost2= -8925.042857142882 8532 epsilon= 0.01
step= 45 -- reward= -645.8739665532851 -- cost1= 0.0 6340 --cost2= -8930.600000000022 8528 epsilon= 0.01
step= 46 -- reward= -644.3095337301559 -- cost1= 0.0 6320 --cost2= -8873.928571428598 8526 epsilon= 0.01
step= 47 -- reward= -645.1993778344624 -- cost1= 0.0 6263 --cost2= -8915.942857142869 8529 epsilon= 0.01
step= 48 -- reward= -646.3999138321963 -- cost1= 0.0 6315 --cost2= -8998.400000000021 8554 epsilon= 0.01
step= 49 -- reward= -646.2811967120144 -- cost1= 0.0 6376 --cost2= -9039.957142857194 8569 epsilon= 0.01
step= 50 -- reward= -642.8357582199532 -- cost1= 0.0 6335 --cost2= -8718.485714285749 8551 epsilon= 0.01
step= 51 -- reward= -644.3202859977284 -- cost1= 0.0 6333 --cost2= -8911.871428571454 8595 epsilon= 0.01
step= 52 -- reward= -645.7997803287959 -- cost1= 0.0 6293 --cost2= -8954.58571428574 8531 epsilon= 0.01
step= 53 -- reward= -646.4130649092932 -- cost1= 0.0 6401 --cost2= -9047.385714285749 8537 epsilon= 0.01
step= 54 -- reward= -646.1183798185906 -- cost1= 0.0 6330 --cost2= -8895.700000000033 8504 epsilon= 0.01
step= 55 -- reward= -645.9234535147359 -- cost1= 0.0 6257 --cost2= -8892.02857142861 8528 epsilon= 0.01
step= 56 -- reward= -645.3147454648497 -- cost1= 0.0 6320 --cost2= -9019.75714285718 8563 epsilon= 0.01
step= 57 -- reward= -644.8005158730132 -- cost1= 0.0 6333 --cost2= -8938.928571428585 8564 epsilon= 0.01
step= 58 -- reward= -642.8622335600877 -- cost1= 0.0 6381 --cost2= -8743.271428571456 8520 epsilon= 0.01
step= 59 -- reward= -644.7821839569137 -- cost1= 0.0 6296 --cost2= -8910.714285714304 8581 epsilon= 0.01
step= 60 -- reward= -644.8162389455741 -- cost1= 0.0 6368 --cost2= -8881.600000000028 8559 epsilon= 0.01
step= 61 -- reward= -646.6196094104266 -- cost1= 0.0 6312 --cost2= -8955.21428571432 8530 epsilon= 0.01
step= 62 -- reward= -645.9178857709718 -- cost1= 0.0 6346 --cost2= -8958.07142857147 8543 epsilon= 0.01
step= 63 -- reward= -644.9315476190442 -- cost1= 0.0 6344 --cost2= -8971.814285714318 8569 epsilon= 0.01
step= 64 -- reward= -645.0880155895652 -- cost1= 0.0 6320 --cost2= -8947.200000000028 8513 epsilon= 0.01
step= 65 -- reward= -645.1098370181378 -- cost1= 0.0 6345 --cost2= -8934.328571428587 8570 epsilon= 0.01
step= 66 -- reward= -645.3783010204028 -- cost1= 0.0 6305 --cost2= -8866.957142857163 8512 epsilon= 0.01
step= 67 -- reward= -645.9579912131474 -- cost1= 0.0 6358 --cost2= -8986.428571428592 8554 epsilon= 0.01
step= 68 -- reward= -644.0316034580463 -- cost1= 0.0 6370 --cost2= -8833.385714285745 8534 epsilon= 0.01
step= 69 -- reward= -645.9910660430802 -- cost1= 0.0 6388 --cost2= -8999.271428571456 8517 epsilon= 0.01
step= 70 -- reward= -644.3740325963702 -- cost1= 0.0 6308 --cost2= -8857.628571428595 8565 epsilon= 0.01
step= 71 -- reward= -644.589030045349 -- cost1= 0.0 6310 --cost2= -8825.685714285748 8541 epsilon= 0.01
step= 72 -- reward= -645.0388713151898 -- cost1= 0.0 6396 --cost2= -8842.457142857169 8568 epsilon= 0.01
step= 73 -- reward= -647.2666320861633 -- cost1= 0.0 6357 --cost2= -9029.985714285755 8502 epsilon= 0.01
