j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= -35.977108585858595 -- cost1= -1028.0 6292 --cost2= 0.0 8010 epsilon= 0.015
step= 1 -- reward= -99.70449446386898 -- cost1= -2825.0 5955 --cost2= 0.0 7988 epsilon= 0.013554030054147672
step= 2 -- reward= -97.94152243589696 -- cost1= -2772.0 5999 --cost2= 0.0 7966 epsilon= 0.01224744871391589
step= 3 -- reward= -97.84820512820465 -- cost1= -2775.0 5992 --cost2= 0.0 7930 epsilon= 0.011066819197003216
step= 4 -- reward= -98.70034330865155 -- cost1= -2794.0 6001 --cost2= 0.0 7916 epsilon= 0.01
step= 5 -- reward= -100.45576000388444 -- cost1= -2857.0 5972 --cost2= 0.0 7888 epsilon= 0.01
step= 6 -- reward= -102.56115044677485 -- cost1= -2885.0 5946 --cost2= 0.0 8012 epsilon= 0.01
step= 7 -- reward= -96.46635149572604 -- cost1= -2735.0 6050 --cost2= 0.0 7995 epsilon= 0.01
step= 8 -- reward= -99.18962412587351 -- cost1= -2822.0 6021 --cost2= 0.0 8023 epsilon= 0.01
step= 9 -- reward= -98.00997766122717 -- cost1= -2793.0 6017 --cost2= 0.0 7985 epsilon= 0.01
step= 10 -- reward= -95.67313871177795 -- cost1= -2740.0 6047 --cost2= 0.0 7952 epsilon= 0.01
step= 11 -- reward= -96.7285790598286 -- cost1= -2766.0 6003 --cost2= 0.0 8064 epsilon= 0.01
step= 12 -- reward= -95.96981934731892 -- cost1= -2719.0 6036 --cost2= 0.0 8079 epsilon= 0.01
step= 13 -- reward= -99.92809829059783 -- cost1= -2882.0 6029 --cost2= 0.0 7997 epsilon= 0.01
step= 14 -- reward= -98.36077308720621 -- cost1= -2817.0 6035 --cost2= 0.0 7843 epsilon= 0.01
step= 15 -- reward= -100.8549067599062 -- cost1= -2846.0 5982 --cost2= 0.0 8079 epsilon= 0.01
step= 16 -- reward= -99.90931843891346 -- cost1= -2851.0 5993 --cost2= 0.0 7993 epsilon= 0.01
step= 17 -- reward= -97.4691060777453 -- cost1= -2812.0 6009 --cost2= 0.0 8073 epsilon= 0.01
step= 18 -- reward= -98.24246017870979 -- cost1= -2785.0 6022 --cost2= 0.0 8006 epsilon= 0.01
step= 19 -- reward= -98.06209110334062 -- cost1= -2765.0 6006 --cost2= 0.0 7960 epsilon= 0.01
step= 20 -- reward= -99.97384369715198 -- cost1= -2835.0 5992 --cost2= 0.0 7929 epsilon= 0.01
step= 21 -- reward= -101.14055167055128 -- cost1= -2857.0 5996 --cost2= 0.0 8081 epsilon= 0.01
step= 22 -- reward= -96.85900589606435 -- cost1= -2775.0 6019 --cost2= 0.0 8026 epsilon= 0.01
step= 23 -- reward= -97.92603146853097 -- cost1= -2747.0 5991 --cost2= 0.0 8013 epsilon= 0.01
step= 24 -- reward= -95.06756081744997 -- cost1= -2723.0 6051 --cost2= 0.0 7904 epsilon= 0.01
step= 25 -- reward= -97.06146998834451 -- cost1= -2738.0 6020 --cost2= 0.0 7929 epsilon= 0.01
step= 26 -- reward= -98.79087923922425 -- cost1= -2832.0 6016 --cost2= 0.0 8055 epsilon= 0.01
step= 27 -- reward= -101.5263947163942 -- cost1= -2904.0 5956 --cost2= 0.0 8043 epsilon= 0.01
step= 28 -- reward= -98.43704508318443 -- cost1= -2783.0 6017 --cost2= 0.0 8048 epsilon= 0.01
step= 29 -- reward= -98.99271364664692 -- cost1= -2828.0 6002 --cost2= 0.0 7934 epsilon= 0.01
step= 30 -- reward= -96.73562060080397 -- cost1= -2747.0 6053 --cost2= 0.0 8012 epsilon= 0.01
step= 31 -- reward= -97.71702068764525 -- cost1= -2775.0 6030 --cost2= 0.0 7924 epsilon= 0.01
step= 32 -- reward= -97.7422746697742 -- cost1= -2796.0 6038 --cost2= 0.0 7988 epsilon= 0.01
step= 33 -- reward= -103.33027886329289 -- cost1= -2931.0 5960 --cost2= 0.0 7939 epsilon= 0.01
step= 34 -- reward= -95.84778651903586 -- cost1= -2685.0 5987 --cost2= 0.0 8073 epsilon= 0.01
step= 35 -- reward= -100.96502428127393 -- cost1= -2871.0 6000 --cost2= 0.0 8035 epsilon= 0.01
step= 36 -- reward= -100.72808469308417 -- cost1= -2848.0 5964 --cost2= 0.0 8077 epsilon= 0.01
step= 37 -- reward= -96.36178613053566 -- cost1= -2730.0 6041 --cost2= 0.0 7961 epsilon= 0.01
step= 38 -- reward= -98.17827942890386 -- cost1= -2776.0 5978 --cost2= 0.0 7992 epsilon= 0.01
step= 39 -- reward= -97.2577488973439 -- cost1= -2770.0 6002 --cost2= 0.0 8087 epsilon= 0.01
step= 40 -- reward= -99.80519376456829 -- cost1= -2827.0 5980 --cost2= 0.0 7893 epsilon= 0.01
step= 41 -- reward= -99.24901418026369 -- cost1= -2856.0 6017 --cost2= 0.0 7999 epsilon= 0.01
step= 42 -- reward= -100.24163118743954 -- cost1= -2844.0 5999 --cost2= 0.0 7857 epsilon= 0.01
step= 43 -- reward= -98.1179632867128 -- cost1= -2772.0 6009 --cost2= 0.0 7889 epsilon= 0.01
step= 44 -- reward= -97.69049825174775 -- cost1= -2790.0 6018 --cost2= 0.0 7992 epsilon= 0.01
step= 45 -- reward= -97.83897095959537 -- cost1= -2787.0 6025 --cost2= 0.0 8002 epsilon= 0.01
step= 46 -- reward= -96.67269619269575 -- cost1= -2741.0 6037 --cost2= 0.0 7946 epsilon= 0.01
step= 47 -- reward= -94.90997426184882 -- cost1= -2676.0 6040 --cost2= 0.0 8001 epsilon= 0.01
step= 48 -- reward= -97.73744900932343 -- cost1= -2777.0 6026 --cost2= 0.0 8043 epsilon= 0.01
step= 49 -- reward= -98.91591977466913 -- cost1= -2829.0 6014 --cost2= 0.0 8068 epsilon= 0.01
step= 50 -- reward= -98.09986693861643 -- cost1= -2771.0 6005 --cost2= 0.0 7813 epsilon= 0.01
step= 51 -- reward= -99.63291858060182 -- cost1= -2821.0 5998 --cost2= 0.0 7994 epsilon= 0.01
step= 52 -- reward= -93.84263120457936 -- cost1= -2677.0 6062 --cost2= 0.0 8022 epsilon= 0.01
step= 53 -- reward= -102.12779040403986 -- cost1= -2914.0 5983 --cost2= 0.0 8090 epsilon= 0.01
step= 54 -- reward= -97.67575563325518 -- cost1= -2784.0 5994 --cost2= 0.0 7938 epsilon= 0.01
step= 55 -- reward= -93.70444638694596 -- cost1= -2653.0 6046 --cost2= 0.0 7979 epsilon= 0.01
step= 56 -- reward= -96.83928901572239 -- cost1= -2748.0 6036 --cost2= 0.0 8064 epsilon= 0.01
step= 57 -- reward= -95.84677541820876 -- cost1= -2743.0 6059 --cost2= 0.0 7957 epsilon= 0.01
step= 58 -- reward= -100.74282536907486 -- cost1= -2879.0 5994 --cost2= 0.0 7891 epsilon= 0.01
step= 59 -- reward= -97.22557752296679 -- cost1= -2750.0 6011 --cost2= 0.0 7936 epsilon= 0.01
step= 60 -- reward= -100.44668949106408 -- cost1= -2829.0 5986 --cost2= 0.0 7980 epsilon= 0.01
step= 61 -- reward= -97.94528749028689 -- cost1= -2794.0 6002 --cost2= 0.0 8014 epsilon= 0.01
step= 62 -- reward= -96.56362773664203 -- cost1= -2780.0 6054 --cost2= 0.0 7986 epsilon= 0.01
step= 63 -- reward= -98.65804972804924 -- cost1= -2806.0 6002 --cost2= 0.0 8007 epsilon= 0.01
