j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= 0.0 -- cost1= 0.0 6619 --cost2= 0.0 7511 epsilon= 0.015
step= 1 -- reward= 0.0 -- cost1= 0.0 6584 --cost2= 0.0 7494 epsilon= 0.013554030054147672
step= 2 -- reward= 0.0 -- cost1= 0.0 6642 --cost2= 0.0 7475 epsilon= 0.01224744871391589
step= 3 -- reward= 0.0 -- cost1= 0.0 6618 --cost2= 0.0 7448 epsilon= 0.011066819197003216
step= 4 -- reward= 0.0 -- cost1= 0.0 6611 --cost2= 0.0 7417 epsilon= 0.01
step= 5 -- reward= 0.0 -- cost1= 0.0 6599 --cost2= 0.0 7372 epsilon= 0.01
step= 6 -- reward= 0.0 -- cost1= 0.0 6554 --cost2= 0.0 7522 epsilon= 0.01
step= 7 -- reward= 0.0 -- cost1= 0.0 6555 --cost2= 0.0 7479 epsilon= 0.01
step= 8 -- reward= 0.0 -- cost1= 0.0 6499 --cost2= 0.0 7509 epsilon= 0.01
step= 9 -- reward= 0.0 -- cost1= 0.0 6419 --cost2= 0.0 7492 epsilon= 0.01
step= 10 -- reward= -4.664633838383836 -- cost1= -108.0 6259 --cost2= 0.0 7438 epsilon= 0.01
step= 11 -- reward= -20.0168181818182 -- cost1= -466.0 6188 --cost2= 0.0 7545 epsilon= 0.01
step= 12 -- reward= -19.290101010101033 -- cost1= -451.0 6208 --cost2= 0.0 7583 epsilon= 0.01
step= 13 -- reward= -23.896755050505067 -- cost1= -569.0 6208 --cost2= 0.0 7486 epsilon= 0.01
step= 14 -- reward= -22.15093628593632 -- cost1= -515.0 6211 --cost2= 0.0 7371 epsilon= 0.01
step= 15 -- reward= -23.499936868686905 -- cost1= -545.0 6170 --cost2= 0.0 7565 epsilon= 0.01
step= 16 -- reward= -23.10939782439785 -- cost1= -537.0 6210 --cost2= 0.0 7500 epsilon= 0.01
step= 17 -- reward= -19.579139471639497 -- cost1= -462.0 6234 --cost2= 0.0 7557 epsilon= 0.01
step= 18 -- reward= -20.98442113442115 -- cost1= -489.0 6198 --cost2= 0.0 7512 epsilon= 0.01
step= 19 -- reward= -18.991477272727288 -- cost1= -445.0 6209 --cost2= 0.0 7491 epsilon= 0.01
step= 20 -- reward= -22.21603535353539 -- cost1= -527.0 6193 --cost2= 0.0 7448 epsilon= 0.01
step= 21 -- reward= -22.77547105672109 -- cost1= -523.0 6201 --cost2= 0.0 7556 epsilon= 0.01
step= 22 -- reward= -19.36056818181818 -- cost1= -462.0 6231 --cost2= 0.0 7514 epsilon= 0.01
step= 23 -- reward= -20.07564393939396 -- cost1= -470.0 6165 --cost2= 0.0 7519 epsilon= 0.01
step= 24 -- reward= -20.592901126651157 -- cost1= -486.0 6183 --cost2= 0.0 7410 epsilon= 0.01
step= 25 -- reward= -19.105530303030328 -- cost1= -439.0 6226 --cost2= 0.0 7457 epsilon= 0.01
step= 26 -- reward= -22.126369463869487 -- cost1= -524.0 6213 --cost2= 0.0 7523 epsilon= 0.01
step= 27 -- reward= -23.379118104118128 -- cost1= -557.0 6177 --cost2= 0.0 7559 epsilon= 0.01
step= 28 -- reward= -20.480404040404068 -- cost1= -478.0 6213 --cost2= 0.0 7545 epsilon= 0.01
step= 29 -- reward= -23.857767094017138 -- cost1= -556.0 6137 --cost2= 0.0 7419 epsilon= 0.01
step= 30 -- reward= -19.963558663558693 -- cost1= -476.0 6209 --cost2= 0.0 7490 epsilon= 0.01
step= 31 -- reward= -21.634873737373773 -- cost1= -512.0 6189 --cost2= 0.0 7430 epsilon= 0.01
step= 32 -- reward= -21.698333333333355 -- cost1= -505.0 6217 --cost2= 0.0 7516 epsilon= 0.01
step= 33 -- reward= -23.603926767676786 -- cost1= -558.0 6190 --cost2= 0.0 7444 epsilon= 0.01
step= 34 -- reward= -14.418409090909101 -- cost1= -339.0 6250 --cost2= 0.0 7594 epsilon= 0.01
step= 35 -- reward= -22.84614898989902 -- cost1= -537.0 6210 --cost2= 0.0 7529 epsilon= 0.01
step= 36 -- reward= -21.731969696969703 -- cost1= -499.0 6195 --cost2= 0.0 7565 epsilon= 0.01
step= 37 -- reward= -17.1488888888889 -- cost1= -404.0 6266 --cost2= 0.0 7456 epsilon= 0.01
step= 38 -- reward= -20.130784770784786 -- cost1= -476.0 6182 --cost2= 0.0 7496 epsilon= 0.01
step= 39 -- reward= -20.004898989899022 -- cost1= -462.0 6190 --cost2= 0.0 7601 epsilon= 0.01
step= 40 -- reward= -20.19488636363638 -- cost1= -475.0 6220 --cost2= 0.0 7403 epsilon= 0.01
step= 41 -- reward= -24.854431818181844 -- cost1= -588.0 6168 --cost2= 0.0 7497 epsilon= 0.01
step= 42 -- reward= -23.96069638694642 -- cost1= -558.0 6177 --cost2= 0.0 7359 epsilon= 0.01
step= 43 -- reward= -20.25484848484851 -- cost1= -469.0 6198 --cost2= 0.0 7398 epsilon= 0.01
step= 44 -- reward= -20.83039141414144 -- cost1= -489.0 6203 --cost2= 0.0 7482 epsilon= 0.01
step= 45 -- reward= -22.267121212121246 -- cost1= -511.0 6185 --cost2= 0.0 7508 epsilon= 0.01
step= 46 -- reward= -22.147649572649602 -- cost1= -511.0 6140 --cost2= 0.0 7450 epsilon= 0.01
step= 47 -- reward= -19.024709595959603 -- cost1= -442.0 6167 --cost2= 0.0 7489 epsilon= 0.01
step= 48 -- reward= -19.58200757575759 -- cost1= -455.0 6227 --cost2= 0.0 7558 epsilon= 0.01
step= 49 -- reward= -21.114696969696986 -- cost1= -495.0 6223 --cost2= 0.0 7560 epsilon= 0.01
step= 50 -- reward= -19.574390054390076 -- cost1= -456.0 6206 --cost2= 0.0 7315 epsilon= 0.01
step= 51 -- reward= -19.89581876456879 -- cost1= -466.0 6226 --cost2= 0.0 7499 epsilon= 0.01
step= 52 -- reward= -18.71441919191921 -- cost1= -445.0 6199 --cost2= 0.0 7522 epsilon= 0.01
step= 53 -- reward= -25.520239898989942 -- cost1= -592.0 6175 --cost2= 0.0 7573 epsilon= 0.01
step= 54 -- reward= -20.693874320124344 -- cost1= -482.0 6189 --cost2= 0.0 7434 epsilon= 0.01
step= 55 -- reward= -15.427133838383854 -- cost1= -360.0 6254 --cost2= 0.0 7471 epsilon= 0.01
step= 56 -- reward= -19.34731060606063 -- cost1= -451.0 6217 --cost2= 0.0 7556 epsilon= 0.01
step= 57 -- reward= -20.996489898989914 -- cost1= -496.0 6192 --cost2= 0.0 7493 epsilon= 0.01
step= 58 -- reward= -24.613306138306175 -- cost1= -581.0 6167 --cost2= 0.0 7365 epsilon= 0.01
step= 59 -- reward= -18.429287101787125 -- cost1= -434.0 6203 --cost2= 0.0 7443 epsilon= 0.01
step= 60 -- reward= -21.687931235431265 -- cost1= -506.0 6186 --cost2= 0.0 7487 epsilon= 0.01
step= 61 -- reward= -21.94611790986794 -- cost1= -518.0 6167 --cost2= 0.0 7545 epsilon= 0.01
step= 62 -- reward= -20.680553613053647 -- cost1= -488.0 6230 --cost2= 0.0 7486 epsilon= 0.01
step= 63 -- reward= -20.3962373737374 -- cost1= -473.0 6217 --cost2= 0.0 7524 epsilon= 0.01
step= 64 -- reward= -17.391412198912217 -- cost1= -414.0 6236 --cost2= 0.0 7528 epsilon= 0.01
step= 65 -- reward= -19.73349747474749 -- cost1= -465.0 6223 --cost2= 0.0 7493 epsilon= 0.01
step= 66 -- reward= -19.68779040404042 -- cost1= -453.0 6198 --cost2= 0.0 7495 epsilon= 0.01
step= 67 -- reward= -21.123585858585884 -- cost1= -500.0 6192 --cost2= 0.0 7496 epsilon= 0.01
step= 68 -- reward= -21.15902583527586 -- cost1= -492.0 6193 --cost2= 0.0 7452 epsilon= 0.01
step= 69 -- reward= -22.46020202020204 -- cost1= -532.0 6203 --cost2= 0.0 7543 epsilon= 0.01
step= 70 -- reward= -20.689255050505068 -- cost1= -483.0 6194 --cost2= 0.0 7422 epsilon= 0.01
step= 71 -- reward= -20.435174825174848 -- cost1= -475.0 6192 --cost2= 0.0 7367 epsilon= 0.01
step= 72 -- reward= -23.543901515151546 -- cost1= -551.0 6195 --cost2= 0.0 7401 epsilon= 0.01
step= 73 -- reward= -20.58830808080809 -- cost1= -486.0 6226 --cost2= 0.0 7567 epsilon= 0.01
step= 74 -- reward= -22.38545260295265 -- cost1= -530.0 6158 --cost2= 0.0 7480 epsilon= 0.01
step= 75 -- reward= -22.302058080808123 -- cost1= -510.0 6173 --cost2= 0.0 7467 epsilon= 0.01
step= 76 -- reward= -19.22393939393942 -- cost1= -455.0 6219 --cost2= 0.0 7541 epsilon= 0.01
step= 77 -- reward= -21.550271950271984 -- cost1= -514.0 6214 --cost2= 0.0 7532 epsilon= 0.01
step= 78 -- reward= -21.19790209790213 -- cost1= -496.0 6196 --cost2= 0.0 7423 epsilon= 0.01
step= 79 -- reward= -19.527007575757597 -- cost1= -455.0 6195 --cost2= 0.0 7543 epsilon= 0.01
step= 80 -- reward= -15.526654040404052 -- cost1= -365.0 6223 --cost2= 0.0 7513 epsilon= 0.01
step= 81 -- reward= -21.174343434343463 -- cost1= -505.0 6220 --cost2= 0.0 7461 epsilon= 0.01
step= 82 -- reward= -21.613724747474777 -- cost1= -503.0 6211 --cost2= 0.0 7441 epsilon= 0.01
step= 83 -- reward= -17.809810606060626 -- cost1= -408.0 6197 --cost2= 0.0 7520 epsilon= 0.01
step= 84 -- reward= -20.001891996892024 -- cost1= -471.0 6213 --cost2= 0.0 7581 epsilon= 0.01
step= 85 -- reward= -21.11779234654237 -- cost1= -483.0 6170 --cost2= 0.0 7574 epsilon= 0.01
step= 86 -- reward= -20.522133838383837 -- cost1= -487.0 6203 --cost2= 0.0 7530 epsilon= 0.01
step= 87 -- reward= -20.929065656565676 -- cost1= -486.0 6178 --cost2= 0.0 7485 epsilon= 0.01
step= 88 -- reward= -20.932588383838418 -- cost1= -484.0 6193 --cost2= 0.0 7478 epsilon= 0.01
step= 89 -- reward= -23.261931818181857 -- cost1= -549.0 6214 --cost2= 0.0 7487 epsilon= 0.01
step= 90 -- reward= -21.752666083916097 -- cost1= -501.0 6194 --cost2= 0.0 7642 epsilon= 0.01
step= 91 -- reward= -22.3422474747475 -- cost1= -533.0 6187 --cost2= 0.0 7434 epsilon= 0.01
step= 92 -- reward= -22.02507575757578 -- cost1= -513.0 6208 --cost2= 0.0 7475 epsilon= 0.01
step= 93 -- reward= -20.296868686868716 -- cost1= -477.0 6168 --cost2= 0.0 7380 epsilon= 0.01
step= 94 -- reward= -22.520239898989953 -- cost1= -523.0 6187 --cost2= 0.0 7401 epsilon= 0.01
step= 95 -- reward= -16.401805555555576 -- cost1= -377.0 6269 --cost2= 0.0 7417 epsilon= 0.01
step= 96 -- reward= -19.33482323232326 -- cost1= -458.0 6203 --cost2= 0.0 7406 epsilon= 0.01
step= 97 -- reward= -18.003156565656592 -- cost1= -417.0 6225 --cost2= 0.0 7530 epsilon= 0.01
step= 98 -- reward= -19.23627525252527 -- cost1= -452.0 6232 --cost2= 0.0 7428 epsilon= 0.01
step= 99 -- reward= -16.800627428127452 -- cost1= -388.0 6242 --cost2= 0.0 7535 epsilon= 0.01
step= 100 -- reward= -19.973232323232345 -- cost1= -465.0 6176 --cost2= 0.0 7478 epsilon= 0.01
