j0 step j2 j3 reward j4 j5 cost1 z1 j6 cost2 z2 j7 epsilon
step= 0 -- reward= -343.18523866213 -- cost1= 0.0 6382 --cost2= -4853.857142857157 8611 epsilon= 0.015
step= 1 -- reward= -683.0962829809073 -- cost1= -948.0 5916 --cost2= -9402.14285714288 9084 epsilon= 0.013554030054147672
step= 2 -- reward= -703.6304881804687 -- cost1= -1481.0 5898 --cost2= -9398.585714285731 9102 epsilon= 0.01224744871391589
step= 3 -- reward= -702.1624590687072 -- cost1= -1463.0 5887 --cost2= -9308.3285714286 9113 epsilon= 0.011066819197003216
step= 4 -- reward= -703.825645174268 -- cost1= -1492.0 5897 --cost2= -9318.628571428588 9103 epsilon= 0.01
step= 5 -- reward= -704.519108419357 -- cost1= -1550.0 5855 --cost2= -9303.44285714287 9145 epsilon= 0.01
step= 6 -- reward= -705.640927616034 -- cost1= -1532.0 5908 --cost2= -9340.557142857182 9092 epsilon= 0.01
step= 7 -- reward= -702.8739251859242 -- cost1= -1423.0 5946 --cost2= -9455.357142857161 9054 epsilon= 0.01
step= 8 -- reward= -708.7965321206572 -- cost1= -1577.0 5865 --cost2= -9469.100000000031 9135 epsilon= 0.01
step= 9 -- reward= -703.536391622266 -- cost1= -1526.0 5870 --cost2= -9381.128571428606 9130 epsilon= 0.01
step= 10 -- reward= -701.1479783549763 -- cost1= -1463.0 5909 --cost2= -9332.357142857183 9091 epsilon= 0.01
step= 11 -- reward= -704.0910725246948 -- cost1= -1463.0 5899 --cost2= -9486.142857142884 9101 epsilon= 0.01
step= 12 -- reward= -704.6919128510367 -- cost1= -1475.0 5883 --cost2= -9535.071428571466 9117 epsilon= 0.01
step= 13 -- reward= -707.7454357170592 -- cost1= -1607.0 5875 --cost2= -9411.085714285746 9125 epsilon= 0.01
step= 14 -- reward= -702.1621693029188 -- cost1= -1515.0 5928 --cost2= -9233.51428571431 9072 epsilon= 0.01
step= 15 -- reward= -707.1047528027519 -- cost1= -1551.0 5867 --cost2= -9472.157142857177 9133 epsilon= 0.01
step= 16 -- reward= -705.1224830724816 -- cost1= -1539.0 5897 --cost2= -9416.814285714316 9103 epsilon= 0.01
step= 17 -- reward= -704.6792552170034 -- cost1= -1502.0 5910 --cost2= -9531.67142857147 9090 epsilon= 0.01
step= 18 -- reward= -706.1615413197902 -- cost1= -1541.0 5856 --cost2= -9437.50000000002 9144 epsilon= 0.01
step= 19 -- reward= -703.5081255450883 -- cost1= -1450.0 5911 --cost2= -9365.65714285718 9089 epsilon= 0.01
step= 20 -- reward= -706.2065723344111 -- cost1= -1536.0 5887 --cost2= -9390.571428571462 9113 epsilon= 0.01
step= 21 -- reward= -709.2810822352235 -- cost1= -1558.0 5875 --cost2= -9516.485714285742 9125 epsilon= 0.01
step= 22 -- reward= -703.5687764180236 -- cost1= -1515.0 5883 --cost2= -9396.457142857158 9117 epsilon= 0.01
step= 23 -- reward= -703.6733732517459 -- cost1= -1449.0 5882 --cost2= -9488.014285714306 9118 epsilon= 0.01
step= 24 -- reward= -703.0867418038309 -- cost1= -1505.0 5874 --cost2= -9349.357142857163 9126 epsilon= 0.01
step= 25 -- reward= -699.2048635114868 -- cost1= -1427.0 5942 --cost2= -9284.857142857178 9058 epsilon= 0.01
step= 26 -- reward= -707.2972265512253 -- cost1= -1544.0 5889 --cost2= -9471.114285714322 9111 epsilon= 0.01
step= 27 -- reward= -707.2520558746783 -- cost1= -1558.0 5885 --cost2= -9497.457142857183 9115 epsilon= 0.01
step= 28 -- reward= -706.4321932174948 -- cost1= -1506.0 5883 --cost2= -9503.200000000028 9117 epsilon= 0.01
step= 29 -- reward= -703.8796388472628 -- cost1= -1526.0 5888 --cost2= -9309.54285714288 9112 epsilon= 0.01
step= 30 -- reward= -703.3533067805196 -- cost1= -1533.0 5865 --cost2= -9360.78571428574 9135 epsilon= 0.01
step= 31 -- reward= -703.8767412587408 -- cost1= -1488.0 5902 --cost2= -9353.928571428596 9098 epsilon= 0.01
step= 32 -- reward= -707.1821566052979 -- cost1= -1504.0 5920 --cost2= -9475.414285714322 9080 epsilon= 0.01
step= 33 -- reward= -707.7175447469185 -- cost1= -1625.0 5836 --cost2= -9270.842857142869 9164 epsilon= 0.01
step= 34 -- reward= -700.3688820346297 -- cost1= -1333.0 5949 --cost2= -9525.785714285745 9051 epsilon= 0.01
step= 35 -- reward= -707.4233602508591 -- cost1= -1541.0 5913 --cost2= -9548.071428571457 9087 epsilon= 0.01
step= 36 -- reward= -705.6958728077454 -- cost1= -1518.0 5890 --cost2= -9439.34285714289 9110 epsilon= 0.01
step= 37 -- reward= -702.2859872904864 -- cost1= -1437.0 5925 --cost2= -9413.571428571453 9075 epsilon= 0.01
step= 38 -- reward= -703.8569044427777 -- cost1= -1477.0 5890 --cost2= -9439.52857142861 9110 epsilon= 0.01
step= 39 -- reward= -705.4896952908184 -- cost1= -1486.0 5888 --cost2= -9527.142857142884 9112 epsilon= 0.01
step= 40 -- reward= -705.6386370435114 -- cost1= -1536.0 5867 --cost2= -9304.242857142875 9133 epsilon= 0.01
step= 41 -- reward= -707.4409290193922 -- cost1= -1587.0 5879 --cost2= -9385.371428571469 9121 epsilon= 0.01
step= 42 -- reward= -705.988429493125 -- cost1= -1565.0 5868 --cost2= -9223.157142857162 9132 epsilon= 0.01
step= 43 -- reward= -701.7684424741922 -- cost1= -1454.0 5913 --cost2= -9307.75714285715 9087 epsilon= 0.01
step= 44 -- reward= -703.7914186091677 -- cost1= -1461.0 5922 --cost2= -9429.82857142862 9078 epsilon= 0.01
step= 45 -- reward= -706.5433438228432 -- cost1= -1534.0 5879 --cost2= -9449.785714285748 9121 epsilon= 0.01
step= 46 -- reward= -702.1361866466857 -- cost1= -1454.0 5913 --cost2= -9328.671428571457 9087 epsilon= 0.01
step= 47 -- reward= -699.7002472666195 -- cost1= -1390.0 5931 --cost2= -9376.928571428587 9069 epsilon= 0.01
step= 48 -- reward= -705.5876346570079 -- cost1= -1506.0 5876 --cost2= -9466.242857142883 9124 epsilon= 0.01
step= 49 -- reward= -707.265435671469 -- cost1= -1531.0 5888 --cost2= -9513.1571428572 9112 epsilon= 0.01
step= 50 -- reward= -699.9328093989345 -- cost1= -1526.0 5862 --cost2= -9143.642857142866 9138 epsilon= 0.01
step= 51 -- reward= -702.7710077838801 -- cost1= -1491.0 5908 --cost2= -9364.985714285735 9092 epsilon= 0.01
step= 52 -- reward= -701.3501396857095 -- cost1= -1379.0 5963 --cost2= -9491.857142857178 9037 epsilon= 0.01
step= 53 -- reward= -708.6945369491606 -- cost1= -1587.0 5888 --cost2= -9503.314285714325 9112 epsilon= 0.01
step= 54 -- reward= -702.1751053985677 -- cost1= -1487.0 5889 --cost2= -9337.485714285742 9111 epsilon= 0.01
step= 55 -- reward= -700.8934864976283 -- cost1= -1370.0 5931 --cost2= -9388.242857142895 9069 epsilon= 0.01
step= 56 -- reward= -703.2201615884107 -- cost1= -1447.0 5936 --cost2= -9505.157142857177 9064 epsilon= 0.01
step= 57 -- reward= -703.6512697163931 -- cost1= -1507.0 5878 --cost2= -9411.528571428596 9122 epsilon= 0.01
step= 58 -- reward= -702.0652737262719 -- cost1= -1552.0 5895 --cost2= -9201.371428571456 9105 epsilon= 0.01
step= 59 -- reward= -703.0714172216663 -- cost1= -1446.0 5914 --cost2= -9423.75714285718 9086 epsilon= 0.01
step= 60 -- reward= -706.4080182456427 -- cost1= -1577.0 5844 --cost2= -9336.142857142891 9156 epsilon= 0.01
step= 61 -- reward= -704.2763477910956 -- cost1= -1455.0 5931 --cost2= -9468.085714285746 9069 epsilon= 0.01
step= 62 -- reward= -704.6865131396378 -- cost1= -1508.0 5928 --cost2= -9437.1142857143 9072 epsilon= 0.01
step= 63 -- reward= -706.086204517703 -- cost1= -1526.0 5880 --cost2= -9474.471428571454 9120 epsilon= 0.01
step= 64 -- reward= -700.3927102718687 -- cost1= -1392.0 5949 --cost2= -9443.428571428614 9051 epsilon= 0.01
step= 65 -- reward= -705.8477538572529 -- cost1= -1511.0 5901 --cost2= -9449.442857142893 9099 epsilon= 0.01
step= 66 -- reward= -702.9719098540335 -- cost1= -1451.0 5898 --cost2= -9361.7285714286 9102 epsilon= 0.01
step= 67 -- reward= -706.999724095347 -- cost1= -1555.0 5850 --cost2= -9468.50000000002 9150 epsilon= 0.01
step= 68 -- reward= -703.8538805599145 -- cost1= -1546.0 5869 --cost2= -9309.128571428599 9131 epsilon= 0.01
step= 69 -- reward= -707.0049731835603 -- cost1= -1549.0 5904 --cost2= -9487.185714285743 9096 epsilon= 0.01
step= 70 -- reward= -701.7493816877572 -- cost1= -1469.0 5890 --cost2= -9299.98571428574 9110 epsilon= 0.01
step= 71 -- reward= -702.6530829587055 -- cost1= -1538.0 5825 --cost2= -9251.271428571421 9175 epsilon= 0.01
step= 72 -- reward= -702.5396783216777 -- cost1= -1533.0 5915 --cost2= -9239.785714285747 9085 epsilon= 0.01
step= 73 -- reward= -707.6035526418002 -- cost1= -1539.0 5890 --cost2= -9496.085714285746 9110 epsilon= 0.01
step= 74 -- reward= -704.0795490283509 -- cost1= -1484.0 5899 --cost2= -9382.742857142877 9101 epsilon= 0.01
step= 75 -- reward= -706.3331500305235 -- cost1= -1508.0 5869 --cost2= -9415.4428571429 9131 epsilon= 0.01
step= 76 -- reward= -703.2691409423892 -- cost1= -1419.0 5951 --cost2= -9490.257142857174 9049 epsilon= 0.01
step= 77 -- reward= -705.0805463980452 -- cost1= -1497.0 5920 --cost2= -9454.05714285717 9080 epsilon= 0.01
step= 78 -- reward= -704.5096046453531 -- cost1= -1505.0 5881 --cost2= -9342.557142857153 9119 epsilon= 0.01
step= 79 -- reward= -703.192453338325 -- cost1= -1449.0 5904 --cost2= -9483.200000000019 9096 epsilon= 0.01
step= 80 -- reward= -702.0712298534775 -- cost1= -1404.0 5889 --cost2= -9473.142857142884 9111 epsilon= 0.01
step= 81 -- reward= -704.4857779403127 -- cost1= -1513.0 5905 --cost2= -9330.657142857173 9095 epsilon= 0.01
step= 82 -- reward= -702.9883432539673 -- cost1= -1504.0 5906 --cost2= -9380.985714285742 9094 epsilon= 0.01
step= 83 -- reward= -698.6919076617802 -- cost1= -1377.0 5916 --cost2= -9350.514285714298 9084 epsilon= 0.01
step= 84 -- reward= -706.2169968642457 -- cost1= -1518.0 5880 --cost2= -9541.628571428604 9120 epsilon= 0.01
step= 85 -- reward= -706.3299607138881 -- cost1= -1482.0 5891 --cost2= -9509.285714285747 9109 epsilon= 0.01
step= 86 -- reward= -703.4615775375406 -- cost1= -1499.0 5892 --cost2= -9449.371428571456 9108 epsilon= 0.01
step= 87 -- reward= -705.1939095765342 -- cost1= -1520.0 5849 --cost2= -9432.885714285727 9151 epsilon= 0.01
step= 88 -- reward= -702.0134142682701 -- cost1= -1486.0 5884 --cost2= -9349.07142857147 9116 epsilon= 0.01
step= 89 -- reward= -707.8281993918768 -- cost1= -1592.0 5870 --cost2= -9370.457142857182 9130 epsilon= 0.01
step= 90 -- reward= -708.974493978243 -- cost1= -1563.0 5836 --cost2= -9566.385714285743 9164 epsilon= 0.01
step= 91 -- reward= -705.0542924714163 -- cost1= -1561.0 5866 --cost2= -9348.385714285745 9134 epsilon= 0.01
step= 92 -- reward= -702.4720909368403 -- cost1= -1551.0 5871 --cost2= -9322.957142857165 9129 epsilon= 0.01
step= 93 -- reward= -700.1689176795421 -- cost1= -1430.0 5922 --cost2= -9338.357142857161 9078 epsilon= 0.01
step= 94 -- reward= -702.8490844849589 -- cost1= -1511.0 5906 --cost2= -9255.071428571451 9094 epsilon= 0.01
step= 95 -- reward= -700.7488851981361 -- cost1= -1466.0 5882 --cost2= -9250.400000000025 9118 epsilon= 0.01
step= 96 -- reward= -697.0200623543105 -- cost1= -1464.0 5910 --cost2= -9242.32857142859 9090 epsilon= 0.01
step= 97 -- reward= -702.277874153621 -- cost1= -1412.0 5933 --cost2= -9459.000000000025 9067 epsilon= 0.01
step= 98 -- reward= -702.9349647336777 -- cost1= -1454.0 5925 --cost2= -9376.271428571465 9075 epsilon= 0.01
step= 99 -- reward= -705.7328438089672 -- cost1= -1496.0 5858 --cost2= -9460.771428571461 9142 epsilon= 0.01
step= 100 -- reward= -703.810478204335 -- cost1= -1445.0 5889 --cost2= -9411.085714285746 9111 epsilon= 0.01
