"Step","active-0","sunny-durian-3 - active-0__MIN","sunny-durian-3 - active-0__MAX"
"2094658","6","6","6"
"2095418","6","6","6"
"2096784","4","4","4"
"2097169","3","3","3"
"2099611","4","4","4"
"2100002","9","9","9"
"2100319","9","9","9"
"2100680","7","7","7"
"2101532","11","11","11"
"2108185","11","11","11"
"2109348","10","10","10"
"2111759","9","9","9"
"2112460","8","8","8"
"2113905","10","10","10"
"2114478","10","10","10"
"2115493","9","9","9"
"2115991","7","7","7"
"2116216","14","14","14"
"2116274","8","8","8"
"2117117","9","9","9"
"2117936","9","9","9"
"2118731","13","13","13"
"2119331","12","12","12"
"2120579","5","5","5"
"2122116","7","7","7"
"2123542","9","9","9"
"2125076","9","9","9"
"2127735","11","11","11"
"2128054","11","11","11"
"2129874","10","10","10"
"2131230","7","7","7"
"2133371","6","6","6"
"2133893","12","12","12"
"2135034","9","9","9"
"2136993","13","13","13"
"2137314","9","9","9"
"2139483","9","9","9"
"2139702","10","10","10"
"2139807","11","11","11"
"2140085","12","12","12"
"2140332","8","8","8"
"2141161","10","10","10"
"2142157","8","8","8"
"2143779","10","10","10"
"2144291","8","8","8"
"2144294","6","6","6"
"2144347","11","11","11"
"2145305","9","9","9"
"2145848","7","7","7"
"2147163","11","11","11"
"2147807","11","11","11"
"2148119","11","11","11"
"2150777","11","11","11"
"2150845","9","9","9"
"2150948","9","9","9"
"2151696","7","7","7"
"2156051","11","11","11"
"2157294","12","12","12"
"2158269","8","8","8"
"2158352","10","10","10"
"2159352","8","8","8"
"2159408","8","8","8"
"2159449","9","9","9"
"2159525","10","10","10"
"2160554","10","10","10"
"2160725","5","5","5"
"2162270","7","7","7"
"2162997","9","9","9"
"2166414","9","9","9"
"2166617","8","8","8"
"2166819","10","10","10"
"2168230","8","8","8"
"2169062","12","12","12"
"2169776","10","10","10"
"2172779","9","9","9"
"2172913","9","9","9"
"2173200","10","10","10"
"2177752","13","13","13"
"2180056","5","5","5"
"2180386","7","7","7"
"2181327","11","11","11"
"2182235","10","10","10"
"2184346","10","10","10"
"2184852","10","10","10"
"2185187","11","11","11"
"2185413","9","9","9"
"2186453","8","8","8"
"2186964","8","8","8"
"2187503","11","11","11"
"2188582","6","6","6"
"2189687","8","8","8"
"2190975","13","13","13"
"2191197","15","15","15"
"2191838","9","9","9"
"2192297","8","8","8"
"2193509","8","8","8"
"2195732","10","10","10"
"2197571","9","9","9"
"2197782","8","8","8"
"2198081","12","12","12"
"2199086","9","9","9"
"2199114","10","10","10"
"2199679","12","12","12"
"2199768","6","6","6"
"2200720","10","10","10"
"2204163","11","11","11"
"2205091","10","10","10"
"2206074","10","10","10"
"2207919","11","11","11"
"2208535","11","11","11"
"2212824","9","9","9"
"2213222","10","10","10"
"2213723","10","10","10"
"2213963","10","10","10"
"2215383","10","10","10"
"2215526","11","11","11"
"2217766","11","11","11"
"2219885","11","11","11"
"2220481","11","11","11"
"2220650","8","8","8"
"2223111","10","10","10"
"2224643","11","11","11"
"2226838","11","11","11"
"2229696","11","11","11"
"2230976","9","9","9"
"2231189","10","10","10"
"2231799","10","10","10"
"2231836","11","11","11"
"2235597","8","8","8"
"2235656","9","9","9"
"2237967","9","9","9"
"2238444","11","11","11"
"2239515","9","9","9"
"2240176","11","11","11"
"2242365","10","10","10"
"2244278","9","9","9"
"2244931","11","11","11"
"2247963","10","10","10"
"2249047","11","11","11"
"2250479","11","11","11"
"2254845","10","10","10"
"2255578","10","10","10"
"2256904","11","11","11"
"2257275","10","10","10"
"2258313","9","9","9"
"2260857","11","11","11"
"2262329","10","10","10"
"2262483","9","9","9"
"2262707","11","11","11"
"2263181","11","11","11"
"2263205","11","11","11"
"2265116","11","11","11"
"2265654","8","8","8"
"2266196","11","11","11"
"2267520","10","10","10"
"2268985","10","10","10"
"2270424","9","9","9"
"2270841","11","11","11"
"2271392","11","11","11"
"2272002","11","11","11"
"2273756","11","11","11"
"2275243","10","10","10"
"2277480","11","11","11"
"2278251","10","10","10"
"2279083","8","8","8"
"2279562","10","10","10"
"2280787","10","10","10"
"2283293","10","10","10"
"2283806","11","11","11"
"2288691","9","9","9"
"2289049","11","11","11"
"2290746","11","11","11"
"2291660","10","10","10"
"2292248","11","11","11"
"2292857","10","10","10"
"2292932","9","9","9"
"2293129","11","11","11"
"2293705","10","10","10"
"2293979","10","10","10"
"2294180","9","9","9"
"2297466","11","11","11"
"2300270","9","9","9"
"2300628","10","10","10"
"2301540","9","9","9"
"2303307","9","9","9"
"2304123","10","10","10"
"2304224","8","8","8"
"2306134","9","9","9"
"2308139","9","9","9"
"2308611","6","6","6"
"2310177","9","9","9"
"2313431","8","8","8"
"2314703","6","6","6"
"2318638","9","9","9"
"2319491","7","7","7"
"2320343","10","10","10"
"2321205","7","7","7"
"2321577","7","7","7"
"2324721","5","5","5"
"2326332","7","7","7"
"2326586","8","8","8"
"2327384","8","8","8"
"2328195","6","6","6"
"2329705","8","8","8"
"2330645","6","6","6"
"2330796","8","8","8"
"2332429","8","8","8"
"2334948","9","9","9"
"2335775","8","8","8"
"2335787","6","6","6"
"2335985","6","6","6"
"2336447","9","9","9"
"2337839","7","7","7"
"2338062","8","8","8"
"2338328","7","7","7"
"2338564","9","9","9"
"2339086","10","10","10"
"2340488","8","8","8"
"2340588","7","7","7"
"2340623","6","6","6"
"2341285","9","9","9"
"2341442","3","3","3"
"2341501","8","8","8"
"2342584","8","8","8"
"2343477","6","6","6"
"2343640","7","7","7"
"2343847","8","8","8"
"2344316","5","5","5"
"2345007","4","4","4"
"2345852","9","9","9"
"2345920","7","7","7"
"2346249","8","8","8"
"2346372","6","6","6"
"2346552","7","7","7"
"2346907","9","9","9"
"2347720","8","8","8"
"2348821","8","8","8"
"2350087","7","7","7"
"2351498","7","7","7"
"2353802","9","9","9"
"2357248","8","8","8"
"2358418","9","9","9"
"2360486","6","6","6"
"2361650","7","7","7"
"2361759","7","7","7"
"2363491","9","9","9"
"2364767","7","7","7"
"2364820","7","7","7"
"2364826","10","10","10"
"2365295","8","8","8"
"2365601","7","7","7"
"2365689","6","6","6"
"2365776","6","6","6"
"2367046","8","8","8"
"2367218","8","8","8"
"2367856","8","8","8"
"2367944","10","10","10"
"2370005","8","8","8"
"2371345","10","10","10"
"2371492","8","8","8"
"2371709","9","9","9"
"2372787","9","9","9"
"2372863","8","8","8"
"2372865","8","8","8"
"2373048","7","7","7"
"2373814","8","8","8"
"2375814","7","7","7"
"2377173","6","6","6"
"2377286","8","8","8"
"2379241","8","8","8"
"2379965","8","8","8"
"2380712","9","9","9"
"2380751","9","9","9"
"2382135","6","6","6"
"2382180","6","6","6"
"2382331","9","9","9"
"2382759","8","8","8"
"2383512","9","9","9"
"2383909","7","7","7"
"2383936","4","4","4"
"2384788","8","8","8"
"2386050","8","8","8"
"2386505","6","6","6"
"2387383","8","8","8"
"2390018","8","8","8"
"2391204","8","8","8"
"2392778","6","6","6"
"2395127","8","8","8"
"2396819","8","8","8"
"2397029","6","6","6"
"2397189","8","8","8"
"2398095","8","8","8"
"2398903","8","8","8"
"2399065","6","6","6"
"2399715","7","7","7"
"2401568","5","5","5"
"2401722","10","10","10"
"2404854","10","10","10"
"2406227","14","14","14"
"2406576","13","13","13"
"2407801","8","8","8"
"2407927","12","12","12"
"2409290","10","10","10"
"2409907","7","7","7"
"2411337","10","10","10"
"2413934","12","12","12"
"2414115","13","13","13"
"2415222","9","9","9"
"2415762","6","6","6"
"2417279","10","10","10"
"2419973","14","14","14"
"2420888","11","11","11"
"2421218","11","11","11"
"2421591","4","4","4"
"2421620","12","12","12"
"2421986","10","10","10"
"2422723","9","9","9"
"2423629","11","11","11"
"2424768","12","12","12"
"2425153","7","7","7"
"2425730","16","16","16"
"2427707","12","12","12"
"2428095","8","8","8"
"2428500","6","6","6"
"2429310","10","10","10"
"2429782","9","9","9"
"2431686","10","10","10"
"2434095","8","8","8"
"2435894","12","12","12"
"2436060","10","10","10"
"2437374","8","8","8"
"2438742","12","12","12"
"2440261","12","12","12"
"2440279","11","11","11"
"2441646","15","15","15"
"2441671","7","7","7"
"2442547","7","7","7"
"2445280","5","5","5"
"2445313","12","12","12"
"2445997","7","7","7"
"2446929","10","10","10"
"2447383","10","10","10"
"2448376","12","12","12"
"2448503","17","17","17"
"2448549","10","10","10"
"2449290","11","11","11"
"2449689","13","13","13"
"2451516","5","5","5"
"2452013","8","8","8"
"2452014","10","10","10"
"2453826","8","8","8"
"2454090","8","8","8"
"2458044","8","8","8"
"2460785","8","8","8"
"2462965","8","8","8"
"2465044","6","6","6"
"2465626","7","7","7"
"2465772","8","8","8"
"2466155","6","6","6"
"2466383","9","9","9"
"2466394","11","11","11"
"2467149","9","9","9"
"2469698","10","10","10"
"2470422","6","6","6"
"2470877","9","9","9"
"2472576","10","10","10"
"2473055","11","11","11"
"2474988","10","10","10"
"2476458","5","5","5"
"2477374","15","15","15"
"2477723","7","7","7"
"2478381","9","9","9"
"2479725","7","7","7"
"2480180","14","14","14"
"2480920","15","15","15"
"2482397","7","7","7"
"2482808","11","11","11"
"2483408","6","6","6"
"2485075","12","12","12"
"2486299","10","10","10"
"2489269","11","11","11"
"2489477","6","6","6"
"2490343","9","9","9"
"2490810","12","12","12"
"2491342","8","8","8"
"2492552","7","7","7"
"2494070","11","11","11"
"2494861","9","9","9"
"2496612","12","12","12"
"2500292","13","13","13"
"2500393","15","15","15"
"2501005","7","7","7"
"2504040","8","8","8"
"2504684","11","11","11"
"2505809","11","11","11"
"2507435","13","13","13"
"2508437","14","14","14"
"2509372","16","16","16"
"2509785","11","11","11"
"2509977","19","19","19"
"2510206","12","12","12"
"2510736","14","14","14"
"2511446","9","9","9"
"2513243","19","19","19"
"2514180","11","11","11"
"2517430","13","13","13"
"2517435","15","15","15"
"2517782","9","9","9"
"2518942","12","12","12"
"2520588","16","16","16"
"2521995","15","15","15"
"2523302","12","12","12"
"2525099","10","10","10"
"2525101","13","13","13"
"2526180","24","24","24"
"2526539","14","14","14"
"2527681","10","10","10"
"2527821","11","11","11"
"2527932","9","9","9"
"2529880","15","15","15"
"2531773","13","13","13"
"2533887","14","14","14"
"2534826","15","15","15"
"2537281","16","16","16"
"2537311","17","17","17"
"2537819","11","11","11"
"2539275","19","19","19"
"2539882","11","11","11"
"2540130","11","11","11"
"2541207","13","13","13"
"2543244","13","13","13"
"2543348","13","13","13"
"2544737","17","17","17"
"2546147","12","12","12"
"2549290","12","12","12"
"2550297","16","16","16"
"2550672","11","11","11"
"2551425","14","14","14"
"2551626","17","17","17"
"2551953","11","11","11"
"2552726","12","12","12"
"2552889","13","13","13"
"2553295","12","12","12"
"2554920","13","13","13"
"2560775","10","10","10"
"2561590","9","9","9"
"2563616","13","13","13"
"2566549","8","8","8"
"2567046","13","13","13"
"2567761","12","12","12"
"2567979","13","13","13"
"2569264","15","15","15"
"2571669","12","12","12"
"2571727","11","11","11"
"2572698","17","17","17"
"2573132","12","12","12"
"2574420","11","11","11"
"2574643","8","8","8"
"2574757","12","12","12"
"2576419","14","14","14"
"2577519","13","13","13"
"2578689","11","11","11"
"2579863","10","10","10"
"2580174","12","12","12"
"2581971","12","12","12"
"2583218","11","11","11"
"2584203","12","12","12"
"2584494","19","19","19"
"2585366","9","9","9"
"2586812","14","14","14"
"2587381","15","15","15"
"2588599","9","9","9"
"2588634","10","10","10"
"2588847","9","9","9"
"2590240","11","11","11"
"2592287","15","15","15"
"2595534","12","12","12"
"2597972","16","16","16"
"2598975","14","14","14"
"2599573","15","15","15"
"2600355","3","3","3"
"2600391","5","5","5"
"2600482","3","3","3"
"2600550","3","3","3"
"2600748","5","5","5"
"2601822","2","2","2"
"2604854","6","6","6"
"2605062","4","4","4"
"2608038","7","7","7"
"2608343","7","7","7"
"2609111","5","5","5"
"2613933","2","2","2"
"2615962","4","4","4"
"2618350","5","5","5"
"2619299","4","4","4"
"2619741","4","4","4"
"2622216","2","2","2"
"2624191","3","3","3"
"2624595","6","6","6"
"2626925","3","3","3"
"2627216","3","3","3"
"2627328","1","1","1"
"2628693","4","4","4"
"2629717","3","3","3"
"2630254","5","5","5"
"2630998","4","4","4"
"2631727","1","1","1"
"2632735","3","3","3"
"2633195","4","4","4"
"2633799","4","4","4"
"2634806","5","5","5"
"2636752","3","3","3"
"2636822","6","6","6"
"2637006","1","1","1"
"2637750","3","3","3"
"2639356","3","3","3"
"2642476","3","3","3"
"2642611","5","5","5"
"2643784","4","4","4"
"2644334","5","5","5"
"2645688","10","10","10"
"2647500","3","3","3"
"2647521","8","8","8"
"2647966","6","6","6"
"2648267","5","5","5"
"2648475","8","8","8"
"2648988","5","5","5"
"2649668","2","2","2"
"2649882","1","1","1"
"2650084","4","4","4"
"2650309","4","4","4"
"2653016","3","3","3"
"2653789","2","2","2"
"2654960","3","3","3"
"2655796","3","3","3"
"2657826","4","4","4"
"2659344","3","3","3"
"2659983","2","2","2"
"2660184","3","3","3"
"2660377","7","7","7"
"2661708","3","3","3"
"2662575","5","5","5"
"2664103","3","3","3"
"2664755","3","3","3"
"2666597","2","2","2"
"2666623","7","7","7"
"2666857","5","5","5"
"2667029","4","4","4"
"2667197","2","2","2"
"2669100","6","6","6"
"2669708","2","2","2"
"2671106","4","4","4"
"2671921","4","4","4"
"2672051","2","2","2"
"2673751","5","5","5"
"2676068","3","3","3"
"2676125","6","6","6"
"2677053","4","4","4"
"2677268","3","3","3"
"2677984","5","5","5"
"2678737","6","6","6"
"2681449","4","4","4"
"2682134","7","7","7"
"2682859","2","2","2"
"2682951","3","3","3"
"2683175","4","4","4"
"2683394","7","7","7"
"2683467","4","4","4"
"2683605","3","3","3"
"2685208","4","4","4"
"2687074","3","3","3"
"2687301","2","2","2"
"2687514","3","3","3"
"2689815","5","5","5"
"2690299","3","3","3"
"2690940","8","8","8"
"2691486","3","3","3"
"2691941","3","3","3"
"2692230","3","3","3"
"2692703","4","4","4"
"2692842","3","3","3"
"2695379","5","5","5"
"2696700","4","4","4"
"2697968","3","3","3"
"2699306","5","5","5"
"2700020","12","12","12"
"2700470","11","11","11"
"2702475","8","8","8"
"2702507","15","15","15"
"2702584","13","13","13"
"2703321","9","9","9"
"2703566","19","19","19"
"2703906","15","15","15"
"2705289","13","13","13"
"2707397","7","7","7"
"2707598","7","7","7"
"2708244","13","13","13"
"2708450","13","13","13"
"2708761","14","14","14"
"2709379","12","12","12"
"2709698","11","11","11"
"2712081","14","14","14"
"2713206","14","14","14"
"2713592","10","10","10"
"2714579","13","13","13"
"2714830","14","14","14"
"2715003","13","13","13"
"2715154","11","11","11"
"2717432","12","12","12"
"2718120","12","12","12"
"2719700","15","15","15"
"2724376","16","16","16"
"2725233","12","12","12"
"2725573","7","7","7"
"2727335","11","11","11"
"2727932","9","9","9"
"2730527","10","10","10"
"2730796","13","13","13"
"2730970","15","15","15"
"2731807","15","15","15"
"2732366","12","12","12"
"2732775","14","14","14"
"2733799","13","13","13"
"2735064","12","12","12"
"2735490","13","13","13"
"2736504","10","10","10"
"2736899","10","10","10"
"2740230","11","11","11"
"2740482","14","14","14"
"2746014","12","12","12"
"2746089","9","9","9"
"2746211","11","11","11"
"2747463","12","12","12"
"2749133","14","14","14"
"2749145","12","12","12"
"2750304","14","14","14"
"2752882","12","12","12"
"2757101","13","13","13"
"2757683","11","11","11"
"2757785","8","8","8"
"2758151","13","13","13"
"2758553","10","10","10"
"2758630","10","10","10"
"2759094","12","12","12"
"2760094","8","8","8"
"2760302","10","10","10"
"2762752","14","14","14"
"2763516","13","13","13"
"2769356","9","9","9"
"2771883","14","14","14"
"2771908","9","9","9"
"2772724","12","12","12"
"2772938","8","8","8"
"2773318","11","11","11"
"2775617","11","11","11"
"2775843","13","13","13"
"2776314","11","11","11"
"2777121","11","11","11"
"2777837","16","16","16"
"2778463","12","12","12"
"2779071","10","10","10"
"2780194","13","13","13"
"2780282","12","12","12"
"2780371","13","13","13"
"2780531","10","10","10"
"2783761","9","9","9"
"2784243","10","10","10"
"2784934","11","11","11"
"2787378","12","12","12"
"2787408","14","14","14"
"2787421","11","11","11"
"2788948","8","8","8"
"2791991","13","13","13"
"2792461","13","13","13"
"2793079","9","9","9"
"2796396","14","14","14"
"2796497","12","12","12"
"2797020","12","12","12"
"2799469","12","12","12"
"2799512","10","10","10"
"2800586","10","10","10"
"2801056","8","8","8"
"2801714","8","8","8"
"2802089","13","13","13"
"2802685","10","10","10"
"2803072","8","8","8"
"2804087","13","13","13"
"2805670","12","12","12"
"2806189","12","12","12"
"2806556","13","13","13"
"2807731","14","14","14"
"2809975","10","10","10"
"2811163","16","16","16"
"2811916","15","15","15"
"2812229","11","11","11"
"2812365","10","10","10"
"2813021","14","14","14"
"2813898","13","13","13"
"2817517","9","9","9"
"2817970","12","12","12"
"2818797","14","14","14"
"2819513","14","14","14"
"2819916","11","11","11"
"2820117","12","12","12"
"2820564","7","7","7"
"2820917","11","11","11"
"2821293","14","14","14"
"2821631","12","12","12"
"2821833","14","14","14"
"2822249","16","16","16"
"2822897","11","11","11"
"2824874","12","12","12"
"2825769","13","13","13"
"2826650","14","14","14"
"2828222","12","12","12"
"2829764","12","12","12"
"2832425","8","8","8"
"2836682","14","14","14"
"2838135","9","9","9"
"2839681","15","15","15"
"2840562","14","14","14"
"2841264","11","11","11"
"2841919","18","18","18"
"2842930","14","14","14"
"2845573","9","9","9"
"2846239","11","11","11"
"2846880","13","13","13"
"2847133","13","13","13"
"2847366","15","15","15"
"2847723","14","14","14"
"2849293","10","10","10"
"2849863","11","11","11"
"2850591","11","11","11"
"2850629","8","8","8"
"2850680","13","13","13"
"2851045","13","13","13"
"2851579","16","16","16"
"2851783","12","12","12"
"2852148","13","13","13"
"2852332","7","7","7"
"2853499","7","7","7"
"2855807","13","13","13"
"2856522","13","13","13"
"2857509","11","11","11"
"2860670","12","12","12"
"2861540","11","11","11"
"2862454","7","7","7"
"2864155","7","7","7"
"2864950","13","13","13"
"2865725","13","13","13"
"2866129","11","11","11"
"2866210","12","12","12"
"2866305","12","12","12"
"2867365","10","10","10"
"2867967","18","18","18"
"2868570","11","11","11"
"2868850","11","11","11"
"2868997","14","14","14"
"2869478","13","13","13"
"2869696","7","7","7"
"2870419","15","15","15"
"2870483","5","5","5"
"2871301","13","13","13"
"2871741","10","10","10"
"2872850","12","12","12"
"2875072","11","11","11"
"2875844","16","16","16"
"2876702","14","14","14"
"2879275","12","12","12"
"2879524","19","19","19"
"2880305","10","10","10"
"2881053","7","7","7"
"2882909","12","12","12"
"2883262","15","15","15"
"2883284","13","13","13"
"2884248","12","12","12"
"2884859","15","15","15"
"2885917","11","11","11"
"2886243","12","12","12"
"2886282","13","13","13"
"2889716","14","14","14"
"2891273","11","11","11"
"2891890","9","9","9"
"2893528","13","13","13"
"2894110","11","11","11"
"2894316","17","17","17"
"2903334","9","9","9"
"2903635","13","13","13"
"2903729","12","12","12"
"2904095","10","10","10"
"2905319","9","9","9"
"2905968","10","10","10"
"2906330","13","13","13"
"2907338","10","10","10"
"2909970","12","12","12"
"2910622","12","12","12"
"2911391","9","9","9"
"2911954","9","9","9"
"2912908","9","9","9"
"2913789","12","12","12"
"2913932","11","11","11"
"2913990","14","14","14"
"2916099","14","14","14"
"2916236","11","11","11"
"2916734","10","10","10"
"2918070","7","7","7"
"2918413","12","12","12"
"2918711","13","13","13"
"2919501","7","7","7"
"2919959","8","8","8"
"2920430","9","9","9"
"2922804","11","11","11"
"2923067","11","11","11"
"2924049","12","12","12"
"2924397","12","12","12"
"2924534","15","15","15"
"2924568","12","12","12"
"2926159","14","14","14"
"2927075","12","12","12"
"2929156","11","11","11"
"2930449","6","6","6"
"2932093","11","11","11"
"2932574","12","12","12"
"2935079","13","13","13"
"2935237","13","13","13"
"2935823","7","7","7"
"2938442","16","16","16"
"2939236","13","13","13"
"2939963","11","11","11"
"2946476","12","12","12"
"2947351","13","13","13"
"2948464","12","12","12"
"2949155","10","10","10"
"2950194","10","10","10"
"2950355","11","11","11"
"2950388","13","13","13"
"2951987","10","10","10"
"2952297","14","14","14"
"2952492","12","12","12"
"2953076","12","12","12"
"2954737","10","10","10"
"2955266","11","11","11"
"2955363","9","9","9"
"2955871","10","10","10"
"2955962","14","14","14"
"2957102","11","11","11"
"2957370","9","9","9"
"2960652","13","13","13"
"2961250","13","13","13"
"2962139","11","11","11"
"2962650","14","14","14"
"2964543","12","12","12"
"2965001","8","8","8"
"2965888","14","14","14"
"2968333","11","11","11"
"2968715","12","12","12"
"2970455","13","13","13"
"2970887","7","7","7"
"2970993","9","9","9"
"2972958","6","6","6"
"2973587","13","13","13"
"2973859","11","11","11"
"2975112","14","14","14"
"2975428","10","10","10"
"2976934","9","9","9"
"2977025","9","9","9"
"2977290","13","13","13"
"2978128","10","10","10"
"2978134","14","14","14"
"2978671","10","10","10"
"2979146","10","10","10"
"2979917","12","12","12"
"2979957","10","10","10"
"2980284","10","10","10"
"2981377","11","11","11"
"2983433","13","13","13"
"2983873","8","8","8"
"2984266","12","12","12"
"2985627","14","14","14"
"2986902","9","9","9"
"2987318","10","10","10"
"2987344","9","9","9"
"2988711","15","15","15"
"2989153","16","16","16"
"2989753","10","10","10"
"2993579","11","11","11"
"2993774","13","13","13"
"2994950","10","10","10"
"2996588","13","13","13"
"2999200","8","8","8"
"3000514","3","3","3"
"3000540","4","4","4"
"3001427","2","2","2"
"3001798","2","2","2"
"3002461","2","2","2"
"3002776","3","3","3"
"3003343","4","4","4"
"3004031","4","4","4"
"3004054","4","4","4"
"3004744","3","3","3"
"3005055","2","2","2"
"3005088","1","1","1"
"3007329","3","3","3"
"3007428","3","3","3"
"3009178","3","3","3"
"3009928","1","1","1"
"3010396","3","3","3"
"3011271","1","1","1"
"3014867","3","3","3"
"3016206","2","2","2"
"3016251","3","3","3"
"3017367","4","4","4"
"3017966","2","2","2"
"3018367","3","3","3"
"3020204","2","2","2"
"3021564","1","1","1"
"3022123","5","5","5"
"3022304","3","3","3"
"3022882","3","3","3"
"3025085","3","3","3"
"3026008","2","2","2"
"3028019","4","4","4"
"3028585","2","2","2"
"3029198","3","3","3"
"3031853","3","3","3"
"3032051","2","2","2"
"3032720","3","3","3"
"3032985","2","2","2"
"3034483","4","4","4"
"3038714","4","4","4"
"3039367","4","4","4"
"3039393","2","2","2"
"3039603","1","1","1"
"3040910","2","2","2"
"3042272","4","4","4"
"3042487","5","5","5"
"3042991","3","3","3"
"3043316","4","4","4"
"3043344","3","3","3"
"3044780","4","4","4"
"3050418","2","2","2"
"3050628","4","4","4"
"3052952","1","1","1"
"3054184","3","3","3"
"3054344","4","4","4"
"3056277","2","2","2"
"3059130","4","4","4"
"3059220","2","2","2"
"3059313","2","2","2"
"3060025","4","4","4"
"3060194","4","4","4"
"3060317","5","5","5"
"3060344","3","3","3"
"3060678","1","1","1"
"3060750","2","2","2"
"3061578","3","3","3"
"3062462","2","2","2"
"3062835","4","4","4"
"3063121","2","2","2"
"3063700","2","2","2"
"3065612","4","4","4"
"3065719","2","2","2"
"3066237","4","4","4"
"3067142","3","3","3"
"3069750","4","4","4"
"3070085","4","4","4"
"3070651","3","3","3"
"3072584","3","3","3"
"3073464","5","5","5"
"3077206","3","3","3"
"3077286","2","2","2"
"3078932","3","3","3"
"3083203","3","3","3"
"3083959","2","2","2"
"3084571","3","3","3"
"3085014","3","3","3"
"3085834","2","2","2"
"3086666","2","2","2"
"3087836","4","4","4"
"3088280","4","4","4"
"3088311","4","4","4"
"3088462","3","3","3"
"3088602","4","4","4"
"3089442","3","3","3"
"3089447","2","2","2"
"3090751","5","5","5"
"3092945","3","3","3"
"3092988","2","2","2"
"3093224","2","2","2"
"3095427","4","4","4"
"3095475","3","3","3"
"3095966","2","2","2"
"3096847","3","3","3"
"3097869","2","2","2"
"3098711","4","4","4"
"3101486","6","6","6"
"3101657","5","5","5"
"3102054","11","11","11"
"3105336","7","7","7"
"3105464","5","5","5"
"3105983","5","5","5"
"3107486","8","8","8"
"3107788","7","7","7"
"3110520","6","6","6"
"3111814","7","7","7"
"3112674","10","10","10"
"3113470","5","5","5"
"3113538","13","13","13"
"3114148","8","8","8"
"3114321","8","8","8"
"3114449","9","9","9"
"3116072","9","9","9"
"3116156","10","10","10"
"3116720","9","9","9"
"3117480","8","8","8"
"3118087","7","7","7"
"3118584","7","7","7"
"3122069","5","5","5"
"3122115","8","8","8"
"3122914","6","6","6"
"3123230","7","7","7"
"3123684","10","10","10"
"3125236","12","12","12"
"3125448","5","5","5"
"3125522","10","10","10"
"3125645","12","12","12"
"3125666","8","8","8"
"3126907","10","10","10"
"3127121","6","6","6"
"3128927","3","3","3"
"3129345","8","8","8"
"3129931","9","9","9"
"3130436","7","7","7"
"3131606","8","8","8"
"3132319","5","5","5"
"3132408","8","8","8"
"3133332","12","12","12"
"3136586","7","7","7"
"3138129","7","7","7"
"3138227","15","15","15"
"3139469","8","8","8"
"3139564","7","7","7"
"3141344","9","9","9"
"3142866","8","8","8"
"3142921","10","10","10"
"3143368","10","10","10"
"3144304","7","7","7"
"3144777","6","6","6"
"3145212","9","9","9"
"3147120","11","11","11"
"3147225","11","11","11"
"3150132","6","6","6"
"3150804","10","10","10"
"3151312","10","10","10"
"3152675","4","4","4"
"3155161","8","8","8"
"3155588","10","10","10"
"3155793","13","13","13"
"3157472","8","8","8"
"3157954","7","7","7"
"3159248","9","9","9"
"3159617","13","13","13"
"3159658","5","5","5"
"3160690","3","3","3"
"3162080","2","2","2"
"3162858","7","7","7"
"3163737","8","8","8"
"3164327","13","13","13"
"3168038","7","7","7"
"3168746","2","2","2"
"3168916","10","10","10"
"3169098","12","12","12"
"3169789","8","8","8"
"3170733","7","7","7"
"3171048","6","6","6"
"3171895","8","8","8"
"3174801","7","7","7"
"3177641","8","8","8"
"3179106","9","9","9"
"3179223","13","13","13"
"3182157","7","7","7"
"3182263","11","11","11"
"3182570","8","8","8"
"3184447","7","7","7"
"3185624","4","4","4"
"3185714","5","5","5"
"3186347","10","10","10"
"3186363","10","10","10"
"3187705","7","7","7"
"3194105","9","9","9"
"3194513","12","12","12"
"3195137","8","8","8"
"3195212","5","5","5"
"3195778","14","14","14"
"3197611","10","10","10"
"3199756","8","8","8"
"3200117","11","11","11"
"3204431","4","4","4"
"3205877","11","11","11"
"3206785","10","10","10"
"3208441","8","8","8"
"3208719","6","6","6"
"3208785","17","17","17"
"3209009","7","7","7"
"3210576","9","9","9"
"3212962","10","10","10"
"3213394","9","9","9"
"3216510","9","9","9"
"3217806","12","12","12"
"3218772","12","12","12"
"3219216","14","14","14"
"3219700","12","12","12"
"3220204","6","6","6"
"3220525","7","7","7"
"3221271","12","12","12"
"3225794","9","9","9"
"3225881","8","8","8"
"3226475","7","7","7"
"3227036","9","9","9"
"3227302","10","10","10"
"3227490","11","11","11"
"3229744","13","13","13"
"3232653","10","10","10"
"3234553","15","15","15"
"3235346","9","9","9"
"3236100","16","16","16"
"3238084","12","12","12"
"3239438","13","13","13"
"3240010","14","14","14"
"3244583","11","11","11"
"3244958","10","10","10"
"3245844","8","8","8"
"3246378","10","10","10"
"3246649","7","7","7"
"3248415","13","13","13"
"3250832","10","10","10"
"3251354","13","13","13"
"3251627","15","15","15"
"3251879","6","6","6"
"3252040","9","9","9"
"3252098","13","13","13"
"3252959","12","12","12"
"3255797","13","13","13"
"3257105","14","14","14"
"3258596","12","12","12"
"3261001","9","9","9"
"3263360","7","7","7"
"3263906","11","11","11"
"3264810","9","9","9"
"3265768","14","14","14"
"3266050","14","14","14"
"3266261","12","12","12"
"3267000","12","12","12"
"3267163","11","11","11"
"3268954","11","11","11"
"3269316","13","13","13"
"3269771","9","9","9"
"3271620","13","13","13"
"3271838","11","11","11"
"3272340","10","10","10"
"3276608","14","14","14"
"3277177","16","16","16"
