"Step","active-0","sunny-durian-3 - active-0__MIN","sunny-durian-3 - active-0__MAX"
"6460346","1","1","1"
"6461100","2","2","2"
"6463084","2","2","2"
"6464438","2","2","2"
"6465010","2","2","2"
"6469583","3","3","3"
"6469958","1","1","1"
"6470844","3","3","3"
"6471378","3","3","3"
"6471649","3","3","3"
"6473415","3","3","3"
"6475832","2","2","2"
"6476354","1","1","1"
"6476627","2","2","2"
"6476879","3","3","3"
"6477040","3","3","3"
"6477098","2","2","2"
"6477959","3","3","3"
"6480797","3","3","3"
"6482105","2","2","2"
"6483596","2","2","2"
"6486001","3","3","3"
"6488360","3","3","3"
"6488906","2","2","2"
"6489810","1","1","1"
"6490768","3","3","3"
"6491050","3","3","3"
"6491261","2","2","2"
"6492000","3","3","3"
"6492163","3","3","3"
"6493954","3","3","3"
"6494316","2","2","2"
"6494771","2","2","2"
"6496620","2","2","2"
"6496838","3","3","3"
"6497340","3","3","3"
"6501608","13","13","13"
"6502177","12","12","12"
"6502738","7","7","7"
"6503161","11","11","11"
"6503936","9","9","9"
"6505521","11","11","11"
"6505767","11","11","11"
"6506051","7","7","7"
"6507598","13","13","13"
"6508541","12","12","12"
"6512347","11","11","11"
"6514420","9","9","9"
"6516652","10","10","10"
"6517992","9","9","9"
"6518390","8","8","8"
"6518655","8","8","8"
"6519820","8","8","8"
"6519889","9","9","9"
"6520417","14","14","14"
"6521311","9","9","9"
"6522285","13","13","13"
"6523972","10","10","10"
"6525669","9","9","9"
"6526009","12","12","12"
"6528719","7","7","7"
"6529122","11","11","11"
"6529304","10","10","10"
"6530115","9","9","9"
"6530303","6","6","6"
"6530423","11","11","11"
"6531921","11","11","11"
"6532617","11","11","11"
"6532947","7","7","7"
"6533916","8","8","8"
"6534072","11","11","11"
"6535682","8","8","8"
"6536933","13","13","13"
"6537631","10","10","10"
"6537913","12","12","12"
"6539450","11","11","11"
"6540592","12","12","12"
"6540822","15","15","15"
"6541069","15","15","15"
"6543014","12","12","12"
"6543056","9","9","9"
"6543763","12","12","12"
"6543791","9","9","9"
"6544350","7","7","7"
"6545091","7","7","7"
"6546249","11","11","11"
"6547345","9","9","9"
"6547974","9","9","9"
"6549783","5","5","5"
"6550019","11","11","11"
"6550227","12","12","12"
"6550397","10","10","10"
"6551160","9","9","9"
"6551283","11","11","11"
"6553811","15","15","15"
"6554352","9","9","9"
"6554383","10","10","10"
"6554464","11","11","11"
"6554700","9","9","9"
"6556461","12","12","12"
"6559419","11","11","11"
"6561074","12","12","12"
"6561146","11","11","11"
"6561368","8","8","8"
"6562596","8","8","8"
"6562624","7","7","7"
"6562782","13","13","13"
"6562831","13","13","13"
"6562907","10","10","10"
"6563396","11","11","11"
"6564304","12","12","12"
"6564782","10","10","10"
"6565535","13","13","13"
"6565794","9","9","9"
"6566909","7","7","7"
"6568409","9","9","9"
"6569465","8","8","8"
"6570319","12","12","12"
"6570909","7","7","7"
"6571566","13","13","13"
"6573362","9","9","9"
"6573845","8","8","8"
"6573968","9","9","9"
"6574209","15","15","15"
"6574262","11","11","11"
"6574790","7","7","7"
"6575738","9","9","9"
"6577819","6","6","6"
"6578797","15","15","15"
"6579520","9","9","9"
"6579562","11","11","11"
"6580655","9","9","9"
"6582223","13","13","13"
"6582226","7","7","7"
"6582712","11","11","11"
"6583886","10","10","10"
"6586671","9","9","9"
"6588876","11","11","11"
"6591268","14","14","14"
"6591903","10","10","10"
"6594916","11","11","11"
"6596741","10","10","10"
"6596921","5","5","5"
"6597071","10","10","10"
"6598266","14","14","14"
"6598275","12","12","12"
"6599007","11","11","11"
"6601076","11","11","11"
"6603015","12","12","12"
"6604212","10","10","10"
"6604997","12","12","12"
"6605093","10","10","10"
"6605185","10","10","10"
"6606715","6","6","6"
"6608612","11","11","11"
"6608867","12","12","12"
"6609350","12","12","12"
"6609972","10","10","10"
"6611092","12","12","12"
"6611806","13","13","13"
"6613161","12","12","12"
"6613180","10","10","10"
"6613544","11","11","11"
"6614618","9","9","9"
"6615433","14","14","14"
"6615863","11","11","11"
"6617703","13","13","13"
"6617835","12","12","12"
"6618217","13","13","13"
"6618357","11","11","11"
"6620345","9","9","9"
"6622254","12","12","12"
"6622391","14","14","14"
"6622771","11","11","11"
"6622914","11","11","11"
"6623246","13","13","13"
"6625308","10","10","10"
"6627526","10","10","10"
"6627683","12","12","12"
"6629177","13","13","13"
"6630829","14","14","14"
"6632841","8","8","8"
"6633995","14","14","14"
"6634746","11","11","11"
"6635290","10","10","10"
"6635642","13","13","13"
"6636142","10","10","10"
"6636697","10","10","10"
"6638611","8","8","8"
"6638741","11","11","11"
"6640270","9","9","9"
"6640802","7","7","7"
"6642019","12","12","12"
"6643997","11","11","11"
"6644524","12","12","12"
"6645755","12","12","12"
"6646792","12","12","12"
"6647900","10","10","10"
"6648714","13","13","13"
"6649242","7","7","7"
"6650043","12","12","12"
"6650243","8","8","8"
"6650920","12","12","12"
"6652055","13","13","13"
"6654529","6","6","6"
"6657286","10","10","10"
"6659290","13","13","13"
"6661404","11","11","11"
"6667488","14","14","14"
"6669362","12","12","12"
"6670111","11","11","11"
"6671296","11","11","11"
"6672392","10","10","10"
"6672752","11","11","11"
"6675278","11","11","11"
"6675467","10","10","10"
"6675771","10","10","10"
"6676027","12","12","12"
"6676030","12","12","12"
"6676321","13","13","13"
"6676686","8","8","8"
"6677235","13","13","13"
"6677518","9","9","9"
"6677577","8","8","8"
"6677838","13","13","13"
"6678473","10","10","10"
"6678733","10","10","10"
"6678881","11","11","11"
"6679292","12","12","12"
"6680345","12","12","12"
"6685585","11","11","11"
"6685662","9","9","9"
"6685845","11","11","11"
"6686183","12","12","12"
"6686186","14","14","14"
"6687051","11","11","11"
"6688308","14","14","14"
"6689575","9","9","9"
"6692039","10","10","10"
"6692194","9","9","9"
"6692388","8","8","8"
"6693715","10","10","10"
"6694669","10","10","10"
"6695731","11","11","11"
"6700901","3","3","3"
"6701731","4","4","4"
"6701742","5","5","5"
"6703120","2","2","2"
"6705659","3","3","3"
"6706585","5","5","5"
"6706657","4","4","4"
"6707172","0","0","0"
"6709070","4","4","4"
"6714478","2","2","2"
"6714856","2","2","2"
"6716508","2","2","2"
"6719762","3","3","3"
"6720339","3","3","3"
"6720469","1","1","1"
"6720925","3","3","3"
"6721499","4","4","4"
"6721638","3","3","3"
"6722363","3","3","3"
"6722981","5","5","5"
"6723264","2","2","2"
"6723819","2","2","2"
"6725238","3","3","3"
"6725628","5","5","5"
"6725761","1","1","1"
"6726082","3","3","3"
"6726170","2","2","2"
"6726427","3","3","3"
"6727927","4","4","4"
"6728496","3","3","3"
"6728948","2","2","2"
"6729733","5","5","5"
"6730323","1","1","1"
"6730616","4","4","4"
"6731838","4","4","4"
"6732159","3","3","3"
"6735112","3","3","3"
"6735509","4","4","4"
"6736463","3","3","3"
"6737661","4","4","4"
"6742218","3","3","3"
"6745322","3","3","3"
"6748813","2","2","2"
"6748865","3","3","3"
"6749096","2","2","2"
"6749969","1","1","1"
"6751702","3","3","3"
"6753401","5","5","5"
"6754658","5","5","5"
"6755707","6","6","6"
"6755964","2","2","2"
"6756237","4","4","4"
"6757161","2","2","2"
"6759776","4","4","4"
"6760354","4","4","4"
"6761149","1","1","1"
"6761278","3","3","3"
"6764167","2","2","2"
"6765078","3","3","3"
"6765649","4","4","4"
"6765881","3","3","3"
"6766029","3","3","3"
"6767394","1","1","1"
"6767537","3","3","3"
"6767959","2","2","2"
"6768437","2","2","2"
"6768527","3","3","3"
"6770345","2","2","2"
"6771225","2","2","2"
"6771595","4","4","4"
"6772118","4","4","4"
"6772410","2","2","2"
"6772687","2","2","2"
"6773525","5","5","5"
"6774285","3","3","3"
"6774780","4","4","4"
"6777694","2","2","2"
"6778259","4","4","4"
"6779753","1","1","1"
"6781127","4","4","4"
"6781690","2","2","2"
"6784641","4","4","4"
"6785561","3","3","3"
"6785770","5","5","5"
"6786318","3","3","3"
"6786822","4","4","4"
"6788044","4","4","4"
"6789367","3","3","3"
"6792021","4","4","4"
"6793215","0","0","0"
"6793836","2","2","2"
"6794834","1","1","1"
"6795207","3","3","3"
"6797148","4","4","4"
"6801902","3","3","3"
"6802081","2","2","2"
"6802841","2","2","2"
"6804446","0","0","0"
"6805059","3","3","3"
"6807955","3","3","3"
"6809664","1","1","1"
"6811456","3","3","3"
"6812904","2","2","2"
"6814427","1","1","1"
"6816043","2","2","2"
"6816050","3","3","3"
"6816328","2","2","2"
"6817376","1","1","1"
"6817533","1","1","1"
"6817636","1","1","1"
"6817818","2","2","2"
"6818392","2","2","2"
"6818398","0","0","0"
"6818850","2","2","2"
"6819309","3","3","3"
"6820264","2","2","2"
"6821879","3","3","3"
"6822422","1","1","1"
"6828643","3","3","3"
"6829602","1","1","1"
"6832164","3","3","3"
"6832369","1","1","1"
"6832675","2","2","2"
"6833176","0","0","0"
"6833637","1","1","1"
"6834147","2","2","2"
"6834542","3","3","3"
"6835441","2","2","2"
"6835566","2","2","2"
"6837202","1","1","1"
"6837418","1","1","1"
"6839113","3","3","3"
"6840757","2","2","2"
"6841306","2","2","2"
"6842986","3","3","3"
"6843212","2","2","2"
"6844118","2","2","2"
"6844564","3","3","3"
"6845436","1","1","1"
"6846130","3","3","3"
"6848596","1","1","1"
"6848932","1","1","1"
"6849899","2","2","2"
"6850302","2","2","2"
"6850542","3","3","3"
"6850856","3","3","3"
"6857810","2","2","2"
"6858895","2","2","2"
"6859192","2","2","2"
"6859261","1","1","1"
"6859764","1","1","1"
"6860352","4","4","4"
"6860387","2","2","2"
"6860473","2","2","2"
"6863661","1","1","1"
"6864520","1","1","1"
"6865788","3","3","3"
"6866320","1","1","1"
"6868411","1","1","1"
"6868802","2","2","2"
"6869316","2","2","2"
"6869369","1","1","1"
"6874998","3","3","3"
"6875703","2","2","2"
"6877379","1","1","1"
"6877536","1","1","1"
"6877860","3","3","3"
"6877875","2","2","2"
"6877899","1","1","1"
"6879681","2","2","2"
"6880777","0","0","0"
"6880835","2","2","2"
"6881022","1","1","1"
"6881071","2","2","2"
"6882219","3","3","3"
"6884279","3","3","3"
"6884304","2","2","2"
"6885674","1","1","1"
"6885912","0","0","0"
"6886589","2","2","2"
"6887334","3","3","3"
"6888333","2","2","2"
"6889647","3","3","3"
"6889899","1","1","1"
"6891548","1","1","1"
"6891623","2","2","2"
"6893884","2","2","2"
"6894012","3","3","3"
"6894651","0","0","0"
"6895508","2","2","2"
"6897528","3","3","3"
"6898714","2","2","2"
"6899323","1","1","1"
"6900703","14","14","14"
"6901809","9","9","9"
"6901910","12","12","12"
"6902825","5","5","5"
"6903616","7","7","7"
"6908376","6","6","6"
"6911816","13","13","13"
"6912789","11","11","11"
"6914105","12","12","12"
"6914177","14","14","14"
"6916426","8","8","8"
"6919922","8","8","8"
"6920815","11","11","11"
"6924235","7","7","7"
"6927335","8","8","8"
"6928287","10","10","10"
"6929693","14","14","14"
"6930914","7","7","7"
"6931702","11","11","11"
"6934082","9","9","9"
"6934089","10","10","10"
"6936715","9","9","9"
"6937066","14","14","14"
"6937231","9","9","9"
"6938813","8","8","8"
"6939014","7","7","7"
"6939334","8","8","8"
"6939809","14","14","14"
"6940530","15","15","15"
"6940867","12","12","12"
"6941880","6","6","6"
"6943709","9","9","9"
"6943965","11","11","11"
"6945183","9","9","9"
"6945383","7","7","7"
"6945641","12","12","12"
"6946203","10","10","10"
"6946778","10","10","10"
"6950608","12","12","12"
"6952219","10","10","10"
"6954757","10","10","10"
"6955929","14","14","14"
"6957966","16","16","16"
"6960176","11","11","11"
"6961297","10","10","10"
"6963413","10","10","10"
"6965504","14","14","14"
"6966193","11","11","11"
"6967895","12","12","12"
"6971549","10","10","10"
"6971551","13","13","13"
"6972146","10","10","10"
"6972768","9","9","9"
"6973727","12","12","12"
"6975556","7","7","7"
"6977639","9","9","9"
"6978066","9","9","9"
"6979573","11","11","11"
"6980521","7","7","7"
"6980805","8","8","8"
"6981491","17","17","17"
"6982496","14","14","14"
"6984683","12","12","12"
"6984764","6","6","6"
"6985395","11","11","11"
"6986259","10","10","10"
"6991108","15","15","15"
"6992468","11","11","11"
"6993627","11","11","11"
"6994123","12","12","12"
"6994609","10","10","10"
"6995407","9","9","9"
"6995481","12","12","12"
"6996443","10","10","10"
"6997121","10","10","10"
"7000977","2","2","2"
"7001581","2","2","2"
"7003632","3","3","3"
"7003981","2","2","2"
"7004091","3","3","3"
"7006416","1","1","1"
"7008713","3","3","3"
"7010798","2","2","2"
"7012175","4","4","4"
"7014193","4","4","4"
"7014913","3","3","3"
"7016936","1","1","1"
"7017506","2","2","2"
"7017517","1","1","1"
"7018032","2","2","2"
"7019226","3","3","3"
"7019252","4","4","4"
"7019774","2","2","2"
"7019795","1","1","1"
"7020126","4","4","4"
"7022000","2","2","2"
"7022093","3","3","3"
"7022369","2","2","2"
"7026689","2","2","2"
"7029701","5","5","5"
"7030301","4","4","4"
"7030434","0","0","0"
"7030880","4","4","4"
"7032184","2","2","2"
"7032520","3","3","3"
"7032563","2","2","2"
"7033191","5","5","5"
"7033358","4","4","4"
"7033398","5","5","5"
"7034727","2","2","2"
"7036560","1","1","1"
"7037332","4","4","4"
"7038284","1","1","1"
"7039803","0","0","0"
"7039822","3","3","3"
"7040970","3","3","3"
"7041607","1","1","1"
"7041647","5","5","5"
"7042472","3","3","3"
"7043922","3","3","3"
"7044785","3","3","3"
"7045130","4","4","4"
"7046086","1","1","1"
"7046130","3","3","3"
"7047268","2","2","2"
"7048896","2","2","2"
"7052657","2","2","2"
"7053080","3","3","3"
"7053380","2","2","2"
"7053835","4","4","4"
"7056303","4","4","4"
"7057159","1","1","1"
"7061522","2","2","2"
"7063362","2","2","2"
"7064416","3","3","3"
"7065367","2","2","2"
"7065501","3","3","3"
"7067676","1","1","1"
"7067742","0","0","0"
"7068232","5","5","5"
"7068845","2","2","2"
"7068972","2","2","2"
"7069320","2","2","2"
"7069609","1","1","1"
"7069660","3","3","3"
"7073333","4","4","4"
"7074306","5","5","5"
"7075484","2","2","2"
"7075973","1","1","1"
"7076352","2","2","2"
"7077855","1","1","1"
"7078984","4","4","4"
"7080303","1","1","1"
"7080471","4","4","4"
"7082811","4","4","4"
"7083596","3","3","3"
"7084385","2","2","2"
"7084602","2","2","2"
"7086032","1","1","1"
"7088348","3","3","3"
"7088856","1","1","1"
"7089292","4","4","4"
"7089346","3","3","3"
"7090329","2","2","2"
"7090400","3","3","3"
"7092334","0","0","0"
"7092355","2","2","2"
"7096887","2","2","2"
"7099252","2","2","2"
"7101119","9","9","9"
"7102003","8","8","8"
"7103190","10","10","10"
"7103372","11","11","11"
"7105326","5","5","5"
"7105405","8","8","8"
"7107130","14","14","14"
"7107485","7","7","7"
"7107975","10","10","10"
"7108235","13","13","13"
"7108835","11","11","11"
"7108840","14","14","14"
"7113825","14","14","14"
"7115472","12","12","12"
"7117356","8","8","8"
"7118188","11","11","11"
"7118964","10","10","10"
"7119778","12","12","12"
"7122092","11","11","11"
"7124071","9","9","9"
"7124610","7","7","7"
"7126686","9","9","9"
"7127240","15","15","15"
"7128281","9","9","9"
"7130038","11","11","11"
"7135130","10","10","10"
"7136345","10","10","10"
"7137533","12","12","12"
"7137946","10","10","10"
"7138266","11","11","11"
"7138368","10","10","10"
"7139696","12","12","12"
"7141109","7","7","7"
"7141775","7","7","7"
"7142898","11","11","11"
"7143699","8","8","8"
"7145584","9","9","9"
"7145828","9","9","9"
"7145932","9","9","9"
"7146492","6","6","6"
"7146595","13","13","13"
"7146760","11","11","11"
"7147294","8","8","8"
"7149190","6","6","6"
"7149314","11","11","11"
"7149660","9","9","9"
"7151393","9","9","9"
"7152316","9","9","9"
"7152571","13","13","13"
"7154268","8","8","8"
"7156675","11","11","11"
"7158255","13","13","13"
"7158717","10","10","10"
"7158930","8","8","8"
"7159125","9","9","9"
"7160217","8","8","8"
"7162455","13","13","13"
"7163236","12","12","12"
"7163519","12","12","12"
"7163576","11","11","11"
"7164231","11","11","11"
"7164253","11","11","11"
"7164472","8","8","8"
"7165043","11","11","11"
"7165059","11","11","11"
"7165230","11","11","11"
"7166426","9","9","9"
"7167097","9","9","9"
"7167404","11","11","11"
"7168204","13","13","13"
"7169018","8","8","8"
"7169731","13","13","13"
"7170939","12","12","12"
"7171370","9","9","9"
"7172466","7","7","7"
"7174027","9","9","9"
"7174586","9","9","9"
"7174644","10","10","10"
"7176987","7","7","7"
"7177155","12","12","12"
"7177342","11","11","11"
"7177499","10","10","10"
"7177566","5","5","5"
"7177605","13","13","13"
"7177769","7","7","7"
"7177896","12","12","12"
"7178646","15","15","15"
"7179428","11","11","11"
"7179485","11","11","11"
"7180782","10","10","10"
"7183229","11","11","11"
"7183716","14","14","14"
"7184845","7","7","7"
"7185794","9","9","9"
"7186078","8","8","8"
"7186087","9","9","9"
"7186889","10","10","10"
"7188040","9","9","9"
"7188430","11","11","11"
"7188984","13","13","13"
"7190093","11","11","11"
"7190531","10","10","10"
"7190737","10","10","10"
"7191098","10","10","10"
"7196555","11","11","11"
"7198981","7","7","7"
"7201839","2","2","2"
"7201914","2","2","2"
"7202943","5","5","5"
"7203438","4","4","4"
"7203539","3","3","3"
"7204448","4","4","4"
"7205252","2","2","2"
"7205583","5","5","5"
"7206011","2","2","2"
"7206407","2","2","2"
"7209619","3","3","3"
"7210351","5","5","5"
"7212040","3","3","3"
"7212144","2","2","2"
"7214005","4","4","4"
"7214378","4","4","4"
"7214409","1","1","1"
"7215034","2","2","2"
"7215338","3","3","3"
"7216692","2","2","2"
"7217912","6","6","6"
"7218100","6","6","6"
"7218195","7","7","7"
"7218255","4","4","4"
"7218398","6","6","6"
"7218427","3","3","3"
"7218611","1","1","1"
"7219990","2","2","2"
"7221253","4","4","4"
"7222392","4","4","4"
"7226998","4","4","4"
"7227670","4","4","4"
"7229416","5","5","5"
"7229518","5","5","5"
"7230213","3","3","3"
"7230390","6","6","6"
"7231132","3","3","3"
"7231218","4","4","4"
"7232937","5","5","5"
"7233176","4","4","4"
"7236737","7","7","7"
"7238583","1","1","1"
"7238710","3","3","3"
"7242295","5","5","5"
"7242630","3","3","3"
"7243173","2","2","2"
"7244524","2","2","2"
"7245221","3","3","3"
"7246111","3","3","3"
"7246309","3","3","3"
"7246789","3","3","3"
"7248553","3","3","3"
"7250965","4","4","4"
"7251421","3","3","3"
"7251939","1","1","1"
"7252002","3","3","3"
"7252266","6","6","6"
"7252369","5","5","5"
"7252602","1","1","1"
"7254069","2","2","2"
"7255057","2","2","2"
"7256240","2","2","2"
"7256907","5","5","5"
"7257985","3","3","3"
"7261117","4","4","4"
"7264109","4","4","4"
"7264572","3","3","3"
"7265955","2","2","2"
"7266189","1","1","1"
"7268784","3","3","3"
"7269123","1","1","1"
"7270001","4","4","4"
"7270422","7","7","7"
"7270615","2","2","2"
"7271653","5","5","5"
"7271904","3","3","3"
"7274308","3","3","3"
"7274792","2","2","2"
"7274911","4","4","4"
"7276357","3","3","3"
"7276401","4","4","4"
"7276720","2","2","2"
"7277170","0","0","0"
"7277466","8","8","8"
"7278601","4","4","4"
"7279679","4","4","4"
"7282544","2","2","2"
"7288538","1","1","1"
"7288844","1","1","1"
"7289088","4","4","4"
"7289337","5","5","5"
"7290542","4","4","4"
"7290640","0","0","0"
"7291741","5","5","5"
"7292559","2","2","2"
"7295207","4","4","4"
"7296593","2","2","2"
"7296915","2","2","2"
"7298494","1","1","1"
"7299317","5","5","5"
"7299593","7","7","7"
"7302047","8","8","8"
"7302750","20","20","20"
"7302791","15","15","15"
"7302906","8","8","8"
"7303535","9","9","9"
"7303588","10","10","10"
"7304642","13","13","13"
"7304669","4","4","4"
"7306554","9","9","9"
"7306613","9","9","9"
"7307277","10","10","10"
"7307429","10","10","10"
"7309526","10","10","10"
"7309560","12","12","12"
"7309706","11","11","11"
"7311253","12","12","12"
"7311451","12","12","12"
"7312192","14","14","14"
"7312597","10","10","10"
"7312620","8","8","8"
"7313002","13","13","13"
"7313692","13","13","13"
"7314581","14","14","14"
"7316017","6","6","6"
"7317414","13","13","13"
"7317557","14","14","14"
"7319149","13","13","13"
"7319853","11","11","11"
"7321977","20","20","20"
"7322257","15","15","15"
"7322492","4","4","4"
"7322596","15","15","15"
"7323005","11","11","11"
"7324453","9","9","9"
"7327100","11","11","11"
"7329809","10","10","10"
"7331042","13","13","13"
"7331047","16","16","16"
"7331105","18","18","18"
"7332991","10","10","10"
"7334166","12","12","12"
"7334917","11","11","11"
"7335918","8","8","8"
"7335936","13","13","13"
"7336017","9","9","9"
"7336142","10","10","10"
"7337068","14","14","14"
"7337460","12","12","12"
"7338653","11","11","11"
"7342307","8","8","8"
"7342602","10","10","10"
"7342710","19","19","19"
"7343557","9","9","9"
"7344793","11","11","11"
"7345025","15","15","15"
"7347193","12","12","12"
"7347966","12","12","12"
"7348279","12","12","12"
"7350287","12","12","12"
"7351919","10","10","10"
"7351991","13","13","13"
"7353919","10","10","10"
"7354371","11","11","11"
"7355124","7","7","7"
"7355126","12","12","12"
"7356409","8","8","8"
"7357505","12","12","12"
"7358468","6","6","6"
"7359714","11","11","11"
"7360393","16","16","16"
"7360456","8","8","8"
"7361254","15","15","15"
"7361969","9","9","9"
"7362327","15","15","15"
"7363311","6","6","6"
"7363330","12","12","12"
"7365563","9","9","9"
"7366615","10","10","10"
"7366676","11","11","11"
"7367408","6","6","6"
"7367613","9","9","9"
"7368011","10","10","10"
"7370053","16","16","16"
"7371795","15","15","15"
"7372316","8","8","8"
"7373333","14","14","14"
"7373469","12","12","12"
"7373819","14","14","14"
"7374739","16","16","16"
"7375291","11","11","11"
"7375910","10","10","10"
"7376019","10","10","10"
"7376621","18","18","18"
"7376753","10","10","10"
"7378187","12","12","12"
"7380856","17","17","17"
"7380876","15","15","15"
"7381059","13","13","13"
"7383897","16","16","16"
"7384664","11","11","11"
"7384703","14","14","14"
"7387241","10","10","10"
"7387306","8","8","8"
"7387606","9","9","9"
"7389343","12","12","12"
"7390986","13","13","13"
"7391231","11","11","11"
"7392450","14","14","14"
"7393440","11","11","11"
"7397134","14","14","14"
"7397315","12","12","12"
"7399392","12","12","12"
"7401449","9","9","9"
"7403090","16","16","16"
"7403252","12","12","12"
"7404362","15","15","15"
"7404434","13","13","13"
"7404639","20","20","20"
"7404726","11","11","11"
"7405270","9","9","9"
"7406600","16","16","16"
"7409128","17","17","17"
"7409729","13","13","13"
"7409992","11","11","11"
"7412731","12","12","12"
"7416167","8","8","8"
"7416401","9","9","9"
"7417020","12","12","12"
"7419264","14","14","14"
"7419915","13","13","13"
"7420036","13","13","13"
"7421835","13","13","13"
"7422579","9","9","9"
"7422692","11","11","11"
"7424344","14","14","14"
"7424414","14","14","14"
"7425543","21","21","21"
"7425951","12","12","12"
"7425980","16","16","16"
"7426416","14","14","14"
"7426493","14","14","14"
"7427511","8","8","8"
"7427857","16","16","16"
"7429981","13","13","13"
"7431228","11","11","11"
"7431354","11","11","11"
"7431522","17","17","17"
"7432075","14","14","14"
"7432699","14","14","14"
"7433078","10","10","10"
"7436999","22","22","22"
"7437382","15","15","15"
"7440905","14","14","14"
"7441103","14","14","14"
"7441727","10","10","10"
"7442378","19","19","19"
"7444188","13","13","13"
"7446284","16","16","16"
"7446409","15","15","15"
"7446776","14","14","14"
"7447608","6","6","6"
"7447985","12","12","12"
"7449276","15","15","15"
"7452437","12","12","12"
"7453194","13","13","13"
"7453263","9","9","9"
"7453929","9","9","9"
"7454598","17","17","17"
"7455079","16","16","16"
"7457270","20","20","20"
"7457914","16","16","16"
"7458451","12","12","12"
"7459173","10","10","10"
"7460654","13","13","13"
"7461526","12","12","12"
"7461954","16","16","16"
"7463418","17","17","17"
"7465571","15","15","15"
"7466270","13","13","13"
"7467266","8","8","8"
"7467324","14","14","14"
"7468021","9","9","9"
"7470467","11","11","11"
"7470999","15","15","15"
"7472147","15","15","15"
"7473477","8","8","8"
"7473971","14","14","14"
"7475403","11","11","11"
"7475857","15","15","15"
"7476737","13","13","13"
"7479972","12","12","12"
"7482456","12","12","12"
"7482633","9","9","9"
"7483445","18","18","18"
"7487186","13","13","13"
"7488938","16","16","16"
"7493031","11","11","11"
"7493901","12","12","12"
"7494006","14","14","14"
"7494219","16","16","16"
"7496388","7","7","7"
"7498638","11","11","11"
"7499090","12","12","12"
"7502895","4","4","4"
"7502936","5","5","5"
"7504070","6","6","6"
"7504902","6","6","6"
"7506527","8","8","8"
"7509932","7","7","7"
"7511321","4","4","4"
"7513405","6","6","6"
"7513856","7","7","7"
"7514076","6","6","6"
"7514430","6","6","6"
"7514888","9","9","9"
"7516043","7","7","7"
"7516773","3","3","3"
"7519240","7","7","7"
"7520900","7","7","7"
"7521374","6","6","6"
"7522076","8","8","8"
"7522360","4","4","4"
"7522547","5","5","5"
"7523405","5","5","5"
"7524760","8","8","8"
"7526616","4","4","4"
"7527025","6","6","6"
"7530377","6","6","6"
"7530814","5","5","5"
"7534129","6","6","6"
"7534382","5","5","5"
"7535632","6","6","6"
"7535846","4","4","4"
"7535869","8","8","8"
"7538731","8","8","8"
"7539167","5","5","5"
"7539206","5","5","5"
"7539273","9","9","9"
"7540801","5","5","5"
"7540858","4","4","4"
"7542648","5","5","5"
"7542896","6","6","6"
"7543504","7","7","7"
"7544349","7","7","7"
"7545859","4","4","4"
"7546779","6","6","6"
"7548950","5","5","5"
"7549094","5","5","5"
"7549872","8","8","8"
"7550920","6","6","6"
"7554492","6","6","6"
"7555243","6","6","6"
"7559311","6","6","6"
"7562270","6","6","6"
"7562293","3","3","3"
"7563118","5","5","5"
"7564841","8","8","8"
"7565480","8","8","8"
"7566955","4","4","4"
"7567819","4","4","4"
"7567820","5","5","5"
"7569178","5","5","5"
"7569639","3","3","3"
"7570311","7","7","7"
"7571076","6","6","6"
"7571271","6","6","6"
"7571569","6","6","6"
"7571592","4","4","4"
"7572807","6","6","6"
"7573344","1","1","1"
"7573507","4","4","4"
"7574591","3","3","3"
"7576345","5","5","5"
"7577197","7","7","7"
"7581075","6","6","6"
"7582715","7","7","7"
"7582869","5","5","5"
"7584231","2","2","2"
"7584683","5","5","5"
"7584930","9","9","9"
"7585960","6","6","6"
"7587092","6","6","6"
"7587327","6","6","6"
"7587603","6","6","6"
"7587626","7","7","7"
"7588194","4","4","4"
"7589970","8","8","8"
"7590439","8","8","8"
"7590788","6","6","6"
"7591051","3","3","3"
"7591087","7","7","7"
"7592411","6","6","6"
"7593643","7","7","7"
"7593753","6","6","6"
"7594367","6","6","6"
"7596183","4","4","4"
"7599219","8","8","8"
"7599711","9","9","9"
"7602541","2","2","2"
"7602754","3","3","3"
"7603300","3","3","3"
"7603460","3","3","3"
"7603652","3","3","3"
"7605230","2","2","2"
"7607386","2","2","2"
"7607549","2","2","2"
"7608420","2","2","2"
"7610378","3","3","3"
"7611544","3","3","3"
"7611784","3","3","3"
"7612465","2","2","2"
"7612918","3","3","3"
"7614607","3","3","3"
"7615030","2","2","2"
"7615080","3","3","3"
"7615227","3","3","3"
"7615267","3","3","3"
"7615455","3","3","3"
"7617079","3","3","3"
"7618402","2","2","2"
"7618454","3","3","3"
"7618986","3","3","3"
"7622828","3","3","3"
"7624577","3","3","3"
"7624767","2","2","2"
"7626594","3","3","3"
"7627510","3","3","3"
"7629321","3","3","3"
"7629880","3","3","3"
"7630218","3","3","3"
"7630829","2","2","2"
"7633057","1","1","1"
"7635342","3","3","3"
"7635411","2","2","2"
"7635770","3","3","3"
"7635877","3","3","3"
"7637495","2","2","2"
"7638166","3","3","3"
"7642111","2","2","2"
"7642126","3","3","3"
"7642717","2","2","2"
"7642980","3","3","3"
"7643264","3","3","3"
"7644353","3","3","3"
"7644355","3","3","3"
"7645522","2","2","2"
"7645919","3","3","3"
"7646794","3","3","3"
"7647132","3","3","3"
