"Step","active-1","sunny-durian-3 - active-1__MIN","sunny-durian-3 - active-1__MAX"
"3690946","2","2","2"
"3693410","2","2","2"
"3694529","2","2","2"
"3695621","2","2","2"
"3695744","2","2","2"
"3696107","2","2","2"
"3696641","1","1","1"
"3698398","0","0","0"
"3699180","2","2","2"
"3700767","3","3","3"
"3700906","3","3","3"
"3701018","5","5","5"
"3702675","5","5","5"
"3703886","4","4","4"
"3705581","4","4","4"
"3705803","3","3","3"
"3710582","4","4","4"
"3710922","3","3","3"
"3711200","3","3","3"
"3711648","5","5","5"
"3714437","5","5","5"
"3715305","5","5","5"
"3715349","2","2","2"
"3715502","4","4","4"
"3718537","4","4","4"
"3722484","2","2","2"
"3723937","2","2","2"
"3724600","3","3","3"
"3724983","4","4","4"
"3725145","3","3","3"
"3726172","4","4","4"
"3726305","5","5","5"
"3726511","3","3","3"
"3726554","6","6","6"
"3727081","4","4","4"
"3728735","3","3","3"
"3729075","4","4","4"
"3729804","4","4","4"
"3731782","6","6","6"
"3733153","3","3","3"
"3736015","6","6","6"
"3736281","6","6","6"
"3736301","5","5","5"
"3736921","4","4","4"
"3736954","3","3","3"
"3737394","4","4","4"
"3741081","3","3","3"
"3741594","5","5","5"
"3745114","5","5","5"
"3745584","4","4","4"
"3746637","4","4","4"
"3746884","4","4","4"
"3747297","4","4","4"
"3747612","7","7","7"
"3747950","3","3","3"
"3750602","5","5","5"
"3750869","4","4","4"
"3752879","5","5","5"
"3754240","3","3","3"
"3755054","4","4","4"
"3755920","3","3","3"
"3758833","4","4","4"
"3761893","4","4","4"
"3761972","2","2","2"
"3762203","6","6","6"
"3762836","5","5","5"
"3766597","6","6","6"
"3766630","3","3","3"
"3766973","6","6","6"
"3767929","4","4","4"
"3768271","4","4","4"
"3773606","2","2","2"
"3774798","4","4","4"
"3775163","7","7","7"
"3775683","4","4","4"
"3778583","4","4","4"
"3782721","3","3","3"
"3783085","5","5","5"
"3783154","4","4","4"
"3786945","5","5","5"
"3787810","3","3","3"
"3788934","3","3","3"
"3789174","1","1","1"
"3789576","5","5","5"
"3790038","5","5","5"
"3790533","5","5","5"
"3791554","2","2","2"
"3791958","5","5","5"
"3794404","2","2","2"
"3795027","5","5","5"
"3796119","5","5","5"
"3797201","5","5","5"
"3798139","5","5","5"
"3798210","5","5","5"
"3799295","1","1","1"
"3799906","2","2","2"
"3800338","12","12","12"
"3800581","11","11","11"
"3806928","12","12","12"
"3807736","13","13","13"
"3807883","11","11","11"
"3808123","12","12","12"
"3811741","13","13","13"
"3813379","15","15","15"
"3814393","16","16","16"
"3816969","12","12","12"
"3817012","13","13","13"
"3818831","9","9","9"
"3819124","15","15","15"
"3822149","12","12","12"
"3822883","8","8","8"
"3824029","15","15","15"
"3826214","10","10","10"
"3829771","12","12","12"
"3833291","14","14","14"
"3835130","9","9","9"
"3837073","16","16","16"
"3838629","13","13","13"
"3838919","9","9","9"
"3838923","10","10","10"
"3840961","9","9","9"
"3842565","12","12","12"
"3843198","16","16","16"
"3843278","11","11","11"
"3843483","13","13","13"
"3844331","8","8","8"
"3844646","9","9","9"
"3844938","11","11","11"
"3845266","11","11","11"
"3845399","14","14","14"
"3846131","17","17","17"
"3846690","12","12","12"
"3847019","8","8","8"
"3847845","14","14","14"
"3848523","12","12","12"
"3850352","10","10","10"
"3850969","9","9","9"
"3851434","17","17","17"
"3852240","15","15","15"
"3853892","8","8","8"
"3855920","15","15","15"
"3857552","11","11","11"
"3858753","12","12","12"
"3858841","12","12","12"
"3858930","13","13","13"
"3861343","13","13","13"
"3861561","12","12","12"
"3862415","10","10","10"
"3862429","13","13","13"
"3863253","14","14","14"
"3863645","14","14","14"
"3865164","12","12","12"
"3867274","16","16","16"
"3868088","11","11","11"
"3869474","9","9","9"
"3870517","10","10","10"
"3870967","12","12","12"
"3871633","16","16","16"
"3872355","17","17","17"
"3872391","10","10","10"
"3872984","9","9","9"
"3874685","17","17","17"
"3875705","10","10","10"
"3877167","15","15","15"
"3877380","13","13","13"
"3878197","6","6","6"
"3878393","11","11","11"
"3878833","13","13","13"
"3879422","12","12","12"
"3882114","12","12","12"
"3884253","12","12","12"
"3884261","11","11","11"
"3885819","15","15","15"
"3889439","17","17","17"
"3890302","17","17","17"
"3890970","8","8","8"
"3892065","14","14","14"
"3892632","17","17","17"
"3893219","14","14","14"
"3895499","13","13","13"
"3895852","14","14","14"
"3898738","11","11","11"
"3898852","15","15","15"
"3899808","13","13","13"
"3901471","7","7","7"
"3904776","3","3","3"
"3905583","7","7","7"
"3905735","5","5","5"
"3907964","4","4","4"
"3908309","6","6","6"
"3908503","4","4","4"
"3910362","5","5","5"
"3911532","5","5","5"
"3913204","5","5","5"
"3914270","3","3","3"
"3914279","6","6","6"
"3914345","6","6","6"
"3915737","6","6","6"
"3917421","2","2","2"
"3917591","4","4","4"
"3918232","5","5","5"
"3920509","3","3","3"
"3921204","3","3","3"
"3921212","8","8","8"
"3922993","5","5","5"
"3923449","6","6","6"
"3925998","3","3","3"
"3926920","6","6","6"
"3927441","5","5","5"
"3928300","6","6","6"
"3928571","5","5","5"
"3928822","4","4","4"
"3928869","5","5","5"
"3928924","5","5","5"
"3929294","7","7","7"
"3929423","8","8","8"
"3930422","6","6","6"
"3930501","3","3","3"
"3930525","5","5","5"
"3930695","4","4","4"
"3931696","6","6","6"
"3932185","7","7","7"
"3934224","5","5","5"
"3934900","4","4","4"
"3935444","4","4","4"
"3937856","6","6","6"
"3937960","5","5","5"
"3938199","6","6","6"
"3939599","7","7","7"
"3942186","4","4","4"
"3943802","1","1","1"
"3944244","7","7","7"
"3944688","8","8","8"
"3945324","0","0","0"
"3945585","5","5","5"
"3945837","8","8","8"
"3945897","4","4","4"
"3946002","6","6","6"
"3949245","3","3","3"
"3950026","8","8","8"
"3951654","7","7","7"
"3953418","1","1","1"
"3956272","5","5","5"
"3956592","4","4","4"
"3956874","5","5","5"
"3957166","3","3","3"
"3957271","7","7","7"
"3957943","6","6","6"
"3958871","3","3","3"
"3961327","3","3","3"
"3961647","4","4","4"
"3961667","8","8","8"
"3962160","2","2","2"
"3965904","5","5","5"
"3966490","6","6","6"
"3966808","5","5","5"
"3967450","5","5","5"
"3968916","6","6","6"
"3971372","6","6","6"
"3971868","5","5","5"
"3972340","6","6","6"
"3973155","2","2","2"
"3973853","7","7","7"
"3974402","6","6","6"
"3974591","3","3","3"
"3975586","5","5","5"
"3976120","6","6","6"
"3976135","3","3","3"
"3976632","3","3","3"
"3976834","5","5","5"
"3976859","7","7","7"
"3977122","6","6","6"
"3977410","7","7","7"
"3977508","2","2","2"
"3979699","7","7","7"
"3979734","5","5","5"
"3980342","4","4","4"
"3981167","6","6","6"
"3982859","3","3","3"
"3983287","7","7","7"
"3984127","4","4","4"
"3984495","6","6","6"
"3985876","5","5","5"
"3985954","5","5","5"
"3986878","3","3","3"
"3986945","7","7","7"
"3987411","7","7","7"
"3987432","5","5","5"
"3988201","3","3","3"
"3988546","7","7","7"
"3988563","4","4","4"
"3991831","4","4","4"
"3992993","4","4","4"
"3994786","4","4","4"
"3995213","6","6","6"
"3996701","5","5","5"
"3997643","5","5","5"
"3999543","7","7","7"
"3999995","4","4","4"
"4001537","12","12","12"
"4004705","14","14","14"
"4007849","12","12","12"
"4008370","14","14","14"
"4008621","12","12","12"
"4008931","10","10","10"
"4010520","13","13","13"
"4012670","12","12","12"
"4014081","14","14","14"
"4014961","15","15","15"
"4015093","10","10","10"
"4015589","13","13","13"
"4016200","10","10","10"
"4019331","15","15","15"
"4019468","11","11","11"
"4019695","14","14","14"
"4019963","17","17","17"
"4022298","14","14","14"
"4022300","9","9","9"
"4022702","11","11","11"
"4023146","15","15","15"
"4023721","11","11","11"
"4024643","11","11","11"
"4024655","8","8","8"
"4024821","11","11","11"
"4026691","9","9","9"
"4026804","13","13","13"
"4028731","17","17","17"
"4031499","14","14","14"
"4032231","16","16","16"
"4033374","14","14","14"
"4034252","16","16","16"
"4038060","10","10","10"
"4039794","12","12","12"
"4040626","12","12","12"
"4040956","9","9","9"
"4041617","11","11","11"
"4042189","15","15","15"
"4042946","10","10","10"
"4043586","13","13","13"
"4045936","15","15","15"
"4046456","16","16","16"
"4047004","15","15","15"
"4050400","11","11","11"
"4050484","10","10","10"
"4051497","16","16","16"
"4054036","16","16","16"
"4054057","16","16","16"
"4055479","9","9","9"
"4055809","12","12","12"
"4057111","10","10","10"
"4057608","11","11","11"
"4057969","10","10","10"
"4058160","8","8","8"
"4060888","13","13","13"
"4062031","13","13","13"
"4063076","16","16","16"
"4064043","13","13","13"
"4064413","13","13","13"
"4068985","11","11","11"
"4069045","15","15","15"
"4069049","17","17","17"
"4070993","11","11","11"
"4071645","13","13","13"
"4071901","13","13","13"
"4072008","11","11","11"
"4072250","12","12","12"
"4072891","16","16","16"
"4074522","12","12","12"
"4078277","11","11","11"
"4078560","12","12","12"
"4079391","14","14","14"
"4083412","16","16","16"
"4084495","14","14","14"
"4086435","13","13","13"
"4090528","15","15","15"
"4090901","12","12","12"
"4095913","14","14","14"
"4096894","15","15","15"
"4097556","13","13","13"
"4099251","13","13","13"
"4099261","15","15","15"
"4101438","6","6","6"
"4101452","7","7","7"
"4103095","5","5","5"
"4103197","5","5","5"
"4103925","5","5","5"
"4104771","8","8","8"
"4105557","5","5","5"
"4108110","7","7","7"
"4109515","7","7","7"
"4110539","8","8","8"
"4111444","10","10","10"
"4111527","7","7","7"
"4112415","6","6","6"
"4113530","7","7","7"
"4113673","2","2","2"
"4113845","9","9","9"
"4115334","6","6","6"
"4116146","8","8","8"
"4116371","4","4","4"
"4116556","6","6","6"
"4117747","6","6","6"
"4118182","8","8","8"
"4119177","5","5","5"
"4122338","8","8","8"
"4122781","7","7","7"
"4123227","7","7","7"
"4123235","7","7","7"
"4124610","6","6","6"
"4124886","7","7","7"
"4126823","8","8","8"
"4130450","5","5","5"
"4132417","8","8","8"
"4132473","8","8","8"
"4132693","8","8","8"
"4133939","5","5","5"
"4134198","6","6","6"
"4134270","5","5","5"
"4134595","8","8","8"
"4135571","5","5","5"
"4135643","5","5","5"
"4135951","5","5","5"
"4138943","8","8","8"
"4139493","5","5","5"
"4139685","9","9","9"
"4140417","10","10","10"
"4141422","6","6","6"
"4141623","9","9","9"
"4143425","4","4","4"
"4148839","4","4","4"
"4149095","9","9","9"
"4150271","9","9","9"
"4151982","7","7","7"
"4154450","6","6","6"
"4156951","8","8","8"
"4157006","7","7","7"
"4158778","8","8","8"
"4159325","5","5","5"
"4162405","7","7","7"
"4162996","9","9","9"
"4164083","5","5","5"
"4165067","9","9","9"
"4171061","2","2","2"
"4172286","7","7","7"
"4172909","10","10","10"
"4173153","8","8","8"
"4174110","4","4","4"
"4174395","5","5","5"
"4175590","10","10","10"
"4176391","4","4","4"
"4176654","8","8","8"
"4178990","7","7","7"
"4179962","7","7","7"
"4180681","6","6","6"
"4181313","9","9","9"
"4181416","8","8","8"
"4181538","2","2","2"
"4182298","8","8","8"
"4183137","7","7","7"
"4184320","6","6","6"
"4184725","10","10","10"
"4185408","6","6","6"
"4186052","9","9","9"
"4186370","7","7","7"
"4186598","7","7","7"
"4187103","7","7","7"
"4188099","4","4","4"
"4189150","10","10","10"
"4190682","6","6","6"
"4191409","4","4","4"
"4193334","8","8","8"
"4193922","7","7","7"
"4196554","9","9","9"
"4197385","4","4","4"
"4198055","6","6","6"
"4198539","5","5","5"
"4198622","6","6","6"
"4199813","2","2","2"
"4201745","10","10","10"
"4202236","16","16","16"
"4204025","11","11","11"
"4205932","16","16","16"
"4208986","8","8","8"
"4211260","8","8","8"
"4214946","9","9","9"
"4215386","17","17","17"
"4216202","12","12","12"
"4216354","11","11","11"
"4216652","11","11","11"
"4218569","12","12","12"
"4220659","9","9","9"
"4221609","11","11","11"
"4222714","12","12","12"
"4222761","10","10","10"
"4224014","14","14","14"
"4225234","12","12","12"
"4226104","17","17","17"
"4226109","12","12","12"
"4226370","10","10","10"
"4226630","10","10","10"
"4226827","13","13","13"
"4229496","13","13","13"
"4230288","12","12","12"
"4230343","12","12","12"
"4230799","14","14","14"
"4231724","8","8","8"
"4231824","13","13","13"
"4232098","10","10","10"
"4232714","10","10","10"
"4232824","12","12","12"
"4232851","11","11","11"
"4234555","15","15","15"
"4236329","13","13","13"
"4237218","12","12","12"
"4238412","12","12","12"
"4239766","12","12","12"
"4242315","11","11","11"
"4242527","10","10","10"
"4244288","15","15","15"
"4245236","15","15","15"
"4245629","10","10","10"
"4246101","15","15","15"
"4247127","9","9","9"
"4248807","15","15","15"
"4250312","16","16","16"
"4250417","11","11","11"
"4251449","12","12","12"
"4251534","15","15","15"
"4251896","15","15","15"
"4252654","11","11","11"
"4255420","10","10","10"
"4255484","13","13","13"
"4255851","16","16","16"
"4257386","10","10","10"
"4257454","14","14","14"
"4258456","11","11","11"
"4259740","12","12","12"
"4260424","12","12","12"
"4261102","12","12","12"
"4261316","16","16","16"
"4261855","12","12","12"
"4262660","13","13","13"
"4263130","13","13","13"
"4263814","12","12","12"
"4264124","14","14","14"
"4264319","12","12","12"
"4264979","10","10","10"
"4266864","13","13","13"
"4266942","14","14","14"
"4267620","13","13","13"
"4268500","11","11","11"
"4268717","11","11","11"
"4268948","15","15","15"
"4270304","14","14","14"
"4270403","8","8","8"
"4270895","12","12","12"
"4271044","10","10","10"
"4271200","11","11","11"
"4271510","16","16","16"
"4274155","14","14","14"
"4274746","8","8","8"
"4277493","8","8","8"
"4277860","12","12","12"
"4282233","10","10","10"
"4282375","14","14","14"
"4283566","13","13","13"
"4283606","14","14","14"
"4283668","17","17","17"
"4284109","10","10","10"
"4284296","13","13","13"
"4284790","12","12","12"
"4285577","12","12","12"
"4287424","10","10","10"
"4288488","7","7","7"
"4288917","15","15","15"
"4290021","14","14","14"
"4290423","12","12","12"
"4293778","11","11","11"
"4294131","15","15","15"
"4297067","12","12","12"
"4297079","15","15","15"
"4297365","10","10","10"
"4298670","17","17","17"
"4298855","14","14","14"
"4299400","8","8","8"
"4299940","13","13","13"
"4300368","10","10","10"
"4302609","11","11","11"
"4303101","5","5","5"
"4303452","8","8","8"
"4303638","13","13","13"
"4303936","10","10","10"
"4304507","9","9","9"
"4304837","8","8","8"
"4306676","11","11","11"
"4306713","7","7","7"
"4307344","9","9","9"
"4308740","12","12","12"
"4309167","9","9","9"
"4309174","7","7","7"
"4309509","13","13","13"
"4312338","9","9","9"
"4313722","11","11","11"
"4314535","8","8","8"
"4315893","6","6","6"
"4316236","9","9","9"
"4318163","10","10","10"
"4318327","7","7","7"
"4320375","7","7","7"
"4321298","8","8","8"
"4322255","11","11","11"
"4322336","7","7","7"
"4322779","7","7","7"
"4323167","9","9","9"
"4323310","9","9","9"
"4323743","9","9","9"
"4324232","9","9","9"
"4324283","6","6","6"
"4327738","8","8","8"
"4328689","11","11","11"
"4329422","6","6","6"
"4330952","8","8","8"
"4331494","6","6","6"
"4333576","8","8","8"
"4334423","11","11","11"
"4335407","3","3","3"
"4335906","12","12","12"
"4335926","8","8","8"
"4336631","9","9","9"
"4337963","11","11","11"
"4341132","12","12","12"
"4341313","9","9","9"
"4342904","10","10","10"
"4343176","8","8","8"
"4343663","7","7","7"
"4344151","11","11","11"
"4344390","6","6","6"
"4344772","9","9","9"
"4345716","10","10","10"
"4346455","12","12","12"
"4347538","8","8","8"
"4347715","8","8","8"
"4349148","7","7","7"
"4349573","7","7","7"
"4351536","8","8","8"
"4354602","12","12","12"
"4354820","10","10","10"
"4357268","6","6","6"
"4358386","10","10","10"
"4358490","7","7","7"
"4359657","7","7","7"
"4361626","10","10","10"
"4361800","8","8","8"
"4364299","8","8","8"
"4366602","10","10","10"
"4367033","6","6","6"
"4367559","11","11","11"
"4370746","7","7","7"
"4370918","10","10","10"
"4371241","10","10","10"
"4372235","10","10","10"
"4373213","8","8","8"
"4379072","12","12","12"
"4381938","10","10","10"
"4382221","10","10","10"
"4383625","5","5","5"
"4383945","9","9","9"
"4385133","10","10","10"
"4385843","10","10","10"
"4386223","10","10","10"
"4386401","9","9","9"
"4388031","11","11","11"
"4389424","11","11","11"
"4390361","9","9","9"
"4390745","7","7","7"
"4391783","4","4","4"
"4392941","7","7","7"
"4393314","11","11","11"
"4393349","8","8","8"
"4395701","10","10","10"
"4397314","8","8","8"
"4397873","8","8","8"
"4399484","10","10","10"
"4404172","8","8","8"
"4404663","14","14","14"
"4405456","14","14","14"
"4406290","9","9","9"
"4407505","13","13","13"
"4409419","11","11","11"
"4409961","9","9","9"
"4415263","13","13","13"
"4417069","4","4","4"
"4418551","10","10","10"
"4421020","10","10","10"
"4421631","9","9","9"
"4422879","14","14","14"
"4423366","14","14","14"
"4423385","10","10","10"
"4423753","9","9","9"
"4424492","15","15","15"
"4424595","7","7","7"
"4425937","12","12","12"
"4426615","15","15","15"
"4426663","10","10","10"
"4427067","13","13","13"
"4428346","12","12","12"
"4429853","9","9","9"
"4430597","9","9","9"
"4430991","13","13","13"
"4431277","9","9","9"
"4432488","11","11","11"
"4432784","7","7","7"
"4433556","10","10","10"
"4433952","12","12","12"
"4434265","12","12","12"
"4435253","13","13","13"
"4435905","15","15","15"
"4436552","12","12","12"
"4437059","9","9","9"
"4438143","9","9","9"
"4439359","12","12","12"
"4441245","8","8","8"
"4442677","7","7","7"
"4443610","9","9","9"
"4443710","12","12","12"
"4445244","13","13","13"
"4446214","9","9","9"
"4446856","11","11","11"
"4447989","12","12","12"
"4448325","10","10","10"
"4448415","15","15","15"
"4450829","10","10","10"
"4450917","12","12","12"
"4451055","11","11","11"
"4451549","11","11","11"
"4453554","10","10","10"
"4454707","11","11","11"
"4455405","13","13","13"
"4456794","8","8","8"
"4457329","12","12","12"
"4457557","11","11","11"
"4458131","15","15","15"
"4458945","9","9","9"
"4459071","8","8","8"
"4459483","9","9","9"
"4459645","9","9","9"
"4461758","9","9","9"
"4461968","12","12","12"
"4463429","14","14","14"
"4463778","13","13","13"
"4464469","9","9","9"
"4468318","12","12","12"
"4469479","9","9","9"
"4470790","10","10","10"
"4472488","8","8","8"
"4472601","12","12","12"
"4475218","15","15","15"
"4476375","9","9","9"
"4478916","14","14","14"
"4479093","11","11","11"
"4479225","9","9","9"
"4481023","12","12","12"
"4481280","11","11","11"
"4482103","9","9","9"
"4482301","12","12","12"
"4482318","10","10","10"
"4482320","10","10","10"
"4483178","10","10","10"
"4483395","9","9","9"
"4483532","9","9","9"
"4485064","9","9","9"
"4485975","12","12","12"
"4486749","9","9","9"
"4488675","8","8","8"
"4489030","11","11","11"
"4489774","14","14","14"
"4489807","14","14","14"
"4491043","11","11","11"
"4494031","10","10","10"
"4497510","11","11","11"
"4497605","11","11","11"
"4499096","11","11","11"
"4499176","5","5","5"
"4499457","10","10","10"
"4501611","2","2","2"
"4503133","4","4","4"
"4503688","2","2","2"
"4504346","2","2","2"
"4505677","4","4","4"
"4506057","3","3","3"
"4506865","2","2","2"
"4507107","3","3","3"
"4508031","2","2","2"
"4508598","1","1","1"
"4512051","2","2","2"
"4512512","1","1","1"
"4513170","2","2","2"
"4513600","2","2","2"
"4515066","2","2","2"
"4515348","4","4","4"
"4516943","1","1","1"
"4517162","3","3","3"
"4517825","2","2","2"
"4519998","2","2","2"
"4521635","3","3","3"
"4521783","1","1","1"
"4522391","3","3","3"
"4522830","3","3","3"
"4523355","3","3","3"
"4524082","2","2","2"
"4524504","2","2","2"
"4524754","2","2","2"
"4525610","2","2","2"
"4527077","1","1","1"
"4527554","2","2","2"
"4528300","3","3","3"
"4529508","3","3","3"
"4530159","3","3","3"
"4531402","1","1","1"
"4531840","3","3","3"
"4532864","5","5","5"
"4533005","1","1","1"
"4533118","3","3","3"
"4533391","4","4","4"
"4535851","3","3","3"
"4537778","2","2","2"
"4538771","2","2","2"
"4539778","3","3","3"
"4540756","4","4","4"
"4541018","1","1","1"
"4541373","1","1","1"
"4543144","2","2","2"
"4543897","1","1","1"
"4544202","2","2","2"
"4544599","3","3","3"
"4546120","3","3","3"
"4546571","3","3","3"
"4549398","3","3","3"
"4549725","3","3","3"
"4550050","3","3","3"
"4550344","2","2","2"
"4550689","3","3","3"
"4550694","4","4","4"
"4552297","3","3","3"
"4553220","3","3","3"
"4554039","3","3","3"
"4555890","3","3","3"
"4557480","0","0","0"
"4557671","1","1","1"
"4558615","3","3","3"
"4558859","3","3","3"
"4561499","2","2","2"
"4562788","2","2","2"
"4563323","1","1","1"
"4563920","3","3","3"
"4564697","3","3","3"
"4564725","4","4","4"
"4564900","2","2","2"
"4565129","2","2","2"
"4568004","2","2","2"
"4570852","3","3","3"
"4571807","0","0","0"
"4573973","4","4","4"
"4573990","4","4","4"
"4575103","3","3","3"
"4575354","2","2","2"
"4575655","3","3","3"
"4576803","3","3","3"
"4576957","4","4","4"
"4577356","0","0","0"
"4578105","0","0","0"
"4579158","3","3","3"
"4579624","2","2","2"
"4580012","3","3","3"
"4580238","3","3","3"
"4581793","4","4","4"
"4584596","1","1","1"
"4585080","3","3","3"
"4586726","1","1","1"
"4587785","2","2","2"
"4588345","2","2","2"
"4589711","3","3","3"
"4590356","3","3","3"
"4591063","3","3","3"
"4591238","4","4","4"
"4592818","4","4","4"
"4593085","1","1","1"
"4593387","4","4","4"
"4593513","3","3","3"
"4594308","3","3","3"
"4595283","4","4","4"
"4595442","3","3","3"
"4596999","2","2","2"
"4597245","2","2","2"
"4598389","2","2","2"
"4598439","2","2","2"
"4598460","4","4","4"
"4600524","0","0","0"
"4600553","3","3","3"
"4601755","1","1","1"
"4602100","2","2","2"
"4603990","1","1","1"
"4605393","4","4","4"
"4605750","1","1","1"
"4606301","0","0","0"
"4606336","1","1","1"
"4609950","1","1","1"
"4611444","1","1","1"
"4611501","2","2","2"
"4613093","0","0","0"
"4613184","1","1","1"
"4614122","1","1","1"
"4617658","1","1","1"
"4619177","1","1","1"
"4619323","1","1","1"
"4619551","1","1","1"
"4620401","1","1","1"
"4620775","0","0","0"
"4621438","1","1","1"
"4621941","0","0","0"
"4627350","1","1","1"
"4629597","1","1","1"
"4630823","4","4","4"
"4632001","0","0","0"
"4632547","0","0","0"
"4633171","1","1","1"
"4634164","0","0","0"
"4635011","2","2","2"
"4635480","1","1","1"
"4637827","3","3","3"
"4638572","0","0","0"
"4640275","2","2","2"
"4640812","1","1","1"
"4641794","0","0","0"
"4643041","0","0","0"
"4644343","2","2","2"
"4645042","1","1","1"
"4645962","0","0","0"
"4646023","2","2","2"
"4646055","1","1","1"
"4647255","0","0","0"
"4647302","3","3","3"
"4648699","0","0","0"
"4649423","2","2","2"
"4650352","1","1","1"
"4652869","1","1","1"
"4653113","1","1","1"
"4653636","1","1","1"
"4654833","2","2","2"
"4654972","4","4","4"
"4655226","0","0","0"
"4655913","2","2","2"
"4655959","1","1","1"
"4657048","2","2","2"
"4657157","0","0","0"
"4659922","0","0","0"
"4660249","2","2","2"
"4660934","2","2","2"
"4662395","3","3","3"
"4662726","0","0","0"
"4664398","1","1","1"
"4666456","1","1","1"
"4666737","1","1","1"
"4666842","1","1","1"
"4667352","0","0","0"
"4667387","0","0","0"
"4667868","1","1","1"
"4668299","1","1","1"
"4668448","1","1","1"
"4669624","3","3","3"
"4669975","1","1","1"
"4670207","2","2","2"
"4670684","4","4","4"
"4672484","1","1","1"
"4674033","0","0","0"
"4674187","2","2","2"
"4674533","1","1","1"
"4677189","1","1","1"
"4678406","1","1","1"
"4679128","0","0","0"
"4679319","1","1","1"
"4679768","3","3","3"
"4681080","0","0","0"
"4681348","1","1","1"
"4681982","0","0","0"
"4682417","1","1","1"
"4682525","1","1","1"
"4683634","2","2","2"
"4685043","2","2","2"
"4687280","1","1","1"
"4688290","0","0","0"
"4688792","0","0","0"
"4688967","0","0","0"
"4692998","0","0","0"
"4693069","2","2","2"
"4694297","1","1","1"
"4696122","4","4","4"
"4696399","1","1","1"
"4696781","1","1","1"
"4697363","1","1","1"
"4698340","2","2","2"
"4699897","2","2","2"
"4700006","7","7","7"
"4700244","6","6","6"
"4700429","4","4","4"
"4701287","6","6","6"
"4702284","7","7","7"
"4704472","2","2","2"
"4704660","6","6","6"
"4705049","5","5","5"
"4705345","4","4","4"
"4707265","5","5","5"
"4707413","3","3","3"
"4708189","3","3","3"
"4708810","4","4","4"
"4710955","4","4","4"
"4713018","5","5","5"
"4713619","6","6","6"
"4716030","3","3","3"
"4716045","6","6","6"
"4716049","3","3","3"
"4722063","4","4","4"
"4722390","6","6","6"
"4722539","5","5","5"
"4723935","4","4","4"
"4723991","1","1","1"
"4728202","4","4","4"
"4729031","4","4","4"
"4731636","4","4","4"
"4733474","4","4","4"
"4734066","6","6","6"
"4736726","7","7","7"
"4737148","7","7","7"
"4737187","3","3","3"
"4737713","5","5","5"
"4738064","5","5","5"
"4738376","5","5","5"
"4740477","5","5","5"
"4741257","3","3","3"
"4741381","5","5","5"
"4745939","6","6","6"
"4746580","6","6","6"
"4746775","2","2","2"
"4747989","5","5","5"
"4748523","7","7","7"
"4748547","3","3","3"
"4751962","4","4","4"
"4752409","2","2","2"
"4753553","5","5","5"
"4756222","3","3","3"
"4756506","4","4","4"
"4756861","2","2","2"
"4757898","3","3","3"
"4759695","5","5","5"
"4760021","3","3","3"
"4760630","4","4","4"
"4761671","2","2","2"
"4765649","4","4","4"
"4766798","5","5","5"
"4766874","3","3","3"
"4768679","3","3","3"
"4768885","3","3","3"
"4769008","5","5","5"
"4770501","6","6","6"
"4772415","6","6","6"
"4774150","4","4","4"
"4775256","3","3","3"
"4776961","4","4","4"
"4777066","7","7","7"
"4777580","4","4","4"
"4779169","7","7","7"
"4780805","6","6","6"
"4781555","5","5","5"
"4782234","5","5","5"
"4782545","6","6","6"
"4782883","4","4","4"
"4782970","5","5","5"
"4783371","4","4","4"
"4783817","4","4","4"
"4785220","5","5","5"
"4785230","4","4","4"
"4786021","5","5","5"
"4790926","4","4","4"
"4792010","6","6","6"
"4792279","8","8","8"
"4793433","4","4","4"
"4793447","7","7","7"
"4797974","5","5","5"
"4798574","5","5","5"
"4799296","5","5","5"
"4800298","3","3","3"
"4801402","3","3","3"
"4801555","2","2","2"
"4802155","1","1","1"
"4803316","4","4","4"
"4804558","1","1","1"
"4804804","5","5","5"
"4806095","1","1","1"
"4810927","2","2","2"
"4812186","3","3","3"
"4813122","2","2","2"
"4813815","2","2","2"
"4814541","3","3","3"
"4814772","3","3","3"
"4815058","3","3","3"
"4815218","5","5","5"
"4815405","1","1","1"
"4819141","4","4","4"
"4820368","5","5","5"
"4822226","2","2","2"
"4825467","4","4","4"
"4825983","0","0","0"
"4827625","3","3","3"
"4827764","2","2","2"
"4829350","3","3","3"
"4829888","0","0","0"
"4829987","2","2","2"
"4832908","3","3","3"
"4834610","2","2","2"
"4836872","1","1","1"
"4838832","1","1","1"
"4838944","5","5","5"
"4839653","1","1","1"
"4839936","3","3","3"
"4840844","1","1","1"
"4842304","4","4","4"
"4842319","3","3","3"
"4842998","2","2","2"
"4843949","2","2","2"
"4845691","3","3","3"
"4846063","3","3","3"
"4847429","4","4","4"
"4849370","3","3","3"
"4850413","2","2","2"
"4851003","4","4","4"
"4852834","4","4","4"
"4853115","3","3","3"
"4853796","3","3","3"
"4853888","3","3","3"
"4854610","3","3","3"
"4856270","4","4","4"
"4856406","3","3","3"
"4857823","3","3","3"
"4858073","5","5","5"
"4858252","1","1","1"
"4858666","3","3","3"
"4858818","3","3","3"
"4859357","3","3","3"
"4859448","3","3","3"
"4859514","2","2","2"
"4862283","3","3","3"
"4863135","4","4","4"
"4863181","3","3","3"
"4866567","5","5","5"
"4867560","3","3","3"
"4869115","2","2","2"
"4869311","1","1","1"
"4871017","3","3","3"
"4872409","3","3","3"
"4873079","3","3","3"
"4873727","4","4","4"
"4874129","1","1","1"
