"Step","12-static-1","12-static - dead-1__MIN","12-static - dead-1__MAX","12-dynamic","12-dynamic - dead-1__MIN","12-dynamic - dead-1__MAX","12-ofb","12-ofbt - dead-1__MIN","12-ofbt - dead-1__MAX","12-every-10","12-every-10 - dead-1__MIN","12-every-10 - dead-1__MAX","12-every-100","12-every-100 - dead-1__MIN","12-every-100 - dead-1__MAX"
"110784","","","","0","0","0","","","","","","","","",""
"110785","1","1","1","","","","","","","","","","","",""
"110789","","","","","","","0","0","0","","","","","",""
"110791","","","","","","","","","","","","","0","0","0"
"110797","","","","","","","","","","","","","0","0","0"
"110805","5","5","5","","","","","","","","","","","",""
"110807","","","","","","","0","0","0","","","","","",""
"110813","6","6","6","","","","","","","4","4","4","","",""
"110816","","","","","","","0","0","0","1","1","1","","",""
"110817","","","","","","","","","","","","","0","0","0"
"110820","","","","","","","","","","0","0","0","","",""
"110824","","","","","","","","","","","","","0","0","0"
"110829","","","","","","","0","0","0","","","","","",""
"110830","","","","","","","0","0","0","","","","","",""
"110841","","","","","","","","","","4","4","4","","",""
"110849","3","3","3","","","","","","","","","","","",""
"110850","","","","","","","0","0","0","","","","","",""
"110858","","","","","","","","","","","","","0","0","0"
"110862","","","","0","0","0","","","","","","","","",""
"110863","","","","","","","","","","","","","0","0","0"
"110866","","","","","","","0","0","0","4","4","4","","",""
"110867","","","","","","","0","0","0","","","","","",""
"110872","0","0","0","","","","","","","","","","","",""
"110878","","","","","","","0","0","0","","","","","",""
"110879","","","","0","0","0","","","","","","","","",""
"110881","4","4","4","","","","","","","","","","0","0","0"
"110886","","","","0","0","0","","","","","","","","",""
"110887","","","","","","","0","0","0","","","","","",""
"110895","","","","0","0","0","","","","","","","","",""
"110896","","","","","","","0","0","0","","","","","",""
"110899","","","","0","0","0","","","","","","","","",""
"110911","1","1","1","","","","0","0","0","","","","","",""
"110913","","","","","","","","","","","","","0","0","0"
"110914","","","","","","","","","","","","","0","0","0"
"110916","","","","0","0","0","","","","","","","","",""
"110917","","","","0","0","0","","","","","","","","",""
"110918","","","","0","0","0","","","","","","","","",""
"110923","3","3","3","","","","","","","","","","","",""
"110936","","","","0","0","0","","","","1","1","1","","",""
"110938","","","","0","0","0","","","","","","","","",""
"110945","6","6","6","","","","","","","","","","","",""
"110948","","","","","","","","","","2","2","2","","",""
"110949","3","3","3","","","","","","","","","","","",""
"110952","","","","0","0","0","","","","","","","","",""
"110955","","","","","","","","","","","","","0","0","0"
"110957","","","","0","0","0","","","","","","","","",""
"110959","","","","0","0","0","","","","","","","","",""
"110960","","","","","","","0","0","0","","","","","",""
"110961","","","","","","","","","","3","3","3","","",""
"110962","","","","","","","","","","","","","0","0","0"
"110966","3","3","3","","","","","","","","","","0","0","0"
"110967","","","","","","","0","0","0","","","","","",""
"110975","","","","0","0","0","","","","","","","","",""
"110976","","","","","","","","","","5","5","5","","",""
"110982","1","1","1","","","","","","","","","","","",""
"110983","","","","0","0","0","","","","","","","","",""
"110990","","","","","","","","","","3","3","3","","",""
"110991","","","","","","","","","","","","","2","2","2"
"110992","3","3","3","0","0","0","","","","","","","","",""
"110999","","","","0","0","0","","","","","","","","",""
"111003","","","","","","","","","","4","4","4","","",""
"111004","1","1","1","","","","","","","","","","","",""
"111005","","","","","","","","","","","","","0","0","0"
"111011","","","","","","","0","0","0","","","","","",""
"111022","2","2","2","","","","","","","","","","","",""
"111028","","","","","","","","","","2","2","2","","",""
"111031","","","","","","","","","","","","","1","1","1"
"111043","","","","","","","","","","","","","0","0","0"
"111044","2","2","2","","","","","","","","","","","",""
"111051","","","","3","3","3","","","","","","","","",""
"111052","","","","","","","","","","","","","0","0","0"
"111057","","","","","","","0","0","0","","","","","",""
"111058","","","","","","","","","","8","8","8","","",""
"111059","","","","0","0","0","","","","","","","","",""
"111061","","","","","","","","","","3","3","3","","",""
"111063","","","","","","","","","","","","","0","0","0"
"111064","","","","","","","","","","1","1","1","","",""
"111067","2","2","2","","","","","","","","","","","",""
"111068","","","","0","0","0","","","","","","","","",""
"111082","2","2","2","","","","","","","","","","","",""
"111084","2","2","2","","","","","","","","","","","",""
"111085","","","","","","","","","","6","6","6","","",""
"111092","","","","","","","","","","2","2","2","","",""
"111097","3","3","3","0","0","0","","","","","","","","",""
"111101","","","","0","0","0","","","","","","","0","0","0"
"111103","","","","0","0","0","","","","","","","","",""
"111104","","","","","","","0","0","0","","","","","",""
"111106","5","5","5","","","","","","","","","","","",""
"111110","","","","","","","","","","","","","1","1","1"
"111115","","","","","","","0","0","0","","","","","",""
"111116","","","","0","0","0","0","0","0","","","","","",""
"111126","5","5","5","0","0","0","0","0","0","","","","0","0","0"
"111127","","","","","","","","","","1","1","1","","",""
"111130","","","","","","","","","","","","","5","5","5"
"111136","6","6","6","","","","0","0","0","","","","","",""
"111145","4","4","4","","","","","","","","","","","",""
"111146","","","","","","","","","","","","","0","0","0"
"111150","","","","","","","0","0","0","","","","0","0","0"
"111152","3","3","3","","","","","","","","","","","",""
"111153","","","","","","","","","","","","","0","0","0"
"111154","","","","","","","","","","","","","0","0","0"
"111155","","","","0","0","0","0","0","0","","","","","",""
"111156","","","","","","","0","0","0","3","3","3","","",""
"111157","","","","","","","0","0","0","","","","","",""
"111164","2","2","2","","","","","","","","","","","",""
"111167","","","","0","0","0","","","","","","","","",""
"111171","","","","","","","","","","","","","0","0","0"
"111182","","","","","","","","","","","","","0","0","0"
"111188","","","","","","","","","","3","3","3","","",""
"111189","1","1","1","0","0","0","","","","","","","","",""
"111190","","","","","","","","","","2","2","2","","",""
"111207","1","1","1","","","","","","","","","","","",""
"111208","","","","0","0","0","","","","","","","","",""
"111210","","","","","","","","","","3","3","3","","",""
"111211","1","1","1","","","","","","","","","","","",""
"111220","","","","","","","","","","2","2","2","","",""
"111229","","","","","","","","","","","","","0","0","0"
"111230","","","","","","","0","0","0","","","","","",""
"111238","","","","","","","","","","0","0","0","","",""
"111248","","","","0","0","0","","","","","","","","",""
"111251","","","","0","0","0","","","","","","","","",""
"111254","","","","0","0","0","","","","","","","","",""
"111258","","","","","","","","","","4","4","4","","",""
"111261","","","","0","0","0","","","","","","","","",""
"111264","","","","0","0","0","","","","","","","","",""
"111269","","","","","","","","","","","","","0","0","0"
"111270","","","","0","0","0","","","","7","7","7","","",""
"111271","","","","0","0","0","","","","","","","","",""
"111274","","","","0","0","0","","","","","","","","",""
"111280","3","3","3","","","","","","","","","","","",""
"111283","","","","","","","","","","3","3","3","","",""
"111284","","","","","","","","","","3","3","3","","",""
"111286","","","","","","","0","0","0","","","","","",""
"111290","","","","5","5","5","","","","","","","","",""
"111306","","","","","","","","","","","","","4","4","4"
"111309","2","2","2","","","","","","","","","","","",""
"111314","","","","","","","","","","4","4","4","","",""
"111317","","","","","","","0","0","0","","","","","",""
"111318","","","","","","","0","0","0","","","","2","2","2"
"111320","","","","0","0","0","","","","","","","","",""
"111324","","","","0","0","0","","","","","","","","",""
"111328","1","1","1","","","","","","","","","","0","0","0"
"111332","","","","","","","0","0","0","","","","","",""
"111333","","","","0","0","0","","","","","","","","",""
"111344","","","","","","","0","0","0","","","","","",""
"111349","","","","","","","","","","3","3","3","","",""
"111351","","","","","","","0","0","0","","","","","",""
"111355","3","3","3","","","","","","","","","","","",""
"111360","","","","","","","0","0","0","","","","","",""
"111369","","","","","","","","","","","","","0","0","0"
"111370","3","3","3","5","5","5","0","0","0","","","","","",""
"111371","","","","","","","","","","5","5","5","","",""
"111374","","","","","","","","","","2","2","2","","",""
"111376","","","","","","","","","","","","","0","0","0"
"111380","","","","","","","","","","3","3","3","","",""
"111381","","","","","","","0","0","0","","","","","",""
"111382","","","","","","","0","0","0","","","","","",""
"111394","","","","1","1","1","","","","2","2","2","","",""
"111398","","","","","","","","","","","","","0","0","0"
"111399","","","","","","","0","0","0","","","","","",""
"111402","","","","1","1","1","","","","","","","","",""
"111405","","","","","","","","","","6","6","6","","",""
"111406","","","","2","2","2","","","","","","","0","0","0"
"111411","","","","2","2","2","","","","2","2","2","","",""
"111417","","","","","","","","","","","","","0","0","0"
"111422","","","","3","3","3","","","","1","1","1","","",""
"111424","","","","","","","","","","5","5","5","","",""
"111429","","","","","","","","","","4","4","4","","",""
"111432","","","","0","0","0","","","","","","","","",""
"111434","","","","","","","","","","3","3","3","","",""
"111435","","","","0","0","0","","","","","","","0","0","0"
"111436","","","","","","","0","0","0","","","","","",""
"111438","","","","","","","","","","4","4","4","","",""
"111441","","","","0","0","0","","","","","","","","",""
"111446","4","4","4","","","","","","","","","","","",""
"111454","4","4","4","","","","","","","","","","0","0","0"
"111461","","","","0","0","0","","","","","","","","",""
"111462","","","","0","0","0","","","","","","","","",""
"111469","4","4","4","","","","0","0","0","","","","","",""
"111471","","","","","","","0","0","0","","","","","",""
"111478","","","","","","","","","","","","","0","0","0"
"111479","","","","","","","","","","4","4","4","","",""
"111481","","","","0","0","0","","","","","","","","",""
"111482","","","","","","","0","0","0","","","","","",""
"111483","3","3","3","","","","","","","","","","","",""
"111487","","","","","","","","","","","","","0","0","0"
"111490","","","","0","0","0","","","","","","","","",""
"111492","","","","0","0","0","","","","","","","0","0","0"
"111495","","","","0","0","0","","","","","","","","",""
"111496","","","","","","","0","0","0","","","","","",""
"111498","","","","0","0","0","","","","","","","","",""
"111499","","","","0","0","0","","","","","","","","",""
"111502","","","","","","","","","","4","4","4","","",""
"111504","","","","","","","","","","3","3","3","","",""
"111509","","","","","","","0","0","0","","","","","",""
"111511","","","","","","","","","","","","","0","0","0"
"111517","","","","","","","0","0","0","","","","","",""
"111519","","","","","","","","","","3","3","3","","",""
"111522","","","","","","","0","0","0","1","1","1","0","0","0"
"111523","","","","0","0","0","","","","","","","","",""
"111525","","","","","","","0","0","0","","","","","",""
"111530","","","","","","","","","","","","","0","0","0"
"111532","","","","","","","","","","3","3","3","","",""
"111535","1","1","1","","","","","","","","","","","",""
"111536","","","","","","","","","","0","0","0","","",""
"111539","","","","","","","","","","","","","0","0","0"
"111540","","","","","","","0","0","0","","","","0","0","0"
"111541","4","4","4","","","","","","","","","","0","0","0"
"111548","","","","","","","","","","","","","0","0","0"
"111550","","","","","","","0","0","0","","","","","",""
"111560","","","","","","","0","0","0","","","","0","0","0"
"111563","","","","","","","","","","","","","0","0","0"
"111571","","","","","","","0","0","0","","","","","",""
"111574","3","3","3","","","","","","","","","","","",""
"111576","","","","","","","","","","3","3","3","","",""
"111578","2","2","2","","","","","","","","","","","",""
"111580","","","","","","","0","0","0","","","","","",""
"111581","","","","0","0","0","","","","","","","","",""
"111582","","","","","","","","","","5","5","5","","",""
"111590","","","","","","","0","0","0","","","","","",""
"111599","","","","","","","0","0","0","","","","","",""
"111600","","","","","","","","","","0","0","0","","",""
"111603","5","5","5","","","","","","","","","","","",""
"111612","4","4","4","0","0","0","","","","","","","","",""
"111616","","","","","","","0","0","0","","","","","",""
"111618","","","","","","","0","0","0","","","","","",""
"111619","3","3","3","","","","","","","","","","0","0","0"
"111621","","","","","","","0","0","0","","","","","",""
"111628","3","3","3","","","","0","0","0","","","","","",""
"111630","","","","","","","","","","2","2","2","","",""
"111632","","","","","","","0","0","0","","","","","",""
"111646","","","","","","","","","","3","3","3","","",""
"111659","3","3","3","","","","","","","","","","","",""
"111661","","","","6","6","6","","","","","","","","",""
"111662","","","","3","3","3","","","","","","","","",""
"111666","","","","6","6","6","","","","","","","","",""
"111669","3","3","3","","","","","","","","","","","",""
"111681","4","4","4","","","","","","","","","","","",""
"111686","","","","","","","0","0","0","","","","","",""
"111687","","","","","","","","","","2","2","2","","",""
"111691","","","","0","0","0","","","","","","","","",""
"111696","","","","","","","","","","","","","0","0","0"
"111697","4","4","4","","","","","","","","","","","",""
"111703","","","","0","0","0","0","0","0","","","","","",""
"111707","0","0","0","","","","","","","","","","","",""
"111711","","","","","","","","","","","","","0","0","0"
"111716","2","2","2","","","","","","","","","","","",""
"111718","1","1","1","","","","","","","","","","","",""
"111719","","","","","","","0","0","0","","","","","",""
"111723","","","","0","0","0","","","","","","","","",""
"111724","","","","","","","","","","","","","0","0","0"
"111728","","","","","","","","","","4","4","4","","",""
"111730","","","","","","","","","","3","3","3","","",""
"111733","5","5","5","","","","","","","","","","","",""
"111736","","","","","","","0","0","0","","","","","",""
"111737","","","","","","","0","0","0","3","3","3","","",""
"111738","","","","","","","","","","3","3","3","","",""
"111754","","","","","","","","","","","","","0","0","0"
"111756","","","","","","","0","0","0","","","","","",""
"111764","","","","","","","","","","4","4","4","","",""
"111770","","","","","","","","","","3","3","3","","",""
"111775","","","","0","0","0","","","","","","","","",""
"111780","","","","0","0","0","","","","","","","","",""
"111784","","","","","","","0","0","0","","","","","",""
"111786","","","","","","","","","","","","","0","0","0"
"111787","","","","0","0","0","","","","","","","","",""
"111793","","","","","","","","","","3","3","3","","",""
"111795","","","","","","","","","","4","4","4","","",""
"111798","","","","0","0","0","","","","","","","","",""
"111800","","","","0","0","0","","","","","","","","",""
"111805","","","","0","0","0","","","","","","","","",""
"111810","","","","","","","","","","","","","0","0","0"
"111812","4","4","4","","","","","","","5","5","5","","",""
"111819","","","","","","","0","0","0","","","","0","0","0"
"111830","","","","0","0","0","","","","","","","","",""
"111832","0","0","0","","","","","","","","","","","",""
"111845","","","","0","0","0","","","","","","","","",""
"111846","","","","","","","","","","","","","0","0","0"
"111852","","","","","","","","","","","","","0","0","0"
"111853","","","","","","","0","0","0","","","","","",""
"111854","","","","","","","0","0","0","","","","","",""
"111860","","","","","","","","","","","","","0","0","0"
"111868","","","","","","","0","0","0","","","","","",""
"111869","5","5","5","","","","","","","","","","","",""
"111882","","","","","","","","","","","","","0","0","0"
"111891","","","","","","","","","","4","4","4","","",""
"111894","1","1","1","","","","","","","","","","","",""
"111896","","","","","","","","","","","","","0","0","0"
"111900","","","","0","0","0","","","","1","1","1","","",""
"111903","","","","0","0","0","","","","","","","","",""
"111914","","","","","","","","","","4","4","4","","",""
"111915","","","","","","","0","0","0","","","","","",""
"111917","","","","","","","","","","","","","0","0","0"
"111918","","","","0","0","0","","","","","","","","",""
"111920","","","","0","0","0","","","","","","","","",""
"111924","5","5","5","","","","","","","","","","","",""
"111928","","","","","","","","","","1","1","1","","",""
"111930","","","","","","","0","0","0","","","","","",""
"111931","5","5","5","","","","0","0","0","","","","","",""
"111933","1","1","1","","","","0","0","0","","","","","",""
"111934","","","","","","","","","","2","2","2","","",""
"111935","","","","","","","","","","5","5","5","","",""
"111942","2","2","2","","","","","","","","","","","",""
"111946","","","","0","0","0","","","","","","","","",""
"111950","","","","","","","0","0","0","","","","","",""
"111958","","","","","","","","","","","","","0","0","0"
"111959","","","","","","","","","","0","0","0","0","0","0"
"111961","1","1","1","","","","","","","0","0","0","","",""
"111962","","","","","","","","","","","","","0","0","0"
"111968","","","","0","0","0","","","","","","","","",""
"111969","","","","","","","","","","","","","0","0","0"
"111971","","","","","","","0","0","0","","","","","",""
"111973","","","","","","","","","","3","3","3","","",""
"111978","3","3","3","","","","0","0","0","","","","","",""
"111980","","","","0","0","0","","","","","","","","",""
"111981","","","","","","","0","0","0","3","3","3","","",""
"111984","","","","","","","","","","9","9","9","","",""
"111987","","","","","","","","","","5","5","5","","",""
"111992","","","","0","0","0","","","","","","","","",""
"111996","","","","","","","","","","1","1","1","","",""
"111998","","","","","","","","","","","","","0","0","0"
"112001","2","2","2","","","","","","","","","","","",""
"112003","3","3","3","","","","","","","","","","","",""
"112005","","","","","","","","","","2","2","2","","",""
"112006","","","","","","","0","0","0","","","","","",""
"112013","","","","","","","","","","5","5","5","0","0","0"
"112015","","","","","","","","","","","","","0","0","0"
"112025","","","","","","","","","","","","","0","0","0"
"112026","","","","0","0","0","","","","","","","","",""
"112036","5","5","5","","","","","","","","","","","",""
"112037","","","","","","","0","0","0","","","","","",""
"112039","6","6","6","","","","","","","","","","","",""
"112041","","","","","","","","","","3","3","3","","",""
"112042","","","","","","","0","0","0","","","","","",""
"112045","","","","","","","","","","","","","0","0","0"
"112047","","","","0","0","0","","","","","","","","",""
"112048","","","","","","","","","","3","3","3","","",""
"112050","","","","0","0","0","","","","","","","","",""
"112054","","","","0","0","0","","","","","","","","",""
"112058","","","","0","0","0","","","","","","","","",""
"112062","","","","0","0","0","","","","","","","","",""
"112063","","","","","","","","","","","","","0","0","0"
"112064","2","2","2","0","0","0","","","","","","","","",""
"112071","5","5","5","","","","0","0","0","","","","","",""
"112074","8","8","8","","","","","","","","","","","",""
"112078","","","","","","","","","","","","","0","0","0"
"112079","","","","","","","0","0","0","","","","","",""
"112080","","","","","","","","","","","","","0","0","0"
"112082","","","","","","","0","0","0","","","","","",""
"112087","","","","2","2","2","","","","","","","","",""
"112088","","","","1","1","1","","","","","","","","",""
"112093","","","","","","","0","0","0","","","","","",""
"112099","","","","","","","","","","","","","0","0","0"
"112100","","","","","","","","","","","","","0","0","0"
"112102","2","2","2","","","","","","","","","","","",""
"112107","1","1","1","","","","","","","","","","","",""
"112111","","","","","","","0","0","0","","","","","",""
"112112","","","","2","2","2","","","","","","","","",""
"112113","","","","","","","0","0","0","","","","","",""
"112118","","","","0","0","0","","","","","","","","",""
"112119","3","3","3","","","","0","0","0","","","","","",""
"112120","","","","","","","0","0","0","","","","","",""
"112122","","","","2","2","2","","","","","","","","",""
"112127","","","","","","","","","","","","","0","0","0"
"112128","","","","3","3","3","","","","","","","","",""
"112135","","","","","","","0","0","0","","","","","",""
"112138","2","2","2","","","","0","0","0","","","","","",""
"112140","","","","","","","","","","2","2","2","","",""
"112143","5","5","5","","","","0","0","0","","","","","",""
"112162","","","","","","","","","","2","2","2","","",""
"112165","","","","0","0","0","","","","","","","","",""
"112169","","","","","","","0","0","0","","","","","",""
"112170","","","","0","0","0","","","","","","","","",""
"112172","","","","","","","","","","","","","0","0","0"
"112173","","","","","","","","","","","","","0","0","0"
"112174","","","","","","","","","","3","3","3","","",""
"112175","3","3","3","","","","","","","","","","","",""
"112180","4","4","4","","","","","","","","","","","",""
"112181","","","","0","0","0","","","","","","","","",""
"112184","","","","0","0","0","","","","","","","0","0","0"
"112187","","","","","","","","","","","","","0","0","0"
"112195","","","","","","","0","0","0","","","","","",""
"112199","","","","","","","0","0","0","","","","","",""
"112204","","","","","","","","","","","","","0","0","0"
"112205","","","","","","","","","","2","2","2","","",""
"112211","","","","","","","0","0","0","","","","","",""
"112219","","","","","","","","","","6","6","6","","",""
"112220","","","","","","","","","","3","3","3","","",""
"112222","","","","0","0","0","","","","","","","","",""
"112224","","","","","","","","","","","","","0","0","0"
"112230","3","3","3","","","","","","","","","","","",""
"112232","","","","","","","","","","3","3","3","0","0","0"
"112239","","","","","","","0","0","0","","","","","",""
"112243","","","","","","","","","","4","4","4","","",""
"112247","","","","","","","0","0","0","","","","","",""
"112249","","","","0","0","0","","","","","","","","",""
"112257","","","","0","0","0","","","","","","","","",""
"112259","","","","","","","","","","","","","0","0","0"
"112260","2","2","2","","","","0","0","0","","","","0","0","0"
"112262","1","1","1","","","","","","","","","","0","0","0"
"112269","","","","","","","0","0","0","","","","","",""
"112270","","","","","","","","","","2","2","2","","",""
"112274","1","1","1","","","","","","","5","5","5","","",""
"112275","","","","","","","","","","","","","0","0","0"
"112277","","","","0","0","0","","","","","","","","",""
"112278","","","","","","","0","0","0","","","","","",""
"112285","1","1","1","","","","","","","","","","","",""
"112292","2","2","2","","","","","","","","","","","",""
"112295","","","","","","","","","","","","","0","0","0"
"112297","","","","","","","","","","","","","0","0","0"
"112300","3","3","3","0","0","0","","","","","","","","",""
"112303","","","","","","","","","","","","","0","0","0"
"112305","1","1","1","","","","","","","","","","0","0","0"
"112312","1","1","1","","","","","","","","","","","",""
"112314","","","","","","","","","","","","","0","0","0"
"112317","","","","0","0","0","","","","","","","","",""
"112319","","","","","","","0","0","0","","","","","",""
"112320","","","","0","0","0","","","","","","","","",""
"112322","","","","","","","","","","","","","0","0","0"
"112327","","","","0","0","0","","","","","","","","",""
"112342","","","","0","0","0","","","","","","","","",""
"112346","","","","","","","0","0","0","","","","","",""
"112348","","","","0","0","0","","","","","","","","",""
"112350","","","","","","","","","","3","3","3","","",""
"112354","","","","","","","","","","4","4","4","","",""
"112358","","","","","","","0","0","0","","","","","",""
"112360","","","","0","0","0","","","","","","","","",""
"112361","","","","","","","0","0","0","","","","","",""
"112363","2","2","2","","","","","","","","","","","",""
"112366","","","","","","","","","","3","3","3","","",""
"112367","","","","","","","0","0","0","","","","","",""
"112379","3","3","3","","","","","","","","","","","",""
"112386","","","","","","","","","","4","4","4","","",""
"112391","","","","0","0","0","","","","","","","","",""
"112392","","","","","","","0","0","0","","","","","",""
"112397","","","","","","","","","","1","1","1","","",""
"112399","","","","0","0","0","","","","","","","","",""
"112416","2","2","2","","","","0","0","0","","","","","",""
"112421","","","","","","","0","0","0","","","","","",""
"112422","","","","0","0","0","0","0","0","","","","","",""
"112425","4","4","4","0","0","0","0","0","0","","","","","",""
"112426","","","","","","","","","","","","","0","0","0"
"112432","4","4","4","","","","","","","","","","","",""
"112433","","","","0","0","0","","","","","","","","",""
"112436","","","","0","0","0","","","","","","","","",""
"112437","","","","","","","","","","5","5","5","0","0","0"
"112438","","","","","","","0","0","0","","","","","",""
"112440","","","","","","","","","","","","","0","0","0"
"112442","","","","","","","0","0","0","","","","","",""
"112449","","","","0","0","0","","","","","","","","",""
"112450","","","","","","","0","0","0","","","","","",""
"112456","","","","","","","","","","2","2","2","","",""
"112457","3","3","3","","","","","","","","","","","",""
"112460","","","","","","","0","0","0","","","","","",""
"112462","","","","","","","0","0","0","","","","","",""
"112474","","","","1","1","1","","","","","","","","",""
"112476","","","","","","","","","","0","0","0","","",""
"112477","","","","","","","","","","","","","0","0","0"
"112480","1","1","1","","","","","","","","","","","",""
"112481","","","","","","","0","0","0","","","","","",""
"112482","","","","0","0","0","","","","","","","","",""
"112487","","","","","","","","","","5","5","5","","",""
"112489","","","","0","0","0","","","","","","","","",""
"112494","","","","","","","0","0","0","","","","","",""
"112495","","","","","","","","","","3","3","3","","",""
"112497","3","3","3","","","","","","","","","","","",""
"112500","","","","","","","0","0","0","","","","","",""
"112501","3","3","3","","","","","","","","","","","",""
"112504","","","","","","","0","0","0","","","","","",""
"112508","","","","0","0","0","","","","1","1","1","","",""
"112509","","","","","","","","","","1","1","1","","",""
"112517","","","","","","","0","0","0","","","","","",""
"112522","","","","0","0","0","","","","","","","","",""
"112529","","","","","","","0","0","0","","","","","",""
"112530","1","1","1","","","","","","","","","","","",""
"112532","1","1","1","","","","","","","","","","","",""
"112538","","","","","","","","","","","","","0","0","0"
"112540","","","","0","0","0","","","","","","","","",""
"112541","2","2","2","","","","","","","","","","","",""
"112545","1","1","1","","","","","","","","","","","",""
"112547","","","","","","","","","","4","4","4","","",""
"112549","","","","0","0","0","0","0","0","","","","","",""
"112553","","","","","","","","","","","","","0","0","0"
"112556","","","","","","","0","0","0","","","","","",""
"112558","","","","0","0","0","0","0","0","","","","","",""
"112560","","","","0","0","0","","","","","","","","",""
"112563","","","","0","0","0","","","","","","","","",""
"112567","","","","0","0","0","","","","","","","","",""
"112572","","","","","","","","","","3","3","3","","",""
"112574","","","","","","","","","","4","4","4","","",""
"112575","4","4","4","","","","","","","","","","","",""
"112585","","","","","","","","","","","","","0","0","0"
"112589","","","","","","","","","","","","","0","0","0"
"112595","3","3","3","","","","","","","","","","","",""
"112597","","","","0","0","0","","","","","","","","",""
"112598","","","","","","","0","0","0","","","","","",""
"112602","","","","","","","","","","","","","0","0","0"
"112606","","","","","","","","","","8","8","8","","",""
"112607","","","","0","0","0","","","","","","","","",""
"112608","","","","0","0","0","","","","","","","","",""
"112615","5","5","5","","","","","","","","","","","",""
"112619","3","3","3","","","","","","","","","","","",""
"112621","","","","","","","0","0","0","","","","","",""
"112623","","","","","","","0","0","0","","","","","",""
"112627","","","","","","","","","","","","","0","0","0"
"112628","","","","","","","","","","","","","0","0","0"
"112647","","","","","","","0","0","0","","","","","",""
"112648","","","","0","0","0","","","","","","","","",""
"112651","","","","","","","","","","","","","0","0","0"
"112652","","","","","","","","","","2","2","2","","",""
"112653","","","","","","","","","","","","","0","0","0"
"112659","","","","0","0","0","","","","2","2","2","","",""
"112662","","","","","","","","","","3","3","3","","",""
"112666","","","","0","0","0","","","","","","","0","0","0"
"112668","5","5","5","","","","","","","","","","","",""
"112669","","","","","","","","","","","","","0","0","0"
"112671","","","","0","0","0","0","0","0","","","","","",""
"112672","","","","","","","","","","0","0","0","","",""
"112675","","","","","","","","","","3","3","3","","",""
"112679","","","","","","","","","","","","","0","0","0"
"112680","","","","","","","","","","","","","0","0","0"
"112681","","","","","","","","","","","","","0","0","0"
"112691","","","","","","","","","","3","3","3","","",""
"112693","","","","","","","0","0","0","","","","","",""
"112697","2","2","2","","","","","","","","","","","",""
"112698","","","","","","","","","","","","","0","0","0"
"112701","","","","","","","","","","3","3","3","","",""
"112702","","","","","","","","","","3","3","3","","",""
"112703","","","","","","","","","","","","","0","0","0"
"112705","","","","","","","","","","","","","0","0","0"
"112709","","","","","","","0","0","0","","","","","",""
"112722","","","","","","","0","0","0","","","","","",""
"112730","","","","","","","","","","1","1","1","","",""
"112731","","","","0","0","0","","","","3","3","3","","",""
"112737","1","1","1","0","0","0","","","","","","","","",""
"112740","6","6","6","","","","","","","","","","","",""
"112748","","","","0","0","0","","","","0","0","0","","",""
"112752","4","4","4","","","","","","","","","","","",""
"112754","","","","0","0","0","","","","","","","","",""
"112758","","","","","","","","","","","","","0","0","0"
"112759","","","","","","","","","","5","5","5","","",""
"112761","","","","","","","","","","3","3","3","","",""
"112763","4","4","4","","","","","","","","","","","",""
"112764","3","3","3","","","","","","","","","","","",""
"112765","","","","","","","","","","","","","0","0","0"
"112769","","","","","","","0","0","0","","","","","",""
"112770","0","0","0","","","","","","","","","","","",""
"112774","","","","","","","","","","","","","0","0","0"
"112780","5","5","5","","","","","","","","","","","",""
"112784","3","3","3","","","","","","","","","","","",""
"112789","4","4","4","","","","","","","","","","","",""
"112793","1","1","1","","","","","","","","","","","",""
"112795","4","4","4","","","","","","","2","2","2","","",""
"112796","1","1","1","","","","","","","","","","0","0","0"
"112801","","","","","","","","","","7","7","7","","",""
"112808","","","","","","","","","","","","","0","0","0"
"112810","","","","0","0","0","","","","","","","0","0","0"
"112811","","","","0","0","0","","","","","","","","",""
"112815","1","1","1","","","","","","","","","","","",""
"112818","0","0","0","","","","","","","","","","","",""
"112820","3","3","3","","","","","","","","","","","",""
"112823","","","","","","","0","0","0","","","","","",""
"112824","","","","","","","0","0","0","","","","","",""
"112825","3","3","3","1","1","1","","","","","","","","",""
"112826","","","","","","","0","0","0","","","","","",""
"112832","","","","4","4","4","","","","","","","","",""
"112836","","","","","","","0","0","0","","","","","",""
"112838","","","","","","","","","","5","5","5","0","0","0"
"112839","","","","","","","","","","1","1","1","","",""
"112842","","","","","","","","","","0","0","0","","",""
"112846","","","","","","","","","","3","3","3","","",""
"112850","","","","1","1","1","","","","","","","","",""
"112854","","","","","","","","","","","","","0","0","0"
"112859","","","","","","","","","","5","5","5","0","0","0"
"112860","","","","","","","","","","1","1","1","","",""
"112865","2","2","2","","","","","","","","","","","",""
"112868","4","4","4","","","","0","0","0","","","","","",""
"112871","","","","","","","","","","2","2","2","","",""
"112874","1","1","1","","","","","","","","","","","",""
"112877","","","","","","","","","","","","","0","0","0"
"112878","","","","0","0","0","","","","","","","","",""
"112882","","","","","","","","","","3","3","3","","",""
"112886","","","","0","0","0","","","","","","","0","0","0"
"112887","","","","","","","","","","1","1","1","","",""
"112888","","","","","","","","","","","","","0","0","0"
"112889","","","","0","0","0","","","","","","","","",""
"112893","3","3","3","","","","","","","","","","","",""
"112894","","","","0","0","0","","","","","","","","",""
"112908","","","","","","","0","0","0","","","","","",""
