"Step","12-static-1","12-static - dead-1__MIN","12-static - dead-1__MAX","12-dynamic","12-dynamic - dead-1__MIN","12-dynamic - dead-1__MAX","12-ofb","12-ofbt - dead-1__MIN","12-ofbt - dead-1__MAX","12-every-10","12-every-10 - dead-1__MIN","12-every-10 - dead-1__MAX","12-every-100","12-every-100 - dead-1__MIN","12-every-100 - dead-1__MAX"
"56766","2","2","2","","","","","","","","","","","",""
"56772","","","","","","","0","0","0","","","","","",""
"56773","","","","","","","","","","0","0","0","","",""
"56776","","","","0","0","0","","","","","","","","",""
"56777","","","","","","","","","","4","4","4","","",""
"56781","","","","0","0","0","","","","","","","","",""
"56784","","","","0","0","0","","","","","","","","",""
"56793","0","0","0","","","","","","","","","","","",""
"56795","","","","","","","0","0","0","","","","","",""
"56798","","","","","","","0","0","0","","","","","",""
"56799","","","","","","","","","","","","","0","0","0"
"56809","","","","","","","0","0","0","1","1","1","","",""
"56811","6","6","6","","","","","","","","","","","",""
"56820","","","","","","","","","","2","2","2","","",""
"56823","","","","","","","0","0","0","","","","","",""
"56825","","","","","","","","","","","","","0","0","0"
"56826","1","1","1","","","","","","","","","","0","0","0"
"56828","","","","","","","0","0","0","","","","","",""
"56832","","","","","","","","","","5","5","5","0","0","0"
"56833","1","1","1","","","","","","","","","","","",""
"56842","","","","","","","0","0","0","2","2","2","","",""
"56846","3","3","3","","","","","","","","","","","",""
"56849","","","","","","","","","","3","3","3","","",""
"56852","","","","","","","0","0","0","","","","","",""
"56855","","","","","","","0","0","0","","","","","",""
"56858","","","","0","0","0","","","","","","","","",""
"56859","","","","","","","","","","","","","0","0","0"
"56860","","","","0","0","0","","","","0","0","0","","",""
"56862","","","","","","","","","","3","3","3","","",""
"56864","2","2","2","","","","","","","","","","","",""
"56865","1","1","1","","","","","","","","","","","",""
"56866","","","","","","","","","","3","3","3","","",""
"56867","","","","","","","","","","","","","0","0","0"
"56869","","","","","","","","","","2","2","2","","",""
"56878","","","","","","","","","","","","","0","0","0"
"56880","0","0","0","","","","","","","","","","","",""
"56881","","","","","","","","","","1","1","1","0","0","0"
"56884","0","0","0","","","","","","","","","","","",""
"56886","","","","","","","","","","","","","0","0","0"
"56888","","","","","","","0","0","0","4","4","4","","",""
"56890","","","","","","","","","","4","4","4","","",""
"56891","","","","0","0","0","","","","","","","","",""
"56892","","","","","","","","","","","","","0","0","0"
"56898","","","","","","","0","0","0","","","","","",""
"56900","0","0","0","","","","","","","","","","","",""
"56901","","","","","","","","","","","","","0","0","0"
"56902","2","2","2","","","","","","","","","","","",""
"56905","","","","","","","0","0","0","","","","","",""
"56916","","","","0","0","0","","","","","","","","",""
"56917","","","","","","","0","0","0","","","","","",""
"56919","","","","","","","0","0","0","","","","","",""
"56926","","","","","","","0","0","0","","","","","",""
"56928","","","","","","","","","","","","","0","0","0"
"56932","","","","","","","","","","","","","0","0","0"
"56933","","","","0","0","0","","","","","","","","",""
"56935","","","","","","","0","0","0","","","","","",""
"56936","","","","","","","","","","2","2","2","","",""
"56937","","","","","","","","","","","","","0","0","0"
"56939","","","","","","","","","","","","","0","0","0"
"56942","0","0","0","","","","","","","","","","0","0","0"
"56951","","","","","","","","","","1","1","1","0","0","0"
"56954","0","0","0","","","","","","","","","","","",""
"56958","","","","0","0","0","","","","","","","","",""
"56959","2","2","2","","","","","","","","","","","",""
"56962","2","2","2","","","","","","","","","","","",""
"56965","1","1","1","","","","","","","","","","","",""
"56966","4","4","4","","","","","","","","","","","",""
"56969","","","","","","","","","","7","7","7","","",""
"56974","3","3","3","","","","","","","","","","","",""
"56980","","","","0","0","0","","","","","","","","",""
"56981","","","","0","0","0","","","","","","","","",""
"56982","","","","","","","","","","","","","0","0","0"
"56985","","","","0","0","0","","","","","","","","",""
"56987","1","1","1","","","","","","","","","","","",""
"56989","","","","0","0","0","","","","","","","0","0","0"
"56991","0","0","0","","","","","","","","","","","",""
"56995","","","","","","","","","","0","0","0","0","0","0"
"56996","","","","","","","0","0","0","","","","","",""
"57000","","","","0","0","0","","","","","","","","",""
"57001","","","","","","","","","","1","1","1","","",""
"57006","","","","0","0","0","0","0","0","","","","","",""
"57007","","","","","","","","","","","","","0","0","0"
"57009","8","8","8","","","","0","0","0","","","","","",""
"57010","","","","","","","","","","","","","0","0","0"
"57011","","","","0","0","0","","","","","","","","",""
"57014","","","","","","","0","0","0","","","","","",""
"57017","","","","0","0","0","","","","","","","","",""
"57019","1","1","1","","","","","","","4","4","4","","",""
"57020","","","","","","","0","0","0","","","","","",""
"57024","","","","","","","0","0","0","","","","","",""
"57027","","","","","","","","","","","","","0","0","0"
"57030","","","","0","0","0","","","","","","","","",""
"57032","","","","0","0","0","","","","","","","","",""
"57036","","","","","","","","","","1","1","1","","",""
"57037","","","","","","","0","0","0","","","","","",""
"57041","","","","0","0","0","","","","0","0","0","0","0","0"
"57045","","","","","","","0","0","0","","","","","",""
"57053","","","","0","0","0","","","","","","","","",""
"57055","","","","","","","0","0","0","","","","","",""
"57064","","","","","","","","","","2","2","2","","",""
"57067","","","","0","0","0","","","","","","","","",""
"57069","","","","","","","","","","4","4","4","","",""
"57076","","","","","","","","","","","","","0","0","0"
"57082","","","","0","0","0","","","","","","","","",""
"57083","","","","","","","","","","","","","0","0","0"
"57087","","","","0","0","0","","","","","","","","",""
"57090","","","","","","","","","","","","","0","0","0"
"57098","2","2","2","","","","","","","","","","","",""
"57099","","","","","","","","","","","","","0","0","0"
"57107","6","6","6","","","","","","","","","","","",""
"57109","2","2","2","","","","","","","","","","","",""
"57117","","","","","","","0","0","0","","","","","",""
"57118","","","","","","","0","0","0","","","","","",""
"57122","0","0","0","","","","","","","","","","","",""
"57123","0","0","0","","","","","","","","","","","",""
"57129","","","","","","","","","","","","","0","0","0"
"57131","","","","","","","0","0","0","","","","","",""
"57135","","","","0","0","0","","","","","","","","",""
"57141","2","2","2","","","","","","","","","","","",""
"57144","4","4","4","","","","","","","","","","","",""
"57145","","","","","","","","","","","","","0","0","0"
"57148","","","","","","","0","0","0","","","","","",""
"57149","","","","","","","","","","3","3","3","","",""
"57160","","","","","","","","","","4","4","4","","",""
"57162","","","","0","0","0","","","","","","","","",""
"57165","","","","0","0","0","","","","","","","","",""
"57167","","","","0","0","0","","","","","","","","",""
"57168","","","","","","","0","0","0","","","","","",""
"57170","","","","","","","","","","0","0","0","","",""
"57172","","","","","","","0","0","0","","","","0","0","0"
"57175","1","1","1","","","","","","","","","","","",""
"57180","1","1","1","","","","","","","","","","","",""
"57186","","","","0","0","0","0","0","0","","","","","",""
"57190","","","","","","","","","","","","","0","0","0"
"57191","","","","0","0","0","","","","","","","","",""
"57192","0","0","0","","","","","","","","","","","",""
"57193","","","","","","","0","0","0","","","","","",""
"57195","3","3","3","","","","","","","","","","","",""
"57198","","","","","","","","","","5","5","5","","",""
"57199","","","","","","","0","0","0","","","","0","0","0"
"57201","","","","","","","0","0","0","","","","","",""
"57203","","","","0","0","0","","","","","","","0","0","0"
"57215","","","","","","","","","","1","1","1","","",""
"57217","1","1","1","","","","","","","","","","","",""
"57220","","","","0","0","0","0","0","0","","","","","",""
"57226","","","","","","","0","0","0","","","","","",""
"57228","6","6","6","","","","","","","1","1","1","","",""
"57231","","","","0","0","0","","","","","","","","",""
"57232","","","","","","","","","","","","","0","0","0"
"57233","","","","0","0","0","","","","","","","","",""
"57234","3","3","3","","","","","","","","","","","",""
"57238","","","","","","","0","0","0","","","","","",""
"57239","","","","","","","","","","","","","0","0","0"
"57245","4","4","4","","","","","","","","","","","",""
"57247","","","","","","","","","","5","5","5","0","0","0"
"57249","","","","","","","0","0","0","","","","","",""
"57253","","","","","","","","","","5","5","5","","",""
"57256","0","0","0","","","","","","","","","","0","0","0"
"57258","0","0","0","","","","","","","","","","","",""
"57259","","","","","","","","","","","","","0","0","0"
"57266","","","","","","","0","0","0","","","","","",""
"57278","4","4","4","","","","","","","","","","","",""
"57282","","","","","","","0","0","0","","","","","",""
"57286","","","","","","","","","","5","5","5","","",""
"57288","4","4","4","","","","","","","","","","0","0","0"
"57289","","","","","","","0","0","0","","","","","",""
"57291","","","","0","0","0","","","","","","","","",""
"57292","","","","0","0","0","","","","","","","","",""
"57293","","","","0","0","0","","","","","","","","",""
"57294","2","2","2","","","","","","","","","","","",""
"57313","","","","0","0","0","","","","","","","","",""
"57325","","","","","","","","","","","","","0","0","0"
"57328","","","","","","","0","0","0","","","","","",""
"57329","","","","","","","","","","","","","0","0","0"
"57332","","","","","","","0","0","0","","","","","",""
"57333","","","","","","","","","","","","","0","0","0"
"57345","3","3","3","","","","","","","","","","","",""
"57349","4","4","4","","","","","","","","","","0","0","0"
"57350","","","","","","","0","0","0","","","","","",""
"57351","","","","","","","","","","4","4","4","","",""
"57355","2","2","2","","","","","","","","","","","",""
"57356","","","","0","0","0","","","","","","","","",""
"57357","","","","","","","0","0","0","","","","","",""
"57359","","","","","","","","","","3","3","3","","",""
"57361","","","","","","","","","","0","0","0","","",""
"57363","","","","","","","","","","2","2","2","","",""
"57364","","","","0","0","0","","","","","","","","",""
"57367","","","","0","0","0","","","","","","","","",""
"57375","","","","0","0","0","","","","2","2","2","","",""
"57376","","","","0","0","0","","","","","","","","",""
"57377","","","","","","","","","","5","5","5","","",""
"57383","","","","0","0","0","","","","","","","","",""
"57384","","","","","","","","","","2","2","2","","",""
"57390","","","","","","","","","","","","","0","0","0"
"57392","","","","","","","","","","1","1","1","","",""
"57393","","","","0","0","0","","","","","","","","",""
"57399","","","","","","","0","0","0","","","","","",""
"57401","","","","","","","0","0","0","","","","","",""
"57403","","","","","","","","","","","","","0","0","0"
"57407","","","","0","0","0","","","","","","","","",""
"57410","","","","0","0","0","","","","","","","","",""
"57411","","","","","","","0","0","0","","","","0","0","0"
"57413","","","","","","","0","0","0","","","","","",""
"57415","","","","","","","0","0","0","","","","","",""
"57424","","","","","","","","","","4","4","4","","",""
"57426","","","","","","","0","0","0","","","","","",""
"57431","","","","0","0","0","","","","","","","","",""
"57434","0","0","0","","","","","","","","","","","",""
"57437","","","","0","0","0","","","","","","","","",""
"57439","","","","0","0","0","","","","","","","","",""
"57444","","","","0","0","0","","","","","","","","",""
"57447","","","","","","","","","","1","1","1","","",""
"57452","2","2","2","","","","","","","","","","","",""
"57454","","","","","","","","","","","","","0","0","0"
"57459","","","","","","","","","","","","","0","0","0"
"57460","0","0","0","","","","","","","","","","","",""
"57461","","","","","","","0","0","0","","","","","",""
"57470","","","","0","0","0","","","","","","","","",""
"57476","","","","","","","","","","4","4","4","","",""
"57477","","","","","","","","","","","","","0","0","0"
"57479","0","0","0","","","","","","","","","","","",""
"57482","0","0","0","","","","","","","","","","0","0","0"
"57483","","","","","","","0","0","0","","","","","",""
"57489","4","4","4","","","","","","","","","","","",""
"57491","","","","","","","","","","3","3","3","","",""
"57495","","","","","","","","","","5","5","5","","",""
"57497","1","1","1","","","","","","","","","","","",""
"57503","","","","0","0","0","","","","","","","","",""
"57509","","","","0","0","0","","","","","","","","",""
"57511","","","","","","","","","","","","","0","0","0"
"57518","","","","","","","","","","4","4","4","","",""
"57519","","","","","","","","","","3","3","3","","",""
"57525","1","1","1","","","","","","","","","","","",""
"57527","2","2","2","","","","","","","","","","","",""
"57536","","","","","","","","","","","","","0","0","0"
"57540","","","","0","0","0","","","","","","","","",""
"57547","","","","0","0","0","","","","","","","","",""
"57548","4","4","4","","","","","","","","","","","",""
"57551","","","","0","0","0","","","","","","","","",""
"57553","","","","","","","","","","3","3","3","","",""
"57561","","","","0","0","0","","","","","","","","",""
"57565","2","2","2","","","","","","","","","","","",""
"57573","1","1","1","","","","","","","","","","","",""
"57582","","","","","","","0","0","0","","","","","",""
"57585","","","","","","","","","","2","2","2","","",""
"57586","","","","","","","0","0","0","","","","","",""
"57590","","","","","","","0","0","0","","","","","",""
"57593","","","","","","","","","","","","","0","0","0"
"57600","","","","","","","","","","","","","0","0","0"
"57605","","","","","","","","","","","","","0","0","0"
"57612","","","","","","","","","","","","","0","0","0"
"57618","","","","","","","","","","1","1","1","","",""
"57619","","","","","","","0","0","0","","","","","",""
"57620","","","","","","","","","","2","2","2","","",""
"57621","3","3","3","","","","","","","","","","","",""
"57623","","","","","","","","","","2","2","2","","",""
"57626","","","","","","","","","","","","","0","0","0"
"57641","","","","","","","","","","3","3","3","","",""
"57643","","","","0","0","0","","","","","","","","",""
"57650","","","","","","","","","","","","","0","0","0"
"57652","5","5","5","","","","","","","","","","","",""
"57659","","","","","","","0","0","0","","","","","",""
"57667","","","","","","","","","","2","2","2","","",""
"57678","","","","0","0","0","0","0","0","","","","","",""
"57683","3","3","3","","","","","","","3","3","3","","",""
"57686","1","1","1","","","","","","","","","","","",""
"57688","4","4","4","","","","","","","","","","0","0","0"
"57689","","","","","","","","","","3","3","3","","",""
"57694","1","1","1","","","","","","","","","","","",""
"57697","","","","0","0","0","","","","","","","","",""
"57702","","","","","","","","","","","","","0","0","0"
"57705","","","","","","","","","","0","0","0","","",""
"57706","","","","","","","0","0","0","","","","","",""
"57707","","","","0","0","0","","","","","","","","",""
"57709","","","","","","","0","0","0","","","","","",""
"57713","0","0","0","","","","","","","","","","","",""
"57716","","","","","","","","","","","","","0","0","0"
"57720","","","","0","0","0","","","","","","","","",""
"57726","","","","","","","","","","","","","0","0","0"
"57728","","","","0","0","0","","","","","","","","",""
"57732","","","","","","","0","0","0","","","","","",""
"57736","","","","","","","0","0","0","","","","","",""
"57740","","","","","","","","","","2","2","2","","",""
"57755","","","","0","0","0","","","","3","3","3","","",""
"57757","","","","","","","0","0","0","","","","","",""
"57758","","","","","","","","","","","","","0","0","0"
"57762","","","","","","","","","","","","","0","0","0"
"57765","","","","","","","","","","1","1","1","","",""
"57766","","","","","","","","","","2","2","2","","",""
"57767","","","","","","","","","","","","","0","0","0"
"57773","","","","","","","","","","1","1","1","","",""
"57775","5","5","5","","","","","","","","","","","",""
"57778","","","","0","0","0","","","","","","","","",""
"57782","0","0","0","","","","","","","","","","","",""
"57791","0","0","0","","","","","","","","","","","",""
"57796","","","","","","","0","0","0","","","","","",""
"57801","","","","","","","0","0","0","","","","","",""
"57802","","","","","","","0","0","0","","","","","",""
"57803","","","","","","","0","0","0","","","","","",""
"57810","","","","","","","","","","3","3","3","","",""
"57816","7","7","7","","","","","","","","","","0","0","0"
"57819","","","","0","0","0","","","","","","","","",""
"57823","","","","","","","","","","","","","0","0","0"
"57824","","","","","","","","","","3","3","3","0","0","0"
"57827","","","","","","","0","0","0","","","","","",""
"57828","","","","","","","0","0","0","","","","","",""
"57835","","","","0","0","0","","","","","","","","",""
"57842","","","","","","","","","","","","","0","0","0"
"57848","","","","","","","","","","","","","0","0","0"
"57850","","","","","","","","","","3","3","3","","",""
"57851","","","","0","0","0","0","0","0","","","","","",""
"57853","","","","","","","0","0","0","","","","","",""
"57858","","","","","","","","","","","","","0","0","0"
"57859","","","","","","","0","0","0","","","","","",""
"57862","","","","","","","0","0","0","","","","","",""
"57863","0","0","0","","","","","","","","","","","",""
"57866","","","","","","","","","","2","2","2","","",""
"57868","1","1","1","","","","","","","","","","","",""
"57869","0","0","0","","","","","","","","","","","",""
"57870","","","","","","","","","","2","2","2","","",""
"57871","","","","","","","0","0","0","","","","","",""
"57872","","","","","","","0","0","0","","","","","",""
"57882","","","","0","0","0","0","0","0","","","","","",""
"57883","","","","","","","0","0","0","","","","","",""
"57884","","","","0","0","0","","","","","","","","",""
"57886","","","","0","0","0","","","","","","","","",""
"57890","","","","","","","0","0","0","","","","","",""
"57891","","","","","","","0","0","0","","","","","",""
"57892","","","","0","0","0","","","","","","","","",""
"57895","","","","","","","","","","","","","0","0","0"
"57897","2","2","2","","","","","","","","","","","",""
"57898","","","","","","","","","","4","4","4","","",""
"57899","1","1","1","","","","","","","","","","0","0","0"
"57906","","","","0","0","0","","","","","","","","",""
"57910","","","","","","","","","","1","1","1","","",""
"57914","","","","","","","","","","","","","0","0","0"
"57916","","","","","","","","","","","","","0","0","0"
"57920","","","","0","0","0","","","","","","","","",""
"57921","","","","","","","0","0","0","","","","","",""
"57922","","","","","","","","","","4","4","4","","",""
"57925","","","","","","","","","","3","3","3","","",""
"57926","1","1","1","","","","","","","","","","","",""
"57929","2","2","2","","","","","","","","","","","",""
"57932","","","","0","0","0","","","","","","","","",""
"57945","1","1","1","","","","","","","","","","","",""
"57950","","","","0","0","0","","","","","","","","",""
"57951","","","","","","","0","0","0","","","","","",""
"57952","","","","","","","0","0","0","","","","","",""
"57955","0","0","0","","","","","","","","","","","",""
"57956","","","","","","","","","","4","4","4","","",""
"57958","3","3","3","","","","","","","","","","","",""
"57963","","","","","","","","","","0","0","0","","",""
"57969","","","","","","","","","","","","","0","0","0"
"57974","7","7","7","","","","0","0","0","4","4","4","","",""
"57976","","","","","","","","","","","","","0","0","0"
"57977","","","","","","","0","0","0","","","","","",""
"57979","","","","","","","","","","","","","0","0","0"
"57981","","","","0","0","0","","","","","","","0","0","0"
"57984","1","1","1","","","","","","","4","4","4","","",""
"57985","","","","","","","0","0","0","","","","","",""
"57995","","","","","","","","","","","","","0","0","0"
"57997","","","","","","","","","","","","","0","0","0"
"57999","","","","","","","","","","","","","0","0","0"
"58004","","","","0","0","0","","","","","","","","",""
"58005","","","","","","","","","","","","","0","0","0"
"58009","","","","","","","0","0","0","","","","","",""
"58010","","","","","","","0","0","0","","","","","",""
"58013","4","4","4","","","","","","","","","","","",""
"58016","2","2","2","","","","","","","","","","","",""
"58018","","","","","","","","","","1","1","1","","",""
"58019","","","","","","","","","","","","","0","0","0"
"58031","","","","","","","","","","","","","0","0","0"
"58035","","","","","","","0","0","0","2","2","2","","",""
"58039","","","","","","","","","","","","","0","0","0"
"58044","","","","0","0","0","","","","","","","","",""
"58050","","","","","","","0","0","0","","","","","",""
"58052","","","","","","","","","","","","","0","0","0"
"58053","","","","0","0","0","","","","","","","","",""
"58054","","","","","","","0","0","0","","","","","",""
"58072","7","7","7","","","","","","","","","","","",""
"58077","","","","","","","","","","2","2","2","","",""
"58078","","","","","","","","","","","","","0","0","0"
"58081","2","2","2","","","","","","","","","","","",""
"58082","","","","","","","0","0","0","","","","","",""
"58083","4","4","4","","","","","","","","","","","",""
"58084","","","","","","","","","","","","","0","0","0"
"58088","4","4","4","","","","","","","","","","","",""
"58089","","","","","","","","","","0","0","0","","",""
"58091","1","1","1","","","","0","0","0","","","","","",""
"58093","4","4","4","0","0","0","","","","","","","","",""
"58094","4","4","4","","","","","","","","","","","",""
"58095","","","","","","","","","","2","2","2","","",""
"58097","","","","0","0","0","","","","","","","","",""
"58098","3","3","3","","","","","","","","","","","",""
"58101","5","5","5","","","","","","","","","","","",""
"58104","","","","0","0","0","","","","","","","0","0","0"
"58105","","","","","","","","","","5","5","5","","",""
"58108","","","","","","","0","0","0","","","","","",""
"58109","3","3","3","","","","","","","","","","","",""
"58111","","","","","","","","","","0","0","0","","",""
"58117","","","","","","","0","0","0","","","","0","0","0"
"58120","","","","","","","","","","2","2","2","","",""
"58124","2","2","2","","","","","","","","","","","",""
"58125","","","","","","","","","","4","4","4","","",""
"58128","","","","","","","","","","","","","0","0","0"
"58133","0","0","0","","","","","","","","","","","",""
"58135","","","","","","","0","0","0","","","","","",""
"58136","","","","","","","","","","","","","0","0","0"
"58137","2","2","2","0","0","0","","","","","","","","",""
"58140","","","","","","","","","","2","2","2","","",""
"58142","","","","0","0","0","","","","","","","","",""
"58146","1","1","1","","","","","","","","","","","",""
"58147","4","4","4","","","","","","","","","","","",""
"58151","","","","","","","0","0","0","","","","","",""
"58153","","","","0","0","0","","","","","","","","",""
"58163","","","","0","0","0","","","","","","","","",""
"58172","1","1","1","","","","","","","","","","0","0","0"
"58173","","","","0","0","0","","","","","","","","",""
"58179","","","","0","0","0","","","","","","","","",""
"58181","","","","","","","","","","3","3","3","","",""
"58182","","","","0","0","0","","","","","","","0","0","0"
"58185","","","","","","","0","0","0","","","","","",""
"58189","1","1","1","","","","","","","","","","","",""
"58192","","","","","","","0","0","0","","","","","",""
"58194","","","","0","0","0","","","","4","4","4","","",""
"58198","","","","","","","","","","0","0","0","","",""
"58203","","","","","","","","","","","","","0","0","0"
"58204","","","","","","","","","","4","4","4","","",""
"58207","","","","","","","","","","","","","0","0","0"
"58214","","","","","","","0","0","0","","","","","",""
"58216","","","","","","","","","","","","","0","0","0"
"58222","2","2","2","","","","","","","","","","","",""
"58227","4","4","4","","","","","","","","","","","",""
"58231","","","","","","","","","","2","2","2","","",""
"58237","","","","","","","","","","6","6","6","","",""
"58238","","","","","","","","","","","","","0","0","0"
"58239","","","","","","","0","0","0","","","","","",""
"58242","","","","","","","0","0","0","","","","","",""
"58246","","","","","","","","","","2","2","2","","",""
"58247","","","","","","","0","0","0","","","","0","0","0"
"58259","0","0","0","","","","0","0","0","1","1","1","","",""
"58260","","","","","","","0","0","0","","","","","",""
"58263","","","","","","","","","","4","4","4","","",""
"58265","","","","0","0","0","","","","","","","","",""
"58274","","","","","","","","","","","","","0","0","0"
"58277","","","","","","","","","","","","","0","0","0"
"58279","","","","0","0","0","","","","","","","0","0","0"
"58284","","","","0","0","0","","","","","","","","",""
"58286","","","","","","","","","","5","5","5","","",""
"58297","","","","","","","","","","","","","0","0","0"
"58298","","","","0","0","0","","","","","","","","",""
"58308","","","","0","0","0","","","","","","","0","0","0"
"58312","4","4","4","","","","","","","","","","","",""
"58317","","","","","","","0","0","0","","","","","",""
"58322","","","","","","","","","","","","","0","0","0"
"58323","","","","","","","","","","","","","0","0","0"
"58324","0","0","0","","","","","","","3","3","3","","",""
"58328","","","","","","","0","0","0","","","","","",""
"58331","","","","","","","0","0","0","","","","","",""
"58333","","","","","","","","","","7","7","7","","",""
"58338","","","","","","","","","","2","2","2","","",""
"58339","","","","0","0","0","0","0","0","","","","","",""
"58347","","","","0","0","0","","","","","","","","",""
"58349","","","","0","0","0","","","","","","","","",""
"58351","","","","0","0","0","","","","","","","","",""
"58352","","","","","","","0","0","0","","","","","",""
"58353","","","","","","","","","","","","","0","0","0"
"58356","","","","","","","0","0","0","","","","","",""
"58359","","","","","","","0","0","0","","","","","",""
"58361","1","1","1","","","","","","","","","","","",""
"58366","","","","","","","0","0","0","","","","","",""
"58369","0","0","0","","","","","","","","","","","",""
"58375","","","","","","","","","","","","","0","0","0"
"58379","","","","","","","","","","4","4","4","","",""
"58383","","","","","","","0","0","0","","","","","",""
"58386","","","","","","","","","","","","","0","0","0"
"58389","4","4","4","","","","","","","","","","","",""
"58393","2","2","2","","","","","","","","","","0","0","0"
"58403","2","2","2","","","","","","","","","","","",""
"58404","","","","0","0","0","","","","","","","","",""
"58407","","","","0","0","0","","","","","","","","",""
"58408","","","","","","","","","","1","1","1","","",""
"58412","5","5","5","","","","","","","","","","","",""
"58415","5","5","5","","","","","","","","","","","",""
"58422","","","","","","","0","0","0","","","","","",""
"58430","2","2","2","","","","","","","","","","","",""
"58438","0","0","0","","","","","","","","","","","",""
"58442","","","","","","","0","0","0","","","","","",""
"58446","5","5","5","","","","","","","","","","","",""
"58449","6","6","6","","","","","","","","","","","",""
"58453","4","4","4","0","0","0","","","","","","","","",""
"58457","","","","","","","","","","","","","0","0","0"
"58458","","","","","","","","","","","","","0","0","0"
"58459","2","2","2","","","","","","","","","","","",""
"58461","","","","","","","0","0","0","","","","","",""
"58464","","","","0","0","0","","","","","","","","",""
"58467","","","","0","0","0","","","","","","","","",""
"58475","","","","","","","","","","1","1","1","","",""
"58483","","","","","","","","","","","","","0","0","0"
"58486","","","","0","0","0","","","","","","","","",""
"58488","","","","","","","","","","","","","0","0","0"
"58503","","","","","","","","","","2","2","2","","",""
"58505","","","","0","0","0","","","","2","2","2","","",""
"58507","1","1","1","","","","","","","3","3","3","","",""
"58508","","","","","","","0","0","0","","","","","",""
"58510","","","","0","0","0","","","","","","","","",""
"58513","","","","","","","0","0","0","","","","","",""
"58514","5","5","5","","","","","","","4","4","4","","",""
"58515","","","","0","0","0","","","","","","","","",""
"58519","4","4","4","","","","","","","","","","","",""
"58523","","","","","","","","","","","","","0","0","0"
"58525","4","4","4","","","","","","","","","","","",""
"58528","","","","","","","","","","5","5","5","","",""
"58531","","","","","","","0","0","0","","","","","",""
"58533","2","2","2","0","0","0","","","","","","","","",""
"58535","2","2","2","","","","","","","","","","0","0","0"
"58538","4","4","4","","","","","","","","","","","",""
"58539","","","","","","","0","0","0","","","","","",""
"58541","","","","","","","","","","","","","0","0","0"
"58542","","","","","","","","","","","","","0","0","0"
"58549","","","","","","","","","","3","3","3","","",""
"58552","2","2","2","","","","","","","","","","","",""
"58553","3","3","3","","","","","","","","","","","",""
"58557","","","","","","","","","","4","4","4","","",""
"58558","","","","0","0","0","","","","","","","","",""
"58562","","","","","","","","","","","","","0","0","0"
"58566","","","","0","0","0","","","","","","","","",""
"58567","","","","","","","","","","","","","0","0","0"
"58573","","","","","","","","","","","","","0","0","0"
"58575","4","4","4","","","","","","","","","","","",""
"58582","","","","","","","0","0","0","","","","","",""
"58594","6","6","6","","","","","","","","","","","",""
"58600","","","","","","","0","0","0","","","","","",""
"58606","","","","0","0","0","","","","","","","","",""
"58608","3","3","3","","","","","","","1","1","1","","",""
"58611","","","","","","","","","","","","","0","0","0"
"58612","","","","0","0","0","","","","","","","0","0","0"
"58613","","","","0","0","0","","","","","","","","",""
"58615","","","","","","","0","0","0","","","","","",""
"58619","","","","","","","0","0","0","","","","0","0","0"
"58620","","","","","","","","","","4","4","4","","",""
"58622","3","3","3","","","","","","","","","","","",""
"58629","","","","","","","","","","4","4","4","","",""
"58631","","","","","","","0","0","0","","","","","",""
"58632","","","","","","","","","","4","4","4","","",""
"58634","","","","","","","","","","","","","0","0","0"
"58637","","","","","","","","","","","","","0","0","0"
"58640","","","","0","0","0","","","","","","","","",""
"58644","2","2","2","","","","","","","","","","","",""
"58655","4","4","4","","","","","","","","","","","",""
"58658","","","","","","","0","0","0","","","","","",""
"58659","","","","","","","0","0","0","","","","","",""
"58664","0","0","0","","","","","","","","","","","",""
"58665","","","","0","0","0","","","","","","","","",""
"58666","2","2","2","","","","","","","","","","","",""
"58668","2","2","2","","","","","","","","","","","",""
"58672","4","4","4","","","","0","0","0","","","","","",""
"58676","","","","","","","0","0","0","","","","","",""
"58678","","","","","","","","","","2","2","2","","",""
"58679","5","5","5","","","","","","","","","","","",""
"58682","","","","0","0","0","","","","","","","","",""
"58685","","","","","","","0","0","0","","","","","",""
"58692","","","","0","0","0","","","","","","","","",""
"58695","5","5","5","","","","","","","","","","","",""
"58703","","","","","","","","","","3","3","3","","",""
"58710","","","","","","","0","0","0","","","","","",""
"58715","5","5","5","","","","","","","","","","","",""
"58716","","","","","","","","","","","","","0","0","0"
"58721","","","","0","0","0","0","0","0","","","","0","0","0"
"58723","","","","","","","0","0","0","3","3","3","","",""
"58725","","","","","","","","","","2","2","2","","",""
"58734","","","","","","","","","","2","2","2","","",""
"58736","","","","","","","","","","5","5","5","","",""
"58738","5","5","5","","","","","","","","","","0","0","0"
"58741","","","","","","","0","0","0","","","","","",""
"58748","","","","0","0","0","","","","","","","","",""
"58749","","","","","","","","","","6","6","6","","",""
"58750","","","","","","","","","","7","7","7","","",""
"58751","","","","","","","0","0","0","","","","","",""
"58752","","","","","","","0","0","0","","","","","",""
"58756","","","","","","","0","0","0","","","","","",""
"58759","0","0","0","","","","","","","","","","","",""
"58764","","","","0","0","0","","","","","","","0","0","0"
"58765","","","","0","0","0","0","0","0","","","","","",""
"58767","","","","","","","","","","3","3","3","","",""
"58768","","","","","","","","","","","","","0","0","0"
"58771","","","","0","0","0","","","","","","","","",""
"58773","","","","0","0","0","","","","","","","","",""
"58790","","","","","","","0","0","0","","","","","",""
"58792","","","","","","","0","0","0","","","","","",""
