"Step","12-static-1","12-static - drop-0__MIN","12-static - drop-0__MAX","12-dynamic","12-dynamic - drop-0__MIN","12-dynamic - drop-0__MAX","12-ofb","12-ofbt - drop-0__MIN","12-ofbt - drop-0__MAX","12-every-10","12-every-10 - drop-0__MIN","12-every-10 - drop-0__MAX","12-every-100","12-every-100 - drop-0__MIN","12-every-100 - drop-0__MAX"
"145342","","","","0","0","0","","","","","","","","",""
"145345","","","","","","","","","","0","0","0","","",""
"145347","","","","","","","","","","","","","0","0","0"
"145351","","","","","","","","","","","","","0","0","0"
"145358","","","","","","","","","","","","","0","0","0"
"145374","","","","0","0","0","","","","","","","","",""
"145378","0","0","0","","","","0","0","0","","","","","",""
"145379","","","","","","","","","","","","","0","0","0"
"145381","","","","","","","","","","0","0","0","","",""
"145393","","","","0","0","0","","","","","","","","",""
"145398","0","0","0","","","","0","0","0","","","","","",""
"145399","","","","","","","","","","0","0","0","","",""
"145402","","","","","","","","","","","","","0","0","0"
"145407","","","","0","0","0","","","","","","","","",""
"145415","","","","","","","","","","0","0","0","","",""
"145431","","","","0","0","0","","","","0","0","0","","",""
"145441","","","","","","","","","","","","","0","0","0"
"145442","","","","","","","","","","0","0","0","","",""
"145456","","","","","","","","","","0","0","0","","",""
"145457","","","","0","0","0","","","","","","","","",""
"145460","","","","","","","","","","","","","0","0","0"
"145462","","","","","","","","","","0","0","0","","",""
"145474","","","","0","0","0","","","","","","","","",""
"145475","","","","0","0","0","","","","","","","","",""
"145476","0","0","0","","","","0","0","0","","","","0","0","0"
"145478","0","0","0","","","","0","0","0","","","","","",""
"145486","0","0","0","","","","0","0","0","","","","","",""
"145493","","","","","","","","","","","","","0","0","0"
"145497","","","","","","","","","","0","0","0","","",""
"145506","","","","","","","","","","","","","0","0","0"
"145513","","","","0","0","0","","","","","","","","",""
"145515","0","0","0","","","","0","0","0","","","","0","0","0"
"145521","","","","","","","","","","","","","0","0","0"
"145522","","","","","","","","","","","","","0","0","0"
"145523","0","0","0","","","","0","0","0","","","","","",""
"145534","0","0","0","","","","0","0","0","","","","","",""
"145535","0","0","0","","","","0","0","0","","","","","",""
"145536","","","","","","","","","","","","","0","0","0"
"145538","0","0","0","","","","0","0","0","","","","","",""
"145540","","","","","","","","","","","","","0","0","0"
"145573","","","","0","0","0","","","","","","","","",""
"145574","","","","","","","","","","0","0","0","0","0","0"
"145590","","","","0","0","0","","","","","","","0","0","0"
"145594","","","","0","0","0","","","","","","","","",""
"145596","","","","","","","","","","","","","0","0","0"
"145599","","","","","","","","","","0","0","0","","",""
"145607","","","","","","","","","","0","0","0","","",""
"145608","","","","","","","","","","0","0","0","","",""
"145609","","","","","","","","","","","","","0","0","0"
"145613","0","0","0","","","","0","0","0","","","","","",""
"145616","","","","","","","","","","0","0","0","","",""
"145621","0","0","0","","","","0","0","0","","","","","",""
"145627","0","0","0","","","","0","0","0","","","","0","0","0"
"145631","","","","","","","","","","0","0","0","","",""
"145632","","","","","","","","","","0","0","0","","",""
"145634","0","0","0","","","","0","0","0","","","","","",""
"145638","","","","","","","","","","0","0","0","","",""
"145644","","","","","","","","","","","","","0","0","0"
"145645","0","0","0","","","","0","0","0","","","","0","0","0"
"145649","0","0","0","0","0","0","0","0","0","","","","","",""
"145665","0","0","0","","","","0","0","0","","","","","",""
"145670","0","0","0","","","","0","0","0","","","","","",""
"145671","","","","","","","","","","0","0","0","","",""
"145675","","","","0","0","0","","","","","","","","",""
"145676","","","","0","0","0","","","","","","","","",""
"145682","0","0","0","","","","0","0","0","","","","","",""
"145688","","","","","","","","","","","","","0","0","0"
"145691","0","0","0","","","","0","0","0","","","","","",""
"145694","","","","0","0","0","","","","","","","","",""
"145705","0","0","0","","","","0","0","0","","","","","",""
"145706","","","","","","","","","","","","","0","0","0"
"145712","","","","","","","","","","","","","0","0","0"
"145713","","","","","","","","","","0","0","0","","",""
"145732","","","","","","","","","","","","","0","0","0"
"145733","","","","","","","","","","0","0","0","","",""
"145736","","","","","","","","","","","","","0","0","0"
"145739","","","","","","","","","","0","0","0","0","0","0"
"145742","","","","0","0","0","","","","","","","0","0","0"
"145751","","","","","","","","","","0","0","0","","",""
"145752","0","0","0","","","","0","0","0","0","0","0","0","0","0"
"145753","","","","","","","","","","0","0","0","","",""
"145764","0","0","0","","","","0","0","0","","","","","",""
"145766","0","0","0","","","","0","0","0","","","","","",""
"145772","","","","","","","","","","","","","0","0","0"
"145775","","","","0","0","0","","","","","","","","",""
"145784","","","","0","0","0","","","","","","","","",""
"145790","","","","0","0","0","","","","0","0","0","","",""
"145791","","","","0","0","0","","","","","","","","",""
"145792","","","","","","","","","","0","0","0","","",""
"145793","","","","","","","","","","0","0","0","","",""
"145797","","","","","","","","","","","","","0","0","0"
"145798","","","","","","","","","","0","0","0","","",""
"145799","","","","0","0","0","","","","","","","","",""
"145804","","","","0","0","0","","","","","","","","",""
"145806","0","0","0","","","","0","0","0","","","","","",""
"145807","0","0","0","","","","0","0","0","","","","","",""
"145814","0","0","0","","","","0","0","0","","","","","",""
"145816","","","","","","","","","","","","","0","0","0"
"145825","","","","","","","","","","0","0","0","","",""
"145828","0","0","0","","","","0","0","0","","","","","",""
"145832","","","","","","","","","","","","","0","0","0"
"145841","0","0","0","","","","0","0","0","","","","","",""
"145850","","","","0","0","0","","","","","","","","",""
"145855","","","","","","","","","","0","0","0","","",""
"145858","","","","","","","","","","","","","0","0","0"
"145859","0","0","0","","","","0","0","0","","","","","",""
"145860","","","","","","","","","","","","","0","0","0"
"145874","","","","0","0","0","","","","","","","","",""
"145876","0","0","0","","","","0","0","0","","","","","",""
"145878","0","0","0","","","","0","0","0","","","","","",""
"145886","0","0","0","","","","0","0","0","","","","","",""
"145894","0","0","0","","","","0","0","0","","","","","",""
"145897","0","0","0","","","","0","0","0","","","","","",""
"145900","0","0","0","","","","0","0","0","","","","","",""
"145902","","","","0","0","0","","","","","","","","",""
"145913","0","0","0","","","","0","0","0","","","","0","0","0"
"145914","","","","","","","","","","0","0","0","","",""
"145917","","","","","","","","","","0","0","0","","",""
"145921","0","0","0","","","","0","0","0","0","0","0","","",""
"145929","","","","","","","","","","","","","0","0","0"
"145930","","","","","","","","","","","","","0","0","0"
"145934","0","0","0","","","","0","0","0","","","","","",""
"145943","","","","0","0","0","","","","","","","","",""
"145945","0","0","0","0","0","0","0","0","0","","","","","",""
"145946","0","0","0","","","","0","0","0","","","","","",""
"145947","0","0","0","","","","0","0","0","","","","","",""
"145949","","","","0","0","0","","","","","","","","",""
"145953","","","","","","","","","","0","0","0","","",""
"145954","","","","0","0","0","","","","","","","","",""
"145959","","","","0","0","0","","","","","","","","",""
"145960","","","","0","0","0","","","","","","","","",""
"145962","","","","0","0","0","","","","","","","","",""
"145963","","","","0","0","0","","","","","","","","",""
"145965","","","","0","0","0","","","","0","0","0","","",""
"145966","","","","","","","","","","","","","0","0","0"
"145972","","","","","","","","","","","","","0","0","0"
"145973","","","","0","0","0","","","","0","0","0","","",""
"145975","","","","0","0","0","","","","","","","","",""
"145983","0","0","0","","","","0","0","0","","","","","",""
"145999","","","","0","0","0","","","","","","","","",""
"146003","0","0","0","","","","0","0","0","","","","","",""
"146006","","","","","","","","","","0","0","0","","",""
"146007","","","","","","","","","","","","","0","0","0"
"146009","","","","","","","","","","","","","0","0","0"
"146011","0","0","0","","","","0","0","0","","","","","",""
"146014","0","0","0","","","","0","0","0","","","","","",""
"146017","0","0","0","","","","0","0","0","","","","","",""
"146028","","","","","","","","","","","","","0","0","0"
"146035","","","","0","0","0","","","","","","","","",""
"146037","0","0","0","","","","0","0","0","","","","","",""
"146040","","","","0","0","0","","","","","","","","",""
"146045","","","","","","","","","","0","0","0","","",""
"146050","","","","","","","","","","0","0","0","","",""
"146052","","","","","","","","","","0","0","0","0","0","0"
"146054","0","0","0","","","","0","0","0","","","","","",""
"146060","0","0","0","","","","0","0","0","","","","","",""
"146064","","","","","","","","","","","","","0","0","0"
"146068","0","0","0","","","","0","0","0","","","","","",""
"146070","","","","","","","","","","0","0","0","","",""
"146076","0","0","0","","","","0","0","0","","","","0","0","0"
"146082","0","0","0","","","","0","0","0","","","","","",""
"146084","","","","","","","","","","0","0","0","","",""
"146085","","","","","","","","","","0","0","0","","",""
"146086","","","","","","","","","","0","0","0","","",""
"146089","","","","","","","","","","0","0","0","","",""
"146091","","","","0","0","0","","","","","","","","",""
"146092","","","","","","","","","","","","","0","0","0"
"146093","","","","0","0","0","","","","","","","","",""
"146095","","","","","","","","","","0","0","0","","",""
"146097","","","","0","0","0","","","","","","","","",""
"146105","","","","","","","","","","","","","0","0","0"
"146116","","","","","","","","","","0","0","0","","",""
"146117","","","","0","0","0","","","","","","","","",""
"146133","0","0","0","","","","0","0","0","","","","","",""
"146135","0","0","0","","","","0","0","0","","","","","",""
"146144","","","","","","","","","","0","0","0","","",""
"146146","","","","0","0","0","","","","","","","","",""
"146153","","","","0","0","0","","","","","","","","",""
"146155","","","","","","","","","","","","","0","0","0"
"146157","","","","","","","","","","","","","0","0","0"
"146159","0","0","0","","","","0","0","0","","","","","",""
"146168","","","","","","","","","","","","","0","0","0"
"146173","","","","0","0","0","","","","","","","","",""
"146181","","","","","","","","","","","","","0","0","0"
"146185","","","","0","0","0","","","","","","","","",""
"146187","","","","0","0","0","","","","","","","","",""
"146188","","","","","","","","","","","","","0","0","0"
"146192","","","","","","","","","","","","","0","0","0"
"146195","","","","","","","","","","0","0","0","","",""
"146197","","","","","","","","","","","","","0","0","0"
"146205","","","","","","","","","","0","0","0","","",""
"146213","","","","0","0","0","","","","","","","","",""
"146215","","","","","","","","","","","","","0","0","0"
"146216","0","0","0","","","","0","0","0","","","","","",""
"146220","","","","","","","","","","0","0","0","0","0","0"
"146225","","","","0","0","0","","","","","","","","",""
"146228","0","0","0","","","","0","0","0","","","","","",""
"146236","","","","0","0","0","","","","","","","","",""
"146241","","","","0","0","0","","","","0","0","0","","",""
"146252","0","0","0","","","","0","0","0","","","","","",""
"146258","","","","0","0","0","","","","","","","","",""
"146259","0","0","0","","","","0","0","0","","","","","",""
"146266","0","0","0","","","","0","0","0","","","","","",""
"146267","","","","0","0","0","","","","","","","","",""
"146269","0","0","0","","","","0","0","0","","","","","",""
"146272","","","","","","","","","","","","","0","0","0"
"146277","0","0","0","","","","0","0","0","","","","","",""
"146278","","","","0","0","0","","","","","","","","",""
"146283","","","","0","0","0","","","","","","","","",""
"146284","0","0","0","0","0","0","0","0","0","","","","","",""
"146288","0","0","0","","","","0","0","0","","","","","",""
"146296","","","","0","0","0","","","","","","","","",""
"146299","","","","","","","","","","0","0","0","","",""
"146300","","","","","","","","","","0","0","0","","",""
"146302","","","","","","","","","","0","0","0","","",""
"146305","","","","","","","","","","","","","0","0","0"
"146313","0","0","0","","","","0","0","0","","","","","",""
"146317","","","","","","","","","","0","0","0","","",""
"146322","","","","0","0","0","","","","","","","","",""
"146324","0","0","0","","","","0","0","0","","","","","",""
"146328","","","","0","0","0","","","","","","","","",""
"146335","","","","","","","","","","0","0","0","","",""
"146340","","","","","","","","","","","","","0","0","0"
"146341","","","","","","","","","","0","0","0","","",""
"146343","0","0","0","0","0","0","0","0","0","","","","","",""
"146344","","","","","","","","","","0","0","0","","",""
"146346","","","","","","","","","","","","","0","0","0"
"146352","","","","","","","","","","0","0","0","","",""
"146354","","","","","","","","","","","","","0","0","0"
"146356","","","","0","0","0","","","","","","","","",""
"146358","0","0","0","","","","0","0","0","","","","","",""
"146363","0","0","0","","","","0","0","0","","","","","",""
"146365","","","","0","0","0","","","","0","0","0","","",""
"146367","","","","","","","","","","","","","0","0","0"
"146382","0","0","0","","","","0","0","0","","","","","",""
"146398","","","","0","0","0","","","","","","","","",""
"146399","","","","0","0","0","","","","","","","0","0","0"
"146403","0","0","0","0","0","0","0","0","0","","","","","",""
"146410","0","0","0","","","","0","0","0","","","","","",""
"146411","","","","0","0","0","","","","","","","","",""
"146413","0","0","0","","","","0","0","0","","","","","",""
"146415","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"146417","","","","","","","","","","0","0","0","","",""
"146428","0","0","0","","","","0","0","0","","","","","",""
"146431","","","","0","0","0","","","","","","","","",""
"146433","","","","","","","","","","0","0","0","","",""
"146438","","","","0","0","0","","","","","","","","",""
"146439","0","0","0","","","","0","0","0","","","","","",""
"146450","","","","","","","","","","0","0","0","0","0","0"
"146458","0","0","0","","","","0","0","0","0","0","0","","",""
"146459","","","","0","0","0","","","","0","0","0","","",""
"146460","0","0","0","","","","0","0","0","","","","","",""
"146461","","","","0","0","0","","","","","","","","",""
"146462","0","0","0","","","","0","0","0","","","","","",""
"146463","","","","","","","","","","0","0","0","","",""
"146465","","","","","","","","","","","","","0","0","0"
"146468","","","","0","0","0","","","","","","","","",""
"146474","","","","","","","","","","0","0","0","","",""
"146476","","","","","","","","","","","","","0","0","0"
"146479","0","0","0","","","","0","0","0","","","","0","0","0"
"146488","","","","0","0","0","","","","","","","","",""
"146490","","","","0","0","0","","","","","","","","",""
"146497","","","","","","","","","","","","","0","0","0"
"146498","","","","0","0","0","","","","","","","","",""
"146502","","","","","","","","","","","","","0","0","0"
"146507","","","","0","0","0","","","","","","","","",""
"146511","0","0","0","","","","0","0","0","","","","","",""
"146512","","","","","","","","","","0","0","0","","",""
"146520","","","","","","","","","","0","0","0","","",""
"146525","","","","","","","","","","","","","0","0","0"
"146531","","","","","","","","","","","","","0","0","0"
"146534","0","0","0","0","0","0","0","0","0","","","","","",""
"146546","","","","0","0","0","","","","0","0","0","","",""
"146547","","","","0","0","0","","","","","","","","",""
"146563","","","","0","0","0","","","","","","","","",""
"146570","","","","","","","","","","","","","0","0","0"
"146589","","","","0","0","0","","","","","","","","",""
"146592","","","","0","0","0","","","","","","","","",""
"146593","","","","","","","","","","0","0","0","","",""
"146594","","","","","","","","","","","","","0","0","0"
"146598","","","","","","","","","","0","0","0","","",""
"146599","0","0","0","","","","0","0","0","","","","","",""
"146603","","","","0","0","0","","","","","","","","",""
"146631","0","0","0","","","","0","0","0","","","","","",""
"146643","0","0","0","","","","0","0","0","","","","","",""
"146644","","","","0","0","0","","","","","","","","",""
"146645","","","","","","","","","","0","0","0","","",""
"146646","","","","","","","","","","","","","0","0","0"
"146651","","","","0","0","0","","","","","","","0","0","0"
"146654","","","","","","","","","","0","0","0","","",""
"146655","0","0","0","","","","0","0","0","","","","","",""
"146656","0","0","0","","","","0","0","0","","","","","",""
"146658","0","0","0","","","","0","0","0","","","","","",""
"146659","0","0","0","","","","0","0","0","","","","","",""
"146661","0","0","0","","","","0","0","0","","","","","",""
"146662","","","","","","","","","","0","0","0","","",""
"146663","","","","0","0","0","","","","","","","0","0","0"
"146665","","","","","","","","","","","","","0","0","0"
"146666","0","0","0","","","","0","0","0","0","0","0","","",""
"146668","0","0","0","","","","0","0","0","","","","","",""
"146673","","","","","","","","","","0","0","0","","",""
"146675","","","","","","","","","","","","","0","0","0"
"146678","","","","0","0","0","","","","","","","","",""
"146689","0","0","0","","","","0","0","0","","","","","",""
"146692","","","","0","0","0","","","","","","","","",""
"146701","","","","","","","","","","","","","0","0","0"
"146709","","","","","","","","","","","","","0","0","0"
"146722","","","","","","","","","","0","0","0","","",""
"146728","","","","","","","","","","","","","0","0","0"
"146733","0","0","0","","","","0","0","0","","","","","",""
"146736","","","","0","0","0","","","","","","","","",""
"146740","","","","","","","","","","","","","0","0","0"
"146745","0","0","0","","","","0","0","0","","","","","",""
"146756","0","0","0","","","","0","0","0","","","","","",""
"146762","","","","0","0","0","","","","","","","","",""
"146763","0","0","0","","","","0","0","0","","","","","",""
"146766","","","","","","","","","","0","0","0","0","0","0"
"146770","","","","","","","","","","0","0","0","","",""
"146773","0","0","0","","","","0","0","0","","","","","",""
"146774","0","0","0","","","","0","0","0","","","","","",""
"146775","","","","","","","","","","0","0","0","","",""
"146777","","","","","","","","","","0","0","0","","",""
"146780","","","","","","","","","","","","","0","0","0"
"146784","0","0","0","","","","0","0","0","","","","","",""
"146785","","","","","","","","","","0","0","0","","",""
"146786","","","","","","","","","","","","","0","0","0"
"146788","0","0","0","","","","0","0","0","","","","","",""
"146792","0","0","0","","","","0","0","0","","","","","",""
"146795","","","","","","","","","","","","","0","0","0"
"146797","0","0","0","","","","0","0","0","","","","","",""
"146800","","","","0","0","0","","","","","","","","",""
"146802","","","","0","0","0","","","","","","","","",""
"146815","","","","0","0","0","","","","","","","","",""
"146825","0","0","0","","","","0","0","0","","","","","",""
"146830","","","","","","","","","","","","","0","0","0"
"146838","0","0","0","","","","0","0","0","","","","","",""
"146840","0","0","0","","","","0","0","0","","","","","",""
"146841","0","0","0","","","","0","0","0","","","","","",""
"146843","","","","","","","","","","","","","0","0","0"
"146852","0","0","0","","","","0","0","0","","","","","",""
"146854","","","","0","0","0","","","","","","","","",""
"146855","","","","","","","","","","","","","0","0","0"
"146856","","","","","","","","","","0","0","0","","",""
"146862","0","0","0","","","","0","0","0","","","","","",""
"146868","","","","0","0","0","","","","0","0","0","","",""
"146877","","","","","","","","","","","","","0","0","0"
"146878","0","0","0","","","","0","0","0","","","","","",""
"146887","","","","","","","","","","","","","0","0","0"
"146895","","","","","","","","","","0","0","0","0","0","0"
"146896","","","","0","0","0","","","","0","0","0","","",""
"146899","","","","0","0","0","","","","","","","","",""
"146900","","","","","","","","","","0","0","0","","",""
"146908","","","","","","","","","","","","","0","0","0"
"146910","0","0","0","","","","0","0","0","","","","","",""
"146914","0","0","0","","","","0","0","0","","","","","",""
"146918","","","","0","0","0","","","","","","","","",""
"146920","","","","","","","","","","0","0","0","","",""
"146922","","","","0","0","0","","","","0","0","0","","",""
"146927","0","0","0","","","","0","0","0","0","0","0","","",""
"146928","","","","","","","","","","0","0","0","","",""
"146929","","","","","","","","","","0","0","0","","",""
"146931","","","","","","","","","","0","0","0","","",""
"146945","","","","","","","","","","0","0","0","","",""
"146946","0","0","0","","","","0","0","0","","","","","",""
"146948","0","0","0","","","","0","0","0","","","","","",""
"146949","","","","","","","","","","","","","0","0","0"
"146956","0","0","0","","","","0","0","0","","","","","",""
"146959","","","","","","","","","","0","0","0","","",""
"146960","","","","0","0","0","","","","","","","","",""
"146963","","","","","","","","","","","","","0","0","0"
"146965","","","","0","0","0","","","","","","","0","0","0"
"146966","","","","0","0","0","","","","","","","","",""
"146981","","","","0","0","0","","","","","","","","",""
"146984","","","","","","","","","","0","0","0","","",""
"146986","0","0","0","0","0","0","0","0","0","","","","","",""
"146991","0","0","0","","","","0","0","0","","","","","",""
"147007","","","","","","","","","","0","0","0","","",""
"147008","","","","","","","","","","0","0","0","","",""
"147010","0","0","0","","","","0","0","0","","","","","",""
"147014","","","","","","","","","","","","","0","0","0"
"147016","","","","","","","","","","0","0","0","","",""
"147019","","","","","","","","","","0","0","0","","",""
"147024","","","","0","0","0","","","","","","","","",""
"147031","","","","0","0","0","","","","","","","","",""
"147032","0","0","0","","","","0","0","0","","","","","",""
"147033","","","","0","0","0","","","","","","","","",""
"147034","","","","0","0","0","","","","","","","","",""
"147035","","","","","","","","","","","","","0","0","0"
"147036","0","0","0","","","","0","0","0","","","","","",""
"147038","0","0","0","0","0","0","0","0","0","","","","","",""
"147042","","","","","","","","","","","","","0","0","0"
"147043","0","0","0","","","","0","0","0","","","","","",""
"147044","","","","","","","","","","0","0","0","","",""
"147048","","","","","","","","","","0","0","0","","",""
"147055","","","","0","0","0","","","","","","","","",""
"147058","","","","","","","","","","0","0","0","","",""
"147060","0","0","0","","","","0","0","0","","","","","",""
"147061","0","0","0","","","","0","0","0","","","","","",""
"147062","0","0","0","","","","0","0","0","","","","0","0","0"
"147065","","","","","","","","","","0","0","0","","",""
"147069","0","0","0","","","","0","0","0","","","","","",""
"147072","","","","0","0","0","","","","","","","","",""
"147075","","","","","","","","","","","","","0","0","0"
"147080","","","","","","","","","","","","","0","0","0"
"147082","","","","","","","","","","","","","0","0","0"
"147086","","","","0","0","0","","","","","","","","",""
"147099","0","0","0","","","","0","0","0","","","","","",""
"147104","","","","0","0","0","","","","","","","","",""
"147112","","","","0","0","0","","","","","","","","",""
"147114","0","0","0","","","","0","0","0","","","","0","0","0"
"147116","","","","0","0","0","","","","","","","","",""
"147122","","","","0","0","0","","","","","","","","",""
"147125","","","","","","","","","","","","","0","0","0"
"147130","","","","0","0","0","","","","","","","","",""
"147131","","","","","","","","","","","","","0","0","0"
"147136","0","0","0","","","","0","0","0","","","","","",""
"147137","0","0","0","","","","0","0","0","","","","","",""
"147142","","","","","","","","","","0","0","0","","",""
"147144","","","","","","","","","","0","0","0","","",""
"147145","0","0","0","","","","0","0","0","","","","","",""
"147148","","","","","","","","","","","","","0","0","0"
"147149","","","","0","0","0","","","","","","","","",""
"147153","","","","","","","","","","","","","0","0","0"
"147157","","","","","","","","","","","","","0","0","0"
"147161","","","","0","0","0","","","","","","","","",""
"147178","","","","0","0","0","","","","","","","","",""
"147180","","","","","","","","","","0","0","0","","",""
"147186","","","","0","0","0","","","","","","","","",""
"147191","","","","","","","","","","","","","0","0","0"
"147198","","","","","","","","","","0","0","0","","",""
"147202","","","","0","0","0","","","","","","","","",""
"147204","0","0","0","","","","0","0","0","","","","","",""
"147213","","","","","","","","","","0","0","0","","",""
"147214","","","","","","","","","","0","0","0","","",""
"147215","0","0","0","","","","0","0","0","","","","","",""
"147217","0","0","0","","","","0","0","0","","","","","",""
"147218","0","0","0","","","","0","0","0","","","","","",""
"147228","","","","","","","","","","0","0","0","","",""
"147237","","","","","","","","","","0","0","0","","",""
"147241","","","","0","0","0","","","","","","","","",""
"147254","0","0","0","","","","0","0","0","","","","","",""
"147269","0","0","0","","","","0","0","0","","","","","",""
"147270","","","","0","0","0","","","","","","","","",""
"147273","","","","","","","","","","","","","0","0","0"
"147274","0","0","0","","","","0","0","0","","","","","",""
"147281","0","0","0","","","","0","0","0","","","","","",""
"147282","0","0","0","","","","0","0","0","","","","","",""
"147294","","","","0","0","0","","","","","","","","",""
"147305","","","","","","","","","","0","0","0","","",""
"147311","","","","","","","","","","","","","0","0","0"
"147313","","","","0","0","0","","","","","","","","",""
"147320","","","","0","0","0","","","","","","","","",""
"147325","","","","","","","","","","0","0","0","","",""
"147326","","","","","","","","","","0","0","0","","",""
"147328","","","","","","","","","","0","0","0","","",""
"147330","","","","0","0","0","","","","","","","","",""
"147331","","","","","","","","","","0","0","0","","",""
"147332","","","","","","","","","","","","","0","0","0"
"147337","","","","","","","","","","0","0","0","","",""
"147340","","","","","","","","","","0","0","0","","",""
"147345","","","","0","0","0","","","","","","","","",""
"147354","","","","","","","","","","","","","0","0","0"
"147361","","","","","","","","","","0","0","0","","",""
"147365","","","","0","0","0","","","","","","","","",""
"147366","","","","","","","","","","","","","0","0","0"
"147379","","","","","","","","","","","","","0","0","0"
"147381","","","","","","","","","","","","","0","0","0"
"147384","","","","","","","","","","0","0","0","","",""
"147385","","","","0","0","0","","","","","","","","",""
"147394","","","","","","","","","","","","","0","0","0"
"147398","0","0","0","","","","0","0","0","","","","","",""
"147405","","","","","","","","","","0","0","0","","",""
"147416","0","0","0","","","","0","0","0","","","","","",""
"147421","","","","","","","","","","","","","0","0","0"
"147423","","","","0","0","0","","","","","","","","",""
"147441","","","","0","0","0","","","","","","","","",""
"147445","","","","0","0","0","","","","","","","","",""
"147451","0","0","0","","","","0","0","0","","","","","",""
"147453","","","","0","0","0","","","","","","","","",""
"147455","","","","","","","","","","","","","0","0","0"
"147461","","","","","","","","","","","","","0","0","0"
"147473","","","","","","","","","","","","","0","0","0"
"147476","","","","","","","","","","","","","0","0","0"
"147480","","","","0","0","0","","","","","","","","",""
"147483","0","0","0","","","","0","0","0","","","","","",""
"147484","","","","","","","","","","","","","0","0","0"
"147492","0","0","0","","","","0","0","0","","","","","",""
"147501","","","","","","","","","","0","0","0","","",""
"147503","","","","","","","","","","0","0","0","","",""
"147507","","","","0","0","0","","","","0","0","0","","",""
"147510","","","","","","","","","","0","0","0","","",""
"147511","0","0","0","","","","0","0","0","","","","","",""
"147513","","","","","","","","","","","","","0","0","0"
"147516","0","0","0","0","0","0","0","0","0","","","","","",""
"147517","0","0","0","","","","0","0","0","","","","","",""
"147520","","","","","","","","","","0","0","0","","",""
"147522","0","0","0","","","","0","0","0","","","","","",""
"147524","","","","","","","","","","0","0","0","","",""
"147528","0","0","0","","","","0","0","0","","","","","",""
"147534","0","0","0","","","","0","0","0","","","","","",""
"147536","","","","0","0","0","","","","","","","","",""
"147553","","","","","","","","","","","","","0","0","0"
"147555","","","","","","","","","","","","","0","0","0"
"147556","","","","0","0","0","","","","","","","","",""
"147567","0","0","0","","","","0","0","0","","","","","",""
"147570","","","","0","0","0","","","","","","","","",""
"147572","","","","","","","","","","0","0","0","","",""
"147578","0","0","0","","","","0","0","0","","","","","",""
"147581","","","","","","","","","","0","0","0","","",""
"147584","0","0","0","","","","0","0","0","","","","","",""
"147585","","","","0","0","0","","","","","","","","",""
"147586","","","","","","","","","","","","","0","0","0"
"147588","","","","","","","","","","","","","0","0","0"
"147590","","","","0","0","0","","","","","","","","",""
"147592","","","","","","","","","","0","0","0","","",""
"147597","","","","","","","","","","","","","0","0","0"
"147598","","","","0","0","0","","","","","","","","",""
"147601","","","","","","","","","","0","0","0","","",""
"147604","0","0","0","","","","0","0","0","","","","","",""
"147605","","","","0","0","0","","","","","","","","",""
"147613","0","0","0","","","","0","0","0","","","","","",""
"147615","","","","","","","","","","","","","0","0","0"
"147617","","","","","","","","","","","","","0","0","0"
"147618","","","","0","0","0","","","","","","","","",""
"147619","","","","0","0","0","","","","","","","","",""
"147626","","","","","","","","","","","","","0","0","0"
"147634","","","","","","","","","","0","0","0","","",""
"147648","","","","","","","","","","0","0","0","","",""
"147657","","","","","","","","","","0","0","0","","",""
"147663","","","","","","","","","","","","","0","0","0"
"147664","","","","","","","","","","0","0","0","","",""
"147665","0","0","0","","","","0","0","0","","","","","",""
"147671","","","","0","0","0","","","","","","","","",""
"147684","0","0","0","","","","0","0","0","","","","","",""
"147686","0","0","0","","","","0","0","0","0","0","0","","",""
"147688","","","","0","0","0","","","","","","","","",""
"147689","0","0","0","","","","0","0","0","","","","","",""
"147690","0","0","0","","","","0","0","0","","","","","",""
"147698","","","","","","","","","","","","","0","0","0"
"147703","","","","0","0","0","","","","","","","","",""
"147714","","","","","","","","","","0","0","0","","",""
"147715","","","","","","","","","","","","","0","0","0"
"147724","0","0","0","","","","0","0","0","","","","","",""
"147725","","","","","","","","","","0","0","0","","",""
"147731","","","","","","","","","","","","","0","0","0"
"147733","","","","","","","","","","","","","0","0","0"
"147742","","","","0","0","0","","","","","","","","",""
"147744","","","","","","","","","","0","0","0","","",""
"147745","0","0","0","","","","0","0","0","","","","","",""
"147748","","","","","","","","","","0","0","0","","",""
"147750","","","","","","","","","","0","0","0","","",""
"147751","","","","0","0","0","","","","","","","","",""
"147752","","","","0","0","0","","","","","","","","",""
"147758","","","","","","","","","","","","","0","0","0"
"147763","","","","","","","","","","0","0","0","0","0","0"
"147764","","","","","","","","","","0","0","0","","",""
"147768","","","","0","0","0","","","","","","","","",""
"147775","","","","0","0","0","","","","","","","0","0","0"
"147777","","","","","","","","","","0","0","0","","",""
"147784","","","","","","","","","","","","","0","0","0"
"147796","","","","","","","","","","0","0","0","","",""
"147803","","","","","","","","","","0","0","0","","",""
"147805","0","0","0","","","","0","0","0","","","","","",""
"147806","0","0","0","","","","0","0","0","","","","","",""
"147809","0","0","0","","","","0","0","0","","","","","",""
"147813","0","0","0","","","","0","0","0","","","","","",""
"147818","0","0","0","","","","0","0","0","","","","","",""
"147822","0","0","0","","","","0","0","0","","","","","",""
"147828","","","","","","","","","","0","0","0","","",""
"147830","0","0","0","","","","0","0","0","","","","","",""
