"Step","12-static-1","12-static - drop-0__MIN","12-static - drop-0__MAX","12-dynamic","12-dynamic - drop-0__MIN","12-dynamic - drop-0__MAX","12-ofb","12-ofbt - drop-0__MIN","12-ofbt - drop-0__MAX","12-every-10","12-every-10 - drop-0__MIN","12-every-10 - drop-0__MAX","12-every-100","12-every-100 - drop-0__MIN","12-every-100 - drop-0__MAX"
"20881","","","","","","","0","0","0","","","","","",""
"20884","","","","","","","","","","1","1","1","","",""
"20886","","","","","","","","","","0","0","0","","",""
"20890","","","","","","","0","0","0","","","","","",""
"20893","","","","","","","","","","","","","0","0","0"
"20900","","","","","","","","","","","","","0","0","0"
"20912","0","0","0","0","0","0","","","","0","0","0","","",""
"20914","","","","","","","","","","","","","0","0","0"
"20916","","","","","","","0","0","0","","","","","",""
"20917","","","","","","","0","0","0","","","","","",""
"20918","","","","","","","0","0","0","0","0","0","","",""
"20919","","","","","","","","","","","","","0","0","0"
"20921","0","0","0","0","0","0","","","","","","","","",""
"20924","","","","","","","","","","0","0","0","","",""
"20929","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"20936","0","0","0","0","0","0","","","","","","","","",""
"20938","","","","","","","0","0","0","","","","","",""
"20952","0","0","0","0","0","0","","","","","","","","",""
"20953","0","0","0","0","0","0","","","","","","","","",""
"20957","0","0","0","0","0","0","","","","","","","","",""
"20958","","","","","","","0","0","0","","","","","",""
"20960","","","","","","","","","","","","","0","0","0"
"20965","","","","","","","0","0","0","","","","","",""
"20970","0","0","0","0","0","0","","","","","","","","",""
"20975","0","0","0","0","0","0","","","","","","","0","0","0"
"20977","","","","","","","","","","0","0","0","","",""
"20987","","","","","","","0","0","0","","","","","",""
"20997","","","","","","","0","0","0","","","","","",""
"20998","0","0","0","0","0","0","","","","","","","","",""
"21001","","","","","","","","","","0","0","0","","",""
"21006","0","0","0","0","0","0","","","","0","0","0","","",""
"21008","","","","","","","","","","","","","0","0","0"
"21012","","","","","","","","","","","","","0","0","0"
"21013","","","","","","","","","","","","","0","0","0"
"21014","","","","","","","0","0","0","","","","","",""
"21017","","","","","","","0","0","0","","","","0","0","0"
"21019","0","0","0","0","0","0","","","","","","","","",""
"21020","","","","","","","0","0","0","","","","","",""
"21028","0","0","0","0","0","0","","","","","","","","",""
"21029","0","0","0","0","0","0","","","","","","","","",""
"21031","0","0","0","0","0","0","","","","","","","","",""
"21032","0","0","0","0","0","0","","","","","","","","",""
"21035","","","","","","","","","","","","","0","0","0"
"21041","","","","","","","0","0","0","","","","","",""
"21043","","","","","","","","","","","","","0","0","0"
"21056","","","","","","","0","0","0","","","","","",""
"21058","0","0","0","0","0","0","0","0","0","","","","","",""
"21060","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"21068","","","","","","","0","0","0","0","0","0","","",""
"21071","","","","","","","","","","","","","0","0","0"
"21074","","","","","","","","","","0","0","0","","",""
"21076","0","0","0","0","0","0","","","","","","","","",""
"21091","0","0","0","0","0","0","","","","","","","","",""
"21094","","","","","","","","","","0","0","0","","",""
"21095","0","0","0","0","0","0","","","","","","","","",""
"21096","","","","","","","","","","0","0","0","","",""
"21103","","","","","","","","","","","","","0","0","0"
"21107","0","0","0","0","0","0","","","","","","","","",""
"21111","0","0","0","0","0","0","0","0","0","","","","","",""
"21124","","","","","","","","","","","","","0","0","0"
"21126","","","","","","","","","","0","0","0","","",""
"21128","","","","","","","","","","0","0","0","","",""
"21134","","","","","","","","","","","","","0","0","0"
"21135","","","","","","","0","0","0","","","","","",""
"21143","","","","","","","","","","0","0","0","","",""
"21144","0","0","0","0","0","0","","","","","","","","",""
"21148","","","","","","","0","0","0","","","","","",""
"21156","","","","","","","","","","","","","0","0","0"
"21163","","","","","","","","","","","","","0","0","0"
"21164","","","","","","","","","","0","0","0","","",""
"21172","","","","","","","","","","","","","0","0","0"
"21177","","","","","","","","","","0","0","0","","",""
"21178","","","","","","","0","0","0","","","","","",""
"21179","0","0","0","0","0","0","","","","","","","","",""
"21180","","","","","","","","","","","","","0","0","0"
"21184","","","","","","","0","0","0","0","0","0","","",""
"21187","","","","","","","","","","","","","0","0","0"
"21194","","","","","","","","","","","","","0","0","0"
"21200","","","","","","","","","","","","","0","0","0"
"21203","","","","","","","","","","","","","0","0","0"
"21206","0","0","0","0","0","0","","","","","","","","",""
"21207","","","","","","","","","","","","","0","0","0"
"21210","0","0","0","0","0","0","","","","","","","","",""
"21215","","","","","","","","","","0","0","0","","",""
"21218","","","","","","","","","","","","","0","0","0"
"21221","","","","","","","","","","0","0","0","","",""
"21222","","","","","","","","","","0","0","0","","",""
"21225","0","0","0","0","0","0","","","","","","","","",""
"21228","","","","","","","","","","0","0","0","","",""
"21231","","","","","","","","","","0","0","0","","",""
"21232","","","","","","","","","","","","","0","0","0"
"21237","0","0","0","0","0","0","","","","","","","","",""
"21242","","","","","","","","","","","","","0","0","0"
"21270","0","0","0","0","0","0","","","","","","","","",""
"21276","","","","","","","","","","0","0","0","","",""
"21277","0","0","0","0","0","0","","","","0","0","0","","",""
"21285","","","","","","","","","","0","0","0","","",""
"21291","","","","","","","","","","","","","0","0","0"
"21299","","","","","","","","","","0","0","0","","",""
"21304","","","","","","","","","","0","0","0","","",""
"21316","","","","","","","","","","","","","0","0","0"
"21322","","","","","","","","","","","","","0","0","0"
"21326","","","","","","","0","0","0","0","0","0","","",""
"21328","0","0","0","0","0","0","","","","","","","","",""
"21329","0","0","0","0","0","0","","","","","","","","",""
"21331","0","0","0","0","0","0","","","","","","","","",""
"21332","","","","","","","0","0","0","","","","","",""
"21333","","","","","","","0","0","0","","","","0","0","0"
"21341","0","0","0","0","0","0","","","","","","","0","0","0"
"21345","0","0","0","0","0","0","","","","","","","","",""
"21350","0","0","0","0","0","0","","","","","","","","",""
"21352","","","","","","","0","0","0","","","","","",""
"21355","","","","","","","0","0","0","","","","","",""
"21358","0","0","0","0","0","0","","","","","","","","",""
"21359","0","0","0","0","0","0","0","0","0","","","","","",""
"21369","","","","","","","","","","","","","0","0","0"
"21372","","","","","","","0","0","0","","","","","",""
"21374","","","","","","","","","","0","0","0","","",""
"21376","","","","","","","0","0","0","","","","","",""
"21377","","","","","","","","","","","","","0","0","0"
"21378","","","","","","","0","0","0","","","","","",""
"21390","","","","","","","0","0","0","","","","","",""
"21394","0","0","0","0","0","0","0","0","0","","","","","",""
"21399","0","0","0","0","0","0","","","","","","","","",""
"21400","","","","","","","0","0","0","","","","","",""
"21402","","","","","","","0","0","0","","","","","",""
"21404","","","","","","","","","","0","0","0","","",""
"21412","0","0","0","0","0","0","","","","","","","","",""
"21413","","","","","","","","","","0","0","0","","",""
"21418","","","","","","","","","","","","","0","0","0"
"21420","","","","","","","","","","","","","0","0","0"
"21424","0","0","0","0","0","0","","","","","","","","",""
"21427","","","","","","","","","","","","","0","0","0"
"21428","","","","","","","0","0","0","0","0","0","","",""
"21433","0","0","0","0","0","0","","","","","","","","",""
"21439","","","","","","","0","0","0","","","","","",""
"21441","","","","","","","0","0","0","","","","","",""
"21443","","","","","","","","","","","","","0","0","0"
"21445","0","0","0","0","0","0","","","","","","","","",""
"21452","","","","","","","","","","0","0","0","","",""
"21460","","","","","","","0","0","0","","","","","",""
"21461","","","","","","","","","","","","","0","0","0"
"21465","","","","","","","","","","","","","0","0","0"
"21470","","","","","","","","","","","","","0","0","0"
"21478","","","","","","","","","","","","","0","0","0"
"21481","","","","","","","","","","","","","0","0","0"
"21486","0","0","0","0","0","0","","","","","","","","",""
"21501","","","","","","","0","0","0","","","","","",""
"21506","","","","","","","0","0","0","","","","","",""
"21509","0","0","0","0","0","0","","","","0","0","0","","",""
"21511","","","","","","","","","","","","","0","0","0"
"21523","","","","","","","","","","0","0","0","","",""
"21525","0","0","0","0","0","0","","","","","","","","",""
"21528","","","","","","","","","","0","0","0","","",""
"21541","0","0","0","0","0","0","","","","","","","","",""
"21549","","","","","","","0","0","0","","","","","",""
"21550","","","","","","","0","0","0","0","0","0","0","0","0"
"21551","","","","","","","0","0","0","","","","","",""
"21554","","","","","","","","","","","","","0","0","0"
"21561","","","","","","","","","","0","0","0","","",""
"21562","0","0","0","0","0","0","0","0","0","","","","","",""
"21563","0","0","0","0","0","0","","","","","","","","",""
"21581","","","","","","","","","","0","0","0","","",""
"21587","","","","","","","","","","0","0","0","","",""
"21588","","","","","","","0","0","0","","","","","",""
"21590","","","","","","","0","0","0","","","","","",""
"21595","","","","","","","0","0","0","","","","","",""
"21599","","","","","","","","","","0","0","0","","",""
"21603","","","","","","","","","","0","0","0","","",""
"21613","0","0","0","0","0","0","0","0","0","","","","","",""
"21617","","","","","","","0","0","0","","","","","",""
"21620","","","","","","","0","0","0","","","","","",""
"21621","","","","","","","","","","","","","0","0","0"
"21623","","","","","","","","","","","","","0","0","0"
"21629","","","","","","","0","0","0","","","","","",""
"21630","","","","","","","","","","","","","0","0","0"
"21637","","","","","","","0","0","0","","","","","",""
"21644","0","0","0","0","0","0","","","","","","","0","0","0"
"21649","0","0","0","0","0","0","","","","","","","","",""
"21660","0","0","0","0","0","0","","","","","","","","",""
"21666","","","","","","","","","","0","0","0","","",""
"21674","0","0","0","0","0","0","","","","","","","","",""
"21675","","","","","","","","","","0","0","0","","",""
"21678","","","","","","","","","","0","0","0","","",""
"21681","","","","","","","","","","","","","0","0","0"
"21687","0","0","0","0","0","0","","","","","","","","",""
"21692","","","","","","","","","","","","","0","0","0"
"21697","0","0","0","0","0","0","","","","","","","","",""
"21699","","","","","","","","","","","","","0","0","0"
"21700","0","0","0","0","0","0","","","","","","","","",""
"21703","","","","","","","","","","0","0","0","","",""
"21707","0","0","0","0","0","0","","","","","","","","",""
"21727","0","0","0","0","0","0","","","","","","","","",""
"21730","0","0","0","0","0","0","","","","","","","0","0","0"
"21732","","","","","","","","","","0","0","0","","",""
"21736","","","","","","","","","","0","0","0","","",""
"21737","","","","","","","","","","","","","0","0","0"
"21738","","","","","","","","","","","","","0","0","0"
"21739","","","","","","","","","","0","0","0","","",""
"21744","","","","","","","","","","","","","0","0","0"
"21748","","","","","","","","","","","","","0","0","0"
"21749","","","","","","","","","","0","0","0","","",""
"21751","","","","","","","","","","0","0","0","","",""
"21761","","","","","","","","","","0","0","0","","",""
"21772","0","0","0","0","0","0","","","","","","","0","0","0"
"21775","0","0","0","0","0","0","","","","","","","","",""
"21777","","","","","","","","","","","","","0","0","0"
"21780","","","","","","","","","","0","0","0","","",""
"21781","","","","","","","","","","","","","0","0","0"
"21784","","","","","","","","","","","","","0","0","0"
"21786","0","0","0","0","0","0","","","","","","","","",""
"21789","","","","","","","","","","0","0","0","","",""
"21791","","","","","","","","","","","","","0","0","0"
"21792","0","0","0","0","0","0","","","","","","","","",""
"21797","","","","","","","","","","","","","0","0","0"
"21802","","","","","","","","","","","","","0","0","0"
"21808","0","0","0","0","0","0","","","","","","","","",""
"21811","","","","","","","","","","0","0","0","","",""
"21812","0","0","0","0","0","0","","","","","","","","",""
"21818","","","","","","","","","","","","","0","0","0"
"21823","","","","","","","","","","0","0","0","","",""
"21828","0","0","0","0","0","0","","","","","","","","",""
"21830","0","0","0","0","0","0","","","","0","0","0","","",""
"21842","","","","","","","0","0","0","","","","0","0","0"
"21843","","","","","","","0","0","0","","","","","",""
"21844","0","0","0","0","0","0","","","","","","","","",""
"21848","0","0","0","0","0","0","","","","","","","","",""
"21851","","","","","","","","","","0","0","0","","",""
"21853","","","","","","","0","0","0","","","","","",""
"21856","","","","","","","","","","0","0","0","","",""
"21871","0","0","0","0","0","0","","","","","","","","",""
"21876","","","","","","","0","0","0","","","","","",""
"21880","","","","","","","","","","0","0","0","","",""
"21886","0","0","0","0","0","0","","","","","","","","",""
"21899","0","0","0","0","0","0","","","","","","","0","0","0"
"21915","","","","","","","","","","0","0","0","","",""
"21917","","","","","","","","","","0","0","0","","",""
"21929","0","0","0","0","0","0","","","","","","","","",""
"21931","","","","","","","0","0","0","","","","","",""
"21935","0","0","0","0","0","0","","","","","","","","",""
"21940","0","0","0","0","0","0","","","","","","","0","0","0"
"21953","","","","","","","0","0","0","","","","","",""
"21958","0","0","0","0","0","0","","","","","","","","",""
"21966","","","","","","","","","","","","","0","0","0"
"21969","","","","","","","","","","0","0","0","","",""
"21971","","","","","","","0","0","0","","","","","",""
"21975","0","0","0","0","0","0","","","","","","","","",""
"21976","","","","","","","0","0","0","","","","","",""
"21983","","","","","","","0","0","0","","","","","",""
"21986","","","","","","","0","0","0","","","","","",""
"21989","","","","","","","0","0","0","","","","","",""
"21990","0","0","0","0","0","0","","","","","","","","",""
"21995","","","","","","","","","","","","","0","0","0"
"21997","","","","","","","","","","0","0","0","","",""
"21999","","","","","","","0","0","0","","","","","",""
"22003","","","","","","","","","","0","0","0","","",""
"22004","","","","","","","","","","0","0","0","","",""
"22019","","","","","","","","","","0","0","0","","",""
"22023","","","","","","","","","","0","0","0","","",""
"22024","","","","","","","","","","","","","0","0","0"
"22026","","","","","","","","","","0","0","0","","",""
"22028","","","","","","","","","","0","0","0","","",""
"22035","","","","","","","","","","0","0","0","","",""
"22039","","","","","","","","","","0","0","0","","",""
"22042","0","0","0","0","0","0","","","","","","","","",""
"22048","","","","","","","","","","0","0","0","","",""
"22057","","","","","","","0","0","0","","","","","",""
"22062","0","0","0","0","0","0","","","","","","","","",""
"22064","","","","","","","0","0","0","","","","","",""
"22084","","","","","","","","","","","","","0","0","0"
"22087","","","","","","","0","0","0","","","","","",""
"22088","","","","","","","","","","","","","0","0","0"
"22090","","","","","","","","","","","","","0","0","0"
"22094","","","","","","","","","","","","","0","0","0"
"22099","0","0","0","0","0","0","","","","","","","","",""
"22105","0","0","0","0","0","0","","","","","","","","",""
"22110","0","0","0","0","0","0","","","","","","","","",""
"22114","0","0","0","0","0","0","","","","","","","","",""
"22125","","","","","","","","","","0","0","0","","",""
"22126","0","0","0","0","0","0","","","","","","","","",""
"22137","","","","","","","","","","","","","0","0","0"
"22139","","","","","","","0","0","0","","","","","",""
"22141","","","","","","","","","","","","","0","0","0"
"22142","","","","","","","","","","0","0","0","","",""
"22143","","","","","","","0","0","0","","","","","",""
"22152","","","","","","","0","0","0","","","","","",""
"22154","","","","","","","","","","0","0","0","","",""
"22158","0","0","0","0","0","0","","","","","","","","",""
"22164","","","","","","","","","","0","0","0","","",""
"22172","0","0","0","0","0","0","","","","","","","","",""
"22177","","","","","","","0","0","0","","","","0","0","0"
"22181","0","0","0","0","0","0","0","0","0","","","","","",""
"22186","","","","","","","","","","0","0","0","","",""
"22187","0","0","0","0","0","0","","","","","","","0","0","0"
"22188","0","0","0","0","0","0","","","","","","","","",""
"22194","","","","","","","0","0","0","","","","","",""
"22195","0","0","0","0","0","0","","","","","","","0","0","0"
"22196","0","0","0","0","0","0","","","","","","","","",""
"22208","","","","","","","","","","0","0","0","","",""
"22211","0","0","0","0","0","0","","","","","","","","",""
"22219","","","","","","","0","0","0","","","","","",""
"22225","","","","","","","","","","","","","0","0","0"
"22228","","","","","","","","","","","","","0","0","0"
"22229","","","","","","","","","","0","0","0","","",""
"22231","","","","","","","0","0","0","","","","","",""
"22233","0","0","0","0","0","0","0","0","0","","","","","",""
"22234","","","","","","","","","","0","0","0","","",""
"22238","","","","","","","","","","","","","0","0","0"
"22240","0","0","0","0","0","0","","","","0","0","0","","",""
"22242","","","","","","","0","0","0","","","","","",""
"22243","","","","","","","","","","0","0","0","","",""
"22244","","","","","","","0","0","0","","","","","",""
"22245","0","0","0","0","0","0","","","","","","","0","0","0"
"22250","","","","","","","","","","","","","0","0","0"
"22251","","","","","","","0","0","0","","","","","",""
"22252","0","0","0","0","0","0","","","","0","0","0","","",""
"22262","","","","","","","","","","0","0","0","","",""
"22276","","","","","","","","","","0","0","0","","",""
"22278","","","","","","","","","","0","0","0","0","0","0"
"22279","0","0","0","0","0","0","","","","","","","","",""
"22296","0","0","0","0","0","0","","","","0","0","0","","",""
"22302","0","0","0","0","0","0","","","","","","","","",""
"22309","0","0","0","0","0","0","","","","","","","","",""
"22311","","","","","","","","","","","","","0","0","0"
"22312","","","","","","","","","","0","0","0","","",""
"22315","0","0","0","0","0","0","","","","","","","","",""
"22316","","","","","","","","","","","","","0","0","0"
"22318","0","0","0","0","0","0","","","","","","","","",""
"22319","","","","","","","","","","0","0","0","","",""
"22324","","","","","","","","","","","","","0","0","0"
"22325","","","","","","","","","","","","","0","0","0"
"22327","","","","","","","","","","0","0","0","","",""
"22328","","","","","","","","","","0","0","0","0","0","0"
"22330","","","","","","","","","","0","0","0","","",""
"22332","","","","","","","","","","","","","0","0","0"
"22336","","","","","","","","","","0","0","0","","",""
"22339","","","","","","","","","","","","","0","0","0"
"22340","","","","","","","","","","","","","0","0","0"
"22345","","","","","","","0","0","0","","","","","",""
"22347","","","","","","","","","","","","","0","0","0"
"22348","","","","","","","","","","","","","0","0","0"
"22351","","","","","","","","","","","","","0","0","0"
"22352","0","0","0","0","0","0","","","","","","","","",""
"22357","","","","","","","","","","0","0","0","","",""
"22363","","","","","","","","","","0","0","0","","",""
"22364","","","","","","","0","0","0","","","","","",""
"22365","","","","","","","","","","","","","0","0","0"
"22366","","","","","","","","","","","","","0","0","0"
"22368","","","","","","","","","","","","","0","0","0"
"22369","0","0","0","0","0","0","","","","","","","","",""
"22373","","","","","","","0","0","0","","","","","",""
"22374","0","0","0","0","0","0","","","","","","","","",""
"22375","","","","","","","","","","0","0","0","","",""
"22377","","","","","","","","","","","","","0","0","0"
"22383","0","0","0","0","0","0","","","","","","","0","0","0"
"22395","","","","","","","0","0","0","","","","","",""
"22397","","","","","","","","","","","","","0","0","0"
"22399","0","0","0","0","0","0","","","","","","","","",""
"22400","","","","","","","","","","","","","0","0","0"
"22401","","","","","","","","","","","","","0","0","0"
"22404","","","","","","","","","","","","","0","0","0"
"22410","","","","","","","","","","","","","0","0","0"
"22414","","","","","","","","","","","","","0","0","0"
"22420","0","0","0","0","0","0","","","","","","","","",""
"22424","0","0","0","0","0","0","","","","","","","","",""
"22427","","","","","","","","","","","","","0","0","0"
"22431","","","","","","","","","","","","","0","0","0"
"22434","","","","","","","","","","0","0","0","","",""
"22440","","","","","","","0","0","0","","","","","",""
"22444","","","","","","","","","","","","","0","0","0"
"22445","","","","","","","","","","","","","0","0","0"
"22452","","","","","","","0","0","0","0","0","0","","",""
"22453","","","","","","","0","0","0","","","","","",""
"22459","","","","","","","","","","0","0","0","0","0","0"
"22466","","","","","","","0","0","0","","","","","",""
"22474","","","","","","","","","","","","","0","0","0"
"22477","0","0","0","0","0","0","","","","","","","","",""
"22489","","","","","","","","","","0","0","0","","",""
"22490","","","","","","","","","","","","","0","0","0"
"22492","","","","","","","","","","","","","0","0","0"
"22494","0","0","0","0","0","0","0","0","0","","","","","",""
"22495","","","","","","","","","","0","0","0","","",""
"22496","","","","","","","0","0","0","","","","0","0","0"
"22509","0","0","0","0","0","0","","","","","","","","",""
"22512","","","","","","","0","0","0","","","","","",""
"22514","","","","","","","","","","0","0","0","","",""
"22519","","","","","","","","","","","","","0","0","0"
"22520","","","","","","","0","0","0","","","","","",""
"22525","","","","","","","","","","0","0","0","","",""
"22534","0","0","0","0","0","0","","","","","","","","",""
"22535","","","","","","","0","0","0","","","","","",""
"22538","","","","","","","0","0","0","","","","","",""
"22542","0","0","0","0","0","0","","","","","","","","",""
"22553","","","","","","","","","","0","0","0","","",""
"22554","","","","","","","","","","","","","0","0","0"
"22556","","","","","","","0","0","0","","","","","",""
"22568","","","","","","","0","0","0","","","","","",""
"22577","","","","","","","0","0","0","","","","","",""
"22581","","","","","","","0","0","0","","","","","",""
"22585","0","0","0","0","0","0","","","","","","","","",""
"22587","","","","","","","0","0","0","","","","","",""
"22588","0","0","0","0","0","0","","","","","","","","",""
"22592","","","","","","","","","","0","0","0","","",""
"22594","0","0","0","0","0","0","","","","","","","","",""
"22599","","","","","","","","","","0","0","0","","",""
"22603","0","0","0","0","0","0","","","","0","0","0","","",""
"22606","","","","","","","","","","","","","0","0","0"
"22611","","","","","","","","","","","","","0","0","0"
"22629","","","","","","","","","","0","0","0","","",""
"22630","","","","","","","","","","0","0","0","","",""
"22637","","","","","","","0","0","0","","","","","",""
"22638","","","","","","","","","","0","0","0","0","0","0"
"22640","","","","","","","","","","","","","0","0","0"
"22641","0","0","0","0","0","0","","","","","","","0","0","0"
"22652","0","0","0","0","0","0","","","","","","","0","0","0"
"22653","0","0","0","0","0","0","","","","","","","","",""
"22654","","","","","","","0","0","0","","","","","",""
"22655","","","","","","","","","","","","","0","0","0"
"22659","","","","","","","","","","","","","0","0","0"
"22665","","","","","","","0","0","0","","","","","",""
"22666","","","","","","","","","","0","0","0","","",""
"22670","0","0","0","0","0","0","","","","","","","","",""
"22672","","","","","","","","","","","","","0","0","0"
"22679","0","0","0","0","0","0","","","","0","0","0","","",""
"22685","","","","","","","","","","0","0","0","0","0","0"
"22692","","","","","","","0","0","0","","","","","",""
"22698","","","","","","","0","0","0","","","","","",""
"22701","0","0","0","0","0","0","","","","","","","","",""
"22703","","","","","","","0","0","0","","","","","",""
"22715","","","","","","","0","0","0","","","","","",""
"22716","","","","","","","","","","0","0","0","","",""
"22717","","","","","","","0","0","0","","","","","",""
"22729","0","0","0","0","0","0","","","","","","","","",""
"22730","","","","","","","","","","0","0","0","","",""
"22731","0","0","0","0","0","0","","","","","","","","",""
"22732","0","0","0","0","0","0","","","","","","","","",""
"22743","","","","","","","","","","0","0","0","","",""
"22752","","","","","","","0","0","0","","","","","",""
"22755","","","","","","","","","","","","","0","0","0"
"22758","","","","","","","","","","","","","0","0","0"
"22764","","","","","","","","","","","","","0","0","0"
"22765","0","0","0","0","0","0","","","","","","","0","0","0"
"22767","","","","","","","","","","","","","0","0","0"
"22769","","","","","","","0","0","0","","","","0","0","0"
"22770","","","","","","","0","0","0","","","","","",""
"22773","","","","","","","","","","","","","0","0","0"
"22780","","","","","","","","","","0","0","0","","",""
"22788","","","","","","","","","","","","","0","0","0"
"22799","0","0","0","0","0","0","","","","","","","","",""
"22803","","","","","","","0","0","0","","","","","",""
"22805","0","0","0","0","0","0","","","","","","","","",""
"22810","","","","","","","","","","","","","0","0","0"
"22812","","","","","","","","","","0","0","0","","",""
"22815","0","0","0","0","0","0","","","","","","","","",""
"22822","0","0","0","0","0","0","","","","","","","","",""
"22823","","","","","","","","","","","","","0","0","0"
"22826","0","0","0","0","0","0","0","0","0","","","","","",""
"22828","","","","","","","0","0","0","","","","","",""
"22837","0","0","0","0","0","0","","","","","","","","",""
"22840","","","","","","","","","","0","0","0","","",""
"22843","","","","","","","","","","0","0","0","","",""
"22848","","","","","","","","","","","","","0","0","0"
"22856","","","","","","","0","0","0","","","","","",""
"22862","","","","","","","","","","0","0","0","","",""
"22866","0","0","0","0","0","0","","","","","","","","",""
"22867","","","","","","","","","","0","0","0","","",""
"22868","","","","","","","","","","0","0","0","","",""
"22878","","","","","","","0","0","0","","","","","",""
"22882","","","","","","","","","","","","","0","0","0"
"22885","0","0","0","0","0","0","","","","","","","","",""
"22886","","","","","","","0","0","0","","","","","",""
"22893","","","","","","","","","","","","","0","0","0"
"22896","","","","","","","0","0","0","","","","","",""
"22899","","","","","","","","","","","","","0","0","0"
"22901","","","","","","","","","","","","","0","0","0"
"22904","","","","","","","0","0","0","","","","","",""
"22905","","","","","","","0","0","0","","","","","",""
"22907","","","","","","","","","","","","","0","0","0"
"22917","","","","","","","0","0","0","","","","","",""
"22920","","","","","","","","","","","","","0","0","0"
"22924","","","","","","","0","0","0","","","","","",""
"22932","","","","","","","","","","0","0","0","","",""
"22935","","","","","","","","","","0","0","0","","",""
"22936","","","","","","","0","0","0","","","","","",""
"22943","","","","","","","0","0","0","0","0","0","0","0","0"
"22944","","","","","","","","","","","","","0","0","0"
"22948","0","0","0","0","0","0","","","","","","","0","0","0"
"22949","0","0","0","0","0","0","","","","","","","","",""
"22951","","","","","","","","","","0","0","0","","",""
"22953","","","","","","","","","","0","0","0","","",""
"22959","","","","","","","","","","","","","0","0","0"
"22966","","","","","","","0","0","0","","","","","",""
"22967","","","","","","","0","0","0","","","","","",""
"22977","","","","","","","","","","0","0","0","","",""
"22984","","","","","","","","","","","","","0","0","0"
"22990","0","0","0","0","0","0","","","","","","","","",""
"22991","","","","","","","0","0","0","","","","0","0","0"
"22996","","","","","","","","","","0","0","0","","",""
"23011","","","","","","","","","","0","0","0","","",""
"23013","0","0","0","0","0","0","","","","","","","","",""
"23019","0","0","0","0","0","0","","","","","","","","",""
"23028","","","","","","","0","0","0","","","","","",""
"23031","","","","","","","","","","0","0","0","","",""
"23033","","","","","","","","","","","","","0","0","0"
"23039","","","","","","","","","","0","0","0","","",""
"23042","","","","","","","","","","","","","0","0","0"
"23045","","","","","","","","","","0","0","0","","",""
"23048","0","0","0","0","0","0","","","","","","","","",""
"23055","","","","","","","0","0","0","","","","","",""
"23056","","","","","","","","","","","","","0","0","0"
"23063","0","0","0","0","0","0","","","","","","","","",""
"23075","","","","","","","0","0","0","","","","","",""
"23090","","","","","","","0","0","0","","","","","",""
"23091","","","","","","","","","","0","0","0","","",""
"23098","","","","","","","","","","0","0","0","","",""
"23101","","","","","","","","","","","","","0","0","0"
"23105","0","0","0","0","0","0","","","","","","","","",""
"23115","0","0","0","0","0","0","","","","","","","0","0","0"
"23117","0","0","0","0","0","0","0","0","0","","","","","",""
"23128","","","","","","","","","","","","","0","0","0"
"23136","0","0","0","0","0","0","","","","","","","","",""
"23138","","","","","","","","","","0","0","0","","",""
"23141","","","","","","","","","","0","0","0","","",""
"23144","","","","","","","","","","","","","0","0","0"
"23146","","","","","","","","","","0","0","0","","",""
"23147","","","","","","","","","","","","","0","0","0"
"23151","","","","","","","","","","0","0","0","","",""
"23152","","","","","","","","","","","","","0","0","0"
"23172","","","","","","","0","0","0","","","","","",""
"23174","","","","","","","0","0","0","","","","","",""
"23177","","","","","","","","","","","","","0","0","0"
"23184","0","0","0","0","0","0","","","","","","","","",""
"23189","","","","","","","0","0","0","","","","","",""
"23191","","","","","","","","","","","","","0","0","0"
"23193","","","","","","","0","0","0","","","","","",""
"23194","","","","","","","","","","0","0","0","","",""
"23199","","","","","","","0","0","0","","","","","",""
"23206","","","","","","","","","","","","","0","0","0"
"23207","","","","","","","","","","0","0","0","","",""
"23208","","","","","","","0","0","0","","","","","",""
"23209","","","","","","","","","","0","0","0","","",""
"23210","","","","","","","0","0","0","","","","","",""
"23218","","","","","","","","","","0","0","0","","",""
"23231","0","0","0","0","0","0","0","0","0","","","","","",""
"23233","0","0","0","0","0","0","","","","","","","","",""
"23235","","","","","","","0","0","0","","","","","",""
"23243","","","","","","","","","","","","","0","0","0"
"23247","","","","","","","","","","0","0","0","","",""
"23248","0","0","0","0","0","0","","","","","","","","",""
"23250","","","","","","","","","","","","","0","0","0"
"23256","0","0","0","0","0","0","0","0","0","","","","","",""
"23263","","","","","","","","","","0","0","0","0","0","0"
"23267","","","","","","","","","","","","","0","0","0"
"23268","","","","","","","0","0","0","","","","","",""
"23271","","","","","","","","","","","","","0","0","0"
"23274","","","","","","","","","","0","0","0","","",""
"23277","","","","","","","","","","0","0","0","","",""
"23278","0","0","0","0","0","0","","","","","","","","",""
"23282","","","","","","","0","0","0","","","","0","0","0"
"23285","0","0","0","0","0","0","","","","","","","","",""
"23291","","","","","","","","","","","","","0","0","0"
"23292","","","","","","","","","","0","0","0","0","0","0"
"23293","","","","","","","","","","","","","0","0","0"
"23299","","","","","","","","","","","","","0","0","0"
"23302","0","0","0","0","0","0","","","","","","","","",""
"23304","","","","","","","","","","0","0","0","","",""
"23306","","","","","","","","","","","","","0","0","0"
"23308","","","","","","","","","","","","","0","0","0"
"23313","","","","","","","","","","0","0","0","","",""
"23316","","","","","","","","","","","","","0","0","0"
