"Step","12-static-1","12-static - latency-1__MIN","12-static - latency-1__MAX","12-dynamic","12-dynamic - latency-1__MIN","12-dynamic - latency-1__MAX","12-ofb","12-ofbt - latency-1__MIN","12-ofbt - latency-1__MAX","12-every-10","12-every-10 - latency-1__MIN","12-every-10 - latency-1__MAX","12-every-100","12-every-100 - latency-1__MIN","12-every-100 - latency-1__MAX"
"57847","","","","","","","","","","0","0","0","","",""
"57848","","","","5.5","5.5","5.5","","","","","","","","",""
"57849","70","70","70","","","","","","","","","","","",""
"57854","","","","","","","","","","","","","22.5","22.5","22.5"
"57855","","","","","","","","","","","","","22.5","22.5","22.5"
"57861","","","","","","","","","","0","0","0","","",""
"57862","","","","","","","","","","","","","20","20","20"
"57863","","","","9","9","9","","","","","","","","",""
"57866","","","","","","","","","","0","0","0","","",""
"57867","","","","","","","0","0","0","","","","","",""
"57868","","","","","","","0","0","0","","","","","",""
"57873","","","","","","","","","","","","","14","14","14"
"57874","0","0","0","","","","","","","","","","","",""
"57878","","","","","","","0","0","0","","","","","",""
"57883","0","0","0","","","","","","","","","","","",""
"57887","","","","","","","","","","","","","12","12","12"
"57888","0","0","0","","","","","","","","","","","",""
"57893","0","0","0","","","","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666"
"57894","","","","","","","","","","0","0","0","","",""
"57895","","","","","","","0.5","0.5","0.5","","","","12","12","12"
"57897","","","","0","0","0","","","","","","","","",""
"57900","","","","4.5","4.5","4.5","","","","0","0","0","","",""
"57909","","","","","","","0","0","0","","","","","",""
"57916","","","","","","","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666"
"57917","","","","6","6","6","","","","","","","","",""
"57918","","","","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","",""
"57923","","","","","","","","","","0","0","0","","",""
"57924","","","","9.5","9.5","9.5","","","","","","","","",""
"57926","70","70","70","","","","","","","","","","","",""
"57927","0","0","0","","","","","","","","","","","",""
"57933","70","70","70","","","","","","","","","","","",""
"57936","","","","9","9","9","","","","","","","","",""
"57937","","","","","","","","","","","","","16.5","16.5","16.5"
"57938","","","","","","","","","","0","0","0","","",""
"57943","","","","","","","","","","","","","15.5","15.5","15.5"
"57950","","","","","","","","","","0","0","0","","",""
"57952","","","","13","13","13","","","","","","","","",""
"57955","","","","","","","","","","","","","15","15","15"
"57956","","","","","","","0","0","0","","","","","",""
"57957","0","0","0","","","","","","","0","0","0","","",""
"57960","0","0","0","","","","","","","","","","","",""
"57969","","","","","","","","","","0","0","0","","",""
"57971","","","","12.333333333333334","12.333333333333334","12.333333333333334","","","","","","","","",""
"57976","0","0","0","","","","","","","","","","","",""
"57988","","","","","","","","","","0","0","0","","",""
"57995","","","","","","","","","","","","","9.5","9.5","9.5"
"57999","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"58002","0","0","0","","","","","","","0","0","0","","",""
"58004","","","","","","","","","","0","0","0","","",""
"58007","","","","","","","1.75","1.75","1.75","","","","","",""
"58009","","","","","","","2","2","2","","","","","",""
"58016","","","","","","","","","","","","","7","7","7"
"58021","","","","","","","","","","","","","6.333333333333333","6.333333333333333","6.333333333333333"
"58028","","","","0.75","0.75","0.75","","","","","","","","",""
"58040","","","","","","","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333"
"58048","","","","0","0","0","","","","","","","","",""
"58052","","","","","","","","","","","","","4.666666666666667","4.666666666666667","4.666666666666667"
"58055","","","","","","","","","","0","0","0","","",""
"58058","0","0","0","","","","","","","","","","6.333333333333333","6.333333333333333","6.333333333333333"
"58059","","","","4","4","4","","","","","","","","",""
"58061","","","","","","","5","5","5","","","","","",""
"58073","","","","","","","6","6","6","","","","","",""
"58075","","","","","","","6.333333333333333","6.333333333333333","6.333333333333333","","","","","",""
"58076","0","0","0","","","","","","","","","","","",""
"58077","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","","","","",""
"58078","0","0","0","","","","6.666666666666667","6.666666666666667","6.666666666666667","","","","","",""
"58081","","","","","","","","","","","","","3","3","3"
"58089","","","","","","","","","","0","0","0","","",""
"58091","","","","","","","","","","0","0","0","","",""
"58092","","","","","","","","","","0","0","0","","",""
"58096","70","70","70","","","","","","","","","","","",""
"58098","0","0","0","2.25","2.25","2.25","","","","","","","","",""
"58099","0","0","0","","","","","","","","","","","",""
"58100","","","","1.8","1.8","1.8","","","","","","","7","7","7"
"58101","","","","1","1","1","","","","","","","","",""
"58102","","","","0.75","0.75","0.75","","","","0","0","0","","",""
"58107","","","","","","","","","","","","","3","3","3"
"58108","","","","","","","","","","0","0","0","","",""
"58111","","","","2","2","2","","","","","","","","",""
"58115","","","","","","","10","10","10","","","","","",""
"58116","","","","","","","10","10","10","","","","","",""
"58118","","","","","","","","","","","","","0.5","0.5","0.5"
"58124","","","","","","","","","","","","","0.25","0.25","0.25"
"58129","","","","","","","","","","0","0","0","2.3333333333333335","2.3333333333333335","2.3333333333333335"
"58132","","","","","","","","","","0","0","0","","",""
"58139","","","","","","","10","10","10","","","","4.333333333333333","4.333333333333333","4.333333333333333"
"58140","0","0","0","","","","","","","","","","","",""
"58144","","","","","","","10.333333333333334","10.333333333333334","10.333333333333334","","","","","",""
"58145","","","","","","","","","","0","0","0","","",""
"58148","","","","","","","8","8","8","0","0","0","","",""
"58154","","","","","","","3.25","3.25","3.25","","","","","",""
"58155","0","0","0","","","","1.5","1.5","1.5","","","","","",""
"58156","","","","","","","0","0","0","","","","","",""
"58160","","","","0","0","0","","","","","","","","",""
"58162","","","","1","1","1","","","","0","0","0","","",""
"58172","","","","","","","","","","0","0","0","","",""
"58176","","","","","","","","","","0","0","0","","",""
"58180","","","","","","","2","2","2","","","","","",""
"58181","","","","","","","","","","0","0","0","","",""
"58182","","","","","","","","","","0","0","0","","",""
"58187","","","","","","","","","","","","","2.25","2.25","2.25"
"58188","","","","","","","0","0","0","","","","","",""
"58190","70","70","70","","","","","","","","","","","",""
"58194","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"58200","","","","","","","","","","","","","6","6","6"
"58203","","","","","","","2.5","2.5","2.5","","","","","",""
"58209","","","","","","","","","","0","0","0","8","8","8"
"58211","0","0","0","","","","","","","","","","","",""
"58215","","","","","","","","","","","","","8","8","8"
"58219","","","","2","2","2","","","","","","","","",""
"58226","","","","","","","","","","0","0","0","","",""
"58227","","","","","","","","","","0","0","0","","",""
"58228","0","0","0","","","","","","","","","","","",""
"58235","","","","6.5","6.5","6.5","","","","","","","","",""
"58236","","","","","","","3.5","3.5","3.5","","","","","",""
"58237","","","","","","","","","","0","0","0","10.25","10.25","10.25"
"58242","","","","","","","","","","","","","11.333333333333334","11.333333333333334","11.333333333333334"
"58244","","","","","","","","","","0","0","0","","",""
"58246","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"58260","","","","","","","","","","0","0","0","","",""
"58269","","","","","","","3","3","3","","","","","",""
"58270","","","","","","","","","","70","70","70","","",""
"58271","65.5","65.5","65.5","","","","","","","","","","","",""
"58272","","","","13.333333333333334","13.333333333333334","13.333333333333334","","","","","","","","",""
"58273","66","66","66","","","","","","","","","","","",""
"58277","","","","","","","","","","0","0","0","","",""
"58282","0","0","0","","","","","","","0","0","0","","",""
"58283","","","","","","","","","","0","0","0","","",""
"58286","","","","","","","1","1","1","","","","","",""
"58288","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"58291","","","","22","22","22","","","","0","0","0","","",""
"58301","","","","","","","","","","","","","19","19","19"
"58304","","","","","","","","","","","","","20","20","20"
"58306","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"58311","","","","","","","","","","","","","21","21","21"
"58314","","","","","","","","","","","","","22.666666666666668","22.666666666666668","22.666666666666668"
"58315","70","70","70","","","","","","","","","","","",""
"58318","","","","","","","","","","","","","23.333333333333332","23.333333333333332","23.333333333333332"
"58322","70","70","70","","","","","","","","","","","",""
"58324","70","70","70","","","","","","","","","","","",""
"58326","68","68","68","","","","","","","","","","","",""
"58327","","","","","","","","","","","","","25","25","25"
"58328","","","","","","","","","","0","0","0","","",""
"58331","","","","23.5","23.5","23.5","","","","","","","","",""
"58332","","","","","","","","","","","","","26","26","26"
"58333","","","","21.5","21.5","21.5","","","","","","","","",""
"58335","","","","21.666666666666668","21.666666666666668","21.666666666666668","","","","0","0","0","","",""
"58337","","","","","","","","","","","","","27","27","27"
"58346","","","","","","","","","","","","","21.666666666666668","21.666666666666668","21.666666666666668"
"58348","","","","26","26","26","","","","","","","","",""
"58353","","","","","","","","","","0","0","0","","",""
"58354","","","","0","0","0","","","","","","","","",""
"58356","","","","","","","","","","","","","18","18","18"
"58359","0","0","0","","","","","","","","","","","",""
"58362","","","","","","","","","","","","","21","21","21"
"58363","","","","","","","12.333333333333334","12.333333333333334","12.333333333333334","","","","","",""
"58364","","","","","","","12.333333333333334","12.333333333333334","12.333333333333334","","","","","",""
"58366","","","","","","","12.666666666666666","12.666666666666666","12.666666666666666","","","","","",""
"58371","","","","","","","","","","0","0","0","24.25","24.25","24.25"
"58373","","","","","","","","","","","","","23.333333333333332","23.333333333333332","23.333333333333332"
"58380","","","","23.666666666666668","23.666666666666668","23.666666666666668","14","14","14","","","","","",""
"58384","","","","","","","","","","","","","21","21","21"
"58386","","","","","","","15","15","15","","","","","",""
"58387","","","","","","","","","","0","0","0","","",""
"58389","","","","","","","","","","","","","19","19","19"
"58392","0","0","0","","","","","","","","","","","",""
"58396","0","0","0","","","","","","","","","","","",""
"58398","0","0","0","","","","","","","","","","","",""
"58400","","","","","","","15","15","15","","","","","",""
"58403","","","","22.4","22.4","22.4","","","","","","","","",""
"58411","0","0","0","","","","","","","","","","","",""
"58414","0","0","0","","","","","","","","","","","",""
"58420","","","","","","","","","","","","","20.75","20.75","20.75"
"58422","","","","0","0","0","","","","","","","","",""
"58423","","","","","","","","","","0","0","0","","",""
"58428","0","0","0","","","","","","","","","","","",""
"58430","","","","0","0","0","","","","0","0","0","","",""
"58440","","","","34","34","34","","","","","","","","",""
"58445","0","0","0","","","","","","","","","","","",""
"58448","0","0","0","","","","","","","","","","","",""
"58449","","","","37.333333333333336","37.333333333333336","37.333333333333336","","","","","","","","",""
"58451","0","0","0","","","","","","","","","","","",""
"58456","","","","35.75","35.75","35.75","10.666666666666666","10.666666666666666","10.666666666666666","","","","","",""
"58461","0","0","0","","","","","","","","","","","",""
"58464","","","","","","","","","","0","0","0","19","19","19"
"58465","0","0","0","","","","","","","","","","","",""
"58466","","","","","","","14.75","14.75","14.75","","","","","",""
"58467","","","","","","","15","15","15","0","0","0","","",""
"58474","","","","","","","14","14","14","","","","","",""
"58475","0","0","0","","","","","","","","","","","",""
"58477","","","","","","","14.666666666666666","14.666666666666666","14.666666666666666","","","","","",""
"58478","","","","","","","","","","","","","19","19","19"
"58480","","","","","","","","","","","","","19","19","19"
"58484","","","","","","","","","","0","0","0","","",""
"58486","","","","","","","16.666666666666668","16.666666666666668","16.666666666666668","","","","","",""
"58490","","","","","","","","","","69.5","69.5","69.5","","",""
"58495","","","","","","","15.666666666666666","15.666666666666666","15.666666666666666","","","","","",""
"58499","","","","","","","","","","","","","0","0","0"
"58501","70","70","70","","","","","","","","","","","",""
"58504","0","0","0","35.25","35.25","35.25","","","","","","","","",""
"58512","","","","","","","","","","","","","18","18","18"
"58513","0","0","0","","","","","","","","","","","",""
"58514","","","","","","","","","","","","","19","19","19"
"58515","","","","29.5","29.5","29.5","","","","","","","","",""
"58519","","","","31.5","31.5","31.5","","","","0","0","0","","",""
"58524","0","0","0","","","","","","","","","","","",""
"58527","","","","","","","","","","0","0","0","","",""
"58534","","","","39","39","39","","","","","","","20.666666666666668","20.666666666666668","20.666666666666668"
"58537","","","","38","38","38","","","","","","","","",""
"58540","","","","","","","","","","","","","24","24","24"
"58541","","","","39","39","39","","","","","","","","",""
"58542","","","","","","","","","","70","70","70","","",""
"58544","","","","","","","","","","0","0","0","","",""
"58545","","","","","","","","","","0","0","0","","",""
"58549","0","0","0","","","","","","","","","","","",""
"58552","","","","35","35","35","","","","","","","","",""
"58553","","","","","","","","","","0","0","0","","",""
"58556","","","","","","","","","","0","0","0","","",""
"58558","","","","","","","","","","0","0","0","","",""
"58559","","","","","","","","","","0","0","0","27.666666666666668","27.666666666666668","27.666666666666668"
"58567","","","","","","","","","","","","","23.666666666666668","23.666666666666668","23.666666666666668"
"58568","69","69","69","","","","","","","","","","","",""
"58569","","","","","","","","","","0","0","0","","",""
"58571","","","","34.75","34.75","34.75","","","","","","","","",""
"58572","0","0","0","","","","","","","","","","","",""
"58577","","","","","","","","","","","","","25","25","25"
"58580","0","0","0","","","","8","8","8","","","","","",""
"58588","","","","28","28","28","","","","","","","","",""
"58599","","","","","","","","","","0","0","0","","",""
"58601","","","","28","28","28","","","","","","","","",""
"58603","70","70","70","","","","","","","","","","","",""
"58605","","","","","","","4","4","4","","","","","",""
"58606","","","","","","","3.25","3.25","3.25","","","","","",""
"58614","","","","","","","","","","0","0","0","","",""
"58616","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"58617","0","0","0","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"58620","","","","","","","","","","0","0","0","","",""
"58621","","","","24.333333333333332","24.333333333333332","24.333333333333332","","","","","","","","",""
"58623","","","","","","","","","","0","0","0","","",""
"58624","","","","","","","","","","","","","25","25","25"
"58626","","","","","","","","","","0","0","0","","",""
"58630","","","","","","","","","","0","0","0","","",""
"58631","","","","28.666666666666668","28.666666666666668","28.666666666666668","","","","","","","","",""
"58632","0","0","0","29","29","29","","","","","","","","",""
"58633","","","","29.166666666666668","29.166666666666668","29.166666666666668","","","","","","","","",""
"58637","","","","","","","","","","0","0","0","","",""
"58643","0","0","0","","","","","","","","","","23.333333333333332","23.333333333333332","23.333333333333332"
"58650","0","0","0","","","","","","","","","","27","27","27"
"58652","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"58656","","","","","","","0.5","0.5","0.5","","","","","",""
"58660","","","","25.5","25.5","25.5","","","","0","0","0","","",""
"58662","","","","26","26","26","","","","","","","","",""
"58663","0","0","0","","","","","","","","","","33","33","33"
"58673","","","","27.666666666666668","27.666666666666668","27.666666666666668","","","","","","","","",""
"58674","","","","","","","","","","","","","29","29","29"
"58680","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"58686","","","","","","","0","0","0","","","","","",""
"58693","0","0","0","","","","","","","","","","","",""
"58694","","","","","","","","","","0","0","0","","",""
"58704","","","","","","","","","","","","","28.666666666666668","28.666666666666668","28.666666666666668"
"58708","","","","27.5","27.5","27.5","","","","","","","","",""
"58710","","","","","","","1.5","1.5","1.5","","","","","",""
"58716","","","","","","","","","","0","0","0","","",""
"58719","","","","0","0","0","","","","","","","","",""
"58724","","","","","","","","","","","","","29.5","29.5","29.5"
"58730","","","","46","46","46","","","","","","","","",""
"58734","0","0","0","","","","8","8","8","","","","","",""
"58737","","","","","","","9","9","9","","","","","",""
"58738","","","","","","","","","","","","","27.333333333333332","27.333333333333332","27.333333333333332"
"58744","","","","","","","","","","0","0","0","","",""
"58746","","","","","","","9","9","9","","","","","",""
"58747","","","","46","46","46","","","","","","","","",""
"58754","","","","","","","","","","0","0","0","","",""
"58756","","","","","","","","","","0","0","0","34.5","34.5","34.5"
"58757","","","","","","","9.333333333333334","9.333333333333334","9.333333333333334","","","","","",""
"58761","","","","42.333333333333336","42.333333333333336","42.333333333333336","9.666666666666666","9.666666666666666","9.666666666666666","","","","","",""
"58766","","","","","","","","","","","","","35.333333333333336","35.333333333333336","35.333333333333336"
"58769","0","0","0","","","","","","","","","","","",""
"58770","0","0","0","","","","","","","","","","","",""
"58772","0","0","0","","","","","","","","","","","",""
"58774","","","","","","","14","14","14","","","","","",""
"58779","","","","","","","14","14","14","","","","","",""
"58783","","","","","","","","","","","","","38.333333333333336","38.333333333333336","38.333333333333336"
"58785","","","","38","38","38","","","","","","","","",""
"58788","0","0","0","","","","","","","","","","","",""
"58796","","","","","","","","","","","","","37","37","37"
"58799","","","","","","","","","","0","0","0","","",""
"58800","","","","","","","","","","","","","38","38","38"
"58801","","","","","","","","","","0","0","0","","",""
"58803","","","","","","","","","","0","0","0","","",""
"58805","0","0","0","","","","","","","","","","","",""
"58806","","","","32","32","32","","","","","","","","",""
"58808","0","0","0","","","","","","","","","","","",""
"58819","","","","","","","20.666666666666668","20.666666666666668","20.666666666666668","","","","","",""
"58820","","","","25","25","25","","","","","","","","",""
"58829","","","","27.333333333333332","27.333333333333332","27.333333333333332","","","","","","","","",""
"58831","0","0","0","","","","","","","","","","","",""
"58832","0","0","0","","","","","","","","","","","",""
"58837","","","","28","28","28","","","","","","","","",""
"58843","","","","28","28","28","","","","","","","","",""
"58845","","","","","","","27","27","27","","","","","",""
"58848","0","0","0","","","","","","","","","","","",""
"58849","0","0","0","","","","","","","","","","","",""
"58850","0","0","0","","","","","","","","","","","",""
"58852","","","","","","","","","","0","0","0","","",""
"58856","0","0","0","","","","","","","","","","","",""
"58863","0","0","0","","","","","","","","","","","",""
"58868","","","","19.75","19.75","19.75","","","","","","","","",""
"58894","","","","","","","","","","","","","48","48","48"
"58895","","","","9","9","9","","","","0","0","0","","",""
"58901","0","0","0","","","","","","","","","","","",""
"58908","","","","","","","0","0","0","","","","","",""
"58909","","","","","","","","","","","","","51","51","51"
"58914","","","","0","0","0","","","","","","","","",""
"58916","70","70","70","","","","","","","","","","","",""
"58926","","","","","","","35","35","35","","","","","",""
"58928","","","","22","22","22","","","","","","","","",""
"58931","","","","","","","","","","0","0","0","","",""
"58934","","","","","","","","","","0","0","0","","",""
"58937","","","","","","","","","","0","0","0","","",""
"58942","","","","23.25","23.25","23.25","","","","","","","","",""
"58943","","","","","","","","","","0","0","0","","",""
"58947","","","","","","","","","","","","","0","0","0"
"58955","","","","","","","","","","","","","58.5","58.5","58.5"
"58961","","","","26.5","26.5","26.5","","","","","","","","",""
"58965","","","","","","","","","","0","0","0","","",""
"58969","","","","","","","","","","0","0","0","","",""
"58973","","","","","","","","","","0","0","0","","",""
"58975","0","0","0","","","","","","","","","","","",""
"58976","","","","","","","","","","","","","53.333333333333336","53.333333333333336","53.333333333333336"
"58979","70","70","70","","","","","","","","","","50.333333333333336","50.333333333333336","50.333333333333336"
"58988","","","","","","","","","","0","0","0","","",""
"58989","","","","","","","","","","","","","48.25","48.25","48.25"
"58993","","","","","","","","","","0","0","0","49","49","49"
"58995","","","","","","","","","","","","","48.333333333333336","48.333333333333336","48.333333333333336"
"59001","","","","","","","","","","0","0","0","","",""
"59003","","","","0","0","0","","","","","","","","",""
"59006","","","","","","","","","","","","","52.333333333333336","52.333333333333336","52.333333333333336"
"59015","","","","","","","","","","","","","53.25","53.25","53.25"
"59020","","","","","","","39.333333333333336","39.333333333333336","39.333333333333336","","","","","",""
"59025","","","","","","","38","38","38","","","","","",""
"59026","","","","","","","","","","0","0","0","52.333333333333336","52.333333333333336","52.333333333333336"
"59029","","","","","","","","","","0","0","0","","",""
"59030","","","","","","","","","","","","","52","52","52"
"59034","","","","","","","","","","","","","53.666666666666664","53.666666666666664","53.666666666666664"
"59035","69.5","69.5","69.5","","","","","","","","","","","",""
"59043","","","","30","30","30","","","","0","0","0","","",""
"59051","","","","","","","","","","","","","57.333333333333336","57.333333333333336","57.333333333333336"
"59058","","","","","","","36.666666666666664","36.666666666666664","36.666666666666664","","","","","",""
"59060","","","","","","","","","","0","0","0","","",""
"59063","0","0","0","","","","","","","","","","","",""
"59064","","","","","","","32","32","32","","","","","",""
"59067","70","70","70","","","","","","","","","","","",""
"59069","","","","","","","","","","0","0","0","","",""
"59070","0","0","0","","","","","","","","","","","",""
"59074","","","","27.5","27.5","27.5","","","","","","","","",""
"59075","","","","","","","","","","0","0","0","","",""
"59077","","","","","","","33","33","33","","","","","",""
"59081","","","","","","","","","","0","0","0","","",""
"59086","","","","","","","","","","0","0","0","","",""
"59087","","","","","","","","","","","","","52.666666666666664","52.666666666666664","52.666666666666664"
"59089","0","0","0","","","","","","","","","","","",""
"59093","0","0","0","","","","","","","","","","","",""
"59094","","","","23.75","23.75","23.75","","","","","","","","",""
"59101","","","","","","","","","","","","","52","52","52"
"59105","","","","0","0","0","","","","","","","","",""
"59106","","","","","","","","","","","","","53.333333333333336","53.333333333333336","53.333333333333336"
"59113","","","","0","0","0","","","","","","","","",""
"59116","","","","0","0","0","","","","","","","","",""
"59123","","","","","","","","","","0","0","0","","",""
"59124","","","","","","","25.666666666666668","25.666666666666668","25.666666666666668","","","","","",""
"59125","","","","","","","","","","0","0","0","","",""
"59129","0","0","0","","","","","","","","","","","",""
"59139","","","","","","","","","","0","0","0","","",""
"59141","","","","","","","","","","0","0","0","","",""
"59143","","","","40.25","40.25","40.25","","","","","","","","",""
"59147","","","","","","","","","","0","0","0","","",""
"59148","","","","","","","","","","0","0","0","","",""
"59152","","","","","","","","","","0","0","0","","",""
"59154","","","","","","","29","29","29","","","","","",""
"59157","","","","","","","30","30","30","","","","","",""
"59158","","","","","","","30","30","30","","","","","",""
"59159","","","","","","","30","30","30","0","0","0","","",""
"59164","","","","","","","27.333333333333332","27.333333333333332","27.333333333333332","","","","","",""
"59165","69.5","69.5","69.5","","","","","","","","","","","",""
"59169","0","0","0","","","","","","","","","","","",""
"59171","","","","","","","","","","0","0","0","","",""
"59173","","","","45","45","45","","","","","","","","",""
"59174","","","","","","","","","","","","","53.666666666666664","53.666666666666664","53.666666666666664"
"59175","","","","","","","31","31","31","","","","","",""
"59181","0","0","0","","","","","","","","","","","",""
"59185","0","0","0","","","","","","","","","","","",""
"59186","","","","","","","33.666666666666664","33.666666666666664","33.666666666666664","","","","","",""
"59187","","","","50.333333333333336","50.333333333333336","50.333333333333336","","","","","","","","",""
"59190","","","","","","","","","","","","","52.666666666666664","52.666666666666664","52.666666666666664"
"59193","","","","","","","","","","0","0","0","","",""
"59200","","","","47.666666666666664","47.666666666666664","47.666666666666664","","","","","","","","",""
"59201","","","","47.5","47.5","47.5","","","","","","","","",""
"59203","","","","46.75","46.75","46.75","","","","","","","46.75","46.75","46.75"
"59204","0","0","0","","","","","","","","","","","",""
"59206","","","","","","","31","31","31","","","","","",""
"59207","","","","","","","","","","","","","47.5","47.5","47.5"
"59208","","","","","","","","","","0","0","0","","",""
"59210","","","","","","","32.333333333333336","32.333333333333336","32.333333333333336","","","","","",""
"59217","0","0","0","","","","","","","0","0","0","","",""
"59219","","","","","","","","","","","","","50","50","50"
"59227","","","","","","","","","","","","","52.666666666666664","52.666666666666664","52.666666666666664"
"59229","","","","","","","33.25","33.25","33.25","","","","","",""
"59230","","","","","","","","","","70","70","70","","",""
"59237","69.5","69.5","69.5","","","","","","","","","","","",""
"59242","","","","","","","","","","","","","51.5","51.5","51.5"
"59243","0","0","0","","","","","","","","","","","",""
"59245","","","","","","","","","","","","","51.333333333333336","51.333333333333336","51.333333333333336"
"59253","","","","40","40","40","","","","","","","","",""
"59259","","","","","","","","","","0","0","0","","",""
"59263","0","0","0","","","","","","","","","","","",""
"59269","","","","","","","","","","0","0","0","","",""
"59271","70","70","70","","","","","","","","","","","",""
"59274","","","","","","","","","","","","","54.5","54.5","54.5"
"59276","0","0","0","","","","","","","0","0","0","","",""
"59278","","","","37.5","37.5","37.5","","","","","","","","",""
"59279","","","","","","","25","25","25","","","","","",""
"59283","","","","38","38","38","","","","","","","","",""
"59293","","","","","","","26.333333333333332","26.333333333333332","26.333333333333332","","","","","",""
"59295","70","70","70","","","","","","","","","","","",""
"59297","","","","","","","","","","0","0","0","","",""
"59301","","","","","","","24","24","24","","","","","",""
"59303","","","","27","27","27","","","","","","","","",""
"59305","","","","","","","","","","","","","54","54","54"
"59307","","","","","","","22.333333333333332","22.333333333333332","22.333333333333332","","","","","",""
"59309","0","0","0","","","","","","","","","","","",""
"59315","","","","","","","","","","0","0","0","","",""
"59316","0","0","0","","","","","","","","","","","",""
"59318","","","","","","","21.666666666666668","21.666666666666668","21.666666666666668","","","","","",""
"59321","","","","","","","21.333333333333332","21.333333333333332","21.333333333333332","","","","","",""
"59324","","","","","","","","","","","","","51.75","51.75","51.75"
"59326","","","","","","","22.666666666666668","22.666666666666668","22.666666666666668","","","","","",""
"59327","70","70","70","","","","","","","0","0","0","","",""
"59328","","","","","","","","","","","","","51.666666666666664","51.666666666666664","51.666666666666664"
"59329","","","","","","","22","22","22","","","","","",""
"59330","70","70","70","","","","","","","0","0","0","","",""
"59331","70","70","70","","","","","","","","","","","",""
"59336","","","","","","","22","22","22","","","","","",""
"59337","","","","","","","21.333333333333332","21.333333333333332","21.333333333333332","","","","","",""
"59338","","","","","","","","","","0","0","0","","",""
"59343","","","","","","","","","","0","0","0","","",""
"59345","0","0","0","","","","","","","0","0","0","","",""
"59346","0","0","0","","","","","","","","","","","",""
"59360","","","","","","","","","","0","0","0","","",""
"59365","0","0","0","","","","19.333333333333332","19.333333333333332","19.333333333333332","","","","","",""
"59366","","","","","","","","","","0","0","0","","",""
"59367","","","","","","","19.333333333333332","19.333333333333332","19.333333333333332","0","0","0","","",""
"59369","","","","25","25","25","","","","","","","","",""
"59370","","","","","","","","","","","","","47.333333333333336","47.333333333333336","47.333333333333336"
"59371","","","","25","25","25","","","","","","","","",""
"59378","","","","25.666666666666668","25.666666666666668","25.666666666666668","","","","","","","","",""
"59381","0","0","0","26.333333333333332","26.333333333333332","26.333333333333332","","","","","","","","",""
"59384","","","","25.333333333333332","25.333333333333332","25.333333333333332","","","","","","","","",""
"59389","","","","","","","","","","","","","41.25","41.25","41.25"
"59390","","","","25.333333333333332","25.333333333333332","25.333333333333332","","","","","","","","",""
"59394","0","0","0","","","","","","","","","","","",""
"59399","70","70","70","","","","","","","","","","","",""
"59401","","","","","","","17.333333333333332","17.333333333333332","17.333333333333332","","","","","",""
"59404","","","","27.25","27.25","27.25","19","19","19","","","","","",""
"59405","","","","","","","","","","","","","37","37","37"
"59407","","","","","","","","","","","","","37.333333333333336","37.333333333333336","37.333333333333336"
"59409","0","0","0","","","","","","","","","","","",""
"59410","","","","","","","","","","","","","37.333333333333336","37.333333333333336","37.333333333333336"
"59414","","","","26.666666666666668","26.666666666666668","26.666666666666668","","","","","","","","",""
"59419","","","","","","","","","","","","","39","39","39"
"59421","","","","","","","20","20","20","","","","","",""
"59427","0","0","0","","","","","","","0","0","0","","",""
"59428","","","","25.75","25.75","25.75","","","","","","","","",""
"59433","","","","","","","21.666666666666668","21.666666666666668","21.666666666666668","","","","","",""
"59436","0","0","0","","","","","","","","","","","",""
"59439","","","","","","","","","","","","","38","38","38"
"59443","","","","","","","","","","0","0","0","","",""
"59445","","","","","","","","","","","","","40","40","40"
"59446","","","","","","","","","","","","","40.333333333333336","40.333333333333336","40.333333333333336"
"59447","","","","","","","","","","","","","40.666666666666664","40.666666666666664","40.666666666666664"
"59448","","","","","","","","","","","","","40.333333333333336","40.333333333333336","40.333333333333336"
"59453","","","","","","","","","","","","","40","40","40"
"59454","","","","","","","","","","","","","39.5","39.5","39.5"
"59459","","","","","","","","","","0","0","0","","",""
"59460","","","","","","","19.25","19.25","19.25","","","","","",""
"59469","","","","","","","","","","","","","38.75","38.75","38.75"
"59472","0","0","0","","","","20","20","20","","","","","",""
"59474","","","","","","","20","20","20","","","","","",""
"59476","","","","","","","","","","","","","38.6","38.6","38.6"
"59477","0","0","0","16","16","16","","","","0","0","0","","",""
"59486","","","","18","18","18","","","","","","","","",""
"59488","","","","16.8","16.8","16.8","","","","","","","","",""
"59494","","","","","","","","","","0","0","0","","",""
"59498","","","","","","","","","","","","","33","33","33"
