"Step","12-static-1","12-static - latency-1__MIN","12-static - latency-1__MAX","12-dynamic","12-dynamic - latency-1__MIN","12-dynamic - latency-1__MAX","12-ofb","12-ofbt - latency-1__MIN","12-ofbt - latency-1__MAX","12-every-10","12-every-10 - latency-1__MIN","12-every-10 - latency-1__MAX","12-every-100","12-every-100 - latency-1__MIN","12-every-100 - latency-1__MAX"
"157967","0","0","0","","","","","","","","","","","",""
"157968","","","","","","","2","2","2","","","","42","42","42"
"157978","0","0","0","","","","","","","","","","","",""
"157989","","","","0","0","0","","","","0","0","0","","",""
"157990","","","","","","","0","0","0","","","","46.333333333333336","46.333333333333336","46.333333333333336"
"157994","","","","","","","0","0","0","","","","46","46","46"
"157999","0","0","0","","","","","","","","","","","",""
"158007","","","","0","0","0","0","0","0","0","0","0","44.75","44.75","44.75"
"158009","0","0","0","","","","","","","","","","","",""
"158011","","","","","","","0","0","0","","","","45","45","45"
"158015","","","","","","","0","0","0","","","","44","44","44"
"158022","","","","0","0","0","","","","0","0","0","","",""
"158025","","","","0","0","0","","","","0","0","0","","",""
"158027","","","","0","0","0","","","","0","0","0","","",""
"158053","","","","0","0","0","","","","0","0","0","","",""
"158065","","","","0","0","0","","","","0","0","0","","",""
"158075","0","0","0","","","","","","","","","","","",""
"158081","0","0","0","","","","","","","","","","","",""
"158083","0","0","0","","","","","","","","","","","",""
"158097","","","","42","42","42","0","0","0","0","0","0","39","39","39"
"158101","","","","","","","0","0","0","","","","41","41","41"
"158106","0","0","0","","","","","","","","","","","",""
"158113","","","","35.4","35.4","35.4","","","","0","0","0","","",""
"158115","0","0","0","","","","","","","","","","","",""
"158120","","","","32","32","32","","","","0","0","0","","",""
"158130","0","0","0","","","","","","","","","","","",""
"158132","","","","","","","2","2","2","","","","43.333333333333336","43.333333333333336","43.333333333333336"
"158137","","","","","","","3","3","3","","","","43.333333333333336","43.333333333333336","43.333333333333336"
"158138","0","0","0","","","","","","","","","","","",""
"158147","0","0","0","","","","","","","","","","","",""
"158150","","","","","","","5","5","5","","","","43","43","43"
"158159","","","","","","","2","2","2","","","","45","45","45"
"158170","0","0","0","","","","","","","","","","","",""
"158178","0","0","0","","","","","","","","","","","",""
"158179","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","39.666666666666664","39.666666666666664","39.666666666666664"
"158180","","","","","","","2","2","2","","","","39.333333333333336","39.333333333333336","39.333333333333336"
"158181","","","","0.5","0.5","0.5","","","","0","0","0","","",""
"158183","","","","","","","3","3","3","","","","39","39","39"
"158196","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","42","42","42"
"158207","0","0","0","","","","","","","","","","","",""
"158213","0","0","0","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","42","42","42"
"158220","0","0","0","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","42.666666666666664","42.666666666666664","42.666666666666664"
"158223","","","","0","0","0","","","","0","0","0","","",""
"158228","","","","37.25","37.25","37.25","","","","0","0","0","","",""
"158238","","","","0","0","0","","","","0","0","0","","",""
"158245","0","0","0","","","","","","","","","","","",""
"158254","0","0","0","","","","","","","","","","","",""
"158257","0","0","0","","","","","","","","","","","",""
"158262","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","41.5","41.5","41.5"
"158266","","","","","","","0","0","0","","","","38.333333333333336","38.333333333333336","38.333333333333336"
"158281","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","36","36","36"
"158282","","","","","","","0","0","0","","","","36.333333333333336","36.333333333333336","36.333333333333336"
"158286","","","","","","","0","0","0","","","","35.75","35.75","35.75"
"158287","","","","48","48","48","","","","0","0","0","","",""
"158294","","","","46.4","46.4","46.4","","","","0","0","0","","",""
"158297","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","35","35","35"
"158299","","","","","","","2","2","2","","","","0","0","0"
"158306","70","70","70","","","","","","","","","","","",""
"158308","","","","42.25","42.25","42.25","","","","0","0","0","","",""
"158323","0","0","0","","","","","","","","","","","",""
"158325","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","39","39","39"
"158327","0","0","0","","","","","","","","","","","",""
"158328","0","0","0","","","","0.75","0.75","0.75","","","","39.333333333333336","39.333333333333336","39.333333333333336"
"158334","","","","","","","0","0","0","","","","38.25","38.25","38.25"
"158340","","","","28.25","28.25","28.25","","","","0","0","0","","",""
"158341","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","38.333333333333336","38.333333333333336","38.333333333333336"
"158343","","","","27.25","27.25","27.25","","","","0","0","0","","",""
"158344","0","0","0","","","","","","","","","","","",""
"158350","0","0","0","","","","","","","","","","","",""
"158352","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","37","37","37"
"158353","0","0","0","","","","","","","","","","","",""
"158357","0","0","0","","","","","","","","","","","",""
"158365","0","0","0","15.666666666666666","15.666666666666666","15.666666666666666","","","","0","0","0","","",""
"158367","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","32.666666666666664","32.666666666666664","32.666666666666664"
"158380","","","","3.8333333333333335","3.8333333333333335","3.8333333333333335","","","","0","0","0","","",""
"158384","","","","","","","4.25","4.25","4.25","","","","37","37","37"
"158390","","","","0","0","0","","","","0","0","0","","",""
"158395","0","0","0","","","","","","","","","","","",""
"158396","","","","","","","6","6","6","","","","37","37","37"
"158401","","","","0","0","0","","","","0","0","0","","",""
"158405","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","39","39","39"
"158422","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","0","0","0","","",""
"158435","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","39.666666666666664","39.666666666666664","39.666666666666664"
"158444","0","0","0","","","","","","","","","","","",""
"158449","","","","","","","3","3","3","","","","43.333333333333336","43.333333333333336","43.333333333333336"
"158454","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","41.666666666666664","41.666666666666664","41.666666666666664"
"158466","0","0","0","","","","","","","","","","","",""
"158482","0","0","0","0","0","0","","","","0","0","0","","",""
"158490","","","","0","0","0","","","","0","0","0","","",""
"158492","","","","0","0","0","","","","0","0","0","","",""
"158494","0","0","0","","","","","","","","","","","",""
"158509","","","","","","","7","7","7","","","","36.666666666666664","36.666666666666664","36.666666666666664"
"158517","","","","","","","5.666666666666667","5.666666666666667","5.666666666666667","","","","0","0","0"
"158525","0","0","0","","","","","","","","","","","",""
"158538","","","","","","","2","2","2","","","","36","36","36"
"158546","70","70","70","62.333333333333336","62.333333333333336","62.333333333333336","","","","0","0","0","","",""
"158552","0","0","0","","","","","","","","","","","",""
"158556","","","","54.5","54.5","54.5","","","","0","0","0","","",""
"158563","","","","49.833333333333336","49.833333333333336","49.833333333333336","","","","0","0","0","","",""
"158564","","","","49.5","49.5","49.5","","","","0","0","0","","",""
"158566","0","0","0","","","","","","","","","","","",""
"158569","0","0","0","","","","","","","","","","","",""
"158573","","","","44.333333333333336","44.333333333333336","44.333333333333336","","","","0","0","0","","",""
"158578","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","39","39","39"
"158582","","","","37.166666666666664","37.166666666666664","37.166666666666664","0","0","0","70","70","70","42","42","42"
"158593","","","","30.333333333333332","30.333333333333332","30.333333333333332","","","","0","0","0","","",""
"158594","","","","28","28","28","","","","0","0","0","","",""
"158597","","","","","","","0.25","0.25","0.25","","","","41.666666666666664","41.666666666666664","41.666666666666664"
"158606","0","0","0","","","","","","","","","","","",""
"158617","0","0","0","","","","","","","","","","","",""
"158623","","","","0","0","0","","","","0","0","0","","",""
"158631","","","","1","1","1","","","","0","0","0","","",""
"158632","","","","1","1","1","","","","0","0","0","","",""
"158639","","","","4","4","4","","","","0","0","0","","",""
"158643","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","49","49","49"
"158650","0","0","0","","","","","","","","","","","",""
"158665","","","","0","0","0","","","","0","0","0","","",""
"158679","0","0","0","","","","","","","","","","","",""
"158684","0","0","0","","","","","","","","","","","",""
"158685","","","","0","0","0","","","","70","70","70","","",""
"158686","0","0","0","","","","","","","","","","","",""
"158689","0","0","0","","","","","","","","","","","",""
"158698","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","","","45","45","45"
"158700","","","","","","","4","4","4","","","","46.5","46.5","46.5"
"158701","","","","","","","4.25","4.25","4.25","","","","46.5","46.5","46.5"
"158708","","","","0","0","0","","","","0","0","0","","",""
"158713","","","","","","","5","5","5","","","","46.333333333333336","46.333333333333336","46.333333333333336"
"158714","","","","0","0","0","5.333333333333333","5.333333333333333","5.333333333333333","0","0","0","46.5","46.5","46.5"
"158724","","","","","","","5","5","5","","","","46","46","46"
"158727","0","0","0","","","","","","","","","","","",""
"158728","","","","","","","7","7","7","","","","46","46","46"
"158729","0","0","0","","","","","","","","","","","",""
"158741","0","0","0","","","","","","","","","","","",""
"158757","","","","64.6","64.6","64.6","","","","0","0","0","","",""
"158758","70","70","70","","","","","","","","","","","",""
"158760","68","68","68","","","","","","","","","","","",""
"158763","","","","57.8","57.8","57.8","","","","0","0","0","","",""
"158767","","","","55.2","55.2","55.2","","","","0","0","0","","",""
"158769","0","0","0","","","","0","0","0","","","","43","43","43"
"158779","","","","48.2","48.2","48.2","","","","0","0","0","","",""
"158780","","","","48.2","48.2","48.2","","","","0","0","0","","",""
"158793","","","","43.4","43.4","43.4","","","","0","0","0","","",""
"158803","","","","","","","4.666666666666667","4.666666666666667","4.666666666666667","","","","41.333333333333336","41.333333333333336","41.333333333333336"
"158809","0","0","0","","","","","","","","","","","",""
"158815","","","","23.5","23.5","23.5","","","","0","0","0","","",""
"158819","","","","19.333333333333332","19.333333333333332","19.333333333333332","","","","0","0","0","","",""
"158821","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","37.333333333333336","37.333333333333336","37.333333333333336"
"158822","","","","16.666666666666668","16.666666666666668","16.666666666666668","","","","0","0","0","","",""
"158823","","","","","","","1","1","1","","","","36.333333333333336","36.333333333333336","36.333333333333336"
"158826","","","","13.166666666666666","13.166666666666666","13.166666666666666","","","","70","70","70","","",""
"158831","0","0","0","","","","","","","","","","","",""
"158845","","","","","","","2","2","2","","","","33","33","33"
"158851","0","0","0","6.2","6.2","6.2","","","","0","0","0","","",""
"158853","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","25.666666666666668","25.666666666666668","25.666666666666668"
"158873","0","0","0","","","","","","","","","","","",""
"158879","","","","0.25","0.25","0.25","","","","0","0","0","","",""
"158881","","","","","","","0","0","0","","","","24.666666666666668","24.666666666666668","24.666666666666668"
"158894","","","","0","0","0","","","","0","0","0","","",""
"158901","0","0","0","","","","","","","","","","","",""
"158904","70","70","70","","","","","","","","","","","",""
"158905","","","","0","0","0","1","1","1","0","0","0","19.666666666666668","19.666666666666668","19.666666666666668"
"158909","","","","0.2","0.2","0.2","","","","0","0","0","","",""
"158912","0","0","0","","","","1","1","1","","","","20.333333333333332","20.333333333333332","20.333333333333332"
"158913","0","0","0","","","","","","","","","","","",""
"158915","0","0","0","","","","","","","","","","","",""
"158917","","","","0","0","0","","","","0","0","0","","",""
"158919","","","","0","0","0","","","","0","0","0","","",""
"158921","0","0","0","","","","","","","","","","","",""
"158931","","","","","","","0","0","0","","","","23","23","23"
"158932","","","","0","0","0","","","","0","0","0","","",""
"158935","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","21.666666666666668","21.666666666666668","21.666666666666668"
"158939","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","23","23","23"
"158940","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","22.666666666666668","22.666666666666668","22.666666666666668"
"158942","","","","0","0","0","","","","0","0","0","","",""
"158955","0","0","0","","","","","","","","","","","",""
"158964","","","","","","","8","8","8","","","","13","13","13"
"158975","","","","0","0","0","","","","70","70","70","","",""
"158979","","","","0","0","0","","","","0","0","0","","",""
"158984","","","","","","","11","11","11","","","","12.666666666666666","12.666666666666666","12.666666666666666"
"158992","0","0","0","","","","","","","","","","","",""
"159000","","","","0","0","0","","","","70","70","70","","",""
"159010","","","","","","","11","11","11","","","","10","10","10"
"159013","","","","0","0","0","","","","0","0","0","","",""
"159014","","","","0","0","0","","","","0","0","0","","",""
"159016","","","","","","","10.333333333333334","10.333333333333334","10.333333333333334","","","","9.75","9.75","9.75"
"159030","","","","0","0","0","","","","70","70","70","","",""
"159042","","","","0","0","0","","","","0","0","0","","",""
"159047","","","","","","","5.333333333333333","5.333333333333333","5.333333333333333","","","","1","1","1"
"159048","0","0","0","","","","","","","","","","","",""
"159050","0","0","0","","","","5.75","5.75","5.75","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333"
"159052","","","","","","","7","7","7","","","","0","0","0"
"159056","","","","0","0","0","","","","0","0","0","","",""
"159066","","","","","","","12.333333333333334","12.333333333333334","12.333333333333334","","","","0","0","0"
"159070","","","","0","0","0","","","","0","0","0","","",""
"159075","","","","0","0","0","","","","69.5","69.5","69.5","","",""
"159084","","","","0","0","0","","","","0","0","0","","",""
"159095","","","","","","","13","13","13","","","","1","1","1"
"159098","0","0","0","","","","","","","","","","","",""
"159100","0","0","0","","","","","","","","","","","",""
"159103","","","","","","","12","12","12","","","","2","2","2"
"159110","","","","","","","12","12","12","","","","0","0","0"
"159123","","","","","","","12","12","12","","","","2","2","2"
"159129","0","0","0","","","","","","","","","","","",""
"159139","","","","58.4","58.4","58.4","","","","0","0","0","","",""
"159155","","","","36.333333333333336","36.333333333333336","36.333333333333336","","","","0","0","0","","",""
"159156","0","0","0","","","","","","","","","","","",""
"159162","","","","","","","14.333333333333334","14.333333333333334","14.333333333333334","","","","8","8","8"
"159168","","","","28.6","28.6","28.6","","","","0","0","0","","",""
"159178","","","","","","","15.666666666666666","15.666666666666666","15.666666666666666","","","","7.25","7.25","7.25"
"159189","0","0","0","","","","","","","","","","","",""
"159195","0","0","0","","","","","","","","","","","",""
"159206","","","","4.4","4.4","4.4","","","","0","0","0","","",""
"159222","","","","0","0","0","","","","0","0","0","","",""
"159224","","","","0","0","0","","","","0","0","0","","",""
"159227","","","","0","0","0","","","","0","0","0","","",""
"159232","","","","","","","13","13","13","","","","21.666666666666668","21.666666666666668","21.666666666666668"
"159233","","","","0","0","0","","","","0","0","0","","",""
"159235","","","","","","","14","14","14","","","","23","23","23"
"159240","","","","0","0","0","","","","70","70","70","","",""
"159246","69.5","69.5","69.5","","","","","","","","","","","",""
"159259","","","","0","0","0","","","","0","0","0","","",""
"159261","0","0","0","","","","","","","","","","","",""
"159262","0","0","0","","","","","","","","","","","",""
"159264","","","","","","","11","11","11","","","","33.666666666666664","33.666666666666664","33.666666666666664"
"159267","","","","0","0","0","","","","0","0","0","","",""
"159274","","","","","","","12","12","12","","","","30.333333333333332","30.333333333333332","30.333333333333332"
"159275","0","0","0","","","","","","","","","","","",""
"159285","0","0","0","","","","","","","","","","","",""
"159292","0","0","0","","","","","","","","","","","",""
"159298","0","0","0","","","","","","","","","","","",""
"159299","","","","","","","10","10","10","","","","0","0","0"
"159320","","","","0.25","0.25","0.25","","","","70","70","70","","",""
"159321","","","","0.25","0.25","0.25","","","","0","0","0","","",""
"159327","","","","","","","7.333333333333333","7.333333333333333","7.333333333333333","","","","43.666666666666664","43.666666666666664","43.666666666666664"
"159339","","","","0","0","0","","","","0","0","0","","",""
"159344","0","0","0","","","","","","","","","","","",""
"159350","0","0","0","","","","","","","","","","","",""
"159352","","","","0","0","0","","","","0","0","0","","",""
"159358","0","0","0","0","0","0","","","","0","0","0","","",""
"159360","0","0","0","0","0","0","","","","69.5","69.5","69.5","","",""
"159384","","","","0","0","0","","","","0","0","0","","",""
"159390","","","","0","0","0","","","","70","70","70","","",""
"159391","","","","","","","10","10","10","","","","40.666666666666664","40.666666666666664","40.666666666666664"
"159395","0","0","0","","","","","","","","","","","",""
"159402","","","","","","","9","9","9","","","","46","46","46"
"159405","70","70","70","","","","","","","","","","","",""
"159411","","","","","","","8.75","8.75","8.75","","","","47","47","47"
"159415","","","","","","","6","6","6","","","","45","45","45"
"159422","0","0","0","","","","","","","","","","","",""
"159424","","","","0","0","0","","","","0","0","0","","",""
"159428","","","","0","0","0","","","","70","70","70","","",""
"159431","","","","0","0","0","","","","70","70","70","","",""
"159437","","","","0","0","0","4","4","4","0","0","0","48.333333333333336","48.333333333333336","48.333333333333336"
"159439","","","","0","0","0","","","","0","0","0","","",""
"159450","","","","","","","5.75","5.75","5.75","","","","45","45","45"
"159460","","","","","","","8.25","8.25","8.25","","","","46.666666666666664","46.666666666666664","46.666666666666664"
"159465","0","0","0","","","","","","","","","","","",""
"159470","0","0","0","","","","","","","","","","","",""
"159492","","","","","","","13","13","13","","","","51.333333333333336","51.333333333333336","51.333333333333336"
"159505","0","0","0","","","","","","","","","","","",""
"159506","","","","0","0","0","","","","0","0","0","","",""
"159512","","","","0","0","0","","","","0","0","0","","",""
"159521","","","","","","","17.666666666666668","17.666666666666668","17.666666666666668","","","","54","54","54"
"159526","0","0","0","","","","","","","","","","","",""
"159533","0","0","0","","","","","","","","","","","",""
"159536","0","0","0","","","","","","","","","","","",""
"159539","","","","65.8","65.8","65.8","","","","0","0","0","","",""
"159541","","","","61.2","61.2","61.2","","","","0","0","0","","",""
"159549","","","","59.8","59.8","59.8","","","","0","0","0","","",""
"159554","0","0","0","","","","","","","","","","","",""
"159556","","","","57.4","57.4","57.4","","","","69.5","69.5","69.5","","",""
"159565","","","","","","","16.333333333333332","16.333333333333332","16.333333333333332","","","","57.25","57.25","57.25"
"159567","","","","","","","16.25","16.25","16.25","","","","58","58","58"
"159579","0","0","0","","","","","","","","","","","",""
"159580","0","0","0","","","","","","","","","","","",""
"159591","0","0","0","38","38","38","10","10","10","68","68","68","67","67","67"
"159598","","","","","","","10.333333333333334","10.333333333333334","10.333333333333334","","","","68","68","68"
"159602","0","0","0","","","","","","","","","","","",""
"159603","0","0","0","31","31","31","","","","0","0","0","","",""
"159607","","","","27.833333333333332","27.833333333333332","27.833333333333332","","","","0","0","0","","",""
"159610","","","","26.833333333333332","26.833333333333332","26.833333333333332","10.666666666666666","10.666666666666666","10.666666666666666","0","0","0","66","66","66"
"159619","","","","19.833333333333332","19.833333333333332","19.833333333333332","","","","0","0","0","","",""
"159628","","","","14","14","14","","","","0","0","0","","",""
"159634","","","","","","","10","10","10","","","","56.25","56.25","56.25"
"159636","","","","10","10","10","","","","0","0","0","","",""
"159639","0","0","0","","","","","","","","","","","",""
"159649","","","","","","","10.666666666666666","10.666666666666666","10.666666666666666","","","","64","64","64"
"159650","","","","0.2","0.2","0.2","","","","70","70","70","","",""
"159653","70","70","70","","","","9.5","9.5","9.5","","","","63.666666666666664","63.666666666666664","63.666666666666664"
"159668","","","","0","0","0","","","","0","0","0","","",""
"159675","0","0","0","","","","","","","","","","","",""
"159677","0","0","0","","","","","","","","","","","",""
"159686","","","","","","","9","9","9","","","","61.333333333333336","61.333333333333336","61.333333333333336"
"159691","","","","0","0","0","","","","0","0","0","","",""
"159696","0","0","0","","","","","","","","","","","",""
"159701","","","","","","","9","9","9","","","","65","65","65"
"159706","0","0","0","","","","","","","","","","","",""
"159709","","","","0","0","0","","","","0","0","0","","",""
"159711","0","0","0","","","","","","","","","","","",""
"159712","0","0","0","","","","","","","","","","","",""
"159717","","","","0","0","0","","","","0","0","0","","",""
"159720","0","0","0","","","","","","","","","","","",""
"159722","0","0","0","0","0","0","","","","0","0","0","","",""
"159724","0","0","0","","","","","","","","","","","",""
"159735","","","","0","0","0","","","","0","0","0","","",""
"159736","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","67.66666666666667","67.66666666666667","67.66666666666667"
"159746","","","","","","","1","1","1","","","","65.33333333333333","65.33333333333333","65.33333333333333"
"159767","","","","","","","0","0","0","","","","59","59","59"
"159768","","","","0","0","0","","","","0","0","0","","",""
"159778","","","","0","0","0","","","","0","0","0","","",""
"159782","","","","70","70","70","","","","0","0","0","","",""
"159792","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","","","63","63","63"
"159801","","","","","","","6","6","6","","","","65","65","65"
"159808","0","0","0","","","","2","2","2","","","","66.33333333333333","66.33333333333333","66.33333333333333"
"159811","","","","","","","2","2","2","","","","65.66666666666667","65.66666666666667","65.66666666666667"
"159813","0","0","0","45.666666666666664","45.666666666666664","45.666666666666664","","","","0","0","0","","",""
"159817","0","0","0","","","","","","","","","","","",""
"159821","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","68","68","68"
"159828","0","0","0","","","","","","","","","","","",""
"159831","","","","","","","5.666666666666667","5.666666666666667","5.666666666666667","","","","68","68","68"
"159834","","","","30.833333333333332","30.833333333333332","30.833333333333332","","","","0","0","0","","",""
"159837","70","70","70","","","","","","","","","","","",""
"159838","","","","","","","4","4","4","","","","70","70","70"
"159843","","","","16.333333333333332","16.333333333333332","16.333333333333332","","","","0","0","0","","",""
"159848","","","","","","","4.333333333333333","4.333333333333333","4.333333333333333","","","","67","67","67"
"159849","","","","11","11","11","","","","0","0","0","","",""
"159850","","","","10.6","10.6","10.6","","","","0","0","0","","",""
"159857","0","0","0","","","","4.5","4.5","4.5","","","","62.25","62.25","62.25"
"159865","","","","","","","2","2","2","","","","59","59","59"
"159867","0","0","0","","","","","","","","","","","",""
"159868","0","0","0","","","","3","3","3","","","","58.5","58.5","58.5"
"159877","0","0","0","","","","","","","","","","","",""
"159889","70","70","70","","","","","","","","","","","",""
"159901","0","0","0","","","","","","","","","","","",""
"159909","0","0","0","","","","","","","","","","","",""
"159915","0","0","0","","","","","","","","","","","",""
"159916","","","","0","0","0","","","","0","0","0","","",""
"159929","0","0","0","0","0","0","","","","0","0","0","","",""
"159938","","","","0","0","0","","","","0","0","0","","",""
"159952","0","0","0","","","","","","","","","","","",""
"159970","","","","0","0","0","","","","0","0","0","","",""
"159977","","","","0","0","0","","","","0","0","0","","",""
"159986","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666","","","","68","68","68"
"159998","0","0","0","","","","","","","","","","","",""
"160003","","","","","","","","","","0","0","0","","",""
"160009","","","","","","","12.333333333333334","12.333333333333334","12.333333333333334","","","","","",""
"160011","0","0","0","","","","","","","","","","66.66666666666667","66.66666666666667","66.66666666666667"
"160017","0","0","0","","","","","","","","","","67","67","67"
"160018","70","70","70","","","","","","","","","","67","67","67"
"160020","0","0","0","","","","","","","","","","67.5","67.5","67.5"
"160021","0","0","0","","","","","","","0","0","0","67","67","67"
"160023","","","","","","","14.333333333333334","14.333333333333334","14.333333333333334","","","","","",""
"160024","","","","","","","","","","0","0","0","","",""
"160025","","","","","","","","","","0","0","0","","",""
"160033","","","","0","0","0","","","","","","","","",""
"160044","","","","","","","14.666666666666666","14.666666666666666","14.666666666666666","","","","","",""
"160048","0","0","0","","","","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667"
"160049","","","","","","","","","","0","0","0","","",""
"160052","","","","","","","16","16","16","","","","","",""
"160056","","","","0","0","0","","","","","","","","",""
"160057","0","0","0","","","","","","","","","","67.25","67.25","67.25"
"160058","","","","0","0","0","","","","","","","","",""
"160062","","","","0","0","0","","","","","","","","",""
"160063","","","","","","","","","","0","0","0","","",""
"160065","0","0","0","","","","","","","","","","69","69","69"
"160069","","","","","","","13","13","13","","","","","",""
"160073","0","0","0","","","","12.333333333333334","12.333333333333334","12.333333333333334","","","","64","64","64"
"160075","0","0","0","","","","","","","","","","64.33333333333333","64.33333333333333","64.33333333333333"
"160076","","","","0","0","0","","","","","","","","",""
"160081","","","","0","0","0","","","","","","","","",""
"160084","","","","","","","13","13","13","","","","","",""
"160094","","","","","","","11","11","11","","","","","",""
"160096","","","","","","","","","","0","0","0","","",""
"160100","","","","","","","8","8","8","0","0","0","","",""
"160116","","","","0","0","0","","","","","","","","",""
"160118","","","","","","","","","","0","0","0","","",""
"160120","","","","","","","8.25","8.25","8.25","","","","","",""
"160121","","","","0","0","0","","","","0","0","0","","",""
"160130","","","","0","0","0","","","","","","","","",""
"160144","","","","60.5","60.5","60.5","3","3","3","","","","","",""
"160145","0","0","0","","","","","","","","","","67","67","67"
"160152","70","70","70","","","","","","","0","0","0","69","69","69"
"160156","0","0","0","","","","","","","","","","68","68","68"
"160164","","","","33.2","33.2","33.2","","","","","","","","",""
"160165","","","","","","","","","","0","0","0","","",""
"160170","","","","","","","1","1","1","","","","","",""
"160171","0","0","0","","","","","","","","","","70","70","70"
"160185","","","","","","","","","","0","0","0","","",""
"160190","","","","","","","","","","0","0","0","","",""
"160201","","","","0","0","0","","","","","","","","",""
"160202","","","","","","","","","","0","0","0","","",""
"160207","","","","","","","","","","0","0","0","","",""
"160210","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"160217","","","","0","0","0","","","","","","","","",""
"160219","","","","","","","","","","0","0","0","","",""
"160221","70","70","70","","","","","","","","","","70","70","70"
"160224","","","","","","","","","","0","0","0","","",""
"160227","","","","","","","","","","0","0","0","","",""
"160231","0","0","0","","","","","","","","","","68","68","68"
"160232","","","","0","0","0","","","","","","","","",""
"160235","","","","0","0","0","2","2","2","","","","","",""
"160239","","","","","","","2","2","2","","","","","",""
"160247","","","","","","","","","","0","0","0","","",""
"160256","","","","","","","","","","0","0","0","","",""
"160270","","","","","","","","","","0","0","0","","",""
"160271","","","","","","","","","","0","0","0","","",""
"160273","","","","0","0","0","","","","","","","","",""
"160290","0","0","0","0","0","0","","","","","","","59.75","59.75","59.75"
"160294","0","0","0","","","","","","","0","0","0","60","60","60"
"160296","0","0","0","","","","","","","","","","58","58","58"
"160302","","","","","","","4.666666666666667","4.666666666666667","4.666666666666667","","","","","",""
"160305","0","0","0","","","","","","","0","0","0","57","57","57"
"160314","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"160317","","","","0","0","0","","","","","","","","",""
"160320","69.5","69.5","69.5","","","","","","","","","","54.333333333333336","54.333333333333336","54.333333333333336"
"160321","","","","","","","","","","0","0","0","","",""
"160322","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"160326","","","","0","0","0","","","","","","","","",""
"160329","","","","0","0","0","","","","","","","","",""
"160330","","","","","","","4","4","4","","","","","",""
"160343","0","0","0","","","","","","","","","","58.333333333333336","58.333333333333336","58.333333333333336"
"160346","","","","","","","","","","0","0","0","","",""
"160349","","","","","","","","","","0","0","0","","",""
"160351","","","","0","0","0","","","","","","","","",""
"160352","","","","0","0","0","","","","","","","","",""
"160364","","","","","","","","","","0","0","0","","",""
"160369","0","0","0","","","","","","","","","","61.333333333333336","61.333333333333336","61.333333333333336"
"160373","","","","","","","0.75","0.75","0.75","","","","","",""
"160378","0","0","0","","","","","","","","","","63.333333333333336","63.333333333333336","63.333333333333336"
"160379","0","0","0","","","","","","","","","","63.666666666666664","63.666666666666664","63.666666666666664"
"160380","0","0","0","","","","","","","","","","63.333333333333336","63.333333333333336","63.333333333333336"
"160385","","","","","","","","","","0","0","0","","",""
"160389","","","","0","0","0","","","","","","","","",""
"160391","0","0","0","","","","","","","","","","62","62","62"
"160395","","","","","","","0","0","0","","","","","",""
"160403","","","","0","0","0","","","","","","","","",""
"160409","0","0","0","","","","","","","","","","65.66666666666667","65.66666666666667","65.66666666666667"
"160411","70","70","70","","","","","","","","","","65.66666666666667","65.66666666666667","65.66666666666667"
"160415","0","0","0","","","","","","","","","","65","65","65"
"160416","","","","","","","0","0","0","","","","","",""
"160418","","","","","","","","","","0","0","0","","",""
"160425","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
