"Step","12-static-1","12-static - reward__MIN","12-static - reward__MAX","12-dynamic","12-dynamic - reward__MIN","12-dynamic - reward__MAX","12-ofb","12-ofbt - reward__MIN","12-ofbt - reward__MAX","12-every-10","12-every-10 - reward__MIN","12-every-10 - reward__MAX","12-every-100","12-every-100 - reward__MIN","12-every-100 - reward__MAX"
"43000","0.839511111111111","0.839511111111111","0.839511111111111","0.9056333333333332","0.9056333333333332","0.9056333333333332","0.9897777777777778","0.9897777777777778","0.9897777777777778","0.8386634920634917","0.8386634920634917","0.8386634920634917","0.8715555555555548","0.8715555555555548","0.8715555555555548"
"44000","0.8394880952380953","0.8394880952380953","0.8394880952380953","0.8972833333333333","0.8972833333333333","0.8972833333333333","0.9965658730158731","0.9965658730158731","0.9965658730158731","0.8386785714285714","0.8386785714285714","0.8386785714285714","0.874666666666666","0.874666666666666","0.874666666666666"
"45000","0.8338880952380953","0.8338880952380953","0.8338880952380953","0.8780198412698411","0.8780198412698411","0.8780198412698411","0.9999595238095238","0.9999595238095238","0.9999595238095238","0.8363015873015874","0.8363015873015874","0.8363015873015874","0.920333333333333","0.920333333333333","0.920333333333333"
"46000","0.8331738095238096","0.8331738095238096","0.8331738095238096","0.920397619047619","0.920397619047619","0.920397619047619","0.937657142857143","0.937657142857143","0.937657142857143","0.8384587301587302","0.8384587301587302","0.8384587301587302","0.9496666666666668","0.9496666666666668","0.9496666666666668"
"47000","0.8323801587301582","0.8323801587301582","0.8323801587301582","0.8934722222222221","0.8934722222222221","0.8934722222222221","0.9528682539682539","0.9528682539682539","0.9528682539682539","0.834207142857143","0.834207142857143","0.834207142857143","0.972111111111111","0.972111111111111","0.972111111111111"
"48000","0.8382873015873012","0.8382873015873012","0.8382873015873012","0.8880126984126986","0.8880126984126986","0.8880126984126986","1","1","1","0.835661111111111","0.835661111111111","0.835661111111111","0.9692222222222222","0.9692222222222222","0.9692222222222222"
"49000","0.8334785714285715","0.8334785714285715","0.8334785714285715","0.8832809523809524","0.8832809523809524","0.8832809523809524","1","1","1","0.8380912698412698","0.8380912698412698","0.8380912698412698","0.9833333333333333","0.9833333333333333","0.9833333333333333"
"50000","0.8332777777777776","0.8332777777777776","0.8332777777777776","0.8704309523809525","0.8704309523809525","0.8704309523809525","1","1","1","0.8290000000000001","0.8290000000000001","0.8290000000000001","0.9851111111111112","0.9851111111111112","0.9851111111111112"
"51000","0.8379246031746032","0.8379246031746032","0.8379246031746032","0.8638761904761905","0.8638761904761905","0.8638761904761905","1","1","1","0.8297992063492063","0.8297992063492063","0.8297992063492063","0.9146174603174603","0.9146174603174603","0.9146174603174603"
"52000","0.829036507936508","0.829036507936508","0.829036507936508","0.8746531746031745","0.8746531746031745","0.8746531746031745","1","1","1","0.8353476190476192","0.8353476190476192","0.8353476190476192","0.8463801587301586","0.8463801587301586","0.8463801587301586"
"53000","0.8329785714285713","0.8329785714285713","0.8329785714285713","0.850461111111111","0.850461111111111","0.850461111111111","0.953","0.953","0.953","0.8344087301587301","0.8344087301587301","0.8344087301587301","0.9032214285714285","0.9032214285714285","0.9032214285714285"
"54000","0.8397666666666663","0.8397666666666663","0.8397666666666663","0.9963238095238095","0.9963238095238095","0.9963238095238095","1","1","1","0.8322896825396826","0.8322896825396826","0.8322896825396826","0.9351809523809523","0.9351809523809523","0.9351809523809523"
"55000","0.8309055555555555","0.8309055555555555","0.8309055555555555","1","1","1","1","1","1","0.8355865079365085","0.8355865079365085","0.8355865079365085","0.8914801587301586","0.8914801587301586","0.8914801587301586"
"56000","0.8316904761904762","0.8316904761904762","0.8316904761904762","1","1","1","0.985","0.985","0.985","0.8305563492063491","0.8305563492063491","0.8305563492063491","1","1","1"
"57000","0.8306595238095239","0.8306595238095239","0.8306595238095239","1","1","1","0.9988888888888889","0.9988888888888889","0.9988888888888889","0.8322134920634923","0.8322134920634923","0.8322134920634923","0.9931111111111112","0.9931111111111112","0.9931111111111112"
"58000","0.8293896825396826","0.8293896825396826","0.8293896825396826","1","1","1","1","1","1","0.839523015873016","0.839523015873016","0.839523015873016","1","1","1"
"59000","0.8328365079365082","0.8328365079365082","0.8328365079365082","1","1","1","1","1","1","0.836738888888889","0.836738888888889","0.836738888888889","0.9932579365079365","0.9932579365079365","0.9932579365079365"
"60000","0.8367015873015873","0.8367015873015873","0.8367015873015873","0.9978619047619048","0.9978619047619048","0.9978619047619048","1","1","1","0.8388150793650795","0.8388150793650795","0.8388150793650795","0.9590301587301587","0.9590301587301587","0.9590301587301587"
"61000","0.8381769841269842","0.8381769841269842","0.8381769841269842","0.9987650793650793","0.9987650793650793","0.9987650793650793","1","1","1","0.8352309523809527","0.8352309523809527","0.8352309523809527","0.9993992063492063","0.9993992063492063","0.9993992063492063"
"62000","0.8310500000000003","0.8310500000000003","0.8310500000000003","0.9783047619047619","0.9783047619047619","0.9783047619047619","1","1","1","0.8360166666666667","0.8360166666666667","0.8360166666666667","1","1","1"
"63000","0.8346468253968251","0.8346468253968251","0.8346468253968251","0.8906555555555553","0.8906555555555553","0.8906555555555553","1","1","1","0.8421373015873017","0.8421373015873017","0.8421373015873017","1","1","1"
"64000","0.8325841269841269","0.8325841269841269","0.8325841269841269","0.997995238095238","0.997995238095238","0.997995238095238","1","1","1","0.8293436507936508","0.8293436507936508","0.8293436507936508","1","1","1"
"65000","0.8388261904761907","0.8388261904761907","0.8388261904761907","0.9854476190476191","0.9854476190476191","0.9854476190476191","1","1","1","0.8319587301587298","0.8319587301587298","0.8319587301587298","1","1","1"
"66000","0.8367809523809524","0.8367809523809524","0.8367809523809524","0.9792174603174603","0.9792174603174603","0.9792174603174603","1","1","1","0.8320301587301587","0.8320301587301587","0.8320301587301587","0.9971746031746032","0.9971746031746032","0.9971746031746032"
"67000","0.8306587301587304","0.8306587301587304","0.8306587301587304","0.9206634920634921","0.9206634920634921","0.9206634920634921","1","1","1","0.8385134920634923","0.8385134920634923","0.8385134920634923","0.9961904761904761","0.9961904761904761","0.9961904761904761"
"68000","0.8352984126984129","0.8352984126984129","0.8352984126984129","0.9676626984126985","0.9676626984126985","0.9676626984126985","1","1","1","0.832125396825397","0.832125396825397","0.832125396825397","0.8897277777777778","0.8897277777777778","0.8897277777777778"
"69000","0.8348722222222223","0.8348722222222223","0.8348722222222223","0.9858658730158729","0.9858658730158729","0.9858658730158729","1","1","1","0.835040476190476","0.835040476190476","0.835040476190476","0.8456063492063496","0.8456063492063496","0.8456063492063496"
"70000","0.8322428571428572","0.8322428571428572","0.8322428571428572","0.9678142857142857","0.9678142857142857","0.9678142857142857","1","1","1","0.8357793650793652","0.8357793650793652","0.8357793650793652","0.8498444444444447","0.8498444444444447","0.8498444444444447"
"71000","0.8356246031746033","0.8356246031746033","0.8356246031746033","0.945415873015873","0.945415873015873","0.945415873015873","1","1","1","0.8295658730158728","0.8295658730158728","0.8295658730158728","0.8984674603174604","0.8984674603174604","0.8984674603174604"
"72000","0.8360023809523811","0.8360023809523811","0.8360023809523811","0.9921634920634921","0.9921634920634921","0.9921634920634921","1","1","1","0.8332246031746032","0.8332246031746032","0.8332246031746032","0.9481039682539683","0.9481039682539683","0.9481039682539683"
"73000","0.8258730158730159","0.8258730158730159","0.8258730158730159","0.9518349206349206","0.9518349206349206","0.9518349206349206","1","1","1","0.8283380952380949","0.8283380952380949","0.8283380952380949","0.8681230158730161","0.8681230158730161","0.8681230158730161"
"74000","0.8379039682539682","0.8379039682539682","0.8379039682539682","0.9693873015873016","0.9693873015873016","0.9693873015873016","1","1","1","0.8391809523809525","0.8391809523809525","0.8391809523809525","0.9784587301587302","0.9784587301587302","0.9784587301587302"
"75000","0.840418253968254","0.840418253968254","0.840418253968254","0.9415214285714285","0.9415214285714285","0.9415214285714285","1","1","1","0.8299746031746031","0.8299746031746031","0.8299746031746031","1","1","1"
"76000","0.8371301587301587","0.8371301587301587","0.8371301587301587","0.9774880952380952","0.9774880952380952","0.9774880952380952","1","1","1","0.8296809523809524","0.8296809523809524","0.8296809523809524","1","1","1"
"77000","0.8357373015873016","0.8357373015873016","0.8357373015873016","0.9756634920634921","0.9756634920634921","0.9756634920634921","1","1","1","0.835620634920635","0.835620634920635","0.835620634920635","0.9782436507936508","0.9782436507936508","0.9782436507936508"
"78000","0.8417841269841269","0.8417841269841269","0.8417841269841269","0.9804015873015873","0.9804015873015873","0.9804015873015873","1","1","1","0.8308738095238097","0.8308738095238097","0.8308738095238097","0.8626769841269843","0.8626769841269843","0.8626769841269843"
"79000","0.8299134920634924","0.8299134920634924","0.8299134920634924","0.9698984126984127","0.9698984126984127","0.9698984126984127","1","1","1","0.8375658730158727","0.8375658730158727","0.8375658730158727","0.9448634920634921","0.9448634920634921","0.9448634920634921"
"80000","0.835261111111111","0.835261111111111","0.835261111111111","0.9891960317460318","0.9891960317460318","0.9891960317460318","1","1","1","0.8328976190476188","0.8328976190476188","0.8328976190476188","1","1","1"
"81000","0.8377222222222223","0.8377222222222223","0.8377222222222223","0.9556444444444444","0.9556444444444444","0.9556444444444444","1","1","1","0.8340079365079368","0.8340079365079368","0.8340079365079368","1","1","1"
"82000","0.832704761904762","0.832704761904762","0.832704761904762","0.9564992063492063","0.9564992063492063","0.9564992063492063","1","1","1","0.833009523809524","0.833009523809524","0.833009523809524","1","1","1"
"83000","0.8222103174603175","0.8222103174603175","0.8222103174603175","0.9468079365079366","0.9468079365079366","0.9468079365079366","1","1","1","0.8314039682539683","0.8314039682539683","0.8314039682539683","1","1","1"
"84000","0.8303555555555555","0.8303555555555555","0.8303555555555555","0.9421277777777778","0.9421277777777778","0.9421277777777778","1","1","1","0.838611111111111","0.838611111111111","0.838611111111111","0.9981111111111112","0.9981111111111112","0.9981111111111112"
"85000","0.8357825396825399","0.8357825396825399","0.8357825396825399","0.980704761904762","0.980704761904762","0.980704761904762","1","1","1","0.8332460317460314","0.8332460317460314","0.8332460317460314","0.8987880952380952","0.8987880952380952","0.8987880952380952"
"86000","0.8333380952380954","0.8333380952380954","0.8333380952380954","0.9529087301587301","0.9529087301587301","0.9529087301587301","1","1","1","0.8331388888888889","0.8331388888888889","0.8331388888888889","0.8734031746031746","0.8734031746031746","0.8734031746031746"
"87000","0.8337428571428569","0.8337428571428569","0.8337428571428569","0.9662666666666666","0.9662666666666666","0.9662666666666666","1","1","1","0.8411404761904765","0.8411404761904765","0.8411404761904765","0.95085","0.95085","0.95085"
"88000","0.8375992063492064","0.8375992063492064","0.8375992063492064","0.969134126984127","0.969134126984127","0.969134126984127","1","1","1","0.8354785714285714","0.8354785714285714","0.8354785714285714","0.846123015873016","0.846123015873016","0.846123015873016"
"89000","0.8365833333333331","0.8365833333333331","0.8365833333333331","0.9670960317460318","0.9670960317460318","0.9670960317460318","1","1","1","0.8315785714285713","0.8315785714285713","0.8315785714285713","0.8658317460317462","0.8658317460317462","0.8658317460317462"
"90000","0.8323531746031744","0.8323531746031744","0.8323531746031744","0.9400325396825396","0.9400325396825396","0.9400325396825396","1","1","1","0.8383857142857142","0.8383857142857142","0.8383857142857142","0.8970428571428571","0.8970428571428571","0.8970428571428571"
"91000","0.8309968253968253","0.8309968253968253","0.8309968253968253","0.945188095238095","0.945188095238095","0.945188095238095","1","1","1","0.8376325396825399","0.8376325396825399","0.8376325396825399","0.8476888888888887","0.8476888888888887","0.8476888888888887"
"92000","0.8254261904761897","0.8254261904761897","0.8254261904761897","0.9715119047619047","0.9715119047619047","0.9715119047619047","1","1","1","0.8380325396825399","0.8380325396825399","0.8380325396825399","0.9651722222222222","0.9651722222222222","0.9651722222222222"
"93000","0.8399182539682537","0.8399182539682537","0.8399182539682537","0.9371746031746032","0.9371746031746032","0.9371746031746032","1","1","1","0.8290150793650793","0.8290150793650793","0.8290150793650793","0.8701500000000001","0.8701500000000001","0.8701500000000001"
"94000","0.8327968253968254","0.8327968253968254","0.8327968253968254","0.9648436507936509","0.9648436507936509","0.9648436507936509","1","1","1","0.8301007936507936","0.8301007936507936","0.8301007936507936","0.8326230158730155","0.8326230158730155","0.8326230158730155"
"95000","0.8343563492063489","0.8343563492063489","0.8343563492063489","0.9507150793650794","0.9507150793650794","0.9507150793650794","1","1","1","0.8294079365079364","0.8294079365079364","0.8294079365079364","0.8789420634920634","0.8789420634920634","0.8789420634920634"
"96000","0.840334126984127","0.840334126984127","0.840334126984127","0.9667746031746032","0.9667746031746032","0.9667746031746032","1","1","1","0.834157142857143","0.834157142857143","0.834157142857143","0.8872873015873014","0.8872873015873014","0.8872873015873014"
"97000","0.8375047619047616","0.8375047619047616","0.8375047619047616","0.9480714285714286","0.9480714285714286","0.9480714285714286","1","1","1","0.8362174603174602","0.8362174603174602","0.8362174603174602","0.8872841269841268","0.8872841269841268","0.8872841269841268"
"98000","0.8335936507936508","0.8335936507936508","0.8335936507936508","0.9608277777777778","0.9608277777777778","0.9608277777777778","1","1","1","0.8334619047619048","0.8334619047619048","0.8334619047619048","0.9433174603174602","0.9433174603174602","0.9433174603174602"
"99000","0.8294595238095238","0.8294595238095238","0.8294595238095238","0.9455928571428571","0.9455928571428571","0.9455928571428571","1","1","1","0.8383634920634919","0.8383634920634919","0.8383634920634919","0.9022087301587302","0.9022087301587302","0.9022087301587302"
"100000","0.8391468253968257","0.8391468253968257","0.8391468253968257","0.9479563492063492","0.9479563492063492","0.9479563492063492","1","1","1","0.8298769841269841","0.8298769841269841","0.8298769841269841","0.8550777777777783","0.8550777777777783","0.8550777777777783"
"101000","0.8366769841269841","0.8366769841269841","0.8366769841269841","0.9615785714285714","0.9615785714285714","0.9615785714285714","1","1","1","0.8322539682539682","0.8322539682539682","0.8322539682539682","0.9092698412698413","0.9092698412698413","0.9092698412698413"
"102000","0.8434666666666666","0.8434666666666666","0.8434666666666666","0.9493484126984126","0.9493484126984126","0.9493484126984126","1","1","1","0.8311865079365081","0.8311865079365081","0.8311865079365081","0.8604531746031742","0.8604531746031742","0.8604531746031742"
"103000","0.8327976190476191","0.8327976190476191","0.8327976190476191","0.9570063492063491","0.9570063492063491","0.9570063492063491","1","1","1","0.8363277777777778","0.8363277777777778","0.8363277777777778","0.8448301587301581","0.8448301587301581","0.8448301587301581"
"104000","0.8349690476190478","0.8349690476190478","0.8349690476190478","0.9411738095238095","0.9411738095238095","0.9411738095238095","1","1","1","0.8385055555555556","0.8385055555555556","0.8385055555555556","0.9575214285714285","0.9575214285714285","0.9575214285714285"
"105000","0.8392976190476195","0.8392976190476195","0.8392976190476195","0.9585634920634921","0.9585634920634921","0.9585634920634921","1","1","1","0.8361444444444445","0.8361444444444445","0.8361444444444445","1","1","1"
"106000","0.8297380952380953","0.8297380952380953","0.8297380952380953","0.9526238095238094","0.9526238095238094","0.9526238095238094","1","1","1","0.8323595238095238","0.8323595238095238","0.8323595238095238","0.8844817460317461","0.8844817460317461","0.8844817460317461"
"107000","0.8403563492063492","0.8403563492063492","0.8403563492063492","0.9635253968253967","0.9635253968253967","0.9635253968253967","1","1","1","0.8423190476190472","0.8423190476190472","0.8423190476190472","0.8659992063492064","0.8659992063492064","0.8659992063492064"
"108000","0.8402999999999998","0.8402999999999998","0.8402999999999998","0.954834126984127","0.954834126984127","0.954834126984127","1","1","1","0.8321904761904761","0.8321904761904761","0.8321904761904761","0.8477642857142856","0.8477642857142856","0.8477642857142856"
"109000","0.8331468253968256","0.8331468253968256","0.8331468253968256","0.949515873015873","0.949515873015873","0.949515873015873","1","1","1","0.8356944444444443","0.8356944444444443","0.8356944444444443","0.9726420634920635","0.9726420634920635","0.9726420634920635"
"110000","0.8385238095238094","0.8385238095238094","0.8385238095238094","0.9591182539682539","0.9591182539682539","0.9591182539682539","1","1","1","0.8310452380952379","0.8310452380952379","0.8310452380952379","0.9957531746031746","0.9957531746031746","0.9957531746031746"
"111000","0.834574603174603","0.834574603174603","0.834574603174603","0.9645642857142857","0.9645642857142857","0.9645642857142857","1","1","1","0.8331579365079366","0.8331579365079366","0.8331579365079366","0.9836873015873016","0.9836873015873016","0.9836873015873016"
"112000","0.8408468253968254","0.8408468253968254","0.8408468253968254","0.9465936507936507","0.9465936507936507","0.9465936507936507","1","1","1","0.8417619047619049","0.8417619047619049","0.8417619047619049","0.8505111111111114","0.8505111111111114","0.8505111111111114"
