step,slice0:throughputs,slice1:throughputs,slice0:drop_rates,slice1:drop_rates,slice0:death_rates,slice1:death_rates,slice0:queue_sizes,slice1:queue_sizes,slice0:urgent_packets,slice1:urgent_packets,slice0:latency_per_packet,slice1:latency_per_packet,slice0:resent,slice1:resent,link_capacity,learner:throughputs,learner:queue_sizes,learner:rho,learner:epsilon
0,2826,9707,0,0,0,1479,69.226,248.193,0.0,5.721,18.589582792207793,19.336829308191806,0,0,1.0,1000,0.0,0.0,1.0
0,2793,5467,0,0,0,6409,7.303,802.677,0.0,22.328,1.9797150793650795,52.79849841408594,0,0,1.0,1000,0.0,0.0,0.9549925860214595
0,2755,10943,0,0,0,1846,76.561,391.31,0.0,7.947,19.129198629148636,29.447573766511244,0,0,1.0,1000,0.0,0.0,0.9120108393559273
0,2731,11916,0,0,0,0,124.854,59.372,0.0,0.0,31.874277763902782,4.998087018537017,0,0,1.0,1000,0.0,0.0,0.8709635899560891
0,2728,12141,0,0,0,0,140.942,9.539,0.0,0.0,37.22489065656562,0.7860235361860362,0,0,1.0,1000,0.0,0.0,0.8317637711026817
0,2725,12025,0,0,0,0,389.146,3.906,0.0,0.0,106.76269325396828,0.3159852106227107,0,0,1.0,1000,0.0,0.0,0.7943282347242763
0,2335,12045,0,0,0,0,519.961,2.084,0.0,0.0,127.57665238095235,0.16547226107226112,0,0,1.0,1000,0.0,0.0,0.7585775750291908
0,2561,12015,0,0,0,0,1012.227,6.137,0.0,0.0,252.7197722222223,0.4931708263958262,0,0,1.0,1000,0.0,0.0,0.7244359600749786
0,2720,12064,0,0,0,0,1147.227,23.778,0.0,0.0,267.62250158730154,1.955442540792541,0,0,1.0,1000,0.0,0.0,0.6918309709189275
0,2108,11950,437,0,0,0,1446.685,0.895,0.0,0.0,392.35225714285724,0.07426146214896219,0,0,1.0,1000,0.0,0.0,0.6606934480075867
0,2253,12064,514,0,0,0,1465.864,4.947,0.0,0.0,471.4670416666667,0.3978179931179927,0,0,1.0,1000,0.0,0.0,0.6309573444801829
0,2110,12032,691,0,0,0,1487.812,1.352,0.0,0.0,485.66255674603195,0.1146505355755357,0,0,1.0,1000,0.0,0.0,0.6025595860743465
0,2678,11978,269,0,0,0,1463.579,3.032,0.0,0.0,499.356167171717,0.2514271769896769,0,0,1.0,1000,0.0,0.0,0.5754399373371473
0,2837,11974,98,0,0,0,1397.108,1.91,0.0,0.0,424.9303452380952,0.15352014235764244,0,0,1.0,1000,0.0,0.0,0.5495408738576189
0,2349,12058,319,0,0,0,1448.548,1.063,0.0,0.0,425.9136023809521,0.08369979187479194,0,0,1.0,1000,0.0,0.0,0.5248074602497619
0,2146,12024,630,0,0,0,1488.564,0.49,0.0,0.0,484.5984833333334,0.03813237734487733,0,0,1.0,1000,0.0,0.0,0.501187233627266
0,1391,11941,1406,0,0,0,1496.867,0.191,0.0,0.0,467.7213119047618,0.014707183094683095,0,0,1.0,1000,0.0,0.0,0.4786300923226434
0,1030,12003,1728,0,0,0,1498.078,0.145,0.0,0.0,527.8641833333332,0.011248373848373846,0,0,1.0,1000,0.0,0.0,0.4570881896148681
0,1768,11988,1092,0,0,0,1495.872,0.229,0.0,0.0,708.5038095238097,0.017667261904761894,0,0,1.0,1000,0.0,0.0,0.43651583224016205
0,2242,11960,575,0,0,0,1484.644,0.648,0.0,0.0,552.3650357142853,0.05169552808302811,0,0,1.0,1000,0.0,0.0,0.4168693834703309
