step,slice0:throughputs,slice1:throughputs,slice0:drop_rates,slice1:drop_rates,slice0:death_rates,slice1:death_rates,slice0:queue_sizes,slice1:queue_sizes,slice0:urgent_packets,slice1:urgent_packets,slice0:latency_per_packet,slice1:latency_per_packet,slice0:resent,slice1:resent,link_capacity,learner:throughputs,learner:queue_sizes,learner:rho,learner:epsilon
0,4723,7366,1168,0,0,0,1208.454,0.015,0.0,0.0,195.07279047619042,0.001952128427128427,0,0,1.0,1000,0.0,0.19999999999999718,0.29932440258347537
0,5497,7491,1939,0,0,0,1494.088,0.029,0.0,0.0,265.22371309523834,0.003063311688311688,0,0,1.0,1000,0.0,0.19999999999999718,0.29783114348415335
0,5868,7511,1525,0,0,0,1493.437,0.053,0.0,0.0,261.95194047619043,0.006215836940836941,0,0,1.0,1000,0.0,0.19999999999999718,0.2963453339035314
0,6359,7604,1097,0,0,0,1492.538,0.15,0.0,0.0,236.72805808080804,0.017841847041847034,0,0,1.0,1000,0.0,0.19999999999999718,0.29486693667772634
0,6357,7525,1085,0,0,0,1492.762,0.071,0.0,0.0,234.63472103174595,0.008037301587301588,0,0,1.0,1000,0.0,0.19999999999999718,0.2933959148282407
0,6412,7422,1036,0,0,0,1492.563,0.124,0.0,0.0,231.77701865079382,0.014381998556998546,0,0,1.0,1000,0.0,0.19999999999999718,0.29193223156105547
0,6450,7495,1029,0,0,0,1492.663,0.143,0.0,0.0,232.26483253968206,0.016752489177489165,0,0,1.0,1000,0.0,0.19999999999999718,0.29047585026569595
0,6627,7466,818,0,0,0,1491.965,0.124,0.0,0.0,226.400384920635,0.014649458874458864,0,0,1.0,1000,0.0,0.19999999999999718,0.28902673451435784
0,6856,7540,426,0,0,0,1489.819,0.187,0.0,0.0,219.1340884920638,0.022585425685425674,0,0,1.0,1000,0.0,0.19999999999999718,0.2875848480609365
0,6972,7500,416,0,0,0,1489.974,0.229,0.0,0.0,213.09445198412712,0.02703116883116882,0,0,1.0,1000,0.0,0.19999999999999718,0.2861501548401774
0,7219,7567,145,0,0,0,1479.092,0.316,0.0,0.0,205.80328095238076,0.03685800865800865,0,0,1.0,1000,0.0,0.19999999999999718,0.28472261896671347
0,7320,7409,25,0,0,0,1470.907,0.198,0.0,0.0,201.89207142857143,0.02393704906204904,0,0,1.0,1000,0.0,0.19999999999999718,0.2833022047342414
0,7387,7541,35,0,0,0,1474.429,0.244,0.0,0.0,200.12361785714273,0.028104076479076454,0,0,1.0,1000,0.0,0.19999999999999718,0.2818888766145527
0,7364,7429,0,0,0,0,1455.372,0.226,0.0,0.0,196.9701801587304,0.027786507936507922,0,0,1.0,1000,0.0,0.19999999999999718,0.28048259925671265
0,7342,7521,28,0,0,0,1468.334,0.27,0.0,0.0,199.97685999278502,0.032167460317460296,0,0,1.0,1000,0.0,0.19999999999999718,0.27908333748610675
0,7474,7520,0,0,0,0,1445.407,0.31,0.0,0.0,194.04150880230884,0.03681814574314576,0,0,1.0,1000,0.0,0.19999999999999718,0.2776910563036373
0,7479,7521,0,0,0,0,1362.3,0.336,0.0,0.0,185.80476345598836,0.03963373015873017,0,0,1.0,1000,0.0,0.19999999999999718,0.2763057208847786
0,7432,7472,0,0,0,0,1246.494,0.36,0.0,0.0,169.84537720057736,0.04205595238095237,0,0,1.0,1000,0.0,0.19999999999999718,0.2749272965787534
0,7313,7464,0,0,0,0,1255.235,0.258,0.0,0.0,169.32575299422817,0.030938888888888873,0,0,1.0,1000,0.0,0.19999999999999718,0.27355574890764417
0,7506,7496,0,0,0,0,1213.996,0.309,0.0,0.0,164.01875696248194,0.03745876623376621,0,0,1.0,1000,0.0,0.19999999999999718,0.2721910435655291
0,7411,7541,0,0,0,0,1314.947,0.26,0.0,0.0,175.81999657287162,0.030846031746031722,0,0,1.0,1000,0.0,0.19999999999999718,0.27083314641764944
0,7483,7561,0,0,0,0,1170.734,0.268,0.0,0.0,158.86620396825398,0.031773484848484815,0,0,1.0,1000,0.0,0.19999999999999718,0.2694820234995121
0,7401,7523,0,0,0,0,1118.113,0.32,0.0,0.0,151.0489777417027,0.03837597402597403,0,0,1.0,1000,0.0,0.19999999999999718,0.2681376410160846
0,7408,7385,0,0,0,0,1147.196,0.164,0.0,0.0,154.55529920634928,0.019767857142857143,0,0,1.0,1000,0.0,0.19999999999999718,0.2667999653409162
0,7411,7422,0,0,0,0,1148.521,0.335,0.0,0.0,155.7400428571428,0.04019761904761905,0,0,1.0,1000,0.0,0.19999999999999718,0.2654689630153261
0,7329,7455,0,0,0,0,1163.248,0.163,0.0,0.0,157.99946071428573,0.019449675324675314,0,0,1.0,1000,0.0,0.19999999999999718,0.2641446007475281
0,7321,7446,0,0,0,0,1143.668,0.149,0.0,0.0,156.2816654761905,0.017729401154401143,0,0,1.0,1000,0.0,0.19999999999999718,0.2628268454118476
0,7349,7537,0,0,0,0,1172.523,0.127,0.0,0.0,158.77012420634935,0.015213131313131293,0,0,1.0,1000,0.0,0.19999999999999718,0.261515664047844
0,7454,7582,0,0,0,0,1208.348,0.355,0.0,0.0,161.9160382034634,0.04252420634920635,0,0,1.0,1000,0.0,0.19999999999999718,0.2602110238595208
0,7388,7604,0,0,0,0,1087.165,0.391,0.0,0.0,146.66149512987025,0.04526558441558445,0,0,1.0,1000,0.0,0.19999999999999718,0.2589128922144894
0,7359,7520,0,0,0,0,1178.698,0.361,0.0,0.0,160.57717301587277,0.04312665945165947,0,0,1.0,1000,0.0,0.19999999999999718,0.25762123664315834
0,7646,7526,0,0,0,0,1022.24,0.376,0.0,0.0,139.01904682539694,0.045633441558441616,0,0,1.0,1000,0.0,0.19999999999999718,0.25633602483791645
0,7352,7510,0,0,0,0,868.653,0.376,0.0,0.0,118.8129787878788,0.04568134920634919,0,0,1.0,1000,0.0,0.19999999999999718,0.25505722465232494
0,7345,7535,0,0,0,0,831.244,0.39,0.0,0.0,112.80679332611837,0.04727579365079371,0,0,1.0,1000,0.0,0.19999999999999718,0.25378480410032794
0,7417,7474,0,0,0,0,838.748,0.262,0.0,0.0,113.17044422799418,0.03187806637806635,0,0,1.0,1000,0.0,0.19999999999999718,0.25251873135542857
0,7336,7447,0,0,0,0,866.081,0.239,0.0,0.0,117.4147174603174,0.02821951659451658,0,0,1.0,1000,0.0,0.19999999999999718,0.2512589747499125
0,7268,7503,0,0,0,0,848.949,0.403,0.0,0.0,114.1829134199133,0.04849686147186151,0,0,1.0,1000,0.0,0.19999999999999718,0.2500055027740398
0,7504,7552,0,0,0,0,966.89,0.431,0.0,0.0,130.53246204906205,0.051788203463203494,0,0,1.0,1000,0.0,0.19999999999999718,0.24875828407527403
0,7485,7494,0,0,0,0,926.838,0.244,0.0,0.0,124.46069047619048,0.029192857142857107,0,0,1.0,1000,0.0,0.19999999999999718,0.24751728745748058
0,7472,7740,0,0,0,0,868.992,0.455,0.0,0.0,117.37198409090905,0.053615295815295866,0,0,1.0,1000,0.0,0.19999999999999718,0.2462824818801665
0,7448,7417,0,0,0,0,751.708,0.253,0.0,0.0,102.56047103174592,0.03044736652236649,0,0,1.0,1000,0.0,0.19999999999999718,0.24505383645767956
0,7444,7491,0,0,0,0,655.977,0.258,0.0,0.0,88.23489047619054,0.030707323232323218,0,0,1.0,1000,0.0,0.19999999999999718,0.24383132045845712
0,7385,7392,0,0,0,0,702.724,0.246,0.0,0.0,94.77462976190475,0.029534126984126958,0,0,1.0,1000,0.0,0.19999999999999718,0.24261490330424787
0,7497,7438,0,0,0,0,707.121,0.234,0.0,0.0,95.2517943001444,0.028730988455988433,0,0,1.0,1000,0.0,0.19999999999999718,0.2414045545693513
0,7269,7377,0,0,0,0,657.499,0.183,0.0,0.0,89.2372571428572,0.02252063492063491,0,0,1.0,1000,0.0,0.19999999999999718,0.24020024397983938
0,7492,7557,0,0,0,0,708.305,0.291,0.0,0.0,95.71207142857136,0.03453621933621932,0,0,1.0,1000,0.0,0.19999999999999718,0.2390019414128353
0,7293,7552,0,0,0,0,648.07,0.345,0.0,0.0,88.00471111111106,0.04116825396825396,0,0,1.0,1000,0.0,0.19999999999999718,0.2378096168957164
0,7514,7447,0,0,0,0,645.919,0.265,0.0,0.0,87.57629790764796,0.032148015873015856,0,0,1.0,1000,0.0,0.19999999999999718,0.23662324060540474
0,7320,7440,0,0,0,0,600.5,0.327,0.0,0.0,81.23036042568543,0.038080988455988424,0,0,1.0,1000,0.0,0.19999999999999718,0.23544278286758769
0,7461,7565,0,0,0,0,615.434,0.319,0.0,0.0,83.35953452380954,0.03931984126984126,0,0,1.0,1000,0.0,0.19999999999999718,0.2342682141560009
0,7432,7526,0,0,0,0,581.474,0.274,0.0,0.0,78.62932817460315,0.03321150793650792,0,0,1.0,1000,0.0,0.19999999999999718,0.2330995050916828
0,7403,7462,0,0,0,0,486.016,0.291,0.0,0.0,66.31168838383839,0.03558412698412699,0,0,1.0,1000,0.0,0.19999999999999718,0.23193662644222082
0,7262,7607,0,0,0,0,483.807,0.388,0.0,0.0,65.10836706349198,0.045299206349206346,0,0,1.0,1000,0.0,0.19999999999999718,0.23077954912104795
0,7514,7423,0,0,0,0,587.721,0.306,0.0,0.0,79.4521974386724,0.03759285714285714,0,0,1.0,1000,0.0,0.19999999999999718,0.22962824418670802
0,7396,7516,0,0,0,0,458.017,0.26,0.0,0.0,62.49370079365082,0.031294119769119735,0,0,1.0,1000,0.0,0.19999999999999718,0.22848268284211126
0,7375,7530,0,0,0,0,518.387,0.434,0.0,0.0,70.10738892496393,0.05183253968253973,0,0,1.0,1000,0.0,0.19999999999999718,0.22734283643383796
0,7475,7435,0,0,0,0,423.728,0.226,0.0,0.0,56.93543214285715,0.027263888888888865,0,0,1.0,1000,0.0,0.19999999999999718,0.2262086764514171
0,7393,7443,0,0,0,0,392.298,0.355,0.0,0.0,53.364033333333346,0.04178535353535357,0,0,1.0,1000,0.0,0.19999999999999718,0.22508017452661067
0,7344,7490,0,0,0,0,477.605,0.286,0.0,0.0,64.93620000000003,0.034623629148629126,0,0,1.0,1000,0.0,0.19999999999999718,0.22395730243268816
0,7426,7601,0,0,0,0,439.981,0.38,0.0,0.0,59.20466547619045,0.044981132756132754,0,0,1.0,1000,0.0,0.19999999999999718,0.22284003208375455
0,7443,7536,0,0,0,0,380.589,0.295,0.0,0.0,51.23062045454545,0.03553928571428571,0,0,1.0,1000,0.0,0.19999999999999718,0.22172833553402124
0,7416,7495,0,0,0,0,370.155,0.353,0.0,0.0,50.278902777777766,0.04130198412698415,0,0,1.0,1000,0.0,0.19999999999999718,0.22062218497710567
0,7331,7507,0,0,0,0,342.723,0.189,0.0,0.0,46.60483412698415,0.022281024531024513,0,0,1.0,1000,0.0,0.19999999999999718,0.2195215527453679
0,7401,7453,0,0,0,0,411.118,0.3,0.0,0.0,54.92981645021649,0.03698452380952384,0,0,1.0,1000,0.0,0.19999999999999718,0.21842641130916385
0,7487,7327,0,0,0,0,411.337,0.216,0.0,0.0,55.52109642857136,0.02560595238095237,0,0,1.0,1000,0.0,0.19999999999999718,0.21733673327621392
0,7339,7443,0,0,0,0,412.148,0.248,0.0,0.0,56.02202005772004,0.030444588744588726,0,0,1.0,1000,0.0,0.19999999999999718,0.2162524913908828
0,7426,7384,0,0,0,0,398.015,0.226,0.0,0.0,53.74162738095239,0.026651587301587273,0,0,1.0,1000,0.0,0.19999999999999718,0.21517365853350823
0,7300,7486,0,0,0,0,348.439,0.232,0.0,0.0,47.15278928571423,0.027831746031746016,0,0,1.0,1000,0.0,0.19999999999999718,0.2141002077197143
0,7380,7471,0,0,0,0,399.099,0.297,0.0,0.0,53.6577392857143,0.03606121933621932,0,0,1.0,1000,0.0,0.19999999999999718,0.21303211209976086
0,7519,7522,0,0,0,0,435.997,0.381,0.0,0.0,58.56736111111101,0.04534018759018759,0,0,1.0,1000,0.0,0.19999999999999718,0.2119693449578301
0,7402,7518,0,0,0,0,409.272,0.308,0.0,0.0,55.45620692640692,0.037829797979797956,0,0,1.0,1000,0.0,0.19999999999999718,0.21091187971141323
0,7399,7509,0,0,0,0,445.504,0.248,0.0,0.0,59.92853968253965,0.030073051948051932,0,0,1.0,1000,0.0,0.19999999999999718,0.20985968991059295
0,7458,7502,0,0,0,0,412.765,0.348,0.0,0.0,55.32828571428577,0.04154704184704185,0,0,1.0,1000,0.0,0.19999999999999718,0.20881274923741008
0,7458,7366,0,0,0,0,379.703,0.28,0.0,0.0,51.86250137085139,0.03482301587301588,0,0,1.0,1000,0.0,0.19999999999999718,0.20777103150519924
0,7321,7488,0,0,0,0,346.844,0.433,0.0,0.0,46.5518485930736,0.05262380952380953,0,0,1.0,1000,0.0,0.19999999999999718,0.2067345106579364
0,7306,7494,0,0,0,0,406.557,0.212,0.0,0.0,55.64156825396822,0.025238600288600272,0,0,1.0,1000,0.0,0.19999999999999718,0.2057031607695878
0,7480,7437,0,0,0,0,425.24,0.227,0.0,0.0,57.09389848484845,0.02751428571428569,0,0,1.0,1000,0.0,0.19999999999999718,0.2046769560434469
0,7377,7427,0,0,0,0,433.092,0.295,0.0,0.0,58.57985443722939,0.03444570707070707,0,0,1.0,1000,0.0,0.19999999999999718,0.20365587081151915
