"Step","ofb-final-steps2M-Seed1 - slice0:incoming-traffic","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","static-final-steps2M-Seed1 - slice0:incoming-traffic","static-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","static-final-steps2M-Seed1 - slice0:incoming-traffic__MAX"
"1352010","12","12","12","","","","","",""
"1352070","9","9","9","","","","","",""
"1352110","","","","","","","10","10","10"
"1352160","9","9","9","","","","","",""
"1352320","","","","","","","10","10","10"
"1352480","","","","10","10","10","","",""
"1352510","","","","","","","8","8","8"
"1352530","8","8","8","","","","","",""
"1352580","11","11","11","","","","","",""
"1352610","","","","7","7","7","","",""
"1352620","","","","","","","8","8","8"
"1352690","","","","13","13","13","","",""
"1352730","","","","","","","10","10","10"
"1352780","","","","12","12","12","","",""
"1352850","","","","11","11","11","","",""
"1352880","","","","10","10","10","","",""
"1352970","","","","","","","8","8","8"
"1353030","","","","13","13","13","","",""
"1353050","6","6","6","","","","","",""
"1353060","8","8","8","","","","","",""
"1353070","11","11","11","","","","","",""
"1353170","9","9","9","","","","","",""
"1353200","8","8","8","7","7","7","","",""
"1353230","10","10","10","","","","","",""
"1353280","","","","8","8","8","","",""
"1353290","9","9","9","","","","","",""
"1353380","","","","7","7","7","","",""
"1353390","","","","5","5","5","","",""
"1353450","","","","","","","7","7","7"
"1353480","","","","","","","11","11","11"
"1353500","10","10","10","","","","","",""
"1353590","","","","","","","8","8","8"
"1353610","","","","9","9","9","","",""
"1353700","","","","7","7","7","","",""
"1353810","5","5","5","","","","","",""
"1353860","","","","","","","7","7","7"
"1353900","10","10","10","9","9","9","","",""
"1353920","","","","12","12","12","","",""
"1353950","","","","9","9","9","","",""
"1354070","5","5","5","","","","","",""
"1354100","8","8","8","9","9","9","","",""
"1354120","","","","","","","6","6","6"
"1354130","","","","6","6","6","5","5","5"
"1354160","","","","","","","14","14","14"
"1354210","5","5","5","","","","","",""
"1354260","","","","","","","9","9","9"
"1354300","10","10","10","","","","13","13","13"
"1354520","","","","","","","9","9","9"
"1354550","8","8","8","","","","","",""
"1354560","","","","7","7","7","","",""
"1354590","","","","","","","10","10","10"
"1354620","8","8","8","","","","","",""
"1354670","","","","4","4","4","","",""
"1354730","11","11","11","","","","","",""
"1354760","","","","8","8","8","10","10","10"
"1354780","","","","","","","8","8","8"
"1354810","6","6","6","","","","","",""
"1354920","","","","","","","7","7","7"
"1354940","11","11","11","","","","","",""
"1354970","9","9","9","","","","","",""
"1354990","","","","5","5","5","","",""
"1355010","11","11","11","","","","6","6","6"
"1355020","11","11","11","","","","","",""
"1355040","","","","","","","9","9","9"
"1355070","5","5","5","","","","","",""
"1355080","","","","7","7","7","","",""
"1355100","10","10","10","","","","","",""
"1355120","8","8","8","","","","","",""
"1355150","","","","7","7","7","","",""
"1355260","","","","","","","8","8","8"
"1355310","9","9","9","","","","","",""
"1355380","10","10","10","","","","","",""
"1355430","","","","8","8","8","","",""
"1355450","8","8","8","","","","","",""
"1355530","","","","","","","8","8","8"
"1355540","","","","","","","6","6","6"
"1355610","10","10","10","","","","","",""
"1355640","7","7","7","","","","","",""
"1355680","","","","","","","2","2","2"
"1355760","8","8","8","","","","","",""
"1355780","9","9","9","7","7","7","","",""
"1355790","","","","","","","8","8","8"
"1355810","","","","","","","5","5","5"
"1355890","","","","9","9","9","","",""
"1355900","","","","5","5","5","","",""
"1355940","9","9","9","","","","","",""
"1356050","","","","","","","9","9","9"
"1356070","8","8","8","","","","","",""
"1356260","","","","","","","8","8","8"
"1356280","","","","","","","7","7","7"
"1356310","","","","9","9","9","","",""
"1356400","","","","","","","12","12","12"
"1356500","8","8","8","","","","","",""
"1356510","","","","6","6","6","9","9","9"
"1356660","","","","5","5","5","","",""
"1356690","8","8","8","","","","","",""
"1356770","9","9","9","","","","","",""
"1356810","12","12","12","","","","","",""
"1356850","","","","13","13","13","","",""
"1356910","","","","","","","7","7","7"
"1356970","","","","11","11","11","","",""
"1356980","6","6","6","","","","","",""
"1357000","","","","","","","8","8","8"
"1357100","","","","","","","7","7","7"
"1357150","","","","9","9","9","","",""
"1357160","","","","9","9","9","","",""
"1357190","","","","9","9","9","","",""
"1357300","","","","","","","9","9","9"
"1357360","6","6","6","","","","","",""
"1357410","","","","10","10","10","9","9","9"
"1357450","","","","","","","9","9","9"
"1357500","10","10","10","","","","","",""
"1357530","","","","","","","6","6","6"
"1357610","","","","5","5","5","","",""
"1357690","7","7","7","","","","","",""
"1357740","","","","","","","4","4","4"
"1357810","","","","8","8","8","","",""
"1357820","11","11","11","","","","","",""
"1357880","6","6","6","","","","","",""
"1357940","","","","","","","11","11","11"
"1357960","10","10","10","","","","","",""
"1358010","","","","7","7","7","","",""
"1358020","","","","7","7","7","","",""
"1358150","","","","","","","6","6","6"
"1358180","10","10","10","","","","","",""
"1358210","","","","8","8","8","","",""
"1358270","10","10","10","","","","","",""
"1358290","4","4","4","","","","","",""
"1358370","7","7","7","","","","","",""
"1358410","","","","15","15","15","","",""
"1358450","7","7","7","","","","","",""
"1358540","12","12","12","","","","","",""
"1358550","10","10","10","","","","","",""
"1358560","","","","","","","8","8","8"
"1358570","","","","10","10","10","","",""
"1358630","","","","8","8","8","","",""
"1358700","12","12","12","","","","","",""
"1358740","","","","8","8","8","5","5","5"
"1358780","","","","5","5","5","","",""
"1358820","","","","","","","7","7","7"
"1358850","","","","","","","6","6","6"
"1358910","","","","","","","3","3","3"
"1358930","","","","","","","8","8","8"
"1358980","","","","","","","8","8","8"
"1359140","","","","9","9","9","","",""
"1359160","","","","","","","8","8","8"
"1359170","","","","","","","9","9","9"
"1359280","","","","5","5","5","","",""
"1359430","","","","10","10","10","","",""
"1359490","","","","11","11","11","","",""
"1359570","","","","","","","6","6","6"
"1359740","","","","","","","10","10","10"
"1359930","","","","7","7","7","","",""
"1359940","","","","9","9","9","","",""
"1359990","","","","9","9","9","","",""
"1360180","","","","","","","9","9","9"
"1360200","8","8","8","","","","","",""
"1360270","7","7","7","","","","","",""
"1360280","","","","","","","10","10","10"
"1360300","9","9","9","","","","","",""
"1360390","","","","7","7","7","","",""
"1360410","","","","8","8","8","","",""
"1360420","","","","","","","6","6","6"
"1360450","","","","","","","9","9","9"
"1360460","4","4","4","","","","","",""
"1360520","","","","","","","8","8","8"
"1360630","","","","12","12","12","","",""
"1360730","7","7","7","","","","","",""
"1360890","","","","","","","6","6","6"
"1360910","","","","","","","8","8","8"
"1361000","","","","6","6","6","","",""
"1361070","","","","8","8","8","","",""
"1361090","7","7","7","","","","","",""
"1361140","10","10","10","","","","","",""
"1361210","4","4","4","","","","","",""
"1361220","","","","10","10","10","","",""
"1361280","9","9","9","","","","","",""
"1361310","","","","","","","6","6","6"
"1361330","","","","","","","7","7","7"
"1361380","","","","","","","8","8","8"
"1361390","9","9","9","","","","","",""
"1361410","","","","","","","9","9","9"
"1361430","6","6","6","","","","","",""
"1361460","","","","","","","6","6","6"
"1361580","9","9","9","","","","","",""
"1361660","","","","","","","5","5","5"
"1361680","","","","","","","6","6","6"
"1361700","","","","6","6","6","","",""
"1361740","","","","8","8","8","8","8","8"
"1361750","","","","7","7","7","","",""
"1361810","","","","","","","7","7","7"
"1361860","","","","7","7","7","","",""
"1362040","10","10","10","","","","","",""
"1362070","10","10","10","","","","","",""
"1362090","","","","8","8","8","","",""
"1362220","","","","","","","10","10","10"
"1362250","","","","10","10","10","","",""
"1362300","8","8","8","7","7","7","","",""
"1362320","","","","7","7","7","","",""
"1362350","","","","7","7","7","","",""
"1362360","","","","6","6","6","","",""
"1362370","","","","9","9","9","","",""
"1362440","","","","","","","8","8","8"
"1362460","","","","","","","8","8","8"
"1362560","","","","7","7","7","","",""
"1362640","9","9","9","","","","","",""
"1362660","","","","9","9","9","","",""
"1362680","","","","10","10","10","","",""
"1362690","7","7","7","","","","","",""
"1362720","","","","6","6","6","","",""
"1362760","","","","11","11","11","","",""
"1362790","7","7","7","9","9","9","","",""
"1362840","5","5","5","","","","","",""
"1362880","","","","11","11","11","","",""
"1363040","","","","","","","8","8","8"
"1363060","","","","9","9","9","","",""
"1363190","","","","","","","12","12","12"
"1363360","","","","","","","5","5","5"
"1363370","8","8","8","","","","","",""
"1363430","","","","7","7","7","","",""
"1363440","","","","5","5","5","","",""
"1363530","8","8","8","","","","","",""
"1363560","","","","","","","10","10","10"
"1363600","9","9","9","","","","","",""
"1363610","","","","","","","6","6","6"
"1363800","9","9","9","","","","","",""
"1363820","9","9","9","","","","","",""
"1363990","7","7","7","","","","","",""
"1364060","","","","10","10","10","","",""
"1364160","","","","9","9","9","","",""
"1364190","","","","","","","10","10","10"
"1364240","","","","6","6","6","","",""
"1364280","11","11","11","","","","","",""
"1364360","10","10","10","6","6","6","","",""
"1364430","","","","","","","6","6","6"
"1364440","","","","","","","4","4","4"
"1364470","","","","","","","11","11","11"
"1364480","5","5","5","","","","","",""
"1364520","","","","9","9","9","","",""
"1364580","9","9","9","","","","","",""
"1364590","8","8","8","","","","","",""
"1364610","","","","9","9","9","","",""
"1364620","5","5","5","","","","7","7","7"
"1364640","","","","","","","6","6","6"
"1364730","","","","","","","4","4","4"
"1364760","","","","10","10","10","","",""
"1364780","9","9","9","","","","","",""
"1364790","8","8","8","","","","","",""
"1364800","","","","8","8","8","","",""
"1364850","8","8","8","","","","","",""
"1364910","","","","","","","12","12","12"
"1365090","","","","","","","6","6","6"
"1365150","","","","","","","7","7","7"
"1365220","","","","8","8","8","6","6","6"
"1365290","5","5","5","6","6","6","","",""
"1365330","","","","7","7","7","","",""
"1365360","","","","8","8","8","","",""
"1365440","9","9","9","","","","","",""
"1365610","","","","","","","8","8","8"
"1365620","","","","9","9","9","","",""
"1365630","6","6","6","","","","","",""
"1365670","","","","","","","5","5","5"
"1365680","","","","9","9","9","","",""
"1365780","","","","","","","7","7","7"
"1365800","11","11","11","","","","","",""
"1365810","4","4","4","","","","","",""
"1365820","5","5","5","","","","","",""
"1365830","","","","","","","7","7","7"
"1365890","","","","5","5","5","","",""
"1365910","","","","","","","11","11","11"
"1365950","","","","10","10","10","","",""
"1365960","10","10","10","","","","","",""
"1365970","","","","","","","4","4","4"
"1366050","10","10","10","","","","","",""
"1366080","","","","","","","9","9","9"
"1366130","11","11","11","","","","","",""
"1366140","","","","","","","11","11","11"
"1366190","","","","","","","9","9","9"
"1366260","","","","","","","14","14","14"
"1366280","","","","7","7","7","","",""
"1366360","","","","5","5","5","","",""
"1366450","","","","","","","6","6","6"
"1366500","","","","","","","7","7","7"
"1366560","","","","3","3","3","","",""
"1366610","7","7","7","","","","","",""
"1366630","","","","7","7","7","","",""
"1366650","12","12","12","","","","","",""
"1366660","","","","","","","5","5","5"
"1366690","","","","9","9","9","","",""
"1366790","5","5","5","","","","","",""
"1366960","","","","5","5","5","","",""
"1366980","","","","6","6","6","","",""
"1367140","","","","7","7","7","","",""
"1367220","7","7","7","","","","","",""
"1367250","","","","7","7","7","","",""
"1367270","","","","","","","8","8","8"
"1367330","","","","","","","11","11","11"
"1367380","8","8","8","","","","","",""
"1367450","10","10","10","","","","","",""
"1367490","","","","9","9","9","","",""
"1367560","10","10","10","","","","","",""
"1367570","12","12","12","","","","","",""
"1367650","","","","","","","5","5","5"
"1367750","","","","10","10","10","","",""
"1367950","","","","5","5","5","","",""
"1367960","","","","","","","8","8","8"
"1368060","","","","","","","11","11","11"
"1368080","","","","9","9","9","","",""
"1368210","","","","","","","9","9","9"
"1368220","9","9","9","","","","","",""
"1368270","","","","8","8","8","","",""
"1368290","","","","12","12","12","","",""
"1368300","","","","","","","7","7","7"
"1368370","9","9","9","5","5","5","","",""
"1368380","","","","","","","11","11","11"
"1368410","","","","","","","11","11","11"
"1368430","9","9","9","","","","","",""
"1368460","","","","7","7","7","","",""
"1368480","10","10","10","","","","","",""
"1368500","9","9","9","","","","","",""
"1368560","","","","8","8","8","","",""
"1368590","","","","10","10","10","","",""
"1368630","","","","","","","8","8","8"
"1368640","11","11","11","","","","","",""
"1368780","","","","","","","8","8","8"
"1368790","","","","11","11","11","","",""
"1368940","","","","","","","3","3","3"
"1368960","","","","8","8","8","","",""
"1369000","","","","","","","6","6","6"
"1369080","","","","","","","8","8","8"
"1369110","","","","","","","10","10","10"
"1369150","","","","8","8","8","7","7","7"
"1369200","14","14","14","","","","","",""
"1369330","","","","2","2","2","","",""
"1369370","","","","","","","11","11","11"
"1369460","9","9","9","","","","8","8","8"
"1369500","","","","","","","6","6","6"
"1369550","6","6","6","","","","","",""
"1369570","8","8","8","","","","","",""
"1369640","7","7","7","","","","","",""
"1369650","","","","9","9","9","","",""
"1369660","","","","7","7","7","","",""
"1369690","8","8","8","11","11","11","","",""
"1369740","","","","","","","12","12","12"
"1369750","11","11","11","","","","","",""
"1369760","8","8","8","","","","","",""
"1369770","","","","","","","12","12","12"
"1369790","10","10","10","","","","","",""
"1369810","7","7","7","","","","","",""
"1369870","","","","","","","12","12","12"
"1369880","","","","8","8","8","","",""
"1369890","","","","7","7","7","","",""
"1370050","4","4","4","","","","","",""
"1370080","","","","","","","4","4","4"
"1370120","9","9","9","","","","","",""
"1370150","","","","7","7","7","","",""
"1370200","","","","11","11","11","","",""
"1370300","8","8","8","","","","","",""
"1370430","10","10","10","","","","","",""
"1370550","","","","","","","8","8","8"
"1370570","9","9","9","","","","","",""
"1370710","","","","4","4","4","","",""
"1370760","","","","","","","5","5","5"
"1370890","","","","9","9","9","","",""
"1370930","9","9","9","","","","6","6","6"
"1371230","","","","11","11","11","","",""
"1371270","7","7","7","","","","","",""
"1371280","","","","6","6","6","","",""
"1371290","","","","","","","7","7","7"
"1371360","","","","8","8","8","","",""
"1371400","","","","","","","9","9","9"
"1371410","","","","8","8","8","","",""
"1371470","10","10","10","","","","","",""
"1371480","","","","","","","10","10","10"
"1371500","8","8","8","","","","","",""
"1371520","","","","","","","9","9","9"
"1371560","","","","","","","9","9","9"
"1371790","9","9","9","","","","","",""
"1371800","5","5","5","","","","","",""
"1371920","","","","5","5","5","","",""
"1371930","","","","","","","6","6","6"
"1371940","6","6","6","","","","","",""
"1371970","10","10","10","","","","","",""
"1372060","","","","8","8","8","","",""
"1372090","","","","","","","11","11","11"
"1372140","","","","","","","6","6","6"
"1372240","","","","","","","5","5","5"
"1372300","","","","7","7","7","","",""
"1372320","","","","7","7","7","","",""
"1372330","9","9","9","","","","","",""
"1372340","","","","4","4","4","","",""
"1372360","5","5","5","","","","","",""
"1372400","","","","10","10","10","","",""
"1372670","","","","8","8","8","","",""
"1372770","5","5","5","8","8","8","","",""
"1372790","9","9","9","","","","","",""
"1372840","6","6","6","","","","7","7","7"
"1372900","8","8","8","","","","","",""
"1372980","","","","8","8","8","","",""
"1372990","9","9","9","","","","","",""
"1373060","10","10","10","","","","","",""
"1373080","1","1","1","","","","","",""
"1373140","8","8","8","","","","","",""
"1373220","6","6","6","","","","","",""
"1373230","","","","8","8","8","","",""
"1373260","","","","6","6","6","","",""
"1373340","","","","7","7","7","","",""
"1373400","","","","6","6","6","","",""
"1373440","","","","","","","5","5","5"
"1373450","","","","7","7","7","","",""
"1373520","","","","4","4","4","","",""
"1373540","9","9","9","","","","","",""
"1373600","","","","","","","8","8","8"
"1373640","","","","5","5","5","","",""
"1373780","","","","","","","7","7","7"
"1373820","","","","8","8","8","","",""
"1374040","9","9","9","5","5","5","","",""
"1374050","8","8","8","","","","","",""
"1374060","","","","","","","5","5","5"
"1374080","","","","6","6","6","","",""
"1374090","","","","10","10","10","","",""
"1374130","8","8","8","","","","","",""
"1374190","","","","10","10","10","","",""
"1374210","","","","","","","8","8","8"
"1374220","11","11","11","","","","","",""
"1374310","","","","","","","7","7","7"
"1374320","8","8","8","","","","","",""
"1374540","","","","","","","10","10","10"
"1374630","","","","","","","5","5","5"
"1374660","","","","","","","10","10","10"
"1374750","","","","","","","9","9","9"
"1374770","","","","7","7","7","","",""
"1374970","","","","","","","9","9","9"
"1375000","10","10","10","","","","","",""
"1375030","","","","9","9","9","","",""
"1375060","","","","10","10","10","","",""
"1375090","","","","10","10","10","","",""
"1375220","7","7","7","","","","","",""
"1375230","","","","10","10","10","5","5","5"
"1375240","9","9","9","","","","","",""
"1375300","","","","","","","9","9","9"
"1375350","13","13","13","","","","","",""
"1375410","","","","9","9","9","","",""
"1375470","3","3","3","","","","","",""
"1375490","","","","9","9","9","","",""
"1375500","","","","6","6","6","","",""
"1375620","","","","12","12","12","","",""
"1375640","","","","6","6","6","","",""
"1375680","10","10","10","","","","","",""
"1375740","","","","","","","7","7","7"
"1375900","6","6","6","","","","","",""
"1375950","9","9","9","","","","","",""
"1375960","5","5","5","","","","","",""
"1376040","","","","","","","11","11","11"
"1376080","9","9","9","","","","","",""
"1376170","11","11","11","","","","","",""
"1376300","","","","7","7","7","","",""
"1376440","8","8","8","","","","","",""
"1376460","","","","6","6","6","","",""
"1376510","11","11","11","","","","","",""
"1376670","12","12","12","","","","","",""
"1376840","","","","11","11","11","10","10","10"
"1376900","8","8","8","","","","","",""
"1376930","","","","9","9","9","","",""
"1377010","","","","","","","8","8","8"
"1377020","8","8","8","","","","","",""
"1377150","","","","","","","9","9","9"
"1377220","","","","","","","9","9","9"
"1377290","","","","9","9","9","","",""
"1377330","11","11","11","","","","","",""
"1377350","","","","","","","5","5","5"
"1377370","7","7","7","","","","","",""
"1377390","","","","5","5","5","","",""
"1377440","","","","","","","11","11","11"
"1377530","12","12","12","","","","","",""
"1377680","5","5","5","","","","","",""
"1377710","","","","","","","8","8","8"
"1377720","","","","9","9","9","","",""
"1377750","8","8","8","","","","","",""
"1377790","7","7","7","","","","","",""
"1377810","","","","11","11","11","","",""
"1377850","5","5","5","","","","","",""
"1377870","9","9","9","","","","","",""
"1377900","5","5","5","","","","","",""
"1377930","","","","11","11","11","","",""
"1378030","","","","","","","8","8","8"
"1378060","","","","","","","8","8","8"
"1378120","10","10","10","","","","","",""
"1378130","","","","","","","8","8","8"
"1378150","","","","4","4","4","","",""
"1378170","9","9","9","","","","","",""
"1378200","","","","","","","6","6","6"
"1378220","","","","","","","8","8","8"
"1378270","9","9","9","","","","","",""
"1378280","","","","7","7","7","","",""
"1378420","","","","11","11","11","","",""
"1378650","4","4","4","","","","","",""
"1378770","","","","","","","8","8","8"
"1378800","","","","10","10","10","","",""
"1378900","","","","","","","11","11","11"
"1379000","","","","","","","7","7","7"
"1379080","10","10","10","","","","","",""
"1379120","","","","6","6","6","","",""
"1379130","","","","8","8","8","","",""
"1379150","","","","","","","4","4","4"
"1379200","","","","7","7","7","","",""
"1379220","","","","","","","6","6","6"
"1379250","9","9","9","","","","","",""
"1379310","","","","","","","9","9","9"
"1379370","","","","3","3","3","","",""
"1379430","","","","5","5","5","","",""
"1379550","","","","","","","6","6","6"
"1379680","","","","10","10","10","","",""
"1379730","","","","","","","8","8","8"
"1379750","","","","","","","6","6","6"
"1379820","10","10","10","","","","","",""
"1379950","","","","8","8","8","","",""
"1379980","","","","10","10","10","","",""
"1380020","5","5","5","","","","","",""
"1380140","11","11","11","","","","","",""
"1380210","6","6","6","","","","","",""
"1380290","","","","7","7","7","","",""
"1380370","8","8","8","","","","","",""
"1380490","","","","","","","10","10","10"
"1380560","","","","8","8","8","","",""
"1380590","","","","","","","9","9","9"
"1380640","","","","7","7","7","","",""
"1380670","","","","","","","5","5","5"
"1380700","8","8","8","4","4","4","","",""
"1380710","","","","11","11","11","","",""
"1380750","","","","9","9","9","","",""
"1380840","","","","9","9","9","","",""
"1380850","","","","6","6","6","","",""
"1380910","","","","","","","10","10","10"
"1380970","","","","8","8","8","","",""
"1380980","","","","5","5","5","","",""
"1381000","8","8","8","","","","","",""
"1381030","10","10","10","6","6","6","","",""
"1381170","","","","","","","8","8","8"
"1381240","","","","","","","11","11","11"
"1381270","","","","","","","1","1","1"
"1381290","8","8","8","","","","","",""
"1381330","8","8","8","","","","","",""
"1381340","","","","7","7","7","7","7","7"
"1381360","8","8","8","","","","","",""
"1381470","13","13","13","","","","","",""
"1381480","","","","10","10","10","","",""
"1381510","","","","","","","6","6","6"
"1381520","","","","9","9","9","","",""
"1381590","","","","3","3","3","","",""
"1381610","","","","8","8","8","","",""
"1381730","","","","","","","11","11","11"
"1381800","","","","","","","9","9","9"
"1381810","7","7","7","","","","","",""
"1381840","","","","10","10","10","","",""
"1381960","8","8","8","","","","","",""
"1382000","","","","","","","6","6","6"
"1382010","","","","6","6","6","","",""
"1382060","8","8","8","","","","","",""
"1382130","","","","3","3","3","","",""
"1382170","","","","","","","12","12","12"
"1382210","","","","9","9","9","","",""
"1382240","","","","4","4","4","","",""
"1382250","","","","8","8","8","9","9","9"
"1382280","5","5","5","","","","","",""
"1382310","","","","11","11","11","","",""
"1382360","8","8","8","8","8","8","","",""
"1382530","","","","9","9","9","","",""
"1382560","","","","8","8","8","","",""
"1382580","","","","9","9","9","","",""
"1382590","","","","","","","12","12","12"
"1382660","","","","8","8","8","","",""
"1382680","","","","9","9","9","","",""
"1382700","7","7","7","","","","","",""
"1382790","6","6","6","","","","6","6","6"
"1382820","11","11","11","","","","","",""
"1382870","10","10","10","8","8","8","","",""
"1382920","6","6","6","","","","","",""
"1383030","10","10","10","","","","6","6","6"
"1383060","","","","10","10","10","","",""
"1383110","","","","","","","5","5","5"
"1383130","","","","","","","10","10","10"
"1383200","","","","8","8","8","","",""
"1383240","","","","","","","11","11","11"
"1383370","","","","","","","8","8","8"
"1383390","","","","","","","8","8","8"
"1383410","","","","","","","9","9","9"
"1383450","5","5","5","","","","","",""
"1383510","","","","","","","10","10","10"
"1383530","","","","","","","7","7","7"
"1383610","","","","6","6","6","","",""
"1383640","","","","","","","8","8","8"
"1383670","","","","","","","11","11","11"
"1383740","","","","","","","6","6","6"
"1383750","9","9","9","","","","","",""
"1383790","","","","7","7","7","","",""
"1383930","11","11","11","","","","","",""
"1383980","","","","8","8","8","","",""
"1384070","","","","7","7","7","","",""
"1384150","","","","","","","8","8","8"
"1384170","7","7","7","","","","","",""
"1384220","7","7","7","","","","","",""
"1384230","","","","11","11","11","","",""
"1384280","7","7","7","","","","","",""
"1384370","","","","6","6","6","","",""
"1384420","","","","","","","9","9","9"
"1384560","","","","6","6","6","","",""
"1384600","11","11","11","","","","","",""
"1384610","","","","6","6","6","","",""
"1384670","10","10","10","","","","","",""
"1384700","14","14","14","","","","","",""
"1384710","","","","","","","9","9","9"
"1384820","","","","8","8","8","","",""
"1384850","8","8","8","6","6","6","","",""
"1384860","","","","8","8","8","","",""
"1384880","","","","4","4","4","","",""
"1384890","","","","9","9","9","8","8","8"
"1384930","","","","11","11","11","","",""
"1384980","","","","15","15","15","","",""
"1385080","","","","10","10","10","","",""
"1385130","","","","","","","9","9","9"
"1385170","","","","6","6","6","","",""
"1385210","","","","9","9","9","","",""
"1385220","5","5","5","10","10","10","","",""
"1385280","11","11","11","","","","","",""
"1385360","8","8","8","","","","","",""
"1385400","","","","7","7","7","","",""
"1385440","","","","","","","11","11","11"
"1385460","","","","8","8","8","","",""
"1385470","","","","11","11","11","","",""
"1385480","","","","9","9","9","","",""
"1385540","","","","","","","5","5","5"
"1385680","","","","7","7","7","","",""
"1385710","9","9","9","","","","","",""
"1385730","5","5","5","","","","","",""
"1385860","9","9","9","","","","","",""
"1385910","","","","","","","5","5","5"
"1385920","10","10","10","","","","","",""
"1386060","","","","","","","5","5","5"
"1386090","9","9","9","8","8","8","9","9","9"
"1386120","","","","3","3","3","","",""
"1386240","13","13","13","","","","","",""
"1386330","","","","6","6","6","","",""
"1386380","","","","12","12","12","","",""
"1386400","","","","9","9","9","","",""
"1386450","16","16","16","","","","","",""
"1386470","10","10","10","","","","","",""
"1386750","7","7","7","","","","","",""
"1386770","7","7","7","","","","","",""
"1386800","","","","6","6","6","","",""
"1386820","","","","","","","7","7","7"
"1386840","","","","9","9","9","","",""
"1386870","","","","8","8","8","","",""
"1386880","9","9","9","","","","","",""
"1387040","10","10","10","","","","7","7","7"
"1387050","","","","6","6","6","","",""
"1387090","","","","5","5","5","","",""
"1387100","","","","","","","6","6","6"
"1387150","","","","","","","6","6","6"
"1387160","","","","10","10","10","","",""
"1387250","","","","7","7","7","","",""
"1387270","","","","4","4","4","","",""
"1387350","6","6","6","","","","","",""
"1387400","","","","7","7","7","","",""
"1387410","7","7","7","","","","","",""
"1387420","7","7","7","","","","","",""
"1387510","8","8","8","","","","","",""
"1387520","","","","7","7","7","","",""
"1387540","7","7","7","","","","11","11","11"
"1387550","","","","11","11","11","","",""
"1387600","","","","12","12","12","","",""
"1387610","","","","7","7","7","","",""
"1387800","","","","","","","6","6","6"
"1387840","","","","","","","8","8","8"
"1387870","","","","7","7","7","","",""
"1387960","5","5","5","","","","4","4","4"
"1388020","","","","4","4","4","6","6","6"
"1388130","","","","6","6","6","","",""
"1388240","","","","9","9","9","10","10","10"
"1388430","6","6","6","","","","","",""
"1388440","","","","","","","5","5","5"
"1388470","7","7","7","","","","","",""
"1388490","","","","8","8","8","","",""
"1388540","","","","","","","9","9","9"
"1388610","","","","13","13","13","","",""
"1388680","","","","","","","11","11","11"
"1388700","","","","6","6","6","","",""
"1388720","","","","11","11","11","","",""
"1388800","","","","","","","7","7","7"
"1388830","","","","9","9","9","","",""
"1388860","","","","12","12","12","","",""
"1388870","","","","","","","8","8","8"
"1388900","","","","","","","10","10","10"
"1388940","","","","10","10","10","","",""
"1389000","8","8","8","","","","","",""
"1389040","10","10","10","","","","","",""
"1389100","8","8","8","","","","","",""
"1389120","","","","14","14","14","","",""
"1389130","","","","","","","6","6","6"
"1389210","","","","9","9","9","","",""
"1389250","8","8","8","","","","","",""
"1389260","","","","","","","8","8","8"
"1389290","6","6","6","","","","5","5","5"
"1389330","8","8","8","","","","","",""
"1389350","14","14","14","","","","","",""
"1389450","6","6","6","","","","","",""
"1389480","","","","11","11","11","","",""
"1389540","6","6","6","","","","","",""
"1389550","","","","","","","5","5","5"
"1389570","","","","12","12","12","","",""
"1389630","8","8","8","","","","","",""
"1389660","","","","11","11","11","","",""
"1389720","","","","5","5","5","","",""
"1389740","","","","12","12","12","","",""
"1389780","6","6","6","9","9","9","","",""
"1389980","7","7","7","","","","","",""
"1390050","","","","11","11","11","","",""
"1390100","","","","","","","9","9","9"
"1390180","6","6","6","","","","13","13","13"
"1390220","10","10","10","","","","","",""
"1390280","4","4","4","","","","","",""
"1390310","","","","6","6","6","","",""
"1390320","","","","","","","9","9","9"
"1390350","8","8","8","","","","","",""
"1390400","","","","","","","4","4","4"
"1390420","5","5","5","","","","","",""
"1390440","9","9","9","","","","","",""
"1390470","9","9","9","","","","","",""
"1390600","8","8","8","","","","","",""
"1390670","","","","","","","10","10","10"
"1390690","","","","9","9","9","","",""
"1390720","10","10","10","","","","","",""
"1390730","","","","","","","7","7","7"
"1390800","8","8","8","","","","8","8","8"
"1390810","","","","6","6","6","","",""
"1390860","","","","","","","7","7","7"
"1391030","10","10","10","","","","","",""
"1391040","","","","","","","6","6","6"
"1391140","6","6","6","","","","","",""
"1391270","","","","8","8","8","","",""
"1391280","","","","","","","8","8","8"
"1391290","8","8","8","","","","","",""
"1391350","","","","","","","10","10","10"
"1391370","","","","4","4","4","","",""
"1391380","11","11","11","","","","","",""
"1391390","6","6","6","","","","","",""
"1391400","","","","9","9","9","10","10","10"
"1391440","","","","6","6","6","","",""
"1391460","","","","","","","7","7","7"
"1391510","","","","8","8","8","","",""
"1391530","","","","","","","10","10","10"
"1391550","9","9","9","","","","","",""
"1391610","7","7","7","","","","","",""
