"Step","ofb-final-steps2M-Seed1 - learner:performance","ofb-final-steps2M-Seed1 - learner:performance__MIN","ofb-final-steps2M-Seed1 - learner:performance__MAX","dynamic-final-steps2M-Seed1 - learner:performance","dynamic-final-steps2M-Seed1 - learner:performance__MIN","dynamic-final-steps2M-Seed1 - learner:performance__MAX","static-final-steps2M-Seed1 - learner:performance","static-final-steps2M-Seed1 - learner:performance__MIN","static-final-steps2M-Seed1 - learner:performance__MAX"
"889000","0","0","0","-5.783557692307699","-5.783557692307699","-5.783557692307699","-46.918824764521226","-46.918824764521226","-46.918824764521226"
"890000","0","0","0","-5.802884615384624","-5.802884615384624","-5.802884615384624","-46.67594014913662","-46.67594014913662","-46.67594014913662"
"891000","0","0","0","-5.823653846153855","-5.823653846153855","-5.823653846153855","-46.50699784144432","-46.50699784144432","-46.50699784144432"
"892000","0","0","0","-5.846153846153855","-5.846153846153855","-5.846153846153855","-46.70393916797494","-46.70393916797494","-46.70393916797494"
"893000","0","0","0","-5.853076923076932","-5.853076923076932","-5.853076923076932","-46.62900510204087","-46.62900510204087","-46.62900510204087"
"894000","0","0","0","-5.861346153846163","-5.861346153846163","-5.861346153846163","-46.60226255886976","-46.60226255886976","-46.60226255886976"
"895000","0","0","0","-5.876153846153856","-5.876153846153856","-5.876153846153856","-45.768625196232385","-45.768625196232385","-45.768625196232385"
"896000","0","0","0","-5.885576923076934","-5.885576923076934","-5.885576923076934","-46.03199058084777","-46.03199058084777","-46.03199058084777"
"897000","0","0","0","-5.899038461538472","-5.899038461538472","-5.899038461538472","-45.62474352433285","-45.62474352433285","-45.62474352433285"
"898000","0","0","0","-5.904711538461548","-5.904711538461548","-5.904711538461548","-45.729166601255926","-45.729166601255926","-45.729166601255926"
"899000","0","0","0","-5.910096153846165","-5.910096153846165","-5.910096153846165","-45.62676275510209","-45.62676275510209","-45.62676275510209"
"900000","0","0","0","-5.918365384615396","-5.918365384615396","-5.918365384615396","-45.70782044740977","-45.70782044740977","-45.70782044740977"
"901000","0","0","0","-5.925865384615395","-5.925865384615395","-5.925865384615395","-46.073395211930965","-46.073395211930965","-46.073395211930965"
"902000","0","0","0","-5.935673076923086","-5.935673076923086","-5.935673076923086","-45.014550039246515","-45.014550039246515","-45.014550039246515"
"903000","0","0","0","-5.924326923076933","-5.924326923076933","-5.924326923076933","-41.71113854003144","-41.71113854003144","-41.71113854003144"
"904000","0","0","0","-5.921153846153854","-5.921153846153854","-5.921153846153854","-38.34028355573002","-38.34028355573002","-38.34028355573002"
"905000","0","0","0","-5.925096153846162","-5.925096153846162","-5.925096153846162","-38.655633437990616","-38.655633437990616","-38.655633437990616"
"906000","0","0","0","-5.9308653846153945","-5.9308653846153945","-5.9308653846153945","-38.37736656200946","-38.37736656200946","-38.37736656200946"
"907000","0","0","0","-5.941346153846165","-5.941346153846165","-5.941346153846165","-38.61386832810051","-38.61386832810051","-38.61386832810051"
"908000","0","0","0","-5.960769230769241","-5.960769230769241","-5.960769230769241","-38.866731357927826","-38.866731357927826","-38.866731357927826"
"909000","0","0","0","-5.982403846153858","-5.982403846153858","-5.982403846153858","-38.62326981946629","-38.62326981946629","-38.62326981946629"
"910000","0","0","0","-5.984423076923089","-5.984423076923089","-5.984423076923089","-38.51362774725279","-38.51362774725279","-38.51362774725279"
"911000","0","0","0","-5.984038461538473","-5.984038461538473","-5.984038461538473","-38.74326707221354","-38.74326707221354","-38.74326707221354"
"912000","0","0","0","-5.994038461538473","-5.994038461538473","-5.994038461538473","-39.27442307692312","-39.27442307692312","-39.27442307692312"
"913000","0","0","0","-5.989134615384628","-5.989134615384628","-5.989134615384628","-39.14076923076928","-39.14076923076928","-39.14076923076928"
"914000","0","0","0","-5.992596153846166","-5.992596153846166","-5.992596153846166","-38.89057692307697","-38.89057692307697","-38.89057692307697"
"915000","0","0","0","-5.992019230769242","-5.992019230769242","-5.992019230769242","-38.769126766091105","-38.769126766091105","-38.769126766091105"
"916000","0","0","0","-6.001730769230781","-6.001730769230781","-6.001730769230781","-38.79989599686033","-38.79989599686033","-38.79989599686033"
"917000","0","0","0","-6.012788461538474","-6.012788461538474","-6.012788461538474","-38.98729984301418","-38.98729984301418","-38.98729984301418"
"918000","0","0","0","-6.017403846153858","-6.017403846153858","-6.017403846153858","-38.90931907378341","-38.90931907378341","-38.90931907378341"
"919000","0","0","0","-6.0153846153846295","-6.0153846153846295","-6.0153846153846295","-38.684703689168025","-38.684703689168025","-38.684703689168025"
"920000","0","0","0","-6.030288461538475","-6.030288461538475","-6.030288461538475","-42.078019034536936","-42.078019034536936","-42.078019034536936"
"921000","0","0","0","-6.042211538461552","-6.042211538461552","-6.042211538461552","-45.75982025117745","-45.75982025117745","-45.75982025117745"
"922000","0","0","0","-6.050961538461551","-6.050961538461551","-6.050961538461551","-48.233737441130344","-48.233737441130344","-48.233737441130344"
"923000","0","0","0","-6.060000000000013","-6.060000000000013","-6.060000000000013","-46.184126766091104","-46.184126766091104","-46.184126766091104"
"924000","0","0","0","-6.075865384615396","-6.075865384615396","-6.075865384615396","-45.88521860282579","-45.88521860282579","-45.88521860282579"
"925000","0","0","0","-6.0844230769230885","-6.0844230769230885","-6.0844230769230885","-45.728776295133486","-45.728776295133486","-45.728776295133486"
"926000","0","0","0","-6.084519230769242","-6.084519230769242","-6.084519230769242","-45.579649529042435","-45.579649529042435","-45.579649529042435"
"927000","0","0","0","-6.0887500000000125","-6.0887500000000125","-6.0887500000000125","-45.01825726059658","-45.01825726059658","-45.01825726059658"
"928000","0","0","0","-6.102403846153858","-6.102403846153858","-6.102403846153858","-44.7438341836735","-44.7438341836735","-44.7438341836735"
"929000","0","0","0","-6.102884615384627","-6.102884615384627","-6.102884615384627","-45.666515894819504","-45.666515894819504","-45.666515894819504"
"930000","0","0","0","-6.1051923076923185","-6.1051923076923185","-6.1051923076923185","-47.26853551805341","-47.26853551805341","-47.26853551805341"
"931000","0","0","0","-6.104423076923087","-6.104423076923087","-6.104423076923087","-48.08355003924651","-48.08355003924651","-48.08355003924651"
"932000","0","0","0","-6.105673076923088","-6.105673076923088","-6.105673076923088","-47.94749234693882","-47.94749234693882","-47.94749234693882"
"933000","0","0","0","-6.114615384615396","-6.114615384615396","-6.114615384615396","-47.980088500784966","-47.980088500784966","-47.980088500784966"
"934000","0","0","0","-6.1334615384615505","-6.1334615384615505","-6.1334615384615505","-48.224607731554194","-48.224607731554194","-48.224607731554194"
"935000","0","0","0","-6.1282692307692415","-6.1282692307692415","-6.1282692307692415","-48.42095388540035","-48.42095388540035","-48.42095388540035"
"936000","0","0","0","-6.130192307692319","-6.130192307692319","-6.130192307692319","-48.13861950549453","-48.13861950549453","-48.13861950549453"
"937000","0","0","0","-6.136538461538473","-6.136538461538473","-6.136538461538473","-48.27563873626377","-48.27563873626377","-48.27563873626377"
"938000","0","0","0","-6.1343269230769355","-6.1343269230769355","-6.1343269230769355","-48.48381181318685","-48.48381181318685","-48.48381181318685"
"939000","0","0","0","-6.135576923076935","-6.135576923076935","-6.135576923076935","-48.825831043956086","-48.825831043956086","-48.825831043956086"
"940000","0","0","0","-6.127884615384628","-6.127884615384628","-6.127884615384628","-48.03163520408167","-48.03163520408167","-48.03163520408167"
"941000","0","0","0","-6.132019230769243","-6.132019230769243","-6.132019230769243","-47.27758653846156","-47.27758653846156","-47.27758653846156"
"942000","0","0","0","-6.122500000000013","-6.122500000000013","-6.122500000000013","-47.252875000000024","-47.252875000000024","-47.252875000000024"
"943000","0","0","0","-6.120000000000013","-6.120000000000013","-6.120000000000013","-47.546528846153876","-47.546528846153876","-47.546528846153876"
"944000","0","0","0","-6.121057692307705","-6.121057692307705","-6.121057692307705","-47.684605769230814","-47.684605769230814","-47.684605769230814"
"945000","0","0","0","-6.125961538461552","-6.125961538461552","-6.125961538461552","-47.66388284929361","-47.66388284929361","-47.66388284929361"
"946000","0","0","0","-6.127500000000014","-6.127500000000014","-6.127500000000014","-48.10811322605969","-48.10811322605969","-48.10811322605969"
"947000","0","0","0","-6.1205769230769365","-6.1205769230769365","-6.1205769230769365","-48.03475804552594","-48.03475804552594","-48.03475804552594"
"948000","-0.10866581632653073","-0.10866581632653073","-0.10866581632653073","-6.122019230769244","-6.122019230769244","-6.122019230769244","-48.112065737833625","-48.112065737833625","-48.112065737833625"
"949000","-0.10866581632653073","-0.10866581632653073","-0.10866581632653073","-6.129326923076935","-6.129326923076935","-6.129326923076935","-48.11360419937209","-48.11360419937209","-48.11360419937209"
"950000","-0.10866581632653073","-0.10866581632653073","-0.10866581632653073","-6.12971153846155","-6.12971153846155","-6.12971153846155","-48.31764266091056","-48.31764266091056","-48.31764266091056"
"951000","-0.10866581632653073","-0.10866581632653073","-0.10866581632653073","-6.127500000000014","-6.127500000000014","-6.127500000000014","-48.66927727629517","-48.66927727629517","-48.66927727629517"
"952000","-0.10866581632653073","-0.10866581632653073","-0.10866581632653073","-6.124807692307705","-6.124807692307705","-6.124807692307705","-48.735815737833626","-48.735815737833626","-48.735815737833626"
"953000","-0.10866581632653073","-0.10866581632653073","-0.10866581632653073","-6.118942307692321","-6.118942307692321","-6.118942307692321","-48.73014266091055","-48.73014266091055","-48.73014266091055"
"954000","-0.11670153061224502","-0.11670153061224502","-0.11670153061224502","-6.124807692307705","-6.124807692307705","-6.124807692307705","-48.485623430141324","-48.485623430141324","-48.485623430141324"
"955000","-0.14195663265306135","-0.14195663265306135","-0.14195663265306135","-6.128076923076938","-6.128076923076938","-6.128076923076938","-48.495733908948225","-48.495733908948225","-48.495733908948225"
"956000","-0.14195663265306135","-0.14195663265306135","-0.14195663265306135","-6.128365384615398","-6.128365384615398","-6.128365384615398","-48.42881083202515","-48.42881083202515","-48.42881083202515"
"957000","-0.5911989795918369","-0.5911989795918369","-0.5911989795918369","-6.127980769230783","-6.127980769230783","-6.127980769230783","-48.54419544740975","-48.54419544740975","-48.54419544740975"
"958000","-0.5919642857142858","-0.5919642857142858","-0.5919642857142858","-6.128365384615398","-6.128365384615398","-6.128365384615398","-48.743906985871284","-48.743906985871284","-48.743906985871284"
"959000","-0.8969464285714288","-0.8969464285714288","-0.8969464285714288","-6.13442307692309","-6.13442307692309","-6.13442307692309","-48.87438775510205","-48.87438775510205","-48.87438775510205"
"960000","-1.144698979591837","-1.144698979591837","-1.144698979591837","-6.141538461538473","-6.141538461538473","-6.141538461538473","-49.102556711146015","-49.102556711146015","-49.102556711146015"
"961000","-1.144698979591837","-1.144698979591837","-1.144698979591837","-6.138942307692321","-6.138942307692321","-6.138942307692321","-49.28246055729986","-49.28246055729986","-49.28246055729986"
"962000","-1.144698979591837","-1.144698979591837","-1.144698979591837","-6.143557692307704","-6.143557692307704","-6.143557692307704","-49.52726824960756","-49.52726824960756","-49.52726824960756"
"963000","-1.6799464285714287","-1.6799464285714287","-1.6799464285714287","-6.142692307692321","-6.142692307692321","-6.142692307692321","-49.475345172684484","-49.475345172684484","-49.475345172684484"
"964000","-1.6799464285714287","-1.6799464285714287","-1.6799464285714287","-6.152403846153859","-6.152403846153859","-6.152403846153859","-49.44854964678182","-49.44854964678182","-49.44854964678182"
"965000","-1.6799464285714287","-1.6799464285714287","-1.6799464285714287","-6.154134615384628","-6.154134615384628","-6.154134615384628","-49.50153041601259","-49.50153041601259","-49.50153041601259"
"966000","-1.8165810439560448","-1.8165810439560448","-1.8165810439560448","-6.168269230769243","-6.168269230769243","-6.168269230769243","-49.461241954474126","-49.461241954474126","-49.461241954474126"
"967000","-1.9204271978021992","-1.9204271978021992","-1.9204271978021992","-6.176730769230781","-6.176730769230781","-6.176730769230781","-49.39701118524334","-49.39701118524334","-49.39701118524334"
"968000","-2.0926387362637384","-2.0926387362637384","-2.0926387362637384","-6.177211538461552","-6.177211538461552","-6.177211538461552","-49.44383810832028","-49.44383810832028","-49.44383810832028"
"969000","-2.280619505494508","-2.280619505494508","-2.280619505494508","-6.176538461538474","-6.176538461538474","-6.176538461538474","-49.41778041601258","-49.41778041601258","-49.41778041601258"
"970000","-2.313504120879123","-2.313504120879123","-2.313504120879123","-6.191057692307705","-6.191057692307705","-6.191057692307705","-49.4569150313972","-49.4569150313972","-49.4569150313972"
"971000","-2.3554271978022","-2.3554271978022","-2.3554271978022","-6.198076923076936","-6.198076923076936","-6.198076923076936","-49.32442660910521","-49.32442660910521","-49.32442660910521"
"972000","-2.4231195054945074","-2.4231195054945074","-2.4231195054945074","-6.193076923076936","-6.193076923076936","-6.193076923076936","-49.55781161695452","-49.55781161695452","-49.55781161695452"
"973000","-2.547061813186816","-2.547061813186816","-2.547061813186816","-6.1892307692307815","-6.1892307692307815","-6.1892307692307815","-49.5838693092622","-49.5838693092622","-49.5838693092622"
"974000","-2.6029271978022006","-2.6029271978022006","-2.6029271978022006","-6.19317307692309","-6.19317307692309","-6.19317307692309","-49.69944623233911","-49.69944623233911","-49.69944623233911"
"975000","-2.6076387362637394","-2.6076387362637394","-2.6076387362637394","-6.191153846153859","-6.191153846153859","-6.191153846153859","-49.80588854003142","-49.80588854003142","-49.80588854003142"
"976000","-2.6076387362637394","-2.6076387362637394","-2.6076387362637394","-6.181826923076937","-6.181826923076937","-6.181826923076937","-49.17491974097333","-49.17491974097333","-49.17491974097333"
"977000","-3.4206693485086372","-3.4206693485086372","-3.4206693485086372","-6.178557692307705","-6.178557692307705","-6.178557692307705","-46.79866895604398","-46.79866895604398","-46.79866895604398"
"978000","-3.4206693485086372","-3.4206693485086372","-3.4206693485086372","-6.180865384615398","-6.180865384615398","-6.180865384615398","-44.972806907378356","-44.972806907378356","-44.972806907378356"
"979000","-3.4206693485086372","-3.4206693485086372","-3.4206693485086372","-6.175000000000012","-6.175000000000012","-6.175000000000012","-44.58567719780221","-44.58567719780221","-44.58567719780221"
"980000","-3.4206693485086372","-3.4206693485086372","-3.4206693485086372","-6.1693269230769365","-6.1693269230769365","-6.1693269230769365","-44.67798489010992","-44.67798489010992","-44.67798489010992"
"981000","-3.4206693485086372","-3.4206693485086372","-3.4206693485086372","-6.17846153846155","-6.17846153846155","-6.17846153846155","-44.19966679748826","-44.19966679748826","-44.19966679748826"
"982000","-3.4206693485086372","-3.4206693485086372","-3.4206693485086372","-6.183557692307704","-6.183557692307704","-6.183557692307704","-43.688747841444304","-43.688747841444304","-43.688747841444304"
"983000","-3.4206693485086372","-3.4206693485086372","-3.4206693485086372","-6.192884615384628","-6.192884615384628","-6.192884615384628","-43.295959379905845","-43.295959379905845","-43.295959379905845"
"984000","-3.472592425431714","-3.472592425431714","-3.472592425431714","-6.199903846153859","-6.199903846153859","-6.199903846153859","-43.23086322605968","-43.23086322605968","-43.23086322605968"
"985000","-3.4730731946624833","-3.4730731946624833","-3.4730731946624833","-6.204519230769243","-6.204519230769243","-6.204519230769243","-43.109805533751995","-43.109805533751995","-43.109805533751995"
"986000","-3.545573194662483","-3.545573194662483","-3.545573194662483","-6.207307692307706","-6.207307692307706","-6.207307692307706","-43.00824705651494","-43.00824705651494","-43.00824705651494"
"987000","-3.869130886970176","-3.869130886970176","-3.869130886970176","-6.204038461538476","-6.204038461538476","-6.204038461538476","-42.88108653846157","-42.88108653846157","-42.88108653846157"
"988000","-3.955380886970177","-3.955380886970177","-3.955380886970177","-6.19865384615386","-6.19865384615386","-6.19865384615386","-42.581476844584024","-42.581476844584024","-42.581476844584024"
"989000","-4.0084242543171165","-4.0084242543171165","-4.0084242543171165","-6.192884615384628","-6.192884615384628","-6.192884615384628","-42.55753453689171","-42.55753453689171","-42.55753453689171"
"990000","-4.219281397174259","-4.219281397174259","-4.219281397174259","-6.193173076923089","-6.193173076923089","-6.193173076923089","-42.487534536891715","-42.487534536891715","-42.487534536891715"
"991000","-4.219281397174259","-4.219281397174259","-4.219281397174259","-6.19317307692309","-6.19317307692309","-6.19317307692309","-42.46205376766095","-42.46205376766095","-42.46205376766095"
"992000","-4.219281397174259","-4.219281397174259","-4.219281397174259","-6.189326923076936","-6.189326923076936","-6.189326923076936","-42.38959929356361","-42.38959929356361","-42.38959929356361"
"993000","-5.855414050235482","-5.855414050235482","-5.855414050235482","-6.1886538461538585","-6.1886538461538585","-6.1886538461538585","-42.44306083202514","-42.44306083202514","-42.44306083202514"
"994000","-5.900894819466251","-5.900894819466251","-5.900894819466251","-6.186057692307704","-6.186057692307704","-6.186057692307704","-41.90344485871274","-41.90344485871274","-41.90344485871274"
"995000","-6.122625588697022","-6.122625588697022","-6.122625588697022","-6.177019230769244","-6.177019230769244","-6.177019230769244","-41.93552923861855","-41.93552923861855","-41.93552923861855"
"996000","-6.340510204081638","-6.340510204081638","-6.340510204081638","-6.173942307692321","-6.173942307692321","-6.173942307692321","-41.994161106750425","-41.994161106750425","-41.994161106750425"
"997000","-6.527914050235483","-6.527914050235483","-6.527914050235483","-6.176250000000014","-6.176250000000014","-6.176250000000014","-41.986714481946656","-41.986714481946656","-41.986714481946656"
"998000","-8.178036499215082","-8.178036499215082","-8.178036499215082","-6.177307692307705","-6.177307692307705","-6.177307692307705","-41.84440678963896","-41.84440678963896","-41.84440678963896"
"999000","-8.402748037676622","-8.402748037676622","-8.402748037676622","-6.1798076923077065","-6.1798076923077065","-6.1798076923077065","-41.95517602040819","-41.95517602040819","-41.95517602040819"
"1000000","-8.811209576138161","-8.811209576138161","-8.811209576138161","-6.180000000000014","-6.180000000000014","-6.180000000000014","-42.79914717425435","-42.79914717425435","-42.79914717425435"
"1001000","-9.675386109523252","-9.675386109523252","-9.675386109523252","-8.686917440575746","-8.686917440575746","-8.686917440575746","-44.66371492346941","-44.66371492346941","-44.66371492346941"
"1002000","-9.871799153001515","-9.871799153001515","-9.871799153001515","-8.8311563097229","-8.8311563097229","-8.8311563097229","-45.81892285616173","-45.81892285616173","-45.81892285616173"
"1003000","-10.14386437039282","-10.14386437039282","-10.14386437039282","-8.970466510391796","-8.970466510391796","-8.970466510391796","-46.505735669706866","-46.505735669706866","-46.505735669706866"
"1004000","-10.368973066044992","-10.368973066044992","-10.368973066044992","-9.12172487159581","-9.12172487159581","-9.12172487159581","-47.378125480982554","-47.378125480982554","-47.378125480982554"
"1005000","-10.424516544305861","-10.424516544305861","-10.424516544305861","-9.185198951863368","-9.185198951863368","-9.185198951863368","-48.624147802411116","-48.624147802411116","-48.624147802411116"
"1006000","-10.424516544305861","-10.424516544305861","-10.424516544305861","-9.816938044971346","-9.816938044971346","-9.816938044971346","-49.446764836871225","-49.446764836871225","-49.446764836871225"
"1007000","-10.424516544305861","-10.424516544305861","-10.424516544305861","-10.157198384495949","-10.157198384495949","-10.157198384495949","-50.555834327648306","-50.555834327648306","-50.555834327648306"
"1008000","-10.424516544305861","-10.424516544305861","-10.424516544305861","-10.181307916268526","-10.181307916268526","-10.181307916268526","-51.170123475999965","-51.170123475999965","-51.170123475999965"
"1009000","-10.42451654430586","-10.42451654430586","-10.42451654430586","-10.28282965539896","-10.28282965539896","-10.28282965539896","-52.253713105120845","-52.253713105120845","-52.253713105120845"
"1010000","-10.42451654430586","-10.42451654430586","-10.42451654430586","-10.338297882823708","-10.338297882823708","-10.338297882823708","-53.376556383736634","-53.376556383736634","-53.376556383736634"
"1011000","-10.42451654430586","-10.42451654430586","-10.42451654430586","-10.31083132763976","-10.31083132763976","-10.31083132763976","-54.06663000072523","-54.06663000072523","-54.06663000072523"
"1012000","-11.56066609787729","-11.56066609787729","-11.56066609787729","-10.392758585164845","-10.392758585164845","-10.392758585164845","-53.742260845036206","-53.742260845036206","-53.742260845036206"
"1013000","-14.861717437163007","-14.861717437163007","-14.861717437163007","-10.443987682154809","-10.443987682154809","-10.443987682154809","-54.8101603090233","-54.8101603090233","-54.8101603090233"
"1014000","-14.861717437163007","-14.861717437163007","-14.861717437163007","-10.49834386944578","-10.49834386944578","-10.49834386944578","-55.939765906550775","-55.939765906550775","-55.939765906550775"
"1015000","-14.869760915423877","-14.869760915423877","-14.869760915423877","-10.56254955506451","-10.56254955506451","-10.56254955506451","-57.12734437495737","-57.12734437495737","-57.12734437495737"
"1016000","-14.973347871945617","-14.973347871945617","-14.973347871945617","-10.588828819278557","-10.588828819278557","-10.588828819278557","-57.145665198834585","-57.145665198834585","-57.145665198834585"
"1017000","-15.024434828467356","-15.024434828467356","-15.024434828467356","-10.637403233994275","-10.637403233994275","-10.637403233994275","-58.75736023884892","-58.75736023884892","-58.75736023884892"
"1018000","-15.04845656759779","-15.04845656759779","-15.04845656759779","-10.712227648709995","-10.712227648709995","-10.712227648709995","-60.62357074709068","-60.62357074709068","-60.62357074709068"
"1019000","-15.174760915423878","-15.174760915423878","-15.174760915423878","-10.745848050047787","-10.745848050047787","-10.745848050047787","-63.292531942145615","-63.292531942145615","-63.292531942145615"
"1020000","-15.26921743716301","-15.26921743716301","-15.26921743716301","-10.781307916268522","-10.781307916268522","-10.781307916268522","-63.35378991408439","-63.35378991408439","-63.35378991408439"
"1021000","-15.505739176293439","-15.505739176293439","-15.505739176293439","-10.806466779144776","-10.806466779144776","-10.806466779144776","-62.361288319696634","-62.361288319696634","-62.361288319696634"
"1022000","-15.663239176293443","-15.663239176293443","-15.663239176293443","-10.81168835105113","-10.81168835105113","-10.81168835105113","-62.66972486306398","-62.66972486306398","-62.66972486306398"
"1023000","-16.366986944150586","-16.366986944150586","-16.366986944150586","-10.840112264094607","-10.840112264094607","-10.840112264094607","-66.27582565289916","-66.27582565289916","-66.27582565289916"
"1024000","-16.57120152101394","-16.57120152101394","-16.57120152101394","-10.860906578475879","-10.860906578475879","-10.860906578475879","-68.69307633971233","-68.69307633971233","-68.69307633971233"
"1025000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.866399889512667","-10.866399889512667","-10.866399889512667","-72.16869344136069","-72.16869344136069","-72.16869344136069"
"1026000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.874715106903972","-10.874715106903972","-10.874715106903972","-75.77013918311893","-75.77013918311893","-75.77013918311893"
"1027000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.865567949713336","-10.865567949713336","-10.865567949713336","-78.25208752495566","-78.25208752495566","-78.25208752495566"
"1028000","-16.583610003156792","-16.583610003156792","-16.583610003156792","-10.830358919613001","-10.830358919613001","-10.830358919613001","-81.91472402907654","-81.91472402907654","-81.91472402907654"
"1029000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.814710926301963","-10.814710926301963","-10.814710926301963","-84.40148016133713","-84.40148016133713","-84.40148016133713"
"1030000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.795384003225038","-10.795384003225038","-10.795384003225038","-86.25885803123509","-86.25885803123509","-86.25885803123509"
"1031000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.78609052496417","-10.78609052496417","-10.78609052496417","-87.31921988366838","-87.31921988366838","-87.31921988366838"
"1032000","-16.583610003156792","-16.583610003156792","-16.583610003156792","-10.767440859412332","-10.767440859412332","-10.767440859412332","-87.7459846501519","-87.7459846501519","-87.7459846501519"
"1033000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.760225140348787","-10.760225140348787","-10.760225140348787","-87.61108498460007","-87.61108498460007","-87.61108498460007"
"1034000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.729627314261826","-10.729627314261826","-10.729627314261826","-88.88418564005873","-88.88418564005873","-88.88418564005873"
"1035000","-16.583610003156796","-16.583610003156796","-16.583610003156796","-10.708724304228383","-10.708724304228383","-10.708724304228383","-90.27512537220156","-90.27512537220156","-90.27512537220156"
"1036000","-16.587740437939402","-16.587740437939402","-16.587740437939402","-10.698076310917346","-10.698076310917346","-10.698076310917346","-90.82915085147773","-90.82915085147773","-90.82915085147773"
"1037000","-16.587740437939402","-16.587740437939402","-16.587740437939402","-10.695350558408986","-10.695350558408986","-10.695350558408986","-90.96842342672856","-90.96842342672856","-90.96842342672856"
"1038000","-16.59980565533071","-16.59980565533071","-16.59980565533071","-10.667833836000959","-10.667833836000959","-10.667833836000959","-91.07508203578256","-91.07508203578256","-91.07508203578256"
"1039000","-16.616762177069837","-16.616762177069837","-16.616762177069837","-10.619756912924037","-10.619756912924037","-10.619756912924037","-91.47657812393354","-91.47657812393354","-91.47657812393354"
"1040000","-16.638392611852446","-16.638392611852446","-16.638392611852446","-10.588118116937414","-10.588118116937414","-10.588118116937414","-91.67957143497034","-91.67957143497034","-91.67957143497034"
"1041000","-16.652305655330707","-16.652305655330707","-16.652305655330707","-10.537670792522697","-10.537670792522697","-10.537670792522697","-91.70244350854892","-91.70244350854892","-91.70244350854892"
"1042000","-16.66654478576549","-16.66654478576549","-16.66654478576549","-10.484238518275205","-10.484238518275205","-10.484238518275205","-91.7589462110095","-91.7589462110095","-91.7589462110095"
"1043000","-16.690349133591575","-16.690349133591575","-16.690349133591575","-10.421450056736743","-10.421450056736743","-10.421450056736743","-92.18670441544093","-92.18670441544093","-92.18670441544093"
"1044000","-16.70958826402636","-16.70958826402636","-16.70958826402636","-10.361993534997616","-10.361993534997616","-10.361993534997616","-92.75674514644905","-92.75674514644905","-92.75674514644905"
"1045000","-16.737305655330704","-16.737305655330704","-16.737305655330704","-10.298820458074537","-10.298820458074537","-10.298820458074537","-92.8654033619719","-92.8654033619719","-92.8654033619719"
"1046000","-16.76437087272201","-16.76437087272201","-16.76437087272201","-10.238628150382231","-10.238628150382231","-10.238628150382231","-92.80521505251349","-92.80521505251349","-92.80521505251349"
"1047000","-16.791653481417665","-16.791653481417665","-16.791653481417665","-10.185166611920693","-10.185166611920693","-10.185166611920693","-92.71491822977099","-92.71491822977099","-92.71491822977099"
"1048000","-16.697987665091134","-16.697987665091134","-16.697987665091134","-10.122281996536076","-10.122281996536076","-10.122281996536076","-92.98784883177768","-92.98784883177768","-92.98784883177768"
"1049000","-16.70200940422157","-16.70200940422157","-16.70200940422157","-10.056512765766845","-10.056512765766845","-10.056512765766845","-93.02976772809875","-93.02976772809875","-93.02976772809875"
"1050000","-16.702226795525917","-16.702226795525917","-16.702226795525917","-9.996608919613","-9.996608919613","-9.996608919613","-93.20601721298887","-93.20601721298887","-93.20601721298887"
"1051000","-16.702878969438956","-16.702878969438956","-16.702878969438956","-9.931705073459153","-9.931705073459153","-9.931705073459153","-94.10056838057126","-94.10056838057126","-94.10056838057126"
"1052000","-16.70287896943896","-16.70287896943896","-16.70287896943896","-9.869301227305307","-9.869301227305307","-9.869301227305307","-94.48783607347619","-94.48783607347619","-94.48783607347619"
"1053000","-16.702878969438956","-16.702878969438956","-16.702878969438956","-9.80689738115146","-9.80689738115146","-9.80689738115146","-95.30094763582689","-95.30094763582689","-95.30094763582689"
"1054000","-16.694843255153245","-16.694843255153245","-16.694843255153245","-9.738628150382228","-9.738628150382228","-9.738628150382228","-95.8136049459081","-95.8136049459081","-95.8136049459081"
"1055000","-16.66958815311243","-16.66958815311243","-16.66958815311243","-9.676320458074535","-9.676320458074535","-9.676320458074535","-96.05566222868745","-96.05566222868745","-96.05566222868745"
"1056000","-16.66958815311243","-16.66958815311243","-16.66958815311243","-9.616897381151459","-9.616897381151459","-9.616897381151459","-96.52517776410312","-96.52517776410312","-96.52517776410312"
"1057000","-16.220345806173654","-16.220345806173654","-16.220345806173654","-9.548531996536074","-9.548531996536074","-9.548531996536074","-96.83435453637976","-96.83435453637976","-96.83435453637976"
"1058000","-16.219580500051208","-16.219580500051208","-16.219580500051208","-9.486993534997612","-9.486993534997612","-9.486993534997612","-96.87512794775101","-96.87512794775101","-96.87512794775101"
"1059000","-15.914598357194063","-15.914598357194063","-15.914598357194063","-9.418243534997611","-9.418243534997611","-9.418243534997611","-96.85195487082792","-96.85195487082792","-96.85195487082792"
"1060000","-15.666845806173653","-15.666845806173653","-15.666845806173653","-9.351128150382227","-9.351128150382227","-9.351128150382227","-96.72156601511841","-96.72156601511841","-96.72156601511841"
