"Step","ofb-final-steps2M-Seed1 - slice1:latency_per_packet","ofb-final-steps2M-Seed1 - slice1:latency_per_packet__MIN","ofb-final-steps2M-Seed1 - slice1:latency_per_packet__MAX","dynamic-final-steps2M-Seed1 - slice1:latency_per_packet","dynamic-final-steps2M-Seed1 - slice1:latency_per_packet__MIN","dynamic-final-steps2M-Seed1 - slice1:latency_per_packet__MAX","static-final-steps2M-Seed1 - slice1:latency_per_packet","static-final-steps2M-Seed1 - slice1:latency_per_packet__MIN","static-final-steps2M-Seed1 - slice1:latency_per_packet__MAX"
"577310","","","","0.125","0.125","0.125","","",""
"577340","","","","","","","2.857142857142857","2.857142857142857","2.857142857142857"
"577610","","","","0","0","0","5.857142857142857","5.857142857142857","5.857142857142857"
"577670","","","","","","","12.833333333333334","12.833333333333334","12.833333333333334"
"577700","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","",""
"577810","","","","0","0","0","","",""
"577820","3.5714285714285716","3.5714285714285716","3.5714285714285716","","","","","",""
"577850","4","4","4","","","","","",""
"577950","","","","","","","41.666666666666664","41.666666666666664","41.666666666666664"
"578050","7.857142857142857","7.857142857142857","7.857142857142857","","","","21.375","21.375","21.375"
"578060","8","8","8","","","","","",""
"578180","7.857142857142857","7.857142857142857","7.857142857142857","","","","","",""
"578200","8.875","8.875","8.875","","","","","",""
"578230","7.571428571428571","7.571428571428571","7.571428571428571","","","","","",""
"578270","8","8","8","","","","","",""
"578290","","","","","","","0","0","0"
"578330","","","","","","","0.25","0.25","0.25"
"578560","","","","0","0","0","","",""
"578660","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","",""
"578670","4.142857142857143","4.142857142857143","4.142857142857143","","","","","",""
"578720","","","","","","","8.25","8.25","8.25"
"578810","","","","0","0","0","","",""
"578830","3","3","3","","","","0","0","0"
"578840","","","","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285"
"578880","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","",""
"578910","","","","","","","0","0","0"
"579060","","","","","","","8.5","8.5","8.5"
"579080","3.857142857142857","3.857142857142857","3.857142857142857","","","","","",""
"579170","","","","0","0","0","","",""
"579200","","","","0","0","0","","",""
"579310","1.2857142857142858","1.2857142857142858","1.2857142857142858","0","0","0","","",""
"579330","","","","1","1","1","","",""
"579390","","","","0","0","0","","",""
"579420","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"579620","","","","0","0","0","","",""
"579680","","","","","","","70","70","70"
"579690","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","",""
"579720","2","2","2","","","","","",""
"579730","","","","","","","70","70","70"
"579790","","","","","","","70","70","70"
"579800","","","","0","0","0","","",""
"579810","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143"
"579860","0","0","0","","","","","",""
"579960","","","","","","","0","0","0"
"580010","","","","0","0","0","","",""
"580030","0.5","0.5","0.5","","","","","",""
"580060","1","1","1","","","","","",""
"580240","5.142857142857143","5.142857142857143","5.142857142857143","","","","","",""
"580380","","","","1","1","1","","",""
"580570","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"580630","1","1","1","","","","","",""
"580660","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222","","",""
"580740","","","","0.125","0.125","0.125","","",""
"580750","0.42857142857142855","0.42857142857142855","0.42857142857142855","0.2857142857142857","0.2857142857142857","0.2857142857142857","","",""
"580900","","","","0","0","0","","",""
"580970","","","","0.25","0.25","0.25","","",""
"581160","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"581170","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"581270","","","","","","","0","0","0"
"581290","","","","","","","0","0","0"
"581400","","","","","","","0","0","0"
"581450","4.428571428571429","4.428571428571429","4.428571428571429","","","","","",""
"581470","","","","","","","0","0","0"
"581510","4.714285714285714","4.714285714285714","4.714285714285714","","","","","",""
"581640","","","","","","","0","0","0"
"581650","","","","0","0","0","","",""
"581700","","","","0","0","0","","",""
"581790","","","","","","","0","0","0"
"581800","","","","","","","0","0","0"
"581870","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","",""
"581900","4.285714285714286","4.285714285714286","4.285714285714286","","","","","",""
"581920","","","","0","0","0","","",""
"582150","5.428571428571429","5.428571428571429","5.428571428571429","","","","","",""
"582160","","","","0.25","0.25","0.25","","",""
"582260","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","",""
"582280","","","","","","","0","0","0"
"582290","","","","0","0","0","","",""
"582400","","","","0","0","0","","",""
"582510","","","","","","","0","0","0"
"582660","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335"
"582670","","","","0","0","0","","",""
"582690","","","","","","","6.714285714285714","6.714285714285714","6.714285714285714"
"582740","","","","","","","14.166666666666666","14.166666666666666","14.166666666666666"
"582800","3.375","3.375","3.375","","","","","",""
"582920","","","","0.125","0.125","0.125","","",""
"582960","","","","0","0","0","","",""
"583150","","","","0","0","0","","",""
"583220","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","","",""
"583290","0","0","0","","","","","",""
"583300","","","","0","0","0","","",""
"583390","","","","0","0","0","","",""
"583410","","","","0","0","0","","",""
"583420","","","","","","","0","0","0"
"583440","0","0","0","","","","","",""
"583450","0","0","0","","","","","",""
"583540","","","","","","","0","0","0"
"583580","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222","","",""
"583670","0.5","0.5","0.5","","","","","",""
"583720","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","",""
"583770","","","","0","0","0","","",""
"583850","","","","1.2222222222222223","1.2222222222222223","1.2222222222222223","","",""
"583890","5","5","5","","","","","",""
"583930","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","",""
"583940","","","","","","","0","0","0"
"583970","2.8333333333333335","2.8333333333333335","2.8333333333333335","","","","","",""
"583990","2.857142857142857","2.857142857142857","2.857142857142857","","","","","",""
"584090","","","","","","","0","0","0"
"584180","","","","","","","0","0","0"
"584190","","","","0","0","0","","",""
"584270","","","","0","0","0","","",""
"584360","","","","","","","0","0","0"
"584370","","","","","","","0","0","0"
"584440","0.875","0.875","0.875","","","","","",""
"584480","","","","","","","0","0","0"
"584510","","","","","","","0","0","0"
"584600","","","","","","","0","0","0"
"584630","4","4","4","","","","","",""
"584650","","","","0.125","0.125","0.125","","",""
"584670","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"584680","","","","","","","0","0","0"
"584720","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"584740","0","0","0","","","","","",""
"584760","","","","","","","0","0","0"
"584790","","","","0","0","0","","",""
"584850","","","","","","","0","0","0"
"584900","0","0","0","0.75","0.75","0.75","","",""
"584940","","","","0.25","0.25","0.25","","",""
"584990","","","","","","","0","0","0"
"585000","","","","0","0","0","","",""
"585090","1","1","1","","","","","",""
"585130","0","0","0","","","","","",""
"585150","","","","","","","0","0","0"
"585190","","","","0","0","0","","",""
"585230","","","","","","","7.333333333333333","7.333333333333333","7.333333333333333"
"585380","2.875","2.875","2.875","","","","","",""
"585390","","","","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111"
"585430","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"585470","","","","2","2","2","","",""
"585630","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","0","0","0"
"585670","","","","0","0","0","","",""
"585690","0.625","0.625","0.625","","","","0","0","0"
"585740","","","","0","0","0","","",""
"585780","1","1","1","0.125","0.125","0.125","","",""
"585850","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","",""
"585890","","","","0","0","0","","",""
"585970","","","","0.2","0.2","0.2","","",""
"586040","","","","0.2","0.2","0.2","","",""
"586090","","","","0","0","0","","",""
"586170","","","","","","","0","0","0"
"586210","","","","0","0","0","","",""
"586230","0","0","0","","","","","",""
"586240","0.5","0.5","0.5","","","","","",""
"586290","","","","0","0","0","","",""
"586360","","","","0","0","0","","",""
"586400","","","","0.25","0.25","0.25","","",""
"586540","","","","0.5","0.5","0.5","","",""
"586850","3.7142857142857144","3.7142857142857144","3.7142857142857144","","","","","",""
"586880","","","","","","","0","0","0"
"587100","","","","","","","0","0","0"
"587130","","","","","","","0","0","0"
"587140","","","","","","","0","0","0"
"587180","","","","0.25","0.25","0.25","","",""
"587210","","","","0","0","0","","",""
"587230","0.75","0.75","0.75","","","","","",""
"587260","","","","","","","7","7","7"
"587290","","","","0","0","0","","",""
"587330","","","","","","","6","6","6"
"587360","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","",""
"587380","","","","0","0","0","","",""
"587530","","","","0","0","0","","",""
"587570","","","","","","","1.8571428571428572","1.8571428571428572","1.8571428571428572"
"587600","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"587610","","","","","","","5","5","5"
"587620","","","","0.75","0.75","0.75","","",""
"587710","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"587720","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","",""
"587750","","","","","","","30.4","30.4","30.4"
"587780","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"587790","0.16666666666666666","0.16666666666666666","0.16666666666666666","","","","","",""
"587820","","","","","","","49.8","49.8","49.8"
"587830","","","","","","","52","52","52"
"587860","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","",""
"587910","0","0","0","","","","","",""
"587960","1","1","1","","","","","",""
"588010","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","",""
"588230","","","","0","0","0","","",""
"588240","","","","0","0","0","0","0","0"
"588250","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","",""
"588290","","","","","","","0","0","0"
"588350","","","","0","0","0","","",""
"588440","","","","0","0","0","","",""
"588450","2","2","2","","","","","",""
"588580","","","","","","","0","0","0"
"588640","","","","","","","0","0","0"
"588680","0","0","0","","","","","",""
"588700","","","","1","1","1","","",""
"588720","","","","1.125","1.125","1.125","","",""
"588740","","","","","","","0","0","0"
"588860","","","","","","","0","0","0"
"588870","","","","0","0","0","","",""
"588950","0","0","0","","","","0","0","0"
"588970","","","","0.375","0.375","0.375","","",""
"589140","0","0","0","","","","","",""
"589180","","","","","","","0","0","0"
"589210","","","","","","","0","0","0"
"589260","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","",""
"589270","","","","0","0","0","","",""
"589350","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"589360","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","",""
"589410","","","","0","0","0","","",""
"589420","","","","0","0","0","","",""
"589480","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"589510","","","","","","","1.2857142857142858","1.2857142857142858","1.2857142857142858"
"589520","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","",""
"589570","","","","","","","3.875","3.875","3.875"
"589700","","","","0","0","0","","",""
"589780","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"589800","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"589810","","","","","","","0","0","0"
"589830","","","","","","","0","0","0"
"589880","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","",""
"590100","1","1","1","","","","","",""
"590110","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","",""
"590140","","","","0","0","0","","",""
"590150","","","","0","0","0","","",""
"590200","","","","","","","0","0","0"
"590220","","","","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111"
"590240","","","","0","0","0","","",""
"590250","","","","","","","0","0","0"
"590260","","","","","","","0","0","0"
"590300","","","","","","","0","0","0"
"590400","","","","","","","0","0","0"
"590440","0","0","0","","","","","",""
"590470","","","","","","","0","0","0"
"590530","","","","","","","0.125","0.125","0.125"
"590550","","","","0","0","0","0","0","0"
"590800","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","",""
"590840","","","","","","","0","0","0"
"590850","","","","","","","0","0","0"
"590880","","","","","","","0","0","0"
"590900","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"590970","","","","","","","0","0","0"
"591180","","","","","","","0","0","0"
"591230","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"591250","","","","0.375","0.375","0.375","","",""
"591270","","","","0","0","0","","",""
"591280","","","","0","0","0","","",""
"591350","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","",""
"591400","","","","","","","0","0","0"
"591420","","","","","","","0","0","0"
"591430","","","","","","","0","0","0"
"591490","","","","","","","0","0","0"
"591540","0","0","0","","","","","",""
"591640","2.7142857142857144","2.7142857142857144","2.7142857142857144","0.125","0.125","0.125","","",""
"591750","0","0","0","","","","","",""
"591770","","","","0","0","0","","",""
"591810","","","","","","","0","0","0"
"591820","","","","","","","0","0","0"
"591850","","","","0","0","0","","",""
"591910","","","","0","0","0","","",""
"591940","","","","","","","0","0","0"
"591950","","","","","","","0","0","0"
"592020","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","",""
"592140","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","",""
"592150","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","",""
"592340","","","","0","0","0","","",""
"592450","","","","","","","0","0","0"
"592500","","","","","","","0","0","0"
"592530","0.125","0.125","0.125","","","","","",""
"592560","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"592640","","","","","","","0.125","0.125","0.125"
"592660","","","","","","","0","0","0"
"592680","","","","0","0","0","","",""
"592740","","","","0","0","0","","",""
"592830","0.14285714285714285","0.14285714285714285","0.14285714285714285","0","0","0","","",""
"592860","0.3333333333333333","0.3333333333333333","0.3333333333333333","0","0","0","","",""
"592880","","","","0.625","0.625","0.625","","",""
"592940","","","","0","0","0","","",""
"593040","","","","0","0","0","","",""
"593050","","","","","","","0","0","0"
"593110","","","","0","0","0","","",""
"593200","","","","0","0","0","","",""
"593310","","","","","","","0","0","0"
"593340","","","","0","0","0","","",""
"593400","","","","0","0","0","","",""
"593530","","","","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285"
"593540","","","","","","","0","0","0"
"593550","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"593570","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"593660","","","","","","","0.125","0.125","0.125"
"593740","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","",""
"593810","0","0","0","","","","0","0","0"
"593830","","","","","","","0","0","0"
"593840","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","",""
"593970","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"593990","","","","0.125","0.125","0.125","","",""
"594030","","","","","","","0","0","0"
"594040","","","","0","0","0","","",""
"594050","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","",""
"594180","","","","0.375","0.375","0.375","1.1428571428571428","1.1428571428571428","1.1428571428571428"
"594330","","","","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"594400","","","","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"594410","","","","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"594450","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"594470","","","","","","","4.5","4.5","4.5"
"594480","","","","0","0","0","","",""
"594520","","","","","","","12","12","12"
"594660","1.375","1.375","1.375","","","","","",""
"594800","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","",""
"595000","","","","","","","0","0","0"
"595040","","","","","","","0","0","0"
"595060","1","1","1","","","","","",""
"595070","","","","","","","0","0","0"
"595120","","","","","","","0","0","0"
"595170","0","0","0","","","","","",""
"595180","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","",""
"595190","","","","0.25","0.25","0.25","","",""
"595350","","","","","","","0","0","0"
"595380","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"595500","","","","0","0","0","","",""
"595520","","","","","","","0","0","0"
"595540","","","","","","","0","0","0"
"595600","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","",""
"595610","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","",""
"595630","1.875","1.875","1.875","","","","","",""
"595700","2.375","2.375","2.375","","","","","",""
"595710","2","2","2","","","","","",""
"595750","","","","1","1","1","","",""
"595830","","","","","","","0","0","0"
"595910","","","","0","0","0","","",""
"595970","3.2857142857142856","3.2857142857142856","3.2857142857142856","","","","","",""
"596100","","","","","","","0","0","0"
"596210","","","","0","0","0","","",""
"596250","","","","0.3","0.3","0.3","","",""
"596310","","","","0","0","0","0","0","0"
"596360","","","","","","","0","0","0"
"596430","","","","0.75","0.75","0.75","0","0","0"
"596450","","","","0.375","0.375","0.375","","",""
"596560","","","","0","0","0","","",""
"596590","1","1","1","","","","0","0","0"
"596740","0","0","0","","","","","",""
"596800","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","",""
"596830","","","","0","0","0","","",""
"596850","","","","","","","0","0","0"
"596860","","","","0.2","0.2","0.2","","",""
"596900","","","","","","","0","0","0"
"596950","1.125","1.125","1.125","","","","","",""
"596980","2.625","2.625","2.625","","","","","",""
"597060","","","","","","","0","0","0"
"597070","","","","0.125","0.125","0.125","","",""
"597130","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","",""
"597220","","","","","","","0","0","0"
"597310","","","","","","","0","0","0"
"597370","2.142857142857143","2.142857142857143","2.142857142857143","","","","","",""
"597420","","","","0","0","0","","",""
"597450","","","","0","0","0","","",""
"597500","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"597560","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","",""
"597600","0","0","0","","","","","",""
"597730","","","","0.125","0.125","0.125","","",""
"597740","0","0","0","","","","","",""
"597750","","","","0.125","0.125","0.125","","",""
"597830","","","","","","","0","0","0"
"597900","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","",""
"597960","2","2","2","","","","","",""
"597970","1.625","1.625","1.625","","","","","",""
"598080","","","","","","","0.375","0.375","0.375"
"598170","","","","0","0","0","","",""
"598200","","","","0","0","0","0.16666666666666666","0.16666666666666666","0.16666666666666666"
"598250","","","","0","0","0","","",""
"598270","0.5","0.5","0.5","","","","","",""
"598380","","","","0.125","0.125","0.125","","",""
"598520","","","","","","","0","0","0"
"598560","","","","","","","0.125","0.125","0.125"
"598610","","","","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855"
"598650","0.3333333333333333","0.3333333333333333","0.3333333333333333","0","0","0","","",""
"598680","","","","0.25","0.25","0.25","","",""
"598690","0.14285714285714285","0.14285714285714285","0.14285714285714285","0","0","0","","",""
"598770","","","","0","0","0","","",""
"598780","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","4.428571428571429","4.428571428571429","4.428571428571429"
"598790","1","1","1","","","","","",""
"598910","","","","0.375","0.375","0.375","","",""
"598990","0","0","0","0","0","0","","",""
"599100","","","","0","0","0","","",""
"599130","","","","0","0","0","","",""
"599200","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"599230","","","","0","0","0","","",""
"599280","","","","0","0","0","","",""
"599380","1.625","1.625","1.625","","","","","",""
"599390","","","","0.25","0.25","0.25","","",""
"599440","","","","","","","36","36","36"
"599510","","","","0","0","0","","",""
"599520","","","","1.375","1.375","1.375","","",""
"599540","","","","","","","49.142857142857146","49.142857142857146","49.142857142857146"
"599560","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"599650","","","","","","","46.714285714285715","46.714285714285715","46.714285714285715"
"599660","","","","","","","47.142857142857146","47.142857142857146","47.142857142857146"
"599720","","","","","","","48","48","48"
"599760","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","",""
"599780","","","","0","0","0","","",""
"599830","","","","","","","46","46","46"
"599850","","","","","","","42.75","42.75","42.75"
"599930","","","","0","0","0","","",""
"599990","","","","","","","28.285714285714285","28.285714285714285","28.285714285714285"
"600100","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","",""
"600180","","","","0","0","0","41.125","41.125","41.125"
"600250","0","0","0","","","","","",""
"600330","0.75","0.75","0.75","","","","","",""
"600400","","","","","","","8","8","8"
"600420","","","","","","","4.75","4.75","4.75"
"600430","","","","","","","5.571428571428571","5.571428571428571","5.571428571428571"
"600490","","","","0","0","0","","",""
"600520","","","","","","","4.714285714285714","4.714285714285714","4.714285714285714"
"600540","","","","0","0","0","","",""
"600610","","","","0","0","0","","",""
"600650","","","","","","","3.7142857142857144","3.7142857142857144","3.7142857142857144"
"600700","","","","0","0","0","","",""
"600740","0","0","0","","","","","",""
"600860","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"600920","3","3","3","","","","","",""
"600990","","","","","","","19.166666666666668","19.166666666666668","19.166666666666668"
"601180","","","","","","","47","47","47"
"601210","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","","",""
"601220","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","",""
"601240","0.875","0.875","0.875","","","","","",""
"601250","0.16666666666666666","0.16666666666666666","0.16666666666666666","","","","","",""
"601260","","","","","","","50.285714285714285","50.285714285714285","50.285714285714285"
"601350","","","","0","0","0","","",""
"601430","","","","0.5","0.5","0.5","","",""
"601620","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","",""
"601650","1.6666666666666667","1.6666666666666667","1.6666666666666667","0","0","0","","",""
"601710","","","","0","0","0","","",""
"601770","","","","","","","41.875","41.875","41.875"
"601790","","","","","","","39.375","39.375","39.375"
"601890","","","","","","","22.25","22.25","22.25"
"601950","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","",""
"601980","","","","0","0","0","","",""
"601990","1","1","1","","","","","",""
"602020","","","","","","","11","11","11"
"602050","","","","","","","10.285714285714286","10.285714285714286","10.285714285714286"
"602070","0.4","0.4","0.4","","","","","",""
"602100","","","","0","0","0","","",""
"602290","","","","0","0","0","","",""
"602490","","","","","","","11","11","11"
"602560","0","0","0","","","","","",""
"602610","","","","","","","28.166666666666668","28.166666666666668","28.166666666666668"
"602650","2.142857142857143","2.142857142857143","2.142857142857143","0.2","0.2","0.2","","",""
"602710","","","","","","","34.42857142857143","34.42857142857143","34.42857142857143"
"602780","","","","","","","33.42857142857143","33.42857142857143","33.42857142857143"
"602790","2","2","2","0","0","0","","",""
"602800","","","","","","","34.142857142857146","34.142857142857146","34.142857142857146"
"602820","1.75","1.75","1.75","","","","","",""
"602840","","","","","","","33","33","33"
"602960","","","","0","0","0","31.142857142857142","31.142857142857142","31.142857142857142"
"603040","","","","","","","31.714285714285715","31.714285714285715","31.714285714285715"
"603120","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","30.428571428571427","30.428571428571427","30.428571428571427"
"603180","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","",""
"603230","","","","0","0","0","","",""
"603240","0","0","0","","","","33.714285714285715","33.714285714285715","33.714285714285715"
"603290","","","","","","","33.714285714285715","33.714285714285715","33.714285714285715"
"603360","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","",""
"603500","2.2857142857142856","2.2857142857142856","2.2857142857142856","0.5555555555555556","0.5555555555555556","0.5555555555555556","","",""
"603520","","","","0","0","0","","",""
"603590","","","","0.125","0.125","0.125","","",""
"603800","","","","0.125","0.125","0.125","","",""
"603820","0","0","0","0","0","0","","",""
"603850","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","",""
"603880","","","","","","","0","0","0"
"603900","","","","","","","0","0","0"
"603930","","","","0","0","0","","",""
"603940","","","","","","","0","0","0"
"603960","","","","","","","0","0","0"
"604110","0.125","0.125","0.125","","","","","",""
"604130","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","0","0","0"
"604140","0","0","0","","","","","",""
"604180","","","","0","0","0","","",""
"604250","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","","",""
"604280","","","","0","0","0","","",""
"604360","","","","0","0","0","0","0","0"
"604470","","","","0","0","0","0","0","0"
"604530","","","","","","","0","0","0"
"604610","","","","0","0","0","","",""
"604630","","","","0.875","0.875","0.875","","",""
"604720","","","","0","0","0","","",""
"604740","","","","","","","0","0","0"
"604780","2.625","2.625","2.625","","","","","",""
"604810","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","",""
"605060","0","0","0","","","","","",""
"605090","","","","","","","0","0","0"
"605110","0.5","0.5","0.5","","","","","",""
"605130","","","","0","0","0","","",""
"605310","","","","0","0","0","","",""
"605320","1.5714285714285714","1.5714285714285714","1.5714285714285714","0.2857142857142857","0.2857142857142857","0.2857142857142857","","",""
"605340","1.1428571428571428","1.1428571428571428","1.1428571428571428","0","0","0","","",""
"605370","0","0","0","","","","","",""
"605380","0.2857142857142857","0.2857142857142857","0.2857142857142857","0","0","0","","",""
"605420","","","","0","0","0","","",""
"605450","","","","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716"
"605460","1.875","1.875","1.875","","","","","",""
"605530","","","","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284"
"605580","","","","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855"
"605590","","","","","","","0","0","0"
"605670","","","","0.125","0.125","0.125","","",""
"605720","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","",""
"605740","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"605760","","","","0","0","0","","",""
"605810","1","1","1","","","","","",""
"605970","","","","0","0","0","","",""
"606060","","","","0","0","0","","",""
"606120","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"606180","","","","","","","43.375","43.375","43.375"
"606190","","","","0","0","0","","",""
"606230","","","","","","","33.875","33.875","33.875"
"606370","","","","0","0","0","","",""
"606420","","","","0.45454545454545453","0.45454545454545453","0.45454545454545453","","",""
"606470","","","","","","","0","0","0"
"606620","","","","","","","0","0","0"
"606670","","","","","","","0","0","0"
"606730","","","","","","","0","0","0"
"606750","","","","","","","0","0","0"
"606820","1","1","1","","","","","",""
"606930","","","","0","0","0","","",""
"606950","","","","","","","0","0","0"
"607040","","","","","","","0","0","0"
"607070","","","","0","0","0","","",""
"607300","0.16666666666666666","0.16666666666666666","0.16666666666666666","","","","","",""
"607330","0","0","0","","","","","",""
"607350","","","","0.25","0.25","0.25","0","0","0"
"607370","","","","0","0","0","","",""
"607380","","","","","","","0","0","0"
"607400","","","","0","0","0","","",""
"607510","","","","","","","0","0","0"
"607640","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","",""
"607790","","","","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571"
"607850","0","0","0","","","","","",""
"607870","0","0","0","","","","","",""
"607930","","","","0","0","0","","",""
"607950","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"607960","","","","0.125","0.125","0.125","","",""
"607990","","","","0.375","0.375","0.375","","",""
"608040","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"608050","","","","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142"
"608130","","","","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716"
"608200","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","",""
"608210","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","",""
"608230","","","","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111"
"608330","1.125","1.125","1.125","","","","","",""
"608350","0.2","0.2","0.2","","","","","",""
"608470","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","",""
"608530","3.1666666666666665","3.1666666666666665","3.1666666666666665","","","","","",""
"608610","","","","","","","0.2222222222222222","0.2222222222222222","0.2222222222222222"
"608650","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","",""
"608700","","","","","","","0","0","0"
"608800","","","","0.375","0.375","0.375","","",""
