step,slice0:throughputs,slice1:throughputs,slice0:drop_rates,slice1:drop_rates,slice0:death_rates,slice1:death_rates,slice0:queue_sizes,slice1:queue_sizes,slice0:urgent_packets,slice1:urgent_packets,slice0:latency_per_packet,slice1:latency_per_packet,learner:throughputs,learner:queue_sizes
0,7957,7044,0,0,0,862,0.147712,0.2482,0.0,1.972,26.451032983682964,40.34947692585192,1000,0.0
0,7556,7927,53,0,0,456,0.5327986666666666,0.1645426666666665,0.0,1.07,90.35880893412144,26.744983861971363,1000,0.0
0,8424,6896,0,0,0,1587,0.23719266666666677,0.23433199999999998,0.0,2.654,41.21130952519704,34.44901288433788,1000,0.0
0,6641,7490,0,0,0,1539,0.38536666666666686,0.20196666666666646,0.0,2.71,64.14277697302695,31.99130560828059,1000,0.0
0,8239,6813,749,0,0,1136,0.675156666666667,0.15041666666666645,0.0,1.613,131.13525065073813,21.551983739871236,1000,0.0
0,6362,8397,422,0,0,751,0.369408666666667,0.1323673333333332,0.0,1.148,64.66640397796654,19.207242510267516,1000,0.0
0,4978,8482,3101,0,0,0,0.9827986666666685,0.008556000000000005,0.0,0.0,237.06231529581527,1.5114716894216886,1000,0.0
0,7638,7204,604,0,0,1386,0.4866793333333333,0.19436999999999968,0.0,2.974,122.39876755466751,31.15405824592073,1000,0.0
0,7013,7047,1522,0,0,1305,0.564990000000001,0.15953199999999976,0.0,2.437,127.01703629148618,25.674857638195128,1000,0.0
0,5739,8396,1390,0,0,0,0.8145559999999996,0.0649806666666666,0.0,0.0,150.81513538683544,11.82655193556444,1000,0.0
0,7352,6999,2136,0,0,1057,0.7531046666666685,0.13716666666666652,0.0,2.239,235.89082938866716,20.440867185592186,1000,0.0
0,5499,8993,1169,0,0,0,0.7291513333333332,0.05950400000000008,0.0,0.0,140.41293186119435,10.40050066738817,1000,0.0
0,6725,8112,1698,0,0,171,0.8557886666666673,0.09998999999999995,0.0,0.436,184.83977142995894,15.959380785880787,1000,0.0
0,7938,7508,854,0,0,620,0.6971246666666676,0.1686379999999997,0.0,1.376,136.62109310134323,26.79420677655677,1000,0.0
0,3973,8841,2802,0,0,324,0.7194120000000019,0.08186599999999995,0.0,0.786,157.57583622627382,14.227777046564542,1000,0.0
0,4832,8491,3197,0,0,0,0.9805433333333341,0.01106733333333335,0.0,0.0,284.9949088633588,2.028569950882451,1000,0.0
0,8098,7481,303,0,0,661,0.6155066666666671,0.13830466666666666,0.0,1.073,120.20011861333113,21.683705081030077,1000,0.0
0,8815,7801,0,0,0,452,0.5470193333333322,0.22957733333333336,0.0,0.968,95.66371799034299,37.01639002386497,1000,0.0
0,8346,5919,0,0,0,2470,0.09515466666666658,0.2825160000000002,0.0,4.713,17.09821588827839,43.890859805472296,1000,0.0
0,8074,7966,0,0,0,498,0.37701333333333337,0.1979259999999999,0.0,1.542,65.63437244283496,34.28902284521031,1000,0.0
0,8118,6633,0,0,0,1878,0.24312000000000006,0.23879933333333347,0.0,3.22,43.02223288100787,36.375352421189916,1000,0.0
