step,slice0:throughputs,slice1:throughputs,slice0:drop_rates,slice1:drop_rates,slice0:death_rates,slice1:death_rates,slice0:queue_sizes,slice1:queue_sizes,slice0:urgent_packets,slice1:urgent_packets,slice0:latency_per_packet,slice1:latency_per_packet,slice0:resent,slice1:resent,link_capacity,learner:throughputs,learner:queue_sizes,learner:rho,learner:epsilon
0,6544,8010,0,0,0,0,402.489,3.053,0.0,0.0,54.33542579365082,0.36707341269841287,0,0,1.0,0,499.5,0.19999999999999718,0.01500000000000019
0,6244,7986,458,0,0,0,1282.838,2.604,0.0,0.0,184.69622261904755,0.30103870851370845,0,0,1.0,0,1374.75,0.19999999999999718,0.013554030054147317
0,6153,7968,1226,0,0,0,1493.217,1.65,0.0,0.0,242.93066428571444,0.1941813492063495,0,0,1.0,0,1500.0,0.19999999999999718,0.012247448713916033
0,6110,7929,1240,0,0,0,1493.192,1.503,0.0,0.0,244.0172690476191,0.175221933621934,0,0,1.0,0,1500.0,0.19999999999999718,0.01106681919700315
0,6153,7917,1235,0,0,0,1493.247,1.239,0.0,0.0,242.2590571428568,0.14576269841269882,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6112,7888,1293,0,0,0,1493.242,1.534,0.0,0.0,244.73530595238088,0.18032817460317488,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6147,8014,1294,0,0,0,1493.292,1.677,0.0,0.0,242.60474642857113,0.19438694083694127,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6122,7993,1247,0,0,0,1493.227,1.532,0.0,0.0,243.54034999999976,0.17758095238095273,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6149,8023,1293,0,0,0,1493.296,1.592,0.0,0.0,243.60756071428585,0.18466388888888927,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6155,7985,1243,0,0,0,1493.192,2.001,0.0,0.0,242.58122619047575,0.2331583333333337,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6173,7952,1199,0,0,0,1493.096,1.51,0.0,0.0,241.82288095238118,0.1766380952380955,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6150,8064,1211,0,0,0,1493.109,1.85,0.0,0.0,242.76770595238125,0.21334126984127016,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6124,8078,1235,0,0,0,1493.222,2.579,0.0,0.0,243.64186309523782,0.2967361111111114,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6151,7998,1329,0,0,0,1493.266,1.716,0.0,0.0,242.69716428571436,0.19918492063492102,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6153,7843,1291,0,0,0,1493.322,1.277,0.0,0.0,243.1221190476191,0.15071150793650828,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6174,8079,1245,0,0,0,1493.29,2.082,0.0,0.0,242.11052380952373,0.2420392857142863,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6144,7992,1291,0,0,0,1493.185,1.796,0.0,0.0,242.55364166666686,0.20871230158730192,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6121,8074,1291,0,0,0,1493.145,2.073,0.0,0.0,243.58459523809526,0.23829484126984163,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6119,8006,1277,0,0,0,1493.326,1.701,0.0,0.0,244.63890119047664,0.19724642857142893,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6130,7960,1231,0,0,0,1493.141,1.46,0.0,0.0,243.50547499999956,0.16891825396825422,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6136,7929,1288,0,0,0,1493.325,1.45,0.0,0.0,243.08235833333345,0.1704777777777781,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6168,8081,1263,0,0,0,1493.237,2.375,0.0,0.0,242.54432380952403,0.27447738095238144,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6120,8025,1279,0,0,0,1493.281,2.129,0.0,0.0,243.6918964285715,0.24554801587301606,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6150,8011,1182,0,0,0,1493.046,1.624,0.0,0.0,242.72013095238106,0.18659166666666693,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6159,7907,1219,0,0,0,1493.196,1.54,0.0,0.0,242.7300892857143,0.18263095238095264,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6139,7929,1230,0,0,0,1493.267,1.327,0.0,0.0,243.1256642857146,0.15661825396825435,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6137,8054,1297,0,0,0,1493.138,1.986,0.0,0.0,243.48644047619075,0.23093095238095265,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6139,8044,1303,0,0,0,1493.257,1.979,0.0,0.0,242.7742321428569,0.22834563492063523,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6114,8048,1275,0,0,0,1493.333,2.136,0.0,0.0,244.0057440476195,0.24641587301587314,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6137,7935,1277,0,0,0,1493.248,1.49,0.0,0.0,244.17564404761887,0.17306309523809552,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6205,8011,1192,0,0,0,1493.021,1.87,0.0,0.0,240.09820714285658,0.21721706349206374,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6131,7924,1261,0,0,0,1493.282,1.584,0.0,0.0,243.21746785714225,0.18384285714285747,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6188,7988,1235,0,0,0,1493.16,1.833,0.0,0.0,242.0563857142864,0.214364682539683,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6119,7938,1342,0,0,0,1493.365,1.453,0.0,0.0,243.61872936507953,0.16949801587301622,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6169,8074,1113,0,0,0,1493.073,2.727,0.0,0.0,242.04164404761914,0.31574682539682514,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6189,8035,1265,0,0,0,1493.208,1.926,0.0,0.0,242.06228690476215,0.22400963203463237,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6128,8077,1282,0,0,0,1493.314,1.849,0.0,0.0,242.86363928571407,0.21445396825396854,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6201,7960,1160,0,0,0,1493.003,1.596,0.0,0.0,241.41817619047615,0.18692500000000023,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6093,7991,1274,0,0,0,1493.28,1.442,0.0,0.0,244.13035238095227,0.16620317460317494,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6127,8088,1248,0,0,0,1493.219,2.126,0.0,0.0,243.8377047619048,0.2462142857142859,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6081,7894,1320,0,0,0,1493.354,1.222,0.0,0.0,245.56718333333296,0.14255555555555588,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6110,7999,1358,0,0,0,1493.337,1.615,0.0,0.0,244.57379642857148,0.18696706349206368,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6111,7857,1320,0,0,0,1493.43,0.977,0.0,0.0,244.51422380952386,0.11448849206349238,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6143,7889,1224,0,0,0,1493.136,1.283,0.0,0.0,243.36590238095255,0.15009047619047647,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6152,7992,1231,0,0,0,1493.167,1.495,0.0,0.0,242.4191416666667,0.17305793650793694,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6157,8002,1257,0,0,0,1493.225,1.454,0.0,0.0,242.37824285714308,0.16938888888888914,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6135,7946,1232,0,0,0,1493.232,1.76,0.0,0.0,243.47615000000013,0.20505396825396865,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6119,8001,1201,0,0,0,1493.275,1.897,0.0,0.0,244.46204523809504,0.21862658730158763,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6115,8043,1267,0,0,0,1493.233,1.524,0.0,0.0,243.66840714285723,0.17657301587301633,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6168,8068,1252,0,0,0,1493.26,2.418,0.0,0.0,242.13014523809514,0.2790432539682542,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6124,7813,1263,0,0,0,1493.276,1.21,0.0,0.0,243.92205238095272,0.1424833333333335,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6136,7994,1265,0,0,0,1493.276,1.804,0.0,0.0,243.82252500000033,0.2081313492063495,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6161,8019,1179,0,0,0,1493.134,1.969,0.0,0.0,242.45116309523803,0.22654603174603188,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6123,8093,1352,0,0,0,1493.199,2.043,0.0,0.0,243.44804761904751,0.23815833333333367,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6142,7938,1234,0,0,0,1493.203,1.216,0.0,0.0,243.23029523809495,0.14262420634920658,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6186,7978,1118,0,0,0,1493.007,1.73,0.0,0.0,241.63397619047578,0.19695317460317502,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6210,8065,1170,0,0,0,1493.127,1.759,0.0,0.0,240.82228928571388,0.20949920634920693,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6134,7958,1251,0,0,0,1493.203,1.942,0.0,0.0,242.92613690476185,0.22784880952380962,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6109,7890,1339,0,0,0,1493.282,1.507,0.0,0.0,243.9900714285714,0.17486230158730198,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6116,7936,1243,0,0,0,1493.272,1.556,0.0,0.0,244.33073214285704,0.1795884920634923,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6127,7980,1294,0,0,0,1493.336,1.403,0.0,0.0,243.7321309523811,0.16254285714285738,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6158,8012,1228,0,0,0,1493.154,1.669,0.0,0.0,242.2309607142854,0.19256230158730192,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6157,7988,1279,0,0,0,1493.29,1.769,0.0,0.0,242.5521845238096,0.20540256132756166,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6159,8007,1249,0,0,0,1493.291,1.935,0.0,0.0,242.75907380952356,0.22466785714285753,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6172,8007,1167,0,0,0,1493.135,2.628,0.0,0.0,241.8349154761905,0.3019884920634923,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6140,8007,1272,0,0,0,1493.3,1.779,0.0,0.0,243.0312535714284,0.20623928571428593,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6158,7987,1193,0,0,0,1493.169,1.73,0.0,0.0,242.55053928571436,0.2006953823953826,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6145,8014,1258,0,0,0,1493.179,1.908,0.0,0.0,243.36692976190477,0.220455555555556,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6100,7940,1315,0,0,0,1493.29,1.786,0.0,0.0,244.10178214285716,0.20667896825396878,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6136,8049,1317,0,0,0,1493.237,2.133,0.0,0.0,243.53662857142876,0.2450353174603178,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6142,7917,1217,0,0,0,1493.145,1.634,0.0,0.0,243.18612738095257,0.18956984126984167,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6127,7873,1236,0,0,0,1493.286,1.251,0.0,0.0,244.37274166666683,0.14624841269841302,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6122,7928,1327,0,0,0,1493.334,1.421,0.0,0.0,243.14604642857134,0.16498571428571435,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6181,8078,1247,0,0,0,1493.229,1.697,0.0,0.0,242.3843392857145,0.19699126984127008,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6149,7975,1232,0,0,0,1493.202,1.61,0.0,0.0,242.36504285714298,0.18574325396825433,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6118,7984,1259,0,0,0,1493.196,1.591,0.0,0.0,243.51263690476213,0.18448968253968298,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6172,8015,1203,0,0,0,1493.106,1.821,0.0,0.0,242.6953071428572,0.21213333333333362,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6165,8023,1249,0,0,0,1493.191,1.664,0.0,0.0,241.77483571428573,0.19355912698412756,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6148,7906,1238,0,0,0,1493.17,1.359,0.0,0.0,243.43119523809517,0.15937023809523856,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6167,8045,1186,0,0,0,1493.238,1.943,0.0,0.0,242.06170833333329,0.22442500000000032,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6170,8011,1123,0,0,0,1493.056,1.934,0.0,0.0,241.37323333333364,0.2253361111111114,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6159,7923,1260,0,0,0,1493.139,1.685,0.0,0.0,242.95411190476207,0.19722142857142885,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6135,7952,1274,0,0,0,1493.26,1.691,0.0,0.0,243.42596309523822,0.1984603174603177,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6134,8030,1160,0,0,0,1493.151,1.581,0.0,0.0,243.068311904762,0.18393492063492078,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6137,8088,1260,0,0,0,1493.174,1.877,0.0,0.0,243.17797857142858,0.21575912698412733,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6139,8077,1232,0,0,0,1493.216,2.133,0.0,0.0,243.61885119047628,0.24798968253968282,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6162,8013,1233,0,0,0,1493.204,2.047,0.0,0.0,242.61112738095247,0.2359662698412702,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6171,7972,1198,0,0,0,1493.149,1.632,0.0,0.0,241.7310202380952,0.18935753968253982,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6165,7983,1203,0,0,0,1493.135,1.48,0.0,0.0,241.69493095238087,0.17253333333333373,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6125,7991,1337,0,0,0,1493.326,1.392,0.0,0.0,243.98974166666693,0.1607964285714289,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6134,8143,1266,0,0,0,1493.359,2.321,0.0,0.0,243.77559523809532,0.26644841269841285,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6147,7930,1279,0,0,0,1493.225,2.007,0.0,0.0,242.86054047619066,0.23204776334776364,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6119,7968,1303,0,0,0,1493.341,1.729,0.0,0.0,243.91799761904784,0.20178174603174615,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6151,7899,1201,0,0,0,1493.209,1.483,0.0,0.0,242.48532499999996,0.17256230158730182,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6154,7904,1263,0,0,0,1493.267,1.48,0.0,0.0,243.04645000000008,0.17358849206349233,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6169,7938,1181,0,0,0,1493.161,1.945,0.0,0.0,242.08902976190436,0.22593531746031764,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6165,7906,1207,0,0,0,1493.119,1.703,0.0,0.0,241.86969404761902,0.19802857142857178,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6134,8046,1209,0,0,0,1493.236,1.716,0.0,0.0,243.7227809523808,0.19911785714285765,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6191,7943,1190,0,0,0,1493.097,1.616,0.0,0.0,241.5688464285713,0.1895896825396828,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6112,8041,1242,0,0,0,1493.256,1.873,0.0,0.0,243.70577142857186,0.2160444444444449,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6111,7990,1223,0,0,0,1493.265,1.807,0.0,0.0,244.53354404761924,0.20868253968253997,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6133,8033,1260,0,0,0,1493.213,2.233,0.0,0.0,243.45669880952374,0.2582301587301588,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6137,8002,1191,0,0,0,1493.244,1.466,0.0,0.0,243.44696785714265,0.17109880952380987,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6167,7935,1196,0,0,0,1493.027,1.721,0.0,0.0,242.2850857142856,0.19884563492063534,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6122,7919,1277,0,0,0,1493.318,1.475,0.0,0.0,243.54364523809545,0.17128333333333368,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
0,6145,8051,1231,0,0,0,1493.291,1.987,0.0,0.0,242.90748690476198,0.23005847763347792,0,0,1.0,0,1500.0,0.19999999999999718,0.009999999999999832
