episode,reward,q1,q2,rejection1,drop2,latency2,tde,rho
0,-117.84615384615405,1495,0,3.064,0.0,0.9184368686868687,101.31279247999191,0.196
1,-143.4230769230769,1489,0,3.729,0.0,1.1929747835497835,73.58273589611053,0.19208
2,-132.84615384615407,1490,5,3.454,0.0,1.6395325396825398,92.40908059477806,0.1882384
3,-134.3368131868134,1470,18,3.448,0.0,6.180542643467644,95.48161674290895,0.184473632
4,-108.83318681318704,1493,0,2.753,0.009,5.472032273282274,117.79029170889407,0.18078415936
5,-106.75472527472543,1494,0,2.674,0.0,7.710778751803752,116.92917708307505,0.1771684761728
6,-98.32846153846167,1283,201,2.484,0.075,4.2859905844155834,109.52721442654729,0.173625106649344
7,-93.66725274725295,1494,0,2.365,0.012,5.702389826839827,98.13880535960197,0.1701526045163571
8,-88.02554945054943,1472,15,1.945,0.22,8.961261616161616,112.1621086448431,0.16674955242602996
9,-103.43782967032988,1467,68,2.636,0.0,5.311226370851371,83.48422779515386,0.16341456137750934
10,-80.53571428571442,1462,32,2.093,0.0,6.150393253968255,81.98795180767775,0.16014627014995916
11,-79.16368131868145,1455,65,1.949,0.061,7.65663571983572,81.82133076712489,0.15694334474695998
12,-46.69527472527479,1494,65,1.135,0.031,11.285774833499833,81.68193897791207,0.15380447785202078
13,-77.62552197802209,1414,166,1.851,0.0,9.894066522366524,65.67646332085133,0.15072838829498036
14,-77.80024725274738,1472,26,1.899,0.0,9.313073665223664,74.82181793171912,0.14771382052908075
15,-66.32428571428579,1399,109,1.456,0.143,11.06305526973027,86.88536174409091,0.14475954411849912
16,-72.30453296703298,1486,0,1.47,0.13,14.030378127428124,80.08565020840615,0.14186435323612914
17,-41.84032967032972,1479,84,0.972,0.028,9.442970021645023,63.567466363310814,0.13902706617140656
18,-41.68681318681319,1456,79,0.861,0.067,14.255362262737263,81.03946317825466,0.13624652484797842
19,-56.13472527472533,1430,71,1.049,0.071,17.671495532245533,72.0811898112297,0.13352159435101885
20,-53.72815934065935,1483,37,1.06,0.185,14.06080067987568,87.3896058127284,0.13085116246399847
21,-27.959725274725276,1459,79,0.386,0.089,18.4878981962482,73.78927410207689,0.1282341392147185
22,-41.76634615384614,1408,164,0.706,0.124,17.679417396492397,89.61063221562654,0.12566945643042413
23,-52.1653571428572,1454,49,0.598,0.239,25.36798806748807,93.61613342072815,0.12315606730181564
24,-36.60043956043956,1496,0,0.334,0.376,17.21231288156288,83.22234599292278,0.12069294595577933
25,-41.907637362637395,1465,35,0.743,0.04,15.931224125874124,67.44496603659354,0.11827908703666373
26,-42.05131868131869,1495,5,0.235,0.254,28.37437904040404,83.2622717602062,0.11591350529593046
27,-46.290686813186795,1464,40,0.4,0.496,18.636747452547453,88.69506220985204,0.11359523519001186
28,-38.23249999999999,1181,212,0.0,0.586,23.47707788600289,89.17370061157271,0.11132333048621161
29,-35.80302197802197,1197,190,0.109,0.428,21.31874245754246,87.76766078919172,0.10909686387648737
30,-33.86623626373627,1115,178,0.031,0.405,22.13217862970363,87.64542024210095,0.10691492659895763
31,-41.35032967032967,1070,193,0.127,0.586,18.093625693750695,86.51921451464295,0.10477662806697847
32,-31.271428571428547,1104,187,0.0,0.467,20.35513532856033,82.98465097509325,0.1026810955056389
33,-38.78750000000001,1092,71,0.0,0.47,24.21889673937174,78.77402996271849,0.10062747359552612
34,-31.3207142857143,859,194,0.0,0.478,21.20087261904762,79.79812138527632,0.0986149241236156
35,-36.352142857142844,781,192,0.0,0.727,19.07127446164946,82.51419375836849,0.09664262564114329
36,-30.072857142857135,873,185,0.0,0.489,16.44708721001221,74.86824360489845,0.09470977312832042
37,-39.95928571428569,675,205,0.0,0.527,23.476321015096016,69.97269159555435,0.092815577665754
38,-44.62714285714285,253,220,0.0,0.914,16.114808547008547,91.79097028076649,0.09095926611243892
39,-34.8717857142857,286,147,0.0,0.915,9.568235533910535,98.84926746785641,0.08914008079019013
40,-29.302499999999966,187,191,0.0,0.625,11.631527766677765,75.78458760678768,0.08735727917438633
41,-48.69249999999996,247,1,0.0,1.214,12.295305938505939,83.51590490341187,0.08561013359089861
42,-50.4603571428571,117,88,0.0,1.234,11.920493148518148,80.1084303110838,0.08389793091908064
43,-43.8589285714286,386,0,0.0,1.092,11.031443792318793,77.16534461081028,0.08221997230069902
44,-41.83321428571431,157,75,0.0,0.876,12.05793972138972,69.54663296043873,0.08057557285468504
45,-42.54071428571428,197,130,0.0,0.948,14.731681465756466,66.24133509397507,0.07896406139759134
46,-35.15178571428571,9,179,0.0,0.65,16.250909174159176,62.548172146081924,0.07738478016963951
47,-59.744285714285695,27,177,0.0,1.467,15.977769741369743,60.49038788676262,0.07583708456624672
48,-40.38428571428569,0,177,0.0,0.943,12.42602604062604,58.82921388745308,0.07432034287492179
49,-38.71428571428571,3,177,0.0,0.636,20.143679362304365,52.71146410703659,0.07283393601742334
50,-59.57357142857142,163,36,0.0,1.284,18.296047724497722,58.41143783926964,0.07137725729707488
51,-37.44857142857137,59,183,0.0,0.739,18.736516433566432,49.819331407547,0.06994971215113338
52,-61.754999999999924,0,205,0.0,1.403,19.06201051171051,54.807246655225754,0.06855071790811071
53,-49.72607142857142,0,211,0.0,0.867,25.275013164613167,51.57846865057945,0.0671797035499485
54,-61.00357142857142,0,211,0.0,1.366,24.508731085581086,55.089136749506,0.06583610947894952
55,-37.66214285714281,0,206,0.0,0.478,30.6228534021534,43.94401380419731,0.06451938728937053
56,-33.49285714285714,400,54,0.0,0.216,29.721479700854704,42.9230791926384,0.06322899954358312
57,-22.594285714285697,278,153,0.0,0.142,27.821528166278163,36.078428745269775,0.06196441955271145
58,-41.7664285714286,383,171,0.0,0.043,40.732156698856706,38.28731048107147,0.060725131161657224
59,-8.90071428571429,805,9,0.0,0.0,13.140491314241313,32.87360221147537,0.05951062853842408
60,-13.071071428571429,545,152,0.0,0.148,23.17281918081918,31.072320699691772,0.058320415967655595
61,-19.087857142857143,673,79,0.0,0.039,30.032171872571872,33.80095502734184,0.05715400764830248
62,-49.66892857142858,277,117,0.0,0.46,39.11195122932622,40.09891912341118,0.056010927495336434
63,-40.15642857142852,0,220,0.0,0.4,40.21910083805084,34.95563796162605,0.0548907089454297
64,-62.819642857142895,0,217,0.0,1.055,35.260740728715724,45.0762115418911,0.05379289476652111
