episode,reward,q1,q2,rejection1,drop2,latency2,tde,rho
0,-42.08928571428569,1471,13,2.357,0.0,1.3645351731601731,62.25254166126251,0.1805
1,-58.08928571428576,1492,5,3.253,0.0,0.47926904761904765,45.73553957045078,0.16290124999999997
2,-56.357142857142954,1452,95,3.156,0.0,3.273059126984127,48.58968924963847,0.1805
3,-64.76785714285721,1493,0,3.627,0.0,1.683425793650794,52.54827212821692,0.1805
4,-69.63357142857146,1498,0,2.089,0.088,8.151953246753246,91.08673960156739,0.1805
5,-44.88642857142852,1340,182,2.189,0.006,5.441225072150072,73.50001295655966,0.171475
6,-85.4357142857142,1415,121,2.73,0.069,9.412775432900434,108.75942080654204,0.171475
7,-45.60714285714291,1490,0,2.554,0.0,3.390988492063492,83.72898687049747,0.15475618749999998
8,-41.753571428571455,1495,0,1.471,0.03,8.235094444444444,86.56735884398222,0.171475
9,-50.717857142857156,1399,113,1.765,0.029,7.822762878787879,77.82185525819659,0.13268408625781244
10,-54.77428571428574,1443,46,0.774,0.051,16.031007575757577,74.36594118922949,0.1260498819449218
11,-74.62714285714289,1426,15,1.544,0.187,10.970559451659451,76.33366113808006,0.11376001845529195
12,-13.535714285714285,1391,103,0.758,0.0,5.009481746031747,44.35476742044557,0.09753499582310592
13,-1.9821428571428572,1477,0,0.111,0.0,8.00491746031746,42.36444180458784,0.08362406704383542
14,-10.035714285714283,1465,82,0.562,0.0,7.623935714285714,42.36976782977581,0.09265824603195062
15,-16.573571428571434,1432,34,0.757,0.0,9.448501984126986,45.278161346912384,0.09753499582310592
16,-6.017857142857145,1488,0,0.337,0.0,5.353500396825397,38.22370283305645,0.08362406704383542
17,-34.90428571428572,1152,178,0.18,0.09,13.936010317460317,56.58570794761181,0.07169718448170839
18,-77.6071428571428,1254,159,0.028,0.175,19.30741875901876,93.67903365194798,0.07547072050706147
19,-97.48857142857148,1395,80,0.444,0.087,20.211895634920634,100.73306250572205,0.07944286369164365
20,-21.132857142857148,1491,0,0.2,0.0,15.407478499278499,49.45817272365093,0.07169718448170839
21,-29.913571428571426,1260,128,0.587,0.0,8.106132142857144,46.76895961165428,0.06811232525762297
22,-85.04857142857142,724,184,0.0,0.326,18.958455663780665,94.06376907229424,0.06470670899474182
23,-244.37285714285716,0,190,0.0,1.558,14.001363367188366,196.58909901976585,0.07169718448170839
24,-165.84428571428592,0,181,0.0,1.151,8.597812617937619,156.74220380187035,0.061471373545004725
25,-169.5614285714288,0,182,0.0,1.119,8.398805480630479,148.8700656890869,0.061471373545004725
26,-56.29000000000003,843,0,0.0,0.264,7.805308574758575,74.99024039506912,0.058397804867754484
27,-0.9285714285714285,1490,0,0.052,0.0,1.31785,37.23092943429947,0.05006881794849099
28,-14.232142857142854,1483,0,0.797,0.0,0.4297083333333333,33.52414679527283,0.040781365149158075
29,-13.089285714285714,1485,1,0.733,0.0,0.2990047619047619,30.629428327083588,0.0349649229447594
