episode,reward,q1,q2,rejection1,drop2,latency2,tde,rho
67,-20.472222222222285,1486,10,0.737,0.0,0.29510000000000003,27.601328402757645,0.05062944221109154
68,-20.500000000000053,1493,2,0.738,0.0,0.42945880230880235,28.64774901419878,0.049616853366869704
69,-27.388888888888967,1495,0,0.986,0.0,0.2086924963924964,33.9603765681386,0.04862451629953231
70,-23.555555555555614,1491,5,0.848,0.0,0.5172020562770563,30.578067608177662,0.047652025973541665
71,-9.138888888888884,1492,0,0.329,0.0,0.6284067460317461,18.09524867683649,0.04669898545407083
72,-21.55555555555561,1493,21,0.776,0.0,1.0414562049062048,28.86515211313963,0.04576500574498941
73,-12.055555555555562,1462,9,0.434,0.0,0.8209843795093795,20.129604157060385,0.044849705630089616
74,-26.27777777777785,1493,4,0.946,0.0,0.42022204184704187,32.30924916267395,0.04395271151748782
75,-3.7499999999999982,1344,80,0.135,0.0,1.6676297619047618,13.274400345981121,0.043073657287138065
76,-225.4374999999999,604,287,0.0,0.194,50.726533311133316,215.5233407196356,0.042212184141395305
77,0.0,477,7,0.0,0.0,21.767993517593517,66.21533991396427,0.0413679404585674
78,0.0,631,16,0.0,0.0,1.1473579365079363,53.2171221524477,0.04054058164939605
79,0.0,802,2,0.0,0.0,1.2897445165945167,40.11248690634966,0.03972977001640813
80,0.0,865,37,0.0,0.0,4.581132142857142,25.841133188456297,0.03893517461607997
81,0.0,788,0,0.0,0.0,6.251739682539682,22.736710714176297,0.03815647112375837
82,0.0,990,16,0.0,0.0,6.548083946608948,21.22924445872195,0.0373933417012832
83,0.0,941,15,0.0,0.0,17.26493142135642,26.28963999042753,0.036645474867257534
84,0.0,1051,4,0.0,0.0,6.305670041070042,13.005829081870615,0.035912565369912386
85,0.0,920,0,0.0,0.0,7.707754292929293,15.740321040153503,0.03519431406251414
86,0.0,1043,0,0.0,0.0,8.341198809523808,20.274967327713966,0.034490427781263856
87,0.0,1004,14,0.0,0.0,7.066884587634587,12.23775856604334,0.03380061922563858
88,-17.647321428571427,967,238,0.0,0.0,28.848740476190475,29.894552052253857,0.03312460684112581
89,0.0,1009,1,0.0,0.0,26.191824999999998,25.246771465986967,0.03246211470430329
90,0.0,1101,7,0.0,0.0,1.2565573232323233,9.196938451845199,0.03181287241021722
91,0.0,1001,0,0.0,0.0,1.4326984126984126,8.180624273023568,0.031176614962012874
92,0.0,1088,0,0.0,0.0,6.2062904761904765,10.96036795526743,0.030553082662772617
93,0.0,1129,8,0.0,0.0,0.7013571428571429,9.336125971283764,0.029942021009517164
94,0.0,1196,52,0.0,0.0,9.770170634920634,9.47764818437281,0.02934318058932682
95,0.0,991,126,0.0,0.0,3.959676190476191,8.677038035471924,0.028756316977540282
96,0.0,1184,68,0.0,0.0,1.6977249278499278,10.24881668528542,0.028181190637989476
97,0.0,1088,96,0.0,0.0,6.404730952380953,10.256850046338513,0.027617566825229686
98,0.0,1022,0,0.0,0.0,14.070308730158729,14.39932366576977,0.027065215488725092
99,0.0,1159,40,0.0,0.0,8.471772619047618,12.36671917757485,0.02652391117895059
100,0.0,1329,0,0.0,0.0,4.148853318903319,14.261908972170204,0.025993432955371577
101,0.0,1258,0,0.0,0.0,8.32803979076479,14.555976575706154,0.025473564296264146
102,0.0,1070,263,0.0,0.0,8.749264393939393,14.241764379432425,0.02496409301033886
103,-9.257142857142856,1097,80,0.0,0.0,14.45865836940837,21.909527955809608,0.024464811150132083
104,-13.749107142857142,1195,134,0.0,0.0,12.81548383838384,26.066854477627203,0.023975514927129443
105,-5.679464285714287,1311,0,0.0,0.0,12.148172727272728,18.834813406690955,0.023496004628586854
106,-19.537500000000005,1359,15,0.0,0.0,15.711903679653679,31.58929817273747,0.023026084536015116
107,-2.994642857142857,1303,43,0.0,0.0,13.502695607170606,17.601183359278366,0.022565562845294814
108,-10.010714285714286,1343,10,0.0,0.0,11.423262012987012,24.196191921131685,0.02211425158838892
109,-9.800892857142856,1047,211,0.0,0.0,15.424269264069263,22.055987688712776,0.02167196655662114
110,-7.638888888888883,1247,153,0.275,0.0,9.478566744366745,22.073091864702292,0.021238527225488715
111,0.0,1187,218,0.0,0.0,13.899973232323234,13.985691062174737,0.02081375668097894
112,-21.21349206349206,1176,108,0.019,0.0,15.58916361971362,33.959779128897935,0.02039748154735936
113,0.0,1466,0,0.0,0.0,9.313859307359307,13.762604622286744,0.019989531916412173
114,-0.5555555555555556,1197,141,0.02,0.0,10.721364238539238,13.732230844674632,0.019589741278083928
115,0.0,1417,1,0.0,0.0,9.030188761238762,12.545452097430825,0.01919794645252225
116,0.0,1263,85,0.0,0.0,11.006483730158731,12.302358002169058,0.018813987523471805
117,-16.022321428571438,1122,117,0.0,0.0,16.102870354645354,26.139650175347924,0.018437707773002368
118,0.0,1096,194,0.0,0.0,6.847490656565657,11.620913035818376,0.01806895361754232
119,-9.498214285714287,1092,205,0.0,0.0,13.685613095238093,21.985050349961966,0.017707574545191476
120,-8.788392857142858,1364,0,0.0,0.0,15.449672377622377,21.5244224241178,0.017353423054287647
121,0.0,1138,158,0.0,0.0,9.142677752802754,12.058730322052725,0.017006354593201895
122,-13.785714285714285,1044,226,0.0,0.0,12.906759132534134,25.087097592651844,0.016666227501337855
123,0.0,1297,20,0.0,0.0,5.563948318348319,11.310926138889045,0.0163329029513111
124,0.0,1235,2,0.0,0.0,11.93071984959485,11.118284590775147,0.016006244892284877
125,0.0,1228,0,0.0,0.0,1.831171248196248,12.117562893778086,0.01568611999443918
126,0.0,1242,30,0.0,0.0,0.8895541486291487,12.317580744624138,0.015372397594550394
127,0.0,1247,0,0.0,0.0,0.7293128427128428,12.124261863529682,0.015064949642659387
128,0.0,1229,1,0.0,0.0,0.48557658730158737,12.448603972792625,0.014763650649806198
129,0.0,1222,0,0.0,0.0,0.20188849206349208,12.216024741530418,0.014468377636810074
130,0.0,1232,5,0.0,0.0,1.0460348845598846,12.100771836936474,0.014179010084073873
131,0.0,1229,0,0.0,0.0,0.12992936507936506,12.242664977908134,0.013895429882392396
132,0.0,1159,73,0.0,0.0,0.47671107503607507,12.42741958796978,0.013617521284744548
133,0.0,1219,4,0.0,0.0,1.438582253857254,12.309466315433383,0.013345170859049656
134,0.0,1232,1,0.0,0.0,0.3374990981240982,12.161804169416428,0.013078267441868663
135,0.0,1238,6,0.0,0.0,0.682406746031746,12.180863194167614,0.012816702093031289
136,0.0,1237,0,0.0,0.0,0.6798488816738816,12.444291539490223,0.012560368051170662
137,0.0,1242,0,0.0,0.0,0.6335014069264069,12.374321952462196,0.012309160690147248
138,0.0,1246,1,0.0,0.0,0.9432685064935065,11.990219220519066,0.012062977476344303
139,0.0,1239,1,0.0,0.0,0.19867976190476191,12.118120238184929,0.011821717926817417
140,0.0,1214,18,0.0,0.0,0.28450436507936505,12.24068857729435,0.011585283568281068
141,0.0,1228,0,0.0,0.0,0.26060844155844154,12.395834662020206,0.011353577896915447
142,0.0,1229,1,0.0,0.0,0.1599003968253968,12.350468218326569,0.011126506338977138
143,0.0,1218,0,0.0,0.0,0.2786613636363636,12.286945164203644,0.010903976212197594
144,0.0,1228,0,0.0,0.0,2.4332922077922077,12.296489804284647,0.010685896687953642
145,0.0,1233,4,0.0,0.0,0.8440744949494949,12.39124932140112,0.01047217875419457
146,0.0,1233,0,0.0,0.0,0.3672392857142857,12.028743758797646,0.010262735179110678
147,0.0,1238,4,0.0,0.0,0.2423071428571429,12.278474003076553,0.010057480475528464
148,0.0,1224,0,0.0,0.0,0.27138214285714285,12.295019969344139,0.009856330866017895
149,0.0,1231,0,0.0,0.0,0.907427886002886,12.355668105185032,0.009659204248697536
150,0.0,1225,1,0.0,0.0,0.897379834054834,12.4945397824049,0.009466020163723585
151,0.0,1230,1,0.0,0.0,0.22509231601731602,12.246266916394234,0.009276699760449113
152,0.0,1235,30,0.0,0.0,0.41624397546897546,12.090196087956429,0.00909116576524013
153,0.0,1226,0,0.0,0.0,3.243618506493507,12.295035489252768,0.008909342449935327
154,0.0,1230,0,0.0,0.0,0.17968373015873013,12.501842826604843,0.00873115560093662
155,0.0,1246,0,0.0,0.0,0.18879285714285715,12.22090858221054,0.008556532488917887
156,0.0,1211,9,0.0,0.0,2.6623314213564213,11.998451451770961,0.00838540183913953
157,0.0,1220,0,0.0,0.0,0.6575237373737374,12.569737814366817,0.008217693802356738
158,0.0,1230,0,0.0,0.0,0.16858787878787876,12.325410783290863,0.008053339926309603
159,0.0,1222,0,0.0,0.0,0.19650068542568544,12.283639058470726,0.00789227312778341
160,0.0,1228,0,0.0,0.0,0.14334722222222224,12.429938480257988,0.007734427665227742
161,0.0,1224,19,0.0,0.0,0.11441706349206347,12.471515968441963,0.007579739111923187
162,0.0,1236,0,0.0,0.0,0.6006450937950938,12.702216684818268,0.007428144329684723
163,0.0,1227,0,0.0,0.0,0.1793161616161616,12.373103529214859,0.0072795814430910285
164,0.0,1221,1,0.0,0.0,0.19241944444444445,12.609207324683666,0.007133989814229208
165,0.0,1257,0,0.0,0.0,0.18406388888888886,12.464491307735443,0.006991310017944624
166,0.0,1236,0,0.0,0.0,0.1498722222222222,12.267028450965881,0.006851483817585731
167,0.0,1229,1,0.0,0.0,0.13956150793650793,12.537779301404953,0.006714454141234017
168,0.0,1231,1,0.0,0.0,0.6982628066378067,12.429052963852882,0.006580165058409336
169,0.0,1230,7,0.0,0.0,0.08218373015873015,12.440931886434555,0.006448561757241149
170,0.0,1222,0,0.0,0.0,0.2706357503607503,12.355456843972206,0.006319590522096326
171,0.0,1232,3,0.0,0.0,0.21659365079365078,12.302068024873734,0.0061931987116544
172,0.0,1237,3,0.0,0.0,0.3280152236652237,12.234977096319199,0.0060693347374213115
173,0.0,1220,0,0.0,0.0,0.7138419552669554,12.49512180685997,0.005947948042672885
174,0.0,1234,0,0.0,0.0,0.15308611111111112,12.200989186763763,0.005828989081819427
175,0.0,1222,0,0.0,0.0,0.12295634920634921,12.390954166650772,0.005712409300183038
176,0.0,1207,6,0.0,0.0,0.1327563492063492,12.278082177042961,0.005598161114179377
177,0.0,1226,1,0.0,0.0,0.28011446608946605,12.303988292813301,0.005486197891895789
178,0.0,1243,0,0.0,0.0,0.4172783910533911,12.539390534162521,0.005376473934057873
179,0.0,1215,0,0.0,0.0,0.1211376984126984,12.48401465266943,0.005268944455376716
180,0.0,1226,0,0.0,0.0,0.14608730158730157,12.342255309224129,0.005163565566269181
181,0.0,1217,0,0.0,0.0,0.09427103174603174,12.320587277412415,0.005060294254943797
182,0.0,1235,0,0.0,0.0,0.12240158730158732,12.490304708480835,0.004959088369844921
183,0.0,1228,5,0.0,0.0,0.16697842712842714,12.452955186367035,0.004859906602448022
184,0.0,1236,0,0.0,0.0,0.10957936507936508,12.337209150195122,0.004762708470399061
185,0.0,1234,0,0.0,0.0,0.13543095238095237,12.338250547647476,0.00466745430099108
186,0.0,1232,3,0.0,0.0,0.3859031024531025,12.455368295311928,0.004574105214971258
187,0.0,1240,2,0.0,0.0,0.1763896825396825,12.442682206630707,0.004482623110671833
188,0.0,1230,0,0.0,0.0,0.5168888528138528,12.359406597912312,0.004392970648458396
189,0.0,1228,8,0.0,0.0,0.2077063492063492,12.320408999919891,0.004305111235489228
190,0.0,1239,0,0.0,0.0,0.21256378066378065,12.398914992809296,0.0042190090107794434
191,0.0,1227,0,0.0,0.0,0.12653095238095238,12.28684987127781,0.004134628830563854
192,0.0,1229,1,0.0,0.0,1.4140865440115442,12.142205461859703,0.004051936253952577
193,0.0,1231,0,0.0,0.0,0.07628293650793651,12.346619039773941,0.003970897528873525
194,0.0,1230,0,0.0,0.0,0.4582381673881674,12.42341024428606,0.0038914795782960545
195,0.0,1220,0,0.0,0.0,0.6546153679653679,12.559489101171494,0.0038136499867301335
196,0.0,1234,0,0.0,0.0,0.11602103174603173,12.428931772708893,0.0037373769869955306
197,0.0,1223,0,0.0,0.0,0.07509007936507936,12.42328430712223,0.00366262944725562
198,0.0,1237,0,0.0,0.0,0.1348404761904762,12.471401616930962,0.0035893768583105073
199,0.0,1238,0,0.0,0.0,0.10894126984126984,12.383923336863518,0.003517589321144297
200,0.0,1220,0,0.0,0.0,0.2638956349206349,12.54204910993576,0.003447237534721411
201,0.0,1236,0,0.0,0.0,0.16973690476190476,12.346492946147919,0.003378292784026983
202,0.0,1223,0,0.0,0.0,0.0906265873015873,12.319549918174744,0.003310726928346443
203,0.0,1219,0,0.0,0.0,0.1226940476190476,12.29378479719162,0.003244512389779514
204,0.0,1229,1,0.0,0.0,0.3676017676767677,12.594259217381477,0.0031796221419839238
205,0.0,1228,0,0.0,0.0,0.09899642857142857,12.332873836159706,0.0031160296991442453
206,0.0,1219,1,0.0,0.0,0.128906746031746,12.299982622265816,0.0030537091051613605
207,0.0,1222,0,0.0,0.0,0.10853214285714284,12.52147801965475,0.002992634923058133
208,0.0,1214,1,0.0,0.0,2.381393831168831,12.17829227866605,0.0029327822245969705
209,0.0,1227,1,0.0,0.0,0.14235079365079364,12.561390809714794,0.002874126580105031
210,0.0,1229,0,0.0,0.0,1.0130263347763346,12.382589116692543,0.0028166440485029305
211,0.0,1224,1,0.0,0.0,1.8120830447330445,12.654466528445482,0.002760311167532872
212,0.0,1220,0,0.0,0.0,0.17873232323232321,12.340094298124313,0.0027051049441822145
213,0.0,1237,1,0.0,0.0,0.12540357142857145,12.27249713242054,0.0026510028452985702
214,0.0,1217,0,0.0,0.0,0.09919563492063492,12.69768214225769,0.0025979827883925986
215,0.0,1218,0,0.0,0.0,0.054521031746031755,12.25414164364338,0.0025460231326247464
216,0.0,1226,0,0.0,0.0,0.1855637085137085,12.33551199734211,0.002495102669972251
217,0.0,1221,0,0.0,0.0,0.1357873015873016,12.389201894402504,0.002445200616572806
218,0.0,1212,2,0.0,0.0,0.282837518037518,12.49376218020916,0.00239629660424135
219,0.0,1215,0,0.0,0.0,0.4684781746031746,12.561070643365383,0.002348370672156523
220,0.0,1244,0,0.0,0.0,0.23679906204906204,12.51155897974968,0.0023014032587133923
221,0.0,1223,1,0.0,0.0,0.10751666666666665,12.159956127405167,0.0022553751935391244
222,0.0,1224,0,0.0,0.0,0.16279444444444446,12.44239728152752,0.0022102676896683417
223,0.0,1226,0,0.0,0.0,0.17186637806637808,12.598008662462234,0.002166062335874975
224,0.0,1222,3,0.0,0.0,0.07706031746031747,12.316365793347359,0.0021227410891574753
225,0.0,1238,3,0.0,0.0,0.09183730158730156,12.349966764450073,0.0020802862673743256
226,0.0,1239,0,0.0,0.0,1.342836616161616,12.679792813956738,0.002038680542026839
227,0.0,1231,3,0.0,0.0,0.23245634920634922,12.416079804301262,0.001997906931186302
228,0.0,1211,0,0.0,0.0,0.1368285714285714,12.467189863324165,0.001957948792562576
229,0.0,1246,15,0.0,0.0,0.3317608225108225,12.686861783266068,0.0019187898167113244
230,0.0,1223,0,0.0,0.0,0.29064177489177484,12.395370066165924,0.001880414020377098
231,0.0,1214,0,0.0,0.0,0.10370714285714286,12.529388561844826,0.001842805739969556
232,0.0,1234,0,0.0,0.0,0.17919722222222223,12.36912027001381,0.0018059496251701648
233,0.0,1234,0,0.0,0.0,0.36171396103896103,12.65061566978693,0.0017698306326667614
234,0.0,1222,0,0.0,0.0,0.07716309523809523,12.29718105494976,0.0017344340200134262
235,0.0,1222,1,0.0,0.0,0.10829285714285715,12.32571804523468,0.0016997453396131576
236,0.0,1240,0,0.0,0.0,0.38861082251082246,12.45919232070446,0.0016657504328208945
237,0.0,1228,1,0.0,0.0,0.1569206349206349,12.686478361487389,0.0016324354241644766
238,0.0,1222,0,0.0,0.0,0.07048730158730157,12.435193881392479,0.001599786715681187
239,0.0,1227,0,0.0,0.0,0.1122547619047619,12.350194573402405,0.0015677909813675633
240,0.0,1227,1,0.0,0.0,0.09759960317460317,12.358591616153717,0.001536435161740212
241,0.0,1234,1,0.0,0.0,0.12900714285714288,12.29445630311966,0.0015057064585054078
242,0.0,1217,0,0.0,0.0,0.10202579365079364,12.243026226758957,0.0014755923293352997
243,0.0,1225,0,0.0,0.0,0.49729282106782113,12.568334318697453,0.0014460804827485937
244,0.0,1229,1,0.0,0.0,0.6498907287157287,12.262059077620506,0.0014171588730936219
245,0.0,1212,0,0.0,0.0,0.12057301587301586,12.433631271123886,0.0013888156956317495
246,0.0,1221,0,0.0,0.0,0.0805531746031746,12.322729244828224,0.0013610393817191145
247,0.0,1235,5,0.0,0.0,0.1354873015873016,12.5467409491539,0.0013338185940847322
248,0.0,1220,0,0.0,0.0,0.1598906204906205,12.42837119102478,0.0013071422222030375
249,0.0,1220,3,0.0,0.0,0.12254920634920634,12.39662255346775,0.0012809993777589768
250,0.0,1235,0,0.0,0.0,0.08028531746031746,12.358757644891739,0.0012553793902037973
251,0.0,1235,0,0.0,0.0,0.09481190476190476,12.557994619011879,0.0012302718023997213
252,0.0,1230,0,0.0,0.0,0.10418849206349205,12.441402524709702,0.001205666366351727
253,0.0,1236,0,0.0,0.0,0.0991031746031746,12.498343005776405,0.0011815530390246924
254,0.0,1227,0,0.0,0.0,0.18395,12.45990477502346,0.0011579219782441987
255,0.0,1241,2,0.0,0.0,0.09962777777777776,12.315906822681427,0.0011347635386793147
256,0.0,1227,0,0.0,0.0,0.15909444444444443,12.515958428382874,0.0011120682679057283
257,0.0,1226,1,0.0,0.0,0.08587698412698412,12.451724782586098,0.0010898269025476138
258,0.0,1231,0,0.0,0.0,0.07351626984126983,12.41416685283184,0.0010680303644966616
259,0.0,1210,0,0.0,0.0,0.12075277777777778,12.305179297924042,0.0010466697572067284
260,0.0,1234,2,0.0,0.0,0.0862297619047619,12.4043620377779,0.0010257363620625938
261,0.0,1229,0,0.0,0.0,0.24152828282828281,12.365794464945793,0.001005221634821342
262,0.0,1224,0,0.0,0.0,0.08337063492063493,12.355558097362518,0.001
263,0.0,1223,1,0.0,0.0,0.07881071428571429,12.4219980686903,0.001
264,0.0,1226,0,0.0,0.0,0.36954069264069267,12.782031148672104,0.001
265,0.0,1223,1,0.0,0.0,0.11353650793650794,12.359820917248726,0.001
266,0.0,1242,1,0.0,0.0,0.6372976190476191,12.591345563530922,0.001
267,0.0,1249,1,0.0,0.0,0.6321536796536795,12.549005061388016,0.001
268,0.0,1239,0,0.0,0.0,0.1594456349206349,12.666512109339237,0.001
269,0.0,1232,0,0.0,0.0,0.10713531746031746,12.455717504024506,0.001
270,0.0,1238,3,0.0,0.0,0.1393984126984127,12.460210338234901,0.001
271,0.0,1218,0,0.0,0.0,0.09141666666666666,12.463912695646286,0.001
272,0.0,1235,1,0.0,0.0,0.07291825396825397,12.55067677795887,0.001
273,0.0,1218,0,0.0,0.0,0.1265611111111111,12.559039890766144,0.001
274,0.0,1236,0,0.0,0.0,0.09666309523809523,12.49477867782116,0.001
275,0.0,1241,0,0.0,0.0,0.10687023809523809,12.466010466217995,0.001
276,0.0,1233,0,0.0,0.0,0.11070079365079366,12.425377912819386,0.001
277,0.0,1234,0,0.0,0.0,0.10010277777777776,12.56119005382061,0.001
278,0.0,1227,0,0.0,0.0,0.13894285714285712,12.621385410428047,0.001
279,0.0,1233,0,0.0,0.0,0.14618412698412697,12.530218541622162,0.001
280,0.0,1237,0,0.0,0.0,0.1313904761904762,12.445648223161697,0.001
281,0.0,1230,0,0.0,0.0,0.0704876984126984,12.317088335752487,0.001
282,0.0,1230,0,0.0,0.0,0.07735396825396824,12.434740364551544,0.001
283,0.0,1238,3,0.0,0.0,0.09233849206349205,12.369658559560776,0.001
284,0.0,1222,0,0.0,0.0,0.3137766594516595,12.432518392801285,0.001
285,0.0,1216,0,0.0,0.0,0.32266277056277054,12.383514285087585,0.001
286,0.0,1236,0,0.0,0.0,0.10712142857142858,12.555360838770866,0.001
287,0.0,1216,0,0.0,0.0,0.119975,12.452742278575897,0.001
288,0.0,1223,0,0.0,0.0,0.10914523809523809,12.64203354716301,0.001
289,0.0,1215,1,0.0,0.0,0.44210144300144305,12.617673560976982,0.001
290,0.0,1228,0,0.0,0.0,0.09509246031746031,12.382632449269295,0.001
291,0.0,1223,0,0.0,0.0,0.12202380952380953,12.395139873027802,0.001
292,0.0,1239,0,0.0,0.0,0.5155768398268398,12.444198571145535,0.001
293,0.0,1225,0,0.0,0.0,0.23016547619047617,12.541769206523895,0.001
294,0.0,1267,0,0.0,0.0,0.16484444444444443,12.381725430488586,0.001
295,0.0,1220,0,0.0,0.0,0.1901559523809524,12.501615479588509,0.001
296,0.0,1222,0,0.0,0.0,0.06840595238095237,12.619952455163002,0.001
297,0.0,1230,0,0.0,0.0,0.11047619047619046,12.406176686286926,0.001
298,0.0,1240,2,0.0,0.0,0.940853823953824,12.5843510851264,0.001
299,0.0,1236,1,0.0,0.0,0.24011904761904762,12.399620562791824,0.001
300,0.0,1246,4,0.0,0.0,0.12532063492063492,12.495190590620041,0.001
301,0.0,1237,2,0.0,0.0,0.09654404761904761,12.19630078971386,0.001
302,0.0,1224,0,0.0,0.0,0.13967896825396828,12.511578664183617,0.001
303,0.0,1228,0,0.0,0.0,0.13317380952380953,12.560402035713196,0.001
304,0.0,1231,4,0.0,0.0,0.10363531746031746,12.476043224334717,0.001
305,0.0,1228,0,0.0,0.0,0.12557579365079363,12.400917053222656,0.001
306,0.0,1234,0,0.0,0.0,0.08939444444444444,12.380875200033188,0.001
307,0.0,1226,1,0.0,0.0,0.46972878787878797,12.394889414310455,0.001
308,0.0,1224,0,0.0,0.0,0.08526666666666667,12.48080874979496,0.001
309,0.0,1223,1,0.0,0.0,0.1377813492063492,12.402081161737442,0.001
