episode,reward,q1,q2,rejection1,drop2,latency2,tde,rho
0,-34.58333333333337,1495,0,2.075,0.0,1.6685626234876234,76.16031247377396,0.196
1,-51.600000000000016,1486,0,3.096,0.0,1.5861294372294374,42.737271934747696,0.19208
2,-48.33333333333342,1482,6,2.9,0.0,2.5152599206349207,42.02724837511778,0.1882384
3,-59.68839285714291,1452,35,3.099,0.0,8.096781868131867,48.311907198280096,0.184473632
4,-50.65416666666671,1493,2,2.302,0.035,6.777360053835054,57.8001573542133,0.18078415936
5,-36.11190476190486,1495,0,2.156,0.0,7.974737878787879,49.24609660822898,0.1771684761728
6,-43.68958333333334,1162,258,2.03,0.119,5.307896553446553,52.68436143361032,0.173625106649344
7,-37.39583333333339,1494,4,1.694,0.018,5.921633732933733,52.254776541143656,0.1701526045163571
8,-70.49404761904756,1465,21,1.454,0.342,10.096076737151737,79.95071504451334,0.16674955242602996
9,-42.62976190476195,1494,0,2.366,0.0,6.7037184343434335,41.62247950211167,0.16341456137750934
10,-28.28333333333337,1455,32,1.697,0.0,7.3365845959595966,37.27172889281064,0.16014627014995916
11,-26.516071428571454,1493,0,1.533,0.0,6.694354220779221,37.8746234504506,0.15694334474695998
12,-24.53958333333337,1493,11,0.857,0.016,7.483220526695527,41.989373473334126,0.15380447785202078
13,-18.550000000000036,1411,115,1.113,0.0,5.031065476190477,32.438732048496604,0.15072838829498036
14,-21.58333333333337,1483,7,1.295,0.0,6.155686147186148,31.687318749376573,0.14771382052908075
15,-27.37976190476193,1342,168,1.088,0.0,11.684711466311466,38.38367849693168,0.14475954411849912
16,-37.52946428571427,1490,8,1.239,0.047,12.889872263847264,44.29902011947706,0.14186435323612914
17,-10.883333333333336,1484,49,0.653,0.0,7.125802886002886,27.92710756789893,0.13902706617140656
18,-24.08958333333333,1494,0,0.656,0.0,14.289283263958264,41.63102533959318,0.13624652484797842
19,-6.566666666666658,1426,72,0.394,0.0,4.572161904761904,25.892423512414098,0.13352159435101885
20,-47.27767857142852,1451,23,1.026,0.022,13.719734018759016,48.13676974619739,0.13085116246399847
21,-5.883333333333327,1400,61,0.353,0.0,8.24850992063492,23.89801984553924,0.1282341392147185
22,-6.366666666666661,1448,107,0.382,0.0,11.521162914862915,29.954337892413605,0.12566945643042413
23,-48.44523809523809,1412,107,0.595,0.042,24.804518722943723,58.8604725881014,0.12315606730181564
24,-5.4499999999999975,1495,0,0.327,0.0,11.7365544011544,27.683599887415767,0.12069294595577933
25,-10.600000000000005,1415,85,0.636,0.0,3.744478968253968,21.73926740436582,0.11827908703666373
26,-8.516666666666655,1494,0,0.511,0.0,10.08370119047619,21.84844466811046,0.11591350529593046
27,-45.56130952380949,1466,8,0.676,0.061,18.025601431901432,51.43809856660664,0.11359523519001186
28,-20.269345238095234,1169,264,0.214,0.131,11.947841702741702,30.912792209535837,0.11132333048621161
29,-48.29136904761899,1475,16,0.14,0.331,16.111786674436676,59.898071210831404,0.10909686387648737
30,-15.257440476190492,1468,7,0.26,0.0,21.305372915972917,37.948209162801504,0.10691492659895763
31,-13.324404761904749,1278,192,0.425,0.0,5.7657936507936505,23.664322216063738,0.10477662806697847
32,-45.690476190476126,1490,5,0.215,0.121,15.249000749250749,54.08897230774164,0.1026810955056389
33,-10.433333333333334,1482,0,0.626,0.0,2.1960761904761905,18.825163904577494,0.10062747359552612
