episode,reward,q1,q2,rejection1,drop2,latency2,tde,rho
0,-108.73076923076947,1492,0,2.827,0.0,0.9786452020202021,109.12466983497143,0.2
1,-103.92884615384637,1382,103,2.682,0.0,3.0531419913419913,91.09659821353853,0.19
2,-123.03846153846187,1488,1,3.199,0.0,1.2224072705072704,92.05046327644959,0.19
3,-165.34615384615412,1493,0,4.299,0.0,3.517528174603174,132.44249922409654,0.19
4,-121.37714285714308,1494,0,3.146,0.0,6.156562229437228,111.27930308319628,0.19
5,-95.65384615384642,1491,9,2.487,0.0,4.417068470418471,94.91091120243073,0.19
6,-80.90137362637375,1333,206,2.061,0.018,4.427928535353535,87.73762937262654,0.171475
7,-118.0982692307694,1484,0,2.996,0.0,4.81242886002886,88.00112520903349,0.19
8,-80.12744505494511,1494,41,2.009,0.0,5.52231056998557,71.57366267126054,0.16290124999999997
9,-112.2331043956046,1481,8,2.809,0.085,5.981698806748807,87.74515236821026,0.1805
10,-83.38461538461553,1491,0,2.168,0.0,5.419559126984127,78.82734760083258,0.16290124999999997
11,-78.37947802197812,1422,196,1.841,0.07,9.736868650793651,79.28312008734792,0.19
12,-74.87686813186836,1441,73,1.842,0.004,7.574041586191586,84.01865552645177,0.15475618749999998
13,-73.60587912087915,1493,0,1.799,0.0,12.002454131979132,86.54243454430252,0.171475
14,-53.98445054945061,1430,126,1.37,0.0,11.807186038961039,79.84436148125678,0.16290124999999997
15,-62.68607142857141,1497,0,1.365,0.039,15.72797733100233,89.4294755673036,0.16290124999999997
16,-69.06175824175826,1492,0,1.609,0.0,11.740617773892774,79.39847172889858,0.15475618749999998
17,-73.48634615384623,1437,87,1.681,0.163,9.771016275391277,86.10425551142544,0.171475
18,-71.30296703296706,1375,189,1.481,0.125,14.41131774891775,82.82260588160716,0.15475618749999998
19,-72.61958791208806,1475,34,1.619,0.12,10.119295346320344,75.88651012815535,0.19
20,-52.466263736263855,1350,206,1.217,0.09,12.0287105006105,71.8862964687869,0.16290124999999997
21,-49.195604395604455,1433,118,1.08,0.0,16.65522833000333,79.21738119598012,0.16290124999999997
22,-42.643708791208915,1493,22,1.081,0.0,9.202761544011544,62.50638514012098,0.15475618749999998
23,-53.03846153846165,1455,47,1.379,0.0,7.823651875901876,60.46979473903775,0.15475618749999998
24,-46.65384615384622,1491,0,1.213,0.0,10.774268434343433,63.01058050431311,0.19
25,-54.53332417582431,1494,0,1.312,0.012,9.71234440836941,60.689459634013474,0.171475
26,-65.7734340659342,1465,26,1.467,0.021,14.789464502164503,79.54122730903327,0.1805
27,-54.95398351648356,1430,147,1.15,0.073,12.756462301587302,69.92500500380993,0.1805
28,-72.88071428571448,1408,125,1.833,0.0,9.580747258297258,59.56702775042504,0.19
29,-55.753049450549554,1415,78,1.308,0.05,11.855091996891996,60.538547151722014,0.19
30,-62.32478021978038,1482,15,1.601,0.0,10.039546739371739,61.169317909516394,0.19
31,-53.466950549450615,1468,20,1.045,0.086,14.948870840270839,70.17038787086494,0.171475
32,-46.06409340659342,1424,209,0.993,0.02,15.691211616161615,64.64136855350807,0.1805
33,-45.52241758241767,1447,112,1.07,0.055,11.908432584082584,57.93029291788116,0.16290124999999997
34,-47.30903846153858,1367,183,0.727,0.137,21.027178210678212,55.15732429630589,0.14701837812499996
35,-62.40969780219783,1480,6,1.137,0.164,17.087531812631813,69.99965969379991,0.15475618749999998
36,-45.953489010989,1494,0,0.823,0.183,14.297558946608948,61.79992697155103,0.15475618749999998
37,-46.26565934065938,1489,2,0.839,0.052,17.564862384837383,58.85639268520754,0.13268408625781244
38,-39.103159340659346,1356,201,0.553,0.095,23.89070108225108,62.430321945110336,0.15475618749999998
39,-44.03085164835173,1381,127,0.522,0.248,17.22228787878788,70.7301253688056,0.1260498819449218
40,-28.355686813186843,1450,148,0.296,0.129,24.5166536019536,57.95849883084884,0.11974738784767572
41,-48.51074175824175,1443,114,0.627,0.294,19.181957420357424,66.00579686311539,0.11376001845529195
42,-42.687060439560405,1213,50,0.082,0.636,22.399685353535354,84.65965483780019,0.11974738784767575
43,-35.53571428571426,949,210,0.0,0.732,18.414299339549338,72.93293708562851,0.10266841665590097
44,-37.946758241758275,1477,4,0.283,0.42,16.488770204795205,74.0021856026724,0.10807201753252735
45,-45.305934065934025,1424,105,0.362,0.283,26.380725593850592,61.43827044032514,0.10266841665590097
46,-37.16826923076922,1440,115,0.045,0.478,22.624763117438118,66.76917593926191,0.10266841665590097
47,-50.03870879120874,813,149,0.041,0.859,25.622475557775555,57.11135292053223,0.09265824603195062
48,-47.60678571428565,492,171,0.0,1.085,14.485338034188036,71.19741287082434,0.09753499582310592
