episode,reward,q1,q2,rejection1,drop2,latency2,tde,rho
0,-10.19444444444444,1497,0,0.367,0.0,4.656001986901987,56.485765726072714,0.1805
1,-38.22321428571435,1358,207,1.368,0.0,13.999950227550228,44.61254313029349,0.1805
2,-77.09107142857128,1496,0,2.061,0.0,9.704059526584526,75.35368685983121,0.1805
3,-39.58333333333336,1415,103,1.425,0.0,7.880062984237984,58.16028411407024,0.19
4,-35.85932539682541,1377,256,1.021,0.0,15.149430622155624,64.06927057728171,0.171475
5,-121.75615079365079,1500,0,1.493,0.034,23.640234865134865,106.64565100520849,0.2
6,-53.46706349206355,1484,3,1.684,0.0,12.46688112998113,53.47407432645559,0.16290124999999997
7,-31.055555555555575,1440,179,1.118,0.0,14.698930633255634,48.196810591965914,0.1805
8,-47.20813492063502,1408,98,1.036,0.0,18.41317075979576,54.06957442034036,0.1805
9,-55.06686507936514,1494,87,1.034,0.078,15.769298162948163,60.35463184828404,0.171475
10,-73.03968253968256,1489,0,1.111,0.118,17.406789799089797,69.1126982482383,0.15475618749999998
11,-120.0178571428572,1476,7,0.153,0.275,24.466941386391387,128.630645994097,0.1260498819449218
12,-33.17688492063495,1090,385,0.487,0.0,19.821588994338995,48.56257455050945,0.10807201753252733
13,-47.64682539682542,1313,277,0.04,0.0,25.16509313741814,79.33369167149067,0.11376001845529193
14,-160.56934523809525,0,469,0.087,1.665,23.495475810300807,158.67804392427206,0.10807201753252733
15,-23.707142857142852,1221,16,0.0,0.084,8.543946697746698,58.01853258907795,0.10266841665590096
16,0.0,1252,15,0.0,0.0,12.705508982683982,35.15081386268139,0.08802533373035308
17,0.0,1450,11,0.0,0.0,3.551032864357864,32.08828883431852,0.08362406704383542
18,0.0,1345,80,0.0,0.0,10.497211291486291,33.576103787869215,0.07944286369164365
19,0.0,974,64,0.0,0.0,8.61038336940837,33.932813707739115,0.07944286369164365
20,0.0,954,3,0.0,0.0,2.270307695082695,48.325337966904044,0.07547072050706147
21,0.0,1140,6,0.0,0.0,3.146769408369409,39.750072402413934,0.06470670899474182
22,0.0,1148,1,0.0,0.0,4.085327777777778,34.87940092058852,0.07547072050706147
23,0.0,1196,22,0.0,0.0,3.3593433982683982,29.81732753221877,0.061471373545004725
24,0.0,1150,47,0.0,0.0,1.692985930735931,30.61593684030231,0.058397804867754484
25,0.0,1150,27,0.0,0.0,5.663597294372295,28.94837656407617,0.061471373545004725
26,0.0,1170,1,0.0,0.0,1.8931936507936507,25.352345993276685,0.055477914624366756
27,0.0,1150,0,0.0,0.0,4.132780339105339,29.94418941892218,0.058397804867754484
