episode,reward,q1,q2,rejection1,drop2,latency2,tde,rho
0,-39.416666666666714,1492,9,2.365,0.0,1.5257654012654014,97.23595191538334,0.171475
1,-38.1666666666667,1466,41,2.29,0.0,6.389459299034299,50.720870304852724,0.13966745921874996
2,-93.14821428571432,1493,0,3.363,0.215,8.608309565434567,83.5735092535615,0.13268408625781244
3,-54.61666666666671,1491,72,3.277,0.0,2.7213531024531026,68.8146941959858,0.14701837812499996
4,-45.36517857142859,1498,0,1.731,0.073,10.338424514374514,161.72636948525906,0.171475
5,-40.96458333333333,1435,82,2.303,0.0,6.433357708957709,142.69102102518082,0.15475618749999998
6,-55.98363095238097,1461,41,1.9,0.15,9.41886608946609,173.70498502254486,0.13268408625781244
7,-90.4276785714284,1445,37,1.566,0.295,15.776588464313463,205.22349882125854,0.13268408625781244
8,-33.629166666666734,1468,32,1.276,0.024,8.333940651015652,122.17794644832611,0.12604988194492184
9,-29.500000000000046,1489,2,1.581,0.0,7.492010445110444,74.66145825386047,0.11974738784767575
10,-12.115773809523805,1465,23,0.676,0.0,9.09856966089466,54.637188985943794,0.12604988194492184
11,-29.968154761904763,1491,0,1.031,0.0,12.11741358086358,65.48414779361337,0.1547561875
12,-28.438392857142894,1432,36,0.993,0.0,11.417442055167056,67.11915408738423,0.147018378125
13,-14.61666666666668,1377,133,0.877,0.0,5.1626626984126975,50.78594499826431,0.16290125
14,-20.95000000000004,1487,22,1.257,0.0,8.628509595959596,46.90716589987278,0.1547561875
15,-18.30000000000003,1492,0,1.098,0.0,6.69574751082251,36.37589716911316,0.1547561875
16,-11.633333333333344,1442,115,0.698,0.0,11.40917554112554,37.437312096357346,0.13268408625781247
17,-5.099999999999998,1395,67,0.306,0.0,17.58189834054834,38.204579681158066,0.11974738784767575
18,-10.90000000000001,1488,1,0.654,0.0,10.247558441558441,32.95102961361408,0.11376001845529195
19,-4.883333333333329,1471,34,0.293,0.0,9.857110064935064,29.529082506895065,0.11974738784767575
20,-14.383035714285715,1496,1,0.516,0.0,13.471563863913863,38.12806398421526,0.12604988194492184
21,-7.642261904761901,1487,15,0.284,0.0,13.514206313131313,35.826205280725844,0.10807201753252735
22,-4.581547619047621,1257,54,0.131,0.0,17.738874963924964,33.67587454430759,0.07547072050706147
23,0.0,1449,21,0.0,0.0,9.165539285714287,29.44547078385949,0.06470670899474182
24,0.0,1384,41,0.0,0.0,13.313137301587304,24.03949235379696,0.058397804867754484
25,0.0,1314,4,0.0,0.0,5.218140476190476,21.533325415104628,0.061471373545004725
26,0.0,1232,35,0.0,0.0,5.101270238095238,23.841574802063406,0.05006881794849099
27,0.0,1324,3,0.0,0.0,4.4867615079365075,22.68206478934735,0.052704018893148415
28,0.0,1359,5,0.0,0.0,4.995727380952381,21.001636252040043,0.052704018893148415
29,0.0,1392,20,0.0,0.0,7.170077597402598,18.909337176010013,0.055477914624366756
30,0.0,1277,0,0.0,0.0,3.7242785714285715,19.553723304066807,0.052704018893148415
31,0.0,1292,66,0.0,0.0,3.9439797619047616,17.773391509079374,0.047565377051066435
32,0.0,1308,1,0.0,0.0,4.782335714285714,17.375975822331384,0.04518710819851311
33,0.0,1286,1,0.0,0.0,3.021635714285714,17.1098624675069,0.040781365149158075
34,0.0,1286,6,0.0,0.0,2.01595,16.13747553806752,0.033216676797521424
35,0.0,1250,7,0.0,0.0,3.476354761904762,16.35363827738911,0.03155584295764535
36,0.0,1288,0,0.0,0.0,2.483219047619047,16.44317946722731,0.028479148269274928
37,0.0,1289,21,0.0,0.0,2.213142857142857,16.645593279972672,0.025702431313020618
38,0.0,1340,1,0.0,0.0,1.2150761904761904,13.459928455762565,0.023196444260001104
39,0.0,1299,0,0.0,0.0,1.5002535714285714,15.384969813749194,0.019888051397418442
40,0.0,1200,14,0.0,0.0,5.072621428571429,16.035563468933105,0.01794896638617014
41,0.0,1244,0,0.0,0.0,1.04385,13.367981982417405,0.01619894216351855
42,0.0,1334,39,0.0,0.0,2.6230142857142855,13.747781921178102,0.01619894216351855
43,0.0,1275,0,0.0,0.0,3.7841753968253964,13.635108517482877,0.01461954530257549
44,0.0,1225,0,0.0,0.0,1.2187166666666667,15.241276542656124,0.013194139635574378
45,0.0,1349,0,0.0,0.0,0.8452095238095237,13.317763831379125,0.01
46,0.0,1268,1,0.0,0.0,3.0749238095238094,12.728214607341215,0.010526315789473686
47,0.0,1302,19,0.0,0.0,1.314047619047619,13.007449666038156,0.010526315789473686
48,0.0,1266,0,0.0,0.0,1.388240476190476,12.481310900300741,0.01
49,0.0,1225,8,0.0,0.0,1.3327690476190477,13.970729555177968,0.010526315789473686
50,0.0,1239,0,0.0,0.0,0.6057285714285713,13.245003566145897,0.01
51,0.0,1234,2,0.0,0.0,0.6636666666666667,14.496356817893684,0.01
52,0.0,1361,5,0.0,0.0,0.5071833333333333,13.290213983156718,0.01
53,0.0,1209,6,0.0,0.0,2.8267285714285717,13.381596183375223,0.011080332409972301
54,0.0,1246,0,0.0,0.0,0.5849690476190477,13.978056606661994,0.01
55,0.0,1315,1,0.0,0.0,0.9654809523809524,13.507562100654468,0.01
56,0.0,1354,2,0.0,0.0,1.2061499999999998,11.921714672935195,0.010526315789473686
57,0.0,1335,8,0.0,0.0,1.0118785714285714,12.410719882755075,0.010526315789473686
58,0.0,1278,0,0.0,0.0,0.8389500000000001,11.924611617112532,0.01
59,0.0,1328,0,0.0,0.0,0.7103833333333334,14.251132954435889,0.01
60,0.0,1349,0,0.0,0.0,1.1404333333333334,12.709087625553366,0.01
61,0.0,1333,0,0.0,0.0,0.6263333333333334,10.235511545557529,0.01
62,0.0,1244,5,0.0,0.0,0.8284333333333334,10.931890300184023,0.010526315789473686
63,0.0,1293,0,0.0,0.0,0.3856345238095238,11.812824202235788,0.010526315789473686
64,0.0,1310,0,0.0,0.0,0.3025666666666667,11.912771148607135,0.01
65,0.0,1229,2,0.0,0.0,1.4240333333333333,13.634887291351333,0.01
66,0.0,1178,1,0.0,0.0,1.1827261904761903,12.713440269988496,0.011663507799970843
67,0.0,1361,0,0.0,0.0,1.0546571428571427,12.303017954254756,0.01
68,0.0,1230,0,0.0,0.0,1.6990333333333334,10.803035878110677,0.01
69,0.0,1202,15,0.0,0.0,0.8629833333333333,15.045276418793947,0.011080332409972301
70,0.0,1195,0,0.0,0.0,1.2014833333333335,14.118529130937532,0.011080332409972301
71,0.0,1214,6,0.0,0.0,0.8803,13.54253964975942,0.010526315789473686
72,0.0,1198,13,0.0,0.0,0.732,16.4249302088283,0.011663507799970843
73,0.0,1297,0,0.0,0.0,0.6460499999999999,15.100844026281266,0.01
74,0.0,1255,0,0.0,0.0,0.5354,11.345074906246737,0.01
75,0.0,1182,0,0.0,0.0,1.5345333333333335,13.03530796803534,0.011080332409972301
76,0.0,1220,15,0.0,0.0,0.6492333333333333,12.478848595637828,0.010526315789473686
77,0.0,1303,44,0.0,0.0,0.7582333333333333,10.739378621568903,0.01
78,0.0,1388,5,0.0,0.0,1.3699499999999998,12.191907829605043,0.01
79,0.0,1279,1,0.0,0.0,1.0985166666666666,11.496794108767062,0.01
80,0.0,1233,4,0.0,0.0,0.6451166666666666,10.384870060079265,0.01
81,0.0,1281,12,0.0,0.0,0.46648333333333336,10.544028215692379,0.01
82,0.0,1281,0,0.0,0.0,0.8572000000000001,11.03070795442909,0.010526315789473686
83,0.0,1277,2,0.0,0.0,0.70625,12.916543773375452,0.01
84,0.0,1292,3,0.0,0.0,2.039066666666667,12.238970929989591,0.01
85,0.0,1274,0,0.0,0.0,2.06605,12.812839242513292,0.010526315789473686
86,0.0,1148,0,0.0,0.0,0.68,12.307602144835982,0.010526315789473686
87,0.0,1224,0,0.0,0.0,0.6055833333333334,14.377012987912167,0.011663507799970843
88,0.0,1249,26,0.0,0.0,0.647,10.559442094992846,0.010526315789473686
89,0.0,1237,2,0.0,0.0,1.0914833333333334,13.104414200759493,0.01
90,0.0,1291,0,0.0,0.0,1.41595,11.663904573360924,0.01
91,0.0,1238,1,0.0,0.0,0.7846333333333333,10.43871524813585,0.01
92,0.0,1228,0,0.0,0.0,0.4555,11.273969250032678,0.011080332409972301
93,0.0,1276,1,0.0,0.0,0.4014,11.52379988640314,0.01
94,0.0,1324,2,0.0,0.0,0.5829666666666667,10.100298136312631,0.010526315789473686
95,0.0,1387,16,0.0,0.0,0.7759166666666667,10.343978629331104,0.010526315789473686
96,0.0,1289,1,0.0,0.0,1.2915166666666666,10.026819784397958,0.01
97,0.0,1266,0,0.0,0.0,0.7655500000000001,10.219333977205679,0.011080332409972301
