"Step","00-dynamic","00-dynamic - reward__MIN","00-dynamic - reward__MAX","00-every-100","00-every-100 - reward__MIN","00-every-100 - reward__MAX","00-every-10","00-every-10 - reward__MIN","00-every-10 - reward__MAX","00-static-1","00-static-1 - reward__MIN","00-static-1 - reward__MAX","00-ofb","00-ofb - reward__MIN","00-ofb - reward__MAX"
"12000","0.8315095238095238","0.8315095238095238","0.8315095238095238","0.32529761904762","0.32529761904762","0.32529761904762","0.686428571428571","0.686428571428571","0.686428571428571","0.8613690476190476","0.8613690476190476","0.8613690476190476","0.9019047619047622","0.9019047619047622","0.9019047619047622"
"13000","0.6505642857142859","0.6505642857142859","0.6505642857142859","0.5385119047619056","0.5385119047619056","0.5385119047619056","0.6845833333333335","0.6845833333333335","0.6845833333333335","0.6815095238095236","0.6815095238095236","0.6815095238095236","0.9369642857142857","0.9369642857142857","0.9369642857142857"
"14000","0.7813547619047618","0.7813547619047618","0.7813547619047618","0.43016428571428567","0.43016428571428567","0.43016428571428567","0.7152976190476189","0.7152976190476189","0.7152976190476189","0.9394357142857143","0.9394357142857143","0.9394357142857143","0.9770238095238094","0.9770238095238094","0.9770238095238094"
"15000","0.8464952380952379","0.8464952380952379","0.8464952380952379","0.16699523809523847","0.16699523809523847","0.16699523809523847","0.710892857142857","0.710892857142857","0.710892857142857","0.9506547619047618","0.9506547619047618","0.9506547619047618","0.9844047619047619","0.9844047619047619","0.9844047619047619"
"16000","0.8305738095238091","0.8305738095238091","0.8305738095238091","0.3475761904761897","0.3475761904761897","0.3475761904761897","0.7314285714285715","0.7314285714285715","0.7314285714285715","0.8967333333333333","0.8967333333333333","0.8967333333333333","1","1","1"
"17000","0.9485119047619048","0.9485119047619048","0.9485119047619048","0.7846285714285715","0.7846285714285715","0.7846285714285715","0.7338095238095235","0.7338095238095235","0.7338095238095235","0.5623071428571425","0.5623071428571425","0.5623071428571425","1","1","1"
"18000","0.9773809523809525","0.9773809523809525","0.9773809523809525","0.7720833333333335","0.7720833333333335","0.7720833333333335","0.7399404761904761","0.7399404761904761","0.7399404761904761","0.9283047619047619","0.9283047619047619","0.9283047619047619","1","1","1"
"19000","0.9792857142857142","0.9792857142857142","0.9792857142857142","0.6335119047619048","0.6335119047619048","0.6335119047619048","0.7403571428571429","0.7403571428571429","0.7403571428571429","0.828204761904762","0.828204761904762","0.828204761904762","1","1","1"
"20000","0.9439880952380952","0.9439880952380952","0.9439880952380952","0.6661309523809524","0.6661309523809524","0.6661309523809524","0.7462499999999999","0.7462499999999999","0.7462499999999999","0.5196333333333331","0.5196333333333331","0.5196333333333331","0.7515904761904764","0.7515904761904764","0.7515904761904764"
"21000","0.9745833333333334","0.9745833333333334","0.9745833333333334","0.699464285714286","0.699464285714286","0.699464285714286","0.7457738095238095","0.7457738095238095","0.7457738095238095","0.1831380952380951","0.1831380952380951","0.1831380952380951","0.6732428571428571","0.6732428571428571","0.6732428571428571"
"22000","0.9794642857142858","0.9794642857142858","0.9794642857142858","0.7281547619047621","0.7281547619047621","0.7281547619047621","0.7604761904761904","0.7604761904761904","0.7604761904761904","0.21360952380952314","0.21360952380952314","0.21360952380952314","1","1","1"
"23000","0.9927976190476191","0.9927976190476191","0.9927976190476191","0.744345238095238","0.744345238095238","0.744345238095238","0.7638690476190473","0.7638690476190473","0.7638690476190473","0.7651428571428571","0.7651428571428571","0.7651428571428571","1","1","1"
"24000","0.9648809523809524","0.9648809523809524","0.9648809523809524","0.752142857142857","0.752142857142857","0.752142857142857","0.7627976190476189","0.7627976190476189","0.7627976190476189","0.8603571428571428","0.8603571428571428","0.8603571428571428","0.9193452380952382","0.9193452380952382","0.9193452380952382"
"25000","0.9702380952380952","0.9702380952380952","0.9702380952380952","0.7767857142857143","0.7767857142857143","0.7767857142857143","0.7688690476190474","0.7688690476190474","0.7688690476190474","0.8473214285714286","0.8473214285714286","0.8473214285714286","0.9307142857142859","0.9307142857142859","0.9307142857142859"
"26000","0.9617261904761906","0.9617261904761906","0.9617261904761906","0.7813095238095236","0.7813095238095236","0.7813095238095236","0.768928571428571","0.768928571428571","0.768928571428571","0.8610714285714285","0.8610714285714285","0.8610714285714285","0.9260714285714287","0.9260714285714287","0.9260714285714287"
"27000","0.975892857142857","0.975892857142857","0.975892857142857","0.8032142857142854","0.8032142857142854","0.8032142857142854","0.7944047619047615","0.7944047619047615","0.7944047619047615","0.8605952380952382","0.8605952380952382","0.8605952380952382","0.9335714285714287","0.9335714285714287","0.9335714285714287"
"28000","0.9660119047619048","0.9660119047619048","0.9660119047619048","0.8139285714285713","0.8139285714285713","0.8139285714285713","0.8279761904761903","0.8279761904761903","0.8279761904761903","0.8518452380952379","0.8518452380952379","0.8518452380952379","0.9198809523809526","0.9198809523809526","0.9198809523809526"
"29000","0.990297619047619","0.990297619047619","0.990297619047619","0.8171428571428568","0.8171428571428568","0.8171428571428568","0.8462499999999997","0.8462499999999997","0.8462499999999997","0.8666071428571426","0.8666071428571426","0.8666071428571426","0.9173809523809526","0.9173809523809526","0.9173809523809526"
"30000","0.9688095238095239","0.9688095238095239","0.9688095238095239","0.820654761904762","0.820654761904762","0.820654761904762","0.8798809523809524","0.8798809523809524","0.8798809523809524","0.9001785714285715","0.9001785714285715","0.9001785714285715","0.8957738095238098","0.8957738095238098","0.8957738095238098"
"31000","0.9963095238095239","0.9963095238095239","0.9963095238095239","0.8140476190476189","0.8140476190476189","0.8140476190476189","0.9183928571428572","0.9183928571428572","0.9183928571428572","0.9223571428571429","0.9223571428571429","0.9223571428571429","0.9457142857142857","0.9457142857142857","0.9457142857142857"
"32000","0.9926190476190476","0.9926190476190476","0.9926190476190476","0.8287499999999999","0.8287499999999999","0.8287499999999999","0.9127380952380953","0.9127380952380953","0.9127380952380953","0.9327380952380951","0.9327380952380951","0.9327380952380951","0.9840476190476191","0.9840476190476191","0.9840476190476191"
"33000","0.9745238095238095","0.9745238095238095","0.9745238095238095","0.8157142857142856","0.8157142857142856","0.8157142857142856","0.908697619047619","0.908697619047619","0.908697619047619","0.8895833333333333","0.8895833333333333","0.8895833333333333","0.9976190476190476","0.9976190476190476","0.9976190476190476"
"34000","0.9829761904761906","0.9829761904761906","0.9829761904761906","0.8188095238095237","0.8188095238095237","0.8188095238095237","0.28797380952380924","0.28797380952380924","0.28797380952380924","0.9051190476190478","0.9051190476190478","0.9051190476190478","0.9936309523809524","0.9936309523809524","0.9936309523809524"
"35000","0.9841666666666666","0.9841666666666666","0.9841666666666666","0.8286904761904759","0.8286904761904759","0.8286904761904759","0.12947142857142807","0.12947142857142807","0.12947142857142807","0.9260119047619049","0.9260119047619049","0.9260119047619049","0.9998214285714285","0.9998214285714285","0.9998214285714285"
"36000","0.9891666666666666","0.9891666666666666","0.9891666666666666","0.836845238095238","0.836845238095238","0.836845238095238","0.6678523809523811","0.6678523809523811","0.6678523809523811","0.7708476190476191","0.7708476190476191","0.7708476190476191","1","1","1"
"37000","0.9811904761904761","0.9811904761904761","0.9811904761904761","0.8270238095238095","0.8270238095238095","0.8270238095238095","0.8435714285714284","0.8435714285714284","0.8435714285714284","0.3182928571428572","0.3182928571428572","0.3182928571428572","1","1","1"
"38000","0.9901190476190476","0.9901190476190476","0.9901190476190476","0.8338095238095237","0.8338095238095237","0.8338095238095237","0.839345238095238","0.839345238095238","0.839345238095238","0.3742880952380956","0.3742880952380956","0.3742880952380956","1","1","1"
"39000","0.9782142857142857","0.9782142857142857","0.9782142857142857","0.8288095238095238","0.8288095238095238","0.8288095238095238","0.8414285714285713","0.8414285714285713","0.8414285714285713","0.8739571428571425","0.8739571428571425","0.8739571428571425","1","1","1"
"40000","0.9798214285714285","0.9798214285714285","0.9798214285714285","0.8354761904761903","0.8354761904761903","0.8354761904761903","0.8523809523809525","0.8523809523809525","0.8523809523809525","0.875297619047619","0.875297619047619","0.875297619047619","1","1","1"
"41000","0.9788095238095239","0.9788095238095239","0.9788095238095239","0.8330357142857143","0.8330357142857143","0.8330357142857143","0.8411309523809521","0.8411309523809521","0.8411309523809521","0.9003571428571427","0.9003571428571427","0.9003571428571427","1","1","1"
"42000","0.9842857142857142","0.9842857142857142","0.9842857142857142","0.832797619047619","0.832797619047619","0.832797619047619","0.8573214285714283","0.8573214285714283","0.8573214285714283","0.9130357142857144","0.9130357142857144","0.9130357142857144","1","1","1"
"43000","0.9816666666666667","0.9816666666666667","0.9816666666666667","0.8286904761904759","0.8286904761904759","0.8286904761904759","0.850833333333333","0.850833333333333","0.850833333333333","0.8935714285714286","0.8935714285714286","0.8935714285714286","1","1","1"
"44000","0.9782738095238095","0.9782738095238095","0.9782738095238095","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.8524404761904761","0.8524404761904761","0.8524404761904761","0.6244166666666666","0.6244166666666666","0.6244166666666666","1","1","1"
"45000","0.968392857142857","0.968392857142857","0.968392857142857","0.8339285714285712","0.8339285714285712","0.8339285714285712","0.8580357142857142","0.8580357142857142","0.8580357142857142","0.2971428571428576","0.2971428571428576","0.2971428571428576","1","1","1"
"46000","0.9863690476190476","0.9863690476190476","0.9863690476190476","0.8379166666666664","0.8379166666666664","0.8379166666666664","0.8605952380952382","0.8605952380952382","0.8605952380952382","0.8998809523809526","0.8998809523809526","0.8998809523809526","1","1","1"
"47000","0.9889880952380952","0.9889880952380952","0.9889880952380952","0.843095238095238","0.843095238095238","0.843095238095238","0.8644642857142858","0.8644642857142858","0.8644642857142858","0.825","0.825","0.825","1","1","1"
"48000","0.9732738095238095","0.9732738095238095","0.9732738095238095","0.8282738095238092","0.8282738095238092","0.8282738095238092","0.8569047619047621","0.8569047619047621","0.8569047619047621","0.7980952380952379","0.7980952380952379","0.7980952380952379","1","1","1"
"49000","0.9792261904761905","0.9792261904761905","0.9792261904761905","0.8371428571428571","0.8371428571428571","0.8371428571428571","0.8527380952380952","0.8527380952380952","0.8527380952380952","0.8053571428571425","0.8053571428571425","0.8053571428571425","1","1","1"
"50000","0.9789285714285715","0.9789285714285715","0.9789285714285715","0.8452380952380949","0.8452380952380949","0.8452380952380949","0.8576785714285715","0.8576785714285715","0.8576785714285715","0.8081547619047619","0.8081547619047619","0.8081547619047619","1","1","1"
"51000","0.9823809523809524","0.9823809523809524","0.9823809523809524","0.8477380952380954","0.8477380952380954","0.8477380952380954","0.8641071428571427","0.8641071428571427","0.8641071428571427","0.8184523809523807","0.8184523809523807","0.8184523809523807","1","1","1"
"52000","0.9870238095238094","0.9870238095238094","0.9870238095238094","0.8465476190476192","0.8465476190476192","0.8465476190476192","0.8620833333333333","0.8620833333333333","0.8620833333333333","0.8459523809523809","0.8459523809523809","0.8459523809523809","1","1","1"
"53000","0.9783333333333334","0.9783333333333334","0.9783333333333334","0.8556547619047614","0.8556547619047614","0.8556547619047614","0.8413095238095237","0.8413095238095237","0.8413095238095237","0.8863690476190476","0.8863690476190476","0.8863690476190476","1","1","1"
"54000","0.9752380952380952","0.9752380952380952","0.9752380952380952","0.8570238095238096","0.8570238095238096","0.8570238095238096","0.8360714285714281","0.8360714285714281","0.8360714285714281","0.8975000000000002","0.8975000000000002","0.8975000000000002","1","1","1"
"55000","0.9806547619047619","0.9806547619047619","0.9806547619047619","0.8540476190476188","0.8540476190476188","0.8540476190476188","0.8173809523809523","0.8173809523809523","0.8173809523809523","0.9255357142857145","0.9255357142857145","0.9255357142857145","1","1","1"
"56000","0.9826190476190476","0.9826190476190476","0.9826190476190476","0.8576785714285715","0.8576785714285715","0.8576785714285715","0.8520833333333333","0.8520833333333333","0.8520833333333333","0.93375","0.93375","0.93375","1","1","1"
"57000","0.9748214285714285","0.9748214285714285","0.9748214285714285","0.86125","0.86125","0.86125","0.8861904761904763","0.8861904761904763","0.8861904761904763","0.9226785714285715","0.9226785714285715","0.9226785714285715","1","1","1"
"58000","0.9808928571428572","0.9808928571428572","0.9808928571428572","0.8660714285714285","0.8660714285714285","0.8660714285714285","0.892857142857143","0.892857142857143","0.892857142857143","0.937797619047619","0.937797619047619","0.937797619047619","1","1","1"
"59000","0.9797023809523809","0.9797023809523809","0.9797023809523809","0.8676785714285713","0.8676785714285713","0.8676785714285713","0.9063095238095239","0.9063095238095239","0.9063095238095239","0.9492857142857143","0.9492857142857143","0.9492857142857143","1","1","1"
"60000","0.9704166666666667","0.9704166666666667","0.9704166666666667","0.8696428571428573","0.8696428571428573","0.8696428571428573","0.9155952380952381","0.9155952380952381","0.9155952380952381","0.9530357142857142","0.9530357142857142","0.9530357142857142","1","1","1"
"61000","0.9847023809523809","0.9847023809523809","0.9847023809523809","0.8761904761904763","0.8761904761904763","0.8761904761904763","0.909404761904762","0.909404761904762","0.909404761904762","0.9551785714285714","0.9551785714285714","0.9551785714285714","1","1","1"
"62000","0.9806547619047619","0.9806547619047619","0.9806547619047619","0.873452380952381","0.873452380952381","0.873452380952381","0.9164285714285717","0.9164285714285717","0.9164285714285717","0.9426785714285715","0.9426785714285715","0.9426785714285715","1","1","1"
"63000","0.9846428571428573","0.9846428571428573","0.9846428571428573","0.869642857142857","0.869642857142857","0.869642857142857","0.924107142857143","0.924107142857143","0.924107142857143","0.9538095238095237","0.9538095238095237","0.9538095238095237","1","1","1"
"64000","0.9905952380952382","0.9905952380952382","0.9905952380952382","0.873452380952381","0.873452380952381","0.873452380952381","0.9247023809523811","0.9247023809523811","0.9247023809523811","0.30429285714285575","0.30429285714285575","0.30429285714285575","1","1","1"
"65000","0.98","0.98","0.98","0.8708333333333333","0.8708333333333333","0.8708333333333333","0.9352976190476191","0.9352976190476191","0.9352976190476191","0.6060380952380954","0.6060380952380954","0.6060380952380954","1","1","1"
"66000","0.9794642857142858","0.9794642857142858","0.9794642857142858","0.8786309523809526","0.8786309523809526","0.8786309523809526","0.9358333333333333","0.9358333333333333","0.9358333333333333","0.35268571428571427","0.35268571428571427","0.35268571428571427","1","1","1"
"67000","0.9967857142857143","0.9967857142857143","0.9967857142857143","0.8725595238095238","0.8725595238095238","0.8725595238095238","0.9297023809523811","0.9297023809523811","0.9297023809523811","0.6042523809523809","0.6042523809523809","0.6042523809523809","1","1","1"
"68000","0.9811904761904761","0.9811904761904761","0.9811904761904761","0.8914880952380956","0.8914880952380956","0.8914880952380956","0.9319642857142857","0.9319642857142857","0.9319642857142857","0.897857142857143","0.897857142857143","0.897857142857143","1","1","1"
"69000","0.9752380952380952","0.9752380952380952","0.9752380952380952","0.8861904761904765","0.8861904761904765","0.8861904761904765","0.940357142857143","0.940357142857143","0.940357142857143","0.894761904761905","0.894761904761905","0.894761904761905","1","1","1"
"70000","0.9713095238095237","0.9713095238095237","0.9713095238095237","0.8828571428571431","0.8828571428571431","0.8828571428571431","0.9444642857142858","0.9444642857142858","0.9444642857142858","0.8944047619047623","0.8944047619047623","0.8944047619047623","1","1","1"
"71000","0.9775","0.9775","0.9775","0.8888690476190478","0.8888690476190478","0.8888690476190478","0.9689285714285715","0.9689285714285715","0.9689285714285715","0.8906547619047622","0.8906547619047622","0.8906547619047622","1","1","1"
"72000","0.9694642857142858","0.9694642857142858","0.9694642857142858","0.8923809523809526","0.8923809523809526","0.8923809523809526","0.1581833333333327","0.1581833333333327","0.1581833333333327","0.9108333333333335","0.9108333333333335","0.9108333333333335","0.9853571428571429","0.9853571428571429","0.9853571428571429"
"73000","0.9846428571428573","0.9846428571428573","0.9846428571428573","0.8921428571428575","0.8921428571428575","0.8921428571428575","0.10926428571428498","0.10926428571428498","0.10926428571428498","0.9184523809523811","0.9184523809523811","0.9184523809523811","0.9794642857142858","0.9794642857142858","0.9794642857142858"
"74000","0.9744642857142858","0.9744642857142858","0.9744642857142858","0.8922023809523814","0.8922023809523814","0.8922023809523814","0.6872809523809521","0.6872809523809521","0.6872809523809521","0.9107142857142859","0.9107142857142859","0.9107142857142859","1","1","1"
"75000","0.9857142857142858","0.9857142857142858","0.9857142857142858","0.8940476190476193","0.8940476190476193","0.8940476190476193","0.8217857142857142","0.8217857142857142","0.8217857142857142","0.9182738095238097","0.9182738095238097","0.9182738095238097","1","1","1"
"76000","0.978452380952381","0.978452380952381","0.978452380952381","0.8901190476190478","0.8901190476190478","0.8901190476190478","0.8254166666666666","0.8254166666666666","0.8254166666666666","0.9219642857142859","0.9219642857142859","0.9219642857142859","1","1","1"
"77000","0.9733333333333334","0.9733333333333334","0.9733333333333334","0.8934523809523813","0.8934523809523813","0.8934523809523813","0.8490476190476187","0.8490476190476187","0.8490476190476187","0.9548214285714285","0.9548214285714285","0.9548214285714285","1","1","1"
"78000","0.9820238095238094","0.9820238095238094","0.9820238095238094","0.8975595238095241","0.8975595238095241","0.8975595238095241","0.8669642857142857","0.8669642857142857","0.8669642857142857","0.9654166666666667","0.9654166666666667","0.9654166666666667","1","1","1"
"79000","0.9770833333333333","0.9770833333333333","0.9770833333333333","0.8956547619047622","0.8956547619047622","0.8956547619047622","0.8723809523809524","0.8723809523809524","0.8723809523809524","0.9552976190476191","0.9552976190476191","0.9552976190476191","1","1","1"
"80000","0.9706547619047619","0.9706547619047619","0.9706547619047619","0.8969642857142859","0.8969642857142859","0.8969642857142859","0.8804166666666668","0.8804166666666668","0.8804166666666668","0.964642857142857","0.964642857142857","0.964642857142857","1","1","1"
"81000","0.9733928571428571","0.9733928571428571","0.9733928571428571","0.901011904761905","0.901011904761905","0.901011904761905","0.8910119047619048","0.8910119047619048","0.8910119047619048","0.9713095238095237","0.9713095238095237","0.9713095238095237","1","1","1"
"82000","0.989702380952381","0.989702380952381","0.989702380952381","0.9007738095238098","0.9007738095238098","0.9007738095238098","0.8889285714285715","0.8889285714285715","0.8889285714285715","0.9725595238095239","0.9725595238095239","0.9725595238095239","1","1","1"
"83000","0.9831547619047618","0.9831547619047618","0.9831547619047618","0.8970833333333336","0.8970833333333336","0.8970833333333336","0.8807142857142859","0.8807142857142859","0.8807142857142859","0.985297619047619","0.985297619047619","0.985297619047619","1","1","1"
"84000","0.9742857142857143","0.9742857142857143","0.9742857142857143","0.9033333333333335","0.9033333333333335","0.9033333333333335","0.8901190476190479","0.8901190476190479","0.8901190476190479","0.9750595238095237","0.9750595238095237","0.9750595238095237","1","1","1"
"85000","0.9775595238095237","0.9775595238095237","0.9775595238095237","0.8963095238095241","0.8963095238095241","0.8963095238095241","0.8940476190476193","0.8940476190476193","0.8940476190476193","0.9791666666666666","0.9791666666666666","0.9791666666666666","1","1","1"
"86000","0.9865476190476191","0.9865476190476191","0.9865476190476191","0.8969047619047622","0.8969047619047622","0.8969047619047622","0.878511904761905","0.878511904761905","0.878511904761905","0.9892261904761905","0.9892261904761905","0.9892261904761905","1","1","1"
"87000","0.9769642857142857","0.9769642857142857","0.9769642857142857","0.9072023809523811","0.9072023809523811","0.9072023809523811","0.8798809523809524","0.8798809523809524","0.8798809523809524","0.9980952380952381","0.9980952380952381","0.9980952380952381","1","1","1"
"88000","0.9815476190476191","0.9815476190476191","0.9815476190476191","0.8972619047619048","0.8972619047619048","0.8972619047619048","0.8735119047619048","0.8735119047619048","0.8735119047619048","0.36282380952380955","0.36282380952380955","0.36282380952380955","1","1","1"
"89000","0.9976190476190476","0.9976190476190476","0.9976190476190476","0.9083333333333335","0.9083333333333335","0.9083333333333335","0.8751785714285715","0.8751785714285715","0.8751785714285715","0.31138095238095276","0.31138095238095276","0.31138095238095276","1","1","1"
"90000","0.9772023809523809","0.9772023809523809","0.9772023809523809","0.905059523809524","0.905059523809524","0.905059523809524","0.8597619047619046","0.8597619047619046","0.8597619047619046","0.9726190476190476","0.9726190476190476","0.9726190476190476","1","1","1"
"91000","0.9855357142857143","0.9855357142857143","0.9855357142857143","0.9048809523809526","0.9048809523809526","0.9048809523809526","0.8311904761904763","0.8311904761904763","0.8311904761904763","0.9276785714285715","0.9276785714285715","0.9276785714285715","1","1","1"
"92000","0.9809523809523809","0.9809523809523809","0.9809523809523809","0.8970238095238098","0.8970238095238098","0.8970238095238098","0.7073214285714291","0.7073214285714291","0.7073214285714291","0.9369642857142857","0.9369642857142857","0.9369642857142857","1","1","1"
"93000","0.9851785714285715","0.9851785714285715","0.9851785714285715","0.915654761904762","0.915654761904762","0.915654761904762","0.3287499999999996","0.3287499999999996","0.3287499999999996","0.9310714285714287","0.9310714285714287","0.9310714285714287","1","1","1"
"94000","0.9872619047619048","0.9872619047619048","0.9872619047619048","0.9001190476190479","0.9001190476190479","0.9001190476190479","0.6128571428571433","0.6128571428571433","0.6128571428571433","0.9193452380952384","0.9193452380952384","0.9193452380952384","1","1","1"
"95000","0.9817857142857143","0.9817857142857143","0.9817857142857143","0.9108928571428572","0.9108928571428572","0.9108928571428572","0.8793452380952381","0.8793452380952381","0.8793452380952381","0.9262500000000002","0.9262500000000002","0.9262500000000002","1","1","1"
"96000","0.9726190476190476","0.9726190476190476","0.9726190476190476","0.9197619047619048","0.9197619047619048","0.9197619047619048","0.8908333333333335","0.8908333333333335","0.8908333333333335","0.9273809523809526","0.9273809523809526","0.9273809523809526","1","1","1"
"97000","0.9926190476190476","0.9926190476190476","0.9926190476190476","0.9181547619047621","0.9181547619047621","0.9181547619047621","0.8826190476190477","0.8826190476190477","0.8826190476190477","0.94125","0.94125","0.94125","1","1","1"
"98000","0.9801190476190476","0.9801190476190476","0.9801190476190476","0.920357142857143","0.920357142857143","0.920357142857143","0.8816666666666667","0.8816666666666667","0.8816666666666667","0.9282142857142858","0.9282142857142858","0.9282142857142858","1","1","1"
"99000","0.9902380952380951","0.9902380952380951","0.9902380952380951","0.915654761904762","0.915654761904762","0.915654761904762","0.8897023809523811","0.8897023809523811","0.8897023809523811","0.9301190476190477","0.9301190476190477","0.9301190476190477","1","1","1"
"100000","0.9802380952380951","0.9802380952380951","0.9802380952380951","0.9270833333333334","0.9270833333333334","0.9270833333333334","0.875595238095238","0.875595238095238","0.875595238095238","0.9292261904761906","0.9292261904761906","0.9292261904761906","1","1","1"
"101000","0.9841666666666666","0.9841666666666666","0.9841666666666666","0.9113095238095239","0.9113095238095239","0.9113095238095239","0.8884523809523811","0.8884523809523811","0.8884523809523811","0.9333333333333333","0.9333333333333333","0.9333333333333333","1","1","1"
"102000","0.9764880952380952","0.9764880952380952","0.9764880952380952","0.9195833333333335","0.9195833333333335","0.9195833333333335","0.8926190476190478","0.8926190476190478","0.8926190476190478","0.9289285714285714","0.9289285714285714","0.9289285714285714","1","1","1"
"103000","0.9785119047619049","0.9785119047619049","0.9785119047619049","0.9135714285714287","0.9135714285714287","0.9135714285714287","0.889166666666667","0.889166666666667","0.889166666666667","0.9297023809523811","0.9297023809523811","0.9297023809523811","1","1","1"
"104000","0.9845238095238095","0.9845238095238095","0.9845238095238095","0.9307738095238096","0.9307738095238096","0.9307738095238096","0.8927976190476192","0.8927976190476192","0.8927976190476192","0.9310714285714285","0.9310714285714285","0.9310714285714285","1","1","1"
"105000","0.9782142857142857","0.9782142857142857","0.9782142857142857","0.9194047619047621","0.9194047619047621","0.9194047619047621","0.8940476190476193","0.8940476190476193","0.8940476190476193","0.9244047619047621","0.9244047619047621","0.9244047619047621","1","1","1"
"106000","0.9744047619047619","0.9744047619047619","0.9744047619047619","0.9324404761904763","0.9324404761904763","0.9324404761904763","0.8988095238095238","0.8988095238095238","0.8988095238095238","0.9370833333333334","0.9370833333333334","0.9370833333333334","1","1","1"
"107000","0.9720833333333333","0.9720833333333333","0.9720833333333333","0.9342261904761906","0.9342261904761906","0.9342261904761906","0.9123809523809526","0.9123809523809526","0.9123809523809526","0.9285119047619048","0.9285119047619048","0.9285119047619048","1","1","1"
"108000","0.9811309523809524","0.9811309523809524","0.9811309523809524","0.9401785714285715","0.9401785714285715","0.9401785714285715","0.9188690476190478","0.9188690476190478","0.9188690476190478","0.9379761904761905","0.9379761904761905","0.9379761904761905","1","1","1"
"109000","0.9794047619047619","0.9794047619047619","0.9794047619047619","0.9264285714285715","0.9264285714285715","0.9264285714285715","0.9333928571428572","0.9333928571428572","0.9333928571428572","0.9355952380952381","0.9355952380952381","0.9355952380952381","1","1","1"
"110000","0.9798809523809524","0.9798809523809524","0.9798809523809524","0.9269642857142858","0.9269642857142858","0.9269642857142858","0.9326785714285715","0.9326785714285715","0.9326785714285715","0.9236904761904763","0.9236904761904763","0.9236904761904763","1","1","1"
"111000","0.9727976190476191","0.9727976190476191","0.9727976190476191","0.925357142857143","0.925357142857143","0.925357142857143","0.9374404761904763","0.9374404761904763","0.9374404761904763","0.9215476190476193","0.9215476190476193","0.9215476190476193","1","1","1"
