"Step","00-dynamic","00-dynamic - latency-1__MIN","00-dynamic - latency-1__MAX","00-every-100","00-every-100 - latency-1__MIN","00-every-100 - latency-1__MAX","00-every-10","00-every-10 - latency-1__MIN","00-every-10 - latency-1__MAX","00-static-1","00-static-1 - latency-1__MIN","00-static-1 - latency-1__MAX","00-ofb","00-ofb - latency-1__MIN","00-ofb - latency-1__MAX"
"167066","","","","","","","","","","0","0","0","","",""
"167073","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"167075","","","","","","","","","","","","","0","0","0"
"167077","","","","","","","0","0","0","","","","","",""
"167079","","","","","","","","","","","","","0.5","0.5","0.5"
"167082","","","","","","","1","1","1","","","","","",""
"167092","0","0","0","","","","","","","0","0","0","","",""
"167093","0","0","0","","","","","","","","","","","",""
"167095","0","0","0","","","","1","1","1","1","1","1","","",""
"167099","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"167108","","","","0.75","0.75","0.75","","","","","","","","",""
"167109","","","","","","","","","","","","","0","0","0"
"167114","0","0","0","","","","","","","","","","","",""
"167119","","","","","","","0","0","0","","","","","",""
"167121","","","","","","","","","","","","","0","0","0"
"167122","","","","","","","","","","","","","0","0","0"
"167123","","","","","","","1","1","1","","","","","",""
"167124","","","","","","","","","","0","0","0","","",""
"167134","0","0","0","","","","","","","","","","","",""
"167137","","","","","","","","","","0","0","0","","",""
"167139","","","","","","","","","","0","0","0","","",""
"167141","0","0","0","","","","","","","","","","","",""
"167150","0.5","0.5","0.5","","","","","","","","","","","",""
"167159","","","","","","","","","","0","0","0","","",""
"167162","","","","","","","","","","0","0","0","","",""
"167163","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"167166","","","","","","","","","","0","0","0","","",""
"167167","","","","","","","","","","0","0","0","","",""
"167169","","","","","","","0","0","0","","","","","",""
"167178","0","0","0","","","","","","","","","","","",""
"167182","","","","","","","","","","0.5","0.5","0.5","","",""
"167183","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"167187","0","0","0","","","","","","","","","","","",""
"167188","","","","","","","","","","","","","0","0","0"
"167189","","","","0","0","0","","","","","","","","",""
"167198","0","0","0","","","","","","","","","","","",""
"167202","","","","","","","","","","","","","0","0","0"
"167203","0","0","0","","","","","","","","","","","",""
"167205","","","","","","","0","0","0","","","","","",""
"167212","","","","0","0","0","","","","","","","","",""
"167216","","","","","","","0","0","0","","","","","",""
"167217","","","","","","","0","0","0","","","","","",""
"167221","","","","","","","","","","0","0","0","","",""
"167222","0","0","0","0","0","0","","","","","","","","",""
"167228","","","","","","","","","","","","","0","0","0"
"167231","","","","","","","","","","","","","0","0","0"
"167235","","","","","","","","","","","","","0","0","0"
"167237","","","","","","","","","","0.5","0.5","0.5","","",""
"167238","","","","","","","1","1","1","","","","","",""
"167240","","","","0","0","0","","","","","","","","",""
"167243","","","","","","","1","1","1","","","","","",""
"167245","","","","","","","","","","0","0","0","","",""
"167248","","","","","","","","","","","","","0.5","0.5","0.5"
"167256","","","","","","","0","0","0","0","0","0","","",""
"167266","","","","0","0","0","","","","","","","","",""
"167267","0","0","0","","","","","","","","","","","",""
"167268","0","0","0","","","","","","","","","","","",""
"167274","","","","","","","","","","0","0","0","0","0","0"
"167280","0","0","0","","","","","","","","","","","",""
"167281","","","","","","","","","","0","0","0","","",""
"167283","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","0","0","0"
"167288","","","","0","0","0","","","","","","","","",""
"167289","","","","0","0","0","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"167299","0","0","0","","","","","","","","","","","",""
"167300","","","","","","","","","","","","","0","0","0"
"167302","0","0","0","","","","","","","","","","","",""
"167306","","","","0","0","0","","","","","","","","",""
"167311","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"167313","","","","1","1","1","","","","0","0","0","","",""
"167319","0","0","0","","","","","","","","","","","",""
"167321","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"167323","","","","","","","0","0","0","","","","","",""
"167331","0","0","0","","","","","","","","","","","",""
"167332","","","","","","","","","","","","","1","1","1"
"167333","0","0","0","","","","","","","","","","0.25","0.25","0.25"
"167334","","","","","","","","","","0","0","0","","",""
"167335","0","0","0","","","","","","","","","","","",""
"167336","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"167337","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"167338","","","","0","0","0","","","","","","","","",""
"167345","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"167351","","","","0.5","0.5","0.5","","","","","","","","",""
"167353","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"167355","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"167357","","","","","","","","","","","","","0","0","0"
"167364","","","","","","","","","","","","","0","0","0"
"167370","","","","","","","","","","","","","0","0","0"
"167375","","","","0","0","0","","","","","","","","",""
"167380","","","","","","","0.5","0.5","0.5","","","","","",""
"167384","","","","","","","","","","0","0","0","","",""
"167397","","","","","","","","","","","","","0","0","0"
"167398","","","","","","","","","","","","","0","0","0"
"167399","0","0","0","","","","","","","","","","","",""
"167408","","","","","","","","","","","","","0","0","0"
"167415","0","0","0","","","","","","","","","","","",""
"167418","","","","0","0","0","","","","","","","0","0","0"
"167419","","","","","","","0","0","0","","","","","",""
"167422","","","","","","","1","1","1","","","","","",""
"167423","","","","0","0","0","","","","","","","","",""
"167424","","","","","","","","","","","","","0","0","0"
"167427","","","","","","","","","","","","","1","1","1"
"167428","","","","","","","0","0","0","","","","","",""
"167429","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"167430","","","","","","","","","","","","","0.5","0.5","0.5"
"167435","","","","","","","","","","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335"
"167436","","","","","","","","","","","","","2","2","2"
"167438","","","","","","","0","0","0","","","","","",""
"167439","","","","0","0","0","","","","0.5","0.5","0.5","","",""
"167444","","","","","","","","","","1","1","1","","",""
"167447","","","","0","0","0","","","","","","","","",""
"167448","","","","0","0","0","","","","","","","","",""
"167449","0","0","0","","","","","","","","","","","",""
"167451","","","","0","0","0","","","","","","","","",""
"167452","","","","0","0","0","","","","","","","","",""
"167455","","","","","","","","","","","","","0","0","0"
"167459","","","","0","0","0","","","","","","","","",""
"167461","","","","","","","","","","","","","0","0","0"
"167463","","","","","","","","","","0","0","0","","",""
"167468","","","","0","0","0","0","0","0","","","","0","0","0"
"167472","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","",""
"167473","","","","","","","","","","","","","0","0","0"
"167474","","","","","","","","","","1","1","1","","",""
"167475","","","","","","","","","","","","","1","1","1"
"167478","0","0","0","","","","","","","","","","","",""
"167480","","","","","","","","","","","","","0","0","0"
"167487","","","","","","","0","0","0","","","","","",""
"167488","","","","0","0","0","","","","","","","","",""
"167490","","","","0","0","0","","","","","","","","",""
"167492","","","","","","","1.5","1.5","1.5","","","","","",""
"167494","","","","","","","0.75","0.75","0.75","","","","","",""
"167499","","","","0","0","0","","","","","","","3","3","3"
"167500","","","","","","","1","1","1","","","","","",""
"167508","","","","","","","","","","0","0","0","","",""
"167516","","","","0","0","0","","","","","","","0","0","0"
"167517","","","","","","","0.25","0.25","0.25","0","0","0","","",""
"167519","0","0","0","","","","","","","","","","","",""
"167534","0","0","0","","","","","","","","","","","",""
"167537","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"167539","","","","","","","","","","","","","1","1","1"
"167544","0","0","0","","","","","","","","","","","",""
"167549","","","","","","","","","","","","","0","0","0"
"167557","","","","0","0","0","","","","","","","","",""
"167560","","","","","","","1","1","1","","","","","",""
"167565","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","1","1","1"
"167566","","","","","","","","","","","","","1","1","1"
"167567","0","0","0","","","","","","","","","","","",""
"167570","","","","","","","","","","","","","0","0","0"
"167578","","","","0","0","0","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"167580","","","","","","","","","","0","0","0","","",""
"167591","0","0","0","","","","","","","","","","","",""
"167594","0","0","0","","","","","","","","","","","",""
"167595","0","0","0","","","","","","","","","","","",""
"167604","0.5","0.5","0.5","","","","","","","","","","","",""
"167606","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","",""
"167611","","","","","","","","","","0","0","0","","",""
"167614","","","","","","","","","","0","0","0","0","0","0"
"167616","","","","","","","","","","","","","1","1","1"
"167619","","","","","","","","","","0","0","0","","",""
"167620","","","","","","","","","","0","0","0","","",""
"167622","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"167624","","","","0","0","0","","","","","","","","",""
"167629","","","","","","","","","","0.5","0.5","0.5","","",""
"167638","","","","","","","","","","","","","0","0","0"
"167639","0","0","0","","","","","","","","","","","",""
"167642","","","","","","","1","1","1","","","","","",""
"167643","","","","","","","","","","","","","0","0","0"
"167647","0","0","0","0","0","0","","","","","","","","",""
"167650","","","","0","0","0","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"167652","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"167654","","","","0","0","0","","","","","","","","",""
"167660","","","","","","","","","","0","0","0","","",""
"167661","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"167662","","","","","","","","","","","","","0","0","0"
"167664","","","","","","","0.25","0.25","0.25","","","","","",""
"167665","","","","","","","","","","0","0","0","","",""
"167666","","","","","","","","","","0","0","0","","",""
"167667","","","","0","0","0","0","0","0","","","","0","0","0"
"167674","","","","","","","","","","","","","0","0","0"
"167681","","","","","","","","","","","","","0","0","0"
"167683","","","","","","","","","","0","0","0","","",""
"167691","","","","1","1","1","","","","","","","","",""
"167698","","","","","","","","","","0","0","0","","",""
"167700","","","","","","","","","","0","0","0","","",""
"167703","","","","","","","","","","0","0","0","","",""
"167704","","","","0","0","0","","","","","","","","",""
"167710","","","","","","","","","","0","0","0","","",""
"167716","0","0","0","","","","","","","0","0","0","","",""
"167719","","","","0","0","0","","","","","","","","",""
"167721","","","","","","","","","","0","0","0","","",""
"167724","","","","","","","","","","0","0","0","","",""
"167726","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"167729","0","0","0","","","","","","","","","","","",""
"167730","","","","0","0","0","","","","","","","","",""
"167736","","","","0","0","0","","","","","","","","",""
"167738","","","","0.25","0.25","0.25","","","","0","0","0","","",""
"167740","0","0","0","","","","","","","","","","","",""
"167741","","","","","","","","","","","","","0","0","0"
"167742","","","","0","0","0","1","1","1","","","","","",""
"167744","","","","","","","","","","0","0","0","","",""
"167748","0","0","0","","","","","","","","","","","",""
"167757","","","","0","0","0","","","","","","","","",""
"167762","0","0","0","","","","","","","","","","","",""
"167774","0","0","0","","","","","","","","","","","",""
"167776","","","","","","","","","","0","0","0","","",""
"167777","0","0","0","","","","","","","","","","","",""
"167783","","","","","","","","","","0","0","0","","",""
"167784","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"167785","","","","","","","","","","","","","1","1","1"
"167788","0","0","0","","","","","","","","","","","",""
"167803","","","","0","0","0","","","","","","","","",""
"167805","","","","","","","0","0","0","","","","0","0","0"
"167810","0","0","0","","","","","","","","","","","",""
"167814","","","","","","","","","","","","","0.5","0.5","0.5"
"167818","","","","0","0","0","0.25","0.25","0.25","","","","","",""
"167819","","","","0","0","0","","","","","","","","",""
"167821","0","0","0","","","","","","","","","","","",""
"167823","0","0","0","","","","1","1","1","","","","","",""
"167824","","","","","","","","","","0","0","0","","",""
"167828","0","0","0","","","","","","","","","","","",""
"167833","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"167835","","","","","","","","","","0","0","0","","",""
"167838","","","","","","","","","","","","","0","0","0"
"167840","","","","","","","1","1","1","","","","","",""
"167856","","","","","","","","","","0","0","0","","",""
"167863","","","","","","","","","","","","","0","0","0"
"167873","","","","0","0","0","","","","","","","","",""
"167877","0","0","0","","","","","","","","","","","",""
"167882","0","0","0","","","","","","","0","0","0","","",""
"167883","","","","","","","","","","0","0","0","","",""
"167889","","","","0","0","0","","","","","","","","",""
"167891","","","","","","","","","","0.5","0.5","0.5","0","0","0"
"167894","","","","0","0","0","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"167901","","","","","","","","","","1","1","1","","",""
"167906","0","0","0","","","","","","","","","","","",""
"167910","","","","","","","","","","","","","0","0","0"
"167911","","","","0","0","0","","","","","","","","",""
"167917","","","","","","","","","","","","","0","0","0"
"167919","0","0","0","","","","","","","","","","0.25","0.25","0.25"
"167920","","","","","","","","","","","","","0","0","0"
"167924","","","","","","","1","1","1","","","","","",""
"167925","","","","","","","0","0","0","","","","","",""
"167928","","","","0","0","0","","","","","","","","",""
"167930","","","","","","","","","","","","","0.75","0.75","0.75"
"167931","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"167937","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"167938","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","0","0","0"
"167945","","","","","","","1","1","1","","","","","",""
"167953","0","0","0","","","","","","","","","","","",""
"167957","","","","0.5","0.5","0.5","","","","","","","","",""
"167958","0","0","0","","","","","","","","","","","",""
"167967","","","","","","","","","","0","0","0","","",""
"167969","0","0","0","","","","","","","","","","","",""
"167973","","","","0","0","0","2","2","2","","","","","",""
"167977","0","0","0","","","","","","","","","","","",""
"167985","","","","","","","","","","","","","0","0","0"
"167987","0","0","0","","","","","","","","","","","",""
"167993","0","0","0","","","","","","","","","","","",""
"167997","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"168013","","","","","","","","","","0.5","0.5","0.5","","",""
"168015","0","0","0","","","","","","","","","","","",""
"168016","","","","","","","","","","0","0","0","0","0","0"
"168021","","","","","","","","","","","","","0.5","0.5","0.5"
"168024","","","","0","0","0","","","","","","","","",""
"168025","","","","","","","","","","0","0","0","","",""
"168029","","","","","","","","","","","","","0","0","0"
"168034","","","","0.5","0.5","0.5","","","","","","","","",""
"168036","","","","","","","","","","","","","0","0","0"
"168042","","","","","","","1","1","1","","","","","",""
"168045","","","","","","","","","","0","0","0","","",""
"168046","0","0","0","","","","","","","","","","","",""
"168048","","","","0.25","0.25","0.25","","","","","","","","",""
"168054","","","","","","","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333"
"168062","","","","","","","","","","0","0","0","","",""
"168063","","","","","","","1","1","1","","","","","",""
"168064","","","","","","","","","","","","","0","0","0"
"168066","","","","","","","0.5","0.5","0.5","","","","","",""
"168068","","","","0","0","0","","","","","","","","",""
"168070","0","0","0","","","","","","","0.25","0.25","0.25","","",""
"168075","","","","0","0","0","","","","","","","","",""
"168081","","","","","","","","","","","","","0","0","0"
"168084","","","","","","","","","","0","0","0","","",""
"168087","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"168094","","","","","","","","","","","","","2.5","2.5","2.5"
"168095","","","","","","","","","","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335"
"168101","0","0","0","","","","","","","","","","","",""
"168104","0","0","0","","","","","","","","","","","",""
"168113","0","0","0","","","","","","","","","","","",""
"168116","0","0","0","","","","","","","","","","","",""
"168117","0","0","0","","","","","","","","","","","",""
"168118","","","","","","","0","0","0","","","","","",""
"168119","0","0","0","","","","","","","","","","","",""
"168125","","","","","","","0.5","0.5","0.5","","","","","",""
"168132","0","0","0","","","","","","","","","","","",""
"168134","","","","","","","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333"
"168143","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"168144","","","","","","","1","1","1","","","","","",""
"168145","","","","","","","0.25","0.25","0.25","","","","","",""
"168146","","","","","","","0","0","0","","","","","",""
"168148","","","","0.5","0.5","0.5","","","","","","","","",""
"168149","","","","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"168150","","","","","","","","","","","","","0","0","0"
"168154","0","0","0","","","","","","","","","","","",""
"168165","","","","","","","","","","","","","1","1","1"
"168167","0","0","0","","","","","","","","","","","",""
"168187","","","","0","0","0","","","","","","","","",""
"168193","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"168195","","","","","","","","","","0.25","0.25","0.25","","",""
"168196","","","","","","","","","","0","0","0","","",""
"168202","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","","","","",""
"168203","","","","","","","","","","0","0","0","","",""
"168204","0","0","0","","","","","","","","","","","",""
"168206","0","0","0","","","","","","","","","","","",""
"168208","","","","0","0","0","","","","","","","","",""
"168209","","","","","","","0","0","0","","","","","",""
"168220","0","0","0","0","0","0","","","","","","","","",""
"168222","","","","","","","","","","","","","0","0","0"
"168224","","","","","","","","","","","","","0","0","0"
"168229","","","","0","0","0","","","","","","","","",""
"168232","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"168236","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","",""
"168250","","","","0","0","0","","","","","","","","",""
"168252","","","","","","","","","","0","0","0","","",""
"168253","","","","0","0","0","","","","","","","","",""
"168254","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"168257","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"168258","","","","0","0","0","","","","","","","","",""
"168265","0","0","0","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"168268","","","","","","","0.5","0.5","0.5","","","","","",""
"168272","","","","0","0","0","0","0","0","","","","","",""
"168276","","","","","","","0","0","0","","","","","",""
"168277","","","","","","","0","0","0","","","","","",""
"168278","","","","","","","0","0","0","","","","","",""
"168281","","","","0","0","0","","","","","","","","",""
"168286","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","","",""
"168288","","","","","","","0","0","0","","","","","",""
"168303","","","","","","","","","","","","","0","0","0"
"168310","0","0","0","","","","","","","","","","","",""
"168313","","","","0","0","0","","","","","","","","",""
"168316","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","0","0","0"
"168317","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","0","0","0","","","","1","1","1"
"168319","0","0","0","","","","","","","","","","","",""
"168327","0","0","0","","","","","","","","","","","",""
"168337","","","","","","","0.5","0.5","0.5","","","","","",""
"168340","","","","","","","","","","","","","0","0","0"
"168343","0.5","0.5","0.5","","","","","","","","","","","",""
"168345","","","","","","","0","0","0","","","","","",""
"168347","","","","0","0","0","","","","","","","","",""
"168351","0","0","0","","","","","","","","","","","",""
"168352","","","","","","","","","","0.25","0.25","0.25","","",""
"168353","","","","","","","","","","0.5","0.5","0.5","","",""
"168361","0","0","0","","","","","","","","","","","",""
"168370","","","","","","","2.5","2.5","2.5","","","","","",""
"168371","","","","","","","2","2","2","","","","","",""
"168375","","","","0","0","0","","","","","","","","",""
"168378","0","0","0","","","","","","","","","","","",""
"168381","","","","","","","","","","","","","0","0","0"
"168382","","","","","","","","","","0","0","0","","",""
"168383","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"168394","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"168395","0","0","0","","","","","","","","","","","",""
"168401","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"168402","","","","","","","1","1","1","","","","","",""
"168408","","","","0","0","0","","","","","","","0","0","0"
"168409","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"168413","","","","","","","","","","","","","0","0","0"
"168415","","","","","","","","","","","","","0","0","0"
"168421","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"168427","0","0","0","","","","","","","","","","","",""
"168428","","","","","","","","","","0","0","0","","",""
"168435","","","","","","","","","","0","0","0","","",""
"168449","","","","","","","","","","","","","0","0","0"
"168459","","","","","","","","","","","","","1","1","1"
"168467","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"168470","","","","","","","","","","0","0","0","","",""
"168478","","","","","","","","","","0","0","0","0","0","0"
"168480","","","","","","","","","","","","","0.5","0.5","0.5"
"168486","","","","","","","","","","","","","0","0","0"
"168494","","","","0","0","0","","","","","","","","",""
"168496","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"168502","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"168505","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"168506","0","0","0","","","","","","","","","","","",""
"168510","0","0","0","","","","","","","","","","","",""
"168513","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"168519","","","","0","0","0","","","","","","","","",""
"168520","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","",""
"168521","","","","","","","","","","0.75","0.75","0.75","","",""
"168522","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"168523","0","0","0","","","","","","","","","","","",""
"168524","0","0","0","","","","","","","","","","","",""
"168531","","","","0","0","0","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"168532","0.5","0.5","0.5","","","","","","","","","","","",""
"168534","","","","0","0","0","","","","","","","","",""
"168535","","","","","","","","","","","","","0","0","0"
"168537","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"168539","","","","0","0","0","","","","","","","","",""
"168542","","","","0","0","0","2","2","2","","","","","",""
"168547","","","","","","","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"168550","","","","","","","","","","","","","0","0","0"
"168553","","","","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","",""
"168557","","","","","","","","","","","","","0.5","0.5","0.5"
"168558","","","","0","0","0","","","","","","","","",""
"168559","","","","","","","","","","","","","0.25","0.25","0.25"
"168560","","","","","","","","","","0","0","0","","",""
"168563","","","","0","0","0","","","","0","0","0","","",""
"168570","","","","","","","1","1","1","","","","","",""
"168579","","","","","","","","","","","","","0","0","0"
"168580","","","","0","0","0","","","","0","0","0","","",""
"168581","","","","","","","","","","","","","0","0","0"
"168584","0","0","0","","","","","","","","","","","",""
"168585","","","","","","","","","","0","0","0","","",""
"168590","","","","0","0","0","","","","","","","","",""
"168594","0","0","0","","","","","","","","","","","",""
"168596","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"168599","","","","0","0","0","0","0","0","","","","","",""
"168601","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"168605","","","","0","0","0","","","","","","","","",""
"168609","","","","","","","","","","0.5","0.5","0.5","","",""
"168610","","","","0","0","0","","","","","","","","",""
"168612","0","0","0","","","","","","","","","","","",""
"168614","","","","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","",""
"168616","0","0","0","","","","","","","","","","","",""
"168617","0","0","0","","","","","","","","","","","",""
"168622","","","","","","","1","1","1","","","","","",""
"168624","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"168625","","","","0","0","0","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","",""
"168626","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"168629","","","","0","0","0","","","","","","","","",""
"168636","","","","0.5","0.5","0.5","","","","","","","","",""
"168638","","","","","","","","","","0","0","0","0","0","0"
"168643","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","","",""
"168663","","","","","","","","","","","","","0","0","0"
"168666","0","0","0","","","","","","","","","","","",""
"168672","0","0","0","","","","","","","","","","","",""
"168679","","","","","","","","","","","","","0","0","0"
"168681","","","","","","","","","","0","0","0","","",""
"168692","","","","","","","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333"
"168695","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","0","0","0","","",""
"168696","","","","","","","","","","","","","1","1","1"
"168704","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","0","0","0","","",""
"168710","","","","","","","","","","","","","0","0","0"
"168711","1.25","1.25","1.25","","","","","","","","","","","",""
"168713","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"168714","","","","","","","2","2","2","","","","","",""
"168721","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"168724","","","","0","0","0","","","","","","","0","0","0"
"168727","","","","","","","","","","","","","0","0","0"
"168736","0","0","0","0","0","0","","","","","","","","",""
"168742","","","","0","0","0","","","","","","","","",""
"168745","","","","","","","","","","0","0","0","","",""
"168749","","","","","","","0","0","0","","","","","",""
"168752","","","","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","0","0","0"
"168756","","","","","","","1","1","1","","","","","",""
"168757","","","","0","0","0","","","","","","","","",""
"168760","","","","","","","","","","0","0","0","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"168761","","","","","","","","","","0","0","0","","",""
"168767","","","","","","","","","","0.5","0.5","0.5","","",""
"168771","","","","","","","","","","0.5","0.5","0.5","","",""
"168776","0","0","0","0","0","0","","","","","","","","",""
"168778","","","","0","0","0","","","","","","","","",""
"168792","","","","","","","0.75","0.75","0.75","","","","0","0","0"
"168801","","","","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","",""
"168802","","","","","","","","","","0","0","0","","",""
"168805","","","","","","","","","","0","0","0","","",""
"168813","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"168814","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"168821","0","0","0","","","","","","","0","0","0","","",""
"168822","","","","0","0","0","","","","","","","","",""
"168825","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","",""
"168829","","","","","","","0","0","0","","","","","",""
"168831","","","","","","","","","","","","","0","0","0"
"168834","","","","","","","","","","","","","0","0","0"
"168837","0","0","0","","","","","","","","","","","",""
"168838","","","","","","","1","1","1","","","","","",""
"168839","0","0","0","","","","","","","","","","","",""
"168840","","","","","","","1","1","1","","","","","",""
"168845","0","0","0","","","","","","","","","","","",""
"168848","","","","","","","","","","","","","0.5","0.5","0.5"
"168850","","","","0","0","0","","","","","","","","",""
"168853","","","","","","","","","","0","0","0","","",""
"168862","","","","0","0","0","","","","","","","","",""
"168863","","","","","","","","","","0","0","0","","",""
"168866","","","","0","0","0","","","","","","","","",""
"168867","1.25","1.25","1.25","","","","","","","","","","","",""
"168871","","","","0","0","0","","","","","","","","",""
"168877","","","","","","","","","","","","","0","0","0"
"168878","","","","","","","","","","","","","0","0","0"
"168880","","","","0","0","0","","","","","","","0","0","0"
"168881","0","0","0","","","","","","","","","","","",""
"168884","","","","","","","","","","","","","1","1","1"
"168889","","","","","","","","","","0","0","0","","",""
"168896","","","","","","","","","","0","0","0","","",""
"168898","","","","","","","","","","","","","0","0","0"
"168902","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"168903","0","0","0","","","","","","","","","","","",""
"168906","","","","0","0","0","","","","","","","","",""
"168907","0","0","0","","","","","","","","","","","",""
"168926","","","","0","0","0","","","","","","","","",""
"168933","","","","","","","","","","","","","0","0","0"
