"Step","00-dynamic","00-dynamic - dead-1__MIN","00-dynamic - dead-1__MAX","00-every-100","00-every-100 - dead-1__MIN","00-every-100 - dead-1__MAX","00-every-10","00-every-10 - dead-1__MIN","00-every-10 - dead-1__MAX","00-static-1","00-static-1 - dead-1__MIN","00-static-1 - dead-1__MAX","00-ofb","00-ofb - dead-1__MIN","00-ofb - dead-1__MAX"
"109964","0","0","0","0","0","0","","","","","","","","",""
"109971","","","","","","","","","","0","0","0","","",""
"109972","","","","","","","0","0","0","","","","","",""
"109977","","","","","","","","","","","","","0","0","0"
"109979","","","","","","","","","","","","","0","0","0"
"109980","0","0","0","0","0","0","","","","","","","","",""
"109984","0","0","0","0","0","0","","","","","","","","",""
"109985","0","0","0","0","0","0","","","","","","","0","0","0"
"109986","0","0","0","0","0","0","","","","","","","","",""
"109990","0","0","0","0","0","0","","","","","","","","",""
"109995","","","","","","","","","","0","0","0","","",""
"110000","","","","","","","","","","0","0","0","","",""
"110001","","","","","","","","","","","","","0","0","0"
"110010","","","","","","","","","","0","0","0","","",""
"110014","","","","","","","0","0","0","","","","","",""
"110022","","","","","","","","","","","","","0","0","0"
"110034","","","","","","","0","0","0","","","","","",""
"110037","0","0","0","0","0","0","","","","","","","","",""
"110040","","","","","","","","","","0","0","0","","",""
"110041","","","","","","","","","","0","0","0","","",""
"110042","0","0","0","0","0","0","","","","","","","","",""
"110045","","","","","","","","","","0","0","0","","",""
"110049","0","0","0","0","0","0","","","","","","","","",""
"110070","","","","","","","0","0","0","","","","","",""
"110077","","","","","","","0","0","0","","","","","",""
"110082","","","","","","","","","","0","0","0","","",""
"110084","0","0","0","0","0","0","","","","","","","","",""
"110085","","","","","","","0","0","0","","","","","",""
"110086","","","","","","","0","0","0","","","","","",""
"110089","0","0","0","0","0","0","","","","","","","","",""
"110091","","","","","","","0","0","0","","","","","",""
"110092","","","","","","","0","0","0","","","","","",""
"110109","","","","","","","","","","","","","0","0","0"
"110118","","","","","","","0","0","0","","","","","",""
"110125","","","","","","","","","","0","0","0","","",""
"110136","","","","","","","","","","","","","0","0","0"
"110137","","","","","","","","","","0","0","0","","",""
"110138","","","","","","","","","","0","0","0","","",""
"110139","0","0","0","0","0","0","","","","","","","","",""
"110144","","","","","","","","","","","","","0","0","0"
"110147","0","0","0","0","0","0","","","","","","","0","0","0"
"110148","","","","","","","0","0","0","","","","","",""
"110150","","","","","","","0","0","0","0","0","0","","",""
"110151","","","","","","","","","","0","0","0","","",""
"110162","","","","","","","0","0","0","","","","","",""
"110165","0","0","0","0","0","0","","","","","","","","",""
"110166","","","","","","","","","","","","","0","0","0"
"110167","","","","","","","","","","0","0","0","0","0","0"
"110168","","","","","","","0","0","0","","","","","",""
"110171","","","","","","","0","0","0","","","","","",""
"110174","","","","","","","0","0","0","","","","","",""
"110184","0","0","0","0","0","0","","","","","","","","",""
"110186","","","","","","","","","","","","","0","0","0"
"110190","","","","","","","","","","0","0","0","","",""
"110194","","","","","","","","","","","","","0","0","0"
"110198","","","","","","","0","0","0","","","","","",""
"110202","","","","","","","","","","0","0","0","","",""
"110204","","","","","","","0","0","0","","","","","",""
"110210","","","","","","","","","","0","0","0","","",""
"110211","","","","","","","0","0","0","","","","","",""
"110214","","","","","","","","","","","","","0","0","0"
"110216","","","","","","","","","","","","","0","0","0"
"110221","0","0","0","0","0","0","","","","","","","","",""
"110222","0","0","0","0","0","0","","","","","","","","",""
"110226","0","0","0","0","0","0","","","","","","","","",""
"110227","","","","","","","0","0","0","","","","","",""
"110228","","","","","","","0","0","0","","","","","",""
"110240","0","0","0","0","0","0","","","","","","","","",""
"110254","","","","","","","","","","0","0","0","","",""
"110256","","","","","","","0","0","0","","","","0","0","0"
"110257","0","0","0","0","0","0","","","","","","","","",""
"110262","0","0","0","0","0","0","","","","","","","","",""
"110264","","","","","","","","","","0","0","0","","",""
"110269","","","","","","","0","0","0","","","","","",""
"110274","","","","","","","","","","0","0","0","","",""
"110276","","","","","","","0","0","0","","","","","",""
"110286","","","","","","","","","","0","0","0","","",""
"110289","0","0","0","0","0","0","","","","","","","","",""
"110290","0","0","0","0","0","0","","","","","","","","",""
"110296","","","","","","","","","","","","","0","0","0"
"110301","0","0","0","0","0","0","","","","","","","","",""
"110307","0","0","0","0","0","0","","","","","","","","",""
"110315","0","0","0","0","0","0","","","","","","","","",""
"110316","","","","","","","","","","","","","0","0","0"
"110318","","","","","","","0","0","0","","","","0","0","0"
"110339","","","","","","","","","","0","0","0","","",""
"110355","","","","","","","","","","","","","0","0","0"
"110357","","","","","","","0","0","0","","","","0","0","0"
"110363","","","","","","","0","0","0","","","","","",""
"110378","","","","","","","","","","","","","0","0","0"
"110391","0","0","0","0","0","0","","","","","","","","",""
"110397","","","","","","","","","","0","0","0","","",""
"110400","","","","","","","","","","0","0","0","","",""
"110411","","","","","","","0","0","0","","","","","",""
"110419","","","","","","","","","","","","","0","0","0"
"110420","0","0","0","0","0","0","","","","","","","","",""
"110421","","","","","","","","","","","","","0","0","0"
"110425","","","","","","","","","","0","0","0","","",""
"110426","0","0","0","0","0","0","","","","","","","","",""
"110432","0","0","0","0","0","0","","","","","","","","",""
"110434","0","0","0","0","0","0","","","","","","","","",""
"110435","","","","","","","","","","","","","0","0","0"
"110436","","","","","","","","","","","","","0","0","0"
"110437","0","0","0","0","0","0","","","","","","","","",""
"110442","0","0","0","0","0","0","","","","","","","","",""
"110444","","","","","","","0","0","0","0","0","0","","",""
"110448","0","0","0","0","0","0","","","","","","","","",""
"110470","0","0","0","0","0","0","","","","","","","","",""
"110473","","","","","","","","","","0","0","0","","",""
"110479","0","0","0","0","0","0","","","","","","","","",""
"110483","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"110491","","","","","","","","","","0","0","0","","",""
"110493","","","","","","","0","0","0","","","","","",""
"110496","","","","","","","","","","0","0","0","","",""
"110502","","","","","","","","","","0","0","0","","",""
"110503","","","","","","","0","0","0","0","0","0","","",""
"110504","","","","","","","0","0","0","","","","","",""
"110514","","","","","","","0","0","0","","","","","",""
"110520","","","","","","","0","0","0","","","","","",""
"110521","","","","","","","","","","0","0","0","","",""
"110524","","","","","","","0","0","0","","","","","",""
"110525","0","0","0","0","0","0","","","","","","","0","0","0"
"110531","0","0","0","0","0","0","","","","0","0","0","","",""
"110543","","","","","","","","","","","","","0","0","0"
"110545","","","","","","","0","0","0","","","","","",""
"110546","0","0","0","0","0","0","","","","","","","","",""
"110547","","","","","","","","","","0","0","0","","",""
"110554","","","","","","","","","","","","","0","0","0"
"110557","","","","","","","","","","","","","0","0","0"
"110559","","","","","","","","","","0","0","0","","",""
"110562","","","","","","","","","","","","","0","0","0"
"110564","","","","","","","","","","","","","0","0","0"
"110565","","","","","","","","","","","","","0","0","0"
"110566","","","","","","","","","","","","","0","0","0"
"110568","","","","","","","","","","","","","0","0","0"
"110573","","","","","","","","","","","","","0","0","0"
"110574","","","","","","","","","","0","0","0","","",""
"110577","","","","","","","","","","","","","0","0","0"
"110593","","","","","","","","","","0","0","0","","",""
"110594","0","0","0","0","0","0","","","","","","","","",""
"110596","","","","","","","","","","","","","0","0","0"
"110597","0","0","0","0","0","0","","","","","","","","",""
"110599","","","","","","","","","","0","0","0","","",""
"110600","","","","","","","","","","0","0","0","","",""
"110602","","","","","","","0","0","0","","","","","",""
"110606","","","","","","","","","","0","0","0","","",""
"110607","0","0","0","0","0","0","","","","","","","","",""
"110617","","","","","","","","","","","","","0","0","0"
"110618","0","0","0","0","0","0","","","","","","","","",""
"110622","","","","","","","0","0","0","","","","","",""
"110627","0","0","0","0","0","0","","","","","","","","",""
"110629","0","0","0","0","0","0","","","","","","","","",""
"110630","","","","","","","","","","0","0","0","","",""
"110631","0","0","0","0","0","0","","","","","","","","",""
"110639","","","","","","","","","","0","0","0","","",""
"110644","","","","","","","","","","","","","0","0","0"
"110646","","","","","","","","","","","","","0","0","0"
"110659","0","0","0","0","0","0","","","","","","","","",""
"110661","0","0","0","0","0","0","","","","","","","","",""
"110673","","","","","","","0","0","0","","","","","",""
"110674","0","0","0","0","0","0","0","0","0","","","","0","0","0"
"110676","","","","","","","","","","","","","0","0","0"
"110680","","","","","","","","","","","","","0","0","0"
"110682","","","","","","","","","","","","","0","0","0"
"110683","0","0","0","0","0","0","0","0","0","","","","","",""
"110686","","","","","","","","","","0","0","0","0","0","0"
"110689","","","","","","","","","","","","","0","0","0"
"110692","0","0","0","0","0","0","","","","0","0","0","","",""
"110693","0","0","0","0","0","0","","","","","","","","",""
"110701","","","","","","","0","0","0","","","","","",""
"110704","","","","","","","","","","","","","0","0","0"
"110718","0","0","0","0","0","0","","","","","","","","",""
"110722","","","","","","","","","","0","0","0","","",""
"110725","0","0","0","0","0","0","","","","","","","","",""
"110731","0","0","0","0","0","0","","","","","","","","",""
"110737","","","","","","","","","","0","0","0","","",""
"110738","","","","","","","0","0","0","","","","","",""
"110739","","","","","","","","","","","","","0","0","0"
"110742","0","0","0","0","0","0","","","","","","","","",""
"110748","","","","","","","","","","","","","0","0","0"
"110749","","","","","","","","","","","","","0","0","0"
"110759","0","0","0","0","0","0","","","","","","","","",""
"110761","","","","","","","0","0","0","","","","","",""
"110767","","","","","","","","","","0","0","0","","",""
"110771","","","","","","","","","","0","0","0","","",""
"110777","","","","","","","0","0","0","","","","","",""
"110778","0","0","0","0","0","0","","","","","","","","",""
"110782","","","","","","","","","","","","","0","0","0"
"110788","","","","","","","","","","","","","0","0","0"
"110789","0","0","0","0","0","0","0","0","0","","","","","",""
"110794","","","","","","","","","","0","0","0","","",""
"110797","","","","","","","0","0","0","","","","","",""
"110798","0","0","0","0","0","0","","","","","","","","",""
"110800","","","","","","","0","0","0","","","","","",""
"110803","","","","","","","0","0","0","","","","","",""
"110808","","","","","","","0","0","0","0","0","0","0","0","0"
"110809","0","0","0","0","0","0","","","","","","","","",""
"110814","","","","","","","0","0","0","","","","","",""
"110816","","","","","","","","","","","","","0","0","0"
"110818","","","","","","","","","","0","0","0","","",""
"110821","","","","","","","","","","","","","0","0","0"
"110823","0","0","0","0","0","0","","","","","","","","",""
"110825","","","","","","","","","","","","","0","0","0"
"110831","","","","","","","0","0","0","","","","","",""
"110835","0","0","0","0","0","0","","","","","","","","",""
"110841","","","","","","","0","0","0","","","","","",""
"110842","0","0","0","0","0","0","","","","","","","","",""
"110843","","","","","","","","","","0","0","0","","",""
"110851","","","","","","","0","0","0","","","","","",""
"110860","","","","","","","0","0","0","","","","","",""
"110863","","","","","","","","","","","","","0","0","0"
"110864","0","0","0","0","0","0","","","","","","","","",""
"110866","","","","","","","0","0","0","","","","","",""
"110869","","","","","","","0","0","0","","","","","",""
"110876","","","","","","","","","","","","","0","0","0"
"110877","0","0","0","0","0","0","","","","","","","","",""
"110880","","","","","","","","","","0","0","0","","",""
"110881","","","","","","","","","","","","","0","0","0"
"110884","","","","","","","","","","","","","0","0","0"
"110886","0","0","0","0","0","0","","","","","","","","",""
"110892","0","0","0","0","0","0","","","","","","","","",""
"110893","","","","","","","0","0","0","","","","","",""
"110900","","","","","","","","","","","","","0","0","0"
"110907","","","","","","","","","","0","0","0","0","0","0"
"110908","","","","","","","0","0","0","","","","","",""
"110918","0","0","0","0","0","0","","","","","","","","",""
"110920","","","","","","","","","","","","","0","0","0"
"110927","","","","","","","","","","","","","0","0","0"
"110929","","","","","","","0","0","0","","","","","",""
"110936","","","","","","","0","0","0","","","","","",""
"110941","","","","","","","0","0","0","","","","","",""
"110943","","","","","","","","","","0","0","0","","",""
"110946","","","","","","","","","","","","","0","0","0"
"110948","","","","","","","","","","0","0","0","","",""
"110968","0","0","0","0","0","0","","","","","","","","",""
"110970","0","0","0","0","0","0","","","","","","","","",""
"110974","0","0","0","0","0","0","","","","","","","","",""
"110978","","","","","","","0","0","0","","","","","",""
"110988","0","0","0","0","0","0","","","","","","","0","0","0"
"110994","","","","","","","","","","","","","0","0","0"
"111004","","","","","","","0","0","0","","","","","",""
"111010","0","0","0","0","0","0","","","","","","","","",""
"111011","","","","","","","","","","0","0","0","","",""
"111017","","","","","","","0","0","0","","","","","",""
"111022","","","","","","","","","","","","","0","0","0"
"111025","0","0","0","0","0","0","","","","","","","","",""
"111031","","","","","","","","","","0","0","0","0","0","0"
"111032","","","","","","","0","0","0","","","","","",""
"111033","0","0","0","0","0","0","","","","","","","","",""
"111041","","","","","","","0","0","0","","","","","",""
"111044","","","","","","","0","0","0","","","","","",""
"111047","0","0","0","0","0","0","","","","","","","","",""
"111050","","","","","","","","","","","","","0","0","0"
"111051","","","","","","","0","0","0","","","","","",""
"111059","","","","","","","0","0","0","","","","","",""
"111074","","","","","","","","","","0","0","0","","",""
"111077","","","","","","","0","0","0","0","0","0","","",""
"111096","","","","","","","","","","0","0","0","","",""
"111099","","","","","","","","","","0","0","0","","",""
"111104","","","","","","","0","0","0","","","","","",""
"111105","","","","","","","","","","","","","0","0","0"
"111111","","","","","","","","","","","","","0","0","0"
"111115","","","","","","","0","0","0","","","","","",""
"111117","","","","","","","0","0","0","","","","","",""
"111124","","","","","","","","","","0","0","0","","",""
"111125","","","","","","","","","","0","0","0","","",""
"111141","","","","","","","0","0","0","","","","","",""
"111142","","","","","","","0","0","0","","","","","",""
"111151","0","0","0","0","0","0","","","","","","","","",""
"111154","","","","","","","","","","0","0","0","","",""
"111156","0","0","0","0","0","0","","","","","","","0","0","0"
"111162","","","","","","","0","0","0","","","","","",""
"111166","","","","","","","0","0","0","","","","","",""
"111167","","","","","","","","","","","","","0","0","0"
"111174","","","","","","","","","","","","","0","0","0"
"111176","","","","","","","0","0","0","","","","","",""
"111179","","","","","","","0","0","0","","","","","",""
"111186","0","0","0","0","0","0","","","","","","","","",""
"111194","","","","","","","","","","","","","0","0","0"
"111200","0","0","0","0","0","0","0","0","0","","","","","",""
"111203","","","","","","","","","","0","0","0","","",""
"111204","","","","","","","0","0","0","","","","","",""
"111206","","","","","","","0","0","0","","","","","",""
"111211","","","","","","","","","","0","0","0","","",""
"111212","","","","","","","","","","","","","0","0","0"
"111213","","","","","","","0","0","0","","","","","",""
"111232","","","","","","","0","0","0","","","","","",""
"111233","","","","","","","","","","","","","0","0","0"
"111234","","","","","","","","","","0","0","0","","",""
"111235","0","0","0","0","0","0","0","0","0","0","0","0","","",""
"111236","0","0","0","0","0","0","","","","","","","","",""
"111237","","","","","","","","","","0","0","0","","",""
"111246","","","","","","","","","","0","0","0","","",""
"111247","","","","","","","0","0","0","","","","","",""
"111250","0","0","0","0","0","0","","","","","","","","",""
"111251","","","","","","","","","","","","","0","0","0"
"111252","","","","","","","","","","0","0","0","","",""
"111272","0","0","0","0","0","0","","","","","","","","",""
"111273","","","","","","","0","0","0","","","","0","0","0"
"111274","0","0","0","0","0","0","","","","","","","","",""
"111276","0","0","0","0","0","0","","","","","","","","",""
"111278","0","0","0","0","0","0","","","","","","","","",""
"111280","","","","","","","","","","","","","0","0","0"
"111284","","","","","","","0","0","0","","","","","",""
"111285","","","","","","","","","","0","0","0","","",""
"111287","","","","","","","","","","","","","0","0","0"
"111293","","","","","","","","","","0","0","0","","",""
"111297","","","","","","","","","","","","","0","0","0"
"111300","0","0","0","0","0","0","","","","","","","","",""
"111304","","","","","","","","","","","","","0","0","0"
"111305","","","","","","","0","0","0","","","","","",""
"111313","","","","","","","","","","0","0","0","","",""
"111318","","","","","","","","","","","","","0","0","0"
"111319","0","0","0","0","0","0","","","","","","","","",""
"111320","","","","","","","","","","0","0","0","","",""
"111322","","","","","","","","","","","","","0","0","0"
"111325","0","0","0","0","0","0","","","","","","","0","0","0"
"111329","","","","","","","0","0","0","","","","","",""
"111333","","","","","","","","","","","","","0","0","0"
"111334","0","0","0","0","0","0","","","","","","","","",""
"111343","","","","","","","","","","0","0","0","","",""
"111344","","","","","","","","","","","","","0","0","0"
"111346","","","","","","","0","0","0","","","","","",""
"111350","","","","","","","0","0","0","","","","","",""
"111356","","","","","","","","","","","","","0","0","0"
"111358","","","","","","","","","","","","","0","0","0"
"111360","","","","","","","","","","","","","0","0","0"
"111361","","","","","","","","","","","","","0","0","0"
"111371","","","","","","","","","","","","","0","0","0"
"111383","0","0","0","0","0","0","","","","","","","","",""
"111385","","","","","","","","","","0","0","0","","",""
"111389","","","","","","","0","0","0","","","","","",""
"111394","0","0","0","0","0","0","","","","","","","","",""
"111399","","","","","","","0","0","0","","","","","",""
"111401","0","0","0","0","0","0","","","","0","0","0","","",""
"111408","","","","","","","","","","","","","0","0","0"
"111415","","","","","","","","","","","","","0","0","0"
"111419","0","0","0","0","0","0","","","","","","","","",""
"111424","","","","","","","","","","0","0","0","","",""
"111426","0","0","0","0","0","0","","","","","","","","",""
"111428","","","","","","","","","","","","","0","0","0"
"111430","","","","","","","0","0","0","","","","","",""
"111433","","","","","","","","","","","","","0","0","0"
"111438","","","","","","","","","","","","","0","0","0"
"111439","","","","","","","","","","0","0","0","","",""
"111442","0","0","0","0","0","0","","","","","","","","",""
"111445","0","0","0","0","0","0","","","","","","","","",""
"111446","0","0","0","0","0","0","","","","","","","0","0","0"
"111452","","","","","","","","","","0","0","0","","",""
"111458","","","","","","","0","0","0","","","","","",""
"111466","","","","","","","","","","","","","0","0","0"
"111469","0","0","0","0","0","0","","","","","","","","",""
"111474","","","","","","","","","","0","0","0","","",""
"111476","","","","","","","","","","","","","0","0","0"
"111478","0","0","0","0","0","0","","","","","","","","",""
"111482","","","","","","","","","","0","0","0","","",""
"111486","0","0","0","0","0","0","","","","","","","","",""
"111490","","","","","","","","","","0","0","0","","",""
"111493","0","0","0","0","0","0","","","","","","","","",""
"111498","","","","","","","0","0","0","","","","","",""
"111503","","","","","","","","","","0","0","0","","",""
"111506","","","","","","","","","","","","","0","0","0"
"111507","","","","","","","","","","","","","0","0","0"
"111510","0","0","0","0","0","0","","","","","","","","",""
"111527","","","","","","","","","","0","0","0","","",""
"111528","","","","","","","0","0","0","","","","","",""
"111532","0","0","0","0","0","0","","","","","","","","",""
"111533","","","","","","","","","","","","","0","0","0"
"111535","","","","","","","0","0","0","","","","","",""
"111544","","","","","","","","","","0","0","0","","",""
"111545","","","","","","","","","","","","","0","0","0"
"111549","0","0","0","0","0","0","","","","","","","","",""
"111553","","","","","","","0","0","0","","","","","",""
"111561","0","0","0","0","0","0","","","","","","","","",""
"111563","","","","","","","","","","0","0","0","","",""
"111566","0","0","0","0","0","0","","","","","","","","",""
"111569","","","","","","","","","","","","","0","0","0"
"111573","0","0","0","0","0","0","","","","","","","","",""
"111581","","","","","","","","","","","","","0","0","0"
"111582","","","","","","","","","","","","","0","0","0"
"111585","","","","","","","","","","","","","0","0","0"
"111587","0","0","0","0","0","0","","","","","","","0","0","0"
"111588","","","","","","","","","","","","","0","0","0"
"111589","","","","","","","","","","","","","0","0","0"
"111591","","","","","","","0","0","0","","","","","",""
"111593","0","0","0","0","0","0","","","","","","","","",""
"111604","0","0","0","0","0","0","","","","","","","","",""
"111610","0","0","0","0","0","0","","","","","","","","",""
"111618","0","0","0","0","0","0","","","","","","","","",""
"111621","","","","","","","0","0","0","","","","","",""
"111622","","","","","","","0","0","0","","","","","",""
"111626","0","0","0","0","0","0","","","","","","","0","0","0"
"111638","","","","","","","","","","","","","0","0","0"
"111640","","","","","","","","","","","","","0","0","0"
"111646","0","0","0","0","0","0","","","","","","","","",""
"111648","","","","","","","0","0","0","","","","","",""
"111652","","","","","","","","","","0","0","0","","",""
"111654","","","","","","","","","","0","0","0","","",""
"111655","","","","","","","0","0","0","","","","","",""
"111667","","","","","","","","","","0","0","0","","",""
"111676","","","","","","","","","","","","","0","0","0"
"111677","","","","","","","0","0","0","","","","","",""
"111685","","","","","","","","","","0","0","0","","",""
"111688","0","0","0","0","0","0","0","0","0","","","","","",""
"111690","","","","","","","0","0","0","","","","","",""
"111692","0","0","0","0","0","0","","","","","","","","",""
"111694","0","0","0","0","0","0","","","","","","","","",""
"111704","0","0","0","0","0","0","","","","","","","","",""
"111706","","","","","","","","","","0","0","0","","",""
"111715","","","","","","","0","0","0","","","","","",""
"111726","","","","","","","0","0","0","","","","","",""
"111729","","","","","","","","","","0","0","0","0","0","0"
"111733","","","","","","","","","","","","","0","0","0"
"111735","","","","","","","0","0","0","","","","","",""
"111736","","","","","","","0","0","0","","","","","",""
"111739","","","","","","","","","","","","","0","0","0"
"111740","","","","","","","","","","","","","0","0","0"
"111741","","","","","","","","","","0","0","0","","",""
"111749","","","","","","","","","","","","","0","0","0"
"111752","","","","","","","","","","","","","0","0","0"
"111759","0","0","0","0","0","0","","","","","","","","",""
"111768","","","","","","","","","","","","","0","0","0"
"111772","","","","","","","","","","","","","0","0","0"
"111773","","","","","","","","","","","","","0","0","0"
"111780","","","","","","","","","","","","","0","0","0"
"111789","","","","","","","0","0","0","","","","","",""
"111791","","","","","","","","","","","","","0","0","0"
"111795","","","","","","","","","","","","","0","0","0"
"111797","0","0","0","0","0","0","","","","","","","0","0","0"
"111798","","","","","","","0","0","0","","","","","",""
"111799","","","","","","","0","0","0","","","","","",""
"111800","","","","","","","0","0","0","","","","","",""
"111803","","","","","","","","","","0","0","0","","",""
"111804","","","","","","","","","","","","","0","0","0"
"111812","","","","","","","","","","0","0","0","","",""
"111813","","","","","","","","","","","","","0","0","0"
"111814","","","","","","","","","","","","","0","0","0"
"111818","","","","","","","","","","","","","0","0","0"
"111821","","","","","","","0","0","0","","","","","",""
"111822","","","","","","","0","0","0","","","","","",""
"111827","","","","","","","","","","","","","0","0","0"
"111838","","","","","","","","","","0","0","0","","",""
"111840","","","","","","","","","","0","0","0","","",""
"111850","","","","","","","0","0","0","","","","","",""
"111869","","","","","","","","","","0","0","0","","",""
"111878","","","","","","","0","0","0","","","","","",""
"111882","","","","","","","","","","","","","0","0","0"
"111889","","","","","","","","","","0","0","0","","",""
"111892","","","","","","","","","","0","0","0","","",""
"111894","","","","","","","","","","","","","0","0","0"
"111896","","","","","","","0","0","0","","","","","",""
"111902","","","","","","","0","0","0","","","","","",""
"111907","","","","","","","","","","0","0","0","","",""
"111916","","","","","","","0","0","0","","","","","",""
"111922","0","0","0","0","0","0","","","","","","","","",""
"111925","","","","","","","0","0","0","","","","","",""
"111928","","","","","","","","","","","","","0","0","0"
"111931","0","0","0","0","0","0","","","","","","","0","0","0"
"111932","","","","","","","","","","","","","0","0","0"
"111940","","","","","","","","","","","","","0","0","0"
"111942","","","","","","","0","0","0","","","","","",""
"111948","","","","","","","","","","","","","0","0","0"
"111957","","","","","","","0","0","0","","","","","",""
"111958","","","","","","","0","0","0","","","","","",""
"111959","0","0","0","0","0","0","","","","","","","","",""
"111966","","","","","","","","","","","","","0","0","0"
"111968","","","","","","","","","","","","","0","0","0"
"111975","","","","","","","0","0","0","","","","","",""
"111988","","","","","","","0","0","0","","","","","",""
"111991","","","","","","","0","0","0","","","","","",""
"111997","","","","","","","","","","0","0","0","","",""
"112014","","","","","","","","","","0","0","0","","",""
"112018","0","0","0","0","0","0","","","","0","0","0","","",""
"112019","","","","","","","","","","0","0","0","","",""
"112022","","","","","","","","","","0","0","0","","",""
"112023","","","","","","","0","0","0","","","","","",""
"112024","","","","","","","0","0","0","","","","","",""
"112025","0","0","0","0","0","0","","","","","","","","",""
"112032","","","","","","","0","0","0","","","","","",""
"112035","0","0","0","0","0","0","","","","","","","","",""
"112037","0","0","0","0","0","0","","","","","","","","",""
"112038","","","","","","","","","","0","0","0","","",""
"112044","","","","","","","0","0","0","","","","0","0","0"
"112045","","","","","","","0","0","0","","","","","",""
"112046","","","","","","","","","","0","0","0","","",""
"112062","0","0","0","0","0","0","","","","","","","","",""
"112070","","","","","","","","","","0","0","0","","",""
"112077","","","","","","","","","","0","0","0","","",""
"112078","","","","","","","","","","0","0","0","","",""
"112079","","","","","","","0","0","0","","","","","",""
"112080","","","","","","","","","","0","0","0","","",""
"112085","0","0","0","0","0","0","","","","","","","","",""
"112092","","","","","","","","","","","","","0","0","0"
"112093","0","0","0","0","0","0","","","","","","","","",""
"112094","","","","","","","0","0","0","","","","","",""
"112097","","","","","","","","","","","","","0","0","0"
"112105","","","","","","","","","","0","0","0","","",""
"112106","","","","","","","","","","0","0","0","","",""
"112107","0","0","0","0","0","0","","","","","","","","",""
"112116","0","0","0","0","0","0","","","","","","","","",""
"112119","","","","","","","","","","","","","0","0","0"
"112123","0","0","0","0","0","0","","","","","","","","",""
"112124","","","","","","","0","0","0","","","","","",""
"112125","0","0","0","0","0","0","","","","","","","","",""
"112128","","","","","","","","","","","","","0","0","0"
"112137","","","","","","","","","","","","","0","0","0"
"112140","0","0","0","0","0","0","0","0","0","","","","","",""
"112158","0","0","0","0","0","0","","","","","","","0","0","0"
"112164","","","","","","","0","0","0","","","","","",""
"112167","","","","","","","","","","0","0","0","","",""
"112169","","","","","","","","","","","","","0","0","0"
"112179","0","0","0","0","0","0","","","","","","","","",""
"112180","","","","","","","0","0","0","","","","","",""
"112196","","","","","","","","","","0","0","0","","",""
"112205","","","","","","","","","","","","","0","0","0"
"112210","0","0","0","0","0","0","","","","0","0","0","","",""
"112217","","","","","","","0","0","0","","","","","",""
"112218","","","","","","","","","","0","0","0","","",""
"112219","","","","","","","0","0","0","","","","","",""
"112220","0","0","0","0","0","0","","","","","","","","",""
"112231","","","","","","","0","0","0","","","","","",""
"112233","","","","","","","0","0","0","","","","","",""
"112235","","","","","","","0","0","0","","","","","",""
"112238","0","0","0","0","0","0","","","","","","","","",""
"112240","","","","","","","","","","","","","0","0","0"
"112241","","","","","","","","","","0","0","0","","",""
"112242","","","","","","","","","","","","","0","0","0"
"112247","","","","","","","","","","","","","0","0","0"
"112248","","","","","","","","","","0","0","0","","",""
"112249","0","0","0","0","0","0","","","","","","","","",""
"112252","","","","","","","0","0","0","","","","","",""
"112253","0","0","0","0","0","0","","","","","","","","",""
"112255","","","","","","","","","","","","","0","0","0"
"112266","0","0","0","0","0","0","","","","","","","","",""
"112268","","","","","","","","","","","","","0","0","0"
"112271","0","0","0","0","0","0","","","","","","","","",""
"112273","","","","","","","","","","","","","0","0","0"
"112278","","","","","","","","","","0","0","0","0","0","0"
"112279","","","","","","","0","0","0","","","","","",""
"112292","","","","","","","","","","","","","0","0","0"
"112301","0","0","0","0","0","0","","","","","","","","",""
"112303","","","","","","","0","0","0","","","","","",""
"112306","","","","","","","","","","0","0","0","","",""
"112308","","","","","","","","","","","","","0","0","0"
"112315","","","","","","","","","","0","0","0","0","0","0"
"112317","","","","","","","","","","0","0","0","","",""
"112322","","","","","","","0","0","0","","","","","",""
"112323","0","0","0","0","0","0","","","","","","","","",""
"112326","","","","","","","","","","","","","0","0","0"
"112337","","","","","","","","","","","","","0","0","0"
"112339","","","","","","","","","","","","","0","0","0"
"112341","","","","","","","","","","0","0","0","","",""
"112345","0","0","0","0","0","0","","","","","","","","",""
"112374","0","0","0","0","0","0","","","","","","","","",""
"112379","","","","","","","0","0","0","","","","0","0","0"
"112384","","","","","","","0","0","0","","","","","",""
"112393","","","","","","","","","","0","0","0","","",""
"112394","","","","","","","","","","0","0","0","","",""
"112403","","","","","","","0","0","0","","","","","",""
"112404","0","0","0","0","0","0","0","0","0","","","","","",""
"112407","","","","","","","","","","0","0","0","","",""
"112413","","","","","","","","","","","","","0","0","0"
"112416","","","","","","","","","","","","","0","0","0"
"112430","","","","","","","0","0","0","","","","","",""
"112432","","","","","","","","","","","","","0","0","0"
"112433","0","0","0","0","0","0","","","","","","","","",""
"112438","","","","","","","0","0","0","","","","","",""
"112445","0","0","0","0","0","0","","","","","","","","",""
"112446","0","0","0","0","0","0","","","","","","","","",""
"112447","","","","","","","","","","0","0","0","","",""
"112448","","","","","","","","","","","","","0","0","0"
"112450","0","0","0","0","0","0","","","","","","","","",""
"112460","","","","","","","","","","","","","0","0","0"
