"Step","00-dynamic","00-dynamic - dead-1__MIN","00-dynamic - dead-1__MAX","00-every-100","00-every-100 - dead-1__MIN","00-every-100 - dead-1__MAX","00-every-10","00-every-10 - dead-1__MIN","00-every-10 - dead-1__MAX","00-static-1","00-static-1 - dead-1__MIN","00-static-1 - dead-1__MAX","00-ofb","00-ofb - dead-1__MIN","00-ofb - dead-1__MAX"
"68396","","","","0","0","0","","","","","","","","",""
"68401","","","","0","0","0","","","","","","","","",""
"68402","","","","","","","","","","","","","0","0","0"
"68417","","","","0","0","0","","","","","","","","",""
"68421","","","","","","","","","","","","","0","0","0"
"68422","","","","","","","","","","","","","0","0","0"
"68424","","","","0","0","0","","","","","","","","",""
"68429","","","","","","","","","","","","","0","0","0"
"68431","0","0","0","","","","","","","0","0","0","","",""
"68432","","","","","","","0","0","0","","","","","",""
"68433","0","0","0","","","","","","","0","0","0","0","0","0"
"68436","","","","","","","","","","","","","0","0","0"
"68440","0","0","0","","","","","","","0","0","0","","",""
"68441","0","0","0","","","","","","","0","0","0","","",""
"68442","","","","","","","0","0","0","","","","","",""
"68447","","","","","","","0","0","0","","","","0","0","0"
"68449","0","0","0","","","","","","","0","0","0","","",""
"68451","","","","","","","","","","","","","0","0","0"
"68456","","","","0","0","0","","","","","","","","",""
"68458","","","","","","","0","0","0","","","","","",""
"68461","","","","0","0","0","","","","","","","","",""
"68462","","","","0","0","0","","","","","","","0","0","0"
"68463","","","","0","0","0","0","0","0","","","","","",""
"68465","0","0","0","","","","0","0","0","0","0","0","","",""
"68469","","","","0","0","0","","","","","","","","",""
"68470","","","","","","","0","0","0","","","","","",""
"68472","0","0","0","","","","","","","0","0","0","0","0","0"
"68475","","","","","","","","","","","","","0","0","0"
"68481","","","","","","","0","0","0","","","","","",""
"68485","0","0","0","","","","","","","0","0","0","","",""
"68491","","","","","","","","","","","","","0","0","0"
"68492","","","","","","","0","0","0","","","","","",""
"68499","0","0","0","","","","","","","0","0","0","","",""
"68509","","","","0","0","0","","","","","","","","",""
"68510","","","","","","","","","","","","","0","0","0"
"68511","0","0","0","","","","","","","0","0","0","","",""
"68513","0","0","0","","","","","","","0","0","0","0","0","0"
"68521","","","","0","0","0","","","","","","","","",""
"68527","","","","","","","","","","","","","0","0","0"
"68530","0","0","0","","","","","","","0","0","0","","",""
"68534","0","0","0","","","","","","","0","0","0","","",""
"68540","","","","","","","","","","","","","0","0","0"
"68546","","","","0","0","0","","","","","","","","",""
"68547","","","","","","","0","0","0","","","","0","0","0"
"68552","","","","","","","0","0","0","","","","","",""
"68553","","","","0","0","0","","","","","","","","",""
"68554","0","0","0","","","","","","","0","0","0","","",""
"68573","","","","0","0","0","","","","","","","","",""
"68591","0","0","0","","","","","","","0","0","0","","",""
"68593","","","","","","","","","","","","","0","0","0"
"68595","0","0","0","","","","","","","0","0","0","","",""
"68598","","","","","","","0","0","0","","","","","",""
"68604","0","0","0","","","","0","0","0","0","0","0","","",""
"68610","","","","0","0","0","","","","","","","","",""
"68616","","","","0","0","0","","","","","","","","",""
"68619","0","0","0","","","","","","","0","0","0","","",""
"68621","0","0","0","","","","","","","0","0","0","","",""
"68626","","","","","","","0","0","0","","","","","",""
"68627","","","","0","0","0","","","","","","","","",""
"68628","0","0","0","","","","","","","0","0","0","","",""
"68633","","","","0","0","0","","","","","","","","",""
"68635","","","","","","","","","","","","","0","0","0"
"68636","0","0","0","","","","","","","0","0","0","","",""
"68640","","","","","","","0","0","0","","","","","",""
"68656","0","0","0","","","","","","","0","0","0","0","0","0"
"68665","0","0","0","","","","","","","0","0","0","","",""
"68670","","","","","","","","","","","","","0","0","0"
"68672","","","","0","0","0","","","","","","","","",""
"68673","","","","0","0","0","","","","","","","","",""
"68676","","","","0","0","0","","","","","","","","",""
"68678","","","","","","","0","0","0","","","","","",""
"68688","","","","0","0","0","","","","","","","0","0","0"
"68689","0","0","0","","","","","","","0","0","0","","",""
"68700","","","","","","","0","0","0","","","","","",""
"68706","","","","0","0","0","","","","","","","","",""
"68709","0","0","0","","","","","","","0","0","0","","",""
"68713","0","0","0","","","","","","","0","0","0","","",""
"68715","","","","","","","","","","","","","0","0","0"
"68716","0","0","0","","","","","","","0","0","0","","",""
"68720","","","","","","","","","","","","","0","0","0"
"68722","","","","","","","","","","","","","0","0","0"
"68724","","","","","","","0","0","0","","","","","",""
"68725","","","","","","","","","","","","","0","0","0"
"68733","0","0","0","","","","","","","0","0","0","","",""
"68737","","","","","","","0","0","0","","","","","",""
"68739","","","","","","","","","","","","","0","0","0"
"68747","","","","","","","0","0","0","","","","","",""
"68749","0","0","0","","","","0","0","0","0","0","0","","",""
"68750","","","","0","0","0","","","","","","","0","0","0"
"68754","","","","0","0","0","","","","","","","","",""
"68756","","","","","","","0","0","0","","","","","",""
"68760","","","","","","","0","0","0","","","","","",""
"68764","0","0","0","","","","","","","0","0","0","","",""
"68773","0","0","0","","","","","","","0","0","0","","",""
"68774","","","","","","","0","0","0","","","","","",""
"68778","","","","","","","0","0","0","","","","","",""
"68784","0","0","0","","","","","","","0","0","0","","",""
"68796","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"68798","","","","","","","0","0","0","","","","","",""
"68802","0","0","0","","","","","","","0","0","0","","",""
"68808","0","0","0","","","","","","","0","0","0","","",""
"68825","","","","0","0","0","","","","","","","","",""
"68837","","","","0","0","0","","","","","","","","",""
"68842","0","0","0","","","","","","","0","0","0","","",""
"68843","","","","","","","0","0","0","","","","","",""
"68848","0","0","0","","","","","","","0","0","0","","",""
"68853","","","","","","","","","","","","","0","0","0"
"68857","","","","0","0","0","","","","","","","","",""
"68865","","","","0","0","0","","","","","","","","",""
"68867","","","","0","0","0","0","0","0","","","","","",""
"68868","","","","","","","0","0","0","","","","","",""
"68879","","","","","","","","","","","","","0","0","0"
"68896","","","","","","","0","0","0","","","","0","0","0"
"68898","","","","0","0","0","","","","","","","","",""
"68901","0","0","0","","","","","","","0","0","0","","",""
"68906","","","","","","","","","","","","","0","0","0"
"68911","0","0","0","","","","","","","0","0","0","","",""
"68916","","","","","","","","","","","","","0","0","0"
"68921","","","","","","","","","","","","","0","0","0"
"68929","","","","","","","","","","","","","0","0","0"
"68933","","","","","","","","","","","","","0","0","0"
"68953","0","0","0","","","","","","","0","0","0","","",""
"68957","","","","0","0","0","","","","","","","","",""
"68960","","","","0","0","0","","","","","","","","",""
"68964","","","","","","","0","0","0","","","","0","0","0"
"68969","","","","","","","0","0","0","","","","","",""
"68975","","","","","","","0","0","0","","","","","",""
"68980","0","0","0","","","","","","","0","0","0","","",""
"68981","0","0","0","","","","","","","0","0","0","","",""
"68982","","","","","","","","","","","","","0","0","0"
"68984","0","0","0","","","","","","","0","0","0","","",""
"68987","","","","","","","0","0","0","","","","","",""
"68991","","","","","","","","","","","","","0","0","0"
"68996","","","","","","","0","0","0","","","","","",""
"69001","0","0","0","","","","","","","0","0","0","","",""
"69003","","","","0","0","0","","","","","","","","",""
"69008","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"69011","0","0","0","","","","","","","0","0","0","","",""
"69012","","","","","","","0","0","0","","","","","",""
"69018","","","","0","0","0","","","","","","","","",""
"69019","","","","","","","0","0","0","","","","","",""
"69021","0","0","0","","","","","","","0","0","0","","",""
"69036","","","","","","","","","","","","","0","0","0"
"69037","","","","0","0","0","","","","","","","","",""
"69045","0","0","0","","","","","","","0","0","0","","",""
"69048","","","","0","0","0","","","","","","","","",""
"69050","","","","0","0","0","","","","","","","","",""
"69053","","","","","","","0","0","0","","","","","",""
"69060","","","","0","0","0","","","","","","","","",""
"69064","","","","","","","","","","","","","0","0","0"
"69068","","","","","","","0","0","0","","","","","",""
"69069","","","","","","","","","","","","","0","0","0"
"69070","0","0","0","","","","","","","0","0","0","","",""
"69074","0","0","0","","","","","","","0","0","0","","",""
"69079","0","0","0","","","","","","","0","0","0","","",""
"69081","0","0","0","","","","","","","0","0","0","","",""
"69087","0","0","0","","","","","","","0","0","0","","",""
"69088","0","0","0","","","","","","","0","0","0","","",""
"69089","0","0","0","","","","","","","0","0","0","","",""
"69091","0","0","0","","","","","","","0","0","0","","",""
"69092","0","0","0","","","","","","","0","0","0","","",""
"69096","","","","","","","0","0","0","","","","","",""
"69102","0","0","0","","","","","","","0","0","0","","",""
"69106","","","","","","","","","","","","","0","0","0"
"69111","","","","0","0","0","","","","","","","0","0","0"
"69117","","","","","","","","","","","","","0","0","0"
"69121","","","","0","0","0","","","","","","","","",""
"69125","0","0","0","","","","","","","0","0","0","","",""
"69136","","","","","","","","","","","","","0","0","0"
"69137","","","","","","","0","0","0","","","","","",""
"69138","","","","0","0","0","","","","","","","","",""
"69145","","","","","","","","","","","","","0","0","0"
"69148","","","","0","0","0","0","0","0","","","","","",""
"69151","","","","","","","","","","","","","0","0","0"
"69155","","","","","","","0","0","0","","","","","",""
"69156","","","","","","","","","","","","","0","0","0"
"69168","","","","","","","0","0","0","","","","","",""
"69173","","","","","","","0","0","0","","","","","",""
"69175","","","","","","","0","0","0","","","","","",""
"69176","","","","0","0","0","","","","","","","","",""
"69185","","","","","","","0","0","0","","","","0","0","0"
"69193","","","","","","","0","0","0","","","","","",""
"69206","","","","","","","","","","","","","0","0","0"
"69207","","","","","","","","","","","","","0","0","0"
"69211","","","","","","","","","","","","","0","0","0"
"69214","","","","0","0","0","","","","","","","0","0","0"
"69222","","","","","","","","","","","","","0","0","0"
"69223","","","","","","","","","","","","","0","0","0"
"69224","","","","","","","0","0","0","","","","","",""
"69225","","","","","","","","","","","","","0","0","0"
"69227","","","","","","","0","0","0","","","","","",""
"69229","","","","","","","0","0","0","","","","","",""
"69231","","","","","","","0","0","0","","","","","",""
"69236","","","","","","","","","","","","","0","0","0"
"69237","","","","0","0","0","","","","","","","","",""
"69239","0","0","0","","","","","","","0","0","0","","",""
"69242","","","","","","","0","0","0","","","","","",""
"69244","0","0","0","","","","","","","0","0","0","","",""
"69260","","","","0","0","0","","","","","","","","",""
"69274","0","0","0","","","","","","","0","0","0","","",""
"69276","0","0","0","","","","","","","0","0","0","","",""
"69281","","","","","","","0","0","0","","","","","",""
"69288","","","","","","","0","0","0","","","","","",""
"69291","0","0","0","","","","","","","0","0","0","","",""
"69299","","","","0","0","0","","","","","","","","",""
"69301","","","","","","","","","","","","","0","0","0"
"69315","","","","0","0","0","","","","","","","","",""
"69317","","","","0","0","0","","","","","","","","",""
"69323","","","","0","0","0","","","","","","","","",""
"69325","0","0","0","","","","","","","0","0","0","","",""
"69328","0","0","0","","","","","","","0","0","0","","",""
"69330","0","0","0","","","","","","","0","0","0","","",""
"69338","","","","","","","0","0","0","","","","","",""
"69340","0","0","0","","","","","","","0","0","0","","",""
"69347","","","","0","0","0","","","","","","","","",""
"69350","0","0","0","","","","","","","0","0","0","","",""
"69354","","","","0","0","0","","","","","","","","",""
"69356","0","0","0","0","0","0","","","","0","0","0","","",""
"69363","0","0","0","0","0","0","","","","0","0","0","","",""
"69364","0","0","0","","","","","","","0","0","0","","",""
"69369","","","","","","","0","0","0","","","","","",""
"69370","","","","0","0","0","","","","","","","","",""
"69373","","","","0","0","0","","","","","","","","",""
"69375","","","","","","","0","0","0","","","","","",""
"69376","","","","","","","0","0","0","","","","","",""
"69379","0","0","0","","","","","","","0","0","0","","",""
"69381","","","","0","0","0","","","","","","","0","0","0"
"69392","","","","","","","","","","","","","0","0","0"
"69394","","","","0","0","0","","","","","","","","",""
"69395","","","","","","","0","0","0","","","","","",""
"69406","0","0","0","","","","","","","0","0","0","","",""
"69418","0","0","0","","","","","","","0","0","0","","",""
"69436","","","","","","","0","0","0","","","","","",""
"69439","0","0","0","","","","","","","0","0","0","","",""
"69453","0","0","0","","","","","","","0","0","0","","",""
"69477","","","","","","","0","0","0","","","","","",""
"69481","","","","0","0","0","","","","","","","","",""
"69484","","","","0","0","0","","","","","","","","",""
"69486","0","0","0","","","","","","","0","0","0","","",""
"69488","","","","","","","0","0","0","","","","","",""
"69493","","","","","","","0","0","0","","","","","",""
"69496","","","","","","","0","0","0","","","","","",""
"69504","","","","0","0","0","","","","","","","","",""
"69508","0","0","0","","","","","","","0","0","0","","",""
"69510","","","","","","","0","0","0","","","","","",""
"69521","","","","","","","0","0","0","","","","","",""
"69523","","","","0","0","0","","","","","","","","",""
"69529","0","0","0","","","","","","","0","0","0","","",""
"69535","0","0","0","","","","","","","0","0","0","","",""
"69536","","","","","","","","","","","","","0","0","0"
"69538","","","","","","","0","0","0","","","","0","0","0"
"69548","0","0","0","","","","","","","0","0","0","","",""
"69552","0","0","0","","","","","","","0","0","0","","",""
"69558","","","","0","0","0","","","","","","","","",""
"69561","","","","","","","","","","","","","0","0","0"
"69563","","","","","","","","","","","","","0","0","0"
"69564","","","","0","0","0","","","","","","","","",""
"69569","","","","","","","","","","","","","0","0","0"
"69573","0","0","0","","","","","","","0","0","0","","",""
"69578","","","","","","","0","0","0","","","","","",""
"69580","","","","","","","","","","","","","0","0","0"
"69582","","","","0","0","0","","","","","","","","",""
"69583","0","0","0","","","","","","","0","0","0","","",""
"69584","","","","","","","0","0","0","","","","","",""
"69585","","","","0","0","0","","","","","","","","",""
"69589","","","","","","","","","","","","","0","0","0"
"69591","","","","","","","0","0","0","","","","","",""
"69601","","","","0","0","0","","","","","","","","",""
"69606","","","","0","0","0","","","","","","","","",""
"69609","0","0","0","","","","","","","0","0","0","","",""
"69612","","","","","","","0","0","0","","","","","",""
"69619","","","","","","","0","0","0","","","","","",""
"69620","0","0","0","","","","","","","0","0","0","","",""
"69621","","","","","","","0","0","0","","","","","",""
"69623","","","","","","","0","0","0","","","","","",""
"69624","0","0","0","","","","","","","0","0","0","","",""
"69627","","","","","","","","","","","","","0","0","0"
"69632","","","","","","","0","0","0","","","","","",""
"69635","","","","","","","0","0","0","","","","","",""
"69641","","","","0","0","0","","","","","","","","",""
"69642","","","","","","","","","","","","","0","0","0"
"69643","0","0","0","","","","","","","0","0","0","","",""
"69646","","","","","","","0","0","0","","","","","",""
"69647","0","0","0","","","","","","","0","0","0","","",""
"69651","0","0","0","","","","","","","0","0","0","0","0","0"
"69653","","","","","","","0","0","0","","","","","",""
"69655","","","","","","","","","","","","","0","0","0"
"69657","0","0","0","0","0","0","","","","0","0","0","","",""
"69658","","","","0","0","0","","","","","","","","",""
"69664","","","","","","","0","0","0","","","","","",""
"69669","","","","","","","","","","","","","0","0","0"
"69673","","","","","","","0","0","0","","","","","",""
"69676","","","","0","0","0","","","","","","","0","0","0"
"69679","","","","","","","0","0","0","","","","","",""
"69682","","","","","","","0","0","0","","","","","",""
"69696","","","","","","","","","","","","","0","0","0"
"69709","","","","","","","0","0","0","","","","","",""
"69714","0","0","0","","","","","","","0","0","0","","",""
"69720","","","","","","","","","","","","","0","0","0"
"69724","","","","","","","","","","","","","0","0","0"
"69726","","","","","","","0","0","0","","","","","",""
"69727","","","","","","","0","0","0","","","","","",""
"69737","0","0","0","","","","","","","0","0","0","","",""
"69738","","","","0","0","0","","","","","","","","",""
"69739","","","","","","","0","0","0","","","","","",""
"69746","","","","","","","0","0","0","","","","","",""
"69752","","","","","","","0","0","0","","","","","",""
"69753","","","","0","0","0","","","","","","","","",""
"69755","","","","","","","0","0","0","","","","","",""
"69756","0","0","0","","","","","","","0","0","0","","",""
"69757","","","","","","","","","","","","","0","0","0"
"69761","","","","","","","","","","","","","0","0","0"
"69763","0","0","0","","","","","","","0","0","0","","",""
"69764","","","","","","","","","","","","","0","0","0"
"69767","","","","","","","","","","","","","0","0","0"
"69771","0","0","0","","","","","","","0","0","0","","",""
"69773","","","","","","","","","","","","","0","0","0"
"69774","","","","","","","","","","","","","0","0","0"
"69776","","","","0","0","0","","","","","","","","",""
"69777","0","0","0","","","","","","","0","0","0","","",""
"69778","0","0","0","","","","","","","0","0","0","","",""
"69779","","","","","","","0","0","0","","","","","",""
"69795","","","","0","0","0","","","","","","","","",""
"69797","0","0","0","","","","","","","0","0","0","","",""
"69798","","","","0","0","0","","","","","","","","",""
"69822","","","","0","0","0","","","","","","","","",""
"69823","","","","","","","0","0","0","","","","","",""
"69826","","","","","","","","","","","","","0","0","0"
"69829","","","","","","","","","","","","","0","0","0"
"69834","","","","","","","0","0","0","","","","","",""
"69837","","","","","","","0","0","0","","","","","",""
"69839","","","","","","","0","0","0","","","","","",""
"69846","","","","","","","","","","","","","0","0","0"
"69849","","","","","","","","","","","","","0","0","0"
"69851","","","","","","","","","","","","","0","0","0"
"69852","0","0","0","","","","","","","0","0","0","","",""
"69857","0","0","0","","","","","","","0","0","0","","",""
"69858","","","","","","","0","0","0","","","","","",""
"69862","","","","","","","0","0","0","","","","","",""
"69864","","","","0","0","0","0","0","0","","","","","",""
"69867","0","0","0","","","","","","","0","0","0","","",""
"69873","0","0","0","","","","","","","0","0","0","","",""
"69876","","","","","","","0","0","0","","","","","",""
"69882","","","","","","","","","","","","","0","0","0"
"69885","0","0","0","","","","","","","0","0","0","","",""
"69889","","","","","","","","","","","","","0","0","0"
"69891","0","0","0","","","","","","","0","0","0","","",""
"69893","0","0","0","","","","","","","0","0","0","","",""
"69898","","","","","","","","","","","","","0","0","0"
"69903","","","","","","","","","","","","","0","0","0"
"69904","","","","","","","","","","","","","0","0","0"
"69908","","","","0","0","0","","","","","","","","",""
"69909","","","","","","","","","","","","","0","0","0"
"69910","","","","","","","","","","","","","0","0","0"
"69919","","","","","","","0","0","0","","","","","",""
"69923","","","","","","","","","","","","","0","0","0"
"69924","","","","","","","0","0","0","","","","","",""
"69939","","","","","","","","","","","","","0","0","0"
"69941","","","","","","","0","0","0","","","","","",""
"69950","","","","","","","","","","","","","0","0","0"
"69951","","","","0","0","0","","","","","","","","",""
"69952","0","0","0","","","","","","","0","0","0","","",""
"69964","","","","","","","","","","","","","0","0","0"
"69969","0","0","0","","","","","","","0","0","0","","",""
"69972","0","0","0","","","","","","","0","0","0","","",""
"69973","0","0","0","0","0","0","","","","0","0","0","","",""
"69974","0","0","0","","","","","","","0","0","0","","",""
"69980","","","","","","","","","","","","","0","0","0"
"69981","","","","","","","0","0","0","","","","","",""
"69984","","","","","","","","","","","","","0","0","0"
"69985","","","","","","","","","","","","","0","0","0"
"69986","","","","","","","","","","","","","0","0","0"
"69990","","","","","","","","","","","","","0","0","0"
"69992","","","","0","0","0","","","","","","","","",""
"69995","","","","","","","0","0","0","","","","","",""
"70001","","","","0","0","0","","","","","","","","",""
"70004","0","0","0","","","","0","0","0","0","0","0","","",""
"70005","0","0","0","","","","","","","0","0","0","","",""
"70013","0","0","0","","","","","","","0","0","0","","",""
"70016","0","0","0","","","","","","","0","0","0","","",""
"70025","0","0","0","","","","","","","0","0","0","","",""
"70037","","","","","","","","","","","","","0","0","0"
"70039","","","","","","","0","0","0","","","","","",""
"70042","","","","","","","","","","","","","0","0","0"
"70044","0","0","0","","","","","","","0","0","0","","",""
"70049","","","","","","","","","","","","","0","0","0"
"70061","","","","0","0","0","","","","","","","","",""
"70062","0","0","0","","","","","","","0","0","0","","",""
"70063","","","","0","0","0","0","0","0","","","","","",""
"70068","","","","","","","0","0","0","","","","","",""
"70083","0","0","0","","","","0","0","0","0","0","0","","",""
"70084","","","","","","","","","","","","","0","0","0"
"70087","0","0","0","","","","","","","0","0","0","","",""
"70088","","","","","","","0","0","0","","","","","",""
"70089","","","","","","","","","","","","","0","0","0"
"70091","","","","","","","0","0","0","","","","","",""
"70093","","","","","","","0","0","0","","","","","",""
"70094","","","","","","","0","0","0","","","","","",""
"70096","0","0","0","0","0","0","","","","0","0","0","","",""
"70102","0","0","0","","","","","","","0","0","0","","",""
"70108","","","","","","","0","0","0","","","","","",""
"70113","","","","","","","0","0","0","","","","","",""
"70119","","","","","","","0","0","0","","","","","",""
"70123","","","","0","0","0","","","","","","","","",""
"70124","0","0","0","","","","0","0","0","0","0","0","","",""
"70125","","","","","","","0","0","0","","","","","",""
"70136","0","0","0","","","","","","","0","0","0","","",""
"70139","","","","","","","0","0","0","","","","0","0","0"
"70143","0","0","0","","","","","","","0","0","0","","",""
"70147","","","","","","","","","","","","","0","0","0"
"70165","","","","","","","","","","","","","0","0","0"
"70167","","","","","","","0","0","0","","","","","",""
"70169","","","","","","","0","0","0","","","","","",""
"70175","","","","0","0","0","","","","","","","","",""
"70176","0","0","0","","","","","","","0","0","0","","",""
"70178","","","","0","0","0","","","","","","","","",""
"70184","","","","","","","","","","","","","0","0","0"
"70185","","","","","","","0","0","0","","","","","",""
"70190","0","0","0","","","","","","","0","0","0","","",""
"70198","0","0","0","","","","0","0","0","0","0","0","","",""
"70202","","","","0","0","0","","","","","","","","",""
"70203","","","","0","0","0","","","","","","","","",""
"70208","","","","0","0","0","","","","","","","","",""
"70212","","","","","","","0","0","0","","","","","",""
"70217","","","","0","0","0","","","","","","","","",""
"70220","0","0","0","","","","","","","0","0","0","","",""
"70221","","","","","","","","","","","","","0","0","0"
"70222","","","","","","","","","","","","","0","0","0"
"70226","","","","","","","0","0","0","","","","0","0","0"
"70235","","","","","","","0","0","0","","","","","",""
"70238","0","0","0","","","","","","","0","0","0","","",""
"70240","","","","","","","","","","","","","0","0","0"
"70253","0","0","0","0","0","0","","","","0","0","0","","",""
"70257","0","0","0","","","","","","","0","0","0","0","0","0"
"70259","0","0","0","","","","","","","0","0","0","","",""
"70262","","","","","","","","","","","","","0","0","0"
"70267","","","","","","","0","0","0","","","","","",""
"70269","","","","0","0","0","","","","","","","","",""
"70273","","","","0","0","0","","","","","","","","",""
"70278","0","0","0","","","","","","","0","0","0","","",""
"70285","0","0","0","","","","","","","0","0","0","","",""
"70289","","","","","","","","","","","","","0","0","0"
"70290","","","","","","","","","","","","","0","0","0"
"70294","0","0","0","","","","","","","0","0","0","","",""
"70295","","","","","","","0","0","0","","","","","",""
"70301","","","","","","","","","","","","","0","0","0"
"70307","","","","","","","","","","","","","0","0","0"
"70311","0","0","0","","","","","","","0","0","0","","",""
"70315","","","","","","","","","","","","","0","0","0"
"70319","","","","","","","0","0","0","","","","","",""
"70326","","","","","","","0","0","0","","","","","",""
"70343","","","","","","","0","0","0","","","","","",""
"70345","","","","","","","0","0","0","","","","","",""
"70349","","","","","","","0","0","0","","","","","",""
"70351","0","0","0","","","","","","","0","0","0","","",""
"70360","0","0","0","","","","","","","0","0","0","","",""
"70361","0","0","0","","","","","","","0","0","0","","",""
"70362","0","0","0","0","0","0","","","","0","0","0","","",""
"70367","0","0","0","","","","0","0","0","0","0","0","","",""
"70370","","","","","","","0","0","0","","","","","",""
"70380","","","","","","","0","0","0","","","","","",""
"70383","","","","0","0","0","","","","","","","","",""
"70391","0","0","0","","","","","","","0","0","0","0","0","0"
"70406","0","0","0","","","","","","","0","0","0","","",""
"70420","","","","0","0","0","","","","","","","0","0","0"
"70424","","","","","","","0","0","0","","","","","",""
"70426","","","","","","","","","","","","","0","0","0"
"70427","0","0","0","","","","","","","0","0","0","","",""
"70432","","","","","","","","","","","","","0","0","0"
"70434","","","","","","","","","","","","","0","0","0"
"70437","","","","","","","","","","","","","0","0","0"
"70438","","","","","","","0","0","0","","","","","",""
"70442","","","","","","","","","","","","","0","0","0"
"70446","","","","","","","0","0","0","","","","","",""
"70448","","","","","","","","","","","","","0","0","0"
"70450","0","0","0","","","","","","","0","0","0","","",""
"70454","0","0","0","","","","","","","0","0","0","","",""
"70455","","","","0","0","0","","","","","","","","",""
"70470","","","","","","","","","","","","","0","0","0"
"70475","","","","0","0","0","","","","","","","","",""
"70479","","","","","","","","","","","","","0","0","0"
"70481","","","","","","","0","0","0","","","","","",""
"70483","","","","","","","","","","","","","0","0","0"
"70488","","","","","","","0","0","0","","","","","",""
"70497","","","","0","0","0","","","","","","","","",""
"70503","","","","0","0","0","","","","","","","","",""
"70504","","","","0","0","0","","","","","","","","",""
"70512","","","","0","0","0","","","","","","","","",""
"70516","","","","","","","0","0","0","","","","","",""
"70518","","","","0","0","0","","","","","","","","",""
"70522","","","","","","","0","0","0","","","","","",""
"70523","","","","0","0","0","","","","","","","","",""
"70524","0","0","0","","","","","","","0","0","0","","",""
"70525","","","","","","","","","","","","","0","0","0"
"70526","","","","0","0","0","0","0","0","","","","","",""
"70527","","","","0","0","0","","","","","","","","",""
"70531","","","","","","","","","","","","","0","0","0"
"70533","0","0","0","","","","","","","0","0","0","","",""
"70537","","","","0","0","0","","","","","","","","",""
"70538","","","","","","","0","0","0","","","","","",""
"70539","","","","0","0","0","","","","","","","","",""
"70545","0","0","0","","","","","","","0","0","0","","",""
"70546","","","","","","","","","","","","","0","0","0"
"70548","","","","0","0","0","","","","","","","","",""
"70550","","","","0","0","0","","","","","","","","",""
"70561","0","0","0","","","","","","","0","0","0","","",""
"70568","","","","0","0","0","","","","","","","","",""
"70574","","","","0","0","0","","","","","","","","",""
"70578","0","0","0","","","","","","","0","0","0","","",""
"70594","","","","","","","","","","","","","0","0","0"
"70596","","","","0","0","0","","","","","","","","",""
"70597","","","","","","","0","0","0","","","","0","0","0"
"70599","","","","0","0","0","","","","","","","","",""
"70604","0","0","0","","","","","","","0","0","0","","",""
"70607","","","","","","","","","","","","","0","0","0"
"70608","","","","","","","0","0","0","","","","","",""
"70611","0","0","0","","","","","","","0","0","0","","",""
"70612","","","","","","","0","0","0","","","","","",""
"70615","","","","","","","0","0","0","","","","","",""
"70618","","","","","","","","","","","","","0","0","0"
"70627","","","","","","","","","","","","","0","0","0"
"70629","","","","","","","","","","","","","0","0","0"
"70631","","","","","","","","","","","","","0","0","0"
"70632","0","0","0","","","","","","","0","0","0","","",""
"70633","","","","","","","0","0","0","","","","","",""
"70645","0","0","0","","","","","","","0","0","0","","",""
"70646","0","0","0","","","","","","","0","0","0","","",""
"70657","","","","","","","0","0","0","","","","","",""
"70659","","","","","","","","","","","","","0","0","0"
"70661","","","","","","","","","","","","","0","0","0"
"70664","","","","","","","0","0","0","","","","","",""
"70665","0","0","0","","","","","","","0","0","0","","",""
"70671","0","0","0","","","","","","","0","0","0","","",""
"70674","","","","","","","","","","","","","0","0","0"
"70683","","","","","","","","","","","","","0","0","0"
"70692","0","0","0","","","","","","","0","0","0","0","0","0"
"70693","","","","","","","","","","","","","0","0","0"
"70694","","","","","","","0","0","0","","","","","",""
"70698","","","","0","0","0","","","","","","","","",""
"70705","","","","0","0","0","0","0","0","","","","","",""
"70706","","","","","","","0","0","0","","","","","",""
"70712","","","","","","","0","0","0","","","","","",""
"70713","","","","0","0","0","","","","","","","","",""
"70718","","","","","","","","","","","","","0","0","0"
"70719","","","","0","0","0","","","","","","","","",""
"70723","","","","","","","0","0","0","","","","","",""
"70724","","","","0","0","0","","","","","","","","",""
"70725","","","","","","","","","","","","","0","0","0"
"70729","","","","0","0","0","","","","","","","","",""
"70731","","","","","","","","","","","","","0","0","0"
"70734","0","0","0","","","","","","","0","0","0","","",""
"70742","","","","","","","","","","","","","0","0","0"
"70754","0","0","0","","","","","","","0","0","0","","",""
"70758","","","","","","","0","0","0","","","","","",""
"70759","","","","","","","","","","","","","0","0","0"
"70760","0","0","0","","","","","","","0","0","0","","",""
"70766","","","","","","","0","0","0","","","","","",""
"70771","","","","0","0","0","","","","","","","","",""
"70773","0","0","0","","","","","","","0","0","0","","",""
"70778","","","","0","0","0","","","","","","","0","0","0"
"70781","0","0","0","","","","","","","0","0","0","","",""
"70784","","","","0","0","0","","","","","","","","",""
"70789","","","","","","","","","","","","","0","0","0"
"70798","","","","","","","","","","","","","0","0","0"
"70801","0","0","0","0","0","0","","","","0","0","0","","",""
"70809","","","","","","","","","","","","","0","0","0"
"70813","","","","","","","0","0","0","","","","","",""
"70823","0","0","0","","","","","","","0","0","0","0","0","0"
"70824","","","","","","","0","0","0","","","","","",""
"70835","","","","","","","0","0","0","","","","0","0","0"
"70841","0","0","0","","","","","","","0","0","0","","",""
