"Step","00-dynamic","00-dynamic - drop-0__MIN","00-dynamic - drop-0__MAX","00-every-100","00-every-100 - drop-0__MIN","00-every-100 - drop-0__MAX","00-every-10","00-every-10 - drop-0__MIN","00-every-10 - drop-0__MAX","00-static-1","00-static-1 - drop-0__MIN","00-static-1 -drop-0__MAX","00-ofb","00-ofb - drop-0__MIN","00-ofb - drop-0__MAX"
"39593","","","","","","","2","2","2","","","","","",""
"39596","","","","","","","","","","0","0","0","","",""
"39598","","","","","","","","","","","","","0","0","0"
"39610","0","0","0","","","","","","","","","","","",""
"39611","","","","","","","2","2","2","","","","","",""
"39613","0","0","0","","","","","","","","","","","",""
"39619","0","0","0","","","","","","","","","","","",""
"39628","","","","","","","","","","1","1","1","","",""
"39630","","","","","","","","","","3","3","3","","",""
"39632","","","","","","","","","","","","","0","0","0"
"39633","","","","","","","0","0","0","","","","","",""
"39634","","","","","","","2","2","2","","","","","",""
"39636","","","","","","","3","3","3","","","","","",""
"39640","","","","","","","12","12","12","","","","","",""
"39641","","","","","","","","","","","","","0","0","0"
"39656","0","0","0","","","","0","0","0","5","5","5","","",""
"39659","","","","","","","","","","","","","0","0","0"
"39661","","","","","","","","","","","","","0","0","0"
"39662","","","","1","1","1","2","2","2","","","","","",""
"39666","","","","","","","0","0","0","","","","","",""
"39670","0","0","0","","","","","","","","","","","",""
"39671","","","","","","","","","","6","6","6","","",""
"39687","","","","","","","0","0","0","","","","","",""
"39691","","","","3","3","3","","","","","","","","",""
"39698","","","","","","","","","","6","6","6","","",""
"39701","","","","7","7","7","","","","","","","","",""
"39708","","","","","","","","","","4","4","4","","",""
"39714","","","","","","","","","","0","0","0","","",""
"39717","0","0","0","","","","","","","","","","","",""
"39718","","","","4","4","4","","","","","","","","",""
"39720","","","","","","","","","","","","","0","0","0"
"39722","","","","0","0","0","","","","","","","","",""
"39725","","","","","","","0","0","0","","","","","",""
"39727","","","","1","1","1","","","","","","","","",""
"39731","","","","0","0","0","","","","","","","","",""
"39734","","","","","","","0","0","0","","","","","",""
"39735","1","1","1","","","","","","","","","","","",""
"39739","","","","","","","0","0","0","","","","","",""
"39743","","","","","","","","","","1","1","1","","",""
"39745","0","0","0","","","","","","","0","0","0","","",""
"39747","","","","","","","2","2","2","","","","","",""
"39757","","","","","","","","","","","","","0","0","0"
"39759","","","","","","","","","","4","4","4","","",""
"39762","","","","","","","","","","","","","0","0","0"
"39763","","","","","","","","","","0","0","0","","",""
"39765","","","","0","0","0","","","","","","","","",""
"39769","","","","","","","","","","","","","0","0","0"
"39771","","","","","","","2","2","2","","","","","",""
"39772","","","","3","3","3","","","","","","","","",""
"39774","0","0","0","","","","","","","","","","","",""
"39777","","","","","","","","","","5","5","5","","",""
"39779","","","","","","","0","0","0","","","","","",""
"39780","","","","","","","7","7","7","","","","","",""
"39781","","","","","","","","","","","","","0","0","0"
"39786","3","3","3","","","","","","","","","","","",""
"39787","","","","","","","2","2","2","","","","","",""
"39789","1","1","1","","","","","","","","","","","",""
"39790","2","2","2","","","","","","","","","","","",""
"39793","4","4","4","","","","","","","","","","","",""
"39799","","","","","","","","","","","","","0","0","0"
"39802","0","0","0","","","","","","","","","","","",""
"39805","","","","","","","","","","5","5","5","","",""
"39806","","","","","","","","","","","","","0","0","0"
"39807","","","","","","","0","0","0","","","","","",""
"39808","","","","","","","0","0","0","","","","","",""
"39811","","","","","","","3","3","3","","","","","",""
"39814","0","0","0","","","","","","","","","","","",""
"39819","","","","","","","2","2","2","","","","","",""
"39820","","","","","","","","","","0","0","0","","",""
"39831","0","0","0","","","","","","","","","","","",""
"39835","","","","6","6","6","","","","","","","","",""
"39841","","","","","","","3","3","3","","","","","",""
"39842","","","","0","0","0","0","0","0","","","","","",""
"39843","","","","0","0","0","","","","","","","","",""
"39845","","","","","","","","","","","","","0","0","0"
"39849","","","","","","","","","","","","","0","0","0"
"39857","0","0","0","","","","","","","","","","","",""
"39858","0","0","0","","","","0","0","0","","","","","",""
"39864","","","","","","","","","","","","","0","0","0"
"39868","0","0","0","","","","","","","","","","","",""
"39876","","","","","","","4","4","4","","","","","",""
"39878","0","0","0","","","","","","","","","","","",""
"39891","","","","","","","3","3","3","","","","","",""
"39892","0","0","0","","","","","","","","","","","",""
"39893","","","","1","1","1","","","","","","","","",""
"39898","","","","10","10","10","","","","","","","","",""
"39904","","","","","","","3","3","3","","","","","",""
"39910","","","","","","","13","13","13","","","","","",""
"39914","","","","","","","","","","","","","0","0","0"
"39916","","","","","","","0","0","0","","","","","",""
"39917","","","","","","","","","","","","","0","0","0"
"39919","0","0","0","","","","","","","0","0","0","0","0","0"
"39921","","","","","","","4","4","4","","","","","",""
"39924","","","","","","","","","","0","0","0","","",""
"39927","","","","","","","","","","","","","0","0","0"
"39931","","","","0","0","0","","","","","","","","",""
"39936","","","","2","2","2","","","","","","","","",""
"39937","0","0","0","","","","","","","","","","","",""
"39938","","","","0","0","0","","","","","","","","",""
"39945","","","","","","","3","3","3","","","","","",""
"39947","","","","4","4","4","","","","0","0","0","","",""
"39959","","","","","","","","","","","","","0","0","0"
"39961","","","","","","","","","","","","","0","0","0"
"39962","","","","","","","2","2","2","","","","","",""
"39964","","","","1","1","1","","","","","","","","",""
"39965","","","","","","","","","","0","0","0","","",""
"39966","0","0","0","0","0","0","","","","","","","","",""
"39968","","","","","","","","","","8","8","8","","",""
"39979","","","","","","","","","","0","0","0","","",""
"39981","","","","4","4","4","","","","","","","","",""
"39991","","","","","","","","","","3","3","3","","",""
"39995","","","","","","","","","","","","","0","0","0"
"39996","","","","","","","","","","","","","0","0","0"
"39997","","","","","","","3","3","3","","","","","",""
"39998","","","","0","0","0","","","","","","","","",""
"40001","","","","3","3","3","","","","","","","","",""
"40003","","","","5","5","5","","","","","","","","",""
"40005","0","0","0","","","","","","","","","","0","0","0"
"40014","2","2","2","","","","","","","","","","","",""
"40019","","","","5","5","5","","","","","","","","",""
"40026","0","0","0","","","","","","","","","","","",""
"40027","","","","","","","","","","","","","0","0","0"
"40030","","","","","","","","","","","","","0","0","0"
"40032","","","","","","","0","0","0","0","0","0","","",""
"40033","0","0","0","","","","","","","","","","","",""
"40040","0","0","0","","","","","","","","","","","",""
"40047","","","","","","","","","","","","","0","0","0"
"40057","","","","","","","","","","0","0","0","","",""
"40066","5","5","5","","","","","","","","","","","",""
"40068","0","0","0","","","","","","","","","","","",""
"40069","0","0","0","","","","","","","","","","","",""
"40075","0","0","0","6","6","6","","","","","","","","",""
"40077","0","0","0","","","","","","","","","","","",""
"40087","0","0","0","","","","","","","","","","","",""
"40090","","","","","","","14","14","14","","","","","",""
"40094","","","","3","3","3","","","","","","","","",""
"40095","","","","","","","","","","3","3","3","","",""
"40102","","","","3","3","3","","","","","","","","",""
"40109","","","","","","","","","","4","4","4","0","0","0"
"40115","","","","4","4","4","","","","","","","0","0","0"
"40128","0","0","0","","","","","","","","","","","",""
"40138","","","","","","","","","","","","","0","0","0"
"40141","","","","","","","3","3","3","","","","","",""
"40147","","","","5","5","5","","","","","","","","",""
"40154","","","","","","","","","","0","0","0","","",""
"40155","","","","0","0","0","","","","","","","","",""
"40161","0","0","0","","","","","","","","","","","",""
"40163","","","","","","","","","","","","","0","0","0"
"40170","","","","","","","","","","0","0","0","","",""
"40171","","","","6","6","6","","","","","","","","",""
"40176","","","","","","","1","1","1","","","","","",""
"40181","","","","","","","","","","","","","0","0","0"
"40184","","","","0","0","0","","","","","","","0","0","0"
"40195","0","0","0","","","","","","","","","","0","0","0"
"40198","","","","0","0","0","","","","","","","","",""
"40199","","","","","","","","","","0","0","0","","",""
"40201","","","","","","","0","0","0","","","","","",""
"40204","","","","0","0","0","","","","","","","","",""
"40207","0","0","0","","","","","","","","","","","",""
"40209","","","","","","","","","","3","3","3","","",""
"40214","","","","","","","3","3","3","","","","","",""
"40215","","","","","","","","","","","","","0","0","0"
"40219","","","","","","","","","","0","0","0","","",""
"40225","","","","1","1","1","","","","","","","","",""
"40229","","","","6","6","6","","","","","","","","",""
"40230","","","","","","","","","","0","0","0","","",""
"40241","","","","","","","","","","0","0","0","","",""
"40243","","","","","","","0","0","0","","","","","",""
"40245","0","0","0","","","","","","","","","","","",""
"40246","0","0","0","","","","0","0","0","0","0","0","","",""
"40250","","","","0","0","0","","","","","","","","",""
"40251","","","","","","","1","1","1","","","","","",""
"40263","","","","","","","4","4","4","","","","","",""
"40270","","","","2","2","2","","","","","","","","",""
"40275","","","","","","","","","","0","0","0","0","0","0"
"40280","","","","","","","","","","","","","0","0","0"
"40282","","","","2","2","2","3","3","3","","","","","",""
"40285","0","0","0","","","","","","","","","","","",""
"40289","","","","","","","","","","","","","0","0","0"
"40290","","","","","","","8","8","8","","","","","",""
"40293","","","","","","","","","","","","","0","0","0"
"40297","","","","","","","","","","","","","0","0","0"
"40301","","","","5","5","5","","","","","","","","",""
"40306","","","","","","","1","1","1","","","","","",""
"40312","0","0","0","","","","","","","","","","","",""
"40316","6","6","6","","","","","","","","","","","",""
"40321","","","","","","","","","","9","9","9","","",""
"40323","0","0","0","","","","","","","","","","","",""
"40334","","","","3","3","3","","","","2","2","2","","",""
"40335","","","","4","4","4","","","","","","","","",""
"40338","","","","","","","","","","4","4","4","","",""
"40339","","","","5","5","5","0","0","0","","","","","",""
"40340","","","","1","1","1","","","","","","","","",""
"40342","","","","4","4","4","","","","","","","","",""
"40344","","","","","","","4","4","4","","","","","",""
"40349","","","","","","","","","","","","","0","0","0"
"40353","","","","4","4","4","","","","2","2","2","","",""
"40356","","","","","","","0","0","0","","","","","",""
"40358","","","","","","","","","","1","1","1","","",""
"40362","","","","","","","","","","3","3","3","","",""
"40363","","","","0","0","0","","","","","","","","",""
"40365","","","","","","","","","","","","","0","0","0"
"40366","","","","0","0","0","","","","","","","","",""
"40371","","","","","","","5","5","5","","","","","",""
"40377","","","","","","","2","2","2","","","","","",""
"40378","","","","","","","3","3","3","","","","","",""
"40382","","","","3","3","3","","","","","","","","",""
"40387","","","","","","","","","","","","","0","0","0"
"40392","","","","","","","","","","3","3","3","0","0","0"
"40394","","","","7","7","7","","","","","","","","",""
"40398","","","","","","","7","7","7","","","","","",""
"40400","","","","7","7","7","","","","7","7","7","","",""
"40401","","","","0","0","0","","","","","","","","",""
"40404","","","","","","","","","","1","1","1","","",""
"40407","","","","","","","","","","1","1","1","","",""
"40410","2","2","2","","","","","","","","","","","",""
"40411","","","","3","3","3","","","","","","","","",""
"40416","","","","","","","0","0","0","","","","","",""
"40421","","","","3","3","3","","","","0","0","0","","",""
"40424","","","","","","","","","","","","","0","0","0"
"40426","","","","","","","","","","","","","0","0","0"
"40428","","","","1","1","1","","","","","","","","",""
"40430","","","","","","","","","","0","0","0","","",""
"40433","1","1","1","","","","","","","","","","","",""
"40436","","","","0","0","0","","","","","","","","",""
"40437","","","","","","","","","","1","1","1","","",""
"40448","","","","","","","","","","0","0","0","","",""
"40454","","","","","","","","","","","","","0","0","0"
"40459","","","","","","","","","","","","","0","0","0"
"40460","","","","","","","","","","","","","0","0","0"
"40469","","","","","","","","","","0","0","0","","",""
"40470","","","","2","2","2","","","","","","","","",""
"40474","0","0","0","","","","","","","","","","","",""
"40475","","","","","","","","","","6","6","6","","",""
"40479","","","","","","","","","","0","0","0","0","0","0"
"40482","2","2","2","","","","","","","","","","","",""
"40483","","","","2","2","2","","","","","","","","",""
"40486","","","","","","","","","","","","","0","0","0"
"40488","2","2","2","","","","","","","","","","","",""
"40492","","","","","","","","","","2","2","2","0","0","0"
"40493","1","1","1","","","","0","0","0","","","","","",""
"40496","","","","","","","3","3","3","","","","","",""
"40498","0","0","0","","","","","","","","","","","",""
"40501","0","0","0","","","","","","","","","","","",""
"40509","","","","","","","","","","","","","0","0","0"
"40517","","","","","","","","","","0","0","0","","",""
"40518","","","","","","","","","","0","0","0","","",""
"40520","","","","8","8","8","","","","","","","","",""
"40522","","","","","","","0","0","0","","","","","",""
"40528","0","0","0","","","","","","","","","","","",""
"40529","0","0","0","","","","","","","","","","","",""
"40533","","","","","","","","","","0","0","0","","",""
"40534","","","","","","","","","","0","0","0","","",""
"40540","","","","","","","","","","","","","0","0","0"
"40541","","","","","","","2","2","2","","","","","",""
"40545","","","","","","","1","1","1","","","","","",""
"40547","0","0","0","","","","","","","","","","","",""
"40549","1","1","1","","","","","","","","","","","",""
"40557","","","","0","0","0","","","","","","","","",""
"40558","","","","3","3","3","","","","","","","","",""
"40560","","","","","","","","","","0","0","0","","",""
"40575","","","","","","","7","7","7","","","","0","0","0"
"40576","","","","8","8","8","","","","","","","","",""
"40577","","","","1","1","1","","","","","","","","",""
"40578","","","","","","","","","","","","","0","0","0"
"40580","","","","","","","","","","0","0","0","","",""
"40585","","","","","","","","","","","","","0","0","0"
"40586","","","","","","","","","","","","","0","0","0"
"40589","","","","2","2","2","","","","","","","","",""
"40592","","","","5","5","5","","","","","","","","",""
"40601","","","","","","","","","","6","6","6","","",""
"40602","","","","","","","","","","","","","0","0","0"
"40603","","","","","","","0","0","0","","","","","",""
"40604","","","","","","","","","","1","1","1","","",""
"40606","","","","","","","0","0","0","","","","","",""
"40611","","","","0","0","0","","","","2","2","2","","",""
"40616","","","","4","4","4","","","","","","","","",""
"40617","","","","5","5","5","0","0","0","","","","","",""
"40618","","","","","","","","","","0","0","0","","",""
"40621","","","","0","0","0","","","","","","","","",""
"40622","","","","","","","","","","5","5","5","","",""
"40623","","","","0","0","0","","","","","","","","",""
"40627","","","","","","","","","","","","","0","0","0"
"40628","","","","0","0","0","","","","","","","","",""
"40629","","","","","","","0","0","0","","","","","",""
"40633","","","","","","","","","","","","","0","0","0"
"40638","","","","","","","0","0","0","","","","","",""
"40642","6","6","6","","","","","","","","","","","",""
"40643","","","","","","","","","","","","","0","0","0"
"40644","3","3","3","","","","","","","4","4","4","","",""
"40645","","","","","","","0","0","0","","","","","",""
"40647","","","","1","1","1","","","","","","","","",""
"40661","","","","9","9","9","","","","","","","","",""
"40664","","","","","","","","","","2","2","2","","",""
"40672","","","","0","0","0","","","","","","","","",""
"40674","0","0","0","","","","","","","","","","","",""
"40675","","","","","","","0","0","0","","","","","",""
"40676","","","","","","","1","1","1","","","","","",""
"40680","","","","5","5","5","","","","","","","","",""
"40683","","","","5","5","5","","","","","","","","",""
"40690","","","","","","","17","17","17","7","7","7","","",""
"40691","","","","5","5","5","","","","","","","","",""
"40694","","","","","","","0","0","0","","","","","",""
"40696","","","","","","","0","0","0","","","","","",""
"40697","","","","","","","0","0","0","","","","","",""
"40699","","","","","","","1","1","1","","","","","",""
"40700","","","","14","14","14","","","","","","","","",""
"40704","","","","","","","","","","","","","0","0","0"
"40705","","","","2","2","2","","","","","","","","",""
"40713","1","1","1","","","","0","0","0","","","","","",""
"40716","","","","","","","0","0","0","","","","","",""
"40729","","","","5","5","5","","","","","","","","",""
"40731","","","","","","","","","","","","","0","0","0"
"40737","","","","0","0","0","","","","","","","","",""
"40745","","","","","","","0","0","0","","","","","",""
"40746","","","","","","","","","","0","0","0","","",""
"40760","","","","","","","10","10","10","","","","","",""
"40762","","","","","","","","","","0","0","0","","",""
"40763","","","","6","6","6","","","","","","","","",""
"40765","","","","6","6","6","0","0","0","","","","","",""
"40766","0","0","0","","","","","","","","","","","",""
"40767","0","0","0","","","","","","","0","0","0","","",""
"40779","0","0","0","","","","","","","","","","0","0","0"
"40781","","","","","","","","","","5","5","5","","",""
"40783","","","","","","","5","5","5","6","6","6","","",""
"40784","","","","3","3","3","","","","","","","","",""
"40786","","","","","","","0","0","0","","","","0","0","0"
"40801","","","","","","","3","3","3","","","","","",""
"40808","0","0","0","","","","","","","","","","","",""
"40809","","","","","","","","","","","","","0","0","0"
"40816","","","","","","","0","0","0","","","","","",""
"40821","0","0","0","","","","","","","0","0","0","","",""
"40822","0","0","0","","","","","","","","","","","",""
"40824","","","","","","","","","","2","2","2","","",""
"40825","","","","","","","1","1","1","","","","","",""
"40828","","","","3","3","3","","","","","","","","",""
"40829","","","","","","","","","","4","4","4","","",""
"40830","0","0","0","","","","","","","","","","","",""
"40832","","","","","","","5","5","5","","","","","",""
"40838","","","","3","3","3","","","","","","","","",""
"40844","","","","","","","","","","","","","0","0","0"
"40852","","","","5","5","5","","","","","","","","",""
"40853","0","0","0","","","","","","","","","","","",""
"40854","","","","","","","2","2","2","","","","","",""
"40855","","","","","","","0","0","0","","","","","",""
"40857","","","","","","","","","","2","2","2","","",""
"40861","0","0","0","","","","","","","","","","","",""
"40864","0","0","0","","","","","","","","","","","",""
"40865","","","","4","4","4","","","","","","","0","0","0"
"40872","","","","","","","0","0","0","0","0","0","","",""
"40875","","","","","","","","","","0","0","0","","",""
"40876","","","","","","","","","","","","","0","0","0"
"40879","","","","","","","0","0","0","","","","","",""
"40881","","","","","","","","","","0","0","0","","",""
"40884","","","","","","","1","1","1","","","","","",""
"40888","0","0","0","","","","","","","","","","","",""
"40894","","","","4","4","4","","","","","","","","",""
"40901","","","","","","","","","","","","","0","0","0"
"40902","","","","","","","","","","0","0","0","","",""
"40908","","","","1","1","1","","","","","","","","",""
"40913","","","","","","","","","","","","","0","0","0"
"40915","","","","","","","","","","","","","0","0","0"
"40919","","","","","","","","","","0","0","0","","",""
"40920","","","","","","","","","","0","0","0","","",""
"40927","0","0","0","","","","","","","","","","","",""
"40928","","","","","","","","","","0","0","0","","",""
"40939","","","","","","","","","","","","","0","0","0"
"40949","","","","","","","","","","0","0","0","","",""
"40953","0","0","0","","","","","","","","","","","",""
"40954","","","","0","0","0","","","","","","","","",""
"40957","","","","","","","2","2","2","","","","","",""
"40958","","","","","","","0","0","0","","","","","",""
"40965","","","","","","","0","0","0","","","","","",""
"40973","","","","","","","","","","","","","0","0","0"
"40975","","","","","","","0","0","0","","","","","",""
"40977","","","","1","1","1","","","","","","","","",""
"40980","","","","","","","","","","4","4","4","","",""
"40982","","","","","","","","","","","","","0","0","0"
"40985","","","","","","","4","4","4","","","","","",""
"40990","","","","","","","8","8","8","","","","","",""
"40991","","","","11","11","11","","","","","","","","",""
"40993","","","","","","","","","","","","","0","0","0"
"40996","","","","","","","2","2","2","","","","","",""
"40997","3","3","3","","","","","","","","","","","",""
"41004","","","","","","","","","","","","","0","0","0"
"41008","","","","","","","","","","","","","0","0","0"
"41023","","","","","","","","","","0","0","0","","",""
"41026","","","","3","3","3","","","","","","","","",""
"41027","","","","","","","","","","","","","0","0","0"
"41029","","","","","","","","","","2","2","2","","",""
"41034","","","","","","","","","","4","4","4","","",""
"41043","","","","","","","","","","","","","0","0","0"
"41049","","","","0","0","0","","","","","","","","",""
"41054","","","","","","","","","","1","1","1","","",""
"41055","0","0","0","2","2","2","","","","","","","","",""
"41064","","","","","","","","","","0","0","0","","",""
"41075","","","","","","","","","","","","","0","0","0"
"41082","","","","","","","","","","0","0","0","","",""
"41086","0","0","0","","","","","","","","","","","",""
"41095","","","","","","","6","6","6","","","","","",""
"41096","0","0","0","","","","","","","","","","","",""
"41097","","","","3","3","3","","","","","","","","",""
"41098","","","","","","","4","4","4","","","","","",""
"41099","5","5","5","","","","","","","","","","","",""
"41100","","","","9","9","9","","","","","","","","",""
"41114","","","","","","","0","0","0","0","0","0","","",""
"41118","","","","","","","5","5","5","0","0","0","","",""
"41123","","","","","","","","","","","","","0","0","0"
"41125","0","0","0","","","","","","","","","","","",""
"41135","0","0","0","","","","","","","","","","","",""
"41136","","","","","","","","","","","","","0","0","0"
"41140","","","","2","2","2","","","","","","","","",""
"41144","","","","","","","","","","","","","0","0","0"
"41148","","","","","","","","","","10","10","10","","",""
"41150","","","","","","","13","13","13","","","","","",""
"41152","","","","2","2","2","","","","","","","","",""
"41153","","","","8","8","8","","","","","","","","",""
"41156","","","","","","","4","4","4","","","","","",""
"41160","","","","","","","","","","","","","0","0","0"
"41161","0","0","0","","","","","","","","","","","",""
"41167","","","","0","0","0","","","","","","","","",""
"41175","","","","","","","","","","","","","0","0","0"
"41178","","","","","","","0","0","0","","","","","",""
"41185","0","0","0","","","","","","","0","0","0","","",""
"41188","0","0","0","","","","","","","","","","","",""
"41191","","","","","","","","","","0","0","0","","",""
"41193","0","0","0","","","","","","","","","","","",""
"41194","","","","","","","0","0","0","","","","","",""
"41195","0","0","0","","","","","","","","","","","",""
"41206","0","0","0","","","","","","","","","","","",""
"41212","","","","","","","5","5","5","","","","","",""
"41213","","","","4","4","4","","","","","","","","",""
"41215","","","","","","","0","0","0","","","","","",""
"41217","","","","4","4","4","","","","","","","","",""
"41228","","","","","","","2","2","2","","","","","",""
"41231","","","","3","3","3","","","","","","","","",""
"41232","","","","5","5","5","1","1","1","","","","","",""
"41237","","","","","","","","","","3","3","3","","",""
"41240","","","","","","","","","","2","2","2","","",""
"41251","","","","","","","","","","6","6","6","","",""
"41255","0","0","0","","","","","","","","","","","",""
"41259","","","","","","","","","","1","1","1","","",""
"41260","","","","","","","10","10","10","","","","","",""
"41261","0","0","0","","","","","","","","","","","",""
"41266","","","","","","","0","0","0","","","","","",""
"41284","","","","","","","0","0","0","","","","","",""
"41289","","","","","","","0","0","0","","","","","",""
"41292","1","1","1","","","","","","","","","","","",""
"41303","","","","","","","","","","0","0","0","","",""
"41304","0","0","0","","","","","","","","","","","",""
"41305","","","","1","1","1","","","","","","","","",""
"41307","","","","","","","","","","","","","0","0","0"
"41317","0","0","0","","","","","","","","","","","",""
"41322","","","","1","1","1","","","","","","","","",""
"41326","","","","","","","0","0","0","","","","","",""
"41328","","","","","","","0","0","0","","","","","",""
"41331","2","2","2","","","","","","","","","","0","0","0"
"41333","1","1","1","","","","2","2","2","","","","","",""
"41337","","","","","","","0","0","0","","","","","",""
"41345","","","","","","","","","","6","6","6","","",""
"41350","","","","0","0","0","","","","","","","","",""
"41352","","","","","","","","","","","","","0","0","0"
"41359","","","","2","2","2","","","","0","0","0","","",""
"41360","","","","","","","7","7","7","","","","","",""
"41369","0","0","0","","","","","","","0","0","0","","",""
"41371","0","0","0","","","","","","","","","","","",""
"41374","","","","","","","","","","","","","0","0","0"
"41377","","","","","","","0","0","0","","","","","",""
"41379","","","","1","1","1","","","","","","","","",""
"41386","","","","","","","0","0","0","","","","0","0","0"
"41387","4","4","4","","","","","","","","","","","",""
"41389","","","","","","","","","","","","","0","0","0"
"41390","","","","","","","11","11","11","","","","","",""
"41391","","","","","","","2","2","2","","","","","",""
"41394","","","","","","","","","","","","","0","0","0"
"41395","","","","","","","0","0","0","0","0","0","","",""
"41403","","","","","","","","","","","","","0","0","0"
"41410","","","","9","9","9","","","","","","","","",""
"41414","","","","3","3","3","","","","","","","","",""
"41415","","","","","","","1","1","1","","","","","",""
"41421","3","3","3","","","","1","1","1","","","","","",""
"41438","","","","","","","","","","0","0","0","","",""
"41443","0","0","0","","","","","","","","","","","",""
"41446","","","","","","","0","0","0","","","","","",""
"41450","0","0","0","","","","","","","","","","","",""
"41452","","","","","","","","","","","","","0","0","0"
"41454","","","","","","","","","","0","0","0","","",""
"41456","","","","0","0","0","","","","","","","","",""
"41458","0","0","0","","","","","","","","","","","",""
"41460","","","","0","0","0","","","","","","","0","0","0"
"41463","","","","","","","","","","0","0","0","","",""
"41465","","","","","","","","","","","","","0","0","0"
"41466","0","0","0","","","","","","","","","","","",""
"41467","","","","","","","","","","0","0","0","","",""
"41473","","","","","","","","","","3","3","3","","",""
"41474","","","","","","","","","","","","","0","0","0"
"41478","","","","","","","","","","0","0","0","","",""
"41483","","","","6","6","6","","","","","","","","",""
"41484","","","","0","0","0","","","","","","","","",""
"41486","","","","","","","","","","0","0","0","","",""
"41487","","","","0","0","0","","","","","","","","",""
"41488","0","0","0","","","","","","","","","","","",""
"41498","","","","4","4","4","","","","","","","","",""
"41500","","","","","","","10","10","10","","","","","",""
"41501","0","0","0","","","","","","","0","0","0","","",""
"41502","","","","","","","1","1","1","","","","0","0","0"
"41504","0","0","0","","","","","","","","","","","",""
"41510","","","","","","","","","","0","0","0","0","0","0"
"41513","","","","","","","","","","0","0","0","0","0","0"
"41515","","","","","","","","","","","","","0","0","0"
"41516","","","","2","2","2","","","","","","","","",""
"41531","","","","","","","","","","","","","0","0","0"
"41537","","","","","","","","","","5","5","5","","",""
"41539","","","","","","","7","7","7","","","","","",""
"41542","","","","2","2","2","","","","0","0","0","0","0","0"
"41546","","","","","","","","","","0","0","0","","",""
"41547","0","0","0","","","","","","","","","","","",""
"41553","","","","","","","","","","0","0","0","","",""
"41555","0","0","0","","","","","","","","","","","",""
"41557","","","","1","1","1","1","1","1","","","","","",""
"41558","","","","","","","2","2","2","0","0","0","","",""
"41568","","","","","","","","","","0","0","0","0","0","0"
"41575","","","","","","","0","0","0","","","","","",""
"41576","","","","3","3","3","","","","","","","","",""
"41578","0","0","0","","","","","","","2","2","2","0","0","0"
"41582","","","","4","4","4","","","","","","","","",""
"41591","","","","","","","4","4","4","","","","","",""
"41593","","","","","","","","","","","","","0","0","0"
"41598","","","","","","","","","","","","","0","0","0"
"41600","","","","","","","","","","","","","0","0","0"
"41613","","","","","","","2","2","2","5","5","5","","",""
"41620","","","","","","","","","","","","","0","0","0"
"41627","","","","3","3","3","","","","","","","0","0","0"
"41629","","","","","","","0","0","0","","","","","",""
"41630","","","","3","3","3","","","","","","","","",""
"41637","","","","","","","3","3","3","","","","","",""
"41641","","","","0","0","0","","","","","","","","",""
"41647","","","","","","","0","0","0","","","","","",""
"41649","","","","","","","0","0","0","","","","","",""
"41651","","","","","","","","","","","","","0","0","0"
"41654","","","","","","","","","","","","","0","0","0"
"41657","","","","","","","3","3","3","","","","","",""
"41658","","","","","","","","","","","","","0","0","0"
"41661","","","","3","3","3","","","","","","","","",""
"41665","","","","3","3","3","","","","","","","","",""
"41670","","","","","","","","","","","","","0","0","0"
"41671","","","","","","","","","","0","0","0","","",""
"41677","","","","","","","","","","","","","0","0","0"
"41678","0","0","0","","","","","","","","","","","",""
"41685","","","","","","","","","","4","4","4","","",""
"41688","","","","","","","0","0","0","","","","","",""
"41691","0","0","0","","","","","","","","","","","",""
"41692","","","","","","","","","","0","0","0","","",""
"41694","0","0","0","","","","","","","","","","","",""
"41698","","","","0","0","0","","","","","","","","",""
"41699","","","","","","","","","","0","0","0","","",""
"41700","","","","12","12","12","","","","","","","","",""
"41701","","","","0","0","0","","","","","","","","",""
"41705","","","","","","","","","","","","","0","0","0"
"41708","","","","","","","","","","","","","0","0","0"
"41711","","","","","","","","","","2","2","2","","",""
"41714","","","","4","4","4","","","","","","","","",""
"41717","","","","","","","2","2","2","","","","","",""
"41719","","","","","","","","","","","","","0","0","0"
"41720","0","0","0","","","","9","9","9","","","","","",""
"41730","0","0","0","","","","","","","","","","0","0","0"
"41732","","","","","","","","","","4","4","4","","",""
"41734","","","","","","","0","0","0","","","","","",""
"41735","0","0","0","","","","","","","","","","0","0","0"
"41736","","","","","","","","","","2","2","2","","",""
"41739","0","0","0","","","","3","3","3","","","","","",""
"41743","","","","","","","2","2","2","","","","","",""
"41744","","","","","","","","","","","","","0","0","0"
"41747","","","","0","0","0","","","","","","","","",""
"41753","","","","","","","","","","4","4","4","","",""
"41754","","","","","","","2","2","2","","","","","",""
"41755","0","0","0","","","","","","","","","","","",""
"41756","","","","","","","","","","","","","0","0","0"
"41757","","","","3","3","3","","","","","","","","",""
"41758","","","","5","5","5","","","","","","","","",""
"41759","","","","","","","","","","","","","0","0","0"
"41761","","","","","","","0","0","0","","","","","",""
"41763","","","","","","","","","","","","","0","0","0"
"41765","","","","","","","","","","","","","0","0","0"
"41767","","","","","","","","","","","","","0","0","0"
"41772","","","","","","","","","","","","","0","0","0"
"41773","","","","","","","","","","","","","0","0","0"
"41777","","","","","","","","","","","","","0","0","0"
"41778","","","","","","","0","0","0","","","","","",""
"41780","","","","3","3","3","8","8","8","","","","","",""
