"Step","102-static-1","102-static-1 - reward__MIN","102-static-1 - reward__MAX","102-ofb","102-ofbt - reward__MIN","102-ofbt - reward__MAX","102-dynamic","102-dynamic - reward__MIN","102-dynamic - reward__MAX","102-every-10","102-every-10 - reward__MIN","102-every-10 - reward__MAX","102-every-100","102-every-100 - reward__MIN","102-every-100 - reward__MAX"
"14000","0.9285215146299483","0.9285215146299483","0.9285215146299483","1","1","1","0.9317089787722317","0.9317089787722317","0.9317089787722317","0.8639268502581753","0.8639268502581753","0.8639268502581753","0.8640304073436602","0.8640304073436602","0.8640304073436602"
"15000","0.8930252438324726","0.8930252438324726","0.8930252438324726","1","1","1","0.9425252438324727","0.9425252438324727","0.9425252438324727","0.8580909351692483","0.8580909351692483","0.8580909351692483","0.8635028686173261","0.8635028686173261","0.8635028686173261"
"16000","0.8653559954102121","0.8653559954102121","0.8653559954102121","1","1","1","0.9614357429718876","0.9614357429718876","0.9614357429718876","0.8608290304073434","0.8608290304073434","0.8608290304073434","0.8559954102122774","0.8559954102122774","0.8559954102122774"
"17000","0.863017785427424","0.863017785427424","0.863017785427424","1","1","1","0.9219397590361444","0.9219397590361444","0.9219397590361444","0.8611147446930577","0.8611147446930577","0.8611147446930577","0.8621878944348822","0.8621878944348822","0.8621878944348822"
"18000","0.8636910499139412","0.8636910499139412","0.8636910499139412","1","1","1","0.8797269076305222","0.8797269076305222","0.8797269076305222","0.8586164658634535","0.8586164658634535","0.8586164658634535","0.8616422834193918","0.8616422834193918","0.8616422834193918"
"19000","0.8626738382099824","0.8626738382099824","0.8626738382099824","1","1","1","0.9351465863453815","0.9351465863453815","0.9351465863453815","0.8633786574870908","0.8633786574870908","0.8633786574870908","0.9982289156626505","0.9982289156626505","0.9982289156626505"
"20000","0.8603410786001143","0.8603410786001143","0.8603410786001143","1","1","1","0.9313884107860012","0.9313884107860012","0.9313884107860012","0.8637641996557659","0.8637641996557659","0.8637641996557659","0.9783333333333334","0.9783333333333334","0.9783333333333334"
"21000","0.8642065404475041","0.8642065404475041","0.8642065404475041","1","1","1","0.9333459552495696","0.9333459552495696","0.9333459552495696","0.8576738382099827","0.8576738382099827","0.8576738382099827","0.9611666666666667","0.9611666666666667","0.9611666666666667"
"22000","0.8611950659781982","0.8611950659781982","0.8611950659781982","1","1","1","0.9411663798049339","0.9411663798049339","0.9411663798049339","0.8590998278829602","0.8590998278829602","0.8590998278829602","0.9829999999999999","0.9829999999999999","0.9829999999999999"
"23000","0.8644325874928281","0.8644325874928281","0.8644325874928281","1","1","1","0.9945754446356856","0.9945754446356856","0.9945754446356856","0.8654331612162937","0.8654331612162937","0.8654331612162937","0.9340833333333333","0.9340833333333333","0.9340833333333333"
"24000","0.866132243258749","0.866132243258749","0.866132243258749","1","1","1","1","1","1","0.8617160068846814","0.8617160068846814","0.8617160068846814","0.9436666666666665","0.9436666666666665","0.9436666666666665"
"25000","0.8670048766494546","0.8670048766494546","0.8670048766494546","1","1","1","1","1","1","0.8608281698221454","0.8608281698221454","0.8608281698221454","0.9365","0.9365","0.9365"
"26000","0.8602469879518069","0.8602469879518069","0.8602469879518069","1","1","1","0.9305034423407919","0.9305034423407919","0.9305034423407919","0.85951950659782","0.85951950659782","0.85951950659782","0.9068333333333334","0.9068333333333334","0.9068333333333334"
"27000","0.8620826161790014","0.8620826161790014","0.8620826161790014","0.929411933448078","0.929411933448078","0.929411933448078","0.9550946643717727","0.9550946643717727","0.9550946643717727","0.8603106712564541","0.8603106712564541","0.8603106712564541","0.9534999999999999","0.9534999999999999","0.9534999999999999"
"28000","0.865649168100975","0.865649168100975","0.865649168100975","0.8751893287435454","0.8751893287435454","0.8751893287435454","0.9920281124497992","0.9920281124497992","0.9920281124497992","0.8646850258175558","0.8646850258175558","0.8646850258175558","0.9246171830177855","0.9246171830177855","0.9246171830177855"
"29000","0.8594873780837634","0.8594873780837634","0.8594873780837634","0.8681474469305793","0.8681474469305793","0.8681474469305793","0.8929454962707973","0.8929454962707973","0.8929454962707973","0.8604308663224326","0.8604308663224326","0.8604308663224326","0.9446781411359725","0.9446781411359725","0.9446781411359725"
"30000","0.8616431440045896","0.8616431440045896","0.8616431440045896","0.9241219162363742","0.9241219162363742","0.9241219162363742","0.9489107860011474","0.9489107860011474","0.9489107860011474","0.860889845094664","0.860889845094664","0.860889845094664","0.8698034997131382","0.8698034997131382","0.8698034997131382"
"31000","0.8634555364314398","0.8634555364314398","0.8634555364314398","1","1","1","1","1","1","0.8558625932300629","0.8558625932300629","0.8558625932300629","0.8984386115892139","0.8984386115892139","0.8984386115892139"
"32000","0.8543425129087777","0.8543425129087777","0.8543425129087777","1","1","1","1","1","1","0.8632406769936889","0.8632406769936889","0.8632406769936889","1","1","1"
"33000","0.8622570281124495","0.8622570281124495","0.8622570281124495","1","1","1","1","1","1","0.8637501434308661","0.8637501434308661","0.8637501434308661","1","1","1"
"34000","0.8809793459552495","0.8809793459552495","0.8809793459552495","1","1","1","1","1","1","0.8636333907056799","0.8636333907056799","0.8636333907056799","0.8865071715433162","0.8865071715433162","0.8865071715433162"
"35000","0.8716262191623637","0.8716262191623637","0.8716262191623637","1","1","1","1","1","1","0.862494262765347","0.862494262765347","0.862494262765347","0.9536425702811245","0.9536425702811245","0.9536425702811245"
"36000","0.9926979345955249","0.9926979345955249","0.9926979345955249","1","1","1","1","1","1","0.8631689615605279","0.8631689615605279","0.8631689615605279","1","1","1"
"37000","0.8630246701090073","0.8630246701090073","0.8630246701090073","1","1","1","1","1","1","0.8570169248422258","0.8570169248422258","0.8570169248422258","1","1","1"
"38000","0.8660324153757887","0.8660324153757887","0.8660324153757887","1","1","1","1","1","1","0.8593832472748134","0.8593832472748134","0.8593832472748134","0.9592905909351693","0.9592905909351693","0.9592905909351693"
"39000","0.866045897877223","0.866045897877223","0.866045897877223","1","1","1","1","1","1","0.8648347676419964","0.8648347676419964","0.8648347676419964","0.9010034423407915","0.9010034423407915","0.9010034423407915"
"40000","0.8763694779116463","0.8763694779116463","0.8763694779116463","1","1","1","1","1","1","0.8636156052782556","0.8636156052782556","0.8636156052782556","0.9845955249569708","0.9845955249569708","0.9845955249569708"
"41000","0.8654113597246127","0.8654113597246127","0.8654113597246127","1","1","1","1","1","1","0.8663132530120483","0.8663132530120483","0.8663132530120483","1","1","1"
"42000","0.8629802065404473","0.8629802065404473","0.8629802065404473","1","1","1","1","1","1","0.860128227194492","0.860128227194492","0.860128227194492","0.9289761904761904","0.9289761904761904","0.9289761904761904"
"43000","0.8871812966150315","0.8871812966150315","0.8871812966150315","1","1","1","1","1","1","0.860168674698795","0.860168674698795","0.860168674698795","0.8666982214572575","0.8666982214572575","0.8666982214572575"
"44000","0.9378528399311532","0.9378528399311532","0.9378528399311532","1","1","1","1","1","1","0.8656683878370626","0.8656683878370626","0.8656683878370626","0.9263014916810096","0.9263014916810096","0.9263014916810096"
"45000","0.8646348250143429","0.8646348250143429","0.8646348250143429","1","1","1","0.923562822719449","0.923562822719449","0.923562822719449","0.8601431440045895","0.8601431440045895","0.8601431440045895","1","1","1"
"46000","0.8994348823866893","0.8994348823866893","0.8994348823866893","1","1","1","0.8764804934021799","0.8764804934021799","0.8764804934021799","0.8618069420539297","0.8618069420539297","0.8618069420539297","0.9684166666666666","0.9684166666666666","0.9684166666666666"
"47000","0.9639939759036145","0.9639939759036145","0.9639939759036145","1","1","1","1","1","1","0.8621015490533561","0.8621015490533561","0.8621015490533561","0.979","0.979","0.979"
"48000","0.8634285714285713","0.8634285714285713","0.8634285714285713","1","1","1","1","1","1","0.8597068273092368","0.8597068273092368","0.8597068273092368","0.8806528973034995","0.8806528973034995","0.8806528973034995"
"49000","0.9411927710843374","0.9411927710843374","0.9411927710843374","1","1","1","1","1","1","0.8624492254733215","0.8624492254733215","0.8624492254733215","0.8774018932874356","0.8774018932874356","0.8774018932874356"
"50000","0.8115833333333335","0.8115833333333335","0.8115833333333335","0.9914532415375789","0.9914532415375789","0.9914532415375789","1","1","1","0.8569911072862879","0.8569911072862879","0.8569911072862879","0.9998995983935742","0.9998995983935742","0.9998995983935742"
"51000","0.7975833333333333","0.7975833333333333","0.7975833333333333","0.8632584624211129","0.8632584624211129","0.8632584624211129","1","1","1","0.8558631669535282","0.8558631669535282","0.8558631669535282","0.9745","0.9745","0.9745"
"52000","0.7868333333333334","0.7868333333333334","0.7868333333333334","0.9031629374641422","0.9031629374641422","0.9031629374641422","1","1","1","0.8624107860011476","0.8624107860011476","0.8624107860011476","0.9408333333333333","0.9408333333333333","0.9408333333333333"
"53000","0.7381666666666665","0.7381666666666665","0.7381666666666665","1","1","1","1","1","1","0.8591807228915661","0.8591807228915661","0.8591807228915661","0.9681666666666666","0.9681666666666666","0.9681666666666666"
"54000","0.7954166666666667","0.7954166666666667","0.7954166666666667","1","1","1","0.9780840504876649","0.9780840504876649","0.9780840504876649","0.8595590935169245","0.8595590935169245","0.8595590935169245","0.9551666666666667","0.9551666666666667","0.9551666666666667"
"55000","0.878823006310958","0.878823006310958","0.878823006310958","1","1","1","1","1","1","0.8586044176706825","0.8586044176706825","0.8586044176706825","0.9450833333333333","0.9450833333333333","0.9450833333333333"
"56000","0.8587885829030404","0.8587885829030404","0.8587885829030404","1","1","1","1","1","1","0.8601594951233502","0.8601594951233502","0.8601594951233502","0.9639166666666668","0.9639166666666668","0.9639166666666668"
"57000","0.8581767068273091","0.8581767068273091","0.8581767068273091","1","1","1","1","1","1","0.8588399311531842","0.8588399311531842","0.8588399311531842","0.9714166666666667","0.9714166666666667","0.9714166666666667"
"58000","0.8568663224325871","0.8568663224325871","0.8568663224325871","1","1","1","1","1","1","0.864567699368904","0.864567699368904","0.864567699368904","0.9923333333333333","0.9923333333333333","0.9923333333333333"
"59000","0.8628442340791738","0.8628442340791738","0.8628442340791738","1","1","1","1","1","1","0.8623296041308091","0.8623296041308091","0.8623296041308091","0.9622683591508893","0.9622683591508893","0.9622683591508893"
"60000","0.8657289156626503","0.8657289156626503","0.8657289156626503","1","1","1","1","1","1","0.8622045324153756","0.8622045324153756","0.8622045324153756","0.8703078026391279","0.8703078026391279","0.8703078026391279"
"61000","0.8680932300631093","0.8680932300631093","0.8680932300631093","1","1","1","1","1","1","0.862304360298336","0.862304360298336","0.862304360298336","0.9204988525530695","0.9204988525530695","0.9204988525530695"
"62000","0.8601962134251288","0.8601962134251288","0.8601962134251288","1","1","1","1","1","1","0.8622025243832472","0.8622025243832472","0.8622025243832472","1","1","1"
"63000","0.8632619047619047","0.8632619047619047","0.8632619047619047","1","1","1","1","1","1","0.8638413654618472","0.8638413654618472","0.8638413654618472","1","1","1"
"64000","0.8614139414802061","0.8614139414802061","0.8614139414802061","1","1","1","1","1","1","0.858921399885255","0.858921399885255","0.858921399885255","0.9384718875502007","0.9384718875502007","0.9384718875502007"
"65000","0.8673591508892711","0.8673591508892711","0.8673591508892711","1","1","1","1","1","1","0.8590651176133103","0.8590651176133103","0.8590651176133103","0.8749558232931727","0.8749558232931727","0.8749558232931727"
"66000","0.8642056798623063","0.8642056798623063","0.8642056798623063","1","1","1","1","1","1","0.8587248995983934","0.8587248995983934","0.8587248995983934","0.9932102696500287","0.9932102696500287","0.9932102696500287"
"67000","0.8618003442340788","0.8618003442340788","0.8618003442340788","1","1","1","1","1","1","0.8643192771084336","0.8643192771084336","0.8643192771084336","1","1","1"
"68000","0.8635447504302926","0.8635447504302926","0.8635447504302926","1","1","1","1","1","1","0.8574862306368332","0.8574862306368332","0.8574862306368332","0.9067903040734363","0.9067903040734363","0.9067903040734363"
"69000","0.861234652897303","0.861234652897303","0.861234652897303","1","1","1","1","1","1","0.8613491107286285","0.8613491107286285","0.8613491107286285","0.9028339070567983","0.9028339070567983","0.9028339070567983"
"70000","0.8641683878370624","0.8641683878370624","0.8641683878370624","1","1","1","1","1","1","0.8599584050487664","0.8599584050487664","0.8599584050487664","0.9999166666666668","0.9999166666666668","0.9999166666666668"
"71000","0.8639945496270794","0.8639945496270794","0.8639945496270794","0.9435917957544463","0.9435917957544463","0.9435917957544463","1","1","1","0.8559718875502004","0.8559718875502004","0.8559718875502004","0.9684166666666666","0.9684166666666666","0.9684166666666666"
"72000","0.8636428571428568","0.8636428571428568","0.8636428571428568","1","1","1","1","1","1","0.8607943201376935","0.8607943201376935","0.8607943201376935","0.8849323006310957","0.8849323006310957","0.8849323006310957"
"73000","0.8565321285140559","0.8565321285140559","0.8565321285140559","1","1","1","1","1","1","0.8592475616752724","0.8592475616752724","0.8592475616752724","0.9599064830751577","0.9599064830751577","0.9599064830751577"
"74000","0.8668763625932299","0.8668763625932299","0.8668763625932299","1","1","1","1","1","1","0.8622489959839357","0.8622489959839357","0.8622489959839357","0.9554166666666667","0.9554166666666667","0.9554166666666667"
"75000","0.8676646586345381","0.8676646586345381","0.8676646586345381","1","1","1","1","1","1","0.8580915088927134","0.8580915088927134","0.8580915088927134","0.9371666666666666","0.9371666666666666","0.9371666666666666"
"76000","0.8646950659781983","0.8646950659781983","0.8646950659781983","1","1","1","1","1","1","0.8558387837062533","0.8558387837062533","0.8558387837062533","0.9432499999999999","0.9432499999999999","0.9432499999999999"
"77000","0.8680694205392998","0.8680694205392998","0.8680694205392998","1","1","1","0.8867271944922546","0.8867271944922546","0.8867271944922546","0.861140275387263","0.861140275387263","0.861140275387263","0.9352499999999999","0.9352499999999999","0.9352499999999999"
"78000","0.8728178427997705","0.8728178427997705","0.8728178427997705","1","1","1","1","1","1","0.8581658060814686","0.8581658060814686","0.8581658060814686","0.9304999999999999","0.9304999999999999","0.9304999999999999"
"79000","0.8605602409638552","0.8605602409638552","0.8605602409638552","1","1","1","1","1","1","0.862713998852553","0.862713998852553","0.862713998852553","0.9373333333333332","0.9373333333333332","0.9373333333333332"
"80000","0.8647363740676993","0.8647363740676993","0.8647363740676993","1","1","1","1","1","1","0.8593551348250139","0.8593551348250139","0.8593551348250139","0.9443333333333331","0.9443333333333331","0.9443333333333331"
"81000","0.8639690189328745","0.8639690189328745","0.8639690189328745","1","1","1","1","1","1","0.857949799196787","0.857949799196787","0.857949799196787","0.9410833333333333","0.9410833333333333","0.9410833333333333"
"82000","0.8593264486517497","0.8593264486517497","0.8593264486517497","1","1","1","1","1","1","0.8595527825588065","0.8595527825588065","0.8595527825588065","0.9548333333333333","0.9548333333333333","0.9548333333333333"
"83000","0.8528927137119902","0.8528927137119902","0.8528927137119902","1","1","1","1","1","1","0.8608812392426846","0.8608812392426846","0.8608812392426846","0.9563333333333333","0.9563333333333333","0.9563333333333333"
"84000","0.8571675272518644","0.8571675272518644","0.8571675272518644","1","1","1","1","1","1","0.86207917383821","0.86207917383821","0.86207917383821","0.949","0.949","0.949"
"85000","0.8610126219162362","0.8610126219162362","0.8610126219162362","1","1","1","1","1","1","0.8593912794033275","0.8593912794033275","0.8593912794033275","0.9508333333333333","0.9508333333333333","0.9508333333333333"
"86000","0.8646216293746413","0.8646216293746413","0.8646216293746413","1","1","1","1","1","1","0.8603164084911074","0.8603164084911074","0.8603164084911074","0.9566666666666667","0.9566666666666667","0.9566666666666667"
"87000","0.8618390705679857","0.8618390705679857","0.8618390705679857","1","1","1","1","1","1","0.8627464142283418","0.8627464142283418","0.8627464142283418","0.9681666666666666","0.9681666666666666","0.9681666666666666"
"88000","0.8635014343086628","0.8635014343086628","0.8635014343086628","1","1","1","1","1","1","0.8603436603557084","0.8603436603557084","0.8603436603557084","0.9754999999999999","0.9754999999999999","0.9754999999999999"
"89000","0.8623944348823865","0.8623944348823865","0.8623944348823865","1","1","1","1","1","1","0.8592561675272516","0.8592561675272516","0.8592561675272516","0.9676666666666667","0.9676666666666667","0.9676666666666667"
"90000","0.8596572002294891","0.8596572002294891","0.8596572002294891","1","1","1","1","1","1","0.8645691336775675","0.8645691336775675","0.8645691336775675","0.9695","0.9695","0.9695"
"91000","0.858404475043029","0.858404475043029","0.858404475043029","1","1","1","1","1","1","0.8634850831899022","0.8634850831899022","0.8634850831899022","0.958823866896156","0.958823866896156","0.958823866896156"
"92000","0.8546497418244403","0.8546497418244403","0.8546497418244403","1","1","1","1","1","1","0.8608359150889269","0.8608359150889269","0.8608359150889269","0.867919965576592","0.867919965576592","0.867919965576592"
"93000","0.8641686746987949","0.8641686746987949","0.8641686746987949","1","1","1","1","1","1","0.8579480780263913","0.8579480780263913","0.8579480780263913","0.903195352839931","0.903195352839931","0.903195352839931"
"94000","0.8604417670682727","0.8604417670682727","0.8604417670682727","1","1","1","1","1","1","0.8577217441193341","0.8577217441193341","0.8577217441193341","1","1","1"
"95000","0.8606462994836487","0.8606462994836487","0.8606462994836487","1","1","1","1","1","1","0.8570625358577164","0.8570625358577164","0.8570625358577164","0.9607499999999999","0.9607499999999999","0.9607499999999999"
"96000","0.8653453815261042","0.8653453815261042","0.8653453815261042","1","1","1","1","1","1","0.8610011474469305","0.8610011474469305","0.8610011474469305","0.9784166666666666","0.9784166666666666","0.9784166666666666"
"97000","0.8630622489959836","0.8630622489959836","0.8630622489959836","1","1","1","1","1","1","0.8612650602409635","0.8612650602409635","0.8612650602409635","0.9873333333333333","0.9873333333333333","0.9873333333333333"
"98000","0.8606672403901315","0.8606672403901315","0.8606672403901315","1","1","1","1","1","1","0.8598075157773949","0.8598075157773949","0.8598075157773949","1","1","1"
"99000","0.8563138267355133","0.8563138267355133","0.8563138267355133","1","1","1","1","1","1","0.8625708548479631","0.8625708548479631","0.8625708548479631","0.8684320137693631","0.8684320137693631","0.8684320137693631"
"100000","0.8647472748135396","0.8647472748135396","0.8647472748135396","1","1","1","1","1","1","0.8580436029833618","0.8580436029833618","0.8580436029833618","0.8823798049340218","0.8823798049340218","0.8823798049340218"
"101000","0.8622911646586343","0.8622911646586343","0.8622911646586343","0.9227045324153758","0.9227045324153758","0.9227045324153758","1","1","1","0.8585889271371198","0.8585889271371198","0.8585889271371198","0.9994896729776248","0.9994896729776248","0.9994896729776248"
"102000","0.866739816408491","0.866739816408491","0.866739816408491","0.995981353987378","0.995981353987378","0.995981353987378","1","1","1","0.8577432587492827","0.8577432587492827","0.8577432587492827","0.9052621916236372","0.9052621916236372","0.9052621916236372"
"103000","0.8589434882386687","0.8589434882386687","0.8589434882386687","1","1","1","1","1","1","0.8609460699942626","0.8609460699942626","0.8609460699942626","0.8638631669535285","0.8638631669535285","0.8638631669535285"
"104000","0.8615037292025239","0.8615037292025239","0.8615037292025239","1","1","1","1","1","1","0.8576560527825586","0.8576560527825586","0.8576560527825586","0.8714868043602981","0.8714868043602981","0.8714868043602981"
"105000","0.8631417096959262","0.8631417096959262","0.8631417096959262","1","1","1","1","1","1","0.8609506597819848","0.8609506597819848","0.8609506597819848","0.8660955249569704","0.8660955249569704","0.8660955249569704"
"106000","0.8582779690189327","0.8582779690189327","0.8582779690189327","1","1","1","0.9666328169822145","0.9666328169822145","0.9666328169822145","0.8588209982788294","0.8588209982788294","0.8588209982788294","0.8649300057372347","0.8649300057372347","0.8649300057372347"
"107000","0.8652966150315543","0.8652966150315543","0.8652966150315543","1","1","1","0.9944658634538153","0.9944658634538153","0.9944658634538153","0.8592650602409638","0.8592650602409638","0.8592650602409638","0.8814446356855997","0.8814446356855997","0.8814446356855997"
"108000","0.8646580608146868","0.8646580608146868","0.8646580608146868","1","1","1","1","1","1","0.8629294320137693","0.8629294320137693","0.8629294320137693","0.8621422834193915","0.8621422834193915","0.8621422834193915"
"109000","0.860155765920826","0.860155765920826","0.860155765920826","1","1","1","1","1","1","0.860194492254733","0.860194492254733","0.860194492254733","0.8796150315547904","0.8796150315547904","0.8796150315547904"
"110000","0.8623006310958116","0.8623006310958116","0.8623006310958116","0.9928161216293747","0.9928161216293747","0.9928161216293747","1","1","1","0.8631069994262763","0.8631069994262763","0.8631069994262763","0.947092943201377","0.947092943201377","0.947092943201377"
"111000","0.8612226047045323","0.8612226047045323","0.8612226047045323","0.8725791738382099","0.8725791738382099","0.8725791738382099","0.9227627653471028","0.9227627653471028","0.9227627653471028","0.8597937464142281","0.8597937464142281","0.8597937464142281","1","1","1"
"112000","0.8642839931153181","0.8642839931153181","0.8642839931153181","0.8668353413654618","0.8668353413654618","0.8668353413654618","0.9999713138267355","0.9999713138267355","0.9999713138267355","0.8610510613884107","0.8610510613884107","0.8610510613884107","1","1","1"
"113000","0.8583402180149164","0.8583402180149164","0.8583402180149164","0.8671425702811245","0.8671425702811245","0.8671425702811245","1","1","1","0.860149454962708","0.860149454962708","0.860149454962708","0.8897578886976476","0.8897578886976476","0.8897578886976476"
"114000","0.8584133677567409","0.8584133677567409","0.8584133677567409","0.8680481927710841","0.8680481927710841","0.8680481927710841","1","1","1","0.86012908777969","0.86012908777969","0.86012908777969","0.8639945496270796","0.8639945496270796","0.8639945496270796"
"115000","0.8615582329317267","0.8615582329317267","0.8615582329317267","0.9747868617326448","0.9747868617326448","0.9747868617326448","1","1","1","0.8655433161216293","0.8655433161216293","0.8655433161216293","0.8663841078600113","0.8663841078600113","0.8663841078600113"
"116000","0.8626302352266204","0.8626302352266204","0.8626302352266204","1","1","1","1","1","1","0.8627811244979919","0.8627811244979919","0.8627811244979919","0.854596672403901","0.854596672403901","0.854596672403901"
"117000","0.8593955823293171","0.8593955823293171","0.8593955823293171","1","1","1","1","1","1","0.8600298336201949","0.8600298336201949","0.8600298336201949","0.8588602983362019","0.8588602983362019","0.8588602983362019"
"118000","0.8595043029259894","0.8595043029259894","0.8595043029259894","1","1","1","1","1","1","0.8634429145152035","0.8634429145152035","0.8634429145152035","0.8660740103270221","0.8660740103270221","0.8660740103270221"
"119000","0.8576316695352837","0.8576316695352837","0.8576316695352837","1","1","1","1","1","1","0.860289730349971","0.860289730349971","0.860289730349971","0.8947779690189329","0.8947779690189329","0.8947779690189329"
"120000","0.8642343660355706","0.8642343660355706","0.8642343660355706","1","1","1","1","1","1","0.861788009179575","0.861788009179575","0.861788009179575","0.9673310384394722","0.9673310384394722","0.9673310384394722"
"121000","0.8644446356855991","0.8644446356855991","0.8644446356855991","1","1","1","1","1","1","0.8601118760757313","0.8601118760757313","0.8601118760757313","1","1","1"
"122000","0.862779403327596","0.862779403327596","0.862779403327596","1","1","1","1","1","1","0.8613597246127366","0.8613597246127366","0.8613597246127366","0.9683605851979347","0.9683605851979347","0.9683605851979347"
"123000","0.861378370625358","0.861378370625358","0.861378370625358","1","1","1","1","1","1","0.858021514629948","0.858021514629948","0.858021514629948","0.8675407343660356","0.8675407343660356","0.8675407343660356"
"124000","0.8591454388984506","0.8591454388984506","0.8591454388984506","1","1","1","1","1","1","0.8630123350545036","0.8630123350545036","0.8630123350545036","0.872258749282846","0.872258749282846","0.872258749282846"
"125000","0.8609288582903039","0.8609288582903039","0.8609288582903039","1","1","1","1","1","1","0.8600960986804358","0.8600960986804358","0.8600960986804358","0.8736563396442913","0.8736563396442913","0.8736563396442913"
"126000","0.8586956397016634","0.8586956397016634","0.8586956397016634","1","1","1","1","1","1","0.8611061388410785","0.8611061388410785","0.8611061388410785","0.8638261617900173","0.8638261617900173","0.8638261617900173"
"127000","0.8610137693631669","0.8610137693631669","0.8610137693631669","1","1","1","1","1","1","0.8605028686173264","0.8605028686173264","0.8605028686173264","0.8673037865748707","0.8673037865748707","0.8673037865748707"
"128000","0.8614595524956968","0.8614595524956968","0.8614595524956968","1","1","1","1","1","1","0.8627053930005737","0.8627053930005737","0.8627053930005737","0.8716658060814685","0.8716658060814685","0.8716658060814685"
"129000","0.8604604130808949","0.8604604130808949","0.8604604130808949","1","1","1","1","1","1","0.8608941480206539","0.8608941480206539","0.8608941480206539","0.8586158921399883","0.8586158921399883","0.8586158921399883"
"130000","0.8594520940906482","0.8594520940906482","0.8594520940906482","1","1","1","1","1","1","0.8627203098106712","0.8627203098106712","0.8627203098106712","0.8869552495697072","0.8869552495697072","0.8869552495697072"
"131000","0.8585398737808375","0.8585398737808375","0.8585398737808375","1","1","1","1","1","1","0.8600794606999425","0.8600794606999425","0.8600794606999425","0.9412162937464142","0.9412162937464142","0.9412162937464142"
