"Step","102-static-1","102-static-1 - reward__MIN","102-static-1 - reward__MAX","102-ofb","102-ofbt - reward__MIN","102-ofbt - reward__MAX","102-dynamic","102-dynamic - reward__MIN","102-dynamic - reward__MAX","102-every-10","102-every-10 - reward__MIN","102-every-10 - reward__MAX","102-every-100","102-every-100 - reward__MIN","102-every-100 - reward__MAX"
"132000","0.8565917957544461","0.8565917957544461","0.8565917957544461","1","1","1","1","1","1","0.8621098680436027","0.8621098680436027","0.8621098680436027","1","1","1"
"133000","0.8621004016064256","0.8621004016064256","0.8621004016064256","1","1","1","1","1","1","0.8619974182444059","0.8619974182444059","0.8619974182444059","1","1","1"
"134000","0.8626795754446354","0.8626795754446354","0.8626795754446354","1","1","1","1","1","1","0.8605912220309809","0.8605912220309809","0.8605912220309809","1","1","1"
"135000","0.8584816408491107","0.8584816408491107","0.8584816408491107","1","1","1","1","1","1","0.863010327022375","0.863010327022375","0.863010327022375","0.9915327022375214","0.9915327022375214","0.9915327022375214"
"136000","0.8636049913941476","0.8636049913941476","0.8636049913941476","1","1","1","1","1","1","0.8621640849110729","0.8621640849110729","0.8621640849110729","0.8634033275960983","0.8634033275960983","0.8634033275960983"
"137000","0.86","0.86","0.86","1","1","1","1","1","1","0.8553904188181294","0.8553904188181294","0.8553904188181294","0.8659931153184164","0.8659931153184164","0.8659931153184164"
"138000","0.8597742398164083","0.8597742398164083","0.8597742398164083","1","1","1","1","1","1","0.8627641996557659","0.8627641996557659","0.8627641996557659","0.8650438898450947","0.8650438898450947","0.8650438898450947"
"139000","0.8589102122776817","0.8589102122776817","0.8589102122776817","1","1","1","1","1","1","0.8560576592082615","0.8560576592082615","0.8560576592082615","0.8724985656913369","0.8724985656913369","0.8724985656913369"
"140000","0.86062363740677","0.86062363740677","0.86062363740677","1","1","1","1","1","1","0.8588625932300628","0.8588625932300628","0.8588625932300628","0.9099188181296615","0.9099188181296615","0.9099188181296615"
"141000","0.8622796901893287","0.8622796901893287","0.8622796901893287","1","1","1","1","1","1","0.8677991967871486","0.8677991967871486","0.8677991967871486","1","1","1"
"142000","0.8613826735513481","0.8613826735513481","0.8613826735513481","1","1","1","1","1","1","0.8644675846242109","0.8644675846242109","0.8644675846242109","0.9989661503155478","0.9989661503155478","0.9989661503155478"
"143000","0.8578387837062532","0.8578387837062532","0.8578387837062532","1","1","1","1","1","1","0.8611778542742398","0.8611778542742398","0.8611778542742398","0.8730550774526676","0.8730550774526676","0.8730550774526676"
"144000","0.8559142283419389","0.8559142283419389","0.8559142283419389","1","1","1","1","1","1","0.8565289730349971","0.8565289730349971","0.8565289730349971","0.8702779690189328","0.8702779690189328","0.8702779690189328"
"145000","0.8617765347102697","0.8617765347102697","0.8617765347102697","1","1","1","1","1","1","0.8582943201376935","0.8582943201376935","0.8582943201376935","0.8773433734939758","0.8773433734939758","0.8773433734939758"
"146000","0.8618508318990243","0.8618508318990243","0.8618508318990243","1","1","1","1","1","1","0.8598843947217438","0.8598843947217438","0.8598843947217438","0.886088066551922","0.886088066551922","0.886088066551922"
"147000","0.8639463568559952","0.8639463568559952","0.8639463568559952","1","1","1","1","1","1","0.8559070567986229","0.8559070567986229","0.8559070567986229","1","1","1"
"148000","0.8616164658634536","0.8616164658634536","0.8616164658634536","1","1","1","1","1","1","0.8614787722317844","0.8614787722317844","0.8614787722317844","1","1","1"
"149000","0.8649572576018355","0.8649572576018355","0.8649572576018355","1","1","1","1","1","1","0.8569761904761901","0.8569761904761901","0.8569761904761901","1","1","1"
"150000","0.8620114744693056","0.8620114744693056","0.8620114744693056","1","1","1","1","1","1","0.8574021801491678","0.8574021801491678","0.8574021801491678","1","1","1"
"151000","0.861440045897877","0.861440045897877","0.861440045897877","1","1","1","1","1","1","0.8609056224899599","0.8609056224899599","0.8609056224899599","0.9779360298336203","0.9779360298336203","0.9779360298336203"
"152000","0.8623106712564543","0.8623106712564543","0.8623106712564543","1","1","1","1","1","1","0.863374354561101","0.863374354561101","0.863374354561101","0.8634277108433733","0.8634277108433733","0.8634277108433733"
"153000","0.8607269076305221","0.8607269076305221","0.8607269076305221","1","1","1","1","1","1","0.8619741824440619","0.8619741824440619","0.8619741824440619","0.8678858290304072","0.8678858290304072","0.8678858290304072"
"154000","0.8596976477337919","0.8596976477337919","0.8596976477337919","1","1","1","1","1","1","0.8576437177280546","0.8576437177280546","0.8576437177280546","0.8589655765920825","0.8589655765920825","0.8589655765920825"
"155000","0.8605616752725181","0.8605616752725181","0.8605616752725181","1","1","1","1","1","1","0.8639543889845095","0.8639543889845095","0.8639543889845095","0.8659325874928284","0.8659325874928284","0.8659325874928284"
"156000","0.8603247274813536","0.8603247274813536","0.8603247274813536","1","1","1","1","1","1","0.8642449799196789","0.8642449799196789","0.8642449799196789","0.8615648307515774","0.8615648307515774","0.8615648307515774"
"157000","0.864427710843373","0.864427710843373","0.864427710843373","1","1","1","1","1","1","0.8625424555364314","0.8625424555364314","0.8625424555364314","0.8648304647160067","0.8648304647160067","0.8648304647160067"
"158000","0.8622928858290302","0.8622928858290302","0.8622928858290302","1","1","1","1","1","1","0.8566746987951807","0.8566746987951807","0.8566746987951807","0.8751850258175558","0.8751850258175558","0.8751850258175558"
"159000","0.8604454962707974","0.8604454962707974","0.8604454962707974","1","1","1","1","1","1","0.8556273666092942","0.8556273666092942","0.8556273666092942","0.8753892713711989","0.8753892713711989","0.8753892713711989"
"160000","0.8600246701090072","0.8600246701090072","0.8600246701090072","1","1","1","1","1","1","0.8583192771084334","0.8583192771084334","0.8583192771084334","1","1","1"
"161000","0.8612423981640845","0.8612423981640845","0.8612423981640845","1","1","1","1","1","1","0.8610694205393","0.8610694205393","0.8610694205393","1","1","1"
"162000","0.862850258175559","0.862850258175559","0.862850258175559","1","1","1","0.9338169822145725","0.9338169822145725","0.9338169822145725","0.8622851405622488","0.8622851405622488","0.8622851405622488","1","1","1"
"163000","0.8646442914515203","0.8646442914515203","0.8646442914515203","1","1","1","0.9990490533562822","0.9990490533562822","0.9990490533562822","0.8573783706253585","0.8573783706253585","0.8573783706253585","0.9287570281124498","0.9287570281124498","0.9287570281124498"
"164000","0.8623723465289728","0.8623723465289728","0.8623723465289728","1","1","1","1","1","1","0.8663502581755593","0.8663502581755593","0.8663502581755593","0.8589360298336197","0.8589360298336197","0.8589360298336197"
"165000","0.8631982214572571","0.8631982214572571","0.8631982214572571","1","1","1","1","1","1","0.8608333333333333","0.8608333333333333","0.8608333333333333","0.8616818703384967","0.8616818703384967","0.8616818703384967"
"166000","0.862953528399311","0.862953528399311","0.862953528399311","1","1","1","1","1","1","0.8636029833620193","0.8636029833620193","0.8636029833620193","0.8675195065978198","0.8675195065978198","0.8675195065978198"
"167000","0.8577816982214567","0.8577816982214567","0.8577816982214567","1","1","1","1","1","1","0.8558909925415948","0.8558909925415948","0.8558909925415948","0.8691090074584051","0.8691090074584051","0.8691090074584051"
"168000","0.8614905335628226","0.8614905335628226","0.8614905335628226","1","1","1","1","1","1","0.8604925415949511","0.8604925415949511","0.8604925415949511","0.8650794606999425","0.8650794606999425","0.8650794606999425"
"169000","0.859677567412507","0.859677567412507","0.859677567412507","1","1","1","1","1","1","0.8563112449799195","0.8563112449799195","0.8563112449799195","0.8655252438324728","0.8655252438324728","0.8655252438324728"
"170000","0.8643244406196209","0.8643244406196209","0.8643244406196209","1","1","1","1","1","1","0.858995983935743","0.858995983935743","0.858995983935743","0.8618525530694202","0.8618525530694202","0.8618525530694202"
"171000","0.861205679862306","0.861205679862306","0.861205679862306","1","1","1","1","1","1","0.8622667814113595","0.8622667814113595","0.8622667814113595","0.8686643717728054","0.8686643717728054","0.8686643717728054"
"172000","0.8576729776247849","0.8576729776247849","0.8576729776247849","1","1","1","1","1","1","0.8613258749282846","0.8613258749282846","0.8613258749282846","0.8625186460126218","0.8625186460126218","0.8625186460126218"
"173000","0.8634850831899022","0.8634850831899022","0.8634850831899022","1","1","1","1","1","1","0.8604859437751001","0.8604859437751001","0.8604859437751001","0.8643841078600112","0.8643841078600112","0.8643841078600112"
"174000","0.8609779116465859","0.8609779116465859","0.8609779116465859","1","1","1","1","1","1","0.8605763052208832","0.8605763052208832","0.8605763052208832","0.9367705106138842","0.9367705106138842","0.9367705106138842"
"175000","0.8625519219736084","0.8625519219736084","0.8625519219736084","1","1","1","1","1","1","0.8605886402753873","0.8605886402753873","0.8605886402753873","1","1","1"
"176000","0.8581646586345378","0.8581646586345378","0.8581646586345378","1","1","1","1","1","1","0.862897303499713","0.862897303499713","0.862897303499713","0.9833209982788297","0.9833209982788297","0.9833209982788297"
"177000","0.8629830751577735","0.8629830751577735","0.8629830751577735","1","1","1","1","1","1","0.8629532415375788","0.8629532415375788","0.8629532415375788","0.8667782558806653","0.8667782558806653","0.8667782558806653"
"178000","0.8635849110728626","0.8635849110728626","0.8635849110728626","1","1","1","1","1","1","0.854740676993689","0.854740676993689","0.854740676993689","0.8982254733218588","0.8982254733218588","0.8982254733218588"
"179000","0.8637349397590358","0.8637349397590358","0.8637349397590358","1","1","1","1","1","1","0.8589457831325297","0.8589457831325297","0.8589457831325297","1","1","1"
"180000","0.8623287435456107","0.8623287435456107","0.8623287435456107","1","1","1","1","1","1","0.8637036718301778","0.8637036718301778","0.8637036718301778","0.9926173264486519","0.9926173264486519","0.9926173264486519"
"181000","0.8567948938611588","0.8567948938611588","0.8567948938611588","1","1","1","1","1","1","0.8602076878944348","0.8602076878944348","0.8602076878944348","0.9530499139414801","0.9530499139414801","0.9530499139414801"
"182000","0.8619216867469879","0.8619216867469879","0.8619216867469879","1","1","1","1","1","1","0.856311818703385","0.856311818703385","0.856311818703385","0.9440499139414802","0.9440499139414802","0.9440499139414802"
"183000","0.8610100401606424","0.8610100401606424","0.8610100401606424","0.9950043029259897","0.9950043029259897","0.9950043029259897","1","1","1","0.8612191623637405","0.8612191623637405","0.8612191623637405","1","1","1"
"184000","0.8614526678141133","0.8614526678141133","0.8614526678141133","0.9897441193344808","0.9897441193344808","0.9897441193344808","1","1","1","0.8550576592082615","0.8550576592082615","0.8550576592082615","1","1","1"
"185000","0.8585877796901893","0.8585877796901893","0.8585877796901893","1","1","1","1","1","1","0.8611511761331038","0.8611511761331038","0.8611511761331038","0.868956110154905","0.868956110154905","0.868956110154905"
"186000","0.8605791738382097","0.8605791738382097","0.8605791738382097","1","1","1","1","1","1","0.8623930005737234","0.8623930005737234","0.8623930005737234","0.8626471600688467","0.8626471600688467","0.8626471600688467"
"187000","0.8611746987951808","0.8611746987951808","0.8611746987951808","1","1","1","1","1","1","0.8599460699942625","0.8599460699942625","0.8599460699942625","0.9576333907056799","0.9576333907056799","0.9576333907056799"
"188000","0.8580674125071711","0.8580674125071711","0.8580674125071711","1","1","1","1","1","1","0.8599383247274811","0.8599383247274811","0.8599383247274811","1","1","1"
"189000","0.8608427997705103","0.8608427997705103","0.8608427997705103","1","1","1","1","1","1","0.8576256454388984","0.8576256454388984","0.8576256454388984","0.9761078600114744","0.9761078600114744","0.9761078600114744"
"190000","0.8598930005737232","0.8598930005737232","0.8598930005737232","1","1","1","1","1","1","0.8590510613884105","0.8590510613884105","0.8590510613884105","0.8659139414802062","0.8659139414802062","0.8659139414802062"
"191000","0.860572289156626","0.860572289156626","0.860572289156626","1","1","1","1","1","1","0.8577814113597244","0.8577814113597244","0.8577814113597244","0.864396156052782","0.864396156052782","0.864396156052782"
"192000","0.8586462994836483","0.8586462994836483","0.8586462994836483","1","1","1","1","1","1","0.8618623063683303","0.8618623063683303","0.8618623063683303","0.8675011474469304","0.8675011474469304","0.8675011474469304"
"193000","0.8637980493402179","0.8637980493402179","0.8637980493402179","1","1","1","1","1","1","0.8601683878370625","0.8601683878370625","0.8601683878370625","0.9161044176706826","0.9161044176706826","0.9161044176706826"
"194000","0.8617045324153757","0.8617045324153757","0.8617045324153757","1","1","1","1","1","1","0.8597280550774525","0.8597280550774525","0.8597280550774525","1","1","1"
"195000","0.8588732071141705","0.8588732071141705","0.8588732071141705","1","1","1","1","1","1","0.861196213425129","0.861196213425129","0.861196213425129","1","1","1"
"196000","0.8518565691336775","0.8518565691336775","0.8518565691336775","1","1","1","1","1","1","0.8610820424555364","0.8610820424555364","0.8610820424555364","0.9064156626506022","0.9064156626506022","0.9064156626506022"
"197000","0.8631847389558231","0.8631847389558231","0.8631847389558231","1","1","1","1","1","1","0.8614363166953528","0.8614363166953528","0.8614363166953528","0.8666402753872634","0.8666402753872634","0.8666402753872634"
"198000","0.8621772805507745","0.8621772805507745","0.8621772805507745","1","1","1","1","1","1","0.8620249569707401","0.8620249569707401","0.8620249569707401","0.8655140562248992","0.8655140562248992","0.8655140562248992"
"199000","0.8586847389558231","0.8586847389558231","0.8586847389558231","1","1","1","1","1","1","0.862834193918531","0.862834193918531","0.862834193918531","0.8741669535283991","0.8741669535283991","0.8741669535283991"
"200000","0.8596953528399308","0.8596953528399308","0.8596953528399308","1","1","1","1","1","1","0.8590209409064831","0.8590209409064831","0.8590209409064831","0.9157702237521514","0.9157702237521514","0.9157702237521514"
