"Step","102-static-1","102-static-1 - dead-1__MIN","102-static-1 - dead-1__MAX","102-ofb","102-ofbt - dead-1__MIN","102-ofbt - dead-1__MAX","102-dynamic","102-dynamic - dead-1__MIN","102-dynamic - dead-1__MAX","102-every-10","102-every-10 - dead-1__MIN","102-every-10 - dead-1__MAX","102-every-100","102-every-100 - dead-1__MIN","102-every-100 - dead-1__MAX"
"62257","","","","","","","","","","6","6","6","0","0","0"
"62259","","","","","","","","","","","","","0","0","0"
"62260","","","","0","0","0","","","","","","","","",""
"62267","","","","","","","","","","","","","0","0","0"
"62269","","","","","","","","","","8","8","8","","",""
"62270","0","0","0","0","0","0","","","","","","","","",""
"62271","0","0","0","","","","","","","","","","0","0","0"
"62275","","","","0","0","0","","","","","","","","",""
"62278","","","","","","","","","","0","0","0","","",""
"62283","","","","0","0","0","0","0","0","","","","","",""
"62287","","","","0","0","0","","","","","","","","",""
"62288","","","","","","","0","0","0","","","","","",""
"62289","0","0","0","","","","","","","","","","","",""
"62296","","","","","","","","","","4","4","4","","",""
"62298","","","","","","","","","","","","","0","0","0"
"62304","","","","","","","0","0","0","","","","","",""
"62309","","","","","","","","","","","","","0","0","0"
"62310","","","","0","0","0","","","","","","","","",""
"62323","","","","0","0","0","","","","","","","","",""
"62324","5","5","5","","","","","","","","","","","",""
"62325","","","","0","0","0","","","","","","","","",""
"62326","","","","","","","0","0","0","","","","","",""
"62332","","","","","","","","","","5","5","5","","",""
"62334","","","","","","","","","","","","","0","0","0"
"62339","0","0","0","","","","","","","","","","","",""
"62343","","","","0","0","0","","","","","","","","",""
"62350","","","","0","0","0","","","","","","","","",""
"62352","0","0","0","","","","","","","","","","","",""
"62355","0","0","0","","","","","","","","","","","",""
"62357","","","","","","","0","0","0","","","","","",""
"62358","","","","0","0","0","","","","","","","","",""
"62361","","","","","","","","","","","","","0","0","0"
"62362","","","","0","0","0","","","","","","","","",""
"62368","","","","","","","","","","2","2","2","","",""
"62371","","","","","","","","","","","","","0","0","0"
"62372","","","","0","0","0","","","","","","","","",""
"62379","0","0","0","","","","","","","","","","","",""
"62380","","","","0","0","0","","","","","","","","",""
"62382","","","","","","","","","","","","","0","0","0"
"62385","","","","","","","0","0","0","4","4","4","","",""
"62387","0","0","0","","","","","","","","","","0","0","0"
"62390","","","","","","","","","","0","0","0","","",""
"62394","","","","","","","0","0","0","","","","","",""
"62397","","","","","","","","","","5","5","5","","",""
"62400","","","","","","","","","","5","5","5","","",""
"62408","0","0","0","","","","","","","","","","0","0","0"
"62417","","","","0","0","0","","","","","","","","",""
"62422","","","","0","0","0","","","","","","","","",""
"62424","0","0","0","","","","","","","","","","","",""
"62426","","","","","","","","","","","","","0","0","0"
"62429","","","","0","0","0","0","0","0","","","","","",""
"62436","0","0","0","","","","","","","","","","","",""
"62443","","","","","","","","","","3","3","3","","",""
"62447","","","","","","","","","","","","","0","0","0"
"62452","","","","","","","","","","1","1","1","","",""
"62453","","","","0","0","0","","","","","","","0","0","0"
"62460","","","","0","0","0","","","","","","","","",""
"62462","","","","","","","","","","4","4","4","","",""
"62468","","","","","","","","","","2","2","2","","",""
"62476","","","","","","","","","","","","","0","0","0"
"62478","","","","","","","0","0","0","","","","0","0","0"
"62482","1","1","1","","","","","","","","","","","",""
"62487","0","0","0","","","","","","","","","","","",""
"62490","","","","","","","","","","2","2","2","","",""
"62491","","","","","","","","","","","","","0","0","0"
"62492","","","","","","","0","0","0","","","","","",""
"62497","","","","","","","","","","1","1","1","","",""
"62505","","","","","","","0","0","0","","","","","",""
"62506","","","","","","","","","","1","1","1","","",""
"62508","0","0","0","","","","","","","","","","","",""
"62520","0","0","0","","","","","","","","","","","",""
"62521","","","","","","","","","","7","7","7","","",""
"62525","0","0","0","","","","0","0","0","","","","","",""
"62526","","","","","","","0","0","0","","","","","",""
"62537","","","","","","","0","0","0","","","","","",""
"62547","","","","0","0","0","0","0","0","","","","","",""
"62551","2","2","2","0","0","0","","","","","","","","",""
"62563","","","","0","0","0","0","0","0","","","","","",""
"62566","","","","","","","0","0","0","","","","","",""
"62577","","","","","","","","","","","","","0","0","0"
"62582","","","","0","0","0","","","","","","","","",""
"62585","","","","","","","0","0","0","","","","","",""
"62594","","","","","","","0","0","0","","","","","",""
"62596","5","5","5","","","","","","","3","3","3","","",""
"62598","","","","","","","","","","","","","0","0","0"
"62599","","","","","","","","","","","","","0","0","0"
"62601","","","","","","","","","","","","","0","0","0"
"62603","","","","0","0","0","","","","","","","0","0","0"
"62604","","","","","","","","","","","","","0","0","0"
"62607","","","","","","","0","0","0","","","","","",""
"62609","0","0","0","","","","0","0","0","","","","","",""
"62614","","","","","","","0","0","0","","","","","",""
"62617","0","0","0","","","","","","","","","","","",""
"62624","","","","","","","0","0","0","","","","","",""
"62634","","","","0","0","0","","","","","","","","",""
"62638","","","","0","0","0","","","","","","","","",""
"62640","","","","","","","0","0","0","","","","","",""
"62647","0","0","0","","","","","","","","","","","",""
"62648","","","","0","0","0","","","","","","","","",""
"62652","","","","","","","0","0","0","","","","","",""
"62660","0","0","0","","","","","","","","","","","",""
"62664","","","","","","","","","","","","","0","0","0"
"62665","","","","","","","","","","5","5","5","","",""
"62666","","","","","","","","","","","","","0","0","0"
"62674","","","","0","0","0","","","","1","1","1","","",""
"62676","","","","","","","0","0","0","","","","","",""
"62681","0","0","0","","","","","","","","","","","",""
"62683","0","0","0","","","","","","","","","","","",""
"62685","0","0","0","","","","","","","","","","","",""
"62695","","","","0","0","0","","","","","","","","",""
"62698","","","","0","0","0","","","","","","","","",""
"62700","","","","","","","","","","","","","0","0","0"
"62701","","","","","","","0","0","0","","","","","",""
"62713","","","","","","","0","0","0","","","","","",""
"62721","","","","0","0","0","","","","","","","","",""
"62729","0","0","0","","","","","","","","","","","",""
"62733","0","0","0","","","","","","","","","","","",""
"62735","","","","","","","","","","","","","0","0","0"
"62742","","","","","","","","","","7","7","7","","",""
"62743","","","","","","","","","","","","","0","0","0"
"62747","","","","","","","","","","","","","0","0","0"
"62756","","","","","","","","","","1","1","1","","",""
"62759","0","0","0","","","","","","","","","","","",""
"62763","0","0","0","","","","","","","","","","","",""
"62766","","","","","","","","","","10","10","10","","",""
"62770","","","","","","","0","0","0","","","","","",""
"62773","","","","","","","0","0","0","","","","","",""
"62779","","","","0","0","0","","","","","","","","",""
"62781","","","","","","","","","","","","","0","0","0"
"62787","4","4","4","","","","","","","","","","","",""
"62789","","","","0","0","0","0","0","0","","","","","",""
"62805","","","","0","0","0","","","","","","","","",""
"62806","","","","","","","0","0","0","","","","0","0","0"
"62809","","","","","","","","","","6","6","6","0","0","0"
"62815","","","","","","","","","","1","1","1","","",""
"62817","0","0","0","","","","","","","","","","","",""
"62821","0","0","0","","","","","","","","","","","",""
"62824","","","","","","","","","","1","1","1","","",""
"62829","","","","","","","0","0","0","","","","","",""
"62831","","","","","","","","","","","","","0","0","0"
"62834","","","","","","","","","","","","","0","0","0"
"62836","","","","0","0","0","","","","","","","","",""
"62837","","","","","","","","","","3","3","3","","",""
"62838","0","0","0","","","","","","","","","","","",""
"62850","","","","","","","0","0","0","","","","","",""
"62856","","","","","","","","","","","","","0","0","0"
"62857","","","","","","","","","","","","","0","0","0"
"62860","","","","","","","","","","12","12","12","","",""
"62861","","","","0","0","0","","","","","","","","",""
"62868","0","0","0","","","","","","","","","","","",""
"62873","","","","","","","0","0","0","","","","","",""
"62879","","","","0","0","0","","","","","","","","",""
"62880","","","","","","","","","","2","2","2","","",""
"62881","0","0","0","","","","0","0","0","","","","","",""
"62883","4","4","4","","","","","","","","","","","",""
"62886","","","","0","0","0","","","","","","","","",""
"62890","0","0","0","","","","","","","","","","","",""
"62892","3","3","3","","","","0","0","0","","","","","",""
"62904","","","","","","","0","0","0","","","","0","0","0"
"62905","","","","","","","","","","5","5","5","0","0","0"
"62912","","","","","","","","","","","","","0","0","0"
"62919","","","","0","0","0","0","0","0","","","","","",""
"62921","","","","","","","","","","9","9","9","","",""
"62923","","","","","","","","","","","","","0","0","0"
"62925","","","","0","0","0","","","","","","","","",""
"62937","0","0","0","","","","","","","","","","","",""
"62945","","","","","","","","","","","","","0","0","0"
"62949","","","","0","0","0","","","","","","","","",""
"62951","","","","","","","0","0","0","","","","","",""
"62955","0","0","0","","","","","","","","","","","",""
"62958","","","","","","","","","","","","","0","0","0"
"62961","","","","","","","","","","1","1","1","0","0","0"
"62969","0","0","0","","","","","","","","","","","",""
"62972","","","","","","","","","","7","7","7","","",""
"62987","","","","","","","","","","","","","0","0","0"
"62990","","","","","","","","","","","","","0","0","0"
"62992","","","","","","","","","","3","3","3","","",""
"62994","","","","","","","","","","2","2","2","","",""
"62995","0","0","0","","","","","","","","","","","",""
"62999","","","","","","","","","","6","6","6","0","0","0"
"63002","","","","","","","0","0","0","","","","","",""
"63003","","","","","","","0","0","0","","","","","",""
"63004","0","0","0","","","","","","","","","","","",""
"63013","0","0","0","0","0","0","","","","7","7","7","","",""
"63017","","","","","","","","","","","","","0","0","0"
"63019","0","0","0","","","","0","0","0","","","","","",""
"63023","","","","0","0","0","","","","7","7","7","","",""
"63029","","","","0","0","0","","","","","","","","",""
"63035","","","","","","","","","","","","","0","0","0"
"63037","","","","","","","","","","","","","0","0","0"
"63039","0","0","0","","","","","","","","","","","",""
"63050","","","","","","","","","","","","","0","0","0"
"63053","","","","0","0","0","","","","","","","","",""
"63054","","","","","","","","","","","","","0","0","0"
"63058","","","","","","","","","","","","","0","0","0"
"63059","","","","","","","0","0","0","","","","","",""
"63062","","","","0","0","0","","","","","","","","",""
"63063","","","","","","","","","","","","","0","0","0"
"63067","","","","","","","","","","","","","0","0","0"
"63068","","","","0","0","0","","","","","","","","",""
"63069","","","","","","","0","0","0","","","","","",""
"63070","","","","","","","","","","","","","0","0","0"
"63072","","","","","","","0","0","0","","","","","",""
"63074","","","","","","","0","0","0","","","","","",""
"63084","","","","0","0","0","","","","","","","","",""
"63088","4","4","4","","","","","","","","","","","",""
"63093","","","","","","","","","","4","4","4","","",""
"63098","","","","0","0","0","","","","","","","","",""
"63100","","","","0","0","0","","","","","","","","",""
"63102","0","0","0","","","","","","","","","","","",""
"63105","","","","0","0","0","0","0","0","","","","","",""
"63111","2","2","2","","","","","","","","","","","",""
"63115","","","","","","","","","","","","","0","0","0"
"63119","","","","0","0","0","","","","","","","","",""
"63123","","","","","","","","","","","","","0","0","0"
"63124","","","","","","","","","","2","2","2","","",""
"63125","","","","","","","0","0","0","","","","","",""
"63127","0","0","0","","","","","","","","","","","",""
"63128","","","","","","","","","","2","2","2","","",""
"63129","0","0","0","","","","","","","","","","","",""
"63130","","","","","","","0","0","0","","","","","",""
"63134","","","","","","","","","","4","4","4","","",""
"63135","","","","","","","0","0","0","","","","","",""
"63136","","","","","","","","","","","","","0","0","0"
"63139","","","","","","","","","","11","11","11","","",""
"63140","","","","0","0","0","","","","","","","","",""
"63150","","","","","","","","","","5","5","5","","",""
"63151","","","","","","","","","","7","7","7","","",""
"63155","1","1","1","","","","","","","","","","","",""
"63163","","","","","","","0","0","0","","","","","",""
"63168","0","0","0","","","","","","","","","","","",""
"63169","","","","0","0","0","","","","","","","","",""
"63170","0","0","0","","","","0","0","0","","","","0","0","0"
"63173","","","","","","","","","","7","7","7","","",""
"63177","","","","","","","","","","5","5","5","","",""
"63183","0","0","0","","","","0","0","0","","","","","",""
"63184","0","0","0","","","","","","","","","","","",""
"63185","0","0","0","","","","","","","","","","","",""
"63189","","","","","","","0","0","0","4","4","4","","",""
"63190","","","","","","","0","0","0","","","","","",""
"63198","","","","","","","","","","5","5","5","","",""
"63200","","","","0","0","0","","","","","","","","",""
"63202","","","","","","","0","0","0","","","","","",""
"63207","","","","0","0","0","","","","","","","","",""
"63212","","","","","","","","","","","","","0","0","0"
"63213","","","","","","","","","","4","4","4","","",""
"63214","","","","0","0","0","","","","","","","0","0","0"
"63215","2","2","2","","","","","","","","","","","",""
"63234","","","","","","","","","","","","","0","0","0"
"63246","","","","","","","0","0","0","","","","","",""
"63247","","","","0","0","0","","","","","","","","",""
"63249","","","","","","","0","0","0","","","","","",""
"63250","","","","","","","","","","5","5","5","","",""
"63253","","","","0","0","0","","","","","","","","",""
"63254","","","","","","","","","","6","6","6","","",""
"63258","","","","0","0","0","","","","","","","","",""
"63268","0","0","0","","","","0","0","0","","","","","",""
"63271","0","0","0","","","","","","","","","","","",""
"63272","","","","0","0","0","","","","","","","","",""
"63274","","","","","","","0","0","0","","","","","",""
"63277","0","0","0","","","","","","","","","","","",""
"63282","","","","","","","","","","5","5","5","","",""
"63285","","","","0","0","0","","","","","","","","",""
"63294","","","","","","","","","","","","","0","0","0"
"63297","","","","","","","","","","","","","0","0","0"
"63304","0","0","0","0","0","0","","","","","","","","",""
"63309","","","","","","","0","0","0","8","8","8","","",""
"63313","","","","","","","","","","6","6","6","","",""
"63315","","","","","","","","","","","","","0","0","0"
"63316","","","","0","0","0","","","","","","","","",""
"63318","","","","","","","","","","3","3","3","","",""
"63320","0","0","0","","","","","","","","","","","",""
"63334","","","","0","0","0","","","","","","","","",""
"63335","0","0","0","","","","","","","","","","","",""
"63336","","","","","","","0","0","0","","","","","",""
"63340","","","","","","","0","0","0","","","","","",""
"63343","3","3","3","","","","","","","","","","","",""
"63344","1","1","1","","","","","","","","","","","",""
"63350","","","","0","0","0","","","","3","3","3","","",""
"63351","","","","","","","","","","","","","0","0","0"
"63352","","","","","","","0","0","0","","","","","",""
"63354","0","0","0","","","","","","","","","","","",""
"63357","","","","","","","0","0","0","","","","","",""
"63358","","","","0","0","0","","","","","","","","",""
"63359","0","0","0","","","","","","","","","","","",""
"63363","","","","0","0","0","","","","","","","","",""
"63365","","","","","","","","","","","","","0","0","0"
"63366","","","","","","","","","","3","3","3","","",""
"63368","","","","0","0","0","","","","","","","","",""
"63372","","","","","","","0","0","0","","","","","",""
"63378","0","0","0","","","","","","","","","","","",""
"63379","","","","","","","","","","9","9","9","","",""
"63380","0","0","0","","","","","","","","","","","",""
"63381","","","","0","0","0","","","","","","","","",""
"63388","0","0","0","","","","","","","","","","","",""
"63389","","","","0","0","0","","","","","","","","",""
"63393","","","","","","","0","0","0","","","","","",""
"63394","0","0","0","","","","","","","","","","","",""
"63395","","","","","","","","","","","","","0","0","0"
"63401","","","","0","0","0","","","","","","","","",""
"63405","","","","","","","","","","","","","0","0","0"
"63415","","","","0","0","0","","","","","","","","",""
"63416","","","","","","","0","0","0","","","","","",""
"63417","","","","","","","","","","4","4","4","","",""
"63425","","","","","","","","","","0","0","0","","",""
"63427","","","","","","","","","","","","","0","0","0"
"63428","0","0","0","","","","","","","","","","","",""
"63432","","","","","","","0","0","0","","","","","",""
"63435","","","","0","0","0","","","","","","","","",""
"63438","","","","0","0","0","0","0","0","","","","","",""
"63441","0","0","0","","","","","","","","","","","",""
"63444","","","","","","","","","","","","","0","0","0"
"63448","","","","","","","","","","9","9","9","","",""
"63450","","","","","","","0","0","0","","","","0","0","0"
"63451","","","","","","","","","","3","3","3","","",""
"63455","","","","0","0","0","","","","","","","","",""
"63456","","","","","","","","","","5","5","5","","",""
"63458","0","0","0","","","","","","","","","","","",""
"63460","","","","","","","","","","","","","0","0","0"
"63463","","","","","","","","","","","","","0","0","0"
"63464","","","","","","","","","","1","1","1","","",""
"63467","","","","","","","","","","","","","0","0","0"
"63469","","","","","","","","","","","","","0","0","0"
"63485","","","","","","","","","","","","","0","0","0"
"63491","","","","","","","0","0","0","","","","","",""
"63492","","","","0","0","0","","","","","","","","",""
"63493","0","0","0","","","","","","","","","","","",""
"63495","","","","","","","","","","","","","0","0","0"
"63496","","","","","","","0","0","0","","","","","",""
"63498","0","0","0","0","0","0","","","","","","","","",""
"63502","","","","0","0","0","","","","","","","","",""
"63503","","","","0","0","0","","","","","","","","",""
"63510","","","","","","","","","","","","","0","0","0"
"63514","","","","","","","","","","","","","0","0","0"
"63521","1","1","1","","","","","","","","","","","",""
"63526","","","","","","","","","","1","1","1","","",""
"63527","","","","","","","","","","","","","0","0","0"
"63531","","","","","","","0","0","0","","","","0","0","0"
"63546","0","0","0","","","","","","","","","","","",""
"63548","0","0","0","","","","","","","","","","","",""
"63550","","","","","","","","","","5","5","5","","",""
"63551","","","","0","0","0","","","","","","","","",""
"63552","","","","","","","","","","","","","0","0","0"
"63561","","","","","","","","","","5","5","5","","",""
"63569","","","","","","","","","","7","7","7","","",""
"63570","","","","","","","0","0","0","","","","","",""
"63572","","","","","","","","","","","","","0","0","0"
"63585","","","","","","","0","0","0","","","","","",""
"63592","","","","","","","","","","6","6","6","","",""
"63597","0","0","0","","","","0","0","0","","","","","",""
"63602","","","","","","","0","0","0","","","","","",""
"63604","0","0","0","","","","","","","","","","","",""
"63605","","","","","","","","","","","","","0","0","0"
"63608","0","0","0","","","","","","","","","","","",""
"63612","","","","","","","","","","5","5","5","","",""
"63613","0","0","0","","","","","","","","","","","",""
"63618","","","","","","","0","0","0","","","","0","0","0"
"63620","","","","0","0","0","","","","","","","","",""
"63622","0","0","0","","","","","","","","","","","",""
"63628","","","","0","0","0","","","","","","","","",""
"63629","","","","","","","0","0","0","","","","","",""
"63630","","","","","","","","","","","","","0","0","0"
"63643","","","","","","","","","","","","","0","0","0"
"63644","","","","","","","","","","7","7","7","","",""
"63649","0","0","0","","","","","","","","","","","",""
"63651","","","","0","0","0","","","","","","","","",""
"63653","","","","","","","0","0","0","","","","","",""
"63657","","","","","","","","","","3","3","3","","",""
"63660","0","0","0","","","","","","","","","","","",""
"63669","0","0","0","","","","","","","","","","","",""
"63671","","","","","","","","","","","","","0","0","0"
"63672","","","","0","0","0","","","","","","","","",""
"63673","","","","","","","","","","","","","0","0","0"
"63676","","","","","","","0","0","0","","","","0","0","0"
"63680","0","0","0","0","0","0","","","","","","","","",""
"63685","","","","","","","","","","","","","0","0","0"
"63686","0","0","0","0","0","0","","","","4","4","4","","",""
"63687","0","0","0","","","","","","","","","","","",""
"63688","","","","","","","0","0","0","","","","","",""
"63692","","","","0","0","0","","","","","","","","",""
"63695","","","","","","","","","","6","6","6","","",""
"63699","","","","","","","","","","3","3","3","","",""
"63707","","","","","","","0","0","0","","","","","",""
"63708","0","0","0","","","","","","","","","","","",""
"63714","","","","","","","","","","4","4","4","","",""
"63720","","","","0","0","0","","","","","","","","",""
"63725","","","","","","","0","0","0","","","","","",""
"63728","0","0","0","","","","","","","","","","","",""
"63732","","","","0","0","0","0","0","0","","","","","",""
"63736","","","","0","0","0","","","","","","","","",""
"63739","","","","0","0","0","","","","","","","","",""
"63744","","","","0","0","0","0","0","0","","","","","",""
"63747","","","","","","","0","0","0","","","","","",""
"63752","","","","","","","","","","7","7","7","","",""
"63753","","","","","","","0","0","0","6","6","6","","",""
"63756","","","","0","0","0","","","","","","","","",""
"63757","","","","0","0","0","","","","","","","","",""
"63763","","","","","","","","","","","","","1","1","1"
"63764","0","0","0","","","","","","","","","","","",""
"63767","","","","","","","","","","10","10","10","","",""
"63769","","","","","","","","","","","","","1","1","1"
"63773","","","","","","","","","","10","10","10","","",""
"63779","","","","","","","","","","4","4","4","","",""
"63783","","","","","","","","","","0","0","0","0","0","0"
"63785","0","0","0","","","","","","","","","","","",""
"63790","","","","0","0","0","","","","","","","","",""
"63792","","","","","","","","","","0","0","0","","",""
"63793","","","","","","","","","","","","","0","0","0"
"63795","","","","","","","0","0","0","","","","","",""
"63801","0","0","0","","","","","","","","","","1","1","1"
"63804","","","","0","0","0","","","","","","","","",""
"63805","2","2","2","","","","","","","","","","","",""
"63806","","","","0","0","0","","","","","","","","",""
"63808","0","0","0","","","","","","","","","","","",""
"63809","","","","0","0","0","","","","","","","","",""
"63811","0","0","0","","","","","","","","","","4","4","4"
"63812","","","","0","0","0","","","","","","","","",""
"63815","","","","","","","","","","","","","0","0","0"
"63818","","","","","","","0","0","0","","","","","",""
"63830","","","","","","","0","0","0","","","","","",""
"63831","","","","","","","","","","1","1","1","","",""
"63832","0","0","0","","","","","","","","","","","",""
"63838","2","2","2","","","","","","","","","","","",""
"63841","","","","0","0","0","0","0","0","","","","","",""
"63843","","","","","","","","","","0","0","0","","",""
"63846","","","","0","0","0","","","","","","","","",""
"63851","","","","","","","0","0","0","","","","","",""
"63861","","","","0","0","0","","","","","","","","",""
"63862","","","","","","","","","","","","","4","4","4"
"63870","","","","","","","","","","1","1","1","","",""
"63871","6","6","6","0","0","0","","","","","","","","",""
"63872","","","","0","0","0","","","","","","","","",""
"63896","","","","","","","0","0","0","","","","","",""
"63901","","","","","","","0","0","0","","","","","",""
"63903","0","0","0","","","","","","","","","","","",""
"63910","","","","","","","","","","","","","3","3","3"
"63912","","","","","","","","","","5","5","5","2","2","2"
"63913","0","0","0","","","","","","","","","","","",""
"63919","","","","","","","","","","11","11","11","","",""
"63923","0","0","0","","","","","","","","","","","",""
"63924","","","","","","","","","","","","","0","0","0"
"63927","","","","","","","0","0","0","","","","","",""
"63928","","","","","","","0","0","0","1","1","1","","",""
"63935","","","","","","","","","","","","","2","2","2"
"63938","","","","","","","","","","1","1","1","","",""
"63940","","","","0","0","0","","","","","","","","",""
"63942","","","","0","0","0","","","","","","","4","4","4"
"63946","1","1","1","","","","","","","","","","","",""
"63947","","","","","","","","","","","","","4","4","4"
"63952","","","","","","","0","0","0","","","","","",""
"63954","","","","","","","","","","","","","0","0","0"
"63959","","","","","","","0","0","0","","","","","",""
"63963","","","","0","0","0","","","","","","","","",""
"63964","","","","","","","","","","7","7","7","","",""
"63974","","","","","","","0","0","0","1","1","1","","",""
"63977","","","","","","","","","","2","2","2","","",""
"63979","0","0","0","","","","","","","","","","","",""
"63981","0","0","0","","","","","","","","","","","",""
"63983","","","","","","","0","0","0","","","","","",""
"63985","","","","","","","","","","5","5","5","","",""
"63986","","","","0","0","0","","","","","","","","",""
"63987","","","","0","0","0","","","","","","","","",""
"64003","","","","","","","","","","","","","4","4","4"
"64008","","","","0","0","0","","","","0","0","0","","",""
"64009","","","","0","0","0","","","","","","","","",""
"64010","0","0","0","","","","","","","","","","","",""
"64012","0","0","0","","","","","","","","","","","",""
"64013","","","","","","","0","0","0","","","","","",""
"64014","0","0","0","","","","","","","","","","","",""
"64017","","","","","","","","","","6","6","6","","",""
"64019","","","","","","","","","","","","","2","2","2"
"64023","","","","","","","","","","","","","0","0","0"
"64024","","","","","","","","","","2","2","2","","",""
"64025","","","","","","","0","0","0","","","","","",""
"64026","","","","","","","","","","","","","4","4","4"
"64027","","","","","","","","","","5","5","5","","",""
"64028","","","","","","","","","","","","","2","2","2"
"64030","0","0","0","","","","","","","3","3","3","","",""
"64031","","","","","","","","","","","","","0","0","0"
"64038","0","0","0","","","","","","","","","","","",""
"64042","","","","0","0","0","0","0","0","","","","","",""
"64044","","","","","","","","","","","","","7","7","7"
"64045","","","","","","","","","","2","2","2","","",""
"64048","","","","0","0","0","","","","","","","","",""
"64050","","","","","","","","","","","","","0","0","0"
"64051","","","","","","","","","","","","","0","0","0"
"64058","","","","","","","","","","","","","0","0","0"
"64059","","","","0","0","0","","","","","","","","",""
"64067","0","0","0","0","0","0","0","0","0","","","","","",""
"64071","","","","","","","","","","0","0","0","","",""
"64085","","","","","","","","","","6","6","6","0","0","0"
"64088","0","0","0","","","","","","","","","","","",""
"64093","","","","","","","0","0","0","","","","","",""
"64102","","","","","","","","","","","","","0","0","0"
"64103","","","","0","0","0","","","","","","","0","0","0"
"64108","","","","","","","","","","","","","6","6","6"
"64110","0","0","0","","","","","","","","","","","",""
"64112","","","","","","","","","","","","","10","10","10"
"64115","","","","","","","0","0","0","","","","","",""
"64121","0","0","0","","","","0","0","0","","","","","",""
"64123","","","","","","","","","","","","","0","0","0"
"64133","","","","","","","","","","1","1","1","","",""
"64137","0","0","0","0","0","0","","","","","","","","",""
"64151","","","","","","","0","0","0","4","4","4","","",""
"64153","0","0","0","","","","","","","","","","","",""
"64157","","","","0","0","0","","","","","","","","",""
"64158","","","","0","0","0","","","","","","","","",""
"64160","","","","0","0","0","","","","","","","","",""
"64161","","","","0","0","0","","","","","","","","",""
"64163","","","","0","0","0","","","","","","","","",""
"64165","","","","","","","","","","","","","0","0","0"
"64166","","","","0","0","0","","","","","","","","",""
"64167","0","0","0","","","","","","","","","","","",""
"64173","","","","0","0","0","","","","","","","","",""
"64175","","","","","","","0","0","0","","","","","",""
"64178","","","","","","","0","0","0","3","3","3","","",""
"64180","","","","","","","","","","","","","0","0","0"
"64190","","","","","","","0","0","0","","","","","",""
"64192","","","","","","","","","","5","5","5","","",""
"64196","","","","","","","","","","","","","0","0","0"
"64205","","","","","","","0","0","0","","","","","",""
"64208","","","","","","","0","0","0","","","","","",""
"64209","0","0","0","0","0","0","","","","","","","","",""
"64211","0","0","0","","","","","","","","","","","",""
"64212","0","0","0","","","","","","","","","","","",""
"64218","0","0","0","","","","","","","","","","","",""
"64219","0","0","0","","","","","","","","","","","",""
"64222","","","","","","","0","0","0","","","","","",""
"64225","","","","","","","0","0","0","","","","","",""
"64229","","","","","","","0","0","0","","","","","",""
"64230","","","","0","0","0","","","","","","","","",""
"64232","0","0","0","","","","","","","4","4","4","","",""
"64242","0","0","0","","","","","","","","","","","",""
"64250","0","0","0","","","","","","","","","","","",""
"64254","","","","","","","0","0","0","","","","0","0","0"
"64257","","","","","","","","","","","","","0","0","0"
"64259","0","0","0","","","","","","","","","","","",""
"64260","","","","0","0","0","","","","","","","","",""
"64270","0","0","0","","","","","","","","","","","",""
"64273","0","0","0","","","","","","","","","","","",""
"64274","0","0","0","","","","","","","6","6","6","","",""
"64277","","","","","","","","","","","","","0","0","0"
"64278","","","","","","","","","","","","","0","0","0"
"64279","","","","","","","","","","4","4","4","","",""
"64281","","","","","","","","","","3","3","3","","",""
"64284","","","","0","0","0","","","","","","","","",""
"64288","","","","","","","","","","","","","0","0","0"
"64289","","","","","","","","","","","","","0","0","0"
"64296","","","","0","0","0","","","","","","","","",""
"64299","","","","","","","","","","","","","0","0","0"
"64303","","","","","","","","","","","","","0","0","0"
"64304","","","","","","","0","0","0","","","","","",""
"64305","","","","0","0","0","","","","","","","","",""
"64313","","","","","","","0","0","0","","","","","",""
"64318","","","","0","0","0","","","","0","0","0","","",""
"64322","0","0","0","","","","","","","","","","","",""
"64328","5","5","5","","","","","","","10","10","10","","",""
"64330","","","","0","0","0","","","","","","","","",""
"64332","0","0","0","","","","","","","","","","0","0","0"
"64334","","","","","","","0","0","0","","","","","",""
"64340","","","","0","0","0","","","","","","","","",""
"64343","1","1","1","","","","","","","9","9","9","","",""
"64351","9","9","9","","","","","","","","","","","",""
"64352","","","","0","0","0","","","","5","5","5","","",""
"64353","","","","","","","","","","","","","0","0","0"
"64359","","","","","","","0","0","0","","","","","",""
"64364","0","0","0","","","","","","","","","","","",""
"64376","","","","","","","","","","1","1","1","","",""
"64380","","","","","","","","","","7","7","7","","",""
"64391","0","0","0","","","","","","","","","","","",""
"64394","","","","0","0","0","","","","","","","","",""
"64404","","","","0","0","0","","","","5","5","5","","",""
"64406","","","","","","","0","0","0","","","","","",""
"64409","0","0","0","","","","","","","","","","","",""
"64412","3","3","3","","","","0","0","0","","","","","",""
"64418","","","","0","0","0","","","","","","","0","0","0"
"64419","","","","","","","","","","8","8","8","","",""
"64426","","","","","","","","","","","","","4","4","4"
"64427","","","","0","0","0","","","","","","","","",""
"64430","","","","","","","","","","","","","5","5","5"
"64431","","","","","","","","","","5","5","5","","",""
"64440","","","","","","","0","0","0","","","","","",""
"64446","","","","0","0","0","","","","","","","","",""
"64447","1","1","1","","","","","","","","","","","",""
"64456","","","","","","","0","0","0","","","","","",""
"64459","","","","","","","0","0","0","11","11","11","","",""
"64460","","","","","","","","","","","","","0","0","0"
"64466","","","","","","","","","","6","6","6","","",""
