"Step","102-static-1","102-static-1 - latency-1__MIN","102-static-1 - latency-1__MAX","102-ofb","102-ofbt - latency-1__MIN","102-ofbt - latency-1__MAX","102-dynamic","102-dynamic - latency-1__MIN","102-dynamic - latency-1__MAX","102-every-10","102-every-10 - latency-1__MIN","102-every-10 - latency-1__MAX","102-every-100","102-every-100 - latency-1__MIN","102-every-100 - latency-1__MAX"
"13473","","","","16.666666666666668","16.666666666666668","16.666666666666668","","","","","","","","",""
"13491","","","","","","","15.75","15.75","15.75","","","","","",""
"13493","","","","","","","15.5","15.5","15.5","","","","","",""
"13496","","","","","","","","","","70","70","70","0","0","0"
"13497","","","","","","","15","15","15","","","","","",""
"13501","","","","5.222222222222222","5.222222222222222","5.222222222222222","","","","","","","","",""
"13502","42","42","42","","","","","","","69.5","69.5","69.5","0","0","0"
"13505","","","","4.285714285714286","4.285714285714286","4.285714285714286","","","","","","","","",""
"13506","42.57142857142857","42.57142857142857","42.57142857142857","","","","","","","","","","","",""
"13508","","","","","","","","","","67.5","67.5","67.5","0","0","0"
"13509","42.75","42.75","42.75","5.8","5.8","5.8","","","","","","","","",""
"13516","38.285714285714285","38.285714285714285","38.285714285714285","","","","","","","","","","","",""
"13517","","","","","","","0","0","0","","","","","",""
"13519","38.375","38.375","38.375","","","","","","","","","","","",""
"13520","","","","","","","0","0","0","","","","","",""
"13521","38","38","38","","","","30","30","30","","","","","",""
"13524","","","","","","","","","","69.5","69.5","69.5","70","70","70"
"13526","","","","","","","","","","69.75","69.75","69.75","70","70","70"
"13531","","","","","","","","","","69.625","69.625","69.625","70","70","70"
"13540","","","","","","","0","0","0","","","","","",""
"13547","","","","","","","0","0","0","","","","","",""
"13556","","","","","","","60.333333333333336","60.333333333333336","60.333333333333336","","","","","",""
"13562","","","","","","","","","","70","70","70","0","0","0"
"13563","","","","11.25","11.25","11.25","","","","70","70","70","0","0","0"
"13571","30.77777777777778","30.77777777777778","30.77777777777778","","","","","","","","","","","",""
"13576","","","","","","","69","69","69","","","","","",""
"13580","","","","4.428571428571429","4.428571428571429","4.428571428571429","69.8","69.8","69.8","","","","","",""
"13583","","","","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","70","70","70"
"13585","","","","2.5555555555555554","2.5555555555555554","2.5555555555555554","","","","","","","","",""
"13586","","","","1.8888888888888888","1.8888888888888888","1.8888888888888888","","","","69.57142857142857","69.57142857142857","69.57142857142857","0","0","0"
"13589","27.285714285714285","27.285714285714285","27.285714285714285","","","","70","70","70","","","","","",""
"13599","","","","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","",""
"13600","","","","1","1","1","","","","","","","","",""
"13601","29","29","29","","","","","","","","","","","",""
"13611","32.142857142857146","32.142857142857146","32.142857142857146","3.857142857142857","3.857142857142857","3.857142857142857","","","","","","","","",""
"13612","","","","3.2857142857142856","3.2857142857142856","3.2857142857142856","","","","","","","","",""
"13613","","","","","","","","","","67.28571428571429","67.28571428571429","67.28571428571429","0","0","0"
"13614","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","",""
"13615","","","","","","","62.3","62.3","62.3","","","","","",""
"13617","","","","","","","","","","68.4","68.4","68.4","0","0","0"
"13618","","","","","","","60.75","60.75","60.75","68.8","68.8","68.8","0","0","0"
"13619","","","","","","","","","","0","0","0","0","0","0"
"13622","34.166666666666664","34.166666666666664","34.166666666666664","","","","","","","","","","","",""
"13623","","","","","","","61.42857142857143","61.42857142857143","61.42857142857143","","","","","",""
"13624","","","","","","","61.5","61.5","61.5","","","","","",""
"13641","","","","","","","60.833333333333336","60.833333333333336","60.833333333333336","","","","","",""
"13649","43.25","43.25","43.25","0","0","0","","","","","","","","",""
"13653","","","","","","","","","","68.375","68.375","68.375","0","0","0"
"13658","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","0","0","0"
"13662","","","","","","","0","0","0","","","","","",""
"13663","","","","","","","","","","70","70","70","0","0","0"
"13668","","","","1.625","1.625","1.625","","","","","","","","",""
"13672","","","","","","","","","","70","70","70","0","0","0"
"13673","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667","","","","","",""
"13675","","","","","","","0","0","0","","","","","",""
"13679","","","","","","","","","","0","0","0","70","70","70"
"13692","","","","","","","","","","0","0","0","0","0","0"
"13700","","","","","","","70","70","70","","","","","",""
"13701","44","44","44","","","","","","","","","","","",""
"13703","45.333333333333336","45.333333333333336","45.333333333333336","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","",""
"13709","","","","","","","","","","0","0","0","0","0","0"
"13710","","","","","","","65.875","65.875","65.875","","","","","",""
"13713","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","",""
"13716","","","","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","","",""
"13717","","","","1.375","1.375","1.375","","","","","","","","",""
"13718","","","","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","",""
"13722","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","",""
"13723","","","","","","","57.44444444444444","57.44444444444444","57.44444444444444","","","","","",""
"13724","","","","","","","","","","69.5","69.5","69.5","70","70","70"
"13727","","","","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143","70","70","70"
"13729","","","","2.888888888888889","2.888888888888889","2.888888888888889","","","","","","","","",""
"13732","","","","2","2","2","","","","","","","","",""
"13735","","","","1.3","1.3","1.3","","","","","","","","",""
"13740","","","","0","0","0","","","","","","","","",""
"13745","","","","","","","54","54","54","","","","","",""
"13752","","","","0.5","0.5","0.5","","","","","","","","",""
"13754","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","",""
"13755","","","","","","","","","","65","65","65","70","70","70"
"13757","","","","","","","53.714285714285715","53.714285714285715","53.714285714285715","","","","","",""
"13758","","","","","","","53.166666666666664","53.166666666666664","53.166666666666664","","","","","",""
"13763","","","","0","0","0","","","","","","","","",""
"13765","67","67","67","","","","","","","","","","","",""
"13768","","","","0.5","0.5","0.5","","","","","","","","",""
"13772","","","","","","","","","","67","67","67","0","0","0"
"13777","","","","1.6","1.6","1.6","","","","","","","","",""
"13783","70","70","70","","","","","","","","","","","",""
"13793","","","","2.125","2.125","2.125","","","","","","","","",""
"13794","","","","2","2","2","","","","","","","","",""
"13798","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","",""
"13802","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","","","","",""
"13803","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","70","70","70"
"13808","","","","","","","39.2","39.2","39.2","","","","","",""
"13810","","","","","","","35.714285714285715","35.714285714285715","35.714285714285715","","","","","",""
"13817","","","","2","2","2","","","","","","","","",""
"13826","","","","","","","22.7","22.7","22.7","","","","","",""
"13829","69.33333333333333","69.33333333333333","69.33333333333333","","","","","","","","","","","",""
"13831","","","","","","","20.1","20.1","20.1","","","","","",""
"13846","","","","","","","","","","70","70","70","70","70","70"
"13848","70","70","70","","","","","","","","","","","",""
"13864","","","","0","0","0","","","","","","","","",""
"13865","","","","","","","0","0","0","","","","","",""
"13868","","","","","","","0","0","0","","","","","",""
"13876","70","70","70","","","","","","","","","","","",""
"13878","","","","","","","","","","69.5","69.5","69.5","70","70","70"
"13890","","","","5.333333333333333","5.333333333333333","5.333333333333333","","","","","","","","",""
"13898","","","","","","","43.5","43.5","43.5","68.71428571428571","68.71428571428571","68.71428571428571","70","70","70"
"13900","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","","","","",""
"13905","69.4","69.4","69.4","","","","","","","","","","","",""
"13908","68.5","68.5","68.5","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","",""
"13914","67","67","67","","","","","","","","","","","",""
"13918","","","","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857","70","70","70"
"13923","","","","","","","","","","70","70","70","70","70","70"
"13927","","","","","","","","","","70","70","70","70","70","70"
"13928","70","70","70","5.25","5.25","5.25","","","","","","","","",""
"13932","","","","5.375","5.375","5.375","","","","","","","","",""
"13933","","","","","","","57.75","57.75","57.75","","","","","",""
"13939","","","","8.4","8.4","8.4","","","","0","0","0","70","70","70"
"13944","","","","","","","57.714285714285715","57.714285714285715","57.714285714285715","","","","","",""
"13945","","","","","","","58","58","58","","","","","",""
"13946","","","","11","11","11","","","","","","","","",""
"13949","70","70","70","","","","","","","","","","","",""
"13954","","","","","","","","","","70","70","70","70","70","70"
"13956","69.75","69.75","69.75","","","","","","","","","","","",""
"13957","","","","","","","","","","70","70","70","70","70","70"
"13959","","","","","","","59.5","59.5","59.5","","","","","",""
"13961","69.8","69.8","69.8","","","","","","","","","","","",""
"13968","","","","5.428571428571429","5.428571428571429","5.428571428571429","","","","","","","","",""
"13977","","","","","","","63","63","63","","","","","",""
"13984","","","","","","","","","","70","70","70","70","70","70"
"13985","","","","","","","64.76923076923077","64.76923076923077","64.76923076923077","","","","","",""
"13990","","","","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","",""
"13991","68.14285714285714","68.14285714285714","68.14285714285714","","","","","","","","","","","",""
"13995","","","","","","","56","56","56","","","","","",""
"14000","69.57142857142857","69.57142857142857","69.57142857142857","0","0","0","","","","","","","","",""
"14003","","","","0","0","0","","","","","","","","",""
"14004","","","","0","0","0","","","","","","","","",""
"14005","","","","","","","49.75","49.75","49.75","","","","","",""
"14008","","","","","","","","","","70","70","70","69.5","69.5","69.5"
"14016","","","","","","","46","46","46","","","","","",""
"14018","","","","","","","45.333333333333336","45.333333333333336","45.333333333333336","","","","","",""
"14021","67.33333333333333","67.33333333333333","67.33333333333333","","","","","","","","","","","",""
"14033","","","","","","","","","","70","70","70","70","70","70"
"14034","","","","0","0","0","","","","","","","","",""
"14040","","","","1.375","1.375","1.375","","","","","","","","",""
"14048","","","","","","","","","","67.625","67.625","67.625","70","70","70"
"14062","53.875","53.875","53.875","","","","","","","","","","","",""
"14064","","","","","","","35","35","35","","","","","",""
"14068","","","","","","","","","","70","70","70","70","70","70"
"14071","43.8","43.8","43.8","","","","","","","","","","","",""
"14072","","","","0.25","0.25","0.25","","","","","","","","",""
"14084","","","","","","","35.875","35.875","35.875","","","","","",""
"14090","","","","","","","","","","70","70","70","69","69","69"
"14091","39.375","39.375","39.375","","","","","","","","","","","",""
"14092","39.857142857142854","39.857142857142854","39.857142857142854","","","","","","","","","","","",""
"14104","","","","","","","37.6","37.6","37.6","","","","","",""
"14106","38","38","38","","","","","","","70","70","70","70","70","70"
"14108","","","","","","","39.666666666666664","39.666666666666664","39.666666666666664","","","","","",""
"14109","","","","","","","","","","0","0","0","70","70","70"
"14110","","","","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667","70","70","70"
"14126","","","","5.25","5.25","5.25","","","","","","","","",""
"14128","","","","","","","47","47","47","","","","","",""
"14134","42","42","42","","","","","","","","","","","",""
"14136","","","","0","0","0","","","","","","","","",""
"14141","","","","","","","48.875","48.875","48.875","","","","","",""
"14157","","","","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","70","70","70"
"14161","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","","",""
"14170","32.166666666666664","32.166666666666664","32.166666666666664","","","","","","","","","","","",""
"14174","33","33","33","","","","","","","","","","","",""
"14175","","","","0","0","0","","","","","","","","",""
"14176","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","",""
"14179","35","35","35","","","","","","","","","","","",""
"14180","","","","","","","62","62","62","","","","","",""
"14192","","","","0","0","0","","","","","","","","",""
"14194","","","","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857","70","70","70"
"14200","","","","","","","70","70","70","70","70","70","70","70","70"
"14203","34.714285714285715","34.714285714285715","34.714285714285715","","","","","","","","","","","",""
"14208","","","","0","0","0","","","","","","","","",""
"14215","","","","","","","69.8","69.8","69.8","","","","","",""
"14216","","","","","","","70","70","70","","","","","",""
"14219","","","","","","","70","70","70","","","","","",""
"14223","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","",""
"14231","","","","","","","","","","70","70","70","70","70","70"
"14234","","","","","","","","","","70","70","70","70","70","70"
"14236","","","","2","2","2","","","","","","","","",""
"14239","","","","","","","","","","0","0","0","70","70","70"
"14241","","","","","","","70","70","70","","","","","",""
"14249","19.22222222222222","19.22222222222222","19.22222222222222","","","","0","0","0","","","","","",""
"14256","","","","2","2","2","","","","","","","","",""
"14261","","","","2.875","2.875","2.875","","","","","","","","",""
"14265","","","","","","","","","","70","70","70","70","70","70"
"14268","","","","1","1","1","","","","","","","","",""
"14281","","","","0.25","0.25","0.25","","","","","","","","",""
"14287","","","","1","1","1","","","","","","","","",""
"14294","40","40","40","","","","","","","","","","","",""
"14304","","","","4","4","4","","","","","","","","",""
"14305","42.166666666666664","42.166666666666664","42.166666666666664","","","","","","","","","","","",""
"14309","","","","","","","","","","0","0","0","70","70","70"
"14313","","","","4.666666666666667","4.666666666666667","4.666666666666667","","","","","","","","",""
"14321","41.857142857142854","41.857142857142854","41.857142857142854","","","","","","","","","","","",""
"14325","41.42857142857143","41.42857142857143","41.42857142857143","","","","","","","","","","","",""
"14326","","","","7.833333333333333","7.833333333333333","7.833333333333333","","","","","","","","",""
"14330","41","41","41","","","","","","","","","","","",""
"14332","","","","","","","0","0","0","69.66666666666667","69.66666666666667","69.66666666666667","68","68","68"
"14333","","","","","","","","","","69.6","69.6","69.6","68.5","68.5","68.5"
"14338","","","","","","","70","70","70","","","","","",""
"14339","","","","","","","","","","0","0","0","70","70","70"
"14355","","","","","","","","","","67","67","67","70","70","70"
"14356","","","","","","","70","70","70","","","","","",""
"14358","","","","","","","","","","67.71428571428571","67.71428571428571","67.71428571428571","0","0","0"
"14370","","","","","","","","","","68.625","68.625","68.625","70","70","70"
"14372","","","","","","","70","70","70","","","","","",""
"14377","","","","","","","69.14285714285714","69.14285714285714","69.14285714285714","","","","","",""
"14380","","","","","","","68.9","68.9","68.9","","","","","",""
"14382","","","","0","0","0","","","","","","","","",""
"14386","","","","","","","","","","66","66","66","70","70","70"
"14388","35.25","35.25","35.25","","","","","","","","","","","",""
"14390","","","","0","0","0","","","","","","","","",""
"14393","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","",""
"14395","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","68","68","68","","","","","",""
"14398","","","","","","","","","","70","70","70","70","70","70"
"14399","","","","","","","","","","0","0","0","0","0","0"
"14402","33.166666666666664","33.166666666666664","33.166666666666664","","","","70","70","70","","","","","",""
"14403","33.4","33.4","33.4","","","","","","","69.8","69.8","69.8","70","70","70"
"14407","","","","","","","","","","70","70","70","70","70","70"
"14408","","","","","","","","","","70","70","70","70","70","70"
"14415","35.285714285714285","35.285714285714285","35.285714285714285","","","","","","","","","","","",""
"14416","","","","4.875","4.875","4.875","","","","","","","","",""
"14421","","","","","","","70","70","70","","","","","",""
"14431","","","","","","","0","0","0","","","","","",""
"14432","37.285714285714285","37.285714285714285","37.285714285714285","","","","","","","","","","","",""
"14433","","","","7.666666666666667","7.666666666666667","7.666666666666667","","","","","","","","",""
"14440","","","","","","","0","0","0","69.4","69.4","69.4","70","70","70"
"14448","","","","6.571428571428571","6.571428571428571","6.571428571428571","","","","","","","","",""
"14451","","","","","","","","","","70","70","70","69.66666666666667","69.66666666666667","69.66666666666667"
"14452","","","","","","","","","","70","70","70","70","70","70"
"14455","","","","","","","0","0","0","","","","","",""
"14458","","","","6.5","6.5","6.5","","","","","","","","",""
"14461","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333","0","0","0"
"14464","","","","","","","","","","69.5","69.5","69.5","0","0","0"
"14471","","","","","","","68.66666666666667","68.66666666666667","68.66666666666667","","","","","",""
"14472","","","","","","","","","","70","70","70","68.6","68.6","68.6"
"14475","","","","7.25","7.25","7.25","65.9","65.9","65.9","","","","","",""
"14477","","","","6.625","6.625","6.625","","","","","","","","",""
"14479","48","48","48","","","","","","","","","","","",""
"14480","","","","","","","","","","69.75","69.75","69.75","69.5","69.5","69.5"
"14483","","","","4.375","4.375","4.375","","","","","","","","",""
"14484","","","","","","","","","","69.5","69.5","69.5","68","68","68"
"14485","51","51","51","","","","","","","","","","","",""
"14489","54","54","54","","","","","","","","","","","",""
"14490","","","","5","5","5","","","","","","","","",""
"14497","","","","4.625","4.625","4.625","","","","","","","","",""
"14503","","","","","","","","","","70","70","70","69.75","69.75","69.75"
"14506","57.142857142857146","57.142857142857146","57.142857142857146","","","","","","","70","70","70","69","69","69"
"14507","","","","","","","59","59","59","69.75","69.75","69.75","69.16666666666667","69.16666666666667","69.16666666666667"
"14512","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","",""
"14516","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","","",""
"14517","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"14519","","","","1","1","1","","","","","","","","",""
"14522","","","","1","1","1","","","","70","70","70","0","0","0"
"14523","","","","","","","59.57142857142857","59.57142857142857","59.57142857142857","","","","","",""
"14535","","","","","","","","","","70","70","70","70","70","70"
"14545","","","","","","","","","","70","70","70","69.16666666666667","69.16666666666667","69.16666666666667"
"14552","","","","","","","47.125","47.125","47.125","","","","","",""
"14553","","","","","","","47.44444444444444","47.44444444444444","47.44444444444444","","","","","",""
"14563","60","60","60","","","","","","","","","","","",""
"14575","64","64","64","","","","","","","","","","","",""
"14576","","","","1.5","1.5","1.5","","","","","","","","",""
"14580","","","","2","2","2","","","","","","","","",""
"14583","","","","","","","","","","70","70","70","70","70","70"
"14584","","","","","","","40.888888888888886","40.888888888888886","40.888888888888886","","","","","",""
"14588","70","70","70","","","","","","","","","","","",""
"14592","70","70","70","","","","","","","","","","","",""
"14593","70","70","70","","","","","","","","","","","",""
"14598","70","70","70","","","","","","","","","","","",""
"14601","","","","","","","","","","70","70","70","69.5","69.5","69.5"
"14610","70","70","70","","","","","","","","","","","",""
"14614","","","","3.5714285714285716","3.5714285714285716","3.5714285714285716","","","","","","","","",""
"14621","70","70","70","","","","","","","","","","","",""
"14626","","","","","","","","","","68.66666666666667","68.66666666666667","68.66666666666667","70","70","70"
"14633","","","","","","","","","","67.71428571428571","67.71428571428571","67.71428571428571","70","70","70"
"14634","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","",""
"14636","","","","0","0","0","","","","","","","","",""
"14637","","","","","","","23.142857142857142","23.142857142857142","23.142857142857142","","","","","",""
"14644","","","","","","","23.75","23.75","23.75","","","","","",""
"14649","69","69","69","","","","","","","","","","","",""
"14651","","","","","","","22.5","22.5","22.5","69.71428571428571","69.71428571428571","69.71428571428571","69.55555555555556","69.55555555555556","69.55555555555556"
"14653","","","","","","","22.714285714285715","22.714285714285715","22.714285714285715","","","","","",""
"14656","69.83333333333333","69.83333333333333","69.83333333333333","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"14658","","","","","","","22.857142857142858","22.857142857142858","22.857142857142858","","","","","",""
"14659","","","","","","","","","","0","0","0","67.75","67.75","67.75"
"14661","","","","","","","","","","70","70","70","68.33333333333333","68.33333333333333","68.33333333333333"
"14665","70","70","70","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143","69.83333333333333","69.83333333333333","69.83333333333333"
"14667","","","","","","","","","","70","70","70","70","70","70"
"14669","","","","","","","","","","0","0","0","70","70","70"
"14678","","","","1.2857142857142858","1.2857142857142858","1.2857142857142858","","","","","","","","",""
"14683","","","","0.75","0.75","0.75","","","","","","","","",""
"14685","","","","","","","","","","70","70","70","70","70","70"
"14687","","","","","","","17.375","17.375","17.375","","","","","",""
"14689","69.66666666666667","69.66666666666667","69.66666666666667","","","","","","","","","","","",""
"14690","","","","","","","17.6","17.6","17.6","","","","","",""
"14692","","","","","","","18","18","18","","","","","",""
"14698","69.57142857142857","69.57142857142857","69.57142857142857","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","","",""
"14700","","","","","","","19.4","19.4","19.4","","","","","",""
"14704","69.57142857142857","69.57142857142857","69.57142857142857","","","","","","","","","","","",""
"14705","","","","","","","","","","70","70","70","70","70","70"
"14708","","","","","","","","","","70","70","70","70","70","70"
"14713","","","","","","","","","","70","70","70","70","70","70"
"14719","70","70","70","","","","","","","","","","","",""
"14730","70","70","70","","","","","","","","","","","",""
"14732","69.85714285714286","69.85714285714286","69.85714285714286","","","","19.8","19.8","19.8","","","","","",""
"14737","","","","","","","","","","70","70","70","70","70","70"
"14738","69.2","69.2","69.2","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"14740","","","","","","","19.375","19.375","19.375","","","","","",""
"14747","","","","","","","16.4","16.4","16.4","","","","","",""
"14749","","","","0.625","0.625","0.625","","","","","","","","",""
"14751","","","","","","","","","","69.8","69.8","69.8","70","70","70"
"14765","70","70","70","","","","","","","","","","","",""
"14769","","","","","","","7.714285714285714","7.714285714285714","7.714285714285714","","","","","",""
"14793","","","","0","0","0","","","","","","","","",""
"14796","","","","0.3","0.3","0.3","","","","","","","","",""
"14801","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","69","69","69"
"14804","0","0","0","","","","","","","","","","","",""
"14817","","","","0","0","0","18.333333333333332","18.333333333333332","18.333333333333332","","","","","",""
"14825","","","","1.75","1.75","1.75","","","","","","","","",""
"14826","69.625","69.625","69.625","","","","","","","","","","","",""
"14829","","","","1","1","1","","","","","","","","",""
"14830","","","","","","","","","","66.77777777777777","66.77777777777777","66.77777777777777","68.8","68.8","68.8"
"14841","","","","0","0","0","","","","","","","","",""
"14846","","","","","","","","","","66.55555555555556","66.55555555555556","66.55555555555556","70","70","70"
"14854","70","70","70","","","","","","","","","","","",""
"14856","70","70","70","","","","","","","","","","","",""
"14860","68.625","68.625","68.625","","","","","","","","","","","",""
"14865","","","","","","","","","","58.5","58.5","58.5","70","70","70"
"14869","","","","","","","","","","0","0","0","70","70","70"
"14872","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"14873","","","","","","","","","","58.142857142857146","58.142857142857146","58.142857142857146","70","70","70"
"14877","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","",""
"14879","65.83333333333333","65.83333333333333","65.83333333333333","","","","","","","","","","","",""
"14880","66","66","66","","","","","","","60.5","60.5","60.5","70","70","70"
"14882","","","","","","","0","0","0","","","","","",""
"14883","","","","","","","","","","61","61","61","69.6","69.6","69.6"
"14884","","","","","","","0.125","0.125","0.125","","","","","",""
"14885","","","","3.375","3.375","3.375","","","","","","","","",""
"14890","","","","","","","0","0","0","","","","","",""
"14902","","","","","","","","","","70","70","70","70","70","70"
"14910","64.125","64.125","64.125","","","","","","","70","70","70","70","70","70"
"14912","","","","","","","","","","70","70","70","70","70","70"
"14914","","","","0.5","0.5","0.5","","","","","","","","",""
"14918","","","","","","","0","0","0","","","","","",""
"14924","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"14925","","","","0.8","0.8","0.8","","","","","","","","",""
"14929","60","60","60","","","","","","","","","","","",""
"14934","59.57142857142857","59.57142857142857","59.57142857142857","","","","","","","70","70","70","70","70","70"
"14945","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","","","","","",""
"14952","","","","0","0","0","","","","","","","","",""
"14955","","","","","","","0","0","0","70","70","70","70","70","70"
"14960","","","","","","","0","0","0","","","","","",""
"14963","60","60","60","","","","","","","","","","","",""
"14971","62.111111111111114","62.111111111111114","62.111111111111114","","","","","","","","","","","",""
"14977","","","","","","","0","0","0","","","","","",""
"14980","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","69.33333333333333","69.33333333333333","69.33333333333333","70","70","70"
"14982","63","63","63","","","","","","","","","","","",""
"14984","","","","","","","","","","68.14285714285714","68.14285714285714","68.14285714285714","0","0","0"
"14986","","","","","","","0","0","0","","","","","",""
"14987","63.857142857142854","63.857142857142854","63.857142857142854","","","","","","","","","","","",""
"14988","64","64","64","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","",""
"14995","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","0","0","0","","","","","",""
"14997","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","","","","",""
"15005","","","","0.5","0.5","0.5","","","","","","","","",""
"15010","","","","1.375","1.375","1.375","","","","","","","","",""
"15020","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","",""
"15023","61","61","61","","","","","","","","","","","",""
"15030","","","","5.5","5.5","5.5","","","","0","0","0","69.5","69.5","69.5"
"15031","62","62","62","","","","","","","","","","","",""
"15037","","","","","","","","","","70","70","70","69.28571428571429","69.28571428571429","69.28571428571429"
"15038","","","","","","","","","","70","70","70","69.83333333333333","69.83333333333333","69.83333333333333"
"15044","64","64","64","","","","","","","","","","","",""
"15050","","","","","","","","","","0","0","0","70","70","70"
"15054","","","","4.25","4.25","4.25","","","","70","70","70","70","70","70"
"15056","","","","","","","2","2","2","","","","","",""
"15059","0","0","0","","","","","","","","","","","",""
"15061","0","0","0","","","","","","","","","","","",""
"15075","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"15076","70","70","70","","","","","","","","","","","",""
"15083","","","","","","","4","4","4","","","","","",""
"15086","70","70","70","","","","","","","","","","","",""
"15089","70","70","70","","","","","","","","","","","",""
"15090","70","70","70","","","","","","","","","","","",""
"15091","70","70","70","","","","","","","","","","","",""
"15092","","","","","","","8","8","8","","","","","",""
"15095","69.25","69.25","69.25","","","","","","","","","","","",""
"15100","","","","","","","","","","0","0","0","70","70","70"
"15112","","","","","","","12","12","12","","","","","",""
"15120","70","70","70","","","","","","","","","","","",""
"15123","","","","","","","12.375","12.375","12.375","","","","","",""
"15137","","","","","","","","","","70","70","70","70","70","70"
"15141","","","","","","","13.285714285714286","13.285714285714286","13.285714285714286","70","70","70","70","70","70"
"15142","","","","","","","14","14","14","","","","","",""
"15151","","","","","","","","","","70","70","70","70","70","70"
"15159","","","","","","","10.857142857142858","10.857142857142858","10.857142857142858","0","0","0","70","70","70"
"15163","","","","","","","","","","70","70","70","70","70","70"
"15164","65.16666666666667","65.16666666666667","65.16666666666667","","","","","","","","","","","",""
"15165","","","","5.5","5.5","5.5","","","","","","","","",""
"15171","","","","","","","","","","70","70","70","70","70","70"
"15176","","","","","","","10.875","10.875","10.875","","","","","",""
"15180","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","","","","",""
"15182","","","","","","","11.428571428571429","11.428571428571429","11.428571428571429","","","","","",""
"15187","66.83333333333333","66.83333333333333","66.83333333333333","","","","","","","","","","","",""
"15188","66.42857142857143","66.42857142857143","66.42857142857143","","","","","","","","","","","",""
"15191","","","","3.1666666666666665","3.1666666666666665","3.1666666666666665","","","","","","","","",""
"15200","68.83333333333333","68.83333333333333","68.83333333333333","","","","12.142857142857142","12.142857142857142","12.142857142857142","","","","","",""
"15203","","","","","","","9.25","9.25","9.25","","","","","",""
"15204","69.5","69.5","69.5","","","","","","","","","","","",""
"15205","","","","","","","7.875","7.875","7.875","","","","","",""
"15206","","","","","","","","","","70","70","70","70","70","70"
"15217","70","70","70","","","","","","","","","","","",""
"15223","","","","1.375","1.375","1.375","","","","","","","","",""
"15228","","","","","","","","","","70","70","70","69.5","69.5","69.5"
"15231","","","","","","","7.833333333333333","7.833333333333333","7.833333333333333","","","","","",""
"15248","70","70","70","","","","","","","","","","","",""
"15260","","","","5.142857142857143","5.142857142857143","5.142857142857143","","","","","","","","",""
"15279","","","","","","","","","","0","0","0","70","70","70"
"15286","","","","","","","2.2222222222222223","2.2222222222222223","2.2222222222222223","","","","","",""
