"Step","102-static-1","102-static-1 - latency-1__MIN","102-static-1 - latency-1__MAX","102-ofb","102-ofbt - latency-1__MIN","102-ofbt - latency-1__MAX","102-dynamic","102-dynamic - latency-1__MIN","102-dynamic - latency-1__MAX","102-every-10","102-every-10 - latency-1__MIN","102-every-10 - latency-1__MAX","102-every-100","102-every-100 - latency-1__MIN","102-every-100 - latency-1__MAX"
"129096","","","","","","","","","","","","","64","64","64"
"129099","","","","","","","5.571428571428571","5.571428571428571","5.571428571428571","","","","","",""
"129103","","","","5","5","5","","","","","","","","",""
"129104","","","","4.875","4.875","4.875","","","","","","","","",""
"129105","","","","","","","4.285714285714286","4.285714285714286","4.285714285714286","","","","","",""
"129106","","","","","","","5","5","5","","","","","",""
"129109","","","","","","","","","","","","","66.33333333333333","66.33333333333333","66.33333333333333"
"129111","","","","","","","8","8","8","","","","","",""
"129114","","","","","","","","","","70","70","70","","",""
"129117","70","70","70","","","","7.375","7.375","7.375","","","","64.57142857142857","64.57142857142857","64.57142857142857"
"129118","","","","8","8","8","","","","","","","","",""
"129120","","","","","","","","","","","","","65.83333333333333","65.83333333333333","65.83333333333333"
"129122","","","","","","","","","","","","","66.28571428571429","66.28571428571429","66.28571428571429"
"129130","","","","","","","","","","70","70","70","","",""
"129133","","","","","","","","","","","","","63.75","63.75","63.75"
"129136","","","","","","","","","","","","","64.14285714285714","64.14285714285714","64.14285714285714"
"129140","","","","","","","","","","","","","64","64","64"
"129143","","","","","","","6.714285714285714","6.714285714285714","6.714285714285714","","","","","",""
"129146","70","70","70","","","","","","","","","","","",""
"129152","","","","","","","","","","70","70","70","","",""
"129158","70","70","70","","","","","","","","","","","",""
"129159","","","","","","","9.25","9.25","9.25","","","","","",""
"129163","","","","6.857142857142857","6.857142857142857","6.857142857142857","","","","","","","","",""
"129164","70","70","70","","","","","","","","","","61.888888888888886","61.888888888888886","61.888888888888886"
"129165","","","","6.857142857142857","6.857142857142857","6.857142857142857","","","","","","","61.375","61.375","61.375"
"129172","70","70","70","","","","","","","70","70","70","","",""
"129173","","","","","","","","","","70","70","70","","",""
"129175","","","","","","","5.4","5.4","5.4","","","","","",""
"129181","","","","","","","","","","70","70","70","","",""
"129182","","","","","","","7","7","7","","","","","",""
"129183","","","","","","","","","","70","70","70","","",""
"129185","70","70","70","","","","","","","","","","","",""
"129190","","","","","","","","","","","","","59.875","59.875","59.875"
"129192","","","","3","3","3","","","","70","70","70","","",""
"129193","","","","","","","","","","","","","59.857142857142854","59.857142857142854","59.857142857142854"
"129195","","","","","","","10","10","10","","","","","",""
"129198","","","","","","","","","","70","70","70","","",""
"129204","69.42857142857143","69.42857142857143","69.42857142857143","","","","","","","","","","","",""
"129205","","","","","","","5.833333333333333","5.833333333333333","5.833333333333333","","","","","",""
"129230","","","","","","","5.875","5.875","5.875","","","","","",""
"129235","","","","","","","5.857142857142857","5.857142857142857","5.857142857142857","","","","","",""
"129238","","","","","","","6.142857142857143","6.142857142857143","6.142857142857143","","","","","",""
"129241","","","","","","","","","","","","","52.4","52.4","52.4"
"129247","70","70","70","","","","","","","","","","","",""
"129250","70","70","70","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","",""
"129259","","","","","","","2.625","2.625","2.625","","","","","",""
"129265","70","70","70","","","","","","","","","","","",""
"129267","","","","2","2","2","","","","","","","","",""
"129268","70","70","70","","","","","","","","","","","",""
"129273","67.42857142857143","67.42857142857143","67.42857142857143","","","","","","","","","","","",""
"129274","67.16666666666667","67.16666666666667","67.16666666666667","","","","","","","","","","","",""
"129281","","","","","","","","","","","","","49.22222222222222","49.22222222222222","49.22222222222222"
"129282","69","69","69","","","","","","","","","","","",""
"129284","","","","","","","3.375","3.375","3.375","","","","","",""
"129294","","","","3.4285714285714284","3.4285714285714284","3.4285714285714284","","","","","","","","",""
"129296","","","","","","","0","0","0","","","","","",""
"129303","","","","3.8333333333333335","3.8333333333333335","3.8333333333333335","","","","","","","","",""
"129304","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","0","0","0","","",""
"129305","","","","","","","","","","","","","49.285714285714285","49.285714285714285","49.285714285714285"
"129306","","","","","","","0","0","0","","","","","",""
"129307","","","","","","","","","","","","","48.857142857142854","48.857142857142854","48.857142857142854"
"129308","","","","","","","","","","70","70","70","","",""
"129316","","","","0.4","0.4","0.4","","","","","","","46.714285714285715","46.714285714285715","46.714285714285715"
"129318","70","70","70","","","","","","","","","","","",""
"129320","70","70","70","","","","","","","70","70","70","","",""
"129327","","","","0","0","0","","","","","","","","",""
"129329","","","","","","","","","","","","","42.857142857142854","42.857142857142854","42.857142857142854"
"129330","","","","","","","","","","","","","42.857142857142854","42.857142857142854","42.857142857142854"
"129335","","","","","","","","","","70","70","70","","",""
"129341","","","","","","","0","0","0","","","","","",""
"129343","","","","","","","","","","","","","41","41","41"
"129344","","","","","","","","","","70","70","70","","",""
"129346","","","","","","","","","","70","70","70","","",""
"129347","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"129351","","","","0.25","0.25","0.25","","","","","","","41.5","41.5","41.5"
"129352","69.57142857142857","69.57142857142857","69.57142857142857","","","","","","","","","","","",""
"129355","","","","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","",""
"129357","","","","0.875","0.875","0.875","","","","","","","","",""
"129360","","","","","","","","","","70","70","70","","",""
"129362","","","","","","","","","","","","","43.42857142857143","43.42857142857143","43.42857142857143"
"129365","","","","0.5","0.5","0.5","","","","","","","44.57142857142857","44.57142857142857","44.57142857142857"
"129366","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","","",""
"129368","","","","","","","","","","70","70","70","","",""
"129373","","","","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","",""
"129380","69.8","69.8","69.8","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","",""
"129381","","","","","","","1.375","1.375","1.375","","","","","",""
"129387","","","","","","","2.125","2.125","2.125","","","","","",""
"129388","","","","","","","","","","","","","46","46","46"
"129395","70","70","70","","","","","","","","","","","",""
"129396","","","","","","","","","","70","70","70","","",""
"129397","","","","","","","0","0","0","","","","","",""
"129398","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","",""
"129399","","","","0.75","0.75","0.75","0.75","0.75","0.75","","","","","",""
"129404","","","","1","1","1","","","","","","","","",""
"129406","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","70","70","70","","",""
"129414","","","","","","","","","","70","70","70","50","50","50"
"129427","","","","","","","","","","","","","52","52","52"
"129431","","","","","","","","","","70","70","70","","",""
"129436","","","","","","","1.75","1.75","1.75","","","","","",""
"129441","","","","1.75","1.75","1.75","","","","","","","","",""
"129445","","","","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","",""
"129450","69.8","69.8","69.8","","","","","","","","","","52","52","52"
"129452","","","","1.25","1.25","1.25","","","","","","","","",""
"129454","","","","0.75","0.75","0.75","","","","","","","","",""
"129455","","","","","","","","","","","","","52.57142857142857","52.57142857142857","52.57142857142857"
"129458","70","70","70","","","","","","","0","0","0","52.57142857142857","52.57142857142857","52.57142857142857"
"129460","","","","","","","","","","","","","52.857142857142854","52.857142857142854","52.857142857142854"
"129461","","","","0","0","0","","","","","","","","",""
"129467","","","","","","","","","","","","","53.5","53.5","53.5"
"129469","","","","","","","","","","","","","53.75","53.75","53.75"
"129478","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","","","","",""
"129479","","","","","","","","","","","","","54","54","54"
"129485","","","","3.8333333333333335","3.8333333333333335","3.8333333333333335","","","","","","","","",""
"129486","","","","","","","1","1","1","","","","","",""
"129493","70","70","70","","","","","","","","","","","",""
"129497","","","","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","",""
"129504","","","","","","","1.625","1.625","1.625","","","","","",""
"129505","70","70","70","","","","","","","","","","","",""
"129506","70","70","70","","","","","","","","","","","",""
"129508","","","","","","","","","","70","70","70","","",""
"129509","","","","","","","2","2","2","0","0","0","","",""
"129519","70","70","70","","","","","","","","","","","",""
"129533","","","","","","","","","","","","","60.166666666666664","60.166666666666664","60.166666666666664"
"129540","69.4","69.4","69.4","","","","","","","","","","62.166666666666664","62.166666666666664","62.166666666666664"
"129541","","","","","","","","","","69.25","69.25","69.25","62","62","62"
"129543","","","","","","","","","","69.75","69.75","69.75","","",""
"129545","","","","","","","","","","","","","61","61","61"
"129547","","","","","","","0.25","0.25","0.25","","","","","",""
"129554","","","","3.125","3.125","3.125","","","","","","","","",""
"129562","","","","","","","","","","","","","63.166666666666664","63.166666666666664","63.166666666666664"
"129567","","","","","","","0","0","0","","","","","",""
"129568","","","","","","","0","0","0","","","","","",""
"129576","","","","","","","","","","70","70","70","","",""
"129578","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","","","","","","","","",""
"129579","70","70","70","","","","","","","","","","","",""
"129580","70","70","70","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","",""
"129581","","","","","","","0","0","0","","","","","",""
"129587","70","70","70","","","","","","","","","","","",""
"129592","","","","","","","1.375","1.375","1.375","","","","","",""
"129596","","","","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571","70","70","70","","",""
"129609","","","","","","","","","","","","","69.33333333333333","69.33333333333333","69.33333333333333"
"129610","","","","","","","","","","0","0","0","","",""
"129616","","","","1","1","1","","","","","","","","",""
"129621","","","","","","","5","5","5","","","","","",""
"129623","","","","","","","","","","70","70","70","","",""
"129627","","","","","","","","","","70","70","70","","",""
"129629","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"129630","","","","1.625","1.625","1.625","","","","","","","","",""
"129631","","","","","","","","","","70","70","70","","",""
"129647","69.83333333333333","69.83333333333333","69.83333333333333","","","","","","","","","","","",""
"129651","69.83333333333333","69.83333333333333","69.83333333333333","","","","","","","","","","","",""
"129652","","","","3.5","3.5","3.5","","","","","","","","",""
"129660","","","","","","","","","","70","70","70","","",""
"129664","","","","","","","8","8","8","","","","","",""
"129667","","","","3.25","3.25","3.25","","","","","","","","",""
"129671","","","","","","","7","7","7","","","","","",""
"129677","69.25","69.25","69.25","","","","","","","","","","","",""
"129678","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","",""
"129679","","","","","","","7","7","7","","","","","",""
"129683","","","","","","","","","","70","70","70","","",""
"129684","","","","","","","4.375","4.375","4.375","","","","","",""
"129694","","","","2.625","2.625","2.625","","","","","","","","",""
"129696","70","70","70","3","3","3","","","","","","","","",""
"129700","70","70","70","","","","","","","","","","","",""
"129708","","","","6","6","6","","","","","","","","",""
"129711","","","","6.857142857142857","6.857142857142857","6.857142857142857","","","","","","","","",""
"129714","70","70","70","","","","","","","","","","","",""
"129715","70","70","70","","","","8","8","8","","","","69","69","69"
"129716","70","70","70","","","","","","","","","","","",""
"129718","","","","","","","","","","70","70","70","","",""
"129724","","","","","","","","","","70","70","70","","",""
"129729","70","70","70","","","","","","","","","","","",""
"129730","70","70","70","0","0","0","","","","","","","","",""
"129735","","","","","","","","","","70","70","70","66.16666666666667","66.16666666666667","66.16666666666667"
"129738","","","","","","","","","","","","","64.42857142857143","64.42857142857143","64.42857142857143"
"129739","","","","","","","","","","","","","64.16666666666667","64.16666666666667","64.16666666666667"
"129740","","","","","","","","","","70","70","70","","",""
"129751","","","","0.25","0.25","0.25","","","","70","70","70","","",""
"129752","","","","","","","13.833333333333334","13.833333333333334","13.833333333333334","","","","","",""
"129753","","","","","","","","","","","","","67.625","67.625","67.625"
"129755","","","","","","","13.142857142857142","13.142857142857142","13.142857142857142","","","","","",""
"129759","69.75","69.75","69.75","","","","","","","0","0","0","","",""
"129760","","","","","","","","","","","","","68.42857142857143","68.42857142857143","68.42857142857143"
"129762","","","","","","","","","","","","","68.83333333333333","68.83333333333333","68.83333333333333"
"129764","","","","","","","","","","","","","69","69","69"
"129765","","","","","","","","","","","","","69","69","69"
"129768","","","","","","","","","","70","70","70","","",""
"129770","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","",""
"129771","","","","","","","","","","70","70","70","","",""
"129772","","","","","","","14.666666666666666","14.666666666666666","14.666666666666666","","","","70","70","70"
"129773","","","","1.375","1.375","1.375","","","","","","","","",""
"129779","","","","","","","","","","0","0","0","","",""
"129780","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"129782","69.75","69.75","69.75","","","","","","","","","","","",""
"129790","70","70","70","","","","","","","","","","","",""
"129791","","","","","","","","","","70","70","70","","",""
"129803","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","","","","","","","","",""
"129805","","","","","","","15.833333333333334","15.833333333333334","15.833333333333334","","","","","",""
"129806","","","","0","0","0","","","","","","","","",""
"129808","","","","","","","","","","70","70","70","","",""
"129810","","","","","","","15.333333333333334","15.333333333333334","15.333333333333334","","","","67.66666666666667","67.66666666666667","67.66666666666667"
"129811","","","","","","","","","","70","70","70","","",""
"129813","","","","1","1","1","","","","","","","","",""
"129817","70","70","70","","","","","","","","","","","",""
"129819","","","","","","","16.5","16.5","16.5","","","","","",""
"129824","","","","","","","15.5","15.5","15.5","","","","","",""
"129826","","","","","","","14.571428571428571","14.571428571428571","14.571428571428571","","","","","",""
"129827","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","","","","","","","69.28571428571429","69.28571428571429","69.28571428571429"
"129828","70","70","70","","","","","","","","","","","",""
"129829","69.75","69.75","69.75","","","","","","","","","","","",""
"129831","","","","","","","","","","70","70","70","","",""
"129833","70","70","70","","","","","","","","","","","",""
"129834","","","","","","","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143"
"129848","70","70","70","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","","","","",""
"129850","","","","","","","13.428571428571429","13.428571428571429","13.428571428571429","","","","","",""
"129866","","","","","","","13.428571428571429","13.428571428571429","13.428571428571429","","","","","",""
"129868","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"129873","","","","","","","13.285714285714286","13.285714285714286","13.285714285714286","","","","","",""
"129875","","","","","","","","","","","","","70","70","70"
"129878","","","","","","","13.714285714285714","13.714285714285714","13.714285714285714","","","","","",""
"129880","69","69","69","","","","","","","","","","","",""
"129882","","","","","","","","","","70","70","70","","",""
"129885","69","69","69","","","","","","","","","","","",""
"129890","70","70","70","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","",""
"129892","","","","","","","","","","","","","69.16666666666667","69.16666666666667","69.16666666666667"
"129899","70","70","70","1","1","1","","","","","","","","",""
"129900","70","70","70","","","","","","","","","","","",""
"129904","","","","0","0","0","18","18","18","","","","68","68","68"
"129921","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","",""
"129931","70","70","70","","","","","","","","","","","",""
"129940","","","","","","","","","","","","","68.71428571428571","68.71428571428571","68.71428571428571"
"129941","","","","","","","18.666666666666668","18.666666666666668","18.666666666666668","","","","","",""
"129949","","","","","","","","","","","","","70","70","70"
"129954","","","","5","5","5","","","","69.5","69.5","69.5","","",""
"129957","","","","","","","18.4","18.4","18.4","","","","","",""
"129959","","","","","","","18.285714285714285","18.285714285714285","18.285714285714285","","","","","",""
"129962","","","","","","","19","19","19","","","","","",""
"129968","","","","8.714285714285714","8.714285714285714","8.714285714285714","","","","","","","","",""
"129971","","","","","","","","","","","","","69.14285714285714","69.14285714285714","69.14285714285714"
"129974","","","","8.3","8.3","8.3","","","","","","","","",""
"129977","","","","","","","","","","","","","68.33333333333333","68.33333333333333","68.33333333333333"
"129984","","","","","","","20.142857142857142","20.142857142857142","20.142857142857142","","","","","",""
"129986","","","","","","","","","","","","","69.14285714285714","69.14285714285714","69.14285714285714"
"129987","","","","","","","19.714285714285715","19.714285714285715","19.714285714285715","","","","","",""
"129991","","","","","","","19.625","19.625","19.625","","","","","",""
"129996","69.25","69.25","69.25","","","","","","","70","70","70","","",""
"130005","","","","","","","","","","70","70","70","","",""
"130010","","","","0","0","0","","","","","","","","",""
"130012","","","","","","","19.75","19.75","19.75","","","","","",""
"130026","69.5","69.5","69.5","","","","","","","","","","","",""
"130027","","","","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","","","","",""
"130028","","","","","","","","","","70","70","70","","",""
"130031","","","","","","","","","","","","","67.28571428571429","67.28571428571429","67.28571428571429"
"130033","70","70","70","","","","","","","","","","67.16666666666667","67.16666666666667","67.16666666666667"
"130035","","","","","","","","","","69.25","69.25","69.25","","",""
"130036","70","70","70","","","","","","","","","","","",""
"130038","","","","","","","15.6","15.6","15.6","","","","","",""
"130040","","","","","","","","","","","","","70","70","70"
"130043","","","","0.5","0.5","0.5","","","","","","","","",""
"130048","","","","","","","19","19","19","","","","68.42857142857143","68.42857142857143","68.42857142857143"
"130050","","","","","","","19.714285714285715","19.714285714285715","19.714285714285715","","","","","",""
"130059","","","","","","","","","","","","","66.14285714285714","66.14285714285714","66.14285714285714"
"130063","","","","","","","21","21","21","","","","","",""
"130067","","","","4.571428571428571","4.571428571428571","4.571428571428571","","","","70","70","70","","",""
"130068","","","","","","","","","","","","","68","68","68"
"130069","70","70","70","","","","","","","","","","","",""
"130071","","","","","","","","","","","","","69","69","69"
"130072","70","70","70","","","","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667"
"130073","","","","","","","","","","70","70","70","","",""
"130074","","","","","","","22.666666666666668","22.666666666666668","22.666666666666668","","","","","",""
"130076","70","70","70","","","","","","","","","","","",""
"130080","","","","3.75","3.75","3.75","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"130083","","","","","","","23","23","23","","","","","",""
"130089","70","70","70","","","","","","","","","","","",""
"130092","70","70","70","","","","","","","","","","","",""
"130095","","","","","","","","","","","","","68.14285714285714","68.14285714285714","68.14285714285714"
"130099","70","70","70","","","","","","","","","","","",""
"130102","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","",""
"130103","","","","0","0","0","","","","","","","","",""
"130105","","","","","","","26.5","26.5","26.5","","","","","",""
"130109","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","26.428571428571427","26.428571428571427","26.428571428571427","","","","","",""
"130110","70","70","70","","","","25.75","25.75","25.75","","","","","",""
"130113","","","","","","","25.125","25.125","25.125","","","","","",""
"130114","","","","","","","","","","69","69","69","","",""
"130116","","","","0","0","0","25.285714285714285","25.285714285714285","25.285714285714285","","","","","",""
"130118","","","","","","","","","","68.8","68.8","68.8","","",""
"130121","","","","","","","24","24","24","70","70","70","","",""
"130127","","","","1.875","1.875","1.875","","","","70","70","70","","",""
"130129","","","","","","","","","","0","0","0","","",""
"130131","","","","1.25","1.25","1.25","","","","70","70","70","","",""
"130136","","","","","","","","","","","","","67.85714285714286","67.85714285714286","67.85714285714286"
"130137","70","70","70","","","","","","","","","","","",""
"130138","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","",""
"130144","70","70","70","","","","","","","","","","","",""
"130145","70","70","70","","","","","","","","","","","",""
"130155","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"130156","70","70","70","","","","","","","70","70","70","","",""
"130158","","","","","","","18.75","18.75","18.75","","","","","",""
"130159","","","","","","","","","","0","0","0","","",""
"130162","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","","","","",""
"130164","70","70","70","","","","","","","70","70","70","","",""
"130167","","","","","","","","","","70","70","70","","",""
"130170","","","","0","0","0","18.285714285714285","18.285714285714285","18.285714285714285","","","","","",""
"130174","","","","0","0","0","","","","70","70","70","","",""
"130178","","","","","","","","","","","","","68.85714285714286","68.85714285714286","68.85714285714286"
"130179","","","","","","","18.857142857142858","18.857142857142858","18.857142857142858","","","","","",""
"130180","","","","","","","19","19","19","","","","","",""
"130182","","","","","","","","","","70","70","70","","",""
"130191","","","","4.875","4.875","4.875","","","","","","","","",""
"130203","","","","4.5","4.5","4.5","","","","","","","","",""
"130211","","","","","","","","","","","","","65.16666666666667","65.16666666666667","65.16666666666667"
"130215","","","","","","","20.875","20.875","20.875","70","70","70","","",""
"130224","","","","","","","","","","","","","63.666666666666664","63.666666666666664","63.666666666666664"
"130226","","","","5","5","5","","","","","","","","",""
"130229","69.28571428571429","69.28571428571429","69.28571428571429","","","","","","","","","","","",""
"130231","","","","6.5","6.5","6.5","","","","","","","","",""
"130235","70","70","70","","","","","","","","","","","",""
"130236","","","","","","","","","","70","70","70","","",""
"130245","","","","7","7","7","","","","","","","65.83333333333333","65.83333333333333","65.83333333333333"
"130251","","","","","","","","","","","","","68","68","68"
"130252","","","","","","","","","","","","","68.42857142857143","68.42857142857143","68.42857142857143"
"130258","","","","6.333333333333333","6.333333333333333","6.333333333333333","","","","","","","","",""
"130260","","","","","","","19.571428571428573","19.571428571428573","19.571428571428573","","","","","",""
"130269","","","","","","","20.714285714285715","20.714285714285715","20.714285714285715","","","","","",""
"130271","","","","5.428571428571429","5.428571428571429","5.428571428571429","","","","","","","","",""
"130274","","","","","","","21.125","21.125","21.125","","","","","",""
"130278","","","","","","","","","","70","70","70","","",""
"130279","","","","","","","","","","0","0","0","","",""
"130282","","","","","","","","","","70","70","70","","",""
"130284","70","70","70","","","","","","","","","","","",""
"130285","","","","4","4","4","","","","","","","","",""
"130291","","","","","","","","","","","","","63.625","63.625","63.625"
"130302","68.5","68.5","68.5","","","","","","","","","","","",""
"130304","","","","","","","","","","70","70","70","","",""
"130305","","","","","","","19.833333333333332","19.833333333333332","19.833333333333332","","","","","",""
"130306","69","69","69","","","","","","","","","","","",""
"130313","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","",""
"130314","","","","","","","20.666666666666668","20.666666666666668","20.666666666666668","","","","","",""
"130315","","","","","","","20.714285714285715","20.714285714285715","20.714285714285715","","","","","",""
"130318","","","","1.75","1.75","1.75","","","","","","","","",""
"130319","","","","","","","","","","0","0","0","","",""
"130324","67.66666666666667","67.66666666666667","67.66666666666667","","","","19.125","19.125","19.125","70","70","70","58","58","58"
"130326","","","","","","","19.571428571428573","19.571428571428573","19.571428571428573","","","","","",""
"130329","","","","","","","19.625","19.625","19.625","","","","","",""
"130332","","","","0","0","0","","","","","","","","",""
"130334","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","",""
"130335","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","","","","","","","","",""
"130338","69.2","69.2","69.2","","","","","","","","","","","",""
"130339","","","","","","","","","","0","0","0","","",""
"130341","","","","","","","15.714285714285714","15.714285714285714","15.714285714285714","","","","","",""
"130350","","","","","","","","","","","","","55.142857142857146","55.142857142857146","55.142857142857146"
"130351","","","","","","","17","17","17","","","","","",""
"130353","","","","","","","","","","","","","54.42857142857143","54.42857142857143","54.42857142857143"
"130354","70","70","70","","","","","","","","","","","",""
"130355","","","","","","","","","","","","","54","54","54"
"130363","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","","","","",""
"130377","","","","1.375","1.375","1.375","","","","","","","","",""
"130378","","","","","","","","","","","","","59.5","59.5","59.5"
"130383","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","59","59","59"
"130386","","","","","","","16","16","16","","","","","",""
"130388","","","","","","","15","15","15","","","","","",""
"130391","70","70","70","","","","","","","","","","","",""
"130394","70","70","70","","","","","","","","","","","",""
"130399","","","","2","2","2","","","","","","","","",""
"130406","","","","","","","","","","70","70","70","","",""
"130408","","","","1.75","1.75","1.75","","","","","","","","",""
"130410","70","70","70","","","","","","","","","","","",""
"130411","","","","2.7142857142857144","2.7142857142857144","2.7142857142857144","","","","","","","","",""
"130413","","","","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","","",""
"130416","","","","2.375","2.375","2.375","","","","","","","","",""
"130420","70","70","70","","","","","","","","","","","",""
"130422","","","","","","","13.25","13.25","13.25","","","","","",""
"130424","","","","","","","13.833333333333334","13.833333333333334","13.833333333333334","","","","","",""
"130425","","","","","","","13.857142857142858","13.857142857142858","13.857142857142858","","","","","",""
"130432","","","","","","","","","","70","70","70","","",""
"130433","","","","","","","","","","","","","53","53","53"
"130436","70","70","70","","","","","","","70","70","70","","",""
"130438","","","","","","","","","","","","","54","54","54"
"130444","","","","","","","14.428571428571429","14.428571428571429","14.428571428571429","","","","","",""
"130456","","","","","","","14.285714285714286","14.285714285714286","14.285714285714286","","","","","",""
"130457","","","","0.25","0.25","0.25","","","","","","","","",""
"130464","","","","","","","14","14","14","","","","","",""
"130465","70","70","70","","","","14.375","14.375","14.375","70","70","70","","",""
"130467","","","","1","1","1","","","","","","","","",""
"130469","","","","","","","","","","","","","47.857142857142854","47.857142857142854","47.857142857142854"
"130471","","","","","","","","","","","","","48.285714285714285","48.285714285714285","48.285714285714285"
"130481","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666","","","","","",""
"130493","70","70","70","","","","","","","","","","","",""
"130496","","","","","","","","","","","","","45.285714285714285","45.285714285714285","45.285714285714285"
"130499","70","70","70","","","","","","","","","","","",""
"130501","","","","","","","11.285714285714286","11.285714285714286","11.285714285714286","70","70","70","","",""
"130503","","","","0.625","0.625","0.625","","","","","","","","",""
"130506","","","","","","","","","","","","","46.285714285714285","46.285714285714285","46.285714285714285"
"130507","","","","","","","","","","70","70","70","","",""
"130512","70","70","70","","","","","","","","","","","",""
"130517","","","","","","","12.666666666666666","12.666666666666666","12.666666666666666","","","","","",""
"130519","","","","","","","","","","","","","43.125","43.125","43.125"
"130521","","","","0","0","0","","","","","","","","",""
"130524","","","","","","","","","","","","","42.857142857142854","42.857142857142854","42.857142857142854"
"130529","","","","1","1","1","","","","","","","","",""
"130530","","","","","","","","","","70","70","70","","",""
"130533","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","","","","","","","","",""
"130537","","","","","","","","","","70","70","70","","",""
"130538","","","","","","","","","","","","","39.75","39.75","39.75"
"130540","","","","0.625","0.625","0.625","","","","","","","","",""
"130542","70","70","70","","","","","","","","","","","",""
"130543","","","","","","","","","","70","70","70","","",""
"130545","","","","","","","","","","","","","39.285714285714285","39.285714285714285","39.285714285714285"
"130552","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","","","","",""
"130555","","","","","","","0.8333333333333334","0.8333333333333334","0.8333333333333334","","","","","",""
"130557","68","68","68","","","","","","","","","","","",""
"130558","","","","","","","","","","","","","35.42857142857143","35.42857142857143","35.42857142857143"
"130559","","","","","","","","","","0","0","0","","",""
"130560","68.83333333333333","68.83333333333333","68.83333333333333","","","","1","1","1","","","","34.714285714285715","34.714285714285715","34.714285714285715"
"130561","69","69","69","","","","","","","70","70","70","","",""
"130563","","","","","","","","","","","","","34.666666666666664","34.666666666666664","34.666666666666664"
"130565","69.6","69.6","69.6","","","","","","","","","","","",""
"130569","","","","","","","3","3","3","","","","34.285714285714285","34.285714285714285","34.285714285714285"
"130574","","","","","","","3.7142857142857144","3.7142857142857144","3.7142857142857144","","","","","",""
"130585","","","","","","","","","","70","70","70","","",""
"130590","69.83333333333333","69.83333333333333","69.83333333333333","","","","","","","","","","","",""
"130592","69.2","69.2","69.2","1.75","1.75","1.75","","","","70","70","70","","",""
"130593","","","","2","2","2","","","","","","","","",""
"130596","","","","","","","","","","","","","34.42857142857143","34.42857142857143","34.42857142857143"
"130599","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","","","","",""
"130604","69.8","69.8","69.8","","","","","","","","","","","",""
"130605","","","","","","","","","","70","70","70","","",""
"130610","","","","","","","","","","70","70","70","","",""
"130617","","","","3.5","3.5","3.5","","","","","","","38.857142857142854","38.857142857142854","38.857142857142854"
"130621","70","70","70","","","","","","","","","","","",""
"130628","","","","6","6","6","","","","","","","","",""
