"Step","102-static-1","102-static-1 - drop-0__MIN","102-static-1 - drop-0__MAX","102-ofb","102-ofbt - drop-0__MIN","102-ofbt - drop-0__MAX","102-dynamic","102-dynamic - drop-0__MIN","102-dynamic - drop-0__MAX","102-every-10","102-every-10 - drop-0__MIN","102-every-10 - drop-0__MAX","102-every-100","102-every-100 - drop-0__MIN","102-every-100 - drop-0__MAX"
"180358","0","0","0","","","","","","","","","","0","0","0"
"180368","","","","0","0","0","","","","","","","","",""
"180370","","","","","","","0","0","0","","","","","",""
"180371","","","","0","0","0","","","","","","","","",""
"180373","","","","0","0","0","","","","","","","","",""
"180380","","","","","","","","","","0","0","0","","",""
"180383","","","","0","0","0","","","","","","","","",""
"180389","","","","","","","","","","0","0","0","","",""
"180390","","","","","","","","","","0","0","0","","",""
"180393","","","","0","0","0","","","","","","","","",""
"180395","","","","","","","0","0","0","","","","","",""
"180403","","","","","","","","","","0","0","0","","",""
"180410","","","","","","","0","0","0","","","","","",""
"180412","","","","0","0","0","","","","","","","","",""
"180415","","","","","","","","","","0","0","0","","",""
"180416","","","","","","","0","0","0","","","","","",""
"180431","0","0","0","","","","","","","","","","0","0","0"
"180433","","","","","","","0","0","0","","","","","",""
"180435","","","","","","","0","0","0","","","","","",""
"180438","","","","","","","","","","0","0","0","","",""
"180439","0","0","0","","","","","","","","","","0","0","0"
"180443","","","","","","","0","0","0","0","0","0","","",""
"180444","0","0","0","","","","","","","","","","0","0","0"
"180448","","","","0","0","0","","","","","","","","",""
"180450","0","0","0","0","0","0","","","","","","","0","0","0"
"180461","","","","0","0","0","","","","","","","","",""
"180463","","","","","","","0","0","0","","","","","",""
"180464","0","0","0","","","","","","","","","","0","0","0"
"180466","0","0","0","","","","","","","","","","0","0","0"
"180467","0","0","0","","","","","","","","","","0","0","0"
"180476","","","","","","","0","0","0","","","","","",""
"180481","","","","","","","","","","0","0","0","","",""
"180483","","","","","","","","","","0","0","0","","",""
"180491","0","0","0","","","","","","","","","","0","0","0"
"180492","0","0","0","","","","","","","","","","0","0","0"
"180499","","","","0","0","0","0","0","0","","","","","",""
"180504","","","","","","","0","0","0","","","","","",""
"180508","","","","0","0","0","","","","","","","","",""
"180510","","","","","","","","","","0","0","0","","",""
"180514","","","","","","","","","","0","0","0","","",""
"180516","0","0","0","","","","","","","","","","0","0","0"
"180521","","","","","","","0","0","0","","","","","",""
"180527","","","","","","","0","0","0","","","","","",""
"180540","","","","","","","0","0","0","","","","","",""
"180544","","","","","","","","","","0","0","0","","",""
"180550","0","0","0","","","","","","","","","","0","0","0"
"180554","","","","","","","0","0","0","","","","","",""
"180555","0","0","0","","","","","","","","","","0","0","0"
"180556","0","0","0","","","","","","","","","","0","0","0"
"180562","0","0","0","","","","","","","","","","0","0","0"
"180573","","","","","","","0","0","0","","","","","",""
"180577","","","","0","0","0","0","0","0","0","0","0","","",""
"180584","0","0","0","","","","","","","","","","0","0","0"
"180586","","","","0","0","0","","","","","","","","",""
"180588","0","0","0","","","","","","","","","","0","0","0"
"180589","0","0","0","","","","0","0","0","","","","0","0","0"
"180592","","","","","","","0","0","0","","","","","",""
"180594","","","","","","","0","0","0","0","0","0","","",""
"180598","","","","","","","0","0","0","","","","","",""
"180601","0","0","0","","","","","","","","","","0","0","0"
"180602","","","","0","0","0","","","","","","","","",""
"180603","","","","","","","0","0","0","","","","","",""
"180605","0","0","0","","","","","","","","","","0","0","0"
"180608","","","","","","","","","","0","0","0","","",""
"180613","","","","","","","","","","0","0","0","","",""
"180615","","","","","","","","","","0","0","0","","",""
"180616","","","","","","","0","0","0","","","","","",""
"180622","0","0","0","","","","","","","","","","0","0","0"
"180627","","","","0","0","0","","","","","","","","",""
"180632","","","","0","0","0","","","","","","","","",""
"180642","","","","0","0","0","","","","","","","","",""
"180653","","","","","","","0","0","0","","","","","",""
"180656","","","","","","","","","","0","0","0","","",""
"180658","0","0","0","","","","","","","","","","0","0","0"
"180659","","","","0","0","0","","","","","","","","",""
"180660","","","","","","","","","","0","0","0","","",""
"180663","0","0","0","","","","","","","","","","0","0","0"
"180664","","","","","","","0","0","0","0","0","0","","",""
"180665","","","","0","0","0","","","","","","","","",""
"180672","0","0","0","","","","","","","","","","0","0","0"
"180676","0","0","0","","","","","","","","","","0","0","0"
"180683","0","0","0","","","","","","","0","0","0","0","0","0"
"180685","","","","","","","","","","0","0","0","","",""
"180686","","","","","","","","","","0","0","0","","",""
"180687","","","","","","","","","","0","0","0","","",""
"180688","","","","","","","0","0","0","","","","","",""
"180690","","","","0","0","0","","","","","","","","",""
"180692","","","","","","","0","0","0","","","","","",""
"180694","0","0","0","","","","","","","","","","0","0","0"
"180701","","","","0","0","0","","","","","","","","",""
"180703","","","","","","","","","","0","0","0","","",""
"180708","","","","","","","0","0","0","","","","","",""
"180712","","","","","","","","","","0","0","0","","",""
"180713","","","","0","0","0","","","","","","","","",""
"180717","","","","0","0","0","","","","","","","","",""
"180721","","","","","","","","","","0","0","0","","",""
"180724","0","0","0","","","","","","","","","","0","0","0"
"180726","0","0","0","","","","","","","","","","0","0","0"
"180729","0","0","0","","","","","","","0","0","0","0","0","0"
"180730","","","","0","0","0","","","","","","","","",""
"180733","","","","0","0","0","","","","","","","","",""
"180734","0","0","0","","","","","","","0","0","0","0","0","0"
"180739","","","","","","","","","","0","0","0","","",""
"180743","","","","0","0","0","","","","","","","","",""
"180745","","","","0","0","0","","","","0","0","0","","",""
"180746","","","","","","","","","","0","0","0","","",""
"180751","","","","","","","0","0","0","","","","","",""
"180753","","","","","","","","","","0","0","0","","",""
"180756","","","","0","0","0","","","","0","0","0","","",""
"180759","0","0","0","","","","","","","0","0","0","0","0","0"
"180762","","","","","","","0","0","0","","","","","",""
"180766","","","","","","","0","0","0","","","","","",""
"180770","","","","","","","0","0","0","","","","","",""
"180780","","","","0","0","0","","","","","","","","",""
"180781","","","","","","","0","0","0","","","","","",""
"180786","0","0","0","","","","","","","","","","0","0","0"
"180793","","","","","","","","","","0","0","0","","",""
"180794","0","0","0","","","","","","","","","","0","0","0"
"180797","","","","","","","","","","0","0","0","","",""
"180804","","","","0","0","0","","","","","","","","",""
"180805","","","","0","0","0","","","","","","","","",""
"180807","","","","0","0","0","","","","","","","","",""
"180808","0","0","0","","","","","","","","","","0","0","0"
"180815","","","","","","","","","","0","0","0","","",""
"180817","0","0","0","","","","0","0","0","","","","0","0","0"
"180824","","","","0","0","0","0","0","0","","","","","",""
"180834","","","","","","","","","","0","0","0","","",""
"180837","","","","","","","","","","0","0","0","","",""
"180843","","","","","","","","","","0","0","0","","",""
"180844","","","","","","","0","0","0","","","","","",""
"180846","","","","","","","","","","0","0","0","","",""
"180847","","","","0","0","0","","","","","","","","",""
"180866","0","0","0","","","","","","","","","","0","0","0"
"180869","","","","","","","0","0","0","0","0","0","","",""
"180875","","","","","","","0","0","0","","","","","",""
"180880","","","","","","","0","0","0","0","0","0","","",""
"180884","","","","","","","","","","0","0","0","","",""
"180885","","","","","","","","","","0","0","0","","",""
"180886","0","0","0","","","","","","","","","","0","0","0"
"180887","","","","0","0","0","0","0","0","","","","","",""
"180897","","","","0","0","0","","","","","","","","",""
"180899","","","","","","","","","","0","0","0","","",""
"180906","","","","","","","","","","0","0","0","","",""
"180909","","","","0","0","0","","","","","","","","",""
"180912","0","0","0","","","","","","","","","","0","0","0"
"180916","","","","","","","0","0","0","","","","","",""
"180917","","","","","","","0","0","0","","","","","",""
"180920","","","","","","","0","0","0","","","","","",""
"180923","","","","","","","0","0","0","","","","","",""
"180925","","","","0","0","0","","","","","","","","",""
"180926","","","","0","0","0","","","","","","","","",""
"180927","0","0","0","","","","","","","","","","0","0","0"
"180931","","","","","","","","","","0","0","0","","",""
"180933","0","0","0","","","","","","","","","","0","0","0"
"180939","","","","","","","","","","0","0","0","","",""
"180941","0","0","0","","","","","","","","","","0","0","0"
"180943","","","","","","","0","0","0","","","","","",""
"180944","","","","0","0","0","","","","","","","","",""
"180946","","","","","","","","","","0","0","0","","",""
"180947","","","","0","0","0","","","","","","","","",""
"180948","","","","0","0","0","","","","","","","","",""
"180949","","","","","","","0","0","0","","","","","",""
"180951","0","0","0","","","","0","0","0","","","","0","0","0"
"180953","","","","0","0","0","","","","","","","","",""
"180954","","","","","","","","","","0","0","0","","",""
"180958","","","","0","0","0","","","","","","","","",""
"180976","","","","","","","","","","0","0","0","","",""
"180981","","","","0","0","0","","","","","","","","",""
"180984","","","","","","","","","","0","0","0","","",""
"181008","0","0","0","","","","","","","","","","0","0","0"
"181014","","","","","","","","","","0","0","0","","",""
"181017","","","","","","","0","0","0","","","","","",""
"181018","","","","","","","0","0","0","","","","","",""
"181022","","","","","","","0","0","0","","","","","",""
"181026","","","","0","0","0","","","","","","","","",""
"181031","0","0","0","0","0","0","","","","","","","0","0","0"
"181036","","","","0","0","0","","","","","","","","",""
"181039","","","","","","","0","0","0","","","","","",""
"181040","","","","0","0","0","","","","","","","","",""
"181041","","","","0","0","0","0","0","0","","","","","",""
"181043","","","","0","0","0","","","","","","","","",""
"181046","0","0","0","","","","","","","","","","0","0","0"
"181057","0","0","0","","","","","","","0","0","0","0","0","0"
"181060","","","","","","","0","0","0","","","","","",""
"181061","","","","","","","","","","0","0","0","","",""
"181063","","","","","","","0","0","0","","","","","",""
"181067","0","0","0","","","","","","","","","","0","0","0"
"181069","","","","0","0","0","","","","","","","","",""
"181077","0","0","0","","","","","","","","","","0","0","0"
"181079","","","","","","","0","0","0","","","","","",""
"181088","","","","","","","","","","0","0","0","","",""
"181091","0","0","0","","","","","","","","","","0","0","0"
"181093","","","","","","","","","","0","0","0","","",""
"181096","","","","","","","","","","0","0","0","","",""
"181108","","","","","","","0","0","0","","","","","",""
"181110","","","","","","","","","","0","0","0","","",""
"181111","","","","","","","","","","0","0","0","","",""
"181114","0","0","0","","","","","","","","","","0","0","0"
"181116","","","","0","0","0","","","","","","","","",""
"181135","","","","","","","0","0","0","","","","","",""
"181138","","","","0","0","0","","","","","","","","",""
"181144","","","","","","","","","","0","0","0","","",""
"181145","","","","0","0","0","","","","","","","","",""
"181148","","","","","","","","","","0","0","0","","",""
"181155","0","0","0","","","","","","","","","","0","0","0"
"181158","","","","","","","0","0","0","","","","","",""
"181159","0","0","0","","","","","","","","","","0","0","0"
"181167","","","","0","0","0","","","","","","","","",""
"181172","","","","","","","0","0","0","","","","","",""
"181175","","","","","","","0","0","0","","","","","",""
"181182","","","","","","","","","","0","0","0","","",""
"181184","","","","0","0","0","","","","","","","","",""
"181186","","","","","","","0","0","0","0","0","0","","",""
"181187","","","","","","","","","","0","0","0","","",""
"181203","","","","0","0","0","","","","","","","","",""
"181207","0","0","0","","","","","","","","","","0","0","0"
"181208","0","0","0","","","","","","","","","","0","0","0"
"181210","","","","","","","0","0","0","","","","","",""
"181215","0","0","0","","","","","","","","","","0","0","0"
"181218","","","","","","","0","0","0","","","","","",""
"181219","","","","","","","0","0","0","","","","","",""
"181222","","","","0","0","0","","","","","","","","",""
"181229","","","","0","0","0","","","","","","","","",""
"181247","0","0","0","","","","","","","","","","0","0","0"
"181250","0","0","0","","","","","","","","","","0","0","0"
"181255","","","","","","","","","","0","0","0","","",""
"181256","","","","0","0","0","","","","","","","","",""
"181258","0","0","0","","","","","","","","","","0","0","0"
"181260","","","","","","","","","","0","0","0","","",""
"181264","","","","","","","0","0","0","","","","","",""
"181267","","","","","","","","","","0","0","0","","",""
"181270","","","","0","0","0","","","","","","","","",""
"181271","","","","0","0","0","","","","","","","","",""
"181274","","","","","","","","","","0","0","0","","",""
"181280","","","","","","","","","","0","0","0","","",""
"181282","","","","0","0","0","","","","","","","","",""
"181284","0","0","0","","","","","","","","","","0","0","0"
"181285","0","0","0","","","","0","0","0","","","","0","0","0"
"181291","","","","0","0","0","","","","","","","","",""
"181293","0","0","0","","","","","","","0","0","0","0","0","0"
"181294","","","","0","0","0","","","","","","","","",""
"181296","","","","0","0","0","","","","","","","","",""
"181320","0","0","0","","","","","","","","","","0","0","0"
"181325","","","","0","0","0","","","","","","","","",""
"181326","","","","0","0","0","","","","","","","","",""
"181331","0","0","0","","","","","","","","","","0","0","0"
"181339","0","0","0","","","","","","","","","","0","0","0"
"181342","","","","0","0","0","","","","","","","","",""
"181346","0","0","0","","","","","","","","","","0","0","0"
"181351","","","","0","0","0","","","","","","","","",""
"181360","0","0","0","","","","","","","","","","0","0","0"
"181362","","","","","","","","","","0","0","0","","",""
"181364","0","0","0","","","","","","","","","","0","0","0"
"181365","","","","0","0","0","","","","","","","","",""
"181369","0","0","0","","","","","","","","","","0","0","0"
"181370","","","","0","0","0","","","","","","","","",""
"181375","","","","0","0","0","","","","","","","","",""
"181376","","","","","","","","","","0","0","0","","",""
"181379","","","","0","0","0","","","","","","","","",""
"181380","","","","0","0","0","","","","","","","","",""
"181386","","","","","","","","","","0","0","0","","",""
"181387","","","","","","","0","0","0","","","","","",""
"181392","","","","0","0","0","","","","","","","","",""
"181397","0","0","0","","","","","","","0","0","0","0","0","0"
"181398","0","0","0","","","","","","","0","0","0","0","0","0"
"181410","","","","0","0","0","","","","","","","","",""
"181413","0","0","0","","","","","","","","","","0","0","0"
"181415","","","","","","","0","0","0","","","","","",""
"181416","","","","","","","0","0","0","","","","","",""
"181418","","","","","","","","","","0","0","0","","",""
"181421","0","0","0","","","","","","","","","","0","0","0"
"181422","","","","0","0","0","0","0","0","","","","","",""
"181431","0","0","0","","","","","","","","","","0","0","0"
"181438","","","","","","","0","0","0","","","","","",""
"181447","0","0","0","","","","0","0","0","","","","0","0","0"
"181449","","","","0","0","0","","","","","","","","",""
"181450","","","","","","","","","","0","0","0","","",""
"181451","","","","0","0","0","","","","","","","","",""
"181458","","","","0","0","0","","","","","","","","",""
"181459","0","0","0","","","","","","","","","","0","0","0"
"181463","","","","0","0","0","","","","","","","","",""
"181466","","","","0","0","0","","","","","","","","",""
"181475","0","0","0","","","","","","","","","","0","0","0"
"181479","","","","0","0","0","0","0","0","","","","","",""
"181485","","","","0","0","0","","","","","","","","",""
"181486","","","","0","0","0","","","","0","0","0","","",""
"181487","","","","","","","","","","0","0","0","","",""
"181491","0","0","0","","","","","","","","","","0","0","0"
"181492","","","","","","","0","0","0","","","","","",""
"181493","","","","","","","","","","0","0","0","","",""
"181501","0","0","0","","","","","","","","","","0","0","0"
"181503","0","0","0","","","","","","","","","","0","0","0"
"181504","","","","","","","0","0","0","","","","","",""
"181516","","","","","","","","","","0","0","0","","",""
"181517","","","","","","","","","","0","0","0","","",""
"181518","0","0","0","","","","","","","","","","0","0","0"
"181520","","","","0","0","0","","","","","","","","",""
"181521","","","","","","","0","0","0","0","0","0","","",""
"181522","","","","0","0","0","","","","","","","","",""
"181524","","","","0","0","0","","","","","","","","",""
"181528","","","","0","0","0","","","","","","","","",""
"181529","","","","0","0","0","","","","","","","","",""
"181533","0","0","0","","","","","","","","","","0","0","0"
"181539","","","","0","0","0","","","","","","","","",""
"181540","","","","","","","0","0","0","","","","","",""
"181544","","","","","","","0","0","0","","","","","",""
"181556","","","","0","0","0","","","","","","","","",""
"181560","","","","","","","","","","0","0","0","","",""
"181562","0","0","0","","","","","","","","","","0","0","0"
"181563","","","","","","","0","0","0","","","","","",""
"181567","","","","","","","","","","0","0","0","","",""
"181568","","","","","","","","","","0","0","0","","",""
"181571","","","","","","","0","0","0","","","","","",""
"181575","","","","","","","0","0","0","","","","","",""
"181576","","","","","","","","","","0","0","0","","",""
"181586","0","0","0","","","","","","","","","","0","0","0"
"181589","","","","","","","0","0","0","","","","","",""
"181593","","","","","","","0","0","0","","","","","",""
"181597","","","","0","0","0","","","","","","","","",""
"181603","","","","","","","0","0","0","","","","","",""
"181615","","","","","","","","","","0","0","0","","",""
"181619","0","0","0","","","","","","","","","","0","0","0"
"181622","","","","","","","0","0","0","","","","","",""
"181633","","","","","","","0","0","0","","","","","",""
"181635","","","","","","","0","0","0","","","","","",""
"181638","","","","","","","0","0","0","","","","","",""
"181639","0","0","0","","","","","","","","","","0","0","0"
"181640","","","","","","","","","","0","0","0","","",""
"181641","","","","","","","","","","0","0","0","","",""
"181643","0","0","0","","","","","","","","","","0","0","0"
"181644","","","","","","","","","","0","0","0","","",""
"181646","","","","","","","","","","0","0","0","","",""
"181661","","","","","","","","","","0","0","0","","",""
"181665","","","","0","0","0","","","","0","0","0","","",""
"181666","0","0","0","","","","","","","","","","0","0","0"
"181668","","","","","","","0","0","0","","","","","",""
"181670","","","","","","","","","","0","0","0","","",""
"181679","","","","0","0","0","","","","","","","","",""
"181682","","","","","","","","","","0","0","0","","",""
"181688","","","","","","","0","0","0","","","","","",""
"181689","","","","0","0","0","0","0","0","","","","","",""
"181693","","","","","","","0","0","0","","","","","",""
"181695","","","","0","0","0","","","","","","","","",""
"181697","0","0","0","","","","","","","","","","0","0","0"
"181698","","","","","","","0","0","0","","","","","",""
"181701","","","","","","","","","","0","0","0","","",""
"181702","0","0","0","","","","","","","","","","0","0","0"
"181705","","","","","","","0","0","0","","","","","",""
"181727","","","","","","","0","0","0","","","","","",""
"181729","","","","","","","","","","0","0","0","","",""
"181731","","","","","","","","","","0","0","0","","",""
"181733","","","","","","","","","","0","0","0","","",""
"181734","","","","","","","0","0","0","","","","","",""
"181747","","","","","","","0","0","0","","","","","",""
"181752","0","0","0","","","","","","","","","","0","0","0"
"181753","0","0","0","","","","","","","","","","0","0","0"
"181767","","","","","","","","","","0","0","0","","",""
"181776","0","0","0","","","","","","","","","","0","0","0"
"181777","0","0","0","","","","","","","","","","0","0","0"
"181780","0","0","0","","","","","","","","","","0","0","0"
"181791","0","0","0","","","","","","","0","0","0","0","0","0"
"181793","0","0","0","","","","","","","","","","0","0","0"
"181795","0","0","0","","","","","","","","","","0","0","0"
"181810","","","","","","","0","0","0","","","","","",""
"181813","","","","","","","","","","0","0","0","","",""
"181814","0","0","0","","","","","","","","","","0","0","0"
"181815","0","0","0","","","","","","","","","","0","0","0"
"181816","","","","","","","","","","0","0","0","","",""
"181818","","","","","","","0","0","0","","","","","",""
"181825","0","0","0","","","","","","","","","","0","0","0"
"181830","0","0","0","","","","","","","","","","0","0","0"
"181837","","","","0","0","0","","","","","","","","",""
"181838","","","","","","","0","0","0","","","","","",""
"181849","","","","","","","","","","0","0","0","","",""
"181852","0","0","0","","","","","","","","","","0","0","0"
"181858","","","","0","0","0","","","","","","","","",""
"181864","","","","0","0","0","","","","","","","","",""
"181865","","","","0","0","0","","","","","","","","",""
"181866","0","0","0","","","","0","0","0","","","","0","0","0"
"181868","0","0","0","","","","","","","","","","0","0","0"
"181870","","","","","","","","","","0","0","0","","",""
"181871","0","0","0","0","0","0","","","","","","","0","0","0"
"181876","0","0","0","","","","0","0","0","0","0","0","0","0","0"
"181878","","","","","","","","","","0","0","0","","",""
"181880","","","","","","","","","","0","0","0","","",""
"181884","","","","","","","0","0","0","","","","","",""
"181889","","","","","","","","","","0","0","0","","",""
"181897","","","","0","0","0","","","","","","","","",""
"181902","","","","0","0","0","","","","","","","","",""
"181906","","","","","","","","","","0","0","0","","",""
"181907","","","","0","0","0","","","","","","","","",""
"181909","","","","0","0","0","","","","","","","","",""
"181918","","","","","","","","","","0","0","0","","",""
"181923","","","","","","","0","0","0","","","","","",""
"181926","","","","","","","","","","0","0","0","","",""
"181930","0","0","0","","","","","","","","","","0","0","0"
"181936","","","","0","0","0","","","","","","","","",""
"181937","","","","","","","","","","0","0","0","","",""
"181946","","","","","","","","","","0","0","0","","",""
"181947","","","","0","0","0","","","","","","","","",""
"181948","","","","","","","0","0","0","","","","","",""
"181954","","","","","","","","","","0","0","0","","",""
"181956","0","0","0","0","0","0","","","","","","","0","0","0"
"181963","","","","0","0","0","","","","","","","","",""
"181969","0","0","0","","","","","","","","","","0","0","0"
"181970","0","0","0","","","","","","","","","","0","0","0"
"181978","0","0","0","","","","","","","","","","0","0","0"
"181979","","","","0","0","0","","","","","","","","",""
"181990","0","0","0","","","","","","","","","","0","0","0"
"181991","","","","","","","0","0","0","","","","","",""
"181994","","","","","","","","","","0","0","0","","",""
"181995","","","","0","0","0","","","","","","","","",""
"181999","","","","","","","0","0","0","","","","","",""
"182000","","","","","","","","","","0","0","0","","",""
"182007","","","","0","0","0","","","","","","","","",""
"182009","","","","","","","","","","0","0","0","","",""
"182017","0","0","0","","","","","","","","","","0","0","0"
"182020","","","","","","","","","","0","0","0","","",""
"182023","","","","","","","0","0","0","","","","","",""
"182032","0","0","0","","","","","","","","","","0","0","0"
"182034","","","","","","","","","","0","0","0","","",""
"182037","","","","0","0","0","","","","","","","","",""
"182039","","","","","","","","","","0","0","0","","",""
"182045","","","","0","0","0","","","","","","","","",""
"182046","","","","","","","","","","0","0","0","","",""
"182047","","","","0","0","0","","","","","","","","",""
"182059","","","","","","","0","0","0","","","","","",""
"182067","","","","","","","0","0","0","","","","","",""
"182069","","","","","","","0","0","0","","","","","",""
"182072","","","","","","","","","","0","0","0","","",""
"182076","","","","","","","0","0","0","","","","","",""
"182077","","","","","","","0","0","0","","","","","",""
"182078","0","0","0","","","","","","","","","","0","0","0"
"182091","","","","","","","","","","0","0","0","","",""
"182094","0","0","0","","","","","","","","","","0","0","0"
"182097","","","","","","","0","0","0","","","","","",""
"182099","0","0","0","","","","","","","","","","0","0","0"
"182108","0","0","0","","","","","","","","","","0","0","0"
"182115","","","","","","","0","0","0","","","","","",""
"182116","0","0","0","","","","","","","","","","0","0","0"
"182119","","","","","","","","","","0","0","0","","",""
"182122","0","0","0","","","","","","","","","","0","0","0"
"182124","","","","0","0","0","","","","","","","","",""
"182127","0","0","0","","","","","","","","","","0","0","0"
"182128","","","","0","0","0","","","","","","","","",""
"182130","","","","","","","0","0","0","","","","","",""
"182133","0","0","0","","","","","","","","","","0","0","0"
"182134","","","","","","","0","0","0","","","","","",""
"182135","0","0","0","","","","","","","","","","0","0","0"
"182138","0","0","0","0","0","0","","","","0","0","0","0","0","0"
"182141","","","","","","","","","","0","0","0","","",""
"182145","","","","","","","","","","0","0","0","","",""
"182147","","","","","","","","","","0","0","0","","",""
"182154","0","0","0","","","","","","","","","","0","0","0"
"182161","0","0","0","","","","","","","","","","0","0","0"
"182164","0","0","0","","","","","","","","","","0","0","0"
"182168","","","","","","","","","","0","0","0","","",""
"182171","","","","","","","","","","0","0","0","","",""
"182176","","","","0","0","0","","","","","","","","",""
"182182","","","","","","","","","","0","0","0","","",""
"182183","0","0","0","","","","","","","","","","0","0","0"
"182186","0","0","0","","","","","","","","","","0","0","0"
"182187","","","","0","0","0","","","","","","","","",""
"182197","","","","0","0","0","","","","","","","","",""
"182206","","","","","","","0","0","0","","","","","",""
"182218","","","","","","","","","","0","0","0","","",""
"182219","","","","","","","","","","0","0","0","","",""
"182223","","","","","","","0","0","0","","","","","",""
"182228","0","0","0","","","","","","","","","","0","0","0"
"182231","","","","0","0","0","","","","","","","","",""
"182242","","","","","","","0","0","0","0","0","0","","",""
"182248","","","","","","","","","","0","0","0","","",""
"182257","0","0","0","0","0","0","","","","","","","0","0","0"
"182276","0","0","0","","","","","","","","","","0","0","0"
"182279","","","","","","","0","0","0","","","","","",""
"182280","","","","0","0","0","","","","","","","","",""
"182281","","","","","","","","","","0","0","0","","",""
"182284","0","0","0","","","","","","","","","","0","0","0"
"182304","0","0","0","","","","","","","","","","0","0","0"
"182307","","","","0","0","0","","","","","","","","",""
"182313","","","","","","","","","","0","0","0","","",""
"182319","","","","","","","","","","0","0","0","","",""
"182325","","","","0","0","0","","","","","","","","",""
"182329","","","","","","","0","0","0","","","","","",""
"182339","","","","","","","","","","0","0","0","","",""
"182343","0","0","0","","","","","","","","","","0","0","0"
"182346","","","","","","","0","0","0","","","","","",""
"182351","0","0","0","","","","","","","","","","0","0","0"
"182356","0","0","0","","","","","","","","","","0","0","0"
"182363","","","","","","","","","","0","0","0","","",""
"182366","","","","","","","0","0","0","","","","","",""
"182369","","","","","","","0","0","0","","","","","",""
"182375","0","0","0","","","","","","","","","","0","0","0"
"182376","","","","0","0","0","","","","","","","","",""
"182382","","","","","","","","","","0","0","0","","",""
"182390","","","","","","","0","0","0","","","","","",""
"182391","0","0","0","","","","","","","","","","0","0","0"
"182392","0","0","0","","","","","","","","","","0","0","0"
"182394","","","","","","","0","0","0","","","","","",""
"182395","","","","","","","0","0","0","","","","","",""
"182398","","","","","","","0","0","0","","","","","",""
"182403","","","","","","","0","0","0","","","","","",""
"182407","","","","","","","0","0","0","","","","","",""
"182413","","","","","","","0","0","0","","","","","",""
"182416","","","","0","0","0","","","","","","","","",""
"182421","","","","","","","0","0","0","","","","","",""
"182425","0","0","0","","","","","","","","","","0","0","0"
"182432","0","0","0","","","","","","","","","","0","0","0"
"182437","","","","0","0","0","","","","","","","","",""
"182439","0","0","0","","","","","","","","","","0","0","0"
"182456","","","","","","","0","0","0","","","","","",""
"182457","0","0","0","","","","","","","","","","0","0","0"
"182462","","","","","","","0","0","0","","","","","",""
"182465","","","","","","","","","","0","0","0","","",""
"182466","","","","0","0","0","","","","","","","","",""
"182467","","","","0","0","0","","","","","","","","",""
"182475","0","0","0","0","0","0","","","","","","","0","0","0"
"182479","","","","","","","","","","0","0","0","","",""
"182485","0","0","0","","","","","","","","","","0","0","0"
"182489","","","","","","","0","0","0","","","","","",""
"182491","0","0","0","","","","","","","","","","0","0","0"
"182507","","","","","","","0","0","0","","","","","",""
"182513","","","","0","0","0","","","","","","","","",""
"182522","0","0","0","","","","","","","","","","0","0","0"
"182528","","","","","","","","","","0","0","0","","",""
"182530","","","","","","","0","0","0","","","","","",""
"182532","0","0","0","","","","","","","","","","0","0","0"
"182535","0","0","0","0","0","0","","","","","","","0","0","0"
"182542","","","","","","","0","0","0","","","","","",""
"182554","","","","","","","0","0","0","0","0","0","","",""
"182556","0","0","0","","","","","","","","","","0","0","0"
"182559","0","0","0","","","","","","","","","","0","0","0"
"182562","","","","0","0","0","","","","0","0","0","","",""
"182563","","","","","","","0","0","0","0","0","0","","",""
"182569","","","","","","","","","","0","0","0","","",""
"182571","0","0","0","","","","","","","","","","0","0","0"
"182572","","","","0","0","0","","","","","","","","",""
"182575","","","","0","0","0","","","","","","","","",""
"182577","0","0","0","","","","","","","","","","0","0","0"
"182579","","","","","","","","","","0","0","0","","",""
"182581","","","","0","0","0","","","","","","","","",""
"182584","","","","0","0","0","","","","0","0","0","","",""
"182586","","","","0","0","0","","","","","","","","",""
"182587","0","0","0","","","","","","","","","","0","0","0"
"182600","","","","","","","0","0","0","","","","","",""
"182602","0","0","0","","","","","","","","","","0","0","0"
"182603","","","","0","0","0","","","","","","","","",""
"182604","","","","0","0","0","","","","","","","","",""
"182608","","","","","","","","","","0","0","0","","",""
"182612","","","","","","","0","0","0","","","","","",""
"182617","","","","","","","","","","0","0","0","","",""
"182626","","","","","","","","","","0","0","0","","",""
"182627","","","","","","","","","","0","0","0","","",""
"182633","","","","","","","","","","0","0","0","","",""
"182637","0","0","0","","","","","","","","","","0","0","0"
"182639","","","","","","","0","0","0","","","","","",""
"182649","","","","","","","","","","0","0","0","","",""
"182652","0","0","0","","","","","","","","","","0","0","0"
"182654","","","","0","0","0","","","","","","","","",""
"182662","","","","0","0","0","","","","","","","","",""
"182665","0","0","0","","","","","","","","","","0","0","0"
"182666","","","","0","0","0","0","0","0","","","","","",""
"182673","0","0","0","","","","","","","","","","0","0","0"
"182676","","","","","","","0","0","0","0","0","0","","",""
"182678","0","0","0","","","","","","","","","","0","0","0"
"182683","","","","","","","0","0","0","","","","","",""
"182688","","","","0","0","0","","","","","","","","",""
"182689","0","0","0","","","","","","","","","","0","0","0"
"182691","","","","0","0","0","","","","","","","","",""
"182692","","","","","","","0","0","0","","","","","",""
"182695","0","0","0","","","","","","","","","","0","0","0"
