"Step","102-static-1","102-static-1 - drop-0__MIN","102-static-1 - drop-0__MAX","102-ofb","102-ofbt - drop-0__MIN","102-ofbt - drop-0__MAX","102-dynamic","102-dynamic - drop-0__MIN","102-dynamic - drop-0__MAX","102-every-10","102-every-10 - drop-0__MIN","102-every-10 - drop-0__MAX","102-every-100","102-every-100 - drop-0__MIN","102-every-100 - drop-0__MAX"
"18821","","","","","","","","","","","","","0","0","0"
"18829","","","","","","","","","","","","","0","0","0"
"18833","","","","","","","0","0","0","","","","","",""
"18834","","","","","","","","","","","","","0","0","0"
"18838","","","","","","","","","","0","0","0","","",""
"18845","","","","","","","","","","0","0","0","0","0","0"
"18847","","","","","","","","","","","","","0","0","0"
"18849","","","","","","","0","0","0","","","","","",""
"18863","","","","0","0","0","0","0","0","","","","","",""
"18867","","","","","","","","","","0","0","0","","",""
"18868","","","","0","0","0","","","","","","","","",""
"18872","","","","","","","","","","0","0","0","","",""
"18876","","","","0","0","0","","","","","","","","",""
"18881","","","","","","","","","","0","0","0","","",""
"18882","","","","0","0","0","","","","","","","","",""
"18883","","","","0","0","0","","","","","","","","",""
"18885","0","0","0","","","","","","","","","","","",""
"18891","","","","","","","","","","0","0","0","","",""
"18893","","","","","","","","","","0","0","0","","",""
"18897","","","","","","","","","","0","0","0","","",""
"18901","","","","","","","","","","","","","0","0","0"
"18902","","","","0","0","0","","","","","","","0","0","0"
"18904","","","","","","","","","","0","0","0","","",""
"18907","","","","","","","","","","0","0","0","","",""
"18917","","","","","","","","","","","","","0","0","0"
"18922","","","","","","","","","","0","0","0","","",""
"18928","","","","","","","","","","","","","0","0","0"
"18929","","","","0","0","0","","","","","","","","",""
"18934","","","","","","","0","0","0","","","","","",""
"18944","","","","","","","","","","0","0","0","","",""
"18948","0","0","0","","","","","","","","","","","",""
"18950","","","","","","","0","0","0","","","","","",""
"18955","","","","","","","","","","","","","0","0","0"
"18957","0","0","0","","","","","","","","","","","",""
"18959","","","","0","0","0","","","","","","","","",""
"18962","","","","0","0","0","","","","","","","","",""
"18965","","","","","","","0","0","0","","","","","",""
"18976","","","","","","","","","","","","","0","0","0"
"18979","","","","","","","","","","","","","0","0","0"
"18980","","","","","","","","","","0","0","0","","",""
"18983","0","0","0","","","","","","","","","","","",""
"18994","0","0","0","","","","0","0","0","","","","","",""
"18998","0","0","0","","","","","","","","","","","",""
"19001","","","","0","0","0","","","","","","","","",""
"19002","","","","0","0","0","","","","","","","","",""
"19007","","","","0","0","0","","","","0","0","0","","",""
"19008","","","","","","","","","","0","0","0","0","0","0"
"19009","0","0","0","0","0","0","","","","","","","","",""
"19013","0","0","0","","","","","","","","","","","",""
"19014","","","","","","","","","","0","0","0","","",""
"19025","","","","","","","","","","","","","0","0","0"
"19026","","","","","","","","","","","","","0","0","0"
"19027","","","","","","","","","","0","0","0","","",""
"19028","","","","","","","","","","0","0","0","","",""
"19030","","","","","","","","","","0","0","0","","",""
"19034","","","","","","","","","","0","0","0","","",""
"19041","","","","","","","","","","0","0","0","","",""
"19042","","","","0","0","0","0","0","0","","","","","",""
"19043","","","","","","","0","0","0","","","","","",""
"19044","","","","","","","","","","","","","0","0","0"
"19045","","","","","","","","","","","","","0","0","0"
"19050","","","","","","","","","","0","0","0","","",""
"19053","","","","","","","0","0","0","","","","","",""
"19055","0","0","0","","","","","","","","","","","",""
"19058","","","","","","","0","0","0","","","","","",""
"19061","0","0","0","","","","","","","","","","","",""
"19063","","","","","","","","","","","","","0","0","0"
"19064","0","0","0","","","","","","","","","","","",""
"19071","","","","","","","","","","0","0","0","","",""
"19079","","","","","","","","","","","","","0","0","0"
"19083","0","0","0","0","0","0","","","","","","","","",""
"19087","","","","0","0","0","","","","0","0","0","","",""
"19097","0","0","0","","","","","","","","","","","",""
"19108","","","","","","","","","","0","0","0","","",""
"19110","","","","0","0","0","0","0","0","","","","0","0","0"
"19111","","","","","","","0","0","0","","","","","",""
"19112","","","","0","0","0","","","","","","","","",""
"19117","","","","","","","0","0","0","","","","","",""
"19121","0","0","0","","","","","","","","","","","",""
"19123","","","","0","0","0","","","","","","","","",""
"19129","","","","","","","","","","0","0","0","","",""
"19137","","","","0","0","0","","","","","","","","",""
"19138","","","","","","","","","","","","","0","0","0"
"19143","","","","","","","0","0","0","","","","","",""
"19144","","","","","","","0","0","0","","","","0","0","0"
"19145","","","","","","","","","","","","","0","0","0"
"19153","","","","","","","0","0","0","","","","","",""
"19154","","","","0","0","0","","","","","","","","",""
"19161","","","","","","","0","0","0","","","","","",""
"19166","","","","0","0","0","0","0","0","","","","","",""
"19172","0","0","0","","","","","","","","","","","",""
"19176","","","","0","0","0","","","","","","","","",""
"19178","","","","","","","0","0","0","","","","","",""
"19181","0","0","0","","","","","","","","","","","",""
"19189","","","","","","","","","","0","0","0","","",""
"19191","","","","0","0","0","","","","","","","","",""
"19197","","","","0","0","0","","","","","","","","",""
"19199","","","","0","0","0","","","","","","","","",""
"19205","0","0","0","","","","","","","","","","0","0","0"
"19206","0","0","0","","","","","","","","","","","",""
"19209","","","","0","0","0","","","","","","","","",""
"19211","","","","0","0","0","","","","","","","","",""
"19212","","","","","","","","","","","","","0","0","0"
"19217","","","","","","","0","0","0","","","","","",""
"19219","0","0","0","0","0","0","","","","","","","","",""
"19225","","","","","","","","","","0","0","0","","",""
"19226","","","","","","","","","","0","0","0","0","0","0"
"19227","","","","","","","","","","0","0","0","","",""
"19228","","","","","","","0","0","0","","","","0","0","0"
"19239","0","0","0","0","0","0","","","","","","","","",""
"19252","","","","0","0","0","","","","","","","","",""
"19255","","","","","","","0","0","0","","","","","",""
"19262","","","","","","","0","0","0","","","","","",""
"19264","","","","0","0","0","","","","","","","","",""
"19265","","","","","","","","","","0","0","0","","",""
"19267","0","0","0","","","","","","","","","","","",""
"19270","0","0","0","","","","","","","0","0","0","","",""
"19271","","","","","","","0","0","0","","","","","",""
"19272","","","","0","0","0","","","","","","","","",""
"19282","","","","","","","","","","0","0","0","","",""
"19283","","","","0","0","0","","","","0","0","0","","",""
"19286","","","","0","0","0","","","","","","","","",""
"19287","","","","","","","","","","0","0","0","","",""
"19288","0","0","0","","","","","","","","","","","",""
"19303","","","","","","","","","","","","","0","0","0"
"19305","","","","0","0","0","","","","","","","","",""
"19309","","","","0","0","0","","","","","","","","",""
"19310","0","0","0","","","","","","","","","","","",""
"19314","","","","0","0","0","","","","","","","","",""
"19323","0","0","0","","","","","","","","","","","",""
"19327","","","","0","0","0","","","","","","","","",""
"19333","","","","","","","","","","0","0","0","","",""
"19336","0","0","0","","","","","","","","","","","",""
"19338","","","","","","","0","0","0","","","","","",""
"19339","0","0","0","","","","","","","","","","","",""
"19343","","","","","","","","","","0","0","0","","",""
"19345","","","","","","","","","","","","","0","0","0"
"19353","","","","0","0","0","","","","","","","","",""
"19355","","","","","","","","","","0","0","0","","",""
"19358","0","0","0","","","","","","","","","","","",""
"19361","","","","0","0","0","","","","","","","","",""
"19362","","","","","","","","","","0","0","0","","",""
"19363","","","","","","","0","0","0","","","","","",""
"19368","","","","0","0","0","","","","","","","","",""
"19373","","","","","","","0","0","0","","","","","",""
"19375","0","0","0","","","","","","","","","","","",""
"19376","0","0","0","","","","","","","","","","","",""
"19381","","","","0","0","0","","","","","","","0","0","0"
"19387","0","0","0","","","","","","","","","","","",""
"19390","","","","","","","","","","","","","0","0","0"
"19393","","","","","","","0","0","0","","","","","",""
"19396","","","","","","","0","0","0","","","","","",""
"19399","","","","0","0","0","","","","","","","","",""
"19401","","","","","","","0","0","0","","","","","",""
"19402","","","","0","0","0","","","","","","","","",""
"19403","","","","","","","","","","0","0","0","","",""
"19408","0","0","0","","","","","","","","","","","",""
"19413","","","","0","0","0","","","","","","","","",""
"19415","0","0","0","0","0","0","","","","","","","","",""
"19416","","","","","","","0","0","0","","","","","",""
"19418","","","","","","","","","","","","","0","0","0"
"19426","","","","","","","0","0","0","","","","","",""
"19427","","","","","","","","","","","","","0","0","0"
"19435","","","","","","","","","","","","","0","0","0"
"19436","0","0","0","","","","","","","0","0","0","0","0","0"
"19438","","","","","","","","","","0","0","0","","",""
"19439","","","","","","","","","","0","0","0","","",""
"19440","0","0","0","","","","","","","","","","","",""
"19449","","","","","","","","","","0","0","0","","",""
"19453","","","","","","","","","","0","0","0","","",""
"19458","","","","","","","","","","","","","0","0","0"
"19460","","","","","","","0","0","0","","","","","",""
"19462","","","","0","0","0","","","","","","","","",""
"19463","0","0","0","","","","","","","","","","","",""
"19465","","","","","","","","","","0","0","0","","",""
"19467","0","0","0","","","","","","","","","","","",""
"19468","","","","","","","0","0","0","","","","","",""
"19470","","","","","","","","","","0","0","0","","",""
"19473","","","","0","0","0","","","","","","","","",""
"19475","","","","","","","0","0","0","","","","","",""
"19476","","","","","","","","","","0","0","0","","",""
"19481","","","","","","","","","","0","0","0","","",""
"19483","0","0","0","","","","","","","","","","","",""
"19484","","","","0","0","0","","","","","","","","",""
"19489","0","0","0","","","","","","","","","","","",""
"19490","","","","","","","","","","0","0","0","","",""
"19491","0","0","0","","","","","","","","","","","",""
"19497","","","","0","0","0","","","","","","","","",""
"19498","","","","","","","","","","0","0","0","","",""
"19503","0","0","0","","","","","","","","","","","",""
"19504","","","","0","0","0","","","","","","","","",""
"19508","","","","","","","","","","","","","0","0","0"
"19522","0","0","0","","","","","","","","","","","",""
"19526","","","","0","0","0","","","","","","","","",""
"19534","0","0","0","","","","","","","","","","","",""
"19535","","","","","","","","","","","","","0","0","0"
"19538","","","","","","","0","0","0","","","","","",""
"19544","","","","0","0","0","","","","0","0","0","","",""
"19545","0","0","0","","","","","","","","","","","",""
"19550","","","","","","","","","","0","0","0","","",""
"19561","0","0","0","","","","","","","","","","","",""
"19564","","","","","","","0","0","0","","","","","",""
"19567","","","","","","","0","0","0","","","","","",""
"19574","0","0","0","0","0","0","","","","","","","","",""
"19593","","","","","","","0","0","0","","","","","",""
"19594","","","","","","","0","0","0","","","","","",""
"19600","","","","","","","0","0","0","","","","","",""
"19601","","","","0","0","0","","","","","","","","",""
"19605","","","","","","","","","","","","","4","4","4"
"19612","","","","","","","","","","","","","0","0","0"
"19614","0","0","0","","","","","","","","","","","",""
"19616","0","0","0","","","","","","","","","","","",""
"19617","","","","0","0","0","","","","","","","","",""
"19619","","","","","","","0","0","0","","","","","",""
"19620","","","","","","","","","","","","","0","0","0"
"19634","","","","0","0","0","","","","","","","","",""
"19635","0","0","0","","","","","","","","","","","",""
"19636","0","0","0","","","","","","","","","","0","0","0"
"19637","","","","","","","","","","","","","0","0","0"
"19639","0","0","0","","","","","","","","","","","",""
"19641","","","","","","","","","","0","0","0","","",""
"19644","0","0","0","","","","","","","","","","","",""
"19646","","","","","","","","","","","","","0","0","0"
"19653","","","","0","0","0","","","","","","","","",""
"19657","","","","","","","","","","","","","1","1","1"
"19667","","","","","","","","","","0","0","0","","",""
"19669","","","","","","","0","0","0","","","","","",""
"19676","","","","","","","0","0","0","","","","","",""
"19682","","","","","","","0","0","0","","","","","",""
"19689","","","","0","0","0","","","","","","","0","0","0"
"19690","0","0","0","","","","","","","","","","","",""
"19693","","","","","","","0","0","0","","","","","",""
"19694","","","","0","0","0","","","","","","","","",""
"19696","","","","","","","","","","","","","0","0","0"
"19698","","","","0","0","0","","","","","","","","",""
"19707","","","","","","","","","","0","0","0","","",""
"19710","0","0","0","","","","","","","","","","","",""
"19712","","","","","","","0","0","0","","","","","",""
"19713","","","","","","","","","","0","0","0","","",""
"19714","","","","0","0","0","","","","","","","","",""
"19715","","","","0","0","0","","","","0","0","0","","",""
"19720","","","","","","","0","0","0","","","","","",""
"19725","","","","","","","","","","","","","0","0","0"
"19726","","","","","","","0","0","0","","","","","",""
"19736","","","","0","0","0","","","","","","","0","0","0"
"19738","","","","","","","","","","","","","0","0","0"
"19744","","","","0","0","0","0","0","0","","","","","",""
"19746","","","","","","","0","0","0","","","","","",""
"19749","","","","","","","0","0","0","","","","","",""
"19751","","","","","","","","","","","","","0","0","0"
"19752","","","","","","","","","","","","","0","0","0"
"19753","","","","0","0","0","","","","","","","","",""
"19757","0","0","0","","","","","","","","","","0","0","0"
"19758","","","","0","0","0","","","","","","","","",""
"19759","0","0","0","","","","","","","","","","","",""
"19764","","","","0","0","0","","","","","","","","",""
"19770","","","","","","","","","","0","0","0","","",""
"19777","","","","0","0","0","","","","","","","","",""
"19778","","","","","","","0","0","0","","","","","",""
"19781","0","0","0","0","0","0","","","","","","","","",""
"19787","","","","0","0","0","","","","","","","","",""
"19793","0","0","0","0","0","0","","","","","","","","",""
"19794","","","","","","","","","","","","","0","0","0"
"19798","","","","0","0","0","0","0","0","0","0","0","","",""
"19799","0","0","0","","","","","","","","","","","",""
"19800","0","0","0","","","","0","0","0","","","","","",""
"19802","","","","","","","0","0","0","","","","","",""
"19804","","","","0","0","0","","","","","","","","",""
"19810","","","","","","","","","","","","","0","0","0"
"19818","0","0","0","","","","","","","","","","","",""
"19819","","","","","","","","","","0","0","0","","",""
"19823","","","","","","","","","","0","0","0","","",""
"19824","","","","","","","","","","0","0","0","0","0","0"
"19825","","","","","","","","","","0","0","0","","",""
"19826","","","","0","0","0","","","","","","","","",""
"19828","","","","","","","","","","0","0","0","","",""
"19830","0","0","0","","","","","","","","","","","",""
"19832","0","0","0","","","","","","","","","","","",""
"19833","","","","0","0","0","","","","","","","0","0","0"
"19834","","","","","","","","","","","","","0","0","0"
"19835","","","","0","0","0","","","","","","","","",""
"19837","","","","","","","","","","","","","1","1","1"
"19841","0","0","0","","","","","","","","","","","",""
"19842","","","","","","","","","","0","0","0","","",""
"19844","","","","","","","","","","","","","0","0","0"
"19847","","","","","","","","","","0","0","0","","",""
"19849","","","","","","","","","","","","","3","3","3"
"19852","","","","","","","0","0","0","","","","","",""
"19855","","","","","","","","","","","","","0","0","0"
"19860","","","","","","","","","","","","","0","0","0"
"19862","","","","0","0","0","","","","","","","","",""
"19868","","","","","","","0","0","0","","","","","",""
"19869","","","","","","","0","0","0","","","","","",""
"19872","0","0","0","","","","0","0","0","","","","","",""
"19873","","","","","","","0","0","0","","","","","",""
"19878","0","0","0","0","0","0","","","","","","","","",""
"19879","","","","","","","","","","0","0","0","","",""
"19882","0","0","0","","","","","","","","","","","",""
"19884","","","","","","","","","","","","","0","0","0"
"19887","","","","","","","","","","0","0","0","","",""
"19890","","","","","","","","","","","","","3","3","3"
"19894","","","","","","","0","0","0","","","","","",""
"19896","0","0","0","","","","","","","","","","","",""
"19898","","","","0","0","0","","","","0","0","0","","",""
"19902","","","","","","","","","","","","","2","2","2"
"19903","","","","","","","0","0","0","","","","","",""
"19904","","","","","","","","","","","","","0","0","0"
"19908","","","","0","0","0","","","","","","","","",""
"19910","0","0","0","","","","","","","","","","","",""
"19918","","","","","","","0","0","0","","","","","",""
"19921","0","0","0","0","0","0","","","","","","","","",""
"19922","","","","","","","0","0","0","","","","","",""
"19924","","","","","","","0","0","0","","","","","",""
"19928","","","","","","","0","0","0","","","","","",""
"19938","","","","0","0","0","","","","","","","","",""
"19939","","","","0","0","0","","","","","","","0","0","0"
"19944","","","","0","0","0","","","","","","","","",""
"19945","","","","","","","","","","0","0","0","","",""
"19946","","","","","","","0","0","0","","","","","",""
"19948","0","0","0","","","","","","","0","0","0","","",""
"19949","","","","","","","0","0","0","","","","0","0","0"
"19954","","","","0","0","0","","","","","","","","",""
"19956","","","","","","","","","","","","","0","0","0"
"19958","","","","","","","","","","","","","0","0","0"
"19964","","","","","","","","","","","","","0","0","0"
"19971","","","","","","","","","","0","0","0","","",""
"19973","","","","","","","","","","0","0","0","0","0","0"
"19976","","","","","","","","","","0","0","0","","",""
"19977","","","","0","0","0","","","","","","","","",""
"19980","","","","","","","","","","","","","0","0","0"
"19986","","","","","","","","","","0","0","0","","",""
"19991","","","","","","","0","0","0","","","","","",""
"20004","","","","","","","0","0","0","","","","","",""
"20006","","","","0","0","0","0","0","0","","","","","",""
"20017","","","","","","","0","0","0","","","","","",""
"20019","","","","","","","","","","0","0","0","","",""
"20021","","","","","","","","","","0","0","0","","",""
"20025","","","","","","","","","","0","0","0","","",""
"20030","","","","","","","","","","0","0","0","","",""
"20041","0","0","0","","","","","","","","","","","",""
"20045","","","","","","","","","","0","0","0","","",""
"20049","","","","","","","","","","","","","0","0","0"
"20055","","","","","","","","","","","","","0","0","0"
"20056","","","","","","","0","0","0","","","","","",""
"20057","","","","0","0","0","","","","","","","","",""
"20074","0","0","0","","","","","","","","","","","",""
"20080","0","0","0","","","","","","","","","","","",""
"20090","","","","","","","","","","","","","0","0","0"
"20094","","","","","","","","","","","","","0","0","0"
"20098","","","","","","","","","","0","0","0","","",""
"20099","","","","0","0","0","","","","","","","","",""
"20101","0","0","0","","","","","","","","","","","",""
"20108","0","0","0","","","","","","","","","","","",""
"20112","","","","","","","","","","","","","0","0","0"
"20114","","","","","","","","","","","","","0","0","0"
"20116","","","","","","","","","","","","","0","0","0"
"20118","","","","","","","","","","0","0","0","","",""
"20122","","","","0","0","0","","","","","","","","",""
"20125","0","0","0","","","","","","","","","","","",""
"20127","0","0","0","","","","","","","","","","","",""
"20131","0","0","0","","","","","","","","","","","",""
"20132","0","0","0","","","","","","","","","","","",""
"20133","","","","","","","","","","","","","0","0","0"
"20147","","","","","","","0","0","0","","","","","",""
"20161","","","","","","","","","","0","0","0","","",""
"20166","","","","","","","0","0","0","","","","","",""
"20170","","","","","","","0","0","0","","","","","",""
"20172","0","0","0","","","","","","","","","","","",""
"20174","","","","0","0","0","","","","0","0","0","","",""
"20179","","","","","","","","","","0","0","0","","",""
"20184","","","","","","","","","","","","","0","0","0"
"20185","0","0","0","","","","","","","","","","","",""
"20186","0","0","0","","","","","","","","","","","",""
"20188","0","0","0","","","","","","","","","","","",""
"20190","","","","","","","","","","","","","0","0","0"
"20199","","","","","","","","","","0","0","0","","",""
"20200","","","","0","0","0","","","","","","","","",""
"20203","","","","","","","","","","0","0","0","","",""
"20204","0","0","0","","","","","","","","","","","",""
"20205","","","","","","","","","","0","0","0","","",""
"20212","0","0","0","","","","","","","","","","0","0","0"
"20216","","","","","","","","","","","","","0","0","0"
"20217","","","","0","0","0","","","","","","","","",""
"20222","0","0","0","0","0","0","","","","","","","","",""
"20227","","","","","","","","","","","","","0","0","0"
"20228","","","","","","","0","0","0","","","","","",""
"20231","","","","","","","0","0","0","","","","","",""
"20232","","","","","","","0","0","0","","","","","",""
"20233","","","","0","0","0","","","","","","","","",""
"20238","","","","","","","","","","0","0","0","","",""
"20240","","","","0","0","0","","","","","","","","",""
"20243","0","0","0","","","","","","","","","","","",""
"20245","","","","","","","0","0","0","","","","","",""
"20255","0","0","0","","","","","","","","","","","",""
"20265","0","0","0","","","","","","","","","","0","0","0"
"20268","","","","","","","","","","0","0","0","","",""
"20272","","","","","","","","","","0","0","0","","",""
"20282","","","","","","","","","","0","0","0","","",""
"20284","","","","","","","","","","","","","0","0","0"
"20292","","","","0","0","0","","","","","","","","",""
"20294","","","","0","0","0","","","","0","0","0","","",""
"20300","0","0","0","0","0","0","","","","","","","","",""
"20301","","","","","","","","","","0","0","0","","",""
"20309","0","0","0","","","","","","","","","","","",""
"20312","0","0","0","","","","","","","","","","","",""
"20315","0","0","0","","","","","","","0","0","0","","",""
"20317","","","","0","0","0","","","","","","","0","0","0"
"20319","","","","","","","","","","0","0","0","","",""
"20323","","","","","","","","","","","","","0","0","0"
"20327","","","","","","","0","0","0","0","0","0","","",""
"20329","","","","0","0","0","","","","","","","","",""
"20331","0","0","0","","","","","","","","","","","",""
"20332","0","0","0","","","","","","","","","","","",""
"20334","0","0","0","","","","","","","","","","","",""
"20336","","","","","","","0","0","0","","","","","",""
"20337","","","","","","","","","","0","0","0","0","0","0"
"20340","","","","","","","","","","","","","0","0","0"
"20345","0","0","0","0","0","0","","","","","","","","",""
"20346","","","","","","","0","0","0","","","","","",""
"20355","","","","","","","0","0","0","","","","","",""
"20356","0","0","0","","","","","","","","","","","",""
"20357","","","","","","","","","","0","0","0","","",""
"20358","","","","","","","","","","","","","0","0","0"
"20365","","","","","","","","","","0","0","0","","",""
"20370","","","","","","","0","0","0","","","","","",""
"20371","","","","","","","","","","0","0","0","","",""
"20374","0","0","0","","","","","","","","","","","",""
"20381","","","","","","","","","","0","0","0","","",""
"20389","0","0","0","","","","","","","","","","","",""
"20391","","","","0","0","0","","","","","","","","",""
"20395","","","","","","","0","0","0","","","","","",""
"20398","","","","","","","","","","0","0","0","","",""
"20410","","","","","","","0","0","0","","","","","",""
"20416","","","","","","","0","0","0","","","","","",""
"20422","0","0","0","","","","","","","","","","","",""
"20430","","","","","","","","","","0","0","0","","",""
"20431","","","","","","","","","","","","","5","5","5"
"20432","","","","","","","","","","0","0","0","","",""
"20433","","","","","","","0","0","0","","","","","",""
"20435","","","","","","","0","0","0","","","","","",""
"20439","","","","","","","","","","","","","6","6","6"
"20440","","","","","","","","","","0","0","0","","",""
"20443","","","","","","","0","0","0","","","","","",""
"20444","","","","","","","","","","","","","0","0","0"
"20445","","","","0","0","0","","","","","","","","",""
"20447","0","0","0","","","","","","","","","","","",""
"20450","","","","","","","","","","","","","0","0","0"
"20457","0","0","0","","","","","","","","","","","",""
"20458","","","","0","0","0","","","","","","","","",""
"20463","","","","","","","0","0","0","","","","","",""
"20464","","","","","","","","","","0","0","0","0","0","0"
"20465","","","","0","0","0","","","","","","","","",""
"20466","","","","","","","","","","","","","0","0","0"
"20467","","","","","","","","","","","","","0","0","0"
"20470","","","","","","","","","","0","0","0","","",""
"20475","0","0","0","","","","","","","","","","","",""
"20476","","","","","","","0","0","0","","","","","",""
"20487","0","0","0","","","","","","","","","","","",""
"20488","","","","","","","","","","0","0","0","","",""
"20491","","","","","","","","","","","","","0","0","0"
"20492","","","","","","","","","","","","","0","0","0"
"20499","","","","","","","0","0","0","","","","","",""
"20503","","","","0","0","0","","","","","","","","",""
"20504","0","0","0","","","","0","0","0","","","","","",""
"20510","","","","0","0","0","","","","","","","","",""
"20515","","","","0","0","0","","","","","","","","",""
"20516","","","","","","","","","","0","0","0","0","0","0"
"20520","","","","","","","","","","0","0","0","","",""
"20521","","","","","","","0","0","0","","","","","",""
"20522","0","0","0","","","","","","","","","","","",""
"20524","0","0","0","","","","","","","0","0","0","","",""
"20525","","","","0","0","0","","","","","","","","",""
"20527","","","","","","","0","0","0","","","","","",""
"20534","0","0","0","","","","","","","","","","","",""
"20537","","","","","","","","","","0","0","0","","",""
"20540","","","","","","","0","0","0","","","","","",""
"20550","","","","","","","","","","","","","0","0","0"
"20553","","","","0","0","0","","","","","","","","",""
"20554","","","","","","","0","0","0","","","","","",""
"20555","","","","","","","","","","","","","0","0","0"
"20556","","","","","","","","","","","","","0","0","0"
"20562","","","","","","","","","","0","0","0","0","0","0"
"20565","0","0","0","","","","","","","","","","","",""
"20572","0","0","0","","","","","","","","","","","",""
"20573","","","","","","","0","0","0","","","","","",""
"20577","","","","","","","0","0","0","","","","","",""
"20582","","","","0","0","0","","","","","","","","",""
"20584","","","","","","","","","","","","","0","0","0"
"20586","","","","","","","","","","0","0","0","","",""
"20587","","","","","","","","","","0","0","0","","",""
"20588","","","","","","","","","","","","","0","0","0"
"20589","","","","","","","0","0","0","","","","0","0","0"
"20592","","","","","","","0","0","0","","","","","",""
"20594","","","","","","","0","0","0","","","","","",""
"20596","","","","0","0","0","","","","","","","","",""
"20597","","","","0","0","0","","","","","","","","",""
"20598","","","","","","","0","0","0","","","","","",""
"20599","0","0","0","","","","","","","","","","","",""
"20601","","","","","","","","","","","","","4","4","4"
"20603","","","","","","","0","0","0","","","","","",""
"20605","","","","","","","","","","","","","0","0","0"
"20608","","","","0","0","0","","","","0","0","0","","",""
"20616","","","","","","","0","0","0","","","","","",""
"20620","0","0","0","0","0","0","","","","","","","","",""
"20621","0","0","0","","","","","","","","","","","",""
"20622","","","","","","","","","","","","","0","0","0"
"20627","0","0","0","","","","","","","","","","","",""
"20628","","","","0","0","0","","","","","","","","",""
"20638","","","","0","0","0","","","","","","","","",""
"20650","","","","0","0","0","","","","","","","","",""
"20653","","","","","","","0","0","0","","","","","",""
"20654","","","","","","","","","","0","0","0","","",""
"20655","","","","","","","","","","0","0","0","","",""
"20658","","","","","","","","","","","","","2","2","2"
"20663","","","","","","","","","","","","","1","1","1"
"20664","","","","","","","0","0","0","","","","","",""
"20667","","","","","","","","","","0","0","0","","",""
"20672","","","","","","","","","","","","","0","0","0"
"20676","","","","","","","","","","","","","0","0","0"
"20678","","","","0","0","0","","","","","","","","",""
"20682","0","0","0","","","","","","","","","","","",""
"20683","","","","","","","","","","","","","0","0","0"
"20688","","","","","","","0","0","0","","","","","",""
"20692","","","","","","","0","0","0","","","","","",""
"20694","","","","","","","","","","","","","0","0","0"
"20703","","","","0","0","0","","","","","","","","",""
"20708","","","","","","","0","0","0","","","","","",""
"20717","","","","0","0","0","","","","","","","","",""
"20721","0","0","0","","","","","","","","","","","",""
"20723","0","0","0","","","","","","","","","","","",""
"20724","","","","","","","","","","","","","0","0","0"
"20726","","","","","","","","","","","","","0","0","0"
"20729","","","","","","","","","","","","","0","0","0"
"20732","","","","0","0","0","","","","","","","","",""
"20734","","","","","","","","","","","","","0","0","0"
"20751","","","","","","","0","0","0","","","","","",""
"20754","","","","0","0","0","","","","","","","","",""
"20759","","","","","","","","","","","","","3","3","3"
"20762","","","","","","","0","0","0","","","","","",""
"20766","","","","","","","0","0","0","0","0","0","","",""
"20770","","","","","","","0","0","0","","","","","",""
"20772","","","","","","","","","","0","0","0","","",""
"20775","","","","0","0","0","","","","","","","","",""
"20781","","","","","","","0","0","0","","","","","",""
"20786","","","","","","","","","","","","","0","0","0"
"20794","","","","","","","","","","","","","1","1","1"
"20805","","","","","","","","","","0","0","0","","",""
"20808","0","0","0","","","","","","","","","","0","0","0"
"20817","","","","","","","0","0","0","","","","0","0","0"
"20820","","","","","","","","","","0","0","0","","",""
"20823","","","","","","","","","","0","0","0","","",""
"20824","","","","","","","0","0","0","","","","","",""
"20825","0","0","0","","","","","","","","","","","",""
"20830","","","","0","0","0","","","","","","","","",""
"20837","0","0","0","","","","","","","","","","","",""
"20838","","","","","","","","","","0","0","0","","",""
"20844","","","","","","","0","0","0","","","","","",""
"20854","","","","","","","","","","0","0","0","","",""
"20860","","","","","","","","","","0","0","0","","",""
"20864","","","","0","0","0","","","","","","","","",""
"20866","","","","","","","","","","","","","0","0","0"
"20868","","","","","","","","","","0","0","0","","",""
"20869","","","","","","","0","0","0","0","0","0","","",""
"20875","0","0","0","","","","0","0","0","0","0","0","","",""
"20880","","","","","","","0","0","0","","","","","",""
"20885","0","0","0","0","0","0","","","","","","","","",""
"20886","","","","","","","","","","0","0","0","0","0","0"
"20887","","","","","","","0","0","0","","","","","",""
"20888","","","","","","","","","","0","0","0","","",""
"20893","","","","0","0","0","","","","","","","","",""
"20894","0","0","0","","","","","","","","","","","",""
"20896","0","0","0","","","","","","","","","","","",""
"20897","","","","0","0","0","","","","","","","","",""
"20900","","","","0","0","0","","","","","","","","",""
"20901","","","","","","","","","","0","0","0","","",""
"20905","0","0","0","","","","","","","","","","","",""
"20906","0","0","0","","","","","","","","","","","",""
"20910","","","","0","0","0","","","","","","","","",""
"20912","","","","","","","","","","","","","0","0","0"
"20914","","","","","","","","","","0","0","0","","",""
"20916","","","","","","","0","0","0","","","","","",""
"20917","","","","","","","0","0","0","0","0","0","","",""
"20920","","","","","","","0","0","0","","","","","",""
"20923","","","","","","","0","0","0","","","","","",""
"20925","","","","0","0","0","","","","","","","","",""
"20927","","","","","","","","","","","","","0","0","0"
"20932","","","","0","0","0","","","","","","","","",""
"20933","","","","","","","","","","","","","0","0","0"
"20936","","","","0","0","0","","","","","","","","",""
"20941","","","","","","","","","","","","","0","0","0"
