a b greedy - reward1 -- v nonGreedy - reward2
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-204.67279411764724)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-9.632352941176471)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-139.1176470588241)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-100.82352941176492)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-156.529411764706)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-165.4117647058826)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-207.6470588235299)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-129.88235294117672)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-130.4117647058824)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-138.058823529412)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-124.41176470588263)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-110.43382352941191)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-193.66911764705878)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-368.875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-356.125)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-399.625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-430.25)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-312.6066176470589)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-80.84558823529429)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-143.58823529411796)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-129.58823529411785)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-126.2941176470592)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-65.41176470588236)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-199.35294117647126)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-126.88235294117666)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-89.47058823529426)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-118.41176470588258)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-260.52941176470625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-59.23529411764712)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-152.29411764705915)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-78.58823529411775)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-154.05882352941202)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-154.29411764705918)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-87.82352941176485)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-55.6470588235295)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-18.764705882352924)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-37.05882352941176)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-91.66176470588246)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-76.90441176470593)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-144.64705882352956)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-90.26838235294117)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-131.19485294117655)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-69.05882352941187)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-164.04044117647095)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-210.375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-87.50000000000001)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-107.7573529411765)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-219.5625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-241.375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-296.6875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-338.75)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-386.125)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-448.25)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-447.25)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-444.125)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-437.8125)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-72.9375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-50.99264705882352)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-37.47058823529409)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-44.05882352941183)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-66.94117647058832)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-85.17647058823545)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-86.64705882352973)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-139.4705882352944)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-68.94117647058829)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-57.17647058823525)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-125.7058823529416)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-70.47058823529423)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-77.94117647058825)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-124.11764705882366)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-164.0000000000003)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-247.35294117647084)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-295.17647058823707)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-95.11764705882358)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-127.88235294117673)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-77.0588235294119)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-133.29411764705932)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-86.64705882352956)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-147.70588235294161)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-169.23529411764736)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-124.70588235294159)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-179.4705882352945)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-143.76470588235318)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-158.6470588235297)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-96.41176470588256)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-89.35294117647078)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-46.235294117647086)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-50.617647058823565)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-47.26102941176474)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-75.71323529411768)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-16.647058823529395)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.761029411764707)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-47.0625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-47.9375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-46.75)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-82.5625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-77.75)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-72.6875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-230.9375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-300.6875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-436.6875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-448.8125)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-367.8125)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-49.8125)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-44.9375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.639705882352885)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.764705882352885)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-30.41176470588229)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-20.99999999999996)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.62499999999995)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-41.8235294117647)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-39.882352941176485)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-29.882352941176407)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-10.88235294117646)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-42.52941176470591)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-21.058823529411733)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-26.058823529411715)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-36.764705882352935)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.117647058823465)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.529411764705817)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-42.764705882352985)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-48.823529411764774)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.99999999999996)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-26.64705882352935)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-27.23529411764701)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-22.647058823529377)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-44.99999999999999)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-22.176470588235254)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.82352941176469)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-26.176470588235247)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-38.58823529411763)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-41.11764705882357)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.647058823529367)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.470588235294052)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-11.941176470588225)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-40.47058823529413)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-15.76470588235292)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.23529411764702)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-30.8823529411764)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.44485294117644)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.999999999999943)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-17.41176470588234)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-42.8676470588235)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.823529411764643)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-73.26102941176498)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-90.48161764705887)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-88.70955882352986)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-47.238970588235325)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-26.38602941176467)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-66.5661764705882)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-36.74264705882352)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.98161764705877)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-19.81249999999997)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-42.17647058823531)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.823529411764646)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.47058823529406)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-40.17647058823527)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-30.88235294117641)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-29.352941176470527)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-38.54044117647054)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.88235294117641)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-37.56249999999996)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-51.746323529411754)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.011029411764696)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-18.5)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-20.96691176470584)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-24.238970588235254)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-19.1176470588235)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-43.944852941176514)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.62132352941176)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.23529411764701)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.76470588235289)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-20.88235294117644)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-38.02573529411763)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-24.845588235294073)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.511029411764653)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-29.64705882352935)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.90808823529405)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-60.106617647058826)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-22.9375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-51.448529411764696)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-57.5625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-15.5625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-43.625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.5625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-29.06985294117644)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-16.90808823529411)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.349264705882355)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.4117647058823)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-24.411764705882305)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.94117647058815)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.49999999999993)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-24.72426470588231)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-21.05882352941173)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-22.88235294117643)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-40.838235294117695)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.61397058823527)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-29.45220588235291)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.919117647058805)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-22.375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-18.54411764705879)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.6948529411764)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.23529411764701)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.529411764705813)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.70588235294113)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-20.7647058823529)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.64705882352936)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-36.32720588235292)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-19.999999999999964)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.29411764705879)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-12.158088235294105)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.40441176470581)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.88235294117642)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-41.99999999999997)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.17647058823522)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-17.647058823529395)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-43.99632352941174)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-43.345588235294116)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-44.1875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-0.6470588235294117)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-24.007352941176457)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.349264705882327)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-39.2610294117647)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-19.963235294117624)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.1875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-41.55514705882359)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-12.3970588235294)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.77205882352937)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.29411764705875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-23.963235294117617)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-41.83823529411762)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-37.338235294117695)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-27.397058823529413)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-15.235294117647044)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-27.411764705882305)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-37.1176470588235)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.882352941176418)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-44.94117647058829)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-27.352941176470527)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-22.588235294117602)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-38.52941176470585)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-26.529411764705824)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.411764705882284)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-30.99999999999993)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-27.85661764705877)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.94117647058817)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.117647058823454)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.117647058823465)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-26.999999999999932)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-44.21691176470591)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-27.106617647058805)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.216911764705834)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-23.74632352941176)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.56617647058819)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-23.76470588235292)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-38.24264705882351)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-37.819852941176435)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-21.088235294117627)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-54.91544117647059)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.5)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.5625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.25735294117646)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-43.75)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-15.588235294117636)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-30.283088235294116)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.0625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.9375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-21.25)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.183823529411736)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-38.867647058823536)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-27.941176470588164)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.41176470588228)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-27.058823529411693)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-29.764705882352867)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.823529411764646)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.95588235294111)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-26.011029411764653)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.999999999999943)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-23.941176470588186)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.176470588235226)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.23529411764699)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-34.05882352941171)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-30.94117647058815)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-37.882352941176435)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-28.235294117646994)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-38.64705882352939)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-14.11764705882351)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-22.47058823529407)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.176470588235226)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.647058823529335)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-23.290441176470537)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-24.154411764705838)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-36.48161764705884)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.294117647058766)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-23.74632352941174)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.088235294117624)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-25.455882352941167)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-44.87499999999997)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-31.1875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-37.4375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-20.9375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-24.999999999999996)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-42.0625)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-22.25)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-32.125)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-35.375)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-36.875)
[+] Greedy: 0 - (0) -- Non-Greedy: 0 - (-33.8125)
